"family","angle","unit","pop","black","share","bvap"
"split",139,6,177390,20873,11.767,11.285
"split",140,1,177829,158817,89.309,88.415
"split",140,2,177820,145330,81.729,80.748
"split",140,3,177785,77538,43.613,42.233
"split",140,4,177717,43374,24.406,23.739
"split",140,5,177617,31664,17.827,17.342
"split",140,6,177942,20901,11.746,11.264
"split",141,1,177748,157951,88.862,87.976
"split",141,2,177831,144162,81.067,80.007
"split",141,3,177920,80762,45.392,44.021
"split",141,4,177799,42222,23.747,23.187
"split",141,5,177575,31657,17.827,17.344
"split",141,6,177837,20870,11.735,11.249
"split",142,1,177652,157453,88.63,87.724
"split",142,2,177667,142641,80.286,79.147
"split",142,3,177806,83004,46.682,45.349
"split",142,4,178058,41780,23.464,22.927
"split",142,5,177845,31821,17.893,17.403
"split",142,6,177682,20925,11.777,11.301
"split",143,1,177829,157225,88.414,87.493
"split",143,2,177726,141664,79.709,78.496
"split",143,3,177461,84951,47.87,46.586
"split",143,4,177772,40917,23.017,22.504
"split",143,5,178280,31930,17.91,17.426
"split",143,6,177642,20937,11.786,11.309
"split",144,1,177746,156613,88.111,87.136
"split",144,2,177685,140638,79.15,77.832
"split",144,3,177606,87419,49.221,47.954
"split",144,4,177632,39439,22.203,21.66
"split",144,5,178078,32580,18.295,17.817
"split",144,6,177963,20935,11.764,11.288
"split",145,1,177717,155340,87.409,86.34
"split",145,2,177701,139837,78.692,77.314
"split",145,3,177778,89539,50.366,49.086
"split",145,4,177600,37753,21.257,20.736
"split",145,5,177951,34306,19.278,18.773
"split",145,6,177963,20849,11.715,11.244
"split",146,1,177668,153552,86.426,85.228
"split",146,2,177646,139228,78.374,76.934
"split",146,3,178129,91900,51.592,50.361
"split",146,4,177462,36284,20.446,19.885
"split",146,5,178027,35780,20.098,19.604
"split",146,6,177778,20880,11.745,11.284
"split",147,1,177807,150835,84.831,83.401
"split",147,2,177802,138274,77.769,76.184
"split",147,3,177778,91980,51.739,50.563
"split",147,4,177715,42253,23.776,23.097
"split",147,5,177776,33345,18.757,18.4
"split",147,6,177832,20937,11.773,11.329
"split",148,1,177772,148082,83.299,81.598
"split",148,2,177882,137025,77.031,75.306
"split",148,3,177789,91669,51.561,50.332
"split",148,4,177825,46978,26.418,25.703
"split",148,5,177761,33096,18.618,18.314
"split",148,6,177681,20774,11.692,11.238
"split",149,1,177616,146191,82.307,80.441
"split",149,2,177907,135384,76.098,74.255
"split",149,3,177767,91148,51.274,50.026
"split",149,4,177818,52293,29.408,28.602
"split",149,5,177767,31994,17.998,17.724
"split",149,6,177835,20614,11.592,11.153
"split",150,1,177845,144209,81.087,79.008
"split",150,2,177678,132738,74.707,72.703
"split",150,3,177807,92076,51.784,50.526
"split",150,4,177756,56513,31.792,30.96
"split",150,5,177837,31304,17.603,17.388
"split",150,6,177787,20784,11.69,11.23
"split",151,1,177373,142733,80.471,78.249
"split",151,2,177940,130335,73.247,71.065
"split",151,3,177946,92043,51.725,50.488
"split",151,4,177988,60619,34.058,33.173
"split",151,5,177562,31123,17.528,17.363
"split",151,6,177901,20771,11.676,11.232
"split",152,1,177758,141270,79.473,77.077
"split",152,2,177822,128703,72.377,70.082
"split",152,3,177946,90063,50.613,49.366
"split",152,4,177669,66476,37.416,36.513
"split",152,5,177777,30491,17.151,17.052
"split",152,6,177738,20621,11.602,11.165
"split",153,1,177452,138876,78.261,75.774
"split",153,2,178518,126798,71.028,68.555
"split",153,3,177949,89707,50.412,49.154
"split",153,4,177417,72110,40.644,39.636
"split",153,5,177874,29057,16.336,16.302
"split",153,6,177500,21076,11.874,11.448
"split",154,1,177831,134705,75.749,72.909
"split",154,2,177841,124683,70.109,67.56
"split",154,3,177725,90516,50.93,49.617
"split",154,4,177592,76953,43.331,42.274
"split",154,5,177849,29062,16.341,16.324
"split",154,6,177872,21705,12.203,11.793
"split",155,1,177865,130448,73.341,70.228
"split",155,2,177775,121711,68.464,65.704
"split",155,3,178571,90547,50.706,49.589
"split",155,4,177320,84406,47.601,46.314
"split",155,5,177483,28528,16.074,16.125
"split",155,6,177696,21984,12.372,11.944
"split",156,1,177588,125658,70.758,67.467
"split",156,2,178026,120177,67.505,64.656
"split",156,3,177752,92155,51.845,50.381
"split",156,4,177907,89728,50.435,49.429
"split",156,5,177743,27860,15.674,15.72
"split",156,6,177694,22046,12.407,11.991
"split",157,1,177792,123081,69.228,65.779
"split",157,2,177819,117227,65.925,62.957
"split",157,3,177768,98625,55.48,54.001
"split",157,4,177881,88953,50.007,49.008
"split",157,5,177832,27283,15.342,15.383
"split",157,6,177618,22455,12.642,12.207
"split",158,1,177828,121512,68.331,64.789
"split",158,2,177833,114467,64.368,61.3
"split",158,3,177776,103868,58.426,56.893
"split",158,4,177649,88734,49.949,49.036
"split",158,5,177838,26699,15.013,15.034
"split",158,6,177786,22344,12.568,12.129
"split",159,1,177771,116833,65.721,62.071
"split",159,2,177522,110932,62.489,60.954
"split",159,3,177790,109326,61.492,58.535
"split",159,4,178007,91195,51.231,50.614
"split",159,5,177797,26848,15.1,15.137
"split",159,6,177823,22490,12.647,12.15
"split",160,1,177711,116115,65.339,63.948
"split",160,2,177828,112781,63.421,59.754
"split",160,3,177759,105598,59.405,56.602
"split",160,4,177752,91902,51.702,51.006
"split",160,5,177805,27450,15.438,15.431
"split",160,6,177855,23778,13.369,12.808
"split",161,1,177782,119649,67.301,66.024
"split",161,2,177775,109834,61.783,58.264
"split",161,3,177850,103115,57.979,55.219
"split",161,4,177830,93295,52.463,51.652
"split",161,5,177797,26815,15.082,15.052
"split",161,6,177676,24916,14.023,13.47
"split",162,1,177613,125735,70.792,69.719
"split",162,2,177698,105649,59.454,56.005
"split",162,3,177712,101417,57.068,54.276
"split",162,4,177956,92861,52.182,51.392
"split",162,5,177958,26331,14.796,14.726
"split",162,6,177773,25631,14.418,13.892
"split",163,1,177725,129722,72.99,72.145
"split",163,2,177781,101943,57.342,54.11
"split",163,3,177563,98418,55.427,52.649
"split",163,4,177643,94713,53.316,52.341
"split",163,5,178386,27907,15.644,15.189
"split",163,6,177612,24921,14.031,13.832
"split",164,1,177895,133184,74.867,74.154
"split",164,2,177908,100705,56.605,53.47
"split",164,3,177895,95576,53.726,50.911
"split",164,4,177933,95406,53.619,52.665
"split",164,5,177244,28871,16.289,15.86
"split",164,6,177835,23882,13.429,13.09
"split",165,1,177998,137188,77.073,76.479
"split",165,2,177718,98510,55.431,54.587
"split",165,3,177806,96558,54.305,51.217
"split",165,4,177590,92142,51.885,49.014
"split",165,5,177826,29724,16.715,16.306
"split",165,6,177772,23502,13.22,12.829
"split",166,1,177764,140340,78.947,78.359
"split",166,2,177751,103521,58.239,57.547
"split",166,3,177835,92550,52.043,49.055
"split",166,4,177765,88037,49.524,46.713
"split",166,5,177797,29836,16.781,16.438
"split",166,6,177798,23340,13.127,12.636
"split",167,1,177758,144355,81.209,80.628
"split",167,2,177874,107227,60.283,59.797
"split",167,3,177524,87264,49.156,46.284
"split",167,4,177940,85610,48.112,45.278
"split",167,5,177852,29700,16.699,16.403
"split",167,6,177762,23468,13.202,12.637
"split",168,1,177677,147434,82.979,82.291
"split",168,2,177701,110070,61.941,61.572
"split",168,3,177558,84372,47.518,45.086
"split",168,4,177930,81985,46.077,43.229
"split",168,5,177875,29567,16.622,16.426
"split",168,6,177969,24196,13.596,12.929
"split",169,1,177979,150143,84.36,83.646
"split",169,2,178031,115244,64.733,64.283
"split",169,3,177868,80039,44.999,42.546
"split",169,4,177874,78177,43.951,41.319
"split",169,5,177077,29744,16.797,16.742
"split",169,6,177881,24277,13.648,12.959
"split",170,1,177764,151396,85.167,84.523
"split",170,2,177482,120158,67.702,67.23
"split",170,3,177739,77371,43.531,41.15
"split",170,4,177694,75253,42.35,39.823
"split",170,5,177734,29420,16.553,16.533
"split",170,6,178297,24026,13.475,12.776
"split",171,1,177752,153693,86.465,85.889
"split",171,2,177774,124626,70.104,69.608
"split",171,3,177859,74307,41.779,39.623
"split",171,4,177805,72057,40.526,38.048
"split",171,5,177845,28921,16.262,16.275
"split",171,6,177675,24020,13.519,12.842
"split",172,1,177894,156645,88.055,87.556
"split",172,2,177647,131132,73.816,73.009
"split",172,3,177669,69503,39.119,36.772
"split",172,4,177482,68893,38.817,36.898
"split",172,5,177800,27341,15.377,15.443
"split",172,6,178218,24110,13.528,12.901
"split",173,1,177690,157529,88.654,88.096
"split",173,2,177801,139268,78.328,77.186
"split",173,3,177943,67661,38.024,35.74
"split",173,4,177721,64072,36.052,34.478
"split",173,5,177725,25513,14.355,14.475
"split",173,6,177830,23581,13.26,12.696
"split",174,1,177865,158154,88.918,88.345
"split",174,2,177828,145616,81.886,80.605
"split",174,3,177473,64999,36.625,34.47
"split",174,4,177893,60136,33.805,32.252
"split",174,5,177724,25371,14.276,14.479
"split",174,6,177927,23348,13.122,12.563
"split",175,1,177650,158937,89.466,88.892
"split",175,2,177680,147999,83.295,81.782
"split",175,3,177847,62362,35.065,33.046
"split",175,4,177819,60179,33.843,32.158
"split",175,5,178008,24634,13.839,14.154
"split",175,6,177706,23513,13.231,12.686
"split",176,1,177755,159859,89.932,89.345
"split",176,2,177730,147920,83.227,81.705
"split",176,3,177784,60134,33.824,32.196
"split",176,4,177823,59914,33.693,31.699
"split",176,5,177869,26187,14.723,14.956
"split",176,6,177749,23610,13.283,12.751
"split",177,1,177537,159610,89.902,89.246
"split",177,2,178171,149735,84.04,82.716
"split",177,3,178000,59833,33.614,31.917
"split",177,4,178000,57134,32.098,30.228
"split",177,5,177789,28304,15.92,16.198
"split",177,6,177213,23008,12.983,12.485
"split",178,1,177757,159820,89.909,89.255
"split",178,2,177769,150908,84.89,83.786
"split",178,3,177759,60571,34.075,32.359
"split",178,4,177800,53538,30.111,28.255
"split",178,5,177828,29871,16.798,17.037
"split",178,6,177797,22916,12.889,12.4
"split",179,1,177733,159643,89.822,89.157
"split",179,2,177833,152599,85.81,84.919
"split",179,3,177651,58760,33.076,31.347
"split",179,4,177606,51513,29.004,27.317
"split",179,5,177762,32419,18.237,18.19
"split",179,6,178125,22690,12.738,12.261
