"GEOID20","white","black","hispanic","asian","aian"
"131530206002016",0,0,0,0,0
"131530206002017",0,0,0,0,0
"131530206002018",0,0,0,0,0
"131530206002019",0,0,0,0,0
"131530206002020",0,0,0,0,0
"131530206002021",0,0,0,0,0
"131530206002022",0,0,0,0,0
"131530206002023",0,0,0,0,0
"131530206002024",0,0,0,0,0
"131530206002025",0,0,0,0,0
"131530206002026",0,0,0,0,0
"131530206002027",0,0,0,0,0
"131530206002028",0,0,0,0,0
"131530206002029",0,0,0,0,0
"131530206002030",0,0,0,0,0
"131530206002031",0,0,0,0,0
"131530206002032",0,0,0,0,0
"131530206002033",0,0,0,0,0
"131530206002034",0,0,0,0,0
"131530206002035",31,7,5,3,0
"131530206002036",12,1,3,3,0
"131530206002037",0,0,0,0,0
"131530206002038",6,1,5,0,0
"131530206002039",0,0,0,0,0
"131530206002040",12,6,0,0,0
"131530206002041",7,0,4,0,0
"131530206002042",0,0,0,0,0
"131530206002043",0,0,0,0,0
"131530206002044",0,0,0,0,0
"131530206002045",0,0,0,0,0
"131530206002046",0,0,0,0,0
"131530206002047",0,0,0,0,0
"131530206002048",0,0,0,0,0
"131530206002049",0,0,0,0,0
"131530206002050",0,0,0,0,0
"131530206002051",0,0,0,0,0
"131530206002052",0,0,0,0,0
"131530206002053",0,0,0,0,0
"131530206002054",0,0,0,0,0
"131530206002055",0,0,0,0,0
"131530207001000",36,92,35,3,0
"131530207001001",10,16,2,1,0
"131530207001002",17,34,6,0,0
"131530207001003",8,39,11,0,0
"131530207001004",19,29,8,0,0
"131530207001005",3,4,7,0,0
"131530207001006",19,27,23,0,0
"131530207001007",7,11,6,0,0
"131530207001008",16,159,42,0,0
"131530207001009",2,14,10,0,0
"131530207001010",1,42,1,0,0
"131530207001011",1,75,3,1,0
"131530207001012",19,29,26,3,0
"131530207001013",10,21,12,0,0
"131530207001014",0,0,12,0,0
"131530207001015",8,107,3,0,0
"131530207001016",0,0,0,0,0
"131530207001017",3,17,6,0,0
"131530207001018",8,32,5,0,0
"131530207002000",0,0,0,0,0
"131530207002001",0,0,0,0,0
"131530207002002",17,124,16,0,0
"131530207002003",1,11,2,0,0
"131530207002004",6,21,7,0,0
"131530207002005",3,9,2,0,0
"131530207002006",46,32,3,1,0
"131530207002007",40,20,6,0,0
"131530207002008",11,20,9,3,0
"131530207002009",13,2,3,0,0
"131530207002010",3,111,7,0,0
"131530207002011",0,3,0,1,0
"131530207002012",0,0,0,0,0
"131530207002013",0,0,0,0,0
"131530207002014",53,42,8,0,0
"131530207002015",10,15,0,0,0
"131530207002016",12,2,2,0,0
"131530207002017",4,21,6,0,0
"131530207002018",18,32,9,0,0
"131530207002019",4,4,2,0,0
"131530207002020",0,3,3,0,0
"131530207002021",0,6,0,0,0
"131530207002022",18,16,2,0,0
"131530207002023",41,37,14,0,0
"131530207002024",0,3,0,0,0
"131530207002025",0,0,0,0,0
"131530207002026",1,6,0,0,0
"131530207002027",0,0,0,0,0
"131530207002028",4,0,0,0,0
"131530207002029",19,25,5,0,0
"131530207002030",8,24,2,0,0
"131530207002031",13,7,1,0,0
"131530207002032",4,15,5,0,0
"131530207002033",1,5,4,0,0
"131530207002034",18,26,6,0,0
"131530207002035",0,2,2,0,0
"131530207002036",14,31,2,3,0
"131530207003000",55,81,42,0,0
"131530207003001",4,3,4,0,0
"131530207003002",19,24,0,0,0
"131530207003003",14,24,2,0,0
"131530207003004",9,27,0,0,0
"131530207003005",16,93,12,0,0
"131530207003006",14,49,1,0,2
"131530207003007",2,25,3,0,0
"131530207003008",5,7,0,1,0
"131530207003009",0,0,0,0,0
"131530207003010",0,0,0,0,0
"131530207003011",0,0,0,0,0
"131530207003012",2,37,2,2,0
"131530207003013",7,25,5,0,0
"131530207003014",0,29,2,0,0
"131530207003015",0,0,0,0,0
"131530207003016",0,16,5,4,0
"131530207003017",4,33,1,0,2
"131530207003018",7,13,1,0,0
"131530207003019",6,22,2,0,0
"131530207003020",17,28,2,1,0
"131530207003021",15,36,4,3,0
"131530207003022",8,17,2,4,0
"131530207003023",3,32,1,2,0
"131530207003024",0,0,0,0,0
"131530207003025",0,0,0,0,0
"131530207003026",0,0,0,0,0
"131530208001000",25,17,6,0,0
"131530208001001",0,0,0,0,0
"131530208001002",0,0,0,0,0
"131530208001003",73,143,2,0,0
"131530208001004",20,65,8,0,1
"131530208001005",0,0,0,0,0
"131530208001006",20,21,3,0,0
"131530208001007",24,38,2,0,0
"131530208001008",10,9,3,0,0
"131530208001009",3,28,4,0,0
"131530208001010",9,23,5,3,0
"131530208001011",6,13,0,3,0
"131530208001012",24,21,8,0,0
"131530208001013",48,55,0,0,2
"131530208001014",59,105,9,0,2
"131530208001015",15,32,5,0,2
"131530208001016",19,80,6,0,0
"131530208001017",5,39,2,1,0
"131530208001018",7,30,7,0,0
"131530208001019",7,22,0,0,0
"131530208001020",0,13,4,1,0
"131530208001021",22,26,8,0,0
"131530208001022",11,27,9,1,0
"131530208002000",14,10,7,0,0
"131530208002001",54,93,40,0,0
"131530208002002",6,35,6,1,0
"131530208002003",26,60,15,0,0
"131530208002004",13,29,8,2,0
"131530208002005",2,10,1,0,0
"131530208002006",15,25,4,0,0
"131530208002007",17,21,3,0,0
"131530208002008",16,67,7,8,0
"131530208002009",7,89,8,3,0
"131530208002010",7,58,8,3,0
"131530208002011",0,0,0,0,0
"131530208002012",0,0,0,0,0
"131530208002013",12,3,5,0,2
"131530208002014",6,6,15,0,0
"131530208002015",12,12,2,1,0
"131530208002016",12,7,4,0,0
"131530208002017",59,101,25,0,0
"131530208002018",16,19,6,0,0
"131530208002019",30,22,4,0,0
"131530208002020",0,9,2,0,0
"131530208002021",22,41,4,0,0
"131530209001000",2,1,1,0,0
"131530209001001",0,0,0,0,0
"131530209001002",40,12,4,1,0
"131530209001003",20,8,0,1,0
"131530209001004",21,9,0,0,0
"131530209001005",41,16,2,0,0
"131530209001006",44,14,5,0,0
"131530209001007",14,9,5,0,0
"131530209001008",21,19,6,3,2
"131530209001009",161,31,19,0,0
"131530209001010",22,17,8,0,0
"131530209001011",22,26,6,2,0
"131530209001012",24,3,1,0,0
"131530209001013",56,2,6,0,0
"131530209001014",12,9,0,1,0
"131530209001015",14,4,8,0,4
"131530209001016",99,48,2,1,0
"131530209002000",59,27,31,3,0
"131530209002001",34,6,6,0,0
"131530209002002",32,29,6,3,1
"131530209002003",11,11,12,0,0
"131530209002004",0,0,0,0,0
"131530209002005",13,24,6,0,0
"131530209002006",20,17,3,2,0
"131530209002007",132,127,17,0,1
"131530209002008",35,15,0,0,0
"131530209002009",17,9,3,0,0
"131530209002010",23,15,7,0,0
"131530209002011",21,16,7,1,2
"131530209002012",32,5,0,0,0
"131530209002013",29,5,0,0,0
"131530209002014",23,8,5,0,0
"131530209002015",22,9,1,0,0
"131530209002016",23,17,8,0,0
"131530209002017",42,72,3,3,0
"131530209002018",119,110,12,0,0
"131530209002019",13,18,3,1,0
"131530209002020",26,2,4,0,0
"131530209002021",17,6,7,0,1
"131530209002022",19,9,1,0,0
"131530209002023",23,16,0,0,0
"131530209002024",23,19,2,2,0
"131530209002025",9,15,7,0,0
"131530209002026",24,28,2,1,0
"131530209003000",24,24,16,2,0
"131530209003001",63,40,10,0,0
"131530209003002",0,12,1,0,0
"131530209003003",9,33,9,0,0
"131530209003004",15,5,3,0,0
"131530209003005",15,6,0,0,0
"131530209003006",15,13,4,0,0
"131530209003007",23,26,16,0,0
"131530209003008",12,15,1,0,0
"131530209003009",6,23,8,0,0
"131530209003010",30,10,4,0,0
"131530209003011",10,17,1,0,0
"131530209003012",7,9,6,0,1
"131530209003013",10,7,3,0,0
"131530209003014",14,4,1,0,0
"131530209003015",28,5,2,0,0
"131530209003016",7,26,5,1,0
"131530209003017",4,11,6,2,0
"131530209003018",7,9,1,0,0
"131530209003019",34,104,8,0,0
"131530209004000",4,8,1,0,0
"131530209004001",0,0,0,0,0
"131530209004002",0,0,0,0,0
"131530209004003",0,0,0,0,0
"131530209004004",5,2,0,0,0
"131530209004005",5,1,0,0,0
"131530209004006",15,13,2,0,0
"131530209004007",0,0,0,0,0
"131530209004008",8,2,3,0,0
"131530209004009",24,10,5,0,0
"131530209004010",46,19,3,0,0
"131530209004011",57,51,1,1,0
"131530209004012",10,11,10,0,0
"131530209004013",18,7,6,1,0
"131530209004014",17,15,4,0,0
"131530209004015",38,5,0,0,0
"131530209004016",39,14,0,0,2
"131530209004017",20,8,0,0,0
"131530209004018",11,1,2,2,0
"131530209004019",22,11,0,0,0
"131530209004020",0,1,0,0,0
"131530209004021",22,8,5,0,0
"131530209004022",7,7,0,4,0
"131530209004023",9,4,1,0,0
"131530209004024",8,5,2,3,0
"131530209004025",10,3,2,0,0
"131530209004026",22,1,0,0,0
"131530210011000",206,121,23,6,0
"131530210011001",11,16,4,0,0
"131530210011002",58,22,1,1,1
"131530210011003",140,156,15,0,0
"131530210011004",35,19,6,1,0
"131530210011005",30,7,4,0,0
"131530210011006",28,29,3,4,0
"131530210011007",163,155,14,0,0
"131530210011008",20,10,10,0,0
"131530210011009",47,38,6,0,0
"131530210011010",41,20,6,3,0
"131530210011011",0,0,0,0,0
"131530210011012",0,0,0,0,0
"131530210012000",0,0,0,0,0
"131530210012001",52,77,11,0,0
"131530210012002",215,376,20,22,1
"131530210012003",1,35,10,0,0
"131530210012004",18,8,5,0,0
"131530210012005",14,35,3,0,0
"131530210012006",12,0,0,0,0
"131530210012007",66,54,8,6,0
"131530210012008",32,16,8,5,3
"131530210012009",6,13,14,0,2
"131530210012010",31,5,2,1,0
"131530210012011",23,5,3,0,0
"131530210012012",20,6,1,1,0
"131530210012013",12,16,3,0,0
"131530210012014",5,0,3,0,1
"131530210012015",12,5,0,0,0
"131530210012016",0,0,0,0,0
"131530210021000",80,16,1,3,0
"131530210021001",10,0,2,2,0
"131530210021002",64,17,0,4,0
"131530210021003",52,6,2,0,2
"131530210021004",74,28,12,7,0
"131530210021005",24,13,17,0,0
"131530210021006",30,17,7,0,3
"131530210021007",51,12,2,0,0
"131530210021008",14,4,4,1,0
"131530210021009",24,8,5,2,0
"131530210021010",32,16,1,2,1
"131530210021011",290,261,24,14,0
"131530210021012",7,27,6,0,0
"131530210021013",17,3,7,0,0
"131530210021014",15,24,1,1,0
"131530210021015",34,17,12,0,0
"131530210021016",0,0,0,0,0
"131530210021017",7,7,4,0,0
"131530210021018",15,1,2,0,0
"131530210021019",31,12,3,3,0
"131530210021020",0,3,5,0,0
"131530210021021",15,9,2,1,0
"131530210021022",12,1,2,0,0
"131530210021023",33,12,6,0,0
"131530210021024",18,18,3,0,3
"131530210021025",24,6,4,1,0
"131530210021026",34,10,1,6,0
"131530210021027",22,2,3,4,0
"131530210021028",16,7,1,0,0
"131530210021029",25,11,2,0,1
"131530210021030",20,14,0,0,0
"131530210022000",87,16,0,0,0
"131530210022001",12,10,2,0,0
"131530210022002",47,0,3,2,0
"131530210022003",59,29,0,0,0
"131530210022004",27,11,1,0,0
"131530210022005",35,5,4,0,0
"131530210022006",35,24,3,1,0
"131530210022007",35,13,6,0,0
"131530210022008",25,11,3,2,0
"131530210022009",27,18,4,0,0
"131530210022010",11,13,10,0,0
"131530210022011",45,9,2,1,0
"131530210022012",18,21,3,0,0
"131530210022013",57,1,1,1,0
"131530210022014",31,11,3,0,0
"131530210022015",48,28,10,0,0
"131530210022016",56,27,10,7,0
"131530210022017",17,30,2,1,0
"131530210022018",15,28,0,0,0
"131530210022019",6,1,0,1,0
"131530210022020",24,20,6,0,0
"131530210022021",13,0,8,4,0
"131530210022022",9,8,1,0,0
"131530210022023",25,4,6,1,0
"131530210022024",135,66,10,3,0
"131530210022025",5,1,0,0,0
"131530210022026",10,1,5,2,1
"131530210022027",9,1,5,0,0
"131530210022028",9,1,1,4,0
"131530210022029",8,4,2,0,0
"131530210022030",25,5,0,0,0
"131530211081000",36,35,6,2,0
"131530211081001",57,17,1,0,0
"131530211081002",298,115,46,23,0
"131530211081003",36,19,6,2,0
"131530211081004",0,0,0,0,0
"131530211081005",6,0,0,2,0
"131530211081006",30,19,5,0,0
"131530211081007",16,6,3,0,0
"131530211081008",33,9,6,0,0
"131530211081009",17,3,1,1,0
"131530211081010",76,8,0,3,0
"131530211081011",79,9,1,0,0
"131530211081012",9,3,0,2,0
"131530211081013",3,3,0,1,2
"131530211081014",218,38,4,7,0
"131530211081015",21,1,1,0,0
"131530211081016",123,20,2,1,0
"131530211081017",1,6,4,0,0
"131530211081018",20,5,10,0,0
"131530211081019",17,1,1,0,0
"131530211081020",16,0,0,2,0
"131530211081021",5,7,3,0,0
"131530211081022",80,21,11,0,0
"131530211081023",0,11,4,3,0
"131530211081024",13,0,0,4,0
"131530211081025",4,4,9,5,0
"131530211081026",0,1,4,0,0
"131530211081027",2,8,6,0,0
"131530211081028",10,2,5,0,0
"131530211081029",4,3,2,3,0
"131530211081030",0,0,0,0,0
"131530211081031",212,24,16,3,0
"131530211081032",4,12,1,3,0
"131530211081033",0,0,0,0,0
"131530211081034",6,6,1,0,0
"131530211081035",43,7,1,0,0
"131530211081036",51,14,6,0,0
"131530211081037",32,5,7,2,0
"131530211081038",17,6,0,0,0
"131530211081039",30,15,3,0,0
"131530211081040",14,3,5,0,0
"131530211081041",25,1,1,0,0
"131530211082000",241,308,18,11,1
"131530211082001",21,11,7,0,0
"131530211082002",31,6,8,3,0
"131530211082003",52,38,5,4,0
"131530211082004",74,60,9,1,0
"131530211082005",57,33,0,0,0
"131530211082006",8,7,0,0,0
"131530211082007",48,43,2,0,0
"131530211082008",15,7,1,0,0
"131530211082009",50,18,0,0,0
"131530211082010",25,7,1,2,0
"131530211082011",17,5,2,0,0
"131530211082012",3,2,2,2,0
"131530211082013",0,0,0,0,0
"131530211082014",32,26,9,0,0
"131530211082015",2,5,3,0,0
"131530211082016",2,3,4,0,0
"131530211082017",6,5,0,2,0
"131530211082018",2,0,5,1,0
"131530211082019",23,13,2,1,0
"131530211082020",0,0,0,0,0
"131530211082021",0,0,0,0,0
"131530211082022",7,5,0,1,1
"131530211082023",43,12,4,0,0
"131530211082024",30,2,2,4,0
"131530211082025",4,3,0,0,1
"131530211082026",27,18,1,8,0
"131530211082027",11,2,1,0,0
"131530211082028",34,1,0,2,1
"131530211082029",196,146,6,14,2
"131530211082030",0,0,0,0,0
"131530211082031",0,0,0,0,0
"131530211082032",0,0,0,0,0
"131530211082033",0,0,0,0,0
"131530211082034",0,0,0,0,0
"131530211083000",1006,129,26,22,1
"131530211083001",16,13,0,0,0
"131530211083002",16,1,3,0,0
"131530211083003",46,13,11,1,0
"131530211083004",26,2,2,0,0
"131530211083005",14,15,5,0,0
"131530211083006",33,3,4,0,0
"131530211083007",139,0,0,0,0
"131530211083008",75,8,2,1,0
"131530211083009",104,21,2,1,0
"131530211083010",55,5,1,2,0
"131530211083011",9,2,1,1,0
"131530211083012",23,10,3,2,1
"131530211083013",58,3,13,0,0
"131530211083014",20,4,3,0,0
"131530211083015",31,1,0,2,0
"131530211083016",36,17,7,4,0
"131530211083017",60,7,3,2,0
"131530211083018",5,8,6,0,0
"131530211083019",4,5,0,1,0
"131530211083020",0,0,0,0,0
"131530211083021",0,0,0,0,0
"131530211083022",22,6,1,0,0
"131530211141000",562,106,31,58,0
"131530211141001",86,20,13,0,3
"131530211141002",0,0,0,0,0
"131530211141003",110,16,10,1,0
"131530211141004",348,70,25,5,2
"131530211141005",44,19,15,0,0
"131530211141006",42,33,13,1,0
"131530211141007",25,4,1,2,0
"131530211141008",70,11,11,0,0
"131530211141009",87,9,1,4,0
"131530211141010",12,11,10,0,0
"131530211141011",60,28,0,4,0
"131530211141012",22,0,3,5,0
"131530211142000",0,0,0,0,0
"131530211142001",749,138,39,22,0
"131530211142002",39,6,4,7,0
"131530211142003",163,28,6,1,1
"131530211142004",112,7,10,0,0
"131530211142005",16,8,2,1,0
"131530211142006",46,5,8,1,0
"131530211142007",164,43,19,2,0
"131530211142008",70,15,8,0,0
"131530211142009",34,9,7,3,0
"131530211142010",89,22,1,4,0
"131530211143000",9,3,3,3,0
"131530211143001",11,7,3,0,0
"131530211143002",13,9,4,0,0
"131530211143003",0,0,0,0,0
"131530211143004",0,0,0,0,0
"131530211143005",158,65,3,1,0
"131530211143006",239,150,15,30,0
"131530211143007",11,3,2,1,1
"131530211143008",7,24,6,0,5
"131530211143009",25,16,14,1,0
"131530211143010",30,11,1,0,0
"131530211143011",17,11,14,14,0
"131530211143012",8,10,6,4,0
"131530211143013",0,0,0,0,0
"131530211143014",17,9,6,4,1
"131530211143015",9,2,0,0,0
"131530211143016",21,21,5,3,0
"131530211143017",23,8,5,1,0
"131530211143018",14,23,1,1,0
"131530211143019",30,32,6,0,0
"131530211143020",36,17,2,1,0
"131530211143021",32,39,1,0,0
"131530211143022",134,116,6,2,1
"131530211143023",63,20,3,1,0
"131530211143024",37,39,15,0,0
"131530211143025",0,0,0,0,0
"131530211143026",26,14,10,3,0
"131530211143027",17,9,4,0,1
"131530211143028",64,67,5,0,0
"131530211143029",37,20,3,2,0
"131530211144000",0,0,0,0,0
"131530211144001",124,16,4,6,0
"131530211144002",18,11,1,1,0
"131530211144003",19,11,6,6,0
"131530211144004",0,0,0,0,0
"131530211144005",300,42,2,20,0
"131530211144006",19,2,3,1,0
"131530211144007",38,14,2,0,0
"131530211144008",6,1,7,2,0
"131530211144009",0,0,0,0,0
"131530211144010",23,9,3,1,0
"131530211144011",249,131,21,8,0
"131530211144012",0,3,2,2,0
"131530211144013",11,27,6,0,0
"131530211144014",30,9,2,0,0
"131530211144015",22,22,9,0,0
"131530211144016",15,6,3,10,0
"131530211144017",9,8,6,0,0
"131530211144018",0,0,0,0,0
"131530211144019",1,6,8,0,0
"131530211144020",202,30,5,6,0
"131530211144021",7,10,0,1,0
"131530211144022",0,0,0,0,0
"131530211144023",130,26,9,1,0
"131530211144024",0,0,0,0,0
"131530211144025",0,0,0,0,0
"131530211144026",1,7,2,3,0
"131530211144027",3,7,5,0,0
"131530211144028",0,0,0,0,0
"131530211144029",22,12,11,0,0
"131530211144030",0,0,0,0,0
"131530211144031",103,55,6,3,0
"131530211144032",16,5,0,4,0
"131530211144033",7,5,4,0,0
"131530211144034",0,0,0,0,0
"131530211151000",20,39,2,0,0
"131530211151001",0,0,0,0,0
"131530211151002",1,2,0,0,0
"131530211151003",41,13,4,4,0
"131530211151004",0,13,2,1,0
"131530211151005",107,36,10,4,0
"131530211151006",0,0,0,0,0
"131530211151007",1,3,0,1,0
"131530211151008",51,5,3,0,0
"131530211151009",0,0,0,0,0
"131530211151010",0,0,0,0,0
"131530211151011",0,0,0,0,0
"131530211151012",0,0,0,0,0
"131530211151013",7,5,2,0,0
"131530211151014",155,98,26,11,0
"131530211151015",48,79,31,3,1
"131530211151016",59,54,16,10,0
"131530211151017",8,14,6,0,0
"131530211151018",47,32,14,6,0
"131530211151019",250,198,25,22,0
"131530211151020",14,29,4,0,0
"131530211151021",54,51,13,3,0
"131530211151022",0,0,5,0,0
"131530211151023",0,0,0,0,0
"131530211151024",0,0,0,0,0
"131530211151025",0,0,0,0,0
"131530211151026",0,0,0,0,0
"131530211151027",73,0,10,1,2
"131530211151028",0,5,7,1,0
"131530211151029",0,9,0,0,1
"131530211151030",0,18,1,0,0
"131530211151031",18,49,1,1,0
"131530211151032",6,7,0,1,0
"131530211151033",9,14,1,0,0
"131530211151034",5,3,3,0,0
"131530211151035",0,0,0,0,0
"131530211151036",0,0,0,0,0
"131530211151037",229,41,11,0,0
"131530211151038",17,10,2,0,0
"131530211151039",13,2,8,0,0
"131530211151040",5,4,9,0,0
"131530211151041",0,0,0,0,0
"131530211151042",58,2,1,0,0
"131530211151043",0,0,0,0,0
"131530211151044",0,0,0,0,0
"131530211151045",0,0,0,0,0
"131530211151046",0,0,0,0,0
"131530211151047",12,1,0,0,0
"131530211152000",122,72,12,16,0
"131530211152001",99,54,8,0,1
"131530211152002",12,21,3,2,0
"131530211152003",20,4,2,0,0
"131530211152004",0,0,0,0,0
"131530211152005",35,1,1,3,1
"131530211152006",0,0,0,0,0
"131530211152007",14,0,0,0,0
"131530211152008",0,1,0,2,0
"131530211152009",59,9,2,1,0
"131530211152010",0,0,0,0,0
"131530211152011",132,23,8,0,0
"131530211152012",8,0,2,0,0
"131530211152013",0,4,0,0,0
"131530211152014",2,3,2,0,0
"131530211152015",0,0,2,2,0
"131530211152016",39,4,0,0,0
"131530211152017",0,0,0,0,0
"131530211152018",9,10,4,0,0
"131530211152019",124,30,4,4,0
"131530211152020",15,9,6,0,0
"131530211152021",44,4,2,0,0
"131530211152022",45,10,7,2,0
"131530211152023",261,126,16,11,1
"131530211152024",30,21,5,0,0
"131530211152025",52,46,3,7,0
"131530211152026",8,11,0,0,0
"131530211152027",24,0,4,0,0
"131530211152028",11,1,1,0,0
"131530211152029",0,0,0,0,0
"131530211152030",27,4,4,0,0
"131530211152031",0,0,0,0,0
"131530211152032",0,0,0,0,0
"131530211152033",7,6,4,0,0
"131530211152034",6,1,0,0,0
"131530211152035",0,0,0,0,0
"131530211152036",17,8,5,1,0
"131530211153000",0,0,0,0,0
"131530211153001",43,0,1,0,0
"131530211153002",11,2,4,0,0
"131530211153003",9,3,3,6,0
"131530211153004",3,4,3,0,0
"131530211153005",2,4,0,1,0
"131530211153006",13,1,0,0,0
"131530211153007",25,0,4,0,0
"131530211153008",27,0,4,0,0
"131530211153009",310,136,16,16,0
"131530211153010",13,10,5,0,0
"131530211153011",171,63,13,3,0
"131530211153012",21,1,0,0,0
"131530211153013",17,25,4,19,0
"131530211153014",3,1,0,0,0
"131530211153015",5,0,3,0,0
"131530211153016",23,13,2,0,0
"131530211153017",9,17,3,0,0
"131530211153018",0,0,0,0,0
"131530211153019",33,6,0,3,1
"131530211153020",17,16,0,0,0
"131530211153021",0,14,3,0,0
"131530211153022",37,17,3,2,0
"131530211153023",0,0,0,0,0
"131530211153024",0,0,0,0,0
"131530211153025",0,0,0,0,0
"131530211153026",2,3,7,0,0
"131530211153027",0,0,0,0,0
"131530211153028",64,50,8,0,0
"131530211153029",31,14,6,0,0
"131530211153030",60,25,2,0,0
"131530211153031",214,19,2,2,0
"131530211153032",17,3,1,0,0
"131530211153033",0,0,0,0,0
"131530211153034",0,0,0,0,0
"131530211153035",7,1,0,0,0
"131530211153036",15,0,0,0,0
"131530211153037",60,9,1,1,0
"131530211153038",13,0,0,1,0
"131530211153039",86,7,0,0,0
"131530211153040",5,1,2,0,0
"131530211153041",7,0,0,0,0
"131530211153042",3,2,0,0,0
"131530211153043",11,1,3,0,0
"131530211153044",6,0,0,0,0
"131530211153045",3,5,1,1,0
"131530211153046",33,5,3,5,0
"131530211153047",12,0,1,1,0
"131530211153048",0,0,0,0,0
"131530211153049",40,2,3,0,0
"131530211153050",0,0,0,0,0
"131530211153051",44,27,2,5,0
"131530211153052",18,1,2,0,0
"131530211153053",0,6,5,0,3
"131530211153054",0,0,0,0,0
"131530211153055",7,0,1,0,0
"131530211153056",29,0,0,0,0
"131530211153057",9,0,0,0,0
"131530211153058",4,3,0,0,0
"131530211153059",3,0,0,0,0
"131530211153060",9,2,2,0,0
"131530211153061",4,2,2,0,0
"131530211153062",5,0,1,0,2
"131530211153063",7,0,1,0,0
"131530211153064",5,3,2,0,0
"131530211153065",4,0,0,0,0
"131530211153066",17,2,2,0,0
"131530211153067",16,0,0,0,0
"131530211153068",14,12,2,0,0
"131530211153069",10,0,0,0,0
"131530211161000",0,0,0,0,0
"131530211161001",0,6,6,0,0
"131530211161002",19,8,10,0,0
"131530211161003",9,4,8,0,0
"131530211161004",0,3,5,0,0
"131530211161005",0,0,0,0,0
"131530211161006",2,0,1,0,0
"131530211161007",8,8,1,0,1
"131530211161008",9,8,0,2,0
"131530211161009",11,76,6,0,0
"131530211161010",0,0,0,0,0
"131530211161011",18,3,4,3,0
"131530211161012",52,54,1,0,0
"131530211161013",13,7,0,0,0
"131530211161014",0,0,0,0,0
"131530211161015",12,14,3,1,0
"131530211161016",0,1,0,0,0
"131530211161017",8,6,1,2,0
"131530211161018",13,7,3,2,0
"131530211161019",85,143,9,30,0
"131530211161020",26,16,0,0,0
"131530211161021",0,0,0,0,0
"131530211161022",2,11,9,0,0
"131530211161023",6,1,0,4,0
"131530211161024",0,9,4,3,0
"131530211161025",10,20,0,0,0
"131530211161026",22,22,0,0,0
"131530211161027",9,2,2,0,0
"131530211161028",4,1,0,6,0
"131530211162000",230,590,110,30,0
"131530211162001",0,0,0,0,0
"131530211162002",13,34,0,2,0
"131530211162003",45,5,0,2,0
"131530211163000",210,98,5,1,0
"131530211163001",0,0,4,4,0
"131530211163002",39,10,4,0,0
"131530211163003",0,0,5,3,0
"131530211163004",0,0,0,0,0
"131530211163005",11,12,0,0,0
"131530211163006",51,40,1,1,0
"131530211163007",33,17,5,0,0
"131530211163008",3,4,5,0,0
"131530211163009",0,0,0,0,0
"131530211163010",8,3,5,2,0
"131530211163011",84,56,3,8,1
"131530211163012",48,61,6,10,2
"131530211163013",31,1,7,0,0
"131530211163014",0,1,3,0,0
"131530211163015",31,2,3,2,0
"131530211163016",30,4,5,1,0
"131530211163017",36,0,5,0,0
"131530211163018",6,4,1,1,0
"131530211163019",0,0,0,0,0
"131530211163020",3,4,2,0,0
"131530211164000",0,0,0,0,0
"131530211164001",130,103,7,4,0
"131530211164002",12,12,3,0,0
"131530211164003",41,20,1,0,0
"131530211164004",17,5,3,0,0
"131530211164005",25,15,8,0,0
"131530211164006",26,3,0,0,0
"131530211164007",9,1,2,6,0
"131530211164008",88,18,1,0,0
"131530211164009",83,34,7,1,0
"131530211164010",0,0,0,0,0
"131530211164011",0,0,0,0,0
"131530211164012",0,0,0,0,0
"131530211164013",32,1,3,0,0
"131530211164014",22,1,9,0,0
"131530211164015",60,76,6,2,0
"131530211164016",0,0,0,0,0
"131530211164017",0,0,0,0,0
"131530211171000",0,0,0,0,0
"131530211171001",18,3,6,0,0
"131530211171002",117,12,8,0,0
"131530211171003",30,4,3,3,0
"131530211171004",14,8,3,1,0
"131530211171005",19,7,5,0,0
"131530211171006",37,1,1,0,0
"131530211171007",13,1,5,0,0
"131530211171008",27,4,0,0,0
"131530211171009",0,0,0,0,0
"131530211171010",0,0,0,0,0
"131530211171011",197,34,9,0,0
"131530211171012",23,9,2,0,0
"131530211171013",47,14,1,0,0
"131530211171014",34,12,1,1,0
"131530211171015",58,15,3,0,0
"131530211171016",110,17,4,0,0
"131530211171017",22,13,4,0,0
"131530211171018",11,7,2,2,0
"131530211171019",8,5,0,1,0
"131530211171020",31,5,5,0,0
"131530211171021",43,3,1,0,0
"131530211171022",4,3,5,0,0
"131530211171023",15,7,0,0,0
"131530211171024",22,3,0,3,0
"131530211171025",46,4,2,0,2
"131530211171026",6,8,4,1,0
"131530211171027",2,4,0,0,0
"131530211171028",56,15,19,3,3
"131530211171029",22,7,1,0,0
"131530211171030",5,11,5,0,0
"131530211171031",23,13,4,0,0
"131530211171032",8,1,0,4,0
"131530211171033",0,0,0,0,0
"131530211171034",2,0,5,0,0
"131530211171035",13,3,0,3,0
"131530211171036",0,0,0,0,0
"131530211171037",42,8,5,7,0
"131530211171038",39,6,6,0,0
"131530211171039",16,3,6,2,0
"131530211171040",12,14,0,0,0
"131530211171041",0,0,0,0,0
"131530211171042",0,6,23,4,1
"131530211171043",11,8,43,0,0
"131530211171044",0,0,0,0,0
"131530211171045",0,0,0,0,0
"131530211171046",2,1,1,4,0
"131530211171047",11,0,29,0,0
"131530211171048",5,5,8,3,0
"131530211172000",0,0,0,0,0
"131530211172001",129,22,17,5,1
"131530211172002",10,6,9,0,0
"131530211172003",8,0,5,2,0
"131530211172004",32,1,10,1,0
"131530211172005",42,3,100,0,2
