"fips","county","state","y1960","y1964","y1968","y1972","y1976","y1980","y1984","y1988","y1992","y1996","y2000","y2004","y2008","y2012","y2016","y2020","y2024"
"18145","SHELBY","IN","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"18147","SPENCER","IN","R","D","R","R","D","R","R","R","D","D","R","R","D","R","R","R","R"
"18149","STARKE","IN","R","D","R","R","D","R","R","R","D","D","R","R","D","R","R","R","R"
"18151","STEUBEN","IN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"18153","SULLIVAN","IN","R","D","D","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"18155","SWITZERLAND","IN","D","D","R","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"18157","TIPPECANOE","IN","R","D","R","R","R","R","R","R","R","R","R","R","D","R","R","D","R"
"18159","TIPTON","IN","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"18161","UNION","IN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"18163","VANDERBURGH","IN","R","D","R","R","R","R","R","R","D","D","R","R","D","R","R","R","R"
"18165","VERMILLION","IN","D","D","D","R","D","R","R","D","D","D","D","R","D","R","R","R","R"
"18167","VIGO","IN","D","D","R","R","D","R","R","R","D","D","R","R","D","D","R","R","R"
"18169","WABASH","IN","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"18171","WARREN","IN","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"18173","WARRICK","IN","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"18175","WASHINGTON","IN","R","D","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"18177","WAYNE","IN","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"18179","WELLS","IN","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"18181","WHITE","IN","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"18183","WHITLEY","IN","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19001","ADAIR","IA","R","D","R","R","R","R","R","D","R","D","R","R","R","R","R","R","R"
"19003","ADAMS","IA","R","D","R","R","D","R","R","D","D","D","R","R","D","R","R","R","R"
"19005","ALLAMAKEE","IA","R","R","R","R","R","R","R","R","R","D","R","R","D","D","R","R","R"
"19007","APPANOOSE","IA","R","D","R","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"19009","AUDUBON","IA","R","D","R","R","D","R","R","D","D","D","R","R","D","R","R","R","R"
"19011","BENTON","IA","R","D","R","R","D","R","R","D","D","D","D","D","D","R","R","R","R"
"19013","BLACK HAWK","IA","R","D","R","R","R","R","R","D","D","D","D","D","D","D","D","D","D"
"19015","BOONE","IA","R","D","R","R","D","R","D","D","D","D","D","D","D","D","R","R","R"
"19017","BREMER","IA","R","D","R","R","R","R","R","R","D","D","R","R","D","D","R","R","R"
"19019","BUCHANAN","IA","R","D","R","R","R","R","R","D","D","D","D","D","D","D","R","R","R"
"19021","BUENA VISTA","IA","R","D","R","R","R","R","R","D","R","R","R","R","R","R","R","R","R"
"19023","BUTLER","IA","R","R","R","R","R","R","R","R","R","D","R","R","R","R","R","R","R"
"19025","CALHOUN","IA","R","D","R","R","R","R","R","D","R","D","R","R","R","R","R","R","R"
"19027","CARROLL","IA","D","D","D","D","D","R","R","D","D","D","R","R","D","R","R","R","R"
"19029","CASS","IA","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19031","CEDAR","IA","R","D","R","R","R","R","R","D","D","D","D","R","D","D","R","R","R"
"19033","CERRO GORDO","IA","R","D","R","R","D","R","D","D","D","D","D","D","D","D","R","R","R"
"19035","CHEROKEE","IA","R","D","R","R","R","R","R","D","R","D","R","R","R","R","R","R","R"
"19037","CHICKASAW","IA","D","D","R","R","D","R","R","D","D","D","D","D","D","D","R","R","R"
"19039","CLARKE","IA","R","D","R","R","D","R","R","D","D","D","D","D","D","D","R","R","R"
"19041","CLAY","IA","R","D","R","R","R","R","R","D","D","D","R","R","R","R","R","R","R"
"19043","CLAYTON","IA","R","D","R","R","R","R","R","D","D","D","D","D","D","D","R","R","R"
"19045","CLINTON","IA","R","D","R","R","R","R","R","D","D","D","D","D","D","D","R","R","R"
"19047","CRAWFORD","IA","R","D","R","R","D","R","R","D","D","D","R","R","D","R","R","R","R"
"19049","DALLAS","IA","R","D","R","R","D","R","D","D","D","D","R","R","R","R","R","R","R"
"19051","DAVIS","IA","R","D","R","R","D","R","D","D","D","D","R","R","R","R","R","R","R"
"19053","DECATUR","IA","R","D","R","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"19055","DELAWARE","IA","R","D","R","R","R","R","R","D","R","D","R","R","D","R","R","R","R"
"19057","DES MOINES","IA","R","D","D","R","D","D","D","D","D","D","D","D","D","D","R","R","R"
"19059","DICKINSON","IA","R","D","R","R","R","R","R","R","R","D","R","R","R","R","R","R","R"
"19061","DUBUQUE","IA","D","D","D","D","D","D","D","D","D","D","D","D","D","D","R","R","R"
"19063","EMMET","IA","R","D","R","R","R","R","R","D","D","D","R","R","D","R","R","R","R"
"19065","FAYETTE","IA","R","D","R","R","R","R","R","D","D","D","R","D","D","D","R","R","R"
"19067","FLOYD","IA","R","D","R","R","D","R","R","D","D","D","D","D","D","D","R","R","R"
"19069","FRANKLIN","IA","R","D","R","R","R","R","R","D","R","D","R","R","D","R","R","R","R"
"19071","FREMONT","IA","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19073","GREENE","IA","R","D","R","R","D","R","D","D","D","D","D","R","D","R","R","R","R"
"19075","GRUNDY","IA","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19077","GUTHRIE","IA","R","D","R","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"19079","HAMILTON","IA","R","D","R","R","D","R","R","D","D","D","R","R","D","R","R","R","R"
"19081","HANCOCK","IA","R","D","R","R","R","R","R","D","R","D","R","R","R","R","R","R","R"
"19083","HARDIN","IA","R","D","R","R","R","R","R","D","D","D","R","R","D","R","R","R","R"
"19085","HARRISON","IA","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19087","HENRY","IA","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"19089","HOWARD","IA","D","D","R","R","D","R","R","D","D","D","D","D","D","D","R","R","R"
"19091","HUMBOLDT","IA","R","D","R","R","R","R","R","D","R","R","R","R","R","R","R","R","R"
"19093","IDA","IA","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19095","IOWA","IA","R","D","R","R","R","R","R","D","R","D","R","R","D","R","R","R","R"
"19097","JACKSON","IA","R","D","R","R","D","R","R","D","D","D","D","D","D","D","R","R","R"
"19099","JASPER","IA","R","D","R","R","D","R","R","D","D","D","R","D","D","D","R","R","R"
"19101","JEFFERSON","IA","R","D","R","R","R","R","R","R","D","D","R","D","D","D","R","R","R"
"19103","JOHNSON","IA","R","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D","D"
"19105","JONES","IA","R","D","R","R","R","R","R","D","D","D","D","D","D","D","R","R","R"
"19107","KEOKUK","IA","R","D","R","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"19109","KOSSUTH","IA","R","D","R","R","D","R","R","D","D","D","R","R","D","R","R","R","R"
"19111","LEE","IA","R","D","R","R","D","R","D","D","D","D","D","D","D","D","R","R","R"
"19113","LINN","IA","R","D","R","R","D","R","R","D","D","D","D","D","D","D","D","D","D"
"19115","LOUISA","IA","R","D","R","R","R","R","R","D","D","D","D","R","D","D","R","R","R"
"19117","LUCAS","IA","R","D","R","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"19119","LYON","IA","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19121","MADISON","IA","R","D","R","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"19123","MAHASKA","IA","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19125","MARION","IA","R","D","R","R","D","R","R","D","R","R","R","R","R","R","R","R","R"
"19127","MARSHALL","IA","R","D","R","R","R","R","R","D","D","D","R","R","D","D","R","R","R"
"19129","MILLS","IA","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19131","MITCHELL","IA","R","D","R","R","D","R","R","D","D","D","D","D","D","D","R","R","R"
"19133","MONONA","IA","R","D","R","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"19135","MONROE","IA","R","D","D","R","D","R","D","D","D","D","R","R","R","R","R","R","R"
"19137","MONTGOMERY","IA","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19139","MUSCATINE","IA","R","D","R","R","R","R","R","D","D","D","D","D","D","D","R","R","R"
"19141","O BRIEN","IA","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19143","OSCEOLA","IA","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19145","PAGE","IA","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19147","PALO ALTO","IA","D","D","R","R","D","R","D","D","D","D","R","R","D","R","R","R","R"
"19149","PLYMOUTH","IA","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19151","POCAHONTAS","IA","R","D","R","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"19153","POLK","IA","R","D","D","R","D","R","D","D","D","D","D","D","D","D","D","D","D"
"19155","POTTAWATTAMIE","IA","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19157","POWESHIEK","IA","R","D","R","R","D","R","R","D","D","D","R","D","D","D","R","R","R"
"19159","RINGGOLD","IA","R","D","R","R","D","R","D","D","D","D","R","R","R","R","R","R","R"
"19161","SAC","IA","R","D","R","R","R","R","R","D","R","R","R","R","R","R","R","R","R"
"19163","SCOTT","IA","R","D","R","R","R","R","R","D","D","D","D","D","D","D","D","D","R"
"19165","SHELBY","IA","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19167","SIOUX","IA","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"19169","STORY","IA","R","D","R","R","R","R","R","D","D","D","D","D","D","D","D","D","D"
"19171","TAMA","IA","R","D","R","R","D","R","R","D","D","D","D","D","D","D","R","R","R"
"19173","TAYLOR","IA","R","D","R","R","R","R","R","D","D","D","R","R","R","R","R","R","R"
"19175","UNION","IA","R","D","R","R","D","R","R","D","D","D","R","R","D","D","R","R","R"
"19177","VAN BUREN","IA","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"19179","WAPELLO","IA","D","D","D","R","D","D","D","D","D","D","D","D","D","D","R","R","R"
"19181","WARREN","IA","R","D","R","R","D","R","R","D","D","D","R","R","D","R","R","R","R"
"19183","WASHINGTON","IA","R","D","R","R","R","R","R","D","R","D","R","R","R","R","R","R","R"
"19185","WAYNE","IA","R","D","R","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"19187","WEBSTER","IA","R","D","R","R","D","R","D","D","D","D","D","D","D","D","R","R","R"
"19189","WINNEBAGO","IA","R","D","R","R","R","R","R","R","R","D","D","R","D","R","R","R","R"
"19191","WINNESHIEK","IA","R","D","R","R","R","R","R","D","D","D","R","D","D","D","R","R","R"
"19193","WOODBURY","IA","R","D","R","R","R","R","R","D","R","D","R","R","R","D","R","R","R"
"19195","WORTH","IA","R","D","R","R","D","R","D","D","D","D","D","D","D","D","R","R","R"
"19197","WRIGHT","IA","R","D","R","R","D","R","R","D","D","D","R","R","R","R","R","R","R"
"20001","ALLEN","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20003","ANDERSON","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20005","ATCHISON","KS","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"20007","BARBER","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20009","BARTON","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20011","BOURBON","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20013","BROWN","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20015","BUTLER","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20017","CHASE","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20019","CHAUTAUQUA","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20021","CHEROKEE","KS","R","D","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"20023","CHEYENNE","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20025","CLARK","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20027","CLAY","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20029","CLOUD","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20031","COFFEY","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20033","COMANCHE","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20035","COWLEY","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20037","CRAWFORD","KS","R","D","R","R","D","R","R","D","D","D","R","R","D","R","R","R","R"
"20039","DECATUR","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20041","DICKINSON","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20043","DONIPHAN","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20045","DOUGLAS","KS","R","D","R","R","R","R","R","R","D","D","D","D","D","D","D","D","D"
"20047","EDWARDS","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20049","ELK","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20051","ELLIS","KS","D","D","R","R","D","R","R","D","D","R","R","R","R","R","R","R","R"
"20053","ELLSWORTH","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20055","FINNEY","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20057","FORD","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20059","FRANKLIN","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20061","GEARY","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20063","GOVE","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20065","GRAHAM","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20067","GRANT","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20069","GRAY","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20071","GREELEY","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20073","GREENWOOD","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20075","HAMILTON","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20077","HARPER","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20079","HARVEY","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20081","HASKELL","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20083","HODGEMAN","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20085","JACKSON","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20087","JEFFERSON","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20089","JEWELL","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20091","JOHNSON","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","D","D"
"20093","KEARNY","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20095","KINGMAN","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20097","KIOWA","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20099","LABETTE","KS","R","D","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"20101","LANE","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20103","LEAVENWORTH","KS","R","D","R","R","R","R","R","R","D","R","R","R","R","R","R","R","R"
"20105","LINCOLN","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20107","LINN","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20109","LOGAN","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20111","LYON","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20113","MCPHERSON","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20115","MARION","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20117","MARSHALL","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20119","MEADE","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20121","MIAMI","KS","R","D","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"20123","MITCHELL","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20125","MONTGOMERY","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20127","MORRIS","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20129","MORTON","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20131","NEMAHA","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20133","NEOSHO","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20135","NESS","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20137","NORTON","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20139","OSAGE","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20141","OSBORNE","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20143","OTTAWA","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20145","PAWNEE","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20147","PHILLIPS","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20149","POTTAWATOMIE","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20151","PRATT","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20153","RAWLINS","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20155","RENO","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20157","REPUBLIC","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20159","RICE","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20161","RILEY","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","D","D"
"20163","ROOKS","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20165","RUSH","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20167","RUSSELL","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20169","SALINE","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20171","SCOTT","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20173","SEDGWICK","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20175","SEWARD","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20177","SHAWNEE","KS","R","D","R","R","R","R","R","R","D","R","R","R","R","R","R","D","D"
"20179","SHERIDAN","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20181","SHERMAN","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20183","SMITH","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20185","STAFFORD","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20187","STANTON","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20189","STEVENS","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20191","SUMNER","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20193","THOMAS","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20195","TREGO","KS","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20197","WABAUNSEE","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20199","WALLACE","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20201","WASHINGTON","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20203","WICHITA","KS","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"20205","WILSON","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20207","WOODSON","KS","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"20209","WYANDOTTE","KS","D","D","D","R","D","D","D","D","D","D","D","D","D","D","D","D","D"
"21001","ADAIR","KY","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21003","ALLEN","KY","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21005","ANDERSON","KY","D","D","R","R","D","D","R","R","R","R","R","R","R","R","R","R","R"
"21007","BALLARD","KY","D","D","D","R","D","D","D","D","D","D","D","R","R","R","R","R","R"
"21009","BARREN","KY","R","D","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"21011","BATH","KY","D","D","D","R","D","D","R","D","D","D","R","D","R","R","R","R","R"
"21013","BELL","KY","R","D","R","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"21017","BOURBON","KY","D","D","D","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"21019","BOYD","KY","R","D","R","R","D","D","R","D","D","D","D","R","R","R","R","R","R"
"21021","BOYLE","KY","R","D","R","R","D","D","R","R","R","R","R","R","R","R","R","R","R"
"21023","BRACKEN","KY","R","D","R","R","D","D","R","R","D","R","R","R","R","R","R","R","R"
"21025","BREATHITT","KY","D","D","D","D","D","D","D","D","D","D","D","D","R","R","R","R","R"
"21027","BRECKINRIDGE","KY","R","D","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"21029","BULLITT","KY","R","D","D","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"21031","BUTLER","KY","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21033","CALDWELL","KY","R","D","R","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"21035","CALLOWAY","KY","D","D","D","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"21037","CAMPBELL","KY","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21039","CARLISLE","KY","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"21041","CARROLL","KY","D","D","D","D","D","D","R","D","D","D","R","R","R","R","R","R","R"
"21043","CARTER","KY","R","D","R","R","D","R","R","D","D","D","R","D","R","R","R","R","R"
"21045","CASEY","KY","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21047","CHRISTIAN","KY","D","D","D","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"21049","CLARK","KY","R","D","R","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"21051","CLAY","KY","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21053","CLINTON","KY","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21055","CRITTENDEN","KY","R","R","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"21057","CUMBERLAND","KY","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21059","DAVIESS","KY","R","D","R","R","D","D","R","R","D","R","R","R","R","R","R","R","R"
"21061","EDMONSON","KY","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21063","ELLIOTT","KY","D","D","D","D","D","D","D","D","D","D","D","D","D","D","R","R","R"
"21065","ESTILL","KY","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21067","FAYETTE","KY","R","D","R","R","R","R","R","R","R","D","R","R","D","D","D","D","D"
"21069","FLEMING","KY","R","D","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"21071","FLOYD","KY","D","D","D","D","D","D","D","D","D","D","D","D","R","R","R","R","R"
"21073","FRANKLIN","KY","D","D","D","R","D","D","R","R","D","D","D","R","R","D","R","R","R"
"21075","FULTON","KY","D","D","D","R","D","D","R","D","D","D","D","R","R","R","R","R","R"
"21079","GARRARD","KY","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21081","GRANT","KY","R","D","R","R","D","D","R","R","R","R","R","R","R","R","R","R","R"
"21083","GRAVES","KY","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"21085","GRAYSON","KY","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21087","GREEN","KY","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21089","GREENUP","KY","R","D","R","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"21091","HANCOCK","KY","R","D","R","R","D","D","R","R","D","D","R","R","D","R","R","R","R"
"21093","HARDIN","KY","R","D","R","R","D","R","R","R","R","R","R","R","R","R","R","R","R"
"21095","HARLAN","KY","D","D","D","R","D","D","D","D","D","D","D","R","R","R","R","R","R"
"21097","HARRISON","KY","D","D","D","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"21099","HART","KY","R","D","R","R","D","R","R","R","D","R","R","R","R","R","R","R","R"
"21101","HENDERSON","KY","D","D","D","R","D","D","R","D","D","D","D","R","D","R","R","R","R"
"21103","HENRY","KY","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"21105","HICKMAN","KY","D","D","D","R","D","D","R","D","D","D","R","R","R","R","R","R","R"
"21107","HOPKINS","KY","D","D","D","R","D","D","R","R","D","D","R","R","R","R","R","R","R"
"21109","JACKSON","KY","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21111","JEFFERSON","KY","R","D","R","R","R","R","R","R","D","D","D","D","D","D","D","D","D"
"21113","JESSAMINE","KY","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21115","JOHNSON","KY","R","D","R","R","R","R","R","R","D","D","R","R","R","R","R","R","R"
"21117","KENTON","KY","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21119","KNOTT","KY","D","D","D","D","D","D","D","D","D","D","D","D","R","R","R","R","R"
"21121","KNOX","KY","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21123","LARUE","KY","R","D","R","R","D","D","R","R","D","R","R","R","R","R","R","R","R"
"21125","LAUREL","KY","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
"21127","LAWRENCE","KY","R","D","R","R","D","R","R","R","D","D","R","R","R","R","R","R","R"
"21129","LEE","KY","R","D","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R"
