"GEOID20","pop","district_2022","district_2026"
"120570125033004",25,15,14
"120830026023016",26,3,3
"121319501033035",4,1,1
"121319505011014",14,1,1
"121319504002018",0,2,2
"121319506111035",0,2,2
"121319504002058",23,2,2
"121319503051061",30,2,2
"120860106091013",0,27,27
"120860102142010",60,28,28
"120860078051013",24,27,27
"120860108042020",138,28,28
"120860090502010",44,26,26
"120860127023009",150,26,26
"120860004103005",78,24,24
"120174503092065",0,12,15
"120174514004056",0,12,15
"120174510023001",51,12,15
"120174517011031",1,12,15
"120174503102175",2,12,15
"120174516031004",34,12,15
"120174514002015",0,12,15
"120090681011011",17,8,8
"120090717002006",43,8,8
"120090610023010",56,8,8
"120210111072106",0,26,22
"120210102102011",0,19,19
"120210103003026",0,19,19
"120210111071028",20,26,22
"121150004061001",447,17,17
"121150019031018",3,17,17
"120379701022093",0,2,2
"120379703042032",13,2,2
"120350601071004",196,6,6
"121079506003004",0,6,6
"121079505003028",0,6,6
"120379701022125",0,2,2
"120379703043022",1,2,2
"120231103001129",0,3,3
"120190315001099",8,4,4
"120190307013007",0,4,4
"120190315001029",0,4,4
"120190304001001",0,4,4
"120190302053011",63,4,4
"120231104004045",14,3,3
"121150027201017",8,17,17
"121150027462133",52,17,17
"121150020131013",36,17,17
"120710104161003",42,19,19
"120710102092004",12,19,19
"120710019031008",6,19,19
"120710403142060",6,17,19
"120710107014001",223,19,19
"120710007001013",35,19,17
"120710005022029",15,19,17
"120710104131011",0,19,19
"120710008001013",21,19,17
"120710005042039",0,19,17
"120710402055033",3,17,17
"120710104231025",54,19,19
"120710701012023",11,19,19
"120710108022017",68,19,19
"121150024042011",0,17,17
"120730013002002",0,2,2
"120570121092019",10,15,14
"120570122131010",50,15,14
"120570121063024",29,15,14
"120570121033014",0,15,15
"120570004012011",57,15,12
"120570116163022",67,14,12
"120570014001008",82,14,12
"120570101081012",32,15,15
"120570131002014",54,16,14
"120860082064030",20,27,27
"120860156002017",45,27,27
"120860083122003",91,27,27
"120860083122002",96,27,27
"120860083123019",0,28,28
"120010020023039",18,3,3
"120830004023038",23,6,6
"121079505004080",11,6,6
"120379703021027",0,2,2
"120350602151027",0,6,6
"120350602062147",0,6,6
"120350602152010",73,6,6
"120350602062143",0,6,6
"121079508004055",31,6,6
"121079512004046",4,6,6
"121079502013091",5,6,6
"120379701011067",16,2,2
"120350602062267",5,6,6
"120830026101006",14,3,3
"120830025034030",39,3,3
"120830015002059",13,3,3
"120830008041021",50,6,6
"120830010112073",15,3,3
"120559617013027",6,18,9
"120090685023009",45,8,8
"120090648001010",0,8,8
"120090602022003",76,8,8
"120090646022019",241,8,8
"120090644003007",135,8,8
"120090652012010",25,8,8
"120090642023046",8,8,8
"120090631052000",7,8,8
"120090651292011",19,8,8
"120090651302013",54,8,8
"120090641261011",29,8,8
"120090641271004",0,8,8
"120110503011015",167,20,20
"120110503012001",93,20,20
"120559614012163",0,18,9
"120559612021018",11,18,9
"120459603011058",0,2,2
"120459602001077",2,2,2
"120459601011000",19,2,2
"121050118382003",326,18,18
"121050125151001",19,18,18
"121050134003057",41,18,18
"121050104022027",27,18,18
"121050105023009",40,18,18
"121050139022038",53,18,18
"121050140052043",32,18,18
"120174506021020",23,12,15
"120174507041051",19,12,15
"120174503052003",20,12,15
"120174512001002",26,12,15
"120174507062046",15,12,15
"120174501042016",23,12,15
"120174510022012",31,12,15
"120174502012004",56,12,15
"120990076032006",28,23,25
"120990076241001",53,23,25
"120990035132021",103,22,23
"120710208021015",12,17,17
"120710206001028",0,19,19
"120710104201001",0,19,19
"120710104131020",36,19,19
"120710016014003",46,19,19
"120710103033019",66,19,19
"120710803002021",0,19,17
"120710102071005",0,19,19
"120710403081098",16,17,19
"120710403081079",0,17,19
"120710403082023",4,19,19
"120710402091070",10,17,19
"120710101111028",25,19,19
"120710403113007",43,17,19
"120090631081023",14,8,8
"120090641274029",0,8,8
"121150004071010",13,17,17
"120090662002006",0,8,8
"120090651231023",27,8,8
"120970432081043",0,9,9
"121150006012010",27,17,17
"121150013011009",57,17,17
"121150018031019",115,17,17
"121150017024013",39,17,17
"121150027253026",0,17,16
"121150027311001",25,17,17
"121150026051019",3,17,17
"121150026052007",28,17,17
"121150027213018",26,17,17
"121150027431017",22,17,17
"121150022031001",2,17,17
"121150016011003",28,17,17
"121150027251002",0,17,16
"120310124002017",31,4,4
"120310129001006",16,4,4
"120310168072003",207,5,5
"120150301012073",8,17,17
"120150305012042",9,17,17
"120150103022087",18,17,17
"120150102001068",31,17,17
"120860078063017",19,27,27
"120860079013018",35,27,27
"120860072002004",35,27,27
"120860110093000",0,28,28
"120860144003008",150,28,28
"120860047012024",61,26,26
"120860059013015",48,27,27
"120860085022005",161,27,27
"120860037103024",0,24,24
"120860065011008",38,27,27
"120860012043001",20,24,25
"120860150011003",28,28,28
"120860057014013",92,27,27
"120860099052001",57,24,24
"120210105081006",81,26,19
"120210105171005",34,26,22
"120210113041008",220,26,22
"120210104213008",169,26,19
"120210106022017",187,19,19
"120210104342018",172,19,19
"120210112131014",16,19,19
"120210113043001",76,26,22
"120210109042000",0,19,22
"120210001011011",18,19,19
"120210001011009",0,19,19
"120210111131118",0,26,22
"120860144002006",33,28,28
"120350602132034",41,6,6
"121150015052005",36,17,17
"121150006023012",44,17,17
"121150023052008",91,17,17
"121150023052017",20,17,17
"120570012001009",46,14,12
"120570038001107",22,14,15
"120570061034013",186,14,14
"120570061033014",0,14,14
"120570067002008",45,14,14
"120570017005021",31,14,15
"120570003014022",52,15,12
"120570042001029",12,14,12
"120570029003011",30,14,12
"120570016002022",117,14,12
"120860058051005",97,27,27
"121150014021023",85,17,16
"121150027103003",121,17,17
"121150025074004",32,17,17
"121150022031005",38,17,17
"121150027442110",15,17,16
"120570018002018",10,14,15
"120570057004022",84,14,14
"120910220012016",18,1,1
"120850014082028",30,21,21
"120850014081010",13,21,21
"120850017021043",0,21,21
"120850013013002",298,21,21
"120459603023115",0,2,2
"121050138024026",0,18,18
"120310119015005",109,4,4
"120310125001007",105,4,4
"120010022023052",9,3,3
"120010018191043",6,3,3
"120010020011063",0,3,3
"120570132061001",176,16,14
"120570014001007",43,14,12
"120570120012029",44,14,15
"120430003001053",8,18,9
"121150024032006",15,17,17
"121150027432007",82,17,17
"120559604021051",6,18,9
"120559605011155",0,18,9
"120559605011128",0,18,9
"121199105002085",0,11,11
"121199106012023",100,11,11
"121199107021003",5,11,11
"121199117032037",14,11,11
"121199117032039",0,11,11
"121199113011012",6,11,11
"121199113011069",46,11,11
"121199101001043",53,11,11
"120150206022015",32,17,17
"120150210033009",0,17,17
"120150302021012",20,17,17
"120150204021244",0,17,17
"120150203011055",18,17,17
"120150301021038",4,17,17
"120150301021053",8,17,17
"120150206012013",27,17,17
"120150210011009",15,17,17
"121319503053044",0,1,1
"121319503053041",0,1,1
"121319502022004",28,2,2
"120190313031018",100,4,4
"120190313011022",39,4,4
"120610506023006",23,8,9
"120610508092005",22,8,9
"120860037032007",13,27,27
"120860093191010",50,26,26
"120860100131008",101,26,26
"120860107061018",0,28,28
"120860076011006",60,27,27
"120860069022012",57,27,27
"120860044032002",0,24,25
"120860068022013",55,27,27
"120860179011013",117,28,28
"120570062004020",44,14,14
"120570141083011",14,14,14
"120570132053006",38,16,14
"120570133193021",68,16,14
"120570070014009",35,14,14
"120570034002005",34,14,15
"121050156002053",0,18,9
"121050164003031",0,18,18
"121050140051009",60,18,18
"121050117312018",182,18,18
"121050147011084",0,18,18
"121050127011010",77,18,18
"120459601022098",0,2,2
"121150008011002",246,17,17
"121150005032006",20,17,17
"121150027462068",4,17,17
"121150024011016",22,17,17
"120210111113009",80,26,22
"120210106053013",0,19,22
"120210105121013",65,26,19
"120210112131016",26,19,19
"120210102161005",53,19,19
"120210111072096",0,26,22
"120210112051022",0,26,22
"120210111072117",0,26,22
"120990002081000",0,21,21
"120990008033005",0,21,21
"120990068021018",50,22,23
"120990069101008",96,22,23
"120990051022002",54,22,23
"120990069072003",200,22,23
"120990030001012",451,20,23
"120990004101010",17,21,21
"120990058102018",18,22,23
"120990048153012",62,22,23
"120990019192004",0,20,23
"120990002211025",20,21,21
"120990082021002",33,20,22
"120559605011116",0,18,9
"120559603001002",19,18,9
"120559617022008",0,18,9
"120559615004140",25,18,9
"120559601042025",36,18,9
"120860084233005",54,27,27
"120860115003056",6,28,28
"120860057012017",60,27,27
"120860010073003",9,24,24
"120860079012005",43,27,27
"120860082093014",42,27,27
"120860137001002",17,26,26
"120990046022000",0,22,23
"120990009032037",46,21,21
"120990078372009",255,21,21
"120990079172040",35,21,21
"120990059233008",75,22,23
"120990001031028",26,21,21
"120990077743036",55,22,25
"120990077232010",59,22,22
"120990079174025",0,21,21
"120990078481038",41,21,22
"120990042042012",137,22,23
"120990046023000",1152,22,23
"120990002201035",55,21,21
"120990019091002",25,21,23
"120990048202013",186,22,23
"120990019161003",62,20,23
"120990079181049",45,21,21
"120990032011017",47,20,23
"120010018031003",87,3,3
"120010012021009",32,3,3
"120010022101129",9,3,3
"120010012024008",51,3,3
"120010006003011",15,3,3
"120190312012025",0,4,4
"120190312012004",7,4,4
"120231106021008",34,3,3
"120231109012011",28,3,3
"120231102024043",0,3,3
"120860155022013",105,28,28
"120860194012005",0,28,28
"120860145002004",77,28,28
"120860055043007",34,27,27
"120860015021030",6,24,24
"120860047052013",72,26,26
"120860068012015",38,27,27
"120860083091033",0,27,27
"120860082064024",0,27,27
"120860102011011",11,28,28
"120150303013013",16,17,17
"120150203031016",19,17,17
"120150102001090",5,17,17
"120150203032033",26,17,17
"120150203012003",33,17,17
"120150207002000",71,17,17
"120150301011010",3,17,17
"120150103021006",0,17,17
"120150103011088",0,17,17
"120150202031041",34,17,17
"120150301011026",15,17,17
"120150105053042",19,17,17
"120150202041016",22,17,17
"120150202061044",50,17,17
"120150204012105",21,17,17
"120150303024025",44,17,17
"121050152001073",27,18,18
"121050148041021",0,18,18
"121050141241019",34,18,18
"121050139011009",52,18,18
"121050116043028",0,18,18
"121050125142004",54,18,18
"120350602071016",0,6,6
"120860110121002",72,28,28
"120860047032030",26,26,26
"120860053031001",13,27,27
"120570139142056",188,16,14
"120570127011017",14,15,14
"120570120011008",35,14,15
"120570139132010",34,16,14
"120570116053019",0,14,14
"120570108221010",0,15,12
"120570057003002",41,14,14
"120570070014016",32,14,14
"120570038001059",13,14,15
"120570035003021",12,14,15
"120860055031001",103,27,27
"120860155012005",67,28,28
"121030250161008",28,13,16
"121030225022013",32,13,16
"121030250192016",30,13,16
"121030248052023",70,13,13
"121030245052007",5,13,13
"121259602022034",6,3,3
"121030227003010",27,13,16
"121030244091042",37,14,13
"121030244081018",16,14,13
"121030251073007",45,13,16
"121030224025029",46,13,16
"120710102034061",0,19,19
"121150016013019",44,17,17
"121150024013023",11,17,17
"121150026032025",1,17,17
"120090713473014",33,8,8
"120090713542130",0,8,8
"120090713462011",30,8,8
"120090713392062",22,8,8
"120090713462007",17,8,8
"120090648001041",182,8,8
"120090652391021",21,8,8
"120090631022020",55,8,8
"120090662003003",32,8,8
"120090662002005",61,8,8
"120090661011001",22,8,8
"120090713413015",11,8,8
"120090713503000",152,8,8
"120090652401007",33,8,8
"120090652024003",44,8,8
"120090621082000",124,8,8
"120090663013005",17,8,8
"121150027401031",25,17,17
"121150022012022",60,17,17
"121150011014019",11,17,17
"121150027382040",39,17,17
"121150025073003",40,17,17
"121150025041018",55,17,17
"121150027442082",31,17,16
"121150027462231",0,17,17
"121150027462381",0,17,16
"121150005033014",5,17,17
"121150027462184",22,17,17
"121150027462351",5,17,17
"121150020032020",42,17,17
"121150027202009",59,17,17
"121150011012002",0,17,17
"121150027301001",119,17,17
"121150018041002",79,17,17
"121150022033016",24,17,17
"120830007051007",13,6,6
"120830010092025",73,3,3
"120830002011002",0,3,3
"120830027032080",4,3,3
"120830012053004",44,6,6
"120830022033012",0,3,3
"120830010091043",0,3,3
"120910208001304",0,1,1
"120910203061082",12,1,1
"120910210013014",12,1,1
"121030269142005",28,13,13
"121030276061028",0,13,13
"121030245104005",0,13,13
"120090692002006",213,8,8
"120090684002011",30,8,8
"120850012001052",0,21,21
"120850006032011",25,21,21
"120850006102002",17,21,21
"120850018031085",0,21,21
"120850015002034",0,21,21
"120850015002068",0,21,21
"121150027423115",20,17,17
"121150027423092",15,17,17
"120830004022067",0,6,6
"120830027061029",0,3,3
"120830005013056",0,6,6
"120990013022011",41,20,23
"120990079161051",27,21,21
"120990077711009",45,22,22
"120990079162039",23,21,21
"120990078122007",44,20,22
"120990048133004",34,22,23
"120990039022001",461,22,23
"120990051021037",0,22,23
"121130105032040",56,1,1
"121130108021065",0,1,1
"121130108021240",0,1,1
"121130106021004",0,1,1
"121130108201025",6,1,1
"121130108281025",0,1,1
"121130107093076",21,1,1
"121130108232039",64,1,1
"121130101001194",0,1,1
"121130109001010",0,1,1
"121130103021017",93,1,1
"121130105032024",36,1,1
"121130102002028",11,1,1
"120210108041006",14,26,22
"120559617022087",0,18,9
"120559601043017",0,18,9
"120610504023024",0,8,9
"120610509092039",15,8,9
"120610508084048",32,8,9
"120619800001000",0,8,9
"120830024021014",16,6,6
"120830009041008",32,6,6
"120830009031057",16,6,6
"120830027042031",13,3,3
"120830026071143",12,3,3
"120830026021056",7,3,3
"120830009041016",31,6,6
"120610506071007",247,8,9
"120610509081006",0,8,9
"120099800001046",0,8,8
"120090713482113",0,8,8
"120090713482398",0,8,8
"121150027232005",21,17,17
"121150027423125",11,17,17
"121150018011004",0,17,17
"121150005023022",72,17,17
"121150027462386",0,17,16
"121150026041033",34,17,17
"121150027462440",0,17,16
"121150022012019",10,17,17
"121150026022010",12,17,17
"120990009023007",53,21,21
"120910205003003",19,1,1
"120910201011050",0,1,1
"120090713422005",20,8,8
"120090671001016",16,8,8
"120090698023001",137,8,8
"120090626003001",51,8,8
"120090641303033",0,8,8
"120090713482246",9,8,8
"120090712022009",63,8,8
"120150304012010",25,17,17
"120150103021016",83,17,17
"120150101001053",7,17,17
"120150303024024",7,17,17
"120150103022044",0,17,17
"120990077721027",56,22,23
"120990079181045",40,21,21
"120990010042010",0,21,21
"120990003041001",106,21,21
"120990078313031",0,21,21
"120990049021002",0,22,23
"120990007021011",0,21,21
"120990081012016",53,20,22
"120990068011006",42,22,23
"120570104012026",227,15,15
"120570038001044",0,14,15
"120860019033002",54,24,24
"120860094011018",56,24,24
"120860090571025",15,26,26
"120860031003008",226,24,24
"120860004091014",73,24,24
"120860015021028",61,24,24
"120860015023026",31,24,24
"120860003092003",138,24,24
"120860059042004",24,27,27
"120860002131002",80,24,25
"120860021003019",50,24,24
"120910203061019",11,1,1
"120890505043030",39,4,4
"120310119011030",41,4,4
"120310120003000",88,4,4
"120310102021051",0,4,4
"120310104011008",86,4,4
"120310104012011",28,4,4
"120610504011019",0,8,9
"120610509071041",22,8,9
"120610504011046",0,8,9
"120610501023001",18,8,9
"120610502021019",36,8,9
"120610508114001",30,8,9
"120830010081034",28,3,3
"120830011061012",30,6,6
"120910212005027",0,1,1
"120910203031013",21,1,1
"121079507001020",0,6,6
"121079512005022",0,6,6
"121079514022005",56,6,6
"120379701023100",14,2,2
"120379701011058",6,2,2
"120379703043068",15,2,2
"120190307051010",55,4,4
"120190313011020",80,4,4
"120710403113005",37,17,19
"120710503111007",41,19,19
"120830005013011",12,6,6
"120850014042027",32,21,21
"120759705022054",3,3,3
"120759705022021",9,3,3
"120030401012050",7,3,3
"120070003022103",0,3,3
"120090651293013",72,8,8
"120090651232015",58,8,8
"120090661011003",63,8,8
"120090663022003",51,8,8
"120090712032006",59,8,8
"120910206013002",0,1,1
"120910208001293",0,1,1
"120910205002013",34,1,1
"120910231003010",56,1,1
"120910201022034",10,1,1
"120559610004060",36,18,9
"120559605041033",26,18,9
"120570112041007",85,15,12
"120570134121010",16,16,14
"120570031004015",49,14,15
"120570141192011",68,16,14
"120570045004003",48,14,14
"120570115102011",86,15,12
"120570139253016",516,16,14
"120570069001011",0,14,14
"120570017001013",45,14,12
"120570129002033",12,15,14
"120570118022007",71,14,12
"120570016001003",0,14,12
"120570114141026",0,14,12
"120570139133016",65,16,14
"121319506091013",0,1,1
"121319504003031",5,2,2
"121319502021022",0,2,2
"121319506091005",26,1,1
"120632104002017",0,2,2
"120632102002030",4,2,2
"120632110002086",1,2,2
"120632109022046",8,2,2
"121050125113012",83,9,18
"121050125152059",63,18,18
"121050161001069",14,18,16
"121050158011031",0,18,9
"121050160031025",18,18,16
"121050148044037",0,18,18
"121050127012016",33,18,18
"121050148022046",9,18,16
"121050115014013",80,18,18
"120610509082058",17,8,9
"120610509082059",7,8,9
"120910211012023",3,1,1
"120910206011042",27,1,1
"120499703023002",96,18,16
"121030256032038",21,13,13
"121030228012020",52,13,16
"121030249062006",0,13,13
"121030262002009",34,13,13
"121030226021011",76,13,16
"121030240022021",33,14,13
"120479601022043",4,3,3
"120970424002036",41,9,9
"120970431002053",0,9,9
"120970424002001",0,9,9
"120970432032002",16,9,9
"120970436002023",83,9,9
"120970429041002",63,9,9
"120970435004022",7,9,9
"120970410042016",4,9,18
"120970433042010",34,9,9
"120970408073023",27,9,18
"120970420003002",87,9,9
"120759703032012",23,3,3
"120860004084007",303,24,24
"120759705023114",18,3,3
"120759705022104",3,3,3
"120759705023030",1,3,3
"120570122062006",16,15,14
"120570141222020",44,16,14
"120430002024015",0,18,9
"121050121311001",10,15,18
"120559616011160",0,18,9
"120559601041013",14,18,9
"120559604023046",39,18,9
"120559603002041",18,18,9
"120759702002004",28,3,3
"121030275011035",0,13,13
"121030259022039",238,13,13
"120570022001050",27,14,12
"120570030001014",21,14,12
"120570133223011",122,16,14
"120570064004026",21,14,14
"120570059003024",118,14,14
"120570115152004",69,15,12
"120570061012006",40,14,14
"120570119082001",261,14,12
"120570141082043",71,16,14
"120570073002004",0,14,14
"120570122101022",37,15,14
"120570124011009",90,15,14
"120570133131014",70,16,14
"120570053021054",0,14,14
"120830004022070",0,6,6
"120830004023063",0,6,6
"120430003003071",24,18,9
"120890503081012",50,4,4
"120890501041002",370,4,4
"120890505062010",62,4,4
"120890501022014",20,4,4
"120910212004029",12,1,1
"120559611003013",13,18,9
"120559602001051",7,18,9
"120559614011024",36,18,9
"120559606011014",35,18,9
"120559606023013",12,18,9
"120559614021006",13,18,9
"120890505062024",0,4,4
"121050127021033",0,18,18
"120199800001128",0,4,4
"120174507062050",234,12,15
"120830009032005",9,6,6
"120830006052058",0,6,6
"120830006051022",23,6,6
"120830007041262",0,6,6
"120830012081002",65,6,6
"120830011051033",14,6,6
"120830017003026",38,3,3
"120210108061002",0,19,22
"120210109023019",13,19,22
"121150027442151",10,17,16
"121150019032004",10,17,17
"121150015052018",37,17,17
"120190302052011",0,4,4
"120190311041078",34,4,4
"120190311041062",36,4,4
"120190314002077",13,4,4
"120199800001046",0,4,4
"120190309062007",134,4,4
"121130108021281",73,1,1
"121130101004008",0,1,1
"121130101004004",0,1,1
"121130108201038",16,1,1
"120570116132006",65,14,14
"120570007012022",66,14,12
"120570006022018",15,14,12
"120570139152051",44,16,14
"120570027013010",2,14,12
"120570137023053",148,14,14
"120570135011000",40,14,14
"120570130031041",0,15,14
"120710017063001",42,19,19
"121050118222008",0,18,18
"121050125152051",16,18,18
"121050107021011",5,15,18
"121050124101050",127,18,18
"121150024041054",0,17,17
"121150004011000",0,17,17
"121150025072027",69,17,17
"121150024031003",74,17,17
"121150025073021",19,17,17
"121150027381052",16,17,17
"121150016023030",0,17,17
"121150006021008",65,17,17
"121150024013002",0,17,17
"120090713441011",67,8,8
"120090713482204",0,8,8
"120090662001023",20,8,8
"120090652021003",24,8,8
"120090621132029",0,8,8
"120090713482160",8,8,8
"120090713542088",0,8,8
"120090631053006",43,8,8
"120090713391029",25,8,8
"120090652012019",37,8,8
"120150206012037",26,17,17
"120150202062032",15,17,17
"120710003051004",0,19,17
"120710401224007",75,19,17
"120710106013017",65,19,19
"120710102071041",70,19,19
"120710014022011",194,19,19
"120710402081024",0,17,19
"120559608002013",17,18,9
"120559605011130",8,18,9
"120970435003015",14,9,9
"120970434004055",26,9,9
"120970410032019",78,9,9
"120419502043052",0,3,3
"120559616021082",0,18,9
"120559615001040",14,18,9
"120570140102024",0,16,14
"121050108002043",27,15,18
"121050104012023",25,18,18
"121050143031013",53,18,18
"121050124052001",43,9,18
"121050124052007",56,9,18
"121050125152027",215,18,18
"121050114004015",91,18,18
"121050118343053",0,18,18
"121050121311005",14,15,18
"121050125082015",33,18,18
"120350603032009",0,6,6
"120970415013016",41,9,9
"120970411012026",53,9,18
"120970410032005",41,9,9
"120970410032009",41,9,9
"120970409031006",71,9,9
"120970415022058",0,9,9
"120970433032027",0,9,9
"120970408121013",0,9,18
"120970432082019",60,9,9
"120970426032011",122,9,9
"120970437003026",1315,9,9
"120970429021013",0,9,9
"120210113041011",47,26,22
"120210114003000",0,18,22
"120210108041016",93,26,22
"120210107021028",0,19,19
"120759701011085",15,3,3
"120759701041087",11,3,3
"120759707004018",1,3,3
"120570011003006",18,14,15
"120570064001004",59,14,14
"120570135033002",35,14,15
"121050141281045",3,18,18
"121050151021018",0,18,18
"121050146002031",55,18,18
"121050148022047",81,18,18
"121050148021021",82,18,18
"121050148021032",13,18,18
"121050120023034",0,15,18
"121050157013032",12,18,9
"120652501032020",0,2,2
"120632107002031",0,2,2
"120632106004092",8,2,2
"120632111001009",0,2,2
"120190311041061",0,4,4
"120070001005037",4,3,3
"121050151021048",38,18,18
"121050141312032",0,18,18
"120860100103012",87,24,24
"120860078053000",507,27,27
"120860113023030",15,28,28
"120860058063024",19,27,27
"120860088102011",0,28,28
"120860017014008",0,26,26
"120860063021003",23,27,27
"120860017013023",0,26,26
"120860007202010",79,26,26
"120860139001021",0,26,26
"120990002213050",25,21,21
"120990059501006",109,22,23
"120990002231023",0,21,21
"120990008051021",107,21,21
"120990013013002",10,20,21
"120090601031022",65,8,8
"120090647023016",0,8,8
"120090605003042",64,8,8
"120090605002007",41,8,8
"120090650241006",40,8,8
"120090713391059",26,8,8
"120090713393009",43,8,8
"120090713391083",19,8,8
"120090713353027",32,8,8
"120090623013011",53,8,8
"120090699044000",0,8,8
"120090625003005",0,8,8
"120010018171051",0,3,3
"120010020011061",0,3,3
"120231109011018",21,3,3
"120910212002018",18,1,1
"120010019084021",0,3,3
"120010010002031",16,3,3
"120010018163128",0,3,3
"120010019072009",0,3,3
"120010018112034",67,3,3
"120010005002025",9,3,3
"120950171111223",0,11,11
"120950140001002",45,9,10
"120950171123061",53,11,11
"120210105082007",35,26,19
"120759704001213",2,3,3
"120759704001214",1,3,3
"120070003022001",0,3,3
"120430002022072",4,18,9
"120430002022059",4,18,9
"120459603011022",0,2,2
"121259602012063",3,3,3
"120860102094007",23,28,28
"120860030062001",515,26,24
"120860007171018",67,26,26
"120860145003001",38,28,28
"120860093121004",55,26,26
"120860100151012",136,26,26
"120860090591005",95,26,26
"120860043033011",64,24,25
"120860069023005",36,27,27
"120860034004011",0,27,27
"120860047012030",53,26,26
"120860091021059",0,26,26
"120860059022017",0,27,27
"120860004023002",52,24,24
"120860010032002",50,24,24
"120860044033002",0,24,25
"120860004093000",23,24,24
"120860100131002",264,26,26
"120860084263018",80,27,27
"120860042062002",0,24,25
"120010018172005",42,3,3
"120010008091036",13,3,3
"121319503031008",23,1,1
"121319505011036",236,2,2
"120199800001173",0,4,4
"120199800001189",0,4,4
"120610503052025",7,8,9
"120610508053026",8,8,9
"120610504012002",0,8,9
"120310174002019",0,4,4
"120310137312010",63,4,4
"120310158051001",574,5,5
"120231109012028",28,3,3
"120210111131083",0,26,22
"120559601021019",1,18,9
"120559605041035",55,18,9
"120990002104004",0,21,21
"120990079171000",0,21,21
"120990048174011",45,22,22
"120990059491003",89,22,23
"120990029001009",0,20,23
"120990046011004",80,22,23
"120990048232000",766,22,23
"120990081013083",0,20,22
"120999805001004",0,20,23
"120990078441025",189,20,22
"120990002142023",0,21,21
"120990040052003",74,22,23
"120990047043002",26,22,23
"120990082031040",0,20,22
"120990082031035",16,20,22
"121050103002018",489,18,18
"121050107022010",0,15,18
"121050125021069",27,18,18
"121050156002182",8,18,9
"121050156002259",0,18,9
"121050157024040",0,18,9
"121050128041028",19,18,18
"121050160011047",18,18,16
"121050160032056",0,18,16
"121050123071001",16,11,18
"120559613013024",11,18,9
"120310021013014",52,4,4
"120310144145006",0,5,5
"121050151022043",26,18,18
"121050143012001",12,18,18
"121050156002188",4,18,9
"121050117042001",82,18,18
"120860006092012",43,26,26
"120860007202004",160,26,26
"120860103031010",51,28,28
"120860195022011",61,28,28
"120860009071023",48,26,24
"120860011033003",38,24,24
"120759707001060",0,3,3
"120759707004062",6,3,3
"120210105161010",37,26,22
"120210104222003",113,26,19
"120632101003048",0,2,2
"121319503062005",0,1,1
"121319506102047",28,2,2
"121259602012090",19,3,3
"120970411012036",47,9,18
"120730022082006",10,2,2
"120730025171006",0,2,2
"120570139163036",22,16,14
"120570139131102",93,16,14
"120570141192047",32,16,14
"120570053011008",0,14,14
"120570140071011",0,16,14
"120570013001010",57,14,12
"120570108112022",40,15,15
"120570061031009",0,14,14
"120570140112019",77,16,14
"120570141062013",20,14,14
"120570049021009",6,14,14
"120570124021001",74,15,14
"120570132054018",27,16,14
"120570058005040",14,14,14
"120570063002014",25,14,14
"120570053013007",379,14,14
"120570021002024",45,14,12
"120570026002004",112,14,14
"121150027101029",16,17,17
"121150020161001",39,17,17
"121150027461033",26,17,17
"121150025081012",46,17,17
"121150022031002",25,17,17
"121030225022003",32,13,16
"121030249011013",28,13,13
"120632111004135",11,2,2
"120632106001024",11,2,2
"120632105003015",12,2,2
"120632107003036",5,2,2
"120632108001009",0,2,2
"120652501051066",0,2,2
"120990065022021",18,22,23
"120990071001026",47,23,25
"120990036003013",10,22,23
"120990036004060",11,22,23
"120990079174106",0,20,22
"120990063021015",34,22,23
"120990005121010",0,21,21
"120990076222011",45,23,25
"120990076131004",119,23,25
"120990079131008",131,21,21
"120990058132006",75,22,23
"120990002213036",37,21,21
"120990065023014",99,22,25
"120990053003012",54,22,23
"120990073021012",0,23,25
"120990064021007",695,22,25
"120990075012008",33,23,25
"121150015042010",57,17,17
"121150023052006",0,17,17
"120174508004010",43,12,15
"120174507051101",3,12,15
"120174516061020",46,12,15
"120174509021079",9,12,15
"120430001001051",0,18,9
"120430003003017",0,18,9
"120430002022067",7,18,9
"120430002022101",9,18,9
"120430002011033",16,18,9
"120010022041004",81,3,3
"120010022213005",51,3,3
"120010022103033",9,3,3
"120010012022028",25,3,3
"120010006002038",0,3,3
"120010005003036",20,3,3
"120010005003030",11,3,3
"120010002012012",23,3,3
"120310168081003",156,5,5
"120860106251008",70,27,27
"120869803001001",0,27,27
"120570027013014",63,14,12
"120310123003010",41,4,4
"120310132001090",12,4,4
"120310024001027",17,4,4
"120310117001016",40,4,4
"120950168025092",27,9,9
"120950142011000",121,9,11
"120950135122009",85,9,10
"120950178101059",82,11,11
"121079508002028",12,6,6
"121079506003078",0,6,6
"121079514011026",28,6,6
"121079514012017",16,6,6
"121079514021058",0,6,6
"121079512003006",5,6,6
"121079514022014",21,6,6
"121079514022022",5,6,6
"120379701011037",0,2,2
"120379703022004",50,2,2
"120379703022029",12,2,2
"120350602074007",0,6,6
"120350602102019",23,6,6
"121079502013099",14,6,6
"121079512004080",6,6,6
"120970415011015",40,9,9
"120970408011051",0,9,18
"120970415013017",0,9,9
"120970434004048",22,9,9
"120970410031009",0,9,18
"120970432081033",35,9,9
"120970434003011",22,9,9
"120970436001012",94,9,9
"121130108251003",30,1,1
"121130108021128",0,1,1
"121130108021134",0,1,1
"121130108094005",28,1,1
"121130104002019",0,1,1
"120830004022026",12,6,6
"120830002011001",1,6,6
