"YEAR","STATE","STATE_ABV","TOTAL_BALLOTS_COUNTED","VOTE_FOR_HIGHEST_OFFICE","VAP","NONCITIZEN_PCT","INELIGIBLE_PRISON","INELIGIBLE_PROBATION","INELIGIBLE_PAROLE","INELIGIBLE_FELONS_TOTAL","ELIGIBLE_OVERSEAS","VEP","VEP_TURNOUT_RATE","VAP_TURNOUT_RATE","rate_vap_hi","rate_vep_hi","rate_vap_tb","rate_vep_tb","gap_hi","gap_tb","presidential","vep_recon","vep_recon_pct_err","pub_vep_err","pub_vap_err","inelig_pct"
1990,"Vermont","VT",217384,211422,422130,1.6,0,0,0,0,NA,415376,52.33,51.5,50.0846,50.8989,51.4969,52.3343,0.814373,0.837338,FALSE,415376,-0.0000192597,0.00427064,-0.00306778,1.59998
1990,"Virginia","VA",NA,1152854,4715129,3.5,17593,21303,9048,37293,NA,4512806,NA,NA,24.4501,25.5463,NA,NA,1.09617,NA,FALSE,4512806,0.0000107472,NA,NA,4.29093
1990,"Washington","WA",1362651,1313217,3634031,4.2,7995,84817,9615,60019,NA,3421383,39.83,37.5,36.1366,38.3826,37.497,39.8275,2.24599,2.33053,FALSE,3421383,-0.00000882684,-0.00250919,-0.00304414,5.85157
1990,"West Virginia","WV",NA,404305,1358773,0.4,1565,5059,1000,5095,NA,1348243,NA,NA,29.7552,29.9875,NA,NA,0.232393,NA,FALSE,1348243,-0.0000068237,NA,NA,0.774964
1990,"Wisconsin","WI",NA,1379727,3617625,1.4,7465,29370,4099,26249,NA,3540729,NA,NA,38.139,38.9673,NA,NA,0.828287,NA,FALSE,3540729,0.00000706069,NA,NA,2.12559
1990,"Wyoming","WY",164309,160109,319255,1.1,1110,2980,313,2913,NA,312830,52.52,51.47,50.1508,51.1808,51.4664,52.5234,1.03001,1.05703,FALSE,312830,0.0000623342,0.00341527,-0.00361733,2.0125
1992,"Alabama","AL",NA,1688060,3096959,0.9,17453,31188,6934,39981,NA,3029105,NA,NA,54.507,55.728,NA,NA,1.22099,NA,TRUE,3029105,0.0000121818,NA,NA,2.19099
1992,"Alaska","AK",261427,258506,406653,2.9,2865,3014,710,5082,NA,389778,67.07,64.29,63.5692,66.3213,64.2875,67.0707,2.75216,2.78325,TRUE,389778,0.000016163,0.000742833,-0.00251165,4.14973
1992,"Arizona","AZ",1516276,1486975,2897181,6.5,16477,34647,3588,37389,NA,2671475,56.76,52.34,51.3249,55.6612,52.3363,56.758,4.33631,4.42175,TRUE,2671475,0.00000879664,-0.00199178,-0.00374624,7.79054
1992,"Arkansas","AR",NA,950653,1789420,1,8285,16448,3460,19969,NA,1751557,NA,NA,53.1263,54.2747,NA,NA,1.14842,NA,TRUE,1751557,-0.0000114184,NA,NA,2.11594
1992,"California","CA",11374565,11131721,22573381,17.3,109496,0,87725,197221,NA,18470965,61.58,50.39,49.3135,60.266,50.3893,61.5808,10.9526,11.1915,TRUE,18470965,0.000000471009,0.000783679,-0.000716268,18.1737
1992,"Colorado","CO",1597166,1569180,2602217,3.7,8997,0,2634,11631,NA,2494304,64.03,61.38,60.3017,62.9105,61.3771,64.0325,2.60888,2.65541,TRUE,2494304,-0.00000116265,0.00253172,-0.00287426,4.14696
1992,"Connecticut","CT",1645609,1616332,2521774,5.1,11403,48567,483,36170,NA,2356994,69.82,65.26,64.095,68.576,65.256,69.8181,4.48095,4.56212,TRUE,2356994,-0.0000201104,-0.00187573,-0.00399371,6.53429
1992,"Delaware","DE",290836,289735,523661,2.2,4062,14887,1120,12626,NA,499514,58.22,55.54,55.3287,58.0034,55.539,58.2238,2.67465,2.68481,TRUE,499514,0.0000916891,0.00379353,-0.00101581,4.61119
1992,"District of Columbia","DC",231445,227572,477564,8.3,10845,0,0,10845,NA,427081,54.19,48.46,47.6527,53.2854,48.4637,54.1923,5.63277,5.72863,TRUE,427081,0.0000440198,0.00229607,0.00366142,10.5709
1992,"Florida","FL",5438612,5314392,10591116,8.7,48302,200471,14021,162559,NA,9507130,57.21,51.35,50.1778,55.899,51.3507,57.2056,5.72119,5.85491,TRUE,9507130,-0.000000967695,-0.00438695,0.000698076,10.2349
1992,"Georgia","GA",NA,2311253,5037354,2.9,25290,153154,23020,124887,NA,4766384,NA,NA,45.8823,48.4907,NA,NA,2.60842,NA,TRUE,4766384,-0.00000558075,NA,NA,5.37921
1992,"Hawaii","HI",382882,372842,866114,7.9,2926,0,0,2926,NA,794765,48.18,44.21,43.0477,46.9122,44.2069,48.1755,3.86455,3.96862,TRUE,794765,-0.00000075494,-0.00450158,-0.0031173,8.23783
1992,"Idaho","ID",491725,482142,756119,2.5,2256,0,0,2256,NA,734960,66.9,65.03,63.7654,65.6011,65.0328,66.905,1.83576,1.87225,TRUE,734960,0.00000340155,0.00500163,0.00275278,2.79837
1992,"Illinois","IL",5164357,5050157,8688184,6.2,31640,0,0,31640,NA,8117877,63.62,59.44,58.1267,62.2103,59.4412,63.6171,4.08359,4.17593,TRUE,8117877,-0.00000502594,-0.00291144,0.00115594,6.56417
1992,"Indiana","IN",2347912,2305871,4230602,1.3,13945,0,0,13945,NA,4161659,56.42,55.5,54.5046,55.4075,55.4983,56.4177,0.902935,0.919398,TRUE,4161659,0.00000418102,-0.00230696,-0.00170449,1.62963
1992,"Iowa","IA",1360856,1354607,2098809,1.3,4518,14084,2065,13625,NA,2057899,66.13,64.84,64.5417,65.8248,64.8394,66.1284,1.28306,1.28898,TRUE,2057899,0.0000234705,-0.00158456,-0.000560108,1.9492
1992,"Kansas","KS",1161044,1157335,1857444,2.2,6028,0,0,6028,NA,1810552,64.13,62.51,62.3079,63.9217,62.5076,64.1265,1.61373,1.6189,TRUE,1810552,0.0000128138,-0.00347947,-0.002382,2.52454
1992,"Kentucky","KY",NA,1492900,2814763,0.8,10364,10750,3684,19423,NA,2772822,NA,NA,53.0382,53.8405,NA,NA,0.802243,NA,TRUE,2772822,-0.00000375069,NA,NA,1.49004
1992,"Louisiana","LA",1799596,1790017,3063068,1.5,20980,0,0,20980,NA,2996142,60.06,58.75,58.4387,59.7441,58.7514,60.0638,1.30537,1.31235,TRUE,2996142,-0.000000667525,0.00377535,0.00142178,2.18493
1992,"Maine","ME",NA,679499,928998,1.5,0,0,0,0,NA,915063,NA,NA,73.1432,74.2571,NA,NA,1.11386,NA,TRUE,915063,0.00000327846,NA,NA,1.5
1992,"Maryland","MD",1999486,1985046,3695298,4.9,19977,82948,13058,74509,NA,3439719,58.13,54.11,53.7182,57.7095,54.1089,58.1293,3.99138,4.02042,TRUE,3439719,0.0000115707,-0.000658621,-0.00107563,6.91633
1992,"Massachusetts","MA",2822962,2773700,4640629,6.3,0,0,0,0,NA,4348269,64.92,60.83,59.7699,63.7886,60.8315,64.9215,4.01869,4.09006,TRUE,4348269,0.00000857813,0.00151245,0.00145194,6.30001
1992,"Michigan","MI",4341909,4274673,6990822,2.4,39113,0,0,39113,NA,6783929,64,62.11,61.1469,63.0118,62.1087,64.0029,1.86483,1.89416,TRUE,6783929,0.00000400948,0.00286619,-0.00129519,2.95949
1992,"Minnesota","MN",2355796,2347948,3298080,2.1,3822,72938,1901,42192,NA,3186628,73.93,71.43,71.1914,73.6813,71.4293,73.9275,2.48991,2.49823,TRUE,3186628,0.000010042,-0.00245025,-0.000683549,3.3793
1992,"Mississippi","MS",1008019,981793,1882100,0.6,8905,8031,2357,15278,NA,1855529,54.33,53.56,52.1648,52.9118,53.5582,54.3252,0.746994,0.766948,TRUE,1855529,0.0000215572,-0.00484529,-0.00179374,1.41177
1992,"Missouri","MO",NA,2391565,3880005,1.1,16195,32692,11671,44212,NA,3793113,NA,NA,61.6382,63.0502,NA,NA,1.412,NA,TRUE,3793113,-0.00000145,NA,NA,2.23948
1992,"Montana","MT",417564,410611,599859,0.8,1548,0,0,1548,NA,593512,70.35,69.61,68.4513,69.1833,69.6104,70.3548,0.732016,0.744411,TRUE,593512,0.0000215665,0.00476958,0.000358434,1.05808
1992,"Nebraska","NE",744548,737546,1178965,1.6,2514,15386,697,10904,NA,1149198,64.79,63.15,62.5588,64.1792,63.1527,64.7885,1.62042,1.63581,TRUE,1149198,-0.0000382876,-0.00151272,0.00268053,2.52484
1992,"Nevada","NV",513387,506318,1028056,7.2,6049,8533,3246,13562,NA,940474,54.59,49.94,49.25,53.8365,49.9376,54.5881,4.58643,4.65046,TRUE,940474,-0.00000340254,-0.00188805,-0.00235069,8.51919
1992,"New Hampshire","NH",545197,537943,833997,2.2,1777,0,0,1777,NA,813872,66.99,65.37,64.5018,66.0968,65.3716,66.9881,1.59497,1.61647,TRUE,813872,0.00000810938,-0.00194782,0.00157808,2.41308
1992,"New Jersey","NJ",3348312,3343594,6000364,8.1,22653,108093,36120,112820,NA,5401515,61.99,55.8,55.7232,61.901,55.8018,61.9884,6.17785,6.18657,TRUE,5401515,-0.00000896045,-0.00161341,0.00181469,9.98021
1992,"New Mexico","NM",590901,569986,1131081,4.4,3271,6921,1331,8063,NA,1073250,55.06,52.24,50.393,53.1084,52.2421,55.0572,2.71538,2.81502,TRUE,1073250,0.0000406243,-0.00283718,0.00214711,5.1129
1992,"New York","NY",7068630,6926925,13799670,10.6,61736,0,50004,111740,NA,12225165,57.82,51.22,50.1963,56.6612,51.2232,57.8203,6.46489,6.59714,TRUE,12225165,-0.000000163597,0.000323897,0.00318142,11.4097
1992,"North Carolina","NC",NA,2611850,5259564,2,20454,86371,14415,78055,NA,5076318,NA,NA,49.6591,51.4517,NA,NA,1.7926,NA,TRUE,5076318,-0.00000551581,NA,NA,3.48405
1992,"North Dakota","ND",315199,308133,467130,0.9,477,0,0,477,NA,462449,68.16,67.48,65.963,66.6307,67.4756,68.1587,0.667691,0.683002,TRUE,462449,-0.0000367608,-0.00134899,-0.00435082,1.00208
1992,"Ohio","OH",5043094,4939967,8208502,1.3,38378,0,0,38378,NA,8063413,62.54,61.44,60.1811,61.264,61.4374,62.5429,1.08287,1.10547,TRUE,8063413,0.0000058784,0.00292072,-0.0025538,1.76755
1992,"Oklahoma","OK",1455635,1390359,2366029,1.8,14821,25902,2758,30530,NA,2292910,63.48,61.52,58.7634,60.6373,61.5223,63.4842,1.87392,1.96189,TRUE,2292910,0.0000208469,0.00417513,0.00228058,3.09037
1992,"Oregon","OR",1498959,1462643,2241507,4,6583,0,0,6583,NA,2145264,69.87,66.87,65.2527,68.1801,66.8728,69.8729,2.92743,3.00012,TRUE,2145264,-0.000013052,0.00293872,0.00282261,4.29367
1992,"Pennsylvania","PA",NA,4949810,9188416,1.7,24974,0,0,24974,NA,9007239,NA,NA,53.8701,54.9537,NA,NA,1.08358,NA,TRUE,9007239,-0.000000799357,NA,NA,1.9718
1992,"Rhode Island","RI",NA,453471,779266,6,2775,15585,483,11051,NA,721459,NA,NA,58.1921,62.8547,NA,NA,4.66265,NA,TRUE,721459,0.00000554432,NA,NA,7.41813
1992,"South Carolina","SC",1234712,1202527,2683852,1.2,18643,35587,5325,41762,NA,2609884,47.31,46.01,44.806,46.0759,46.0052,47.3091,1.26987,1.30386,TRUE,2609884,-0.00000858276,-0.000924194,-0.00478064,2.75604
1992,"South Dakota","SD",NA,336254,508841,0.7,1487,0,0,1487,NA,503792,NA,NA,66.0823,66.7446,NA,NA,0.662277,NA,TRUE,503792,0.0000224299,NA,NA,0.992255
1992,"Tennessee","TN",NA,1982638,3811036,1.1,11849,38614,11819,42975,NA,3726140,NA,NA,52.0236,53.2089,NA,NA,1.1853,NA,TRUE,3726140,-0.0000106276,NA,NA,2.22764
1992,"Texas","TX",NA,6154018,12747860,8.1,60467,360702,121141,361959,NA,11353324,NA,NA,48.2749,54.2045,NA,NA,5.92964,NA,TRUE,11353324,0.00000299472,NA,NA,10.9394
1992,"Utah","UT",784988,743999,1203861,3.4,0,0,0,0,NA,1162930,67.5,65.21,61.8011,63.9762,65.2059,67.5009,2.17518,2.29501,TRUE,1162930,-0.0000235612,0.000881394,-0.00413321,3.39998
1992,"Vermont","VT",292797,289701,426860,1.7,0,0,0,0,NA,419603,69.78,68.59,67.8679,69.0417,68.5932,69.7795,1.17377,1.18631,TRUE,419603,0.0000905618,-0.000470302,0.00321557,1.70009
1992,"Virginia","VA",NA,2558665,4856799,3.9,21199,23510,11372,44326,NA,4623058,NA,NA,52.6821,55.3457,NA,NA,2.6636,NA,TRUE,4623058,-0.00000348254,NA,NA,4.81266
1992,"Washington","WA",2324907,2288230,3827227,4.7,9959,103837,7850,69728,NA,3577619,64.98,60.75,59.7882,63.9596,60.7465,64.9848,4.17138,4.23824,TRUE,3577619,0.00000925196,0.00475662,-0.00348562,6.5219
1992,"West Virginia","WV",NA,683762,1377282,0.5,1674,5688,988,5506,NA,1364890,NA,NA,49.6458,50.0965,NA,NA,0.45074,NA,TRUE,1364890,-0.0000300391,NA,NA,0.899743
1992,"Wisconsin","WI",NA,2531114,3712414,1.6,8191,40424,5560,33963,NA,3619052,NA,NA,68.1797,69.9386,NA,NA,1.75886,NA,TRUE,3619052,0.0000103895,NA,NA,2.51486
1992,"Wyoming","WY",203602,200617,331170,1.1,1063,3310,404,3122,NA,324405,62.76,61.48,60.5783,61.8415,61.4796,62.7617,1.26327,1.28207,TRUE,324405,0.0000400734,0.00167137,-0.000397379,2.04276
1994,"Alabama","AL",NA,1201969,3170782,1,19573,32284,7235,42950,NA,3096124,NA,NA,37.9077,38.8217,NA,NA,0.914081,NA,FALSE,3096124,0.00000581372,NA,NA,2.35456
1994,"Alaska","AK",216668,213404,417053,3,3292,2899,412,5154,NA,399387,54.25,51.95,51.1695,53.4329,51.9521,54.2501,2.26337,2.29799,FALSE,399387,0.000102657,0.000138337,0.00214997,4.23591
1994,"Arizona","AZ",1153724,1129607,3169857,7.5,19746,34365,4351,41280,NA,2890838,39.91,36.4,35.6359,39.0754,36.3967,39.9097,3.43952,3.51295,FALSE,2890838,-0.00000951281,-0.00032675,-0.00327926,8.80226
1994,"Arkansas","AR",NA,716840,1849361,1.3,8643,19606,5224,23670,NA,1801649,NA,NA,38.7615,39.788,NA,NA,1.0265,NA,FALSE,1801649,0.0000170399,NA,NA,2.57992
1994,"California","CA",8900593,8658881,22721586,17.7,125605,0,85082,210687,NA,18489178,48.14,39.17,38.1086,46.8322,39.1724,48.1395,8.72355,8.96706,FALSE,18489178,0.00000150358,-0.000526195,0.00241076,18.6273
1994,"Colorado","CO",1173130,1116307,2785952,4.5,10717,0,2463,13180,NA,2647404,44.31,42.11,40.0691,42.1661,42.1088,44.3125,2.09696,2.2037,FALSE,2647404,0.00000604366,0.0024661,-0.00123431,4.97309
1994,"Connecticut","CT",1163829,1147084,2515100,5.5,14380,53453,1146,42253,NA,2334517,49.85,46.27,45.6079,49.1358,46.2737,49.8531,3.52793,3.57943,FALSE,2334516,-0.0000214177,0.00309595,0.00366705,7.17995
1994,"Delaware","DE",201560,199029,540474,2.6,4466,15507,1029,13249,NA,513173,39.28,37.29,36.8249,38.784,37.2932,39.2772,1.9591,1.98401,FALSE,513173,-0.0000631366,-0.00279719,0.00319079,5.05131
1994,"District of Columbia","DC",186316,183649,463680,8.8,10949,0,0,10949,NA,411927,45.23,40.18,39.6068,44.5829,40.182,45.2303,4.97606,5.04832,FALSE,411927,0.0000388418,0.000344211,0.00202208,11.1614
1994,"Florida","FL",4305340,4206659,11016840,9.1,57168,247014,20573,201248,NA,9813060,43.87,39.08,38.1839,42.868,39.0796,43.8736,4.68407,4.79395,FALSE,9813060,-0.00000448382,0.00357257,-0.000372811,10.9267
1994,"Georgia","GA",NA,1545328,5293282,3.7,33425,140694,17505,121277,NA,4976154,NA,NA,29.1941,31.0547,NA,NA,1.86053,NA,FALSE,4976154,-0.0000087216,NA,NA,5.99114
1994,"Hawaii","HI",377011,369013,882189,7.9,3333,0,0,3333,NA,809163,46.59,42.74,41.8292,45.6043,42.7359,46.5927,3.77504,3.85686,FALSE,809163,0.00000852733,0.00271371,-0.00414635,8.27782
1994,"Idaho","ID",419330,413346,809957,2.8,2811,0,0,2811,NA,784467,53.45,51.77,51.0331,52.6913,51.7719,53.4541,1.65824,1.68224,FALSE,784467,0.0000260049,0.00412873,0.00188419,3.14708
1994,"Illinois","IL",3219122,3106566,8819582,6.9,36531,0,0,36531,NA,8174500,39.38,36.5,35.2235,38.0031,36.4997,39.38,2.77963,2.88034,FALSE,8174500,-0.00000193284,0.0000477093,-0.000288336,7.3142
1994,"Indiana","IN",1609481,1543568,4315664,1.5,15014,0,0,15014,NA,4235915,38,37.29,35.7666,36.44,37.2939,37.9961,0.673374,0.702128,FALSE,4235915,0.000000944306,-0.0039354,0.00393669,1.8479
1994,"Iowa","IA",1022372,997248,2128370,1.6,5437,15902,3696,17084,NA,2077232,49.22,48.04,46.855,48.0085,48.0354,49.218,1.15349,1.18255,FALSE,2077232,0.00000385128,-0.0020022,-0.00455504,2.40268
1994,"Kansas","KS",836251,820846,1893521,2.6,6371,0,0,6371,NA,1837918,45.5,44.16,43.3502,44.6617,44.1638,45.4999,1.31149,1.3361,FALSE,1837918,0.0000247019,-0.0000919519,0.00380912,2.93649
1994,"Kentucky","KY",827541,784299,2879413,1,11066,11417,4380,21155,NA,2829464,29.25,28.74,27.2382,27.719,28.7399,29.2473,0.48084,0.507351,FALSE,2829464,-0.00000459451,-0.00272914,-0.0000797454,1.73469
1994,"Louisiana","LA",893758,826837,3109456,1.5,24063,0,0,24063,NA,3038751,29.41,28.74,26.5911,27.2098,28.7432,29.412,0.618715,0.668791,FALSE,3038751,0.00000526532,0.00201829,0.00322711,2.27387
1994,"Maine","ME",NA,511733,932164,1.5,0,0,0,0,NA,918182,NA,NA,54.8973,55.7333,NA,NA,0.835972,NA,FALSE,918182,-0.000050099,NA,NA,1.49995
1994,"Maryland","MD",1437450,1410299,3751305,5.2,20998,76940,14795,74263,NA,3481974,41.28,38.32,37.5949,40.5029,38.3187,41.2826,2.90797,2.96395,FALSE,3481974,0.00000402071,0.00261727,-0.0013349,7.17966
1994,"Massachusetts","MA",2232186,2179945,4668100,6.7,0,0,0,0,NA,4355337,51.25,47.82,46.6988,50.0523,47.8179,51.2517,3.35351,3.43387,FALSE,4355337,0.0000068881,0.00174011,-0.00212977,6.70001
1994,"Michigan","MI",3177740,3089077,7081498,2.6,40631,0,0,40631,NA,6856748,46.34,44.87,43.6218,45.0516,44.8738,46.3447,1.42983,1.47087,FALSE,6856748,0.000000758377,0.00471035,0.00383884,3.17376
1994,"Minnesota","MN",1794618,1772929,3385687,2.5,4575,81972,1904,47465,NA,3253580,55.16,53.01,52.3654,54.4916,53.006,55.1583,2.12622,2.15223,FALSE,3253580,-0.00000537869,-0.00174356,-0.00397788,3.90193
1994,"Mississippi","MS",621096,608085,1935054,0.7,10930,9042,1519,16970,NA,1904539,32.61,32.1,31.4247,31.9282,32.0971,32.6114,0.503494,0.514268,FALSE,1904539,-0.0000198473,0.00135634,-0.00291124,1.57696
1994,"Missouri","MO",NA,1775116,3958762,1.3,17898,36295,12592,48638,NA,3858660,NA,NA,44.8402,46.0034,NA,NA,1.16325,NA,FALSE,3858660,0.00000243608,NA,NA,2.52862
1994,"Montana","MT",359455,350387,629335,0.8,1764,0,0,1764,NA,622536,57.74,57.12,55.6758,56.2838,57.1166,57.7404,0.60806,0.623797,FALSE,622536,0.0000514026,0.000435894,-0.00336101,1.08035
1994,"Nebraska","NE",593654,579561,1201826,2,2711,18639,771,12802,NA,1164987,50.96,49.4,48.2234,49.7483,49.396,50.958,1.52491,1.56199,FALSE,1164987,0.0000412022,-0.00200648,-0.00399758,3.06525
1994,"Nevada","NV",386582,380530,1143487,8.4,6993,9410,3529,15227,NA,1032207,37.45,33.81,33.278,36.8657,33.8073,37.452,3.58763,3.64469,FALSE,1032207,0.00000891294,0.00198395,-0.00270704,9.73164
1994,"New Hampshire","NH",319443,311882,851104,2.3,2021,0,0,2021,NA,829508,38.51,37.53,36.6444,37.5984,37.5328,38.5099,0.954026,0.977155,FALSE,829508,-0.0000472569,-0.0000639897,0.00278095,2.53741
1994,"New Jersey","NJ",2131328,2054887,6059401,8.9,24632,125299,41802,129084,NA,5391030,39.53,35.17,33.9124,38.1168,35.1739,39.5347,4.2044,4.3608,FALSE,5391030,0.00000576884,0.00470858,0.0039058,11.0303
1994,"New Mexico","NM",485709,467621,1195183,4.9,3712,8063,1078,8822,NA,1127797,43.07,40.64,39.1255,41.4632,40.6389,43.0671,2.33775,2.42818,FALSE,1127797,0.00000292606,-0.00294095,-0.00111876,5.63813
1994,"New York","NY",5325323,5203762,13861352,11.2,66750,0,53832,120582,NA,12188299,43.69,38.42,37.5415,42.6947,38.4185,43.6921,5.15322,5.2736,FALSE,12188299,-0.00000347875,0.00209354,-0.00150374,12.0699
1994,"North Carolina","NC",NA,1588190,5477604,2.6,23648,90418,20159,89016,NA,5246170,NA,NA,28.9942,30.2733,NA,NA,1.27908,NA,FALSE,5246170,0.00000564221,NA,NA,4.2251
1994,"North Dakota","ND",240430,236547,473993,0.9,563,0,0,563,NA,469164,51.25,50.72,49.9052,50.4188,50.7244,51.2465,0.513663,0.522095,FALSE,469164,0.0000134281,-0.00352755,0.00437779,1.01879
1994,"Ohio","OH",3540954,3436884,8292312,1.4,43074,0,0,43074,NA,8133146,43.54,42.7,41.4466,42.2577,42.7016,43.5373,0.811112,0.835673,FALSE,8133146,-0.00000452469,-0.00267754,0.00164943,1.91944
1994,"Oklahoma","OK",1002363,995012,2410272,2,16631,28285,2604,33378,NA,2328689,43.04,41.59,41.2821,42.7284,41.5871,43.0441,1.44627,1.45696,FALSE,2328689,-0.0000188948,0.00409047,-0.00286793,3.3848
1994,"Oregon","OR",1254265,1221010,2344505,4.6,6936,0,0,6936,NA,2229722,56.25,53.5,52.0797,54.7606,53.4981,56.2521,2.68099,2.75401,FALSE,2229722,-0.0000103152,0.00207986,-0.00192685,4.89583
1994,"Pennsylvania","PA",NA,3585526,9241090,1.8,28302,0,0,28302,NA,9046448,NA,NA,38.7998,39.6346,NA,NA,0.834811,NA,FALSE,9046448,0.00000420054,NA,NA,2.10627
1994,"Rhode Island","RI",NA,361377,776723,6.2,2919,18179,525,12534,NA,716032,NA,NA,46.5259,50.4694,NA,NA,3.94354,NA,FALSE,716032,0.0000243006,NA,NA,7.81373
1994,"South Carolina","SC",951901,934886,2747987,1.4,18999,40005,6077,45079,NA,2664436,35.73,34.64,34.0208,35.0876,34.6399,35.7262,1.06682,1.08623,FALSE,2664436,0.00000683071,-0.00382756,-0.000061747,3.04044
1994,"South Dakota","SD",318090,311613,524910,0.8,1708,0,0,1708,NA,519003,61.29,60.6,59.365,60.0407,60.599,61.2887,0.675659,0.689703,FALSE,519003,-0.0000539496,-0.00133693,-0.00104018,1.12534
1994,"Tennessee","TN",NA,1487130,3945407,1.4,14401,34896,9353,41202,NA,3848969,NA,NA,37.6927,38.6371,NA,NA,0.944411,NA,FALSE,3848969,0.00000784626,NA,NA,2.44431
1994,"Texas","TX",NA,4396242,13334014,8.9,118195,396276,108563,424896,NA,11722391,NA,NA,32.9701,37.5029,NA,NA,4.53281,NA,FALSE,11722391,-0.00000209855,NA,NA,12.0866
1994,"Utah","UT",532737,517790,1302522,4.1,0,0,0,0,NA,1249119,42.65,40.9,39.7529,41.4524,40.9004,42.649,1.69954,1.7486,FALSE,1249119,-0.0000321827,-0.000980971,0.000422411,4.09997
1994,"Vermont","VT",216715,211449,434549,1.7,0,0,0,0,NA,427162,50.73,49.87,48.6594,49.5009,49.8712,50.7337,0.841477,0.862434,FALSE,427162,-0.0000779564,0.00367949,0.00124582,1.69992
1994,"Virginia","VA",NA,2057463,4983515,4.3,26968,24089,9649,48662,NA,4720562,NA,NA,41.2854,43.5851,NA,NA,2.29975,NA,FALSE,4720562,-0.00000307167,NA,NA,5.27646
1994,"Washington","WA",1733471,1700173,3994036,5.3,10833,110279,1650,67623,NA,3714729,46.66,43.4,42.5678,45.7684,43.4015,46.6648,3.20063,3.26332,FALSE,3714729,0.00000247663,0.00480381,0.00148662,6.9931
1994,"West Virginia","WV",439551,420936,1392499,0.5,1930,5992,1380,6306,NA,1379231,31.87,31.57,30.2288,30.5196,31.5656,31.8693,0.290797,0.303657,FALSE,1379231,-0.0000358896,-0.00071922,-0.0043759,0.952819
1994,"Wisconsin","WI",NA,1565628,3801543,1.8,10022,45901,7065,40038,NA,3693077,NA,NA,41.184,42.3936,NA,NA,1.20958,NA,FALSE,3693077,0.00000611956,NA,NA,2.85321
1994,"Wyoming","WY",204025,201710,344492,1.2,1217,3367,313,3214,NA,337144,60.52,59.22,58.5529,59.829,59.2249,60.5157,1.27615,1.2908,FALSE,337144,0.0000284745,-0.00431531,0.00488766,2.133
1996,"Alabama","AL",NA,1534349,3227688,1.2,21760,37865,4966,45659,NA,3143297,NA,NA,47.5371,48.8134,NA,NA,1.27627,NA,TRUE,3143297,-0.00000814431,NA,NA,2.6146
1996,"Alaska","AK",245212,241620,423702,3.1,3716,3999,642,6358,NA,404209,60.66,57.87,57.0259,59.776,57.8737,60.6647,2.75008,2.79096,TRUE,404209,0.0000588804,0.00465616,0.00369425,4.60064
1996,"Arizona","AZ",1431342,1404405,3414380,8.4,22493,40607,3785,46582,NA,3080990,46.46,41.92,41.1321,45.5829,41.921,46.4572,4.45085,4.53622,TRUE,3080990,0.00000259657,-0.00278982,0.000992977,9.76429
1996,"Arkansas","AR",NA,884262,1903094,1.6,9407,25178,5459,27455,NA,1845189,NA,NA,46.4644,47.9226,NA,NA,1.45813,NA,TRUE,1845189,0.0000268807,NA,NA,3.04268
1996,"California","CA",10263490,10019484,23076427,18.1,146049,0,99578,245627,NA,18653967,55.02,44.48,43.4187,53.7123,44.4761,55.0204,10.2937,10.5443,TRUE,18653967,-0.00000153855,0.000414692,-0.00392058,19.1644
1996,"Colorado","CO",NA,1510704,2939929,5.2,12483,0,3294,15777,NA,2771276,NA,NA,51.3857,54.5129,NA,NA,3.12721,NA,TRUE,2771276,-0.000011114,NA,NA,5.73664
1996,"Connecticut","CT",1410746,1392614,2528212,5.8,15007,55978,1083,44079,NA,2337497,60.35,55.8,55.083,59.5771,55.8001,60.3528,4.49419,4.5527,TRUE,2337497,-0.0000126631,0.00284751,0.000146507,7.54347
1996,"Delaware","DE",277418,270810,559598,3,5110,16528,591,13965,NA,528845,52.46,49.57,48.3937,51.2078,49.5745,52.4573,2.81415,2.88282,TRUE,528845,0.0000113455,-0.00266373,0.00451599,5.49555
1996,"District of Columbia","DC",189210,185726,450182,9.3,9376,0,0,9376,NA,398939,47.43,42.03,41.2558,46.555,42.0297,47.4283,5.29923,5.39864,TRUE,398939,0.0000185492,-0.00169642,-0.000331999,11.3827
1996,"Florida","FL",5444245,5300927,11509122,9.5,63763,237117,9243,191565,NA,10224190,53.25,47.3,46.0585,51.8469,47.3037,53.2487,5.78843,5.94493,TRUE,10224190,0.0000040101,-0.00133189,0.00373872,11.1645
1996,"Georgia","GA",2374650,2298899,5555577,4.4,35139,143457,21146,128014,NA,5183118,45.82,42.74,41.38,44.3536,42.7435,45.8151,2.97357,3.07155,TRUE,5183118,-0.00000748584,-0.00491341,0.00353501,6.70424
1996,"Hawaii","HI",370230,360120,895753,8,4011,0,0,4011,NA,820082,45.15,41.33,40.203,43.9127,41.3317,45.1455,3.70963,3.81378,TRUE,820082,-0.0000292654,-0.00451455,0.0017064,8.44775
1996,"Idaho","ID",508030,489481,856420,3.2,3832,0,0,3832,NA,825183,61.57,59.32,57.1543,59.3179,59.3202,61.5657,2.16356,2.24554,TRUE,825183,-0.0000533215,-0.00426246,0.000193363,3.64739
1996,"Illinois","IL",4418270,4311391,8927254,7.5,38852,0,0,38852,NA,8218858,53.76,49.49,48.2947,52.4573,49.4919,53.7577,4.16259,4.26579,TRUE,8218858,-0.000000608357,-0.00228816,0.00192663,7.93521
