"YEAR","STATE","STATE_ABV","TOTAL_BALLOTS_COUNTED","VOTE_FOR_HIGHEST_OFFICE","VAP","NONCITIZEN_PCT","INELIGIBLE_PRISON","INELIGIBLE_PROBATION","INELIGIBLE_PAROLE","INELIGIBLE_FELONS_TOTAL","ELIGIBLE_OVERSEAS","VEP","VEP_TURNOUT_RATE","VAP_TURNOUT_RATE","rate_vap_hi","rate_vep_hi","rate_vap_tb","rate_vep_tb","gap_hi","gap_tb","presidential","vep_recon","vep_recon_pct_err","pub_vep_err","pub_vap_err","inelig_pct"
1984,"Maine","ME",NA,553144,852022,1.4,0,0,0,0,NA,840094,NA,NA,64.9213,65.8431,NA,NA,0.92178,NA,TRUE,840094,-0.0000366626,NA,NA,1.39996
1984,"Maryland","MD",1695924,1675873,3278321,3.4,13124,64827,7046,52584,NA,3114274,54.46,51.73,51.1199,53.8126,51.7315,54.4565,2.69278,2.725,TRUE,3114274,0.00000276148,-0.00351993,0.00148084,5.00399
1984,"Massachusetts","MA",2595054,2559453,4486676,4.8,0,0,0,0,NA,4271316,60.76,57.84,57.0456,59.9219,57.8391,60.7554,2.87624,2.91625,TRUE,4271316,-0.0000104886,-0.00462625,-0.00087812,4.79999
1984,"Michigan","MI",3884854,3801658,6550877,2,14604,0,0,14604,NA,6405255,60.65,59.3,58.0328,59.3522,59.3028,60.651,1.31936,1.34824,TRUE,6405255,0.0000071816,0.00104356,0.00280785,2.22294
1984,"Minnesota","MN",2115317,2084449,3039490,1.3,2167,31440,1418,19305,NA,2980672,70.97,69.59,68.5789,69.9322,69.5945,70.9678,1.35328,1.37332,TRUE,2980672,-0.0000124133,-0.00221153,0.00447144,1.93513
1984,"Mississippi","MS",NA,941104,1787243,0.5,6115,6570,3108,12508,NA,1765799,NA,NA,52.6567,53.2962,NA,NA,0.639468,NA,TRUE,1765799,-0.0000121758,NA,NA,1.19984
1984,"Missouri","MO",NA,2122783,3671506,0.8,8770,23574,4366,24923,NA,3617211,NA,NA,57.8178,58.6856,NA,NA,0.867855,NA,TRUE,3617211,-0.00000132699,NA,NA,1.47882
1984,"Montana","MT",395006,384377,584162,0.7,964,0,0,964,NA,579109,68.21,67.62,65.7997,66.3739,67.6193,68.2093,0.574134,0.59001,TRUE,579109,-0.000023139,-0.000733696,-0.000743698,0.865
1984,"Nebraska","NE",670781,652090,1152310,0.9,1665,10763,361,7408,NA,1134531,59.12,58.21,56.5898,57.4766,58.2119,59.1241,0.886807,0.912226,TRUE,1134531,0.0000185099,0.00407858,0.00185271,1.5429
1984,"Nevada","NV",294413,286667,697185,4.7,3488,5226,1187,7288,NA,657129,44.8,42.23,41.1178,43.6242,42.2288,44.8029,2.50638,2.5741,TRUE,657129,0.000046414,0.00292302,-0.00117982,5.74539
1984,"New Hampshire","NH",406608,388904,732480,1.8,581,0,0,581,NA,718714,56.57,55.51,53.0941,54.1111,55.5111,56.5744,1.01695,1.06324,TRUE,718714,0.0000500895,0.00438146,0.00114024,1.87937
1984,"New Jersey","NJ",3215941,3217862,5699440,5.9,10363,44208,12206,44673,NA,5318500,60.47,56.43,56.4593,60.5032,56.4256,60.4671,4.04392,4.04151,TRUE,5318500,0.000000752092,-0.00293222,-0.00443889,6.68381
1984,"New Mexico","NM",522328,514370,990632,2.9,2129,3926,1194,5286,NA,956618,54.6,52.73,51.9234,53.7696,52.7267,54.6015,1.84622,1.87478,TRUE,956618,-0.0000342875,0.00152328,-0.00325586,3.43357
1984,"New York","NY",7000828,6806810,13373558,8.1,33109,0,24212,57321,NA,12232979,57.23,52.35,50.8975,55.6431,52.3483,57.2291,4.74559,4.88085,TRUE,12232979,-0.00000161858,-0.000865543,-0.00171692,8.52861
1984,"North Carolina","NC",NA,2175361,4598151,0.9,16371,52600,3892,46563,NA,4510205,NA,NA,47.3095,48.232,NA,NA,0.922503,NA,TRUE,4510205,-0.00000795973,NA,NA,1.91264
1984,"North Dakota","ND",324179,308971,486449,0.7,432,0,0,432,NA,482612,67.17,66.64,63.5156,64.0206,66.6419,67.1718,0.50498,0.529836,TRUE,482612,-0.0000296304,0.00176531,0.00192958,0.788777
1984,"Ohio","OH",4664223,4547619,7836806,1.1,18619,0,0,18619,NA,7731982,60.32,59.52,58.029,58.8157,59.5169,60.3238,0.78671,0.806882,TRUE,7731982,0.00000173306,0.00376951,-0.00311264,1.33759
1984,"Oklahoma","OK",1290555,1255676,2373014,1.2,7872,18809,1880,19157,NA,2325381,55.5,54.38,52.9148,53.9987,54.3846,55.4986,1.0839,1.11401,TRUE,2325381,-0.00000722462,-0.00135268,0.0046349,2.00728
1984,"Oregon","OR",1265824,1226527,1962501,2.6,4224,0,0,4224,NA,1907252,66.37,64.5,62.4982,64.3086,64.5006,66.369,1.81044,1.86844,TRUE,1907252,-0.00000136322,-0.00100419,0.000553121,2.81523
1984,"Pennsylvania","PA",NA,4844903,8918353,1.3,13090,0,0,13090,NA,8789324,NA,NA,54.3251,55.1226,NA,NA,0.797503,NA,TRUE,8789324,0.00000467613,NA,NA,1.44678
1984,"Rhode Island","RI",422851,410492,739064,4.9,1221,7147,394,5189,NA,697661,60.61,57.21,55.5421,58.8383,57.2144,60.6098,3.29617,3.39541,TRUE,697661,-0.0000194937,-0.000190938,0.00439551,5.60209
1984,"South Carolina","SC",1018701,968529,2368236,0.7,9892,17043,3441,21855,NA,2329803,43.72,43.02,40.8966,41.5713,43.0152,43.7248,0.674641,0.709589,TRUE,2329803,0.0000149369,0.00476986,-0.00481908,1.62285
1984,"South Dakota","SD",NA,317867,497849,0.5,921,0,0,921,NA,494439,NA,NA,63.8481,64.2884,NA,NA,0.440341,NA,TRUE,494439,-0.0000495511,NA,NA,0.684947
1984,"Tennessee","TN",NA,1711994,3463234,0.6,7307,23598,6524,25630,NA,3416825,NA,NA,49.4334,50.1048,NA,NA,0.671429,NA,TRUE,3416825,-0.0000118238,NA,NA,1.34005
1984,"Texas","TX",NA,5397571,11397758,5.4,36682,235568,40783,195249,NA,10587030,NA,NA,47.3564,50.9829,NA,NA,3.62644,NA,TRUE,10587030,0.000000642295,NA,NA,7.11305
1984,"Utah","UT",641846,629656,1022083,2.3,0,0,0,0,NA,998575,64.28,62.8,61.6052,63.0555,62.7978,64.2762,1.45028,1.47836,TRUE,998575,0.00000911299,-0.00380642,-0.0021646,2.30001
1984,"Vermont","VT",235140,234561,387620,1.6,0,0,0,0,NA,381418,61.65,60.66,60.5131,61.4971,60.6625,61.6489,0.983966,0.986395,TRUE,381418,0.0000209744,-0.00110037,0.00250451,1.60002
1984,"Virginia","VA",NA,2146635,4234017,2.6,10839,16690,5986,25170,NA,4098763,NA,NA,50.6997,52.3728,NA,NA,1.67303,NA,TRUE,4098763,-0.0000107837,NA,NA,3.19446
1984,"Washington","WA",1931546,1883910,3213263,3.4,6821,39181,5253,31665,NA,3072347,62.87,60.11,58.6292,61.3183,60.1117,62.8687,2.68908,2.75708,TRUE,3072347,0.00000188781,-0.00125503,0.00166842,4.38545
1984,"West Virginia","WV",NA,735742,1401733,0.4,1579,3597,724,4102,NA,1392024,NA,NA,52.488,52.8541,NA,NA,0.36609,NA,TRUE,1392024,0.00000488497,NA,NA,0.692643
1984,"Wisconsin","WI",NA,2211689,3468053,1.1,4974,22426,3853,20040,NA,3409864,NA,NA,63.7732,64.8615,NA,NA,1.08828,NA,TRUE,3409864,0.0000122292,NA,NA,1.67786
1984,"Wyoming","WY",196153,188968,343957,1,724,1708,352,1930,NA,338587,57.93,57.03,54.9394,55.8108,57.0283,57.9328,0.871341,0.904471,TRUE,338587,0.000126998,0.00282081,-0.00165053,1.56124
1986,"Alabama","AL",NA,1236230,2911819,0.6,11710,21371,3038,25434,NA,2868914,NA,NA,42.4556,43.0905,NA,NA,0.634929,NA,FALSE,2868914,0.00000299765,NA,NA,1.47348
1986,"Alaska","AK",182526,180801,364871,2.5,2460,2885,119,4022,NA,351727,51.89,50.02,49.552,51.4038,50.0248,51.8942,1.85175,1.86942,FALSE,351727,0.0000639701,0.00422478,0.00480329,3.60237
1986,"Arizona","AZ",889668,866984,2452624,4.6,9434,20283,2034,21610,NA,2318193,38.38,36.27,35.3492,37.3991,36.2741,38.3777,2.04989,2.10352,FALSE,2318193,0.0000127686,-0.00234982,0.00412926,5.48111
1986,"Arkansas","AR",NA,695487,1706578,0.6,4701,12700,4023,15074,NA,1681265,NA,NA,40.7533,41.3669,NA,NA,0.613579,NA,FALSE,1681265,-0.0000278362,NA,NA,1.48326
1986,"California","CA",7617142,7443551,20222886,14.7,59484,0,33172,92656,NA,17157466,44.4,37.67,36.8076,43.3837,37.6659,44.3955,6.57618,6.72955,FALSE,17157466,-0.00000141046,-0.00450477,-0.00405064,15.1582
1986,"Colorado","CO",1096867,1060765,2372880,2.4,3804,0,1827,5631,NA,2310300,47.48,46.23,44.7037,45.9146,46.2251,47.4773,1.21091,1.25212,FALSE,2310300,-0.00000519413,-0.00274596,-0.0048643,2.6373
1986,"Connecticut","CT",1025605,993692,2479722,4.3,6905,41304,603,28160,NA,2344934,43.74,41.36,40.0727,42.3761,41.3597,43.7371,2.3034,2.37738,FALSE,2344934,-0.00000196168,-0.00294813,-0.000323391,5.43561
1986,"Delaware","DE",165563,160757,470828,1.6,2833,7985,978,7804,NA,455491,36.35,35.16,34.1435,35.2931,35.1642,36.3482,1.14966,1.18403,FALSE,455491,-0.0000544467,-0.00175163,0.00422133,3.25745
1986,"District of Columbia","DC",134158,131802,508553,6.5,6618,0,2980,9598,NA,465899,28.8,26.38,25.9171,28.2898,26.3803,28.7955,2.37276,2.41517,FALSE,465899,0.0000118051,-0.00448853,0.000337939,8.38733
1986,"Florida","FL",NA,3429996,9158241,7.3,32237,139859,3478,105645,NA,8384044,NA,NA,37.4526,40.911,NA,NA,3.45843,NA,FALSE,8384044,0.00000485446,NA,NA,8.45356
1986,"Georgia","GA",NA,1224948,4450093,1.5,16922,109485,10421,82086,NA,4301256,NA,NA,27.5263,28.4788,NA,NA,0.952498,NA,FALSE,4301256,-0.00000918336,NA,NA,3.34458
1986,"Hawaii","HI",344416,334115,775534,7.5,2180,0,0,2180,NA,715189,48.16,44.41,43.0819,46.717,44.4102,48.1573,3.63509,3.74717,FALSE,715189,-0.00000699116,-0.00265977,0.000174151,7.78109
1986,"Idaho","ID",392909,387426,677205,1.9,1448,0,0,1448,NA,662890,59.27,58.02,57.2096,58.445,58.0192,59.2721,1.23543,1.25292,FALSE,662890,0.0000158397,0.0021266,-0.000788683,2.11384
1986,"Illinois","IL",3322657,3144185,8343755,4.9,19456,0,0,19456,NA,7915455,41.98,39.82,37.6831,39.7221,39.8221,41.9768,2.03901,2.15475,FALSE,7915455,0.0000000631676,-0.00317113,0.0020825,5.13318
1986,"Indiana","IN",1619005,1555505,3990379,0.9,10175,0,0,10175,NA,3944291,41.05,40.57,38.9814,39.4369,40.5727,41.0468,0.455487,0.474081,FALSE,3944291,-0.0000104201,-0.00320604,0.00271252,1.15498
1986,"Iowa","IA",922094,910623,2049547,0.9,2777,12584,1929,10998,NA,2020103,45.65,44.99,44.4305,45.078,44.9901,45.6459,0.647596,0.655753,FALSE,2020103,0.00000381169,-0.00410967,0.000136845,1.43661
1986,"Kansas","KS",NA,840605,1788426,1.5,5345,0,0,5345,NA,1756255,NA,NA,47.0025,47.8635,NA,NA,0.86099,NA,FALSE,1756255,-0.0000222063,NA,NA,1.79884
1986,"Kentucky","KY",NA,677280,2687605,0.5,5288,6841,3370,12079,NA,2662088,NA,NA,25.2001,25.4417,NA,NA,0.241552,NA,FALSE,2662088,-0.000000939112,NA,NA,0.949433
1986,"Louisiana","LA",NA,1369897,3069021,1.3,14300,0,0,14300,NA,3014824,NA,NA,44.6363,45.4387,NA,NA,0.802419,NA,FALSE,3014824,-0.00000905525,NA,NA,1.76594
1986,"Maine","ME",NA,426861,870604,1.4,0,0,0,0,NA,858416,NA,NA,49.0304,49.7266,NA,NA,0.696146,NA,FALSE,858416,-0.0000531211,NA,NA,1.39995
1986,"Maryland","MD",1161136,1112637,3401061,3.8,13326,69134,7494,55387,NA,3216434,36.1,34.14,32.7144,34.5923,34.1404,36.1001,1.87784,1.9597,FALSE,3216434,-0.00000988673,0.000103406,0.000405009,5.42851
1986,"Massachusetts","MA",1777276,1684079,4560556,5.1,0,0,0,0,NA,4327968,41.06,38.97,36.9271,38.9115,38.9706,41.0649,1.98449,2.09431,FALSE,4327968,-0.00000822557,0.00490621,0.000599199,5.09999
1986,"Michigan","MI",2468009,2396564,6674856,2,20742,0,0,20742,NA,6520617,37.85,36.97,35.9044,36.7536,36.9747,37.8493,0.849283,0.874602,FALSE,6520617,-0.00000184032,-0.00068298,0.00471526,2.31075
1986,"Minnesota","MN",1456579,1415989,3089544,1.4,2462,38901,1437,23350,NA,3022940,48.18,47.15,45.8317,46.8415,47.1454,48.1842,1.0098,1.03875,FALSE,3022940,0.0000127029,0.00418493,-0.00456365,2.15579
1986,"Mississippi","MS",NA,523563,1804699,0.5,6747,6458,3454,13430,NA,1782246,NA,NA,29.0111,29.3766,NA,NA,0.365486,NA,FALSE,1782246,-0.0000277739,NA,NA,1.24414
1986,"Missouri","MO",NA,1477327,3717988,0.8,10309,33819,5229,32448,NA,3655796,NA,NA,39.7346,40.4105,NA,NA,0.67596,NA,FALSE,3655796,0.00000262597,NA,NA,1.67273
1986,"Montana","MT",326436,317862,577604,0.8,1111,0,0,1111,NA,571872,57.08,56.52,55.0311,55.5827,56.5155,57.082,0.551589,0.566468,FALSE,571872,0.0000293772,0.00200436,-0.0044634,0.992375
1986,"Nebraska","NE",577916,564422,1141336,0.9,2044,11265,304,7981,NA,1123083,51.46,50.64,49.4527,50.2565,50.635,51.458,0.803735,0.82295,FALSE,1123083,-0.00000213697,-0.00200446,-0.00495475,1.59927
1986,"Nevada","NV",264365,261932,747283,5.1,4551,5518,1529,8839,NA,700333,37.75,35.38,35.0512,37.4011,35.3768,37.7485,2.34982,2.37165,FALSE,700333,-0.0000618277,-0.00152892,-0.00317489,6.28276
1986,"New Hampshire","NH",257410,250966,775686,1.9,782,0,0,782,NA,760166,33.86,33.18,32.3541,33.0146,33.1848,33.8623,0.66056,0.677521,FALSE,760166,-0.00000447271,0.00234059,0.00481963,2.00081
1986,"New Jersey","NJ",1639330,1553544,5819614,6.4,12020,51359,14064,51764,NA,5395395,30.38,28.17,26.695,28.7939,28.1691,30.3839,2.09892,2.21482,FALSE,5395395,-0.00000548616,0.00387366,-0.000949613,7.28947
1986,"New Mexico","NM",408621,394833,1026160,3.2,2416,4175,1147,5651,NA,987672,41.37,39.82,38.4767,39.9761,39.8204,41.3721,1.49938,1.55174,FALSE,987672,-0.0000121498,0.00213569,0.000398378,3.75068
1986,"New York","NY",4481718,4293971,13512043,8.7,38449,0,29325,67774,NA,12268721,36.53,33.17,31.7788,34.9993,33.1683,36.5296,3.22049,3.3613,FALSE,12268721,0.00000211106,-0.000373155,-0.00167749,9.20158
1986,"North Carolina","NC",NA,1591330,4749053,1,17698,58644,3322,50342,NA,4651220,NA,NA,33.5084,34.2132,NA,NA,0.704809,NA,FALSE,4651220,0.0000101049,NA,NA,2.06005
1986,"North Dakota","ND",295177,289013,477812,0.7,421,0,0,421,NA,474046,62.27,61.78,60.4868,60.9673,61.7768,62.2676,0.48053,0.490778,FALSE,474046,0.0000666602,-0.00241415,-0.00319239,0.788176
1986,"Ohio","OH",3628870,3121189,7891503,1.1,22463,0,0,22463,NA,7782233,46.63,45.98,39.5513,40.1066,45.9845,46.6302,0.555338,0.645667,FALSE,7782233,0.00000600085,0.000189561,0.00452285,1.38465
1986,"Oklahoma","OK",934447,909925,2343190,1.3,9708,22740,1670,22748,NA,2289981,40.81,39.88,38.8327,39.735,39.8793,40.8059,0.902301,0.926617,FALSE,2289981,-0.0000205242,-0.00411558,-0.000732847,2.27079
1986,"Oregon","OR",1088140,1059630,1990233,2.8,4770,0,0,4770,NA,1929736,56.39,54.67,53.2415,54.9106,54.674,56.388,1.66912,1.71402,FALSE,1929736,0.0000246666,-0.00197594,0.00400048,3.03969
1986,"Pennsylvania","PA",NA,3388275,8955720,1.3,15201,0,0,15201,NA,8824095,NA,NA,37.8336,38.398,NA,NA,0.564347,NA,FALSE,8824095,-0.00000407974,NA,NA,1.46973
1986,"Rhode Island","RI",322724,305663,756297,5.2,1358,8174,453,5898,NA,711072,45.39,42.67,40.4157,42.9862,42.6716,45.3856,2.57049,2.71396,FALSE,711072,-0.0000624409,-0.00444129,0.00159595,5.97979
1986,"South Carolina","SC",763493,753751,2437430,0.8,11676,21110,3066,25297,NA,2392634,31.91,31.32,30.924,31.503,31.3237,31.9101,0.578974,0.586457,FALSE,2392634,-0.0000183898,0.000145889,0.0036893,1.83784
1986,"South Dakota","SD",NA,295830,495833,0.5,1081,0,0,1081,NA,492273,NA,NA,59.6632,60.0947,NA,NA,0.43147,NA,FALSE,492273,-0.000033518,NA,NA,0.717984
1986,"Tennessee","TN",NA,1210339,3532177,0.7,7591,26291,8600,29337,NA,3478115,NA,NA,34.2661,34.7987,NA,NA,0.532614,NA,FALSE,3478115,-0.00000687154,NA,NA,1.53056
1986,"Texas","TX",NA,3442368,11732625,6,38534,290074,57509,241080,NA,10787588,NA,NA,29.3401,31.9105,NA,NA,2.57032,NA,FALSE,10787588,-0.00000463496,NA,NA,8.05478
1986,"Utah","UT",445499,435111,1049339,2.4,0,0,0,0,NA,1024155,43.5,42.46,41.4652,42.4849,42.4552,43.4992,1.01963,1.04397,FALSE,1024155,-0.0000132792,-0.000822629,-0.00479725,2.39999
1986,"Vermont","VT",211709,196716,396034,1.6,0,0,0,0,NA,389697,54.33,53.46,49.6715,50.4792,53.4573,54.3266,0.807726,0.869288,FALSE,389697,0.000117014,-0.00343346,-0.00272108,1.60012
1986,"Virginia","VA",NA,1233611,4394143,2.9,12930,17126,5767,27260,NA,4239453,NA,NA,28.074,29.0984,NA,NA,1.02437,NA,FALSE,4239453,-0.00000346743,NA,NA,3.52037
1986,"Washington","WA",1358160,1337367,3310457,3.6,6603,49663,7666,39101,NA,3152180,43.09,41.03,40.3983,42.4267,41.0264,43.0864,2.02847,2.06001,FALSE,3152180,-0.0000143393,-0.00362803,-0.0036402,4.78112
1986,"West Virginia","WV",449249,410131,1380916,0.4,1472,4241,968,4561,NA,1370831,32.77,32.53,29.6999,29.9184,32.5327,32.772,0.218498,0.239338,FALSE,1370831,0.0000245107,0.00201931,0.00268121,0.730312
1986,"Wisconsin","WI",NA,1526960,3495584,1.2,5736,24648,3854,21914,NA,3431723,NA,NA,43.6825,44.4954,NA,NA,0.812889,NA,FALSE,3431723,-0.000000233119,NA,NA,1.82691
1986,"Wyoming","WY",168615,164720,334385,1,861,1840,337,2118,NA,328923,51.26,50.43,49.2606,50.0786,50.4254,51.2628,0.818007,0.83735,FALSE,328923,0.0000456034,0.00275755,-0.00459216,1.63345
1988,"Alabama","AL",NA,1378476,2949934,0.6,12610,25301,4701,29962,NA,2902272,NA,NA,46.729,47.4964,NA,NA,0.767399,NA,TRUE,2902272,0.0000136445,NA,NA,1.6157
1988,"Alaska","AK",203433,200116,369260,2.6,2588,2994,498,4583,NA,355076,57.29,55.09,54.1938,56.3586,55.0921,57.2928,2.16485,2.20073,TRUE,355076,0.0000675912,0.00280492,0.00207604,3.8412
1988,"Arizona","AZ",1204169,1171873,2609995,5,12095,25446,1669,26487,NA,2453008,49.09,46.14,44.8994,47.7729,46.1368,49.0895,2.87346,2.95265,TRUE,2453008,0.0000101916,-0.000514764,-0.00316832,6.01484
1988,"Arkansas","AR",NA,827738,1717388,0.6,5519,15931,3840,17325,NA,1689759,NA,NA,48.1975,48.9856,NA,NA,0.78807,NA,TRUE,1689759,-0.0000194111,NA,NA,1.60878
1988,"California","CA",10194539,9887065,21249801,15.9,76171,0,49364,125535,NA,17745548,57.45,47.97,46.5278,55.7157,47.9748,57.4484,9.18795,9.47368,TRUE,17745548,-0.00000202304,-0.00156843,0.00475045,16.4908
1988,"Colorado","CO",1416265,1372394,2396786,2.6,5765,0,1743,7508,NA,2326962,60.86,59.09,57.2598,58.9779,59.0902,60.8633,1.71817,1.77309,TRUE,2326962,-0.0000187369,0.00326292,0.000173257,2.91323
1988,"Connecticut","CT",1461962,1443394,2525021,4.5,8005,46086,371,31419,NA,2379976,61.43,57.9,57.1636,60.6474,57.899,61.4276,3.48377,3.52859,TRUE,2379976,0.00000231095,-0.00240577,-0.000996388,5.74431
1988,"Delaware","DE",254973,249891,489696,1.7,3197,9576,1093,9078,NA,472293,53.99,52.07,51.0298,52.9102,52.0676,53.9862,1.88034,1.91858,TRUE,472293,0.0000355711,-0.00380922,-0.00239071,3.55384
1988,"District of Columbia","DC",197135,192877,502362,7.2,8831,0,3949,12780,NA,453412,43.48,39.24,38.394,42.539,39.2416,43.4781,4.14499,4.23649,TRUE,453412,-0.0000141152,-0.00188297,0.00162257,9.74397
1988,"Florida","FL",NA,4302313,9651236,7.8,34732,165475,2562,120032,NA,8778408,NA,NA,44.5778,49.0102,NA,NA,4.43233,NA,TRUE,8778408,-0.00000464777,NA,NA,9.04369
1988,"Georgia","GA",NA,1809672,4631342,1.7,18787,121559,11308,90875,NA,4461734,NA,NA,39.0745,40.5598,NA,NA,1.48537,NA,TRUE,4461734,0.00000416878,NA,NA,3.66218
1988,"Hawaii","HI",368567,354461,803568,7.6,2300,0,0,2300,NA,740197,49.79,45.87,44.1109,47.8874,45.8663,49.7931,3.7765,3.92678,TRUE,740197,-0.0000226967,0.00309562,-0.00368875,7.8862
1988,"Idaho","ID",421213,408968,682522,2,1581,0,0,1581,NA,667291,63.12,61.71,59.9201,61.2878,61.7142,63.1228,1.36768,1.40863,TRUE,667291,-0.0000659382,0.00283546,0.00420115,2.23158
1988,"Illinois","IL",4697192,4559120,8410414,5.2,21081,0,0,21081,NA,7951991,59.07,55.85,54.208,57.3331,55.8497,59.0694,3.12503,3.21967,TRUE,7951991,0.00000593562,-0.00061725,-0.000287964,5.45066
1988,"Indiana","IN",2222811,2168621,4045785,0.9,11406,0,0,11406,NA,3997967,55.6,54.94,53.602,54.2431,54.9414,55.5985,0.641111,0.657131,TRUE,3997967,-0.00000162583,-0.00146705,0.00140198,1.18192
1988,"Iowa","IA",1240854,1225614,2052326,0.9,3034,13099,1945,11529,NA,2022326,61.36,60.46,59.7183,60.6042,60.4609,61.3578,0.885885,0.896901,TRUE,2022326,0.00000326357,-0.00223671,0.000862456,1.46176
1988,"Kansas","KS",NA,993044,1808604,1.6,5817,0,0,5817,NA,1773849,NA,NA,54.9067,55.9824,NA,NA,1.07579,NA,TRUE,1773849,0.0000189419,NA,NA,1.92165
1988,"Kentucky","KY",NA,1322517,2709782,0.6,7119,7398,3443,14261,NA,2679262,NA,NA,48.8053,49.3612,NA,NA,0.555951,NA,TRUE,2679262,0.0000114957,NA,NA,1.12629
1988,"Louisiana","LA",NA,1628202,3005785,1.4,16242,0,7387,23629,NA,2940075,NA,NA,54.1689,55.3796,NA,NA,1.21066,NA,TRUE,2940075,0.000000340127,NA,NA,2.18612
1988,"Maine","ME",NA,555035,901850,1.5,0,0,0,0,NA,888322,NA,NA,61.544,62.4813,NA,NA,0.937237,NA,TRUE,888322,0.0000281429,NA,NA,1.50003
1988,"Maryland","MD",1747350,1714358,3535730,4.2,14276,78619,9225,62811,NA,3324418,52.56,49.42,48.4867,51.5687,49.4198,52.5611,3.08199,3.1413,TRUE,3324418,0.0000102274,0.00107986,-0.000219643,5.97647
1988,"Massachusetts","MA",2689857,2632801,4642061,5.5,0,0,0,0,NA,4386748,61.32,57.95,56.7162,60.0171,57.9453,61.3178,3.30094,3.37247,TRUE,4386748,-0.00000809256,-0.00220832,-0.00468218,5.49999
1988,"Michigan","MI",3745751,3669163,6773776,2,27612,0,0,27612,NA,6610688,56.66,55.3,54.1672,55.5035,55.2978,56.662,1.33632,1.36422,TRUE,6610688,0.00000726097,0.00204486,-0.00217202,2.40764
1988,"Minnesota","MN",2125119,2096790,3166668,1.5,2799,56901,1639,32889,NA,3086279,68.86,67.11,66.2144,67.9391,67.109,68.857,1.7247,1.748,TRUE,3086279,-0.00000064803,-0.00300425,-0.0010072,2.5386
1988,"Mississippi","MS",NA,931527,1815826,0.5,7384,6854,3177,13988,NA,1792759,NA,NA,51.3005,51.9605,NA,NA,0.660071,NA,TRUE,1792759,-0.00000725139,NA,NA,1.27033
1988,"Missouri","MO",NA,2093713,3769751,0.9,12176,42728,7207,40747,NA,3695076,NA,NA,55.5398,56.6622,NA,NA,1.12242,NA,TRUE,3695076,0.00000652219,NA,NA,1.9809
1988,"Montana","MT",378981,365674,573791,0.8,1272,0,0,1272,NA,567929,66.73,66.05,63.7295,64.3873,66.0486,66.7303,0.657797,0.681735,TRUE,567929,-0.0000577537,0.000348336,-0.00138648,1.02163
1988,"Nebraska","NE",678669,661465,1144305,0.9,2156,11411,447,8309,NA,1125697,60.29,59.31,57.805,58.7605,59.3084,60.2888,0.955528,0.98038,TRUE,1125697,0.0000226526,-0.00121892,-0.00159883,1.62614
1988,"Nevada","NV",354261,350067,823940,5.5,4881,7032,2100,10497,NA,768126,46.12,43,42.487,45.5742,42.996,46.1202,3.08721,3.1242,TRUE,768126,0.0000390561,0.000167785,-0.00402942,6.77404
1988,"New Hampshire","NH",462503,451074,817358,1.9,1019,0,0,1019,NA,800809,57.75,56.59,55.1868,56.3273,56.5851,57.7545,1.14046,1.16935,TRUE,800809,0.000024725,0.00447079,-0.00488063,2.02469
1988,"New Jersey","NJ",3102502,3099553,5904776,6.9,16936,57903,18463,64351,NA,5432995,57.1,52.54,52.4923,57.0505,52.5422,57.1048,4.55824,4.56257,TRUE,5432995,0.00000839316,0.00481972,0.00224716,7.98982
1988,"New Mexico","NM",535694,521287,1046754,3.6,2825,5312,1230,6711,NA,1002360,53.44,51.18,49.8003,52.006,51.1767,53.4433,2.20563,2.26659,TRUE,1002360,-0.0000143661,0.00327387,-0.00331474,4.24111
1988,"New York","NY",6636310,6485683,13659215,9.4,44560,0,33962,78522,NA,12296727,53.97,48.58,47.4821,52.7432,48.5849,53.9681,5.26106,5.38324,TRUE,12296727,-0.00000170777,-0.00189938,0.00485645,9.97486
1988,"North Carolina","NC",NA,2134370,4903045,1.1,17078,67164,6191,56851,NA,4792261,NA,NA,43.5315,44.5378,NA,NA,1.00633,NA,TRUE,4792261,-0.0000103292,NA,NA,2.25949
1988,"North Dakota","ND",309100,297261,470652,0.7,466,0,0,466,NA,466891,66.2,65.67,63.1594,63.6682,65.6749,66.2039,0.508775,0.529038,TRUE,466891,0.0000933837,0.00388913,0.00485106,0.799104
1988,"Ohio","OH",4505284,4393585,7986220,1.1,26462,0,0,26462,NA,7871910,57.23,56.41,55.0146,55.8135,56.4132,57.2324,0.798881,0.819191,TRUE,7871910,-0.00000533543,0.00241246,0.00322177,1.43134
1988,"Oklahoma","OK",1192815,1171036,2300258,1.3,10448,23341,1455,23574,NA,2246781,53.09,51.86,50.9089,52.1206,51.8557,53.09,1.21171,1.23425,TRUE,2246781,-0.0000157559,-0.0000459724,-0.00429512,2.32483
1988,"Oregon","OR",1235199,1201694,2055379,3.1,5991,0,3790,9781,NA,1981881,62.32,60.1,58.4658,60.634,60.0959,62.3246,2.1682,2.22866,TRUE,1981881,0.0000126647,0.00457953,-0.00407609,3.57589
1988,"Pennsylvania","PA",NA,4536251,9037056,1.4,17900,0,0,17900,NA,8892637,NA,NA,50.1961,51.0113,NA,NA,0.815199,NA,TRUE,8892637,0.00000242898,NA,NA,1.59808
1988,"Rhode Island","RI",415963,404620,771407,5.5,1906,9824,442,7260,NA,721720,57.63,53.92,52.4522,56.0633,53.9226,57.635,3.61109,3.71232,TRUE,721720,-0.0000533448,0.00495538,0.00263747,6.44109
