"scf","d1","zctas","pop","x","y","state","in_frame"
"595","5",23,31261,-1002,2902.2,"MT",1
"596","5",19,85912,-1223.4,2725.8,"MT",1
"597","5",42,192749,-1212.7,2631.4,"MT",1
"598","5",50,209069,-1379,2788.1,"MT",1
"599","5",27,128791,-1375.3,2944,"MT",1
"600","6",65,1676902,656.3,2161.7,"IL",1
"601","6",72,1451501,643.2,2134.2,"IL",1
"602","6",4,82744,682.3,2145.7,"IL",1
"603","6",4,66293,675.2,2127.6,"IL",1
"604","6",79,1449402,672.2,2093.3,"IL",1
"605","6",56,1035179,645.2,2108.6,"IL",1
"606","6",56,2729418,684.7,2126,"IL",1
"607","6",4,112037,673.9,2136.7,"IL",1
"608","6",4,152743,681.9,2114.8,"IL",1
"609","6",56,158968,676.2,2026.5,"IL",1
"610","6",66,303121,542.5,2150.3,"IL",1
"611","6",11,226388,568.9,2164,"IL",1
"612","6",44,210905,462.8,2068.4,"IL",1
"613","6",62,144915,575,2058.2,"IL",1
"614","6",73,134608,467.8,1998.1,"IL",1
"615","6",46,204306,534.5,1980.4,"IL",1
"616","6",12,163918,534.4,1984.9,"IL",1
"617","6",53,233236,591.8,1966.9,"IL",1
"618","6",58,289939,664,1928.3,"IL",1
"619","6",30,100527,659.8,1869.2,"IL",1
"620","6",75,295890,513.2,1783.3,"IL",1
"622","6",74,451516,526.9,1738,"IL",1
"623","6",52,106538,407,1895.5,"IL",1
"624","6",60,144964,664.6,1805,"IL",1
"625","6",51,176726,585.6,1879.2,"IL",1
"626","6",57,157302,515.3,1884.2,"IL",1
"627","6",8,138293,537.7,1880.9,"IL",1
"628","6",86,201471,627.1,1722.2,"IL",1
"629","6",78,212727,613.3,1645.4,"IL",1
"630","6",57,737206,470.3,1735.7,"MO",1
"631","6",46,908289,490.1,1747.3,"MO",1
"633","6",45,533757,449.4,1769.2,"MO",1
"634","6",40,67569,371,1876.7,"MO",1
"635","6",33,59912,288.7,1909.1,"MO",1
"636","6",34,133185,479.5,1651.6,"MO",1
"637","6",37,130643,554.2,1610.7,"MO",1
"638","6",45,111510,551.9,1523.1,"MO",1
"639","6",29,76234,484.5,1543.1,"MO",1
"640","6",63,651937,145.1,1779.1,"MO",1
"641","6",51,603729,123.7,1787.9,"MO",1
"644","6",70,99140,115.2,1888.6,"MO",1
"645","6",6,83402,100.2,1861.7,"MO",1
"646","6",54,69435,207,1871.1,"MO",1
"647","6",46,112867,159.9,1681.1,"MO",1
"648","6",34,202960,138.6,1553.6,"MO",1
"650","6",54,156000,312.4,1713.5,"MO",1
"651","6",2,69690,326.7,1729.9,"MO",1
"652","6",46,280851,316.8,1784.7,"MO",1
"653","6",31,104009,235.2,1745,"MO",1
"654","6",28,91048,362,1651,"MO",1
"655","6",31,121726,343.1,1636.2,"MO",1
"656","6",70,211958,243,1560,"MO",1
"657","6",74,302280,256.2,1561.9,"MO",1
"658","6",9,235840,237.3,1575.6,"MO",1
"660","6",68,520536,84.7,1767.6,"KS",1
"661","6",12,161409,110,1788.5,"KS",1
"662","6",25,412202,111.4,1770.4,"KS",1
"664","6",35,86151,-28,1794.2,"KS",1
"665","6",43,132958,-26.8,1800.3,"KS",1
"666","6",18,163787,23.5,1779,"KS",1
"667","6",51,112846,85.8,1610.7,"KS",1
"668","6",35,57330,-24.2,1706.9,"KS",1
"669","6",34,24077,-146.4,1857.6,"KS",1
"670","6",58,185142,-112.1,1619.6,"KS",1
"671","6",42,114435,-124.6,1626.3,"KS",1
"672","6",28,426121,-116.3,1629,"KS",1
"673","6",27,56967,37.2,1572.7,"KS",1
"674","6",57,133537,-141.5,1758.3,"KS",1
"675","6",53,116239,-204,1683.7,"KS",1
"676","6",45,57610,-290.8,1794.3,"KS",1
"677","6",28,30543,-438.2,1830.4,"KS",1
"678","6",39,116660,-402.6,1658.7,"KS",1
"679","6",6,29222,-444.7,1575.1,"KS",1
"680","6",55,237860,-20.1,2032.7,"NE",1
"681","6",38,647269,-4.2,2026,"NE",1
"683","6",70,81932,-63.1,1937.5,"NE",1
"684","6",56,74724,-58.6,1965,"NE",1
"685","6",23,299302,-56.4,1977.1,"NE",1
"686","6",42,74904,-118,2052.8,"NE",1
"687","6",73,127969,-113.9,2141.1,"NE",1
"688","6",64,171453,-232.2,1997.5,"NE",1
"689","6",55,70732,-226.9,1942,"NE",1
"690","6",26,24128,-408.7,1935.1,"NE",1
"691","6",44,76343,-443.7,2028.9,"NE",1
"692","6",11,8626,-360.2,2188.1,"NE",1
"693","6",29,67226,-598.5,2150.4,"NE",1
"700","7",45,577963,560.6,779.9,"LA",1
"701","7",22,422866,572.3,784.3,"LA",1
"703","7",34,271130,505.8,747.5,"LA",1
"704","7",39,466967,561.5,840.5,"LA",1
"705","7",61,631411,376.4,800.5,"LA",1
"706","7",39,285033,264.7,807,"LA",1
"707","7",58,433284,476.1,832.6,"LA",1
"708","7",21,389884,469.7,829.4,"LA",1
"710","7",53,174018,232.7,1051.3,"LA",1
"711","7",15,293196,210.2,1046.2,"LA",1
"712","7",51,333872,363,1058.8,"LA",1
"713","7",42,193619,363.3,922,"LA",1
"714","7",59,184035,292.5,939,"LA",1
"716","7",35,149082,378.5,1202.9,"AR",1
"717","7",29,98186,295,1151.1,"AR",1
"718","7",35,119249,195.7,1176.4,"AR",1
"719","7",37,171393,249.1,1268.3,"AR",1
"720","7",75,404697,340.1,1324.2,"AR",1
"721","7",60,320816,343.9,1320.7,"AR",1
"722","7",12,221257,329.2,1302.8,"AR",1
"723","7",58,152751,504.9,1365.7,"AR",1
"724","7",60,236306,477.2,1447.4,"AR",1
"725","7",55,106962,377.6,1437.9,"AR",1
"726","7",49,137816,275.3,1472.9,"AR",1
"727","7",40,544503,163.3,1464.2,"AR",1
"728","7",35,121707,247.4,1366.6,"AR",1
"729","7",35,226825,156.4,1368,"AR",1
"730","7",85,786510,-144.1,1373.3,"OK",1
"731","7",43,695364,-137.9,1379.4,"OK",1
"734","7",33,91815,-96.8,1233.9,"OK",1
"735","7",48,203576,-229.2,1283.7,"OK",1
"736","7",33,57207,-293.4,1378.7,"OK",1
"737","7",49,107630,-181.9,1481.8,"OK",1
"738","7",19,31415,-306.9,1495.7,"OK",1
"739","7",16,28352,-480,1537.6,"OK",1
"740","7",67,653697,-5.1,1459.6,"OK",1
"741","7",29,436076,6.8,1451.4,"OK",1
"743","7",30,124287,89.1,1499.2,"OK",1
"744","7",43,214701,51.9,1406.7,"OK",1
"745","7",39,81699,24.7,1298.1,"OK",1
"746","7",18,52836,-98.6,1519.7,"OK",1
"747","7",34,88777,26.3,1215.4,"OK",1
"748","7",47,198552,-72,1352.5,"OK",1
"749","7",32,106802,120.9,1367.8,"OK",1
"750","7",62,2599128,-73.4,1106.7,"TX",1
"751","7",52,895229,-52.7,1059.6,"TX",1
"752","7",50,1377042,-73.3,1082.9,"TX",1
"753","7",1,0,-78.5,1082.9,"TX",1
"754","7",74,386794,8.7,1135.4,"TX",1
"755","7",24,124136,160.2,1145.9,"TX",1
"756","7",45,338835,123.1,1049,"TX",1
"757","7",40,374557,59.9,1024,"TX",1
"758","7",28,122775,29.5,941.6,"TX",1
"759","7",44,248839,143.9,920.9,"TX",1
"760","7",60,1338458,-120.3,1069.4,"TX",1
"761","7",36,1069815,-124.8,1078.2,"TX",1
"762","7",42,568726,-111.2,1126.2,"TX",1
"763","7",28,170081,-241.6,1205.8,"TX",1
"764","7",48,147352,-224,1055.4,"TX",1
"765","7",47,553698,-154,890,"TX",1
"766","7",56,168354,-102.4,956.1,"TX",1
"767","7",10,189612,-109.4,942.3,"TX",1
"768","7",48,83969,-306.1,938.9,"TX",1
"769","7",25,137236,-429.8,932.7,"TX",1
"770","7",96,3194004,54,745.3,"TX",1
"772","7",1,4280,63.5,738.6,"TX",1
"773","7",56,1410270,57.7,792.2,"TX",1
"774","7",71,1415035,23.8,734.6,"TX",1
"775","7",58,1327761,83.4,720.8,"TX",1
"776","7",30,280996,191.4,782.1,"TX",1
"777","7",8,141526,176.7,775.8,"TX",1
"778","7",36,342720,-30.8,835.8,"TX",1
"779","7",34,168889,-93.8,648,"TX",1
"780","7",56,604187,-305,619,"TX",1
"781","7",42,501192,-206.4,712.6,"TX",1
"782","7",61,1845233,-246.5,715,"TX",1
"783","7",44,229678,-168.1,526.5,"TX",1
"784","7",18,319759,-140.5,514.7,"TX",1
"785","7",61,1378106,-202.8,353.2,"TX",1
"786","7",64,1214672,-172.3,810.2,"TX",1
"787","7",44,1149365,-169.5,804.9,"TX",1
"788","7",34,171133,-410.5,697,"TX",1
"789","7",25,70835,-86.5,762.8,"TX",1
"790","7",73,213990,-513.9,1370.2,"TX",1
"791","7",14,235893,-528.3,1363.6,"TX",1
"792","7",31,29177,-422.2,1259.9,"TX",1
"793","7",47,143832,-575.5,1161.4,"TX",1
"794","7",15,283176,-544.7,1180.6,"TX",1
"795","7",47,96386,-396.4,1066.1,"TX",1
"796","7",7,136859,-352.4,1044.5,"TX",1
"797","7",50,453410,-592.6,999.2,"TX",1
"798","7",21,73294,-918.9,958.9,"TX",1
"799","7",25,814018,-972.4,1022,"TX",1
"800","8",27,916945,-756.2,1897.5,"CO",1
"801","8",35,749106,-757.4,1867.5,"CO",1
"802","8",44,1145547,-760.9,1895.6,"CO",1
"803","8",6,131690,-782.3,1926.9,"CO",1
"804","8",57,226614,-821.3,1901.7,"CO",1
"805","8",32,612474,-764,1968,"CO",1
"806","8",27,310408,-737.2,1946.4,"CO",1
"807","8",33,68365,-607.1,1951.3,"CO",1
"808","8",39,131809,-730.1,1796.8,"CO",1
"809","8",31,609563,-752.6,1795,"CO",1
"810","8",52,236790,-727.1,1707.5,"CO",1
"811","8",29,73921,-919.2,1648.6,"CO",1
"812","8",29,90532,-849.1,1766.8,"CO",1
"813","8",15,69798,-1061.8,1665.4,"CO",1
"814","8",23,87391,-1028.4,1783.2,"CO",1
"815","8",14,152614,-1073.8,1857.2,"CO",1
"816","8",34,160430,-955.8,1904.9,"CO",1
"820","8",22,137598,-752.2,2061.1,"WY",1
"821","8",1,392,-1157.2,2481.6,"WY",1
"822","8",20,23706,-698.6,2163.8,"WY",1
"823","8",14,14702,-926.1,2142.1,"WY",1
"824","8",22,53109,-1016.8,2451.4,"WY",1
"825","8",9,38062,-1012.7,2283.1,"WY",1
"826","8",18,95498,-835.2,2261.8,"WY",1
"827","8",16,60965,-745.5,2388.4,"WY",1
"828","8",13,38658,-859.4,2463.1,"WY",1
"829","8",19,68562,-1126.1,2134.9,"WY",1
"830","8",6,22696,-1178.8,2361.4,"WY",1
"831","8",18,22228,-1197.9,2277.5,"WY",1
"832","8",52,182009,-1321.5,2327.6,"ID",1
"833","8",37,206663,-1484.1,2330.2,"ID",1
"834","8",42,241799,-1273.2,2405.3,"ID",1
"835","8",27,71706,-1576.7,2753.4,"ID",1
"836","8",50,552046,-1631.1,2476,"ID",1
"837","8",12,292941,-1608.5,2464.6,"ID",1
"838","8",60,291723,-1554.6,2917.7,"ID",1
"840","8",86,1554159,-1321.3,2068.3,"UT",1
"841","8",27,639653,-1326.1,2077.3,"UT",1
"843","8",39,207793,-1308.3,2184.9,"UT",1
"844","8",6,214320,-1325.2,2137.7,"UT",1
"845","8",26,53784,-1219.7,1843.7,"UT",1
"846","8",45,322911,-1317.4,1996.8,"UT",1
"847","8",69,277618,-1505.6,1732.4,"UT",1
"850","8",44,1453040,-1477.4,1288,"AZ",1
"851","8",25,465873,-1442.8,1231.7,"AZ",1
"852","8",45,1638038,-1454,1270,"AZ",1
"853","8",69,1498703,-1528.6,1287.1,"AZ",1
"855","8",21,97662,-1324.6,1248.8,"AZ",1
"856","8",45,320981,-1372.5,1078.8,"AZ",1
"857","8",38,914763,-1395.8,1128.3,"AZ",1
"859","8",26,79880,-1268.9,1337,"AZ",1
"860","8",36,185306,-1370.9,1507.3,"AZ",1
"863","8",25,233657,-1471.4,1414.8,"AZ",1
"864","8",23,208463,-1639.2,1484.6,"AZ",1
"865","8",20,56573,-1203.7,1527.4,"AZ",1
"870","8",57,197966,-969.7,1384.6,"NM",1
"871","8",22,761757,-961.1,1395.1,"NM",1
"873","8",23,73531,-1135.1,1460.2,"NM",1
"874","8",15,117791,-1077.9,1589.1,"NM",1
"875","8",61,242823,-890.7,1469.5,"NM",1
"877","8",30,37715,-791.4,1471.1,"NM",1
"878","8",12,17364,-1043.9,1273.5,"NM",1
"879","8",12,16082,-1034,1162.3,"NM",1
"880","8",44,284649,-1029.8,1084.9,"NM",1
"881","8",19,69693,-666.3,1284.9,"NM",1
"882","8",23,201726,-740.4,1120.2,"NM",1
"883","8",33,77256,-914.9,1151.8,"NM",1
"884","8",20,16740,-709.2,1401.3,"NM",1
"890","8",47,708276,-1692.5,1628.1,"NV",1
"891","8",45,1613587,-1700.2,1627,"NV",1
"893","8",9,10701,-1612.1,1991.6,"NV",1
"894","8",46,323324,-1969.2,2075.5,"NV",1
"895","8",13,318842,-2007.1,2087,"NV",1
"897","8",5,70130,-2012.3,2046.1,"NV",1
"898","8",16,59626,-1632.3,2159.3,"NV",1
"900","9",68,2446649,-2025,1457.7,"CA",1
"902","9",35,1245296,-2027.5,1446,"CA",1
"903","9",5,131449,-2031.7,1449.8,"CA",1
"904","9",5,95701,-2041.8,1460.2,"CA",1
"905","9",6,177499,-2033.2,1436.6,"CA",1
"906","9",18,734503,-2004.5,1440,"CA",1
"907","9",22,631374,-2020.4,1432,"CA",1
"908","9",14,476403,-2019.4,1430,"CA",1
"910","9",13,288910,-2004.6,1469.2,"CA",1
"911","9",8,166885,-2006.8,1466.8,"CA",1
"912","9",10,208457,-2017.1,1471.3,"CA",1
"913","9",38,1418782,-2042,1488.6,"CA",1
"914","9",8,316469,-2034.9,1477.6,"CA",1
"915","9",5,111209,-2023.2,1474.6,"CA",1
"916","9",7,218858,-2029.4,1474.8,"CA",1
"917","9",46,1981670,-1981.3,1451.2,"CA",1
"918","9",2,83043,-2009.1,1459.5,"CA",1
"919","9",25,586193,-1942.7,1282.3,"CA",1
"920","9",46,1329759,-1943.9,1329.1,"CA",1
"921","9",43,1376155,-1950.6,1297.6,"CA",1
"922","9",48,811413,-1844,1367.7,"CA",1
"923","9",63,1208418,-1928.5,1462.1,"CA",1
"924","9",8,258420,-1932.9,1450.6,"CA",1
"925","9",40,1525360,-1935.8,1407.3,"CA",1
"926","9",43,1420403,-1989.9,1403,"CA",1
"927","9",9,477722,-1994.6,1415.9,"CA",1
"928","9",33,1287065,-1987.1,1426.7,"CA",1
"930","9",24,707903,-2087.4,1499.7,"CA",1
"931","9",9,192247,-2149.6,1537.2,"CA",1
"932","9",65,805075,-2062.3,1696.2,"CA",1
"933","9",11,586945,-2053.5,1614.8,"CA",1
"934","9",38,522401,-2193.2,1623.5,"CA",1
"935","9",42,567030,-1988.3,1546.8,"CA",1
"936","9",59,635857,-2085.3,1794.5,"CA",1
"937","9",20,613359,-2082,1787.6,"CA",1
"939","9",25,407846,-2244.1,1809.6,"CA",1
"940","9",34,874419,-2270.3,1923,"CA",1
"941","9",29,873935,-2277.3,1954.8,"CA",1
"943","9",5,119769,-2261.9,1912.7,"CA",1
"944","9",4,143508,-2272.5,1929.2,"CA",1
"945","9",83,2508179,-2239.2,1955.9,"CA",1
"946","9",15,462600,-2258.4,1953.4,"CA",1
"947","9",10,152304,-2260.1,1963.3,"CA",1
"948","9",5,184598,-2263.3,1973.1,"CA",1
"949","9",36,395442,-2280.5,1994.2,"CA",1
"950","9",39,892631,-2247.1,1874.8,"CA",1
"951","9",29,1034394,-2242.2,1892.5,"CA",1
"952","9",41,540324,-2169.3,1955.8,"CA",1
"953","9",70,1129334,-2155.3,1903.6,"CA",1
"954","9",68,514316,-2283.8,2063.9,"CA",1
"955","9",47,167124,-2309.8,2334.7,"CA",1
"956","9",87,1259936,-2160.9,2023.3,"CA",1
"957","9",22,382680,-2155.4,2023.7,"CA",1
"958","9",29,898858,-2169.1,2018.9,"CA",1
"959","9",70,526179,-2158.7,2112.4,"CA",1
"960","9",74,308547,-2182.6,2262.4,"CA",1
"961","9",44,114466,-2044.1,2118.6,"CA",1
"967","9",78,1024490,-6099.6,1828.2,"HI",0
"968","9",20,430628,-6124.1,1883.7,"HI",0
"969","9",10,0,-10359.5,6514.3,NA,0
"970","9",62,855795,-2052.2,2783.1,"OR",1
"971","9",41,355473,-2096,2803.2,"OR",1
"972","9",35,940940,-2055.8,2792.6,"OR",1
"973","9",65,662714,-2112.5,2727.4,"OR",1
"974","9",78,594227,-2162.4,2618.5,"OR",1
"975","9",24,309853,-2179.3,2463.4,"OR",1
"976","9",22,74205,-2075.7,2426.3,"OR",1
"977","9",32,259417,-1980.1,2610.6,"OR",1
"978","9",53,152029,-1754.9,2713.5,"OR",1
"979","9",16,32444,-1680.3,2519.6,"OR",1
"980","9",55,1590953,-1956.9,3001.4,"WA",1
"981","9",39,1017427,-1967.8,3009.3,"WA",1
"982","9",67,984003,-1943.7,3079,"WA",1
"983","9",68,818134,-1990.5,2992.3,"WA",1
"984","9",27,450094,-1990.7,2969,"WA",1
"985","9",67,534122,-2037.7,2956.8,"WA",1
"986","9",57,665335,-2041.6,2821.4,"WA",1
"988","9",45,241952,-1790,2958.5,"WA",1
"989","9",30,301472,-1858.2,2866.2,"WA",1
"990","9",32,168691,-1602.5,2923.8,"WA",1
"991","9",64,121014,-1627.5,2929.3,"WA",1
"992","9",16,385114,-1602.5,2924.3,"WA",1
"993","9",35,404636,-1762.3,2804.1,"WA",1
"994","9",3,22324,-1629.3,2780,"WA",1
"995","9",57,321952,-3138.5,5104,"AK",0
"996","9",85,205192,-3203.4,5097.1,"AK",0
"997","9",77,133536,-2871.7,5446.4,"AK",0
"998","9",15,50299,-2390.3,4344.2,"AK",0
"999","9",11,21178,-2317,4046.4,"AK",0
