"SUMLVL","LEVEL","S203_GEOID","ST","CNTY","NAMELSAD","LANGUAGE","VACIT","MVACIT","VACLEP","MVACLEP","ILLIT","MILLIT","LEPPCT","MLEPPCT","ILLRAT","MILLRAT","FLAG10","FLAG5","FLAG_EDU","FLAG_AIAN","FLAG_ANRC","FLAG_COV"
"250","AIAN","2500000US1505","00","000","Hopi Reservation and Off-Reservation Trust Land","Hopi alone or in combination",5597,263,914,115,18,9,14.3,1.8,2,1,0,1,1,1,0,0
"250","AIAN","2500000US1720","00","000","Kaibab Indian Reservation","American Indian alone or in combination",164,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US1720","00","000","Kaibab Indian Reservation","Paiute alone or in combination",128,30,23,21,1,1,14,13.1,4.3,5.4,0,1,1,1,0,0
"250","AIAN","2500000US1775","00","000","Kickapoo (TX) Reservation and Off-Reservation Trust Land","American Indian alone or in combination",196,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US1775","00","000","Kickapoo (TX) Reservation and Off-Reservation Trust Land","All other American Indian tribes alone or in combination",196,77,40,19,2,2,20.4,9.6,5,2,0,1,1,1,0,0
"250","AIAN","2500000US2300","00","000","Mississippi Choctaw Reservation and Off-Reservation Trust Land","American Indian alone or in combination",4587,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US2300","00","000","Mississippi Choctaw Reservation and Off-Reservation Trust Land","Choctaw alone or in combination",4453,179,455,104,49,23,9.9,2.3,10.8,5.2,0,1,1,1,0,0
"250","AIAN","2500000US2430","00","000","Navajo Nation Reservation and Off-Reservation Trust Land","American Indian alone or in combination",119700,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US2430","00","000","Navajo Nation Reservation and Off-Reservation Trust Land","Navajo alone or in combination",116900,1024,24410,398,4737,140,20.4,0.3,19.4,0.6,0,1,1,1,0,0
"250","AIAN","2500000US2445","00","000","Nez Perce Reservation","American Indian alone or in combination",2131,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US2445","00","000","Nez Perce Reservation","All other American Indian tribes alone or in combination",1516,85,120,35,6,3,5.6,1.6,5,2,0,1,1,1,0,0
"250","AIAN","2500000US3355","00","000","San Carlos Reservation","American Indian alone or in combination",6571,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US3355","00","000","San Carlos Reservation","Apache alone or in combination",6175,203,737,92,40,19,11.2,1.4,5.4,2.4,0,1,1,1,0,0
"250","AIAN","2500000US4470","00","000","Ute Mountain Reservation and Off-Reservation Trust Land","American Indian alone or in combination",1025,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US4470","00","000","Ute Mountain Reservation and Off-Reservation Trust Land","Ute alone or in combination",933,108,117,33,15,7,11.4,3.2,12.8,6.2,0,1,1,1,0,0
"250","AIAN","2500000US4785","00","000","Zuni Reservation and Off-Reservation Trust Land","American Indian alone or in combination",6229,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US4785","00","000","Zuni Reservation and Off-Reservation Trust Land","Pueblo alone or in combination",6015,293,2089,212,42,21,33.5,3.4,2,1,0,1,1,1,0,0
"250","AIAN","2500000US6020","00","000","Akiachak ANVSA","American Indian alone or in combination",341,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6020","00","000","Akiachak ANVSA","Yup'ik alone or in combination",286,27,21,5,3,1,6.2,1.5,14.3,2.7,0,1,1,1,0,0
"250","AIAN","2500000US6045","00","000","Aleknagik ANVSA","American Indian alone or in combination",115,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6045","00","000","Aleknagik ANVSA","Yup'ik alone or in combination",108,15,7,2,1,0,6.1,1.7,14.3,0.9,0,1,1,1,0,0
"250","AIAN","2500000US6065","00","000","Algaaciq ANVSA","American Indian alone or in combination",356,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6065","00","000","Algaaciq ANVSA","Yup'ik alone or in combination",349,30,31,8,4,1,8.7,2.1,12.9,1.4,0,1,1,1,0,0
"250","AIAN","2500000US6095","00","000","Andreafsky ANVSA","American Indian alone or in combination",95,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6095","00","000","Andreafsky ANVSA","Yup'ik alone or in combination",88,12,16,5,2,1,16.8,5.7,12.5,1.4,0,1,1,1,0,0
"250","AIAN","2500000US6105","00","000","Aniak ANVSA","American Indian alone or in combination",284,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6105","00","000","Aniak ANVSA","Yup'ik alone or in combination",222,27,17,8,2,1,6,2.9,11.8,3.1,0,1,1,1,0,0
"250","AIAN","2500000US6160","00","000","Atmautluak ANVSA","American Indian alone or in combination",112,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6160","00","000","Atmautluak ANVSA","Yup'ik alone or in combination",112,13,24,7,3,1,21.4,6.2,12.5,1.4,0,1,1,1,0,0
"250","AIAN","2500000US6175","00","000","Barrow ANVSA","American Indian alone or in combination",1882,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6175","00","000","Barrow ANVSA","Inupiat alone or in combination",1622,121,221,43,3,4,11.7,2.3,1.4,2,0,1,1,1,0,0
"250","AIAN","2500000US6275","00","000","Chefornak ANVSA","American Indian alone or in combination",297,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6275","00","000","Chefornak ANVSA","Yup'ik alone or in combination",251,32,58,12,20,6,19.5,4.2,34.5,7.8,0,1,1,1,0,0
"250","AIAN","2500000US6335","00","000","Chuathbaluk ANVSA","American Indian alone or in combination",71,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6335","00","000","Chuathbaluk ANVSA","Yup'ik alone or in combination",67,13,5,1,1,0,7,1.9,20,1.2,0,1,1,1,0,0
"250","AIAN","2500000US6390","00","000","Crooked Creek ANVSA","American Indian alone or in combination",53,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6390","00","000","Crooked Creek ANVSA","Yup'ik alone or in combination",51,9,4,1,1,0,7.5,2.1,25,1.2,0,1,1,1,0,0
"250","AIAN","2500000US6440","00","000","Eek ANVSA","American Indian alone or in combination",324,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6440","00","000","Eek ANVSA","Yup'ik alone or in combination",317,22,89,12,7,1,27.5,3.6,7.9,1.2,0,1,1,1,0,0
"250","AIAN","2500000US6480","00","000","Emmonak ANVSA","American Indian alone or in combination",529,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6480","00","000","Emmonak ANVSA","Yup'ik alone or in combination",485,30,40,7,8,2,7.6,1.3,20,2.3,0,1,1,1,0,0
"250","AIAN","2500000US6530","00","000","Gambell ANVSA","American Indian alone or in combination",385,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6530","00","000","Gambell ANVSA","Yup'ik alone or in combination",379,32,78,15,3,1,20.3,3.9,3.8,1,0,1,1,1,0,0
"250","AIAN","2500000US6545","00","000","Goodnews Bay ANVSA","American Indian alone or in combination",105,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6545","00","000","Goodnews Bay ANVSA","Yup'ik alone or in combination",84,13,14,4,2,1,13.3,3.7,14.3,2.6,0,1,1,1,0,0
"250","AIAN","2500000US6595","00","000","Hooper Bay ANVSA","American Indian alone or in combination",539,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6595","00","000","Hooper Bay ANVSA","Yup'ik alone or in combination",478,44,67,13,4,1,12.4,2.5,6,1.6,0,1,1,1,0,0
"250","AIAN","2500000US6620","00","000","Igiugig ANVSA","American Indian alone or in combination",41,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6620","00","000","Igiugig ANVSA","Aleut alone or in combination",28,10,4,3,4,3,9.8,7,100,24.2,0,1,1,1,0,0
"250","AIAN","2500000US6685","00","000","Kalskag ANVSA","American Indian alone or in combination",128,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6685","00","000","Kalskag ANVSA","Yup'ik alone or in combination",117,13,8,2,1,0,6.3,1.7,12.5,3.3,0,1,1,1,0,0
"250","AIAN","2500000US6710","00","000","Kasigluk ANVSA","American Indian alone or in combination",321,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6710","00","000","Kasigluk ANVSA","Yup'ik alone or in combination",313,27,77,13,5,1,24,3.9,6.5,1.3,0,1,1,1,0,0
"250","AIAN","2500000US6750","00","000","Kipnuk ANVSA","American Indian alone or in combination",314,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6750","00","000","Kipnuk ANVSA","Yup'ik alone or in combination",307,29,78,11,8,1,24.8,3.4,10.3,1.1,0,1,1,1,0,0
"250","AIAN","2500000US6810","00","000","Kongiganak ANVSA","American Indian alone or in combination",276,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6810","00","000","Kongiganak ANVSA","Yup'ik alone or in combination",274,29,38,8,3,1,13.8,3.1,7.9,1.3,0,1,1,1,0,0
"250","AIAN","2500000US6815","00","000","Kotlik ANVSA","American Indian alone or in combination",497,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6815","00","000","Kotlik ANVSA","Yup'ik alone or in combination",469,30,25,5,3,1,5,1.1,12,2.4,0,1,1,1,0,0
"250","AIAN","2500000US6835","00","000","Kwethluk ANVSA","American Indian alone or in combination",391,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6835","00","000","Kwethluk ANVSA","Yup'ik alone or in combination",349,30,52,9,5,1,13.3,2.4,9.6,1.2,0,1,1,1,0,0
"250","AIAN","2500000US6840","00","000","Kwigillingok ANVSA","American Indian alone or in combination",224,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6840","00","000","Kwigillingok ANVSA","Yup'ik alone or in combination",220,18,35,7,3,1,15.6,3.2,8.6,1.2,0,1,1,1,0,0
"250","AIAN","2500000US6845","00","000","Kwinhagak ANVSA","American Indian alone or in combination",424,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6845","00","000","Kwinhagak ANVSA","Yup'ik alone or in combination",400,29,130,17,8,2,30.7,4,6.2,2,0,1,1,1,0,0
"250","AIAN","2500000US6865","00","000","Levelock ANVSA","American Indian alone or in combination",52,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6865","00","000","Levelock ANVSA","Yup'ik alone or in combination",49,11,4,1,1,0,7.7,2.2,25,5.1,0,1,1,1,0,0
"250","AIAN","2500000US6890","00","000","Lower Kalskag ANVSA","American Indian alone or in combination",155,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6890","00","000","Lower Kalskag ANVSA","Yup'ik alone or in combination",141,16,18,5,2,1,11.6,3,11.1,1.5,0,1,1,1,0,0
"250","AIAN","2500000US6905","00","000","Manokotak ANVSA","American Indian alone or in combination",404,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6905","00","000","Manokotak ANVSA","Yup'ik alone or in combination",397,28,64,9,7,1,15.8,2.3,10.9,1.3,0,1,1,1,0,0
"250","AIAN","2500000US6910","00","000","Marshall ANVSA","American Indian alone or in combination",159,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6910","00","000","Marshall ANVSA","Yup'ik alone or in combination",157,21,14,4,2,1,8.8,2.5,14.3,1.9,0,1,1,1,0,0
"250","AIAN","2500000US6935","00","000","Mekoryuk ANVSA","American Indian alone or in combination",178,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6935","00","000","Mekoryuk ANVSA","Yup'ik alone or in combination",99,14,12,4,1,0,6.7,2.1,8.3,1.5,0,1,1,1,0,0
"250","AIAN","2500000US6975","00","000","Mountain Village ANVSA","American Indian alone or in combination",413,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US6975","00","000","Mountain Village ANVSA","Yup'ik alone or in combination",331,35,21,5,3,1,5.1,1.3,14.3,1.7,0,1,1,1,0,0
"250","AIAN","2500000US7010","00","000","Napakiak ANVSA","American Indian alone or in combination",257,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7010","00","000","Napakiak ANVSA","Yup'ik alone or in combination",252,23,26,6,6,2,10.1,2.2,23.1,4.6,0,1,1,1,0,0
"250","AIAN","2500000US7020","00","000","Napaskiak ANVSA","American Indian alone or in combination",187,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7020","00","000","Napaskiak ANVSA","Yup'ik alone or in combination",143,17,21,6,2,1,11.2,2.9,9.5,2.2,0,1,1,1,0,0
"250","AIAN","2500000US7035","00","000","Newhalen ANVSA","American Indian alone or in combination",85,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7035","00","000","Newhalen ANVSA","Yup'ik alone or in combination",55,12,6,3,1,0,7.1,3.2,16.7,1.3,0,1,1,1,0,0
"250","AIAN","2500000US7040","00","000","New Koliganek ANVSA","American Indian alone or in combination",128,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7040","00","000","New Koliganek ANVSA","Yup'ik alone or in combination",119,15,19,4,3,1,14.8,3.3,15.8,2.1,0,1,1,1,0,0
"250","AIAN","2500000US7050","00","000","New Stuyahok ANVSA","American Indian alone or in combination",299,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7050","00","000","New Stuyahok ANVSA","Yup'ik alone or in combination",288,18,46,7,8,1,15.4,2.2,17.4,1.8,0,1,1,1,0,0
"250","AIAN","2500000US7055","00","000","Newtok ANVSA","American Indian alone or in combination",184,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7055","00","000","Newtok ANVSA","Yup'ik alone or in combination",180,17,67,10,8,2,36.4,5.7,11.9,1.6,0,1,1,1,0,0
"250","AIAN","2500000US7065","00","000","Nightmute ANVSA","American Indian alone or in combination",115,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7065","00","000","Nightmute ANVSA","Yup'ik alone or in combination",73,14,26,7,7,2,22.6,5.9,26.9,3.3,0,1,1,1,0,0
"250","AIAN","2500000US7110","00","000","Noorvik ANVSA","American Indian alone or in combination",334,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7110","00","000","Noorvik ANVSA","Inupiat alone or in combination",329,26,17,5,1,0,5.1,1.4,5.9,1.1,0,1,1,1,0,0
"250","AIAN","2500000US7125","00","000","Nuiqsut ANVSA","American Indian alone or in combination",229,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7125","00","000","Nuiqsut ANVSA","Inupiat alone or in combination",213,31,26,8,1,1,11.4,3.4,3.8,2.2,0,1,1,1,0,0
"250","AIAN","2500000US7133","00","000","Nunam Iqua ANVSA","American Indian alone or in combination",86,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7133","00","000","Nunam Iqua ANVSA","Yup'ik alone or in combination",86,14,6,2,1,0,7,2.1,16.7,1.2,0,1,1,1,0,0
"250","AIAN","2500000US7175","00","000","Oscarville ANVSA","American Indian alone or in combination",51,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7175","00","000","Oscarville ANVSA","Yup'ik alone or in combination",47,9,6,2,1,0,11.8,3,16.7,5.7,0,1,1,1,0,0
"250","AIAN","2500000US7230","00","000","Pilot Station ANVSA","American Indian alone or in combination",325,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7230","00","000","Pilot Station ANVSA","Yup'ik alone or in combination",279,28,19,5,3,1,5.8,1.4,15.8,1.7,0,1,1,1,0,0
"250","AIAN","2500000US7235","00","000","Pitkas Point ANVSA","American Indian alone or in combination",90,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7235","00","000","Pitkas Point ANVSA","Yup'ik alone or in combination",88,13,8,2,1,0,8.9,2.2,12.5,1,0,1,1,1,0,0
"250","AIAN","2500000US7250","00","000","Point Hope ANVSA","American Indian alone or in combination",317,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7250","00","000","Point Hope ANVSA","Inupiat alone or in combination",303,39,16,5,1,1,5,1.7,6.3,4.2,0,1,1,1,0,0
"250","AIAN","2500000US7375","00","000","St. Michael ANVSA","American Indian alone or in combination",218,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7375","00","000","St. Michael ANVSA","Yup'ik alone or in combination",185,18,14,4,2,0,6.4,1.8,14.3,1.3,0,1,1,1,0,0
"250","AIAN","2500000US7415","00","000","Savoonga ANVSA","American Indian alone or in combination",551,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7415","00","000","Savoonga ANVSA","Yup'ik alone or in combination",531,38,65,11,5,1,11.8,2,7.7,1.3,0,1,1,1,0,0
"250","AIAN","2500000US7425","00","000","Scammon Bay ANVSA","American Indian alone or in combination",292,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7425","00","000","Scammon Bay ANVSA","Yup'ik alone or in combination",280,24,36,7,4,1,12.3,2.2,11.1,1.1,0,1,1,1,0,0
"250","AIAN","2500000US7430","00","000","Selawik ANVSA","American Indian alone or in combination",411,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7430","00","000","Selawik ANVSA","Inupiat alone or in combination",402,40,33,9,1,0,8,2.3,3,1,0,1,1,1,0,0
"250","AIAN","2500000US7510","00","000","Stebbins ANVSA","American Indian alone or in combination",313,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7510","00","000","Stebbins ANVSA","Yup'ik alone or in combination",310,25,19,5,2,1,6.1,1.7,10.5,1.1,0,1,1,1,0,0
"250","AIAN","2500000US7605","00","000","Togiak ANVSA","American Indian alone or in combination",456,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7605","00","000","Togiak ANVSA","Yup'ik alone or in combination",446,31,38,8,14,4,8.3,1.9,36.8,6.5,0,1,1,1,0,0
"250","AIAN","2500000US7625","00","000","Toksook Bay ANVSA","American Indian alone or in combination",315,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7625","00","000","Toksook Bay ANVSA","Yup'ik alone or in combination",255,25,48,11,10,3,15.2,3.4,20.8,2.3,0,1,1,1,0,0
"250","AIAN","2500000US7630","00","000","Tuluksak ANVSA","American Indian alone or in combination",164,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7630","00","000","Tuluksak ANVSA","Yup'ik alone or in combination",160,25,18,12,2,1,11,7.1,11.1,1.3,0,1,1,1,0,0
"250","AIAN","2500000US7640","00","000","Tuntutuliak ANVSA","American Indian alone or in combination",366,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7640","00","000","Tuntutuliak ANVSA","Yup'ik alone or in combination",362,27,80,10,14,3,21.9,2.7,17.5,3.4,0,1,1,1,0,0
"250","AIAN","2500000US7645","00","000","Tununak ANVSA","American Indian alone or in combination",240,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7645","00","000","Tununak ANVSA","Yup'ik alone or in combination",169,20,49,9,5,1,20.4,3.9,10.2,1.4,0,1,1,1,0,0
"250","AIAN","2500000US7650","00","000","Twin Hills ANVSA","American Indian alone or in combination",43,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7650","00","000","Twin Hills ANVSA","Yup'ik alone or in combination",41,10,6,2,1,1,14,5,16.7,6.7,0,1,1,1,0,0
"250","AIAN","2500000US7735","00","000","Wainwright ANVSA","American Indian alone or in combination",283,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"250","AIAN","2500000US7735","00","000","Wainwright ANVSA","Inupiat alone or in combination",266,30,33,10,1,0,11.7,3.7,3,1.1,0,1,1,1,0,0
"270","AIAN/County","2500000US6020","02","050","Akiachak ANVSA","American Indian alone or in combination",341,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6020","02","050","Akiachak ANVSA","Yup'ik alone or in combination",286,27,21,5,3,1,6.2,1.5,14.3,2.7,0,1,1,1,0,0
"270","AIAN/County","2500000US6105","02","050","Aniak ANVSA","American Indian alone or in combination",284,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6105","02","050","Aniak ANVSA","Yup'ik alone or in combination",222,27,17,8,2,1,6,2.9,11.8,3.1,0,1,1,1,0,0
"270","AIAN/County","2500000US6160","02","050","Atmautluak ANVSA","American Indian alone or in combination",112,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6160","02","050","Atmautluak ANVSA","Yup'ik alone or in combination",112,13,24,7,3,1,21.4,6.2,12.5,1.4,0,1,1,1,0,0
"270","AIAN/County","2500000US6275","02","050","Chefornak ANVSA","American Indian alone or in combination",297,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6275","02","050","Chefornak ANVSA","Yup'ik alone or in combination",251,32,58,12,20,6,19.5,4.2,34.5,7.8,0,1,1,1,0,0
"270","AIAN/County","2500000US6335","02","050","Chuathbaluk ANVSA","American Indian alone or in combination",71,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6335","02","050","Chuathbaluk ANVSA","Yup'ik alone or in combination",67,13,5,1,1,0,7,1.9,20,1.2,0,1,1,1,0,0
"270","AIAN/County","2500000US6390","02","050","Crooked Creek ANVSA","American Indian alone or in combination",53,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6390","02","050","Crooked Creek ANVSA","Yup'ik alone or in combination",51,9,4,1,1,0,7.5,2.1,25,1.2,0,1,1,1,0,0
"270","AIAN/County","2500000US6440","02","050","Eek ANVSA","American Indian alone or in combination",324,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6440","02","050","Eek ANVSA","Yup'ik alone or in combination",317,22,89,12,7,1,27.5,3.6,7.9,1.2,0,1,1,1,0,0
"270","AIAN/County","2500000US6545","02","050","Goodnews Bay ANVSA","American Indian alone or in combination",105,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6545","02","050","Goodnews Bay ANVSA","Yup'ik alone or in combination",84,13,14,4,2,1,13.3,3.7,14.3,2.6,0,1,1,1,0,0
"270","AIAN/County","2500000US6685","02","050","Kalskag ANVSA","American Indian alone or in combination",128,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6685","02","050","Kalskag ANVSA","Yup'ik alone or in combination",117,13,8,2,1,0,6.3,1.7,12.5,3.3,0,1,1,1,0,0
"270","AIAN/County","2500000US6710","02","050","Kasigluk ANVSA","American Indian alone or in combination",321,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6710","02","050","Kasigluk ANVSA","Yup'ik alone or in combination",313,27,77,13,5,1,24,3.9,6.5,1.3,0,1,1,1,0,0
"270","AIAN/County","2500000US6750","02","050","Kipnuk ANVSA","American Indian alone or in combination",314,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6750","02","050","Kipnuk ANVSA","Yup'ik alone or in combination",307,29,78,11,8,1,24.8,3.4,10.3,1.1,0,1,1,1,0,0
"270","AIAN/County","2500000US6810","02","050","Kongiganak ANVSA","American Indian alone or in combination",276,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6810","02","050","Kongiganak ANVSA","Yup'ik alone or in combination",274,29,38,8,3,1,13.8,3.1,7.9,1.3,0,1,1,1,0,0
"270","AIAN/County","2500000US6835","02","050","Kwethluk ANVSA","American Indian alone or in combination",391,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6835","02","050","Kwethluk ANVSA","Yup'ik alone or in combination",349,30,52,9,5,1,13.3,2.4,9.6,1.2,0,1,1,1,0,0
"270","AIAN/County","2500000US6840","02","050","Kwigillingok ANVSA","American Indian alone or in combination",224,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6840","02","050","Kwigillingok ANVSA","Yup'ik alone or in combination",220,18,35,7,3,1,15.6,3.2,8.6,1.2,0,1,1,1,0,0
"270","AIAN/County","2500000US6845","02","050","Kwinhagak ANVSA","American Indian alone or in combination",424,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6845","02","050","Kwinhagak ANVSA","Yup'ik alone or in combination",400,29,130,17,8,2,30.7,4,6.2,2,0,1,1,1,0,0
"270","AIAN/County","2500000US6890","02","050","Lower Kalskag ANVSA","American Indian alone or in combination",155,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6890","02","050","Lower Kalskag ANVSA","Yup'ik alone or in combination",141,16,18,5,2,1,11.6,3,11.1,1.5,0,1,1,1,0,0
"270","AIAN/County","2500000US6935","02","050","Mekoryuk ANVSA","American Indian alone or in combination",178,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US6935","02","050","Mekoryuk ANVSA","Yup'ik alone or in combination",99,14,12,4,1,0,6.7,2.1,8.3,1.5,0,1,1,1,0,0
"270","AIAN/County","2500000US7010","02","050","Napakiak ANVSA","American Indian alone or in combination",257,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"270","AIAN/County","2500000US7010","02","050","Napakiak ANVSA","Yup'ik alone or in combination",252,23,26,6,6,2,10.1,2.2,23.1,4.6,0,1,1,1,0,0
