"SUMLVL","LEVEL","S203_GEOID","ST","CNTY","NAMELSAD","LANGUAGE","VACIT","MVACIT","VACLEP","MVACLEP","ILLIT","MILLIT","LEPPCT","MLEPPCT","ILLRAT","MILLRAT","FLAG10","FLAG5","FLAG_EDU","FLAG_AIAN","FLAG_ANRC","FLAG_COV"
"050","County","0500000US15009","15","009","Maui County","Total Population",117000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US15009","15","009","Maui County","Filipino alone or in combination",29340,698,6552,315,407,76,5.6,0.3,6.2,1.1,0,1,1,0,0,1
"050","County","0500000US16033","16","033","Clark County","Total Population",389,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US16033","16","033","Clark County","Hispanic",61,23,20,8,4,2,5.1,2.2,20,7.7,0,1,1,0,0,1
"050","County","0500000US16035","16","035","Clearwater County","Total Population",7202,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US16035","16","035","Clearwater County","All other American Indian tribes alone or in combination",88,24,1,1,0,0,0,0,0,10.5,0,0,0,1,0,1
"050","County","0500000US16049","16","049","Idaho County","Total Population",13130,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US16049","16","049","Idaho County","All other American Indian tribes alone or in combination",166,36,32,14,1,1,0.2,0.1,3.1,3.9,0,0,1,1,0,1
"050","County","0500000US16061","16","061","Lewis County","Total Population",2934,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US16061","16","061","Lewis County","All other American Indian tribes alone or in combination",147,20,10,6,0,1,0.3,0.2,0,5.1,0,0,0,1,0,1
"050","County","0500000US16069","16","069","Nez Perce County","Total Population",31510,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US16069","16","069","Nez Perce County","All other American Indian tribes alone or in combination",1363,74,31,12,1,1,0.1,0,3.2,3,0,0,1,1,0,1
"050","County","0500000US17031","17","031","Cook County","Total Population",3541000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US17031","17","031","Cook County","Hispanic",625500,1803,140300,1405,17340,536,4,0,12.4,0.4,1,0,1,0,0,1
"050","County","0500000US17031","17","031","Cook County","Asian Indian (including Sikh) alone or in combination",62650,1334,13670,495,857,112,0.4,0,6.3,0.8,1,0,1,0,0,1
"050","County","0500000US17031","17","031","Cook County","Chinese (including Taiwanese) alone or in combination",48080,1009,18210,547,2116,167,0.5,0,11.6,0.9,1,0,1,0,0,1
"050","County","0500000US17043","17","043","DuPage County","Total Population",650000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US17043","17","043","DuPage County","Hispanic",61280,531,11730,387,1228,135,1.8,0.1,10.5,1.1,1,0,1,0,0,1
"050","County","0500000US17089","17","089","Kane County","Total Population",345200,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US17089","17","089","Kane County","Hispanic",68250,674,15710,498,2682,215,4.5,0.1,17.1,1.3,1,0,1,0,0,1
"050","County","0500000US17097","17","097","Lake County","Total Population",469600,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US17097","17","097","Lake County","Hispanic",61140,625,13300,422,1745,162,2.8,0.1,13.1,1.1,1,0,1,0,0,1
"050","County","0500000US17197","17","197","Will County","Total Population",479700,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US17197","17","197","Will County","Hispanic",55210,513,11820,385,1032,122,2.5,0.1,8.7,1,1,0,1,0,0,1
"050","County","0500000US20055","20","055","Finney County","Total Population",20800,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US20055","20","055","Finney County","Hispanic",7553,192,1953,154,349,67,9.4,0.8,17.9,3.2,0,1,1,0,0,1
"050","County","0500000US20057","20","057","Ford County","Total Population",17700,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US20057","20","057","Ford County","Hispanic",5902,237,1333,150,187,55,7.5,0.9,14,3.8,0,1,1,0,0,1
"050","County","0500000US20067","20","067","Grant County","Total Population",4406,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US20067","20","067","Grant County","Hispanic",1499,102,246,65,32,19,5.6,1.5,13,6.8,0,1,1,0,0,1
"050","County","0500000US20081","20","081","Haskell County","Total Population",2428,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US20081","20","081","Haskell County","Hispanic",552,35,163,29,39,14,6.7,1.2,23.9,7.5,0,1,1,0,0,1
"050","County","0500000US20175","20","175","Seward County","Total Population",10960,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US20175","20","175","Seward County","Hispanic",4619,185,1629,145,342,72,14.9,1.4,21,4,0,1,1,0,0,1
"050","County","0500000US20189","20","189","Stevens County","Total Population",3149,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US20189","20","189","Stevens County","Hispanic",631,66,158,38,27,14,5,1.2,17.1,7.6,0,1,1,0,0,1
"050","County","0500000US24031","24","031","Montgomery County","Total Population",662700,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US24031","24","031","Montgomery County","Hispanic",79850,784,20480,561,2242,202,3.1,0.1,10.9,0.9,1,0,1,0,0,1
"050","County","0500000US24033","24","033","Prince George's County","Total Population",599100,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US24033","24","033","Prince George's County","Hispanic",43680,655,13580,435,1683,156,2.3,0.1,12.4,1.1,1,0,1,0,0,1
"050","County","0500000US27055","27","055","Houston County","Total Population",14560,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US27055","27","055","Houston County","All other American Indian tribes alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"050","County","0500000US27123","27","123","Ramsey County","Total Population",384300,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US27123","27","123","Ramsey County","Hmong alone or in combination",24030,794,10650,446,3644,230,2.8,0.1,34.2,1.6,1,0,1,0,0,1
"050","County","0500000US28007","28","007","Attala County","Total Population",13690,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US28007","28","007","Attala County","Choctaw alone or in combination",146,59,4,2,0,0,0,0,0,2,0,0,0,1,0,1
"050","County","0500000US28015","28","015","Carroll County","Total Population",8129,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US28015","28","015","Carroll County","Choctaw alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"050","County","0500000US28059","28","059","Jackson County","Total Population",106500,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US28059","28","059","Jackson County","Choctaw alone or in combination",193,70,4,2,0,0,0,0,0,2,0,0,0,1,0,1
"050","County","0500000US28067","28","067","Jones County","Total Population",49550,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US28067","28","067","Jones County","Choctaw alone or in combination",108,61,3,2,0,0,0,0,0,2,0,0,0,1,0,1
"050","County","0500000US28069","28","069","Kemper County","Total Population",8055,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US28069","28","069","Kemper County","Choctaw alone or in combination",270,1,9,7,1,1,0.1,0.1,11.1,2,0,0,1,1,0,1
"050","County","0500000US28079","28","079","Leake County","Total Population",16440,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US28079","28","079","Leake County","Choctaw alone or in combination",886,20,103,45,7,4,0.6,0.3,6.8,2,0,0,1,1,0,1
"050","County","0500000US28099","28","099","Neshoba County","Total Population",20890,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US28099","28","099","Neshoba County","Choctaw alone or in combination",3030,116,194,50,14,5,0.9,0.2,7.2,2,0,0,1,1,0,1
"050","County","0500000US28101","28","101","Newton County","Total Population",15840,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US28101","28","101","Newton County","Choctaw alone or in combination",663,21,78,55,5,4,0.5,0.3,6.4,2,0,0,1,1,0,1
"050","County","0500000US28103","28","103","Noxubee County","Total Population",7956,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US28103","28","103","Noxubee County","Choctaw alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"050","County","0500000US28123","28","123","Scott County","Total Population",19310,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US28123","28","123","Scott County","Choctaw alone or in combination",92,71,3,2,0,0,0,0,0,2,0,0,0,1,0,1
"050","County","0500000US28159","28","159","Winston County","Total Population",14100,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US28159","28","159","Winston County","Choctaw alone or in combination",197,40,15,9,1,1,0.1,0.1,6.7,2,0,0,1,1,0,1
"050","County","0500000US31037","31","037","Colfax County","Total Population",5424,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US31037","31","037","Colfax County","Hispanic",868,118,595,98,110,39,11,1.8,18.5,5.9,0,1,1,0,0,1
"050","County","0500000US31043","31","043","Dakota County","Total Population",11750,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US31043","31","043","Dakota County","Hispanic",2576,153,1082,128,111,41,9.2,1.1,10.3,3.5,0,1,1,0,0,1
"050","County","0500000US31047","31","047","Dawson County","Total Population",14790,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US31047","31","047","Dawson County","Hispanic",3185,132,1205,118,205,52,8.1,0.8,17,3.9,0,1,1,0,0,1
"050","County","0500000US32003","32","003","Clark County","Total Population",1444000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US32003","32","003","Clark County","Hispanic",303100,1316,59350,908,5920,303,4.1,0.1,10,0.5,1,0,1,0,0,1
"050","County","0500000US32003","32","003","Clark County","Filipino alone or in combination",90820,1399,13740,471,524,87,1,0,3.8,0.6,1,0,1,0,0,1
"050","County","0500000US32023","32","023","Nye County","Total Population",35220,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US32023","32","023","Nye County","Shoshone alone or in combination",287,60,7,8,2,3,0,0,28.6,28.3,0,0,1,1,0,1
"050","County","0500000US34003","34","003","Bergen County","Total Population",637900,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US34003","34","003","Bergen County","Hispanic",106400,663,23740,587,1289,142,3.7,0.1,5.4,0.6,1,0,1,0,0,1
"050","County","0500000US34003","34","003","Bergen County","Korean alone or in combination",31410,822,14420,512,322,65,2.3,0.1,2.2,0.4,1,0,1,0,0,1
"050","County","0500000US34007","34","007","Camden County","Total Population",370200,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US34007","34","007","Camden County","Hispanic",44960,411,12620,426,1712,173,3.4,0.1,13.6,1.3,1,0,1,0,0,1
"050","County","0500000US34011","34","011","Cumberland County","Total Population",106800,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US34011","34","011","Cumberland County","Hispanic",22870,306,7243,296,908,112,6.8,0.3,12.5,1.5,0,1,1,0,0,1
"050","County","0500000US34013","34","013","Essex County","Total Population",517000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US34013","34","013","Essex County","Hispanic",91220,681,28200,624,2400,201,5.5,0.1,8.5,0.7,1,1,1,0,0,1
"050","County","0500000US34017","34","017","Hudson County","Total Population",394000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US34017","34","017","Hudson County","Hispanic",147700,927,49030,814,4667,287,12.4,0.2,9.5,0.6,1,1,1,0,0,1
"050","County","0500000US34023","34","023","Middlesex County","Total Population",541600,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US34023","34","023","Middlesex County","Hispanic",91080,633,23070,562,1925,173,4.3,0.1,8.3,0.7,1,0,1,0,0,1
"050","County","0500000US34023","34","023","Middlesex County","Asian Indian (including Sikh) alone or in combination",53620,813,12090,390,406,69,2.2,0.1,3.4,0.6,1,0,1,0,0,1
"050","County","0500000US34031","34","031","Passaic County","Total Population",321800,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US34031","34","031","Passaic County","Hispanic",102000,756,34380,687,3560,243,10.7,0.2,10.4,0.7,1,1,1,0,0,1
"050","County","0500000US34039","34","039","Union County","Total Population",352400,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US34039","34","039","Union County","Hispanic",78980,719,27850,636,2136,188,7.9,0.2,7.7,0.7,1,1,1,0,0,1
"050","County","0500000US35001","35","001","Bernalillo County","Total Population",492400,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35001","35","001","Bernalillo County","Hispanic",216500,673,17570,558,1390,150,3.6,0.1,7.9,0.8,1,0,1,0,0,1
"050","County","0500000US35001","35","001","Bernalillo County","Navajo alone or in combination",14140,528,666,103,78,29,0.1,0,11.7,4,0,0,1,1,0,1
"050","County","0500000US35003","35","003","Catron County","Total Population",2936,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35003","35","003","Catron County","Pueblo alone or in combination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1
"050","County","0500000US35005","35","005","Chaves County","Total Population",43590,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35005","35","005","Chaves County","Hispanic",21180,221,2718,200,388,68,6.2,0.5,14.3,2.3,0,1,1,0,0,1
"050","County","0500000US35006","35","006","Cibola County","Total Population",20070,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35006","35","006","Cibola County","Navajo alone or in combination",2767,149,434,49,90,20,2.2,0.2,20.7,4,0,0,1,1,0,1
"050","County","0500000US35006","35","006","Cibola County","Pueblo alone or in combination",5198,181,174,46,2,1,0.9,0.2,1.1,0.4,0,0,0,1,0,1
"050","County","0500000US35013","35","013","Doña Ana County","Total Population",142000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35013","35","013","Doña Ana County","Hispanic",86670,524,13890,478,1861,181,9.8,0.3,13.4,1.2,1,1,1,0,0,1
"050","County","0500000US35019","35","019","Guadalupe County","Total Population",3475,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35019","35","019","Guadalupe County","Hispanic",2444,132,448,64,23,9,12.9,1.9,5.1,1.9,0,1,1,0,0,1
"050","County","0500000US35023","35","023","Hidalgo County","Total Population",3174,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35023","35","023","Hidalgo County","Hispanic",1704,31,172,33,16,6,5.4,1,9.3,3.1,0,1,1,0,0,1
"050","County","0500000US35025","35","025","Lea County","Total Population",41410,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35025","35","025","Lea County","Hispanic",18920,293,2398,189,393,69,5.8,0.5,16.4,2.6,0,1,1,0,0,1
"050","County","0500000US35029","35","029","Luna County","Total Population",15070,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35029","35","029","Luna County","Hispanic",8390,171,1395,135,265,54,9.3,0.9,19,3.5,0,1,1,0,0,1
"050","County","0500000US35031","35","031","McKinley County","Total Population",50650,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35031","35","031","McKinley County","Navajo alone or in combination",31990,351,3297,129,865,65,6.5,0.3,26.2,1.7,0,1,1,1,0,1
"050","County","0500000US35031","35","031","McKinley County","Pueblo alone or in combination",7322,336,2151,214,36,19,4.2,0.4,1.7,0.9,0,0,1,1,0,1
"050","County","0500000US35033","35","033","Mora County","Total Population",3995,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35033","35","033","Mora County","Hispanic",3115,156,296,59,13,6,7.4,1.5,4.4,1.8,0,1,1,0,0,1
"050","County","0500000US35039","35","039","Rio Arriba County","Total Population",29180,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35039","35","039","Rio Arriba County","Navajo alone or in combination",664,138,104,37,15,9,0.4,0.1,14.4,6.3,0,0,1,1,0,1
"050","County","0500000US35043","35","043","Sandoval County","Total Population",106700,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35043","35","043","Sandoval County","Navajo alone or in combination",2724,189,356,47,47,14,0.3,0,13.2,3.4,0,0,1,1,0,1
"050","County","0500000US35045","35","045","San Juan County","Total Population",90230,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35045","35","045","San Juan County","Navajo alone or in combination",34350,271,4677,169,744,69,5.2,0.2,15.9,1.4,0,1,1,1,0,1
"050","County","0500000US35045","35","045","San Juan County","Ute alone or in combination",204,98,13,9,1,1,0,0,7.7,3.5,0,0,1,1,0,1
"050","County","0500000US35047","35","047","San Miguel County","Total Population",21830,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35047","35","047","San Miguel County","Hispanic",16660,89,2180,180,82,26,10,0.8,3.8,1.2,0,1,1,0,0,1
"050","County","0500000US35053","35","053","Socorro County","Total Population",12310,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35053","35","053","Socorro County","Hispanic",5759,77,790,109,52,18,6.4,0.9,6.6,2.1,0,1,1,0,0,1
"050","County","0500000US35053","35","053","Socorro County","Navajo alone or in combination",1192,108,468,71,70,25,3.8,0.6,15,4.7,0,0,1,1,0,1
"050","County","0500000US35055","35","055","Taos County","Total Population",25800,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US35055","35","055","Taos County","Hispanic",13670,81,1846,133,103,25,7.2,0.5,5.6,1.3,0,1,1,0,0,1
"050","County","0500000US36005","36","005","Bronx County","Total Population",849400,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US36005","36","005","Bronx County","Hispanic",431700,1448,136100,1398,16410,553,16,0.2,12.1,0.4,1,1,1,0,0,1
"050","County","0500000US36047","36","047","Kings County","Total Population",1657000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US36047","36","047","Kings County","Hispanic",269900,1041,70090,944,8502,354,4.2,0.1,12.1,0.5,1,0,1,0,0,1
"050","County","0500000US36047","36","047","Kings County","Chinese (including Taiwanese) alone or in combination",116400,1092,66850,831,9200,316,4,0.1,13.8,0.4,1,0,1,0,0,1
"050","County","0500000US36055","36","055","Monroe County","Total Population",563900,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US36055","36","055","Monroe County","Hispanic",39660,207,11150,332,928,104,2,0.1,8.3,0.9,1,0,1,0,0,1
"050","County","0500000US36059","36","059","Nassau County","Total Population",966000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US36059","36","059","Nassau County","Hispanic",112800,763,28800,644,2847,218,3,0.1,9.9,0.7,1,0,1,0,0,1
"050","County","0500000US36061","36","061","New York County","Total Population",1177000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US36061","36","061","New York County","Hispanic",261800,1206,76060,1183,10000,489,6.5,0.1,13.1,0.6,1,1,1,0,0,1
"050","County","0500000US36061","36","061","New York County","Chinese (including Taiwanese) alone or in combination",69020,1186,28390,749,4666,308,2.4,0.1,16.4,1,1,0,1,0,0,1
"050","County","0500000US36081","36","081","Queens County","Total Population",1399000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US36081","36","081","Queens County","Hispanic",320900,1259,103300,1113,8202,349,7.4,0.1,7.9,0.3,1,1,1,0,0,1
"050","County","0500000US36081","36","081","Queens County","Asian Indian (including Sikh) alone or in combination",83940,1558,19610,554,1535,133,1.4,0,7.8,0.6,1,0,1,0,0,1
"050","County","0500000US36081","36","081","Queens County","Bangladeshi alone or in combination",21180,977,11150,672,382,92,0.8,0,3.4,0.8,1,0,1,0,0,1
"050","County","0500000US36081","36","081","Queens County","Chinese (including Taiwanese) alone or in combination",123000,1429,69290,1024,6880,302,5,0.1,9.9,0.4,1,0,1,0,0,1
"050","County","0500000US36081","36","081","Queens County","Korean alone or in combination",29090,839,16450,568,661,94,1.2,0,4,0.5,1,0,1,0,0,1
"050","County","0500000US36103","36","103","Suffolk County","Total Population",1074000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US36103","36","103","Suffolk County","Hispanic",138600,890,29510,679,3273,240,2.7,0.1,11.1,0.8,1,0,1,0,0,1
"050","County","0500000US36119","36","119","Westchester County","Total Population",653900,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US36119","36","119","Westchester County","Hispanic",115000,827,31180,668,2744,221,4.8,0.1,8.8,0.7,1,0,1,0,0,1
"050","County","0500000US39035","39","035","Cuyahoga County","Total Population",953200,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US39035","39","035","Cuyahoga County","Hispanic",45270,249,11420,343,904,107,1.2,0,7.9,0.9,1,0,1,0,0,1
"050","County","0500000US40139","40","139","Texas County","Total Population",10700,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US40139","40","139","Texas County","Hispanic",2441,144,608,81,92,28,5.7,0.8,15.1,4.1,0,1,1,0,0,1
"050","County","0500000US42011","42","011","Berks County","Total Population",310100,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US42011","42","011","Berks County","Hispanic",45550,370,14650,417,1519,150,4.7,0.1,10.4,1,1,0,1,0,0,1
"050","County","0500000US42077","42","077","Lehigh County","Total Population",266000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US42077","42","077","Lehigh County","Hispanic",49430,383,16570,472,1405,148,6.2,0.2,8.5,0.9,1,1,1,0,0,1
"050","County","0500000US42101","42","101","Philadelphia County","Total Population",1137000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US42101","42","101","Philadelphia County","Hispanic",131100,665,38660,780,4354,297,3.4,0.1,11.3,0.7,1,0,1,0,0,1
"050","County","0500000US42101","42","101","Philadelphia County","Chinese (including Taiwanese) alone or in combination",21250,753,10150,450,1826,167,0.9,0,18,1.5,1,0,1,0,0,1
"050","County","0500000US48003","48","003","Andrews County","Total Population",10530,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48003","48","003","Andrews County","Hispanic",4814,169,649,105,167,51,6.2,1,25.7,6.7,0,1,1,0,0,1
"050","County","0500000US48013","48","013","Atascosa County","Total Population",33660,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48013","48","013","Atascosa County","Hispanic",20000,198,3313,233,348,77,9.8,0.7,10.5,2.2,0,1,1,0,0,1
"050","County","0500000US48017","48","017","Bailey County","Total Population",4383,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48017","48","017","Bailey County","Hispanic",2272,127,571,92,62,24,13,2.2,10.9,4,0,1,1,0,0,1
"050","County","0500000US48025","48","025","Bee County","Total Population",25100,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48025","48","025","Bee County","Hispanic",13470,76,1362,120,171,39,5.4,0.5,12.6,2.7,0,1,1,0,0,1
"050","County","0500000US48029","48","029","Bexar County","Total Population",1312000,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48029","48","029","Bexar County","Hispanic",724100,1306,89010,1171,10340,431,6.8,0.1,11.6,0.5,1,1,1,0,0,1
"050","County","0500000US48043","48","043","Brewster County","Total Population",7159,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48043","48","043","Brewster County","Hispanic",2895,51,437,66,41,16,6.1,0.9,9.4,3.3,0,1,1,0,0,1
"050","County","0500000US48047","48","047","Brooks County","Total Population",4653,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48047","48","047","Brooks County","Hispanic",4280,192,514,78,63,23,11,1.8,12.3,4,0,1,1,0,0,1
"050","County","0500000US48055","48","055","Caldwell County","Total Population",28760,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48055","48","055","Caldwell County","Hispanic",12170,193,1998,157,199,49,6.9,0.6,10,2.3,0,1,1,0,0,1
"050","County","0500000US48061","48","061","Cameron County","Total Population",231100,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48061","48","061","Cameron County","Hispanic",196900,882,38730,750,7009,333,16.8,0.3,18.1,0.8,1,1,1,0,0,1
"050","County","0500000US48069","48","069","Castro County","Total Population",4512,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48069","48","069","Castro County","Hispanic",2395,89,285,52,50,18,6.3,1.2,17.5,5.6,0,1,1,0,0,1
"050","County","0500000US48079","48","079","Cochran County","Total Population",1831,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48079","48","079","Cochran County","Hispanic",916,27,136,22,37,11,7.4,1.2,27.2,6.7,0,1,1,0,0,1
"050","County","0500000US48095","48","095","Concho County","Total Population",1944,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48095","48","095","Concho County","Hispanic",505,55,177,31,59,16,9.1,1.6,33.3,7.1,0,1,1,0,0,1
"050","County","0500000US48103","48","103","Crane County","Total Population",2933,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48103","48","103","Crane County","Hispanic",1658,60,211,41,45,17,7.2,1.4,21.3,6.9,0,1,1,0,0,1
"050","County","0500000US48105","48","105","Crockett County","Total Population",2470,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48105","48","105","Crockett County","Hispanic",1423,131,124,42,21,12,5,1.7,16.9,8,0,1,1,0,0,1
"050","County","0500000US48107","48","107","Crosby County","Total Population",4151,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
"050","County","0500000US48107","48","107","Crosby County","Hispanic",2056,27,305,41,62,17,7.3,1,20.3,4.9,0,1,1,0,0,1
"050","County","0500000US48109","48","109","Culberson County","Total Population",1472,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
