"fips","gcol","grow","gx","gy","winner"
"24033",185,63,1881,539,"D"
"21043",165,69,1661,605,"R"
"39117",165,60,1661,506,"R"
"27063",125,49,1221,385,"R"
"48331",118,104,1144,990,"R"
"51103",187,68,1903,594,"R"
"18177",158,63,1584,539,"R"
"05085",136,87,1342,803,"R"
"42005",175,56,1771,462,"R"
"18129",149,72,1485,638,"R"
"06069",38,68,264,594,"D"
"40029",121,88,1177,814,"R"
"54021",172,65,1738,561,"R"
"51125",179,69,1815,605,"R"
"06041",34,61,220,517,"D"
"48017",98,89,924,825,"R"
"21003",155,77,1551,693,"R"
"28095",149,90,1485,836,"R"
"33001",197,40,2013,286,"R"
"36005",193,53,1969,429,"D"
"05011",136,93,1342,869,"R"
"35013",83,96,759,902,"D"
"26161",160,53,1606,429,"D"
"27163",131,42,1287,308,"D"
"13157",165,87,1661,803,"R"
"20031",123,73,1199,649,"R"
"27023",123,43,1199,319,"R"
"20075",103,73,979,649,"R"
"39113",160,64,1606,550,"D"
"40123",120,88,1166,814,"R"
"01133",152,89,1518,825,"R"
"30083",97,30,913,176,"R"
"49045",67,58,583,484,"R"
"01093",150,89,1496,825,"R"
"39107",159,61,1595,517,"R"
"47129",161,79,1617,715,"R"
"51121",175,73,1771,649,"D"
"05007",128,81,1254,737,"R"
"39085",169,54,1705,440,"R"
"56041",76,56,682,462,"R"
"13037",163,99,1639,935,"D"
"34021",190,56,1936,462,"D"
"19061",138,54,1364,440,"R"
"06081",34,64,220,550,"D"
"30047",70,27,616,143,"R"
"50013",190,36,1936,242,"D"
"08021",88,75,814,671,"R"
"34033",189,59,1925,495,"R"
"32001",50,58,396,484,"R"
"32510",45,59,341,495,"R"
"13107",171,93,1727,869,"R"
"37083",184,75,1870,671,"D"
"13135",164,88,1650,814,"D"
"34035",190,55,1936,451,"D"
"06011",37,57,253,473,"R"
"37067",176,77,1782,693,"D"
"12109",176,104,1782,990,"R"
"53073",49,17,385,33,"D"
"49029",72,56,638,462,"R"
"06015",35,45,231,341,"R"
"01015",158,90,1584,836,"R"
"12039",164,103,1650,979,"D"
"18019",156,70,1562,616,"R"
"01055",157,89,1573,825,"R"
"21059",152,73,1518,649,"R"
"22027",133,95,1309,891,"R"
"26063",162,45,1628,341,"R"
"31027",118,54,1144,440,"R"
"55021",143,49,1419,385,"R"
"55127",145,52,1441,418,"R"
"26027",154,55,1540,451,"R"
"13263",163,94,1639,880,"D"
"45041",179,86,1815,792,"R"
"48355",116,117,1122,1133,"R"
"48469",118,113,1144,1089,"R"
"29139",137,69,1353,605,"R"
"51007",181,70,1837,616,"R"
"12065",166,103,1672,979,"R"
"22087",146,108,1452,1034,"R"
"26041",149,38,1485,264,"R"
"27047",130,49,1276,385,"R"
"29099",140,72,1386,638,"R"
"37133",187,81,1903,737,"R"
"37055",191,76,1947,682,"R"
"46093",101,45,957,341,"R"
"12003",173,103,1749,979,"R"
"06095",37,60,253,506,"D"
"37041",188,74,1914,660,"R"
"55063",137,48,1353,374,"D"
"51199",187,70,1903,616,"R"
"22071",144,107,1430,1023,"D"
"29045",136,63,1342,539,"R"
"37019",184,85,1870,781,"R"
"42117",181,51,1837,407,"R"
"47103",155,84,1551,770,"R"
"51710",189,70,1925,616,"D"
"08117",89,65,825,561,"D"
"42045",189,58,1925,484,"D"
"12043",179,117,1815,1133,"R"
"55071",147,46,1463,352,"R"
"55083",146,42,1452,308,"R"
"27071",128,29,1254,165,"R"
"28027",141,89,1397,825,"D"
"20005",124,67,1210,583,"R"
"17183",149,63,1485,539,"R"
"08019",90,65,836,561,"D"
"40075",112,87,1078,803,"R"
"40141",112,89,1078,825,"R"
"53061",49,20,385,66,"D"
"53051",61,22,517,88,"R"
"13187",164,86,1650,792,"R"
"13255",164,91,1650,847,"R"
"17157",143,73,1419,649,"R"
"06021",37,55,253,451,"R"
"13023",167,94,1683,880,"R"
"13303",169,92,1705,858,"R"
"18117",153,69,1529,605,"R"
"20177",123,69,1199,605,"D"
"21097",161,69,1617,605,"R"
"22097",137,105,1353,1001,"R"
"28121",144,97,1430,913,"R"
"20103",125,68,1221,594,"R"
"34029",192,57,1958,473,"R"
"26119",158,41,1584,297,"R"
"26125",161,51,1617,407,"D"
"48113",119,96,1155,902,"D"
"22075",145,110,1441,1056,"R"
"08043",91,70,847,616,"R"
"48253",108,96,1034,902,"R"
"17113",145,62,1441,528,"D"
"17137",141,66,1397,572,"R"
"18097",154,64,1540,550,"D"
"17173",146,66,1452,572,"R"
"21193",165,74,1661,660,"R"
"23021",201,29,2057,165,"R"
"29027",136,70,1342,616,"R"
"30105",92,27,858,143,"R"
"31067",120,64,1166,550,"R"
"37101",183,78,1859,704,"R"
"38105",101,29,957,165,"R"
"39129",164,64,1650,550,"R"
"38037",105,36,1001,242,"R"
"32005",45,60,341,506,"R"
"20085",123,67,1199,583,"R"
"32007",61,54,517,440,"R"
"18011",153,63,1529,539,"R"
"19115",137,59,1353,495,"R"
"26033",155,35,1551,231,"R"
"41019",39,38,275,264,"R"
"21075",146,79,1452,715,"R"
"21051",163,74,1639,660,"R"
"36121",177,48,1793,374,"R"
"37135",180,77,1826,693,"D"
"26083",145,32,1441,198,"R"
"27011",121,42,1177,308,"R"
"47131",145,80,1441,726,"R"
"47171",168,77,1694,693,"R"
"49057",71,55,627,451,"R"
"54039",170,69,1716,605,"R"
"06109",42,63,308,539,"R"
"19173",126,61,1232,517,"R"
"27127",124,46,1210,352,"R"
"05049",136,80,1342,726,"R"
"13193",165,95,1661,891,"D"
"48005",127,102,1243,968,"R"
"48477",120,107,1166,1023,"R"
"48179",105,84,1001,770,"R"
"28077",143,100,1419,946,"R"
"51830",186,70,1892,616,"D"
"54101",173,67,1749,583,"R"
"56037",81,55,737,451,"R"
"38071",114,29,1100,165,"R"
"42097",184,55,1870,451,"R"
"29185",129,73,1265,649,"R"
"30045",80,32,726,198,"R"
"48185",122,105,1188,1001,"R"
"48357",105,80,1001,726,"R"
"49011",70,56,616,462,"R"
"55067",143,41,1419,297,"R"
"32033",60,61,506,517,"R"
"47181",150,84,1496,770,"R"
"46055",105,46,1001,352,"R"
"06097",34,59,220,495,"D"
"22035",139,95,1375,891,"D"
"13275",166,102,1672,968,"R"
"28005",141,102,1397,968,"R"
"46075",107,48,1023,374,"R"
"51017",176,69,1782,605,"R"
"04003",72,96,638,902,"R"
"53077",50,27,396,143,"R"
"55073",141,43,1397,319,"R"
"46043",115,51,1111,407,"R"
"47015",156,81,1562,737,"R"
"01111",159,92,1595,858,"R"
"54059",168,71,1694,627,"R"
"56045",96,47,902,363,"R"
"21201",163,68,1639,594,"R"
"19193",122,55,1188,451,"R"
"28021",140,99,1386,935,"D"
"28033",143,86,1419,792,"R"
"13131",165,102,1661,968,"R"
"54109",170,71,1716,627,"R"
"05041",139,91,1375,847,"R"
"34027",190,53,1936,429,"R"
"12021",179,120,1815,1166,"R"
"06023",33,49,209,385,"D"
"09160",194,48,1980,374,"R"
"01131",154,98,1540,924,"D"
"05119",135,87,1331,803,"D"
"05101",132,82,1298,748,"R"
"49053",63,71,539,627,"R"
"47049",160,78,1606,704,"R"
"35045",80,77,726,693,"R"
"54077",175,62,1771,528,"R"
"46041",107,42,1023,308,"D"
"47105",162,81,1628,737,"R"
"13073",171,89,1727,825,"R"
"26059",158,54,1584,440,"R"
"37053",190,73,1936,649,"R"
"51001",190,67,1936,583,"R"
"17197",148,57,1474,473,"D"
"18127",150,57,1496,473,"R"
"21223",157,69,1573,605,"R"
"25007",202,48,2068,374,"D"
"26101",152,44,1518,330,"R"
"27025",131,41,1287,297,"R"
"30041",82,25,748,121,"R"
"27043",128,49,1254,385,"R"
"36019",189,37,1925,253,"R"
"26005",154,52,1540,418,"R"
"37129",185,84,1881,770,"D"
"17201",143,54,1419,440,"D"
"19045",139,56,1375,462,"R"
"27129",125,45,1221,341,"R"
"31047",110,61,1056,517,"R"
"38053",101,31,957,187,"R"
"45001",169,86,1705,792,"R"
"08103",82,62,748,528,"R"
"18151",157,56,1573,462,"R"
"29021",126,66,1232,572,"R"
"37153",178,82,1804,748,"R"
"41007",41,27,297,143,"D"
"48409",116,116,1122,1122,"R"
"44007",199,46,2035,352,"D"
"48465",103,108,979,1034,"R"
"54037",181,62,1837,528,"R"
"37181",182,75,1848,671,"D"
"40045",109,81,1045,737,"R"
"18165",150,64,1496,550,"R"
"16025",64,44,550,330,"R"
"47189",155,80,1551,726,"R"
"17081",146,71,1452,627,"R"
"47003",155,83,1551,759,"R"
"29155",143,80,1419,726,"R"
"44005",200,48,2046,374,"D"
"27061",129,33,1265,209,"R"
"20025",109,77,1045,693,"R"
"51191",170,75,1716,671,"R"
"54055",172,72,1738,638,"R"
"13227",162,86,1628,792,"R"
"13053",162,94,1628,880,"R"
"18017",153,60,1529,506,"R"
"20045",124,70,1210,616,"D"
"21217",158,74,1584,660,"R"
"21211",158,70,1584,616,"R"
"13045",160,90,1606,836,"R"
"17175",142,60,1408,506,"R"
"18119",152,67,1518,583,"R"
"19191",135,50,1331,396,"R"
"21147",161,76,1617,682,"R"
"22113",136,108,1342,1034,"R"
"27099",132,49,1298,385,"R"
"29167",131,75,1287,671,"R"
"18181",151,60,1507,506,"R"
"40145",124,82,1210,748,"R"
"46031",106,40,1012,286,"R"
"09130",196,49,2002,385,"D"
"09150",197,48,2013,374,"R"
"48155",109,91,1045,847,"R"
"29161",136,74,1342,660,"R"
"05083",130,85,1276,781,"R"
"37097",174,79,1760,715,"R"
"37109",173,80,1749,726,"R"
"08033",80,72,726,638,"R"
"13077",162,91,1628,847,"R"
"05127",129,87,1265,803,"R"
"21025",165,73,1661,649,"R"
"23019",204,30,2090,176,"R"
"26107",155,47,1551,363,"R"
"27141",129,42,1265,308,"R"
"18175",155,69,1551,605,"R"
"29209",131,79,1287,715,"R"
"36073",177,46,1793,352,"R"
"37027",171,78,1727,704,"R"
"30003",87,39,803,275,"R"
"35006",80,84,726,770,"D"
"22037",140,104,1386,990,"R"
"36057",189,45,1925,341,"R"
"37111",170,80,1716,726,"R"
"48163",110,112,1056,1078,"R"
"36059",194,53,1980,429,"R"
"17071",138,61,1364,517,"R"
"16015",62,42,528,308,"R"
"05117",138,87,1364,803,"R"
"39097",163,63,1639,539,"R"
"37161",170,81,1716,737,"R"
"08049",89,63,825,539,"R"
"13141",168,91,1694,847,"D"
"08051",86,68,792,594,"D"
"39119",167,61,1683,517,"R"
"41017",44,38,330,264,"D"
"42087",181,56,1837,462,"R"
"45063",174,87,1760,803,"R"
"47123",163,82,1639,748,"R"
"42081",182,53,1848,429,"R"
"45055",176,85,1782,781,"R"
"48259",112,108,1078,1034,"R"
"29151",136,71,1342,627,"R"
"28135",142,90,1408,836,"D"
"54079",169,68,1705,594,"R"
"05107",140,89,1386,825,"D"
"55129",135,40,1331,286,"R"
"27095",129,39,1265,275,"R"
"05103",133,92,1309,858,"R"
"12031",175,102,1771,968,"R"
"01125",152,92,1518,858,"R"
"54011",168,68,1694,594,"R"
"54045",169,71,1705,627,"R"
"01119",150,95,1496,891,"D"
"01127",153,90,1529,836,"R"
"51155",173,73,1749,649,"R"
"31103",110,52,1056,418,"R"
"51163",177,69,1793,605,"R"
"51161",175,72,1771,638,"R"
"51195",167,74,1683,660,"R"
"56039",77,44,693,330,"D"
"35033",91,81,847,737,"D"
"46095",107,49,1023,385,"R"
"29047",127,68,1243,594,"R"
"46121",107,51,1023,407,"D"
"29147",126,63,1232,539,"R"
"48425",116,98,1122,924,"R"
"28143",142,87,1408,803,"D"
"12123",168,105,1694,1001,"R"
"53009",42,18,308,44,"D"
"54025",174,69,1760,605,"R"
"35007",92,78,858,704,"R"
"49001",65,67,561,583,"R"
"01019",158,88,1584,814,"R"
"39105",168,65,1694,561,"R"
"48365",128,98,1254,924,"R"
"31031",106,53,1012,429,"R"
"20027",118,67,1144,583,"R"
"01053",154,102,1540,968,"R"
"05113",128,89,1254,825,"R"
"34009",191,61,1947,517,"R"
"34023",191,55,1947,451,"D"
"37121",170,79,1716,715,"R"
"13311",165,85,1661,781,"R"
"13169",166,92,1672,858,"R"
"06051",46,64,352,550,"D"
"39029",171,58,1727,484,"R"
"27169",135,47,1331,363,"R"
"35025",95,95,891,891,"R"
"33017",199,40,2035,286,"D"
"21139",148,76,1474,682,"R"
"24031",184,60,1870,506,"D"
"39093",166,56,1672,462,"R"
"48347",127,101,1243,957,"R"
"51061",181,64,1837,550,"R"
"47041",157,80,1573,726,"R"
"06099",39,64,275,550,"R"
"40007",107,79,1023,715,"R"
"18131",152,59,1518,495,"R"
"48475",96,101,902,957,"R"
"51045",175,71,1771,627,"R"
"20007",113,77,1089,693,"R"
"48499",124,96,1210,902,"R"
"31117",106,58,1012,484,"R"
"19155",123,59,1199,495,"R"
"25001",203,46,2079,352,"D"
"48337",116,92,1122,858,"R"
"54023",177,64,1793,550,"R"
"47115",158,84,1584,770,"R"
"05023",136,84,1342,770,"R"
"27123",131,43,1287,319,"D"
"21105",146,78,1452,704,"R"
"26071",144,37,1430,253,"R"
"26133",155,46,1551,352,"R"
"48131",112,118,1078,1144,"R"
"41049",52,33,418,209,"R"
"08093",90,67,836,583,"R"
"22085",131,101,1287,957,"R"
"48349",120,99,1166,935,"R"
"53069",42,26,308,132,"R"
"23013",203,36,2079,242,"D"
"37125",179,80,1815,726,"R"
"48001",123,100,1199,946,"R"
"49027",66,64,572,550,"R"
"47019",169,77,1705,693,"R"
"41057",40,29,286,165,"R"
"30095",82,37,748,253,"R"
"56019",90,46,836,352,"R"
"36047",194,54,1980,440,"D"
"18125",151,70,1507,616,"R"
"51037",181,73,1837,649,"R"
"33005",195,43,1991,319,"D"
"16007",74,51,660,407,"R"
"27115",132,39,1298,275,"R"
"22045",137,108,1353,1034,"R"
"50021",192,41,1958,297,"D"
"29055",138,73,1364,649,"R"
"51159",186,67,1892,583,"R"
"41047",42,32,308,198,"R"
"53063",60,25,506,121,"R"
"22005",141,106,1397,1012,"R"
"21205",164,70,1650,616,"R"
"46071",104,49,990,385,"R"
"24035",187,62,1903,528,"R"
"32015",54,57,440,473,"R"
"05131",128,86,1254,792,"R"
"05019",132,90,1298,836,"R"
"29095",127,69,1243,605,"D"
"22061",134,96,1320,902,"R"
"42099",182,57,1848,473,"R"
"20091",125,69,1221,605,"D"
"29183",139,70,1375,616,"R"
"40089",126,90,1232,836,"R"
"31131",122,62,1188,528,"R"
"54057",178,62,1804,528,"R"
"18171",150,62,1496,528,"R"
"49007",75,63,671,539,"R"
"12087",179,126,1815,1232,"R"
"17149",139,66,1375,572,"R"
"08115",102,60,968,506,"R"
"53047",55,20,451,66,"R"
"37047",182,84,1848,770,"R"
"42101",189,57,1925,473,"D"
"56017",83,46,759,352,"R"
"13115",160,87,1606,803,"R"
"31145",107,64,1023,550,"R"
"55009",146,45,1452,341,"R"
"21045",159,74,1595,660,"R"
"21171",157,77,1573,693,"R"
"36037",177,47,1793,363,"R"
"47027",157,78,1573,704,"R"
"06047",39,66,275,572,"R"
"40071",118,78,1144,704,"R"
"13205",165,100,1661,946,"R"
"21155",158,73,1584,649,"R"
"42107",185,55,1881,451,"R"
"39145",165,67,1661,583,"R"
"13127",175,99,1771,935,"R"
"12057",174,113,1760,1089,"R"
"48249",114,118,1100,1144,"R"
"26147",164,50,1650,396,"R"
"19149",121,53,1177,429,"R"
"18173",151,72,1507,638,"R"
"55103",139,50,1375,396,"R"
"40125",119,86,1155,792,"R"
"30009",82,39,748,275,"R"
"13099",162,100,1628,946,"R"
"33011",197,43,2013,319,"D"
"48097",118,92,1144,858,"R"
"08083",80,74,726,660,"R"
"53015",44,27,330,143,"R"
"22069",132,100,1298,946,"R"
"21085",155,74,1551,660,"R"
"41053",40,32,286,198,"R"
"05133",128,91,1254,847,"R"
"47113",147,83,1463,759,"R"
"25011",195,45,1991,341,"D"
"29133",145,78,1441,704,"R"
"39021",162,62,1628,528,"R"
"06101",38,58,264,484,"R"
"55075",146,41,1452,297,"R"
"19139",138,58,1364,484,"R"
"55109",133,43,1309,319,"R"
"18147",152,72,1518,638,"R"
"42043",184,57,1870,473,"D"
"51105",166,76,1672,682,"R"
"37105",180,79,1826,715,"R"
"04017",72,82,638,748,"R"
"46137",105,43,1001,319,"R"
"16023",69,44,605,330,"R"
"16027",59,42,495,308,"R"
"13309",169,95,1705,891,"R"
"05057",130,92,1276,858,"R"
"05067",139,83,1375,759,"R"
"08067",82,74,748,660,"D"
"06039",43,67,319,583,"R"
"05017",139,93,1375,869,"D"
"37079",185,78,1881,704,"R"
"21033",149,76,1485,682,"R"
"40113",120,80,1166,726,"R"
"51041",184,70,1870,616,"D"
"54097",174,65,1760,561,"R"
"01083",153,86,1529,792,"R"
"12113",155,104,1551,990,"R"
"28059",149,105,1485,1001,"R"
"30061",67,29,583,165,"R"
"41043",42,34,308,220,"R"
"51590",178,75,1804,671,"D"
"37115",168,79,1694,715,"R"
"29163",138,67,1364,583,"R"
"01037",157,93,1573,869,"R"
"05135",137,81,1353,737,"R"
"41003",39,33,275,209,"D"
"29207",142,78,1408,704,"R"
"05033",128,84,1254,770,"R"
"31041",110,59,1056,495,"R"
"04012",59,86,495,792,"R"
"26093",160,51,1606,407,"R"
"48379",123,96,1199,902,"R"
"30069",86,32,792,198,"R"
"33009",196,38,2002,264,"D"
"27085",127,44,1243,330,"R"
"28113",142,102,1408,968,"R"
"35049",87,83,803,759,"D"
"20197",121,69,1177,605,"R"
"17055",146,73,1452,649,"R"
"48015",121,108,1177,1034,"R"
"51097",186,68,1892,594,"R"
"29073",137,71,1353,627,"R"
"51147",181,71,1837,627,"R"
"48039",124,111,1210,1067,"R"
"13013",165,88,1661,814,"R"
"08081",83,60,759,506,"R"
"08105",87,73,803,649,"R"
"06049",44,48,330,374,"R"
"48373",126,104,1232,990,"R"
"42059",173,61,1749,517,"R"
"54073",170,64,1716,550,"R"
"13027",168,101,1694,957,"R"
"30073",75,26,671,132,"R"
"32021",48,62,374,528,"R"
"53041",45,26,341,132,"R"
"50007",191,37,1947,253,"D"
"35055",89,78,825,704,"D"
"48453",115,107,1111,1023,"D"
"35043",85,81,781,737,"D"
"31083",111,64,1067,550,"R"
"08123",95,61,891,517,"R"
"13147",168,86,1694,792,"R"
"13259",162,96,1628,902,"D"
"13273",164,98,1650,924,"D"
"13163",170,91,1716,847,"R"
"30067",78,37,704,253,"R"
"28015",143,92,1419,858,"R"
"22093",141,107,1397,1023,"R"
"47035",160,80,1606,726,"R"
"26129",158,44,1584,330,"R"
"38011",100,38,946,264,"R"
"22091",141,104,1397,990,"D"
"20039",107,65,1023,561,"R"
"05009",132,81,1298,737,"R"
"36077",187,46,1903,352,"R"
"36001",190,46,1936,352,"D"
"23015",202,36,2068,242,"D"
"51650",188,71,1914,627,"D"
"40031",113,88,1089,814,"R"
"13321",166,99,1672,935,"R"
"48085",120,94,1166,880,"R"
"18091",151,57,1507,473,"R"
"40147",122,79,1188,715,"R"
"38023",101,26,957,132,"R"
"16075",59,41,495,297,"R"
"56013",83,49,759,385,"R"
"42049",172,52,1738,418,"R"
"27121",124,41,1210,297,"R"
"22025",137,101,1353,957,"R"
"37029",189,73,1925,649,"R"
"05005",135,81,1331,737,"R"
"08101",93,71,869,627,"R"
"37091",187,74,1903,660,"D"
"48405",129,102,1265,968,"R"
"37013",188,78,1914,704,"R"
"47001",162,79,1628,715,"R"
"51011",180,71,1826,627,"R"
"47119",153,82,1529,748,"R"
"40151",112,79,1078,715,"R"
"31155",120,59,1166,495,"R"
"01091",152,97,1518,913,"R"
"29063",127,65,1243,561,"R"
"51023",176,70,1782,616,"R"
"26111",158,47,1584,363,"R"
"36081",193,54,1969,440,"D"
"36085",192,54,1958,440,"R"
"05075",139,81,1375,737,"R"
"13241",166,84,1672,770,"R"
"48203",128,97,1254,913,"R"
"36091",190,44,1936,330,"D"
"55093",133,44,1309,330,"R"
"26097",155,37,1551,253,"R"
"18005",155,66,1551,572,"R"
"51013",184,63,1870,539,"D"
"27079",129,46,1265,352,"R"
"22123",138,95,1364,891,"R"
"55013",133,39,1309,275,"R"
"48423",125,97,1221,913,"R"
"47055",153,84,1529,770,"R"
"45089",179,88,1815,814,"D"
"48229",88,101,814,957,"R"
"51157",181,65,1837,561,"R"
"40077",125,87,1221,803,"R"
"22125",139,104,1375,990,"R"
"37103",186,80,1892,726,"R"
"51127",184,68,1870,594,"R"
"37183",181,78,1837,704,"D"
"28141",149,87,1485,803,"R"
"13285",161,93,1617,869,"R"
"48103",98,101,924,957,"R"
"19049",128,57,1254,473,"R"
"37127",184,76,1870,682,"R"
"27007",125,31,1221,187,"R"
"51015",178,67,1804,583,"R"
"51071",174,72,1760,638,"R"
"12095",177,110,1793,1056,"D"
"30053",66,23,572,99,"R"
"51051",168,74,1694,660,"R"
"39153",168,56,1694,462,"D"
"08057",89,60,825,506,"R"
"22047",139,106,1375,1012,"R"
"48241",129,105,1265,1001,"R"
"47087",157,79,1573,715,"R"
"37171",174,76,1760,682,"R"
"08025",96,71,902,627,"R"
"21191",160,68,1606,594,"R"
"20209",126,69,1232,605,"D"
"56043",86,46,792,352,"R"
"32031",47,52,363,418,"D"
