"rank","cum_land","cum_votes","cum_counties","winner"
674,42.0574,1.8331,21.679,"R"
675,42.1176,1.8406,21.7112,"R"
676,42.1667,1.8467,21.7433,"R"
677,42.1916,1.8498,21.7755,"D"
678,42.2081,1.8519,21.8077,"R"
679,42.2277,1.8544,21.8398,"R"
680,42.2495,1.8571,21.872,"R"
681,42.2664,1.8592,21.9041,"R"
682,42.2927,1.8626,21.9363,"R"
683,42.3162,1.8655,21.9685,"R"
684,42.3299,1.8673,22.0006,"D"
685,42.3572,1.8707,22.0328,"R"
686,42.3822,1.8739,22.065,"R"
687,42.3993,1.8761,22.0971,"R"
688,42.4204,1.8788,22.1293,"D"
689,42.4439,1.8818,22.1615,"R"
690,42.4747,1.8858,22.1936,"R"
691,42.4985,1.8889,22.2258,"R"
692,42.5233,1.8921,22.258,"R"
693,42.5399,1.8943,22.2901,"R"
694,42.565,1.8975,22.3223,"R"
695,42.5869,1.9004,22.3545,"R"
696,42.6669,1.9109,22.3866,"D"
697,42.6862,1.9134,22.4188,"R"
698,42.7115,1.9168,22.4509,"R"
699,42.7572,1.9228,22.4831,"R"
700,42.7656,1.9239,22.5153,"R"
701,42.7771,1.9254,22.5474,"R"
702,42.846,1.9346,22.5796,"R"
703,42.8775,1.9388,22.6118,"R"
704,42.8987,1.9417,22.6439,"R"
705,42.9171,1.9441,22.6761,"R"
706,42.9598,1.9499,22.7083,"R"
707,42.9778,1.9523,22.7404,"R"
708,42.9968,1.9549,22.7726,"R"
709,43.0143,1.9572,22.8048,"R"
710,43.101,1.9689,22.8369,"R"
711,43.1155,1.9709,22.8691,"D"
712,43.1472,1.9752,22.9013,"R"
713,43.1729,1.9787,22.9334,"R"
714,43.2153,1.9845,22.9656,"R"
715,43.2786,1.9931,22.9977,"R"
716,43.3132,1.9978,23.0299,"R"
717,43.3348,2.0008,23.0621,"R"
718,43.3528,2.0033,23.0942,"R"
719,43.3761,2.0065,23.1264,"D"
720,43.3954,2.0091,23.1586,"R"
721,43.4141,2.0117,23.1907,"R"
722,43.4428,2.0156,23.2229,"R"
723,43.4573,2.0176,23.2551,"R"
724,43.5276,2.0274,23.2872,"R"
725,43.6604,2.0459,23.3194,"R"
726,43.6812,2.0488,23.3516,"R"
727,43.7003,2.0514,23.3837,"R"
728,43.7206,2.0543,23.4159,"R"
729,43.7356,2.0564,23.4481,"R"
730,43.7521,2.0587,23.4802,"D"
731,43.7882,2.0638,23.5124,"R"
732,43.8143,2.0675,23.5445,"R"
733,43.8452,2.0719,23.5767,"R"
734,43.9138,2.0816,23.6089,"R"
735,43.957,2.0877,23.641,"R"
736,43.9708,2.0897,23.6732,"D"
737,43.9881,2.0922,23.7054,"R"
738,44.0075,2.0949,23.7375,"R"
739,44.0303,2.0982,23.7697,"R"
740,44.0398,2.0995,23.8019,"D"
741,44.0464,2.1005,23.834,"D"
742,44.1209,2.1112,23.8662,"D"
743,44.1373,2.1135,23.8984,"R"
744,44.1616,2.117,23.9305,"R"
745,44.1782,2.1194,23.9627,"R"
746,44.2154,2.1247,23.9949,"R"
747,44.2368,2.1278,24.027,"R"
748,44.2868,2.1351,24.0592,"D"
749,44.3172,2.1395,24.0913,"R"
750,44.3486,2.144,24.1235,"R"
751,44.3669,2.1467,24.1557,"D"
752,44.4042,2.1521,24.1878,"R"
753,44.4355,2.1566,24.22,"R"
754,44.4553,2.1595,24.2522,"R"
755,44.4605,2.1603,24.2843,"R"
756,44.4885,2.1644,24.3165,"R"
757,44.5301,2.1706,24.3487,"R"
758,44.5582,2.1747,24.3808,"R"
759,44.5798,2.1779,24.413,"R"
760,44.6073,2.182,24.4452,"R"
761,44.6328,2.1858,24.4773,"R"
762,44.6585,2.1897,24.5095,"R"
763,44.7252,2.1997,24.5417,"R"
764,44.7352,2.2012,24.5738,"R"
765,44.757,2.2044,24.606,"D"
766,44.768,2.2061,24.6381,"R"
767,44.7984,2.2107,24.6703,"R"
768,44.8177,2.2136,24.7025,"R"
769,44.842,2.2172,24.7346,"R"
770,44.8864,2.2239,24.7668,"R"
771,44.923,2.2295,24.799,"R"
772,44.9399,2.2321,24.8311,"R"
773,44.9597,2.2351,24.8633,"R"
774,44.9855,2.239,24.8955,"R"
775,45.0097,2.2427,24.9276,"D"
776,45.0201,2.2443,24.9598,"R"
777,45.0438,2.2479,24.992,"R"
778,45.0679,2.2516,25.0241,"R"
779,45.1217,2.2599,25.0563,"R"
780,45.1464,2.2637,25.0885,"R"
781,45.1655,2.2667,25.1206,"R"
782,45.179,2.2688,25.1528,"R"
783,45.1999,2.2721,25.1849,"R"
784,45.2332,2.2773,25.2171,"R"
785,45.2552,2.2807,25.2493,"R"
786,45.2738,2.2837,25.2814,"R"
787,45.2918,2.2865,25.3136,"R"
788,45.3104,2.2895,25.3458,"R"
789,45.3545,2.2965,25.3779,"R"
790,45.3858,2.3015,25.4101,"R"
791,45.4117,2.3056,25.4423,"R"
792,45.4291,2.3083,25.4744,"R"
793,45.4432,2.3106,25.5066,"D"
794,45.4678,2.3146,25.5388,"R"
795,45.4891,2.318,25.5709,"R"
796,45.5043,2.3204,25.6031,"R"
797,45.5234,2.3235,25.6353,"R"
798,45.9744,2.3959,25.6674,"R"
799,45.9882,2.3981,25.6996,"R"
800,46.0997,2.4161,25.7317,"R"
801,46.1194,2.4193,25.7639,"R"
802,46.1537,2.4249,25.7961,"R"
803,46.1738,2.4281,25.8282,"R"
804,46.2104,2.4341,25.8604,"R"
805,46.225,2.4365,25.8926,"R"
806,46.2801,2.4455,25.9247,"R"
807,46.3106,2.4505,25.9569,"R"
808,46.3469,2.4564,25.9891,"R"
809,46.3617,2.4588,26.0212,"R"
810,46.397,2.4647,26.0534,"D"
811,46.4166,2.4679,26.0856,"R"
812,46.4358,2.471,26.1177,"R"
813,46.444,2.4724,26.1499,"R"
814,46.4579,2.4747,26.1821,"R"
815,46.4745,2.4774,26.2142,"R"
816,46.4887,2.4798,26.2464,"R"
817,46.5216,2.4852,26.2785,"R"
818,46.5435,2.4889,26.3107,"R"
819,46.5743,2.494,26.3429,"R"
820,46.6394,2.505,26.375,"R"
821,46.6527,2.5072,26.4072,"D"
822,46.682,2.5121,26.4394,"R"
823,46.701,2.5154,26.4715,"R"
824,46.7318,2.5206,26.5037,"R"
825,46.7717,2.5274,26.5359,"R"
826,46.8143,2.5347,26.568,"R"
827,46.8308,2.5375,26.6002,"R"
828,46.8504,2.5409,26.6324,"R"
829,46.8675,2.5438,26.6645,"R"
830,46.9672,2.5609,26.6967,"R"
831,46.9928,2.5653,26.7289,"D"
832,47.0081,2.568,26.761,"R"
833,47.0274,2.5713,26.7932,"R"
834,47.0402,2.5735,26.8253,"R"
835,47.0684,2.5784,26.8575,"R"
836,47.1415,2.591,26.8897,"D"
837,47.1696,2.5959,26.9218,"R"
838,47.1971,2.6007,26.954,"R"
839,47.2087,2.6027,26.9862,"R"
840,47.2228,2.6052,27.0183,"R"
841,47.2418,2.6085,27.0505,"R"
842,47.2727,2.6139,27.0827,"R"
843,47.286,2.6162,27.1148,"R"
844,47.2989,2.6184,27.147,"R"
845,47.3302,2.6239,27.1792,"R"
846,47.3461,2.6267,27.2113,"D"
847,47.364,2.6299,27.2435,"R"
848,47.44,2.6432,27.2757,"R"
849,47.4709,2.6487,27.3078,"R"
850,47.4951,2.653,27.34,"R"
851,47.5142,2.6563,27.3721,"R"
852,47.5292,2.659,27.4043,"R"
853,47.5472,2.6622,27.4365,"R"
854,47.5568,2.6639,27.4686,"D"
855,47.5751,2.6671,27.5008,"R"
856,47.5859,2.6691,27.533,"R"
857,47.6067,2.6728,27.5651,"R"
858,47.6407,2.6788,27.5973,"R"
859,47.662,2.6826,27.6295,"R"
860,47.6836,2.6865,27.6616,"R"
861,47.7093,2.6911,27.6938,"R"
862,47.7234,2.6937,27.726,"R"
863,47.7481,2.6981,27.7581,"R"
864,47.7782,2.7035,27.7903,"R"
865,47.803,2.708,27.8225,"R"
866,47.8245,2.7118,27.8546,"D"
867,47.8312,2.7131,27.8868,"R"
868,47.8427,2.7151,27.9189,"R"
869,47.9515,2.7349,27.9511,"R"
870,47.9812,2.7404,27.9833,"R"
871,48.0067,2.745,28.0154,"R"
872,48.0267,2.7486,28.0476,"R"
873,48.0461,2.7522,28.0798,"R"
874,48.2328,2.7864,28.1119,"R"
875,48.4429,2.8248,28.1441,"R"
876,48.4526,2.8266,28.1763,"R"
877,48.4658,2.829,28.2084,"R"
878,48.5342,2.8416,28.2406,"R"
879,48.5453,2.8436,28.2728,"R"
880,48.56,2.8463,28.3049,"R"
881,48.5889,2.8517,28.3371,"R"
882,48.6026,2.8542,28.3693,"R"
883,48.6225,2.8579,28.4014,"R"
884,48.6372,2.8606,28.4336,"R"
885,48.6662,2.866,28.4657,"R"
886,48.7009,2.8724,28.4979,"R"
887,48.7183,2.8757,28.5301,"R"
888,48.779,2.8869,28.5622,"R"
889,48.8143,2.8935,28.5944,"R"
890,48.8222,2.895,28.6266,"R"
891,48.836,2.8976,28.6587,"R"
892,48.9068,2.9108,28.6909,"R"
893,48.9487,2.9187,28.7231,"R"
894,48.9583,2.9204,28.7552,"R"
895,48.9731,2.9232,28.7874,"R"
896,49.0043,2.9291,28.8196,"R"
897,49.0375,2.9354,28.8517,"R"
898,49.0597,2.9396,28.8839,"R"
899,49.0794,2.9433,28.9161,"R"
900,49.1065,2.9484,28.9482,"R"
901,49.1463,2.956,28.9804,"R"
902,49.1668,2.9599,29.0125,"R"
903,49.1862,2.9635,29.0447,"R"
904,49.271,2.9797,29.0769,"R"
905,49.3289,2.9907,29.109,"R"
906,49.3407,2.9929,29.1412,"R"
907,49.3678,2.9981,29.1734,"R"
908,49.3802,3.0005,29.2055,"R"
909,49.3923,3.0028,29.2377,"R"
910,49.4254,3.0092,29.2699,"R"
911,49.5156,3.0266,29.302,"R"
912,49.5439,3.032,29.3342,"R"
913,49.5737,3.0378,29.3664,"R"
914,49.5946,3.0418,29.3985,"R"
915,49.6112,3.045,29.4307,"D"
916,49.6418,3.051,29.4628,"R"
917,49.6546,3.0535,29.495,"D"
918,49.6766,3.0578,29.5272,"R"
919,49.6962,3.0616,29.5593,"R"
920,49.7143,3.0651,29.5915,"R"
921,49.7371,3.0696,29.6237,"R"
922,49.7519,3.0725,29.6558,"R"
923,49.7817,3.0783,29.688,"R"
924,49.8814,3.0979,29.7202,"D"
925,49.9148,3.1045,29.7523,"R"
926,49.9309,3.1076,29.7845,"R"
927,49.9509,3.1116,29.8167,"R"
928,49.9753,3.1164,29.8488,"R"
929,49.9937,3.12,29.881,"R"
930,50.0152,3.1243,29.9132,"R"
931,50.0583,3.1328,29.9453,"R"
932,50.0924,3.1396,29.9775,"R"
933,50.1009,3.1413,30.0096,"R"
934,50.1207,3.1452,30.0418,"R"
935,50.1353,3.1481,30.074,"R"
936,50.151,3.1513,30.1061,"R"
937,50.177,3.1564,30.1383,"R"
938,50.1942,3.1599,30.1705,"R"
939,50.2109,3.1632,30.2026,"R"
940,50.2542,3.1719,30.2348,"R"
941,50.2839,3.1778,30.267,"R"
942,50.3032,3.1817,30.2991,"R"
943,50.3288,3.1868,30.3313,"R"
944,50.3863,3.1983,30.3635,"R"
945,50.4053,3.2022,30.3956,"R"
946,50.414,3.2039,30.4278,"R"
947,50.4234,3.2058,30.46,"R"
948,50.4547,3.2121,30.4921,"R"
949,50.4633,3.2138,30.5243,"R"
950,50.4703,3.2152,30.5564,"R"
951,50.5028,3.2218,30.5886,"R"
952,50.5236,3.226,30.6208,"R"
953,50.5485,3.2311,30.6529,"R"
954,50.568,3.235,30.6851,"R"
955,50.6014,3.2419,30.7173,"R"
956,50.6242,3.2466,30.7494,"R"
957,50.6399,3.2498,30.7816,"R"
958,50.6611,3.2541,30.8138,"R"
959,50.6851,3.259,30.8459,"R"
960,50.6978,3.2617,30.8781,"R"
961,50.7202,3.2663,30.9103,"R"
962,50.7338,3.2691,30.9424,"R"
963,50.7573,3.2739,30.9746,"R"
964,50.7779,3.2782,31.0068,"R"
965,50.7911,3.2809,31.0389,"R"
966,50.8057,3.2839,31.0711,"R"
967,50.8344,3.2899,31.1032,"R"
968,50.8648,3.2962,31.1354,"R"
969,50.9124,3.3061,31.1676,"R"
970,50.9291,3.3095,31.1997,"R"
971,50.9532,3.3145,31.2319,"R"
972,50.9728,3.3186,31.2641,"R"
973,51.0335,3.3313,31.2962,"D"
974,51.0554,3.3358,31.3284,"R"
975,51.0689,3.3387,31.3606,"R"
976,51.1876,3.3635,31.3927,"D"
977,51.1936,3.3647,31.4249,"R"
978,51.2075,3.3676,31.4571,"R"
979,51.2355,3.3735,31.4892,"R"
980,51.2561,3.3778,31.5214,"R"
981,51.2889,3.3847,31.5536,"R"
982,51.3515,3.3979,31.5857,"R"
983,51.3652,3.4008,31.6179,"R"
984,51.3849,3.405,31.65,"R"
985,51.4008,3.4083,31.6822,"R"
986,51.4176,3.4119,31.7144,"R"
987,51.4438,3.4174,31.7465,"R"
988,51.4782,3.4247,31.7787,"R"
989,51.4982,3.429,31.8109,"R"
990,51.5182,3.4332,31.843,"R"
991,51.5261,3.4349,31.8752,"R"
992,51.5495,3.4398,31.9074,"R"
993,51.5733,3.4449,31.9395,"R"
994,51.5885,3.4481,31.9717,"R"
995,51.603,3.4512,32.0039,"R"
996,51.6326,3.4575,32.036,"R"
997,51.6678,3.465,32.0682,"R"
998,51.6841,3.4685,32.1004,"R"
999,51.7025,3.4724,32.1325,"R"
1000,51.7194,3.4761,32.1647,"R"
1001,51.7422,3.4809,32.1968,"R"
1002,51.7927,3.4918,32.229,"R"
1003,51.8048,3.4944,32.2612,"R"
1004,51.8284,3.4994,32.2933,"R"
1005,51.8583,3.5059,32.3255,"R"
1006,51.9421,3.524,32.3577,"R"
1007,51.9568,3.5271,32.3898,"R"
1008,51.9742,3.5309,32.422,"R"
1009,52.052,3.5477,32.4542,"R"
1010,52.077,3.5531,32.4863,"R"
1011,52.1222,3.5629,32.5185,"R"
1012,52.1403,3.5668,32.5507,"R"
1013,52.1607,3.5713,32.5828,"R"
1014,52.1882,3.5772,32.615,"R"
1015,52.1985,3.5795,32.6472,"R"
1016,52.2148,3.583,32.6793,"R"
1017,52.2907,3.5996,32.7115,"R"
1018,52.3113,3.6041,32.7436,"R"
1019,52.3381,3.61,32.7758,"R"
1020,52.3617,3.6151,32.808,"R"
1021,52.3853,3.6203,32.8401,"D"
1022,52.4071,3.6251,32.8723,"D"
1023,52.4399,3.6323,32.9045,"D"
1024,52.4591,3.6365,32.9366,"R"
1025,52.468,3.6384,32.9688,"R"
1026,52.5296,3.652,33.001,"R"
1027,52.5512,3.6567,33.0331,"R"
1028,52.5654,3.6599,33.0653,"R"
1029,52.5953,3.6665,33.0975,"R"
1030,52.6157,3.671,33.1296,"R"
1031,52.6324,3.6746,33.1618,"R"
1032,52.6653,3.6819,33.194,"R"
1033,52.6893,3.6872,33.2261,"R"
1034,52.6927,3.688,33.2583,"R"
1035,52.7185,3.6937,33.2904,"R"
1036,52.7427,3.6991,33.3226,"R"
1037,52.7668,3.7045,33.3548,"R"
1038,52.7758,3.7065,33.3869,"R"
1039,52.7917,3.71,33.4191,"R"
1040,52.8156,3.7154,33.4513,"R"
1041,52.8317,3.719,33.4834,"R"
1042,52.8464,3.7223,33.5156,"R"
1043,52.8649,3.7265,33.5478,"R"
1044,52.8816,3.7302,33.5799,"R"
1045,52.9207,3.7391,33.6121,"R"
1046,52.9455,3.7446,33.6443,"R"
1047,52.9638,3.7488,33.6764,"R"
1048,53.0165,3.7607,33.7086,"R"
1049,53.0392,3.7658,33.7408,"R"
1050,53.0621,3.771,33.7729,"R"
1051,53.0677,3.7723,33.8051,"R"
1052,53.0725,3.7734,33.8372,"R"
1053,53.1028,3.7802,33.8694,"R"
1054,53.1222,3.7846,33.9016,"R"
1055,53.1759,3.7968,33.9337,"R"
1056,53.2052,3.8035,33.9659,"R"
1057,53.2188,3.8066,33.9981,"D"
1058,53.2397,3.8113,34.0302,"R"
1059,53.2702,3.8183,34.0624,"R"
1060,53.2946,3.8239,34.0946,"R"
1061,53.3103,3.8275,34.1267,"R"
1062,53.3267,3.8312,34.1589,"R"
1063,53.4437,3.858,34.1911,"R"
1064,53.4815,3.8667,34.2232,"R"
1065,53.6518,3.9058,34.2554,"R"
1066,53.6996,3.9167,34.2876,"R"
1067,53.7139,3.92,34.3197,"R"
1068,53.7338,3.9246,34.3519,"R"
1069,53.7462,3.9275,34.384,"R"
1070,53.7842,3.9362,34.4162,"R"
1071,53.791,3.9378,34.4484,"R"
1072,53.8139,3.943,34.4805,"R"
1073,53.8435,3.9499,34.5127,"D"
1074,53.8732,3.9567,34.5449,"R"
1075,53.9156,3.9665,34.577,"R"
1076,53.9471,3.9738,34.6092,"R"
1077,53.9563,3.976,34.6414,"R"
1078,53.9803,3.9815,34.6735,"R"
1079,53.9995,3.986,34.7057,"R"
1080,54.0547,3.9988,34.7379,"R"
1081,54.081,4.0049,34.77,"R"
1082,54.0944,4.008,34.8022,"R"
1083,54.1159,4.0131,34.8344,"R"
1084,54.1351,4.0176,34.8665,"R"
1085,54.1545,4.0221,34.8987,"R"
1086,54.1687,4.0255,34.9308,"R"
1087,54.2136,4.036,34.963,"R"
1088,54.2341,4.0408,34.9952,"R"
1089,54.2711,4.0495,35.0273,"R"
1090,54.2929,4.0547,35.0595,"R"
1091,54.465,4.0953,35.0917,"R"
1092,54.4809,4.099,35.1238,"R"
1093,54.4996,4.1034,35.156,"D"
1094,54.5805,4.1227,35.1882,"R"
1095,54.5964,4.1264,35.2203,"R"
1096,54.6134,4.1305,35.2525,"R"
1097,54.6254,4.1334,35.2847,"R"
1098,54.651,4.1394,35.3168,"R"
1099,54.6589,4.1413,35.349,"R"
1100,54.7022,4.1517,35.3812,"R"
1101,54.8887,4.1963,35.4133,"R"
1102,54.9016,4.1994,35.4455,"R"
1103,54.9201,4.2038,35.4776,"R"
1104,54.9554,4.2123,35.5098,"R"
1105,54.9675,4.2152,35.542,"R"
1106,54.9856,4.2196,35.5741,"D"
1107,55.0265,4.2295,35.6063,"R"
1108,55.0423,4.2333,35.6385,"R"
1109,55.0692,4.2399,35.6706,"R"
1110,55.0886,4.2446,35.7028,"R"
1111,55.1097,4.2497,35.735,"R"
1112,55.1311,4.2549,35.7671,"R"
1113,55.158,4.2615,35.7993,"R"
1114,55.1773,4.2662,35.8315,"R"
1115,55.1964,4.2709,35.8636,"R"
1116,55.2125,4.2749,35.8958,"R"
1117,55.2338,4.2801,35.928,"R"
1118,55.2603,4.2866,35.9601,"R"
1119,55.2738,4.2899,35.9923,"R"
1120,55.4151,4.3247,36.0244,"R"
1121,55.4222,4.3264,36.0566,"R"
1122,55.4427,4.3315,36.0888,"R"
1123,55.4715,4.3386,36.1209,"R"
1124,55.5466,4.3571,36.1531,"R"
1125,55.5682,4.3625,36.1853,"R"
1126,55.5804,4.3655,36.2174,"R"
1127,55.5939,4.3689,36.2496,"R"
1128,55.6145,4.374,36.2818,"D"
1129,55.6325,4.3785,36.3139,"R"
1130,55.64,4.3804,36.3461,"R"
1131,55.6568,4.3846,36.3783,"R"
1132,55.6682,4.3874,36.4104,"D"
1133,55.6876,4.3923,36.4426,"R"
1134,55.7078,4.3974,36.4748,"R"
1135,55.7272,4.4023,36.5069,"R"
1136,55.7474,4.4075,36.5391,"R"
1137,55.7669,4.4124,36.5712,"R"
1138,55.7947,4.4195,36.6034,"R"
1139,55.8022,4.4214,36.6356,"R"
1140,55.8169,4.4251,36.6677,"R"
1141,55.8406,4.4311,36.6999,"D"
1142,55.8629,4.4368,36.7321,"R"
1143,55.8859,4.4427,36.7642,"R"
1144,55.9095,4.4487,36.7964,"R"
1145,55.9233,4.4522,36.8286,"D"
1146,56.014,4.4754,36.8607,"R"
1147,56.0242,4.478,36.8929,"R"
1148,56.0349,4.4808,36.9251,"R"
1149,56.0527,4.4854,36.9572,"R"
1150,56.0736,4.4907,36.9894,"R"
1151,56.1346,4.5064,37.0216,"D"
1152,56.1506,4.5105,37.0537,"R"
1153,56.1753,4.5169,37.0859,"R"
1154,56.1917,4.5212,37.118,"R"
1155,56.213,4.5266,37.1502,"R"
1156,56.2372,4.5329,37.1824,"R"
1157,56.2667,4.5405,37.2145,"R"
1158,56.2857,4.5454,37.2467,"R"
1159,56.3299,4.5569,37.2789,"R"
1160,56.3511,4.5624,37.311,"R"
1161,56.3791,4.5697,37.3432,"R"
1162,56.4205,4.5805,37.3754,"R"
1163,56.4462,4.5872,37.4075,"R"
1164,56.4559,4.5897,37.4397,"R"
1165,56.4698,4.5933,37.4719,"D"
1166,56.4922,4.5992,37.504,"R"
1167,56.5105,4.604,37.5362,"R"
1168,56.5314,4.6095,37.5683,"R"
1169,56.5495,4.6143,37.6005,"R"
1170,56.6408,4.6383,37.6327,"R"
1171,56.6535,4.6417,37.6648,"R"
1172,56.6731,4.6468,37.697,"R"
1173,56.6877,4.6507,37.7292,"R"
1174,56.7148,4.6579,37.7613,"R"
1175,56.7338,4.6629,37.7935,"R"
1176,56.7729,4.6732,37.8257,"R"
1177,56.8362,4.69,37.8578,"D"
1178,56.8632,4.6972,37.89,"R"
1179,56.8824,4.7022,37.9222,"D"
1180,56.902,4.7075,37.9543,"R"
1181,56.9084,4.7092,37.9865,"R"
1182,56.9289,4.7147,38.0187,"R"
1183,56.9417,4.7181,38.0508,"R"
1184,56.9631,4.7238,38.083,"R"
1185,56.9775,4.7277,38.1151,"R"
1186,56.9915,4.7315,38.1473,"R"
1187,57.0001,4.7338,38.1795,"R"
1188,57.0682,4.7522,38.2116,"R"
1189,57.0821,4.7559,38.2438,"D"
1190,57.1163,4.7652,38.276,"D"
1191,57.1299,4.7689,38.3081,"R"
1192,57.144,4.7727,38.3403,"R"
1193,57.1658,4.7786,38.3725,"R"
1194,57.1786,4.782,38.4046,"R"
1195,57.2109,4.7908,38.4368,"R"
1196,57.243,4.7995,38.469,"R"
1197,57.266,4.8058,38.5011,"R"
1198,57.3648,4.8327,38.5333,"R"
1199,57.3874,4.8388,38.5655,"R"
1200,57.402,4.8428,38.5976,"R"
1201,57.4231,4.8485,38.6298,"R"
1202,57.4374,4.8525,38.6619,"R"
1203,57.4544,4.8571,38.6941,"R"
1204,57.4914,4.8672,38.7263,"R"
1205,57.5188,4.8748,38.7584,"R"
1206,57.548,4.8828,38.7906,"R"
1207,57.5647,4.8874,38.8228,"R"
1208,57.5878,4.8937,38.8549,"R"
1209,57.6101,4.8998,38.8871,"R"
1210,57.6303,4.9054,38.9193,"R"
1211,57.6481,4.9103,38.9514,"R"
1212,57.6854,4.9207,38.9836,"R"
1213,57.7053,4.9262,39.0158,"R"
1214,57.7212,4.9306,39.0479,"R"
1215,57.7367,4.9349,39.0801,"R"
1216,57.7687,4.9438,39.1123,"R"
1217,57.7884,4.9493,39.1444,"R"
1218,57.8054,4.954,39.1766,"R"
1219,57.8187,4.9577,39.2087,"D"
1220,57.8309,4.9612,39.2409,"R"
1221,57.8461,4.9654,39.2731,"D"
1222,57.8774,4.9742,39.3052,"R"
1223,57.9119,4.9839,39.3374,"R"
1224,57.9219,4.9868,39.3696,"D"
1225,57.9364,4.9908,39.4017,"R"
1226,57.968,4.9998,39.4339,"R"
1227,57.9931,5.0069,39.4661,"R"
1228,58.012,5.0122,39.4982,"D"
1229,58.0177,5.0138,39.5304,"R"
1230,58.0367,5.0192,39.5626,"R"
1231,58.0566,5.0249,39.5947,"R"
1232,58.0679,5.0281,39.6269,"R"
1233,58.0846,5.0328,39.6591,"R"
1234,58.0921,5.035,39.6912,"R"
1235,58.1273,5.045,39.7234,"R"
1236,58.1465,5.0505,39.7555,"R"
1237,58.1616,5.0549,39.7877,"R"
1238,58.1752,5.0588,39.8199,"R"
1239,58.2057,5.0675,39.852,"R"
1240,58.2502,5.0803,39.8842,"R"
1241,58.2712,5.0864,39.9164,"R"
1242,58.2866,5.0908,39.9485,"R"
1243,58.3048,5.0961,39.9807,"R"
1244,58.3364,5.1052,40.0129,"R"
1245,58.3556,5.1108,40.045,"R"
1246,58.3818,5.1184,40.0772,"R"
1247,58.4059,5.1254,40.1094,"R"
1248,58.4193,5.1293,40.1415,"D"
1249,58.4362,5.1342,40.1737,"R"
1250,58.4775,5.1463,40.2059,"R"
1251,58.5009,5.1532,40.238,"R"
1252,58.5169,5.1579,40.2702,"R"
1253,58.5358,5.1634,40.3023,"R"
1254,58.5527,5.1684,40.3345,"R"
1255,58.5844,5.1777,40.3667,"R"
1256,58.6211,5.1885,40.3988,"R"
1257,58.6398,5.194,40.431,"R"
1258,58.6536,5.198,40.4632,"R"
1259,58.6852,5.2074,40.4953,"D"
1260,58.7108,5.215,40.5275,"R"
1261,58.7347,5.222,40.5597,"R"
1262,58.7745,5.2339,40.5918,"R"
1263,58.792,5.2391,40.624,"R"
1264,58.8213,5.2478,40.6562,"R"
1265,58.8432,5.2544,40.6883,"R"
1266,58.8719,5.2629,40.7205,"R"
1267,58.9137,5.2755,40.7527,"D"
1268,58.9308,5.2806,40.7848,"R"
1269,58.9443,5.2846,40.817,"R"
1270,58.9623,5.29,40.8491,"R"
1271,58.9926,5.2992,40.8813,"R"
1272,59.0285,5.31,40.9135,"R"
1273,59.0468,5.3155,40.9456,"R"
1274,59.0586,5.3191,40.9778,"R"
1275,59.0777,5.3248,41.01,"R"
1276,59.1013,5.332,41.0421,"R"
1277,59.1144,5.336,41.0743,"R"
1278,59.1497,5.3467,41.1065,"R"
1279,59.1564,5.3488,41.1386,"R"
1280,59.1752,5.3545,41.1708,"R"
1281,59.1892,5.3588,41.203,"R"
1282,59.1998,5.362,41.2351,"R"
1283,59.2196,5.3681,41.2673,"R"
1284,59.2397,5.3742,41.2995,"D"
1285,59.2492,5.3771,41.3316,"R"
1286,59.2812,5.3869,41.3638,"R"
1287,59.3096,5.3957,41.3959,"R"
1288,59.3337,5.403,41.4281,"R"
1289,59.4246,5.4309,41.4603,"R"
1290,59.4439,5.4368,41.4924,"R"
1291,59.4735,5.4459,41.5246,"R"
1292,59.5067,5.4561,41.5568,"D"
1293,59.5147,5.4586,41.5889,"R"
1294,59.5297,5.4632,41.6211,"R"
1295,59.5375,5.4656,41.6533,"R"
1296,59.5533,5.4705,41.6854,"R"
1297,59.5703,5.4758,41.7176,"R"
1298,59.5897,5.4818,41.7498,"R"
1299,59.5965,5.4839,41.7819,"R"
1300,59.6077,5.4874,41.8141,"R"
1301,59.6369,5.4964,41.8463,"R"
1302,59.6673,5.5059,41.8784,"R"
1303,59.6864,5.5119,41.9106,"R"
1304,59.7352,5.5271,41.9427,"R"
1305,59.7674,5.5371,41.9749,"R"
1306,59.787,5.5432,42.0071,"R"
1307,59.8007,5.5475,42.0392,"R"
1308,59.811,5.5507,42.0714,"R"
1309,59.828,5.556,42.1036,"R"
1310,59.8849,5.5739,42.1357,"D"
1311,59.8999,5.5786,42.1679,"R"
1312,59.9125,5.5826,42.2001,"R"
1313,59.9273,5.5872,42.2322,"R"
1314,59.9505,5.5945,42.2644,"D"
1315,59.9707,5.6009,42.2966,"R"
1316,59.9913,5.6074,42.3287,"R"
1317,60.0111,5.6136,42.3609,"R"
1318,60.0252,5.6181,42.3931,"R"
1319,60.0469,5.6249,42.4252,"R"
1320,60.0568,5.628,42.4574,"R"
1321,60.0704,5.6323,42.4895,"R"
1322,60.1223,5.6487,42.5217,"R"
1323,60.1336,5.6523,42.5539,"R"
1324,60.1512,5.6579,42.586,"R"
1325,60.1705,5.664,42.6182,"R"
1326,60.1908,5.6705,42.6504,"R"
1327,60.1992,5.6731,42.6825,"R"
1328,60.218,5.6791,42.7147,"R"
1329,60.2882,5.7016,42.7469,"R"
1330,60.3054,5.7071,42.779,"R"
1331,60.3732,5.7287,42.8112,"R"
