"sid","cid","side","amount"
"C00659219","P00009423","O",49338.45
"C00866731","S6OH00163","S",49244
"C00030718","H4IL07037","S",49140.57
"C00418897","P80001571","O",49059.56
"C00875450","H0NY02234","S",49007.19
"C00528554","S4AZ00139","O",48798.67
"C00528554","S8NV00156","O",48756.41
"C00053553","S2NV00308","S",48596.29
"C00844530","H0NC03149","S",48339.25
"C00864173","H0VA05160","O",48253.77
"C00011114","H0CA48198","O",48187.57
"C90018227","H0CA48198","O",48140.17
"C00532630","H4CO03357","O",48000
"C00631903","P80001571","O",48000
"C00752576","P00009423","S",47997.76
"C00871368","H2MN08152","S",47856.29
"C00891135","H2IA03119","O",47827.7
"C90020116","S4MD00327","S",47801.98
"C00817122","H4TX23120","S",47682.82
"C00574749","H4IN05179","O",47500
"C00834077","P80001571","O",47500
"C00556274","P00009423","S",47475.57
"C00891135","H8IA02043","O",47203.41
"C00521013","P80001571","O",47024.41
"C00761064","P80001571","O",47001.4
"C00762658","P00009423","O",46850.37
"C00851410","S4OH00192","S",46658.5
"C00010421","S4OH00192","S",46550
"C00687103","H2NM02191","O",46381.04
"C00620971","H6NV04020","S",46368.66
"C90010620","P80001571","O",46368
"C00891135","H4NC01137","O",46347.87
"C00891135","H8NC13075","S",46347.87
"C00854869","S4CA00639","O",46210.1
"C00835959","H8NY06048","S",46160
"C00687103","H2CA13115","O",46081.01
"C00030718","H4MO01134","S",45937.5
"C90020116","H4VA07234","S",45624.04
"C00568931","S4MI00595","O",45400.21
"C90019720","P00009423","S",45347.36
"C00690776","H2MI10184","S",45300.62
"C00824607","H4WA06109","S",45076.92
"C00722025","H2CT02161","S",45000
"C00692202","H2PA18200","S",45000
"C00698936","H4ND00061","S",44915.32
"C00731133","H4SC04093","S",44887
"C00856807","H2TX15203","S",44761.27
"C00797332","H4TX12065","O",44388.44
"C00878264","H2CT05222","S",44000
"C00030718","H2FL15241","S",43885.65
"C00850081","S4NJ00540","O",43734.88
"C00850081","S4NJ00441","S",43734.87
"C00710848","H6NY03247","S",43626
"C00523241","H4PA17166","S",43620
"C00886317","P80001571","S",43253.29
"C00859355","H2NY19127","O",43054.1
"C00620021","S4MT00183","O",42981
"C90018227","H6PA08277","S",42841.53
"C00684969","H6NY03247","S",42787.03
"C00758938","H4LA06153","S",42647.78
"C00871368","H4MN01179","S",42553.79
"C90018904","P80000722","S",42419.9
"C00831404","H8PA06087","S",42399.05
"C00827063","P80001571","O",42304.4
"C00685982","H2FL14053","S",42019.92
"C00773390","S4NC00162","S",42012.81
"C00608943","H4AZ06045","S",41925
"C00756569","H2CA42205","S",41862.52
"C00869321","H4AZ01228","S",41820
"C00826776","S2NM00088","O",41818
"C00826776","S8NV00156","O",41818
"C90011156","S4NE00207","S",41746.65
"C00528554","H4NY03283","S",41746.19
"C00710848","H4CA47119","S",41666.66
"C00432260","S2TX00312","S",41539.03
"C00011114","H4CA45170","S",41532.22
"C90019589","S8NV00156","S",41307.22
"C00687103","H4CA45170","O",41289
"C00624890","P80001571","O",41260.63
"C00787945","P80001571","O",41250
"C00632398","P80000722","S",41234
"C90013582","P00009423","S",41193.64
"C00662221","H2AZ01354","S",41164.28
"C00787671","H4TX10093","S",41015
"C00804823","H2OR05209","O",41000
"C00030718","H4IL12060","S",40951.68
"C00710848","H8IL14067","S",40851
"C00756940","H4TX18054","S",40850.11
"C00762658","H8NY15148","O",40723
"C00684969","S4AZ00139","S",40708.41
"C00762658","H4NY16079","S",40700
"C00879080","H4FL20023","O",40676.37
"C00562777","H2CA21233","S",40600
"C00562777","H8CA34266","S",40600
"C00489799","H8MO01143","S",40468
"C00587022","P40010977","O",40339.64
"C00010421","H4IN05179","S",40000
"C00523589","H6NE02125","S",40000
"C00523589","H6PA08277","S",40000
"C00568444","S4AZ00139","S",40000
"C00568444","S4MI00470","S",40000
"C00831404","S4NJ00466","S",40000
"C00866673","H4AL02170","O",39875.45
"C00883660","P00009423","S",39871.87
"C00589507","H4NY03283","O",39750
"C00828608","S4MD00483","S",39650
"C00710848","H4NC01137","O",39644.5
"C00804823","H4NC01137","O",39644.5
"C00825885","H4NC01137","S",39484
"C00023580","P00009423","S",39327.73
"C00011114","H4IA03172","S",39324.01
"C00648808","H2PA17103","S",39219
"C00689745","H4NJ07107","S",39146.46
"C00689745","S4NJ00466","S",39146.46
"C90021619","S6MT00162","S",39095.13
"C00827626","H4CA16239","S",39000
"C00786830","H4CO05139","S",38905.6
"C00718593","P80001571","S",38888.82
"C00718593","S2TX00312","S",38888.82
"C00487363","P00009423","O",38846.75
"C00662221","H4ND00053","S",38811.19
"C00874941","H4IN06144","S",38799.98
"C00004036","H2AZ02311","S",38708.19
"C00824821","S6MN00267","S",38708.05
"C00541433","H0WI03175","S",38500
"C00541433","H4PA08124","S",38500
"C00541433","S8MI00372","S",38500
"C90022872","S4WI00256","O",38392.14
"C90022872","S2WI00219","S",38392.14
"C00738732","H4MI07210","S",38312.5
"C00738732","S4MI00470","S",38312.5
"C00698936","H8NY19223","O",38280.72
"C00004036","H2CA20094","O",38259.6
"C90011172","H2CO08020","S",38134.55
"C00528554","S2PA00661","S",38095.2
"C00828608","S4NV00288","S",37900
"C00606962","H4AZ03109","O",37812.14
"C00760801","H2NJ08232","S",37796.32
"C00745745","S4OH00192","O",37607.63
"C00858100","H2PA17079","S",37500
"C00844548","H4VA08414","S",37500
"C00858100","H8PA15229","S",37500
"C00668905","H4NC01137","S",37366.78
"C00687103","H0IA01174","S",37300
"C00814202","H4AL02170","S",37266.24
"C00747121","S4WI00256","S",37161.64
"C00004036","H2NC02287","S",36999
"C00844613","H4ND00061","O",36965.98
"C90022872","S4MI00595","O",36856.61
"C90022872","S4MI00470","S",36856.61
"C90022112","P80001571","O",36845.17
"C00541433","P80001571","S",36810
"C90022641","P80000722","S",36333
"C00747121","S4MD00327","O",36310.41
"C00835066","P80001571","O",36255.4
"C00720029","P80001571","O",36192.68
"C00541433","H4MT01041","S",36187.4
"C00773788","H6CA24303","S",36141.97
"C00882944","P80000722","O",36085
"C90020116","H4VA02060","S",36054.75
"C00865923","H4OH06165","S",35963.81
"C00754218","S4TX00722","O",35950
"C00831404","H0GA07273","S",35838
"C00891135","H0MI08141","O",35832.79
"C00772152","H2VA07170","S",35753.5
"C90011156","S6MT00162","S",35744.81
"C90019357","P00009423","S",35734.89
"C00891135","H2NY19127","O",35605.56
"C00004036","H8PA15229","S",35481.24
"C00859660","H4CO08034","O",35211.67
"C00859660","H8NM02156","O",35211.67
"C00859660","H2OH13264","S",35211.66
"C90021593","P00009423","S",35207.33
"C00745745","S4WI00256","O",35104.04
"C00745745","S2WI00219","S",35104.04
"C00760801","P80000722","S",35074.42
"C00709691","P80001571","S",35045
"C00882779","H4MN02177","S",35018.14
"C00872226","H4OH02271","O",35000
"C00637041","H8NY22177","O",35000
"C00802207","H2AZ09191","S",35000
"C00657866","H2MI07123","S",35000
"C00657866","H2NH02260","S",35000
"C00657866","H4ME02291","S",35000
"C00657866","H4NV03167","S",35000
"C00865055","H4NY03283","S",35000
"C00657866","H4OH09169","S",35000
"C00657866","H6CA48245","S",35000
"C00606962","H8CT05245","S",35000
"C00875609","S4NE00223","S",35000
"C00489815","S6MT00162","S",35000
"C00844613","S6OH00163","O",34993.92
"C00880518","S2PA00661","S",34969.52
"C00786517","H4OH09169","O",34755.46
"C00860312","H2NC05157","S",34732.03
"C00004036","H0CA25105","O",34714.31
"C00854893","S4NE00231","S",34658.82
"C90017898","S6MT00162","S",34472.33
"C90021726","H2OH13264","S",34463
"C00891135","H8PA15195","O",34454
"C00504530","H4NC01137","S",34415.43
"C00747121","S4AZ00220","S",34248.31
"C90018367","H8FL26039","S",34245.22
"C00863456","H4VA10204","S",34000
"C00871327","P80000722","O",33823.94
"C00809467","S6MT00162","S",33739.43
"C00891135","H4PA08124","O",33674
"C00828608","S4MT00183","S",33650
"C00824714","H4TX18138","S",33500
"C00890053","S2PA00661","O",33426.75
"C00890053","S6PA00217","S",33426.75
"C00625566","S4MI00470","O",33334
"C00657866","S2WI00268","S",33302.38
"C90022310","P00009423","S",33260
"C90022757","P80001571","S",33253.35
"C90022757","S2PA00661","S",33253.35
"C00844530","H2NV04011","S",33225.68
"C00889188","H4MD06340","O",33025
"C00860148","H0MI03316","O",33000
"C00523589","H2NY17162","S",33000
"C00523589","H2OR05209","S",33000
"C00573733","H4SC03236","S",33000
"C00786830","H8ME02185","S",32875
"C00887901","P80001571","S",32847.6
"C00876128","H4MD06225","S",32823
"C90022286","S4UT00282","S",32794.52
"C00030718","S2ME00109","S",32720
"C00687103","H8NY19223","O",32690.33
"C00687103","H4AZ01194","O",32670.66
"C00817122","H0VA05160","S",32571
"C00822536","H2NE02132","S",32500
"C00836783","H4CO03357","O",32467.72
"C00865238","H4NC01137","O",32418.88
"C00787671","H8NH01210","S",32405.83
"C00489799","S4AZ00220","O",32390.53
"C90019407","S4MD00319","O",32345
"C00825885","H2PA04135","S",32257.34
"C00772848","H4MD06340","O",32200.8
"C00804856","P00009423","S",32075.64
"C00004036","H4PA10104","S",31941.25
"C00004036","H2PA17079","S",31941.24
"C00886747","H6NV04020","O",31924.91
"C00687103","H4KS02206","O",31875
"C00786830","H0WI03175","O",31857.73
"C00867945","P80001571","O",31775.34
"C00568444","H2OH14064","S",31740
"C00875450","H2OH14064","S",31740
"C00824292","H4WV02205","S",31566.02
"C00684969","H6NV03139","S",31471.43
"C00891234","P00009423","S",31430.13
"C00030718","S2NE00094","S",31390
"C00659219","P80001571","S",31386.37
"C00607556","P80001571","O",31365.65
"C00822536","H4AZ01194","S",31250
"C90022799","P00009423","S",31248.66
"C90022765","P80000722","S",31233.17
"C90022765","S4FL00611","S",31233.17
"C00821611","S6PA00217","S",31108
"C00821611","P80000722","S",31107.99
"C90018391","H4VA07234","O",31000
"C00004036","S4MT00183","O",31000
"C00004036","S6MT00162","S",31000
"C00755363","S6OH00163","S",30909.46
"C00685693","S4MD00483","O",30903.4
"C00773788","H8VA11062","S",30603.96
"C00886929","S2NM00088","O",30547.98
"C00886929","S4NM00183","S",30522.27
"C90017898","H2MT02092","S",30465.4
"C00528901","S4UT00217","O",30082.78
"C00754051","H4PA10104","S",30029.26
"C00744185","H4AZ03109","O",30000
"C00606962","H4VA10204","O",30000
"C90021726","H2OH01194","S",30000
"C00327189","H2OR05209","S",30000
"C00523241","H2PA07096","S",30000
"C00774463","H4CA30263","S",30000
"C00872200","H4VA05071","S",30000
"C00623421","P80001571","S",30000
"C00880518","S2TX00312","S",29969.52
"C00657866","H4UT02387","S",29890.43
"C00004036","S2WI00219","S",29878
"C00888966","H2CO08020","S",29850.58
"C00825885","H4VA07234","O",29500
"C00725820","S4AZ00220","O",29500
"C00752691","S8NV00156","S",29410.54
"C00822536","H2CO08020","S",29250
"C00662221","H4WA04104","O",29212.52
"C00030718","S8NV00156","S",29188
"C00027466","S4OH00192","S",29156.75
"C00687103","H2OH01194","O",29072.05
"C90020033","P80001571","O",29028.82
"C00834077","P40010977","O",29000
"C00662221","H4FL13200","O",28978.03
"C90022500","P80001571","S",28970.59
"C00869073","P80000722","S",28911.32
"C00851410","S2NV00308","S",28906.83
"C00827253","P00009423","S",28886.18
"C00004036","H2AZ02360","O",28868.18
"C90020116","H4MD06340","S",28512.44
"C00824821","S6IL00292","S",28487.46
"C00747121","S4OH00192","S",28409
"C00891382","P00009423","S",28380
"C00747121","S4MI00595","S",28303.48
"C00687103","H2AZ02311","O",28293.78
"C00764209","S4MT00183","S",28113.25
"C00802207","H8IL14067","O",28100
"C00833103","P00009423","S",28000
"C00027466","S2NV00308","S",28000
"C00004036","H2OH13264","S",27950
"C00432260","H2CA47196","S",27941.33
"C00432260","S2OH00386","S",27933.6
"C00891135","H4CO08034","O",27928.4
"C00299396","P00009423","S",27850
"C00825885","H2NC02287","O",27700
"C00524181","S2OH00436","S",27696.68
"C00875625","P80000722","S",27655
"C00453704","H0NY16143","S",27475.12
"C00559740","H4NC14015","S",27475
"C90023052","H8PA15229","S",27403.82
"C00747121","S2PA00661","S",27394.94
"C00509893","S4MT00183","S",27233.17
"C00874404","P80001571","O",27221.67
"C00476978","H4RI01257","S",27140
"C00825885","H4NY03283","S",27080
"C00779314","H2IL10068","O",27039.34
"C00701805","H2NC05157","O",26937.25
"C00851410","S2WI00268","S",26666
"C00851410","S4MI00595","S",26666
"C00756569","H4CA27111","S",26607.48
"C00432260","S8FL00273","S",26602.29
"C00825885","H2NY04277","S",26577.33
"C00432260","H4WV02080","S",26559
"C00692319","H2CA37023","O",26553.32
"C00010421","S2TX00312","S",26550
"C00010421","S8FL00273","S",26550
"C00004036","S2NV00308","O",26500
"C90022567","P80000722","S",26452.05
"C90021155","P80000722","S",26450
"C00825885","H0CA48198","S",26444
"C00832980","H4AZ08140","O",26429.26
"C00825885","H0CA25105","S",26344
"C00825885","H2CA13131","S",26344
"C00825885","H2CA20094","S",26344
"C00825885","H2NY19127","S",26344
"C90022559","P80001571","O",26235.23
"C00832493","H2NJ08232","O",26000
"C00341396","P40013039","O",26000
"C00634774","S2TX00312","S",25970
"C90022534","H4OH13153","O",25945.72
"C00781039","P80001571","O",25780.64
"C00487470","H4GA03068","O",25691.6
"C00771865","H8ME02185","S",25676.35
"C00504530","H2CA20094","S",25599.84
"C00710848","H2PA04135","O",25570
"C00804823","H2PA04135","O",25570
"C00826776","S6OH00163","O",25568
"C00826776","S6PA00217","O",25568
"C90022542","S4MD00327","S",25529.1
"C00403741","P00009423","S",25451.44
"C00030718","H0TX15124","S",25374
"C90017898","P00009423","S",25355.05
"C00758011","S4TX00722","S",25355
"C00587022","P40012155","O",25352.79
"C00754192","H4CA45170","",25306.23
"C00809467","H6FL04105","S",25291.13
"C00893198","H6FL06258","S",25278.89
"C00684258","S8NV00156","S",25255
"C00608943","S6WY00068","S",25187.5
"C00608943","S8ND00120","S",25187.5
"C90018227","H0SC01394","S",25100
"C00030718","S2NM00088","S",25094
"C00030718","H6MN02131","S",25038
"C00786830","H2AK01158","S",25000.5
"C00891887","H2NE02132","O",25000
"C00828061","P60012143","O",25000
"C00748228","P80001571","O",25000
"C00685552","H0NY16143","S",25000
"C00657866","H2AZ01354","S",25000
"C00684258","H2CA42205","S",25000
"C00844530","H4AL02170","S",25000
"C00685552","H4RI01216","S",25000
"C00891887","H6NE02125","S",25000
"C00704593","H6NV03139","S",25000
"C00854059","H8PA15229","S",25000
"C00748228","P00009423","S",25000
"C00760488","P00009423","S",25000
"C00760124","P80001571","S",25000
"C00573261","S4FL00611","S",25000
"C00753277","S4TX00722","S",25000
"C00760124","S6WY00068","S",25000
"C00662221","P80001571","S",24954
"C00825885","S2NV00308","S",24920
"C00859355","H2NY04277","O",24915
"C90022534","H4OH09169","O",24749.09
"C00030718","H2OK04055","S",24677.39
"C00509463","S4MD00327","S",24524.5
"C00027466","S4MI00595","S",24500.01
"C00866673","H4AL02121","O",24407.79
"C00030718","H8CO07045","S",24384
"C00030718","H8WI01156","S",24340
"C00886747","H4NV03167","S",24117.21
"C90022773","H2GA08095","S",24106.36
"C00879189","H4SC04093","O",24000
"C00681825","H0WI05113","S",24000
"C00594507","H4FL13226","S",23988.24
"C00891135","H4MT01041","O",23936.04
"C00891135","H4MT01090","S",23936.04
"C00748475","H4KS02164","S",23935
"C00844613","H4MO03221","S",23929.74
"C00887042","H2NM02191","S",23914.59
"C00773788","H8NJ04014","S",23715.82
"C00817122","H4AZ06045","S",23714.15
"C90022542","S2NM00088","S",23698.4
"C00483693","P00009423","S",23674.89
"C00825885","S2PA00661","S",23620
"C90018227","H0CA25105","S",23590
"C00004036","H4NV04116","O",23582.84
"C00341396","H4NY03283","O",23548
"C00573261","S4NJ00466","S",23542
"C00887851","H8MA07032","O",23504
"C00887851","H8MN05239","O",23504
"C00825885","H8PA15195","S",23500
"C00573261","S6OH00163","S",23480
"C00030718","H2IA03119","S",23450
"C90011172","H4CO08034","O",23369.34
"C90022807","P00009423","S",23327
"C00864348","H4NC13074","S",23300.74
"C00620971","H8NV03036","S",23235.27
"C00544551","H2MO02201","O",23216.5
"C00544551","H2MO02102","S",23216.5
"C00825885","H2CA37023","S",23144
"C00866640","H4CA16049","S",23076
"C00815381","H0VA05160","S",23014.83
"C90017989","H8CA39240","S",23000
"C00704593","P00009423","S",23000
"C00030718","H0IN01150","S",22964
"C00030718","H2OR06066","S",22945
"C00030718","H6TX15162","S",22920
"C00817122","H2PA04135","S",22882.39
"C00836395","P80001571","O",22800
"C00030718","H8IA02043","S",22796
"C00606962","H4VA02060","S",22750
"C00606962","S2VA00142","S",22750
"C90022542","S4AZ00139","S",22736.7
"C00747121","S8FL00273","S",22725.04
"C00802389","P00009423","S",22713.7
"C00891135","H0WI03175","O",22707.02
"C00589507","P80000722","S",22662.94
"C90022559","H4NY04158","S",22502.82
"C00638528","S4LA00107","S",22390
"C00864348","H4CA20181","S",22300
"C00659219","S2NV00308","S",22289.9
"C00659219","H4NV04116","S",22289.89
"C00486845","H4VA04066","S",22262.02
"C00891135","H2NY17162","O",22259.68
"C00817122","H2AK01083","S",22243.11
"C00846428","H4FL20023","O",22125
"C00030718","H2OH13264","S",22100
"C00891135","H2MI10150","O",22090.05
"C00829424","P00009423","S",22081.08
"C00030718","H2OH01194","S",22070
"C00877191","H4NY01204","S",22016.94
"C90022773","S4AZ00139","S",21983.44
"C00817122","H2WA03100","S",21938.67
"C00870642","S8MS00196","O",21910
"C00689745","H2PA17079","S",21875.68
"C90022351","S6OH00163","S",21835.45
"C00454942","P80001571","S",21825.61
"C00855171","H0AL01055","O",21750
"C00523241","H0CA25105","S",21667
"C00523241","H2CA13131","S",21667
"C00004036","H2OH09031","S",21550
"C00873877","H4PA10104","S",21525
"C00736140","P80001571","S",21500
"C00003590","P00009423","S",21471.96
"C00771865","S6IL00292","S",21466.51
"C00030718","H8NH01210","S",21448
"C00817122","H4OH13153","S",21442.75
"C00774323","H6FL04105","S",21388.27
"C00774323","H6NE02125","S",21388.16
"C00877936","H4VA02078","S",21378
"C00562777","H4RI01174","S",21292
"C00785568","S4AZ00188","S",21270
"C00758003","P80000722","S",21260.73
"C90013582","P80000722","S",21230.19
"C90017989","S2VA00142","S",21200
"C00738732","S6PA00217","S",21124.03
"C00432260","H6IN03229","S",21081.51
"C90019969","P00009423","S",21058.44
"C00523621","P80001571","O",21000
"C00747121","S4MT00183","S",20976.36
"C90018300","S4MD00319","S",20965
"C00817122","H2VA07170","S",20738.75
"C00030718","H8TX07140","S",20705.08
"C00573261","S4AZ00139","S",20578
"C00742635","H0TX35015","O",20567.17
"C00580068","P80001571","O",20556
"C00684969","S2WI00219","S",20512.45
"C00811166","S4MI00595","S",20500
"C00811166","S4VA00353","S",20500
"C00486845","H4NY03283","O",20257
"C00620971","H4MI08218","S",20234.4
"C00835967","H4CO05147","S",20200
"C00541433","H4NC06177","S",20155.8
"C00880815","P80000722","O",20122.56
"C90022245","H2CA03157","O",20000
"C00889196","H4NY22085","O",20000
"C00738674","P40011793","O",20000
"C00760488","P80001571","O",20000
"C00738674","S8MS00261","O",20000
"C00823468","H2CA39151","S",20000
"C00523241","H2NC07161","S",20000
"C00523241","H2NC13243","S",20000
"C00606962","H2NM02191","S",20000
"C00889196","H2NY22212","S",20000
"C90022237","H4OR03168","S",20000
"C00836031","H4UT02387","S",20000
"C00728386","H4WV01058","S",20000
"C00567396","P00009423","S",20000
"C00825158","P40012155","S",20000
"C00747121","S2NV00308","S",19978.54
"C90021726","H2OH09031","S",19948
"C00828608","S4PA00295","S",19900
"C00891135","H4AZ06045","O",19843.22
"C90015322","P40011991","O",19712
"C00817122","H8NM02156","S",19709.23
"C00835942","S4OH00192","O",19670.4
"C00625566","P00009423","O",19666
"C00891135","H2VA02064","O",19644.51
"C00891135","H4VA02086","S",19644.51
"C00872275","H4IL12060","O",19640.38
"C00891135","H6NE02125","O",19636.22
"C00886929","H8NM02156","S",19504.63
"C00662221","H2WA04165","S",19475.02
"C00030718","H4AZ08140","S",19427.5
"C00866731","H4NH02399","O",19410.92
"C00662221","H0FL13158","S",19318.69
"C00738674","H6PA02171","S",19318.13
"C00888172","H2OH16051","O",19250
"C90012956","P80001571","O",19250
"C00888172","H4OH07056","S",19250
"C90012956","P00009423","S",19250
"C00865238","H0NC03149","S",19237.49
"C00690776","H8MI08102","S",19216.95
"C00865923","H4IN03141","S",19151.2
"C90017492","P80001571","O",19128.63
"C00758011","S4AZ00139","S",19112
"C00193441","H6IL18088","S",19096.17
"C90011156","H8NH01210","S",19072.99
"C00874529","H2FL21108","O",19000
"C00847574","H4UT02296","O",19000
"C00847574","H4UT02312","S",19000
"C00341396","H4AZ07043","S",18986.51
"C00825885","H0MI08141","S",18980
"C00825885","H2IA03119","S",18980
"C00825885","H8IA02043","S",18980
"C00687103","H4CA47085","O",18974
"C00341396","S6OH00163","S",18838.15
"C00772848","H4TX32089","S",18811.09
"C90021668","S6OH00163","S",18745.55
"C00742635","S4UT00282","O",18500
"C00879676","H0CO03165","S",18500
"C00826800","S4AZ00139","S",18411
"C90011156","H2IA02111","S",18380.24
"C00011114","H6CA48245","O",18343.97
"C00817122","H4TX28129","S",18334.91
"C00193441","H0IL15129","S",18208.12
"C00679316","P80000722","S",18188.05
"C00679316","H6NJ08118","S",18188.03
"C90011156","H4IA03172","S",18180.45
"C00872150","H4CO03357","O",18168.08
"C00030718","H2TX31044","S",18150.04
"C90019407","H2AK01158","S",18125
"C90022880","P80001571","O",18071.67
"C90011156","H8WA08189","S",18019.64
"C00662221","H4MD06340","S",18000
"C00716704","H2NY04277","S",17978.81
"C00716704","H4NY04158","O",17978.8
"C00689745","H2PA01099","S",17947.76
"C00620971","H2NV04011","S",17876.04
"C00299396","S6PA00217","S",17850
"C90022112","P80000722","S",17818.66
"C90011156","H6NY03247","S",17756.83
"C00562777","S4FL00611","S",17750
"C00874784","P80001571","O",17725.44
"C00874784","P00009423","S",17725.44
"C90011156","H4VA07234","S",17721.83
"C00825885","H0MD06231","S",17624
"C90011156","H2OR04095","S",17615.17
"C00379479","S2NE00094","S",17608.35
"C90011156","H2WA03217","S",17579.39
"C00668517","P80001571","S",17568
"C00685693","H2VA07170","O",17500
"C00871566","S4MI00553","S",17500
"C90011156","H4CA47085","S",17471.76
"C90011156","H2NY04244","S",17454.44
"C90022815","P00009423","S",17421.33
"C90022815","S4TX00722","S",17421.33
"C90022559","H0NY17174","S",17419.3
"C90011156","H2OH13264","S",17364.09
"C90011156","H8CA49058","S",17345.06
"C00738674","H2PA18200","S",17321.93
"C00889907","P80001571","O",17299.67
"C00687103","H4CA40098","O",17272
"C90011156","H2OH09031","S",17254.41
"C00509893","S2NV00308","S",17250
"C90011156","H2OH01194","S",17246.23
"C00688655","S4AZ00139","S",17232.26
"C90011156","H4OR05304","S",17098.31
"C90011156","H2CA42205","S",17037.7
"C90021668","P80000722","S",16956.55
"C00874404","P00009423","S",16927.9
"C90011156","H4CA27111","S",16900.5
"C90011156","H2NE02132","S",16887.04
"C90011156","H8NY19223","S",16845.67
"C90011156","H2CO08020","S",16770.55
"C00844613","H4GA03068","O",16748.69
"C00845974","H4UT02254","O",16687.33
"C00845974","H4UT02312","O",16687.32
"C00608943","H2WA04165","O",16662.2
"C00684969","S2WI00441","S",16641
"C00710848","S4CA00555","S",16620
"C00738674","H2PA17103","S",16617.58
"C90011156","H4NY22085","S",16589.72
"C00030718","S4NE00173","S",16538.13
"C90011156","H2OR06066","S",16526.87
"C00813006","H2VA02064","S",16500
"C00620021","S6MT00162","S",16500
"C90011156","H8NY22177","S",16458.07
"C00825885","H6NE02125","S",16424
"C00755363","S6PA00217","S",16386.4
"C90011156","H4VA02060","S",16350.49
"C90011156","H4PA10104","S",16321.06
"C90011156","H2NC02287","S",16316.73
"C00432260","H4AZ06045","S",16256.62
"C90018227","H2CA20094","S",16150
"C00528554","S4MI00595","S",16127.88
"C00620971","H2NV02395","O",16089.24
"C00647966","H8NY22177","S",16068
"C90011156","H6NV04020","S",16055.16
"C90011156","H8NV03036","S",16045.72
"C90011156","H4MI07210","S",16031.8
"C00562777","H2NE02132","S",16014.23
"C90018367","H2AK01158","S",16009.62
"C90018367","H2NV04011","S",16009.62
"C90018367","H2WA03217","S",16009.62
"C90018367","H4CA45170","S",16009.62
"C90018367","H8KS03155","S",16009.62
"C90018367","H8NV03036","S",16009.62
"C90018367","H8PA15229","S",16009.62
"C90018367","H8WA08189","S",16009.62
"C00716704","H2CA42205","O",16001.99
"C00716704","H2CA37023","S",16001.99
"C00625566","S6PA00217","O",16000
"C00825885","H2OR05209","S",16000
"C00684258","S6NV00200","S",16000
"C00869305","H0CA48198","O",15981
"C90011156","H4CA40098","S",15980.06
"C90022559","S4MD00327","S",15966.65
"C00854299","H4CA34083","O",15961.13
"C90011156","H0IN01150","S",15915.88
"C90011156","H2MI10176","S",15877.85
"C00004036","H8NV03036","S",15819.22
"C00030718","H0TX24209","S",15766.98
"C00662221","H2AK01083","S",15755.47
"C90011156","H2TX15203","S",15686.07
"C90011156","H2PA17079","S",15671.01
"C00025254","H2MN08152","S",15645
"C90011156","H2PA17103","S",15626.43
"C00562777","H6FL09179","S",15625
"C90011156","H0NY17174","S",15610.55
"C00825885","H4PA10104","O",15600
"C00030718","H4MO03239","S",15595
"C90011156","H2NM02191","S",15594.69
"C90021866","P00009423","S",15570.69
"C00487470","S4TX00722","O",15504.66
"C00606962","S4TX00722","S",15500
"C00607374","P60012465","O",15482.58
"C00742635","H0VA05160","S",15432.08
"C90011156","H8ME02185","S",15422.09
"C90018367","S6PA00217","S",15402.15
"C00825885","S4MI00595","S",15400
"C00010421","S4MT00183","S",15300
"C00509893","S2WI00268","S",15267.54
"C90011172","H4CA47085","S",15255.79
"C90011156","H4CA45170","S",15165.9
"C00659219","H4OH13153","O",15149.83
"C00659219","H4OH13146","S",15149.81
"C00030718","H8GA06393","S",15122.5
"C00030718","H4TX12065","S",15102.49
"C00816843","H4TN05137","O",15100
"C00816843","H2TN05446","S",15100
"C90011156","H2CA13115","S",15046.68
"C00000935","H2CO08020","S",15025
"C00193441","H2IL17147","S",15018
"C90020363","S4TX00755","S",15016.65
"C00620021","P80001571","O",15000
"C00748228","S4MT00183","O",15000
"C00633248","H2IA02111","S",15000
"C00570226","H2VA02064","S",15000
"C00866418","H4AL02170","S",15000
"C00739565","P80001571","S",15000
"C90022716","P90022716","S",15000
"C00772244","S4MD00327","S",15000
"C90012071","S4MD00327","S",15000
"C00748228","S6MT00162","S",15000
"C00885145","H4CO06129","S",14950
"C90011156","H6MN02131","S",14948.48
"C00831404","H8CA01109","S",14935.84
"C00821942","P00009423","S",14930
"C00889907","P80000722","S",14862.58
"C90011156","H6TX15162","S",14857.77
"C00552851","H8AL02171","S",14782.88
"C90011156","H0MI03316","S",14782.28
"C90011156","H4MI08218","S",14712.08
"C00657866","S8IN00171","S",14641
"C90011156","H4WI01197","S",14638.92
"C00523621","S4MI00470","S",14631.08
"C90022427","P80000722","S",14605.13
"C90011156","H2CA21233","S",14489.74
"C00831404","H6CA20152","S",14487.65
"C00716704","H6NE02125","S",14482.72
"C00716704","H2NE02132","O",14482.71
"C90015322","P80000722","S",14362.51
"C00752154","P00009423","S",14327
"C00654608","P00009423","S",14319.97
"C00030718","H6TX19099","S",14300.53
"C00771865","H2AZ01354","S",14298.16
"C00831404","H0MA04192","S",14279.72
"C90010620","P80000722","S",14212.4
"C90011826","H2WI03130","S",14200.21
"C90011826","H4WI01197","S",14200.21
"C90011826","H4WI05115","S",14200.21
"C90011826","H4WI07129","S",14200.21
"C90011826","S2WI00219","S",14200.21
"C00835967","H4SC01313","S",14131.46
"C00886846","P00009423","O",14049.33
"C00880815","P80001571","S",14048.2
"C90017898","S4UT00308","S",14029.43
