"from_2020","to_2024","weight","pop"
"APPLING|1B","APPLING|1B",1,1856
"EFFINGHAM|5B","EFFINGHAM|5C",0.608814,3799
"EFFINGHAM|5B","EFFINGHAM|5B",0.389744,2432
"EFFINGHAM|5B","EFFINGHAM|5D",0.001442,9
"EFFINGHAM|5C","EFFINGHAM|5D",1,2163
"ELBERT|CENTERVILLE","ELBERT|CENTERVILLE",1,1634
"ELBERT|ELBERTON","ELBERT|ELBERTON",1,6690
"ELBERT|ELIAM","ELBERT|ELIAM",1,1282
"ELBERT|GAINES","ELBERT|GAINES",1,881
"ELBERT|GOSHEN","ELBERT|GOSHEN",1,2585
"ELBERT|LONGSTREET","ELBERT|LONGSTREET",1,878
"ELBERT|MOSS-RUCKERSVILLE","ELBERT|MOSS-RUCKERSVILLE",1,721
"ELBERT|PETERSBURG","ELBERT|PETERSBURG",1,498
"ELBERT|PIKE","ELBERT|PIKE",1,2346
"ELBERT|WEBBSBORO","ELBERT|WEBBSBORO",1,673
"ELBERT|WYCHE","ELBERT|WYCHE",1,1449
"EMANUEL|ADRIAN","EMANUEL|ADRIAN",1,1117
"EMANUEL|BLUNDALE","EMANUEL|BLUNDALE",1,1095
"EMANUEL|CANOOCHEE","EMANUEL|CANOOCHEE",1,940
"EMANUEL|CROSS-GREEN","EMANUEL|CROSS-GREEN",1,301
"EMANUEL|GARFIELD","EMANUEL|GARFIELD",1,812
"EMANUEL|NUNEZ","EMANUEL|NUNEZ",1,733
"EMANUEL|OAK PARK","EMANUEL|OAK PARK",1,982
"EMANUEL|STILLMORE","EMANUEL|STILLMORE",1,1117
"EMANUEL|SUMMERTOWN","EMANUEL|SUMMERTOWN",1,777
"EMANUEL|SWAINSBORO","EMANUEL|SWAINSBORO",1,12023
"EMANUEL|TWIN CITY","EMANUEL|TWIN CITY",1,2871
"EVANS|VETERANS COMM CTR","EVANS|VETERAN'S COMM CTR",1,10774
"FANNIN|COLWELL","FANNIN|COLWELL",1,1498
"FANNIN|FAIRPLAY","FANNIN|FAIRPLAY",1,1531
"FANNIN|FLINTHILL","FANNIN|FLINTHILL",0.990599,4531
"FANNIN|FLINTHILL","FANNIN|HOTHOUSE",0.009401,43
"FANNIN|HEMPTOWN","FANNIN|HEMPTOWN",1,1604
"FANNIN|HOTHOUSE","FANNIN|HOTHOUSE",0.987813,1459
"FANNIN|HOTHOUSE","FANNIN|FLINTHILL",0.012187,18
"FANNIN|MINERAL BLUFF","FANNIN|MINERAL BLUFF",1,2196
"FANNIN|MOBILE","FANNIN|MOBILE",1,1440
"FANNIN|MORGANTON","FANNIN|MORGANTON",1,2585
"FANNIN|NOONTOOTLA","FANNIN|NOONTOOTLA",1,918
"FANNIN|SKENIAH","FANNIN|SKENIAH",1,418
"FANNIN|SUGAR CREEK","FANNIN|SUGAR CREEK",0.999317,2928
"FANNIN|SUGAR CREEK","FANNIN|TOCCOA",0.000683,2
"FANNIN|TOCCOA","FANNIN|TOCCOA",1,4147
"FAYETTE|ABERDEEN","FAYETTE|ABERDEEN",1,2375
"FAYETTE|ANTIOCH","FAYETTE|ANTIOCH",1,2405
"FAYETTE|BANKS","FAYETTE|BANKS",1,2074
"FAYETTE|BLACKROCK","FAYETTE|BLACKROCK",1,3138
"FAYETTE|BRAELINN","FAYETTE|BRAELINN",1,2251
"FAYETTE|BROOKS","FAYETTE|BROOKS",1,3217
"FAYETTE|CAMP CREEK","FAYETTE|CAMP CREEK",1,2371
"FAYETTE|DOGWOOD","FAYETTE|DOGWOOD",1,3739
"FAYETTE|EUROPE","FAYETTE|EUROPE",1,3854
"FAYETTE|FAYETTEVILLE EAST","FAYETTE|FAYETTEVILLE EAST",1,2785
"FAYETTE|FAYETTEVILLE WEST","FAYETTE|FAYETTEVILLE WEST",1,3347
"FAYETTE|FIELDING RIDGE","FAYETTE|FIELDING RIDGE",1,4606
"FAYETTE|FLAT CREEK","FAYETTE|FLAT CREEK",1,3158
"FAYETTE|FLINT","FAYETTE|FLINT",1,2155
"FAYETTE|HARPS CROSSING","FAYETTE|HARPS CROSSING",1,1932
"FAYETTE|HOPEFUL","FAYETTE|HOPEFUL",1,3150
"FAYETTE|JEFF DAVIS","FAYETTE|JEFF DAVIS",1,4111
"FAYETTE|KEDRON","FAYETTE|KEDRON",1,7465
"FAYETTE|KENWOOD","FAYETTE|KENWOOD",1,1226
"FAYETTE|MCINTOSH","FAYETTE|MCINTOSH",1,4251
"FAYETTE|MORNING CREEK","FAYETTE|MORNING CREEK",1,3480
"FAYETTE|MURPHY","FAYETTE|MURPHY",1,3994
"FAYETTE|OAK GROVE","FAYETTE|OAK GROVE",1,1749
"FAYETTE|OAK RIDGE","FAYETTE|OAK RIDGE",1,2740
"FAYETTE|RAREOVER","FAYETTE|RAREOVER",1,3712
"FAYETTE|RISING STAR","FAYETTE|RISING STAR",1,4957
"FAYETTE|SANDY CREEK","FAYETTE|SANDY CREEK",1,6708
"FAYETTE|SHAKERAG EAST","FAYETTE|SHAKERAG EAST",1,2570
"FAYETTE|SHAKERAG WEST","FAYETTE|SHAKERAG WEST",1,1508
"FAYETTE|SPRING HILL","FAYETTE|SPRING HILL",1,4226
"FAYETTE|STARRSMILL","FAYETTE|STARRSMILL",1,4384
"FAYETTE|WHITEWATER","FAYETTE|WHITEWATER",1,4523
"FAYETTE|WILLOW POND","FAYETTE|WILLOW POND",1,4167
"FAYETTE|WILLOWBEND","FAYETTE|WILLOWBEND",1,2500
"FAYETTE|WINDGATE","FAYETTE|WINDGATE",1,1225
"FAYETTE|WOOLSEY","FAYETTE|WOOLSEY",1,3141
"FLOYD|ALTO PARK","FLOYD|ALTO PARK",0.956634,5184
"FLOYD|ALTO PARK","FLOYD|SOUTH ROME",0.043366,235
"FLOYD|ARMUCHEE","FLOYD|NEW ARMUCHEE",0.851693,1786
"FLOYD|ARMUCHEE","FLOYD|GLENWOOD",0.148307,311
"FLOYD|BARKERS","FLOYD|SOUTH FLOYD",1,3307
"FLOYD|CAVE SPRING","FLOYD|CAVE SPRING",1,2323
"FLOYD|CHULIO","FLOYD|CHULIO",0.912054,1483
"FLOYD|CHULIO","FLOYD|EAST ROME",0.087946,143
"FLOYD|EAST LINDALE","FLOYD|EAST ROME",0.627784,3213
"FLOYD|EAST LINDALE","FLOYD|LINDALE",0.372216,1905
"FLOYD|EAST ROME","FLOYD|EAST ROME",0.996766,6780
"FLOYD|EAST ROME","FLOYD|LINDALE",0.003234,22
"FLOYD|ETOWAH","FLOYD|ETOWAH",0.693999,4892
"FLOYD|ETOWAH","FLOYD|NORTH ROME",0.306001,2157
"FLOYD|EVERETT SPRINGS","FLOYD|EVERETT SPRINGS",1,554
"FLOYD|FLOYD SPRINGS","FLOYD|FLOYD SPRINGS",1,2191
"FLOYD|FOSTER'S MILL","FLOYD|FOSTER'S MILL",1,1483
"FLOYD|GARDEN LAKES","FLOYD|GARDEN LAKES",1,8831
"FLOYD|GLENWOOD","FLOYD|GLENWOOD",1,5920
"FLOYD|HOWELL","FLOYD|HOWELL",1,2353
"FLOYD|MT ALTO NORTH","FLOYD|TOWN ROME",0.608144,3405
"FLOYD|MT ALTO NORTH","FLOYD|GARDEN LAKES",0.391856,2194
"FLOYD|MT ALTO SOUTH","FLOYD|ALTO PARK",0.954834,6913
"FLOYD|MT ALTO SOUTH","FLOYD|SOUTH ROME",0.045166,327
"FLOYD|NORTH CAROLINA","FLOYD|COOSA (NORTH CAROLINA)",1,3026
"FLOYD|NORTH ROME","FLOYD|NORTH ROME",1,5177
"FLOYD|RIVERSIDE","FLOYD|NORTH ROME",1,1882
"FLOYD|SOUTH ROME","FLOYD|SOUTH ROME",0.996898,2571
"FLOYD|SOUTH ROME","FLOYD|SOUTH FLOYD",0.003102,8
"FLOYD|TEXAS VALLEY","FLOYD|NEW ARMUCHEE",1,835
"FLOYD|TOWN ROME","FLOYD|TOWN ROME",0.918733,4669
"FLOYD|TOWN ROME","FLOYD|GLENWOOD",0.081267,413
"FLOYD|VANNS VALLEY","FLOYD|SOUTH FLOYD",1,2354
"FLOYD|WATTERS","FLOYD|SHANNON",1,5099
"FLOYD|WEST LINDALE","FLOYD|LINDALE",1,4638
"FORSYTH|01 BIG CREEK","FORSYTH|01 BIG CREEK",0.707587,12600
"FORSYTH|01 BIG CREEK","FORSYTH|38 DAVES CREEK",0.292413,5207
"FORSYTH|02 BRANDYWINE","FORSYTH|02 BRANDYWINE",1,8192
"FORSYTH|03 BROWNS BRIDGE","FORSYTH|50 BROWNS BRIDGE",0.336651,4701
"FORSYTH|03 BROWNS BRIDGE","FORSYTH|07 CUMMING",0.316313,4417
"FORSYTH|03 BROWNS BRIDGE","FORSYTH|44 LANIER",0.244128,3409
"FORSYTH|03 BROWNS BRIDGE","FORSYTH|16 OTWELL",0.077557,1083
"FORSYTH|03 BROWNS BRIDGE","FORSYTH|42 KEITH BRIDGE",0.025351,354
"FORSYTH|04 CHESTATEE","FORSYTH|04 CHESTATEE",0.341205,3150
"FORSYTH|04 CHESTATEE","FORSYTH|42 KEITH BRIDGE",0.332972,3074
"FORSYTH|04 CHESTATEE","FORSYTH|50 BROWNS BRIDGE",0.325823,3008
"FORSYTH|05 COAL MOUNTAIN","FORSYTH|16 OTWELL",0.409189,4747
"FORSYTH|05 COAL MOUNTAIN","FORSYTH|05 COAL MOUNTAIN",0.317386,3682
"FORSYTH|05 COAL MOUNTAIN","FORSYTH|50 BROWNS BRIDGE",0.222739,2584
"FORSYTH|05 COAL MOUNTAIN","FORSYTH|06 CROSSROADS",0.050685,588
"FORSYTH|06 CROSSROADS","FORSYTH|06 CROSSROADS",0.74199,7503
"FORSYTH|06 CROSSROADS","FORSYTH|42 KEITH BRIDGE",0.193631,1958
"FORSYTH|06 CROSSROADS","FORSYTH|04 CHESTATEE",0.058445,591
"FORSYTH|06 CROSSROADS","FORSYTH|50 BROWNS BRIDGE",0.005934,60
"FORSYTH|07 CUMMING","FORSYTH|07 CUMMING",0.951089,10520
"FORSYTH|07 CUMMING","FORSYTH|16 OTWELL",0.048911,541
"FORSYTH|08 MASHBURN","FORSYTH|08 MASHBURN",0.710091,7473
"FORSYTH|08 MASHBURN","FORSYTH|47 RIVERCLUB",0.289909,3051
"FORSYTH|10 MIDWAY","FORSYTH|10 MIDWAY",0.635049,11596
"FORSYTH|10 MIDWAY","FORSYTH|46 SAWMILL BRANCH",0.363363,6635
"FORSYTH|10 MIDWAY","FORSYTH|43 LAKELAND",0.001588,29
"FORSYTH|15 HEARDSVILLE","FORSYTH|15 HEARDSVILLE",0.71329,8083
"FORSYTH|15 HEARDSVILLE","FORSYTH|40 WEST FORSYTH",0.152665,1730
"FORSYTH|15 HEARDSVILLE","FORSYTH|51 MATT",0.134045,1519
"FORSYTH|16 OTWELL","FORSYTH|16 OTWELL",0.403765,3711
"FORSYTH|16 OTWELL","FORSYTH|43 LAKELAND",0.331846,3050
"FORSYTH|16 OTWELL","FORSYTH|45 MOUNTAINSIDE",0.239365,2200
"FORSYTH|16 OTWELL","FORSYTH|07 CUMMING",0.025024,230
"FORSYTH|19 OLD ATLANTA","FORSYTH|19 OLD ATLANTA",1,5653
"FORSYTH|21 SOUTH FORSYTH","FORSYTH|21 SOUTH FORSYTH",0.383002,4601
"FORSYTH|21 SOUTH FORSYTH","FORSYTH|39 MATHIS",0.33547,4030
"FORSYTH|21 SOUTH FORSYTH","FORSYTH|38 DAVES CREEK",0.281528,3382
"FORSYTH|25 WINDERMERE","FORSYTH|25 WINDERMERE",0.75469,13435
"FORSYTH|25 WINDERMERE","FORSYTH|38 DAVES CREEK",0.24531,4367
"FORSYTH|27 CONCORD","FORSYTH|51 MATT",0.535754,7687
"FORSYTH|27 CONCORD","FORSYTH|05 COAL MOUNTAIN",0.293909,4217
"FORSYTH|27 CONCORD","FORSYTH|06 CROSSROADS",0.170337,2444
"FORSYTH|29 POLO","FORSYTH|43 LAKELAND",0.460976,8322
"FORSYTH|29 POLO","FORSYTH|34 FOWLER",0.369745,6675
"FORSYTH|29 POLO","FORSYTH|10 MIDWAY",0.169279,3056
"FORSYTH|34 FOWLER","FORSYTH|41 GRASSLAND",0.687573,6479
"FORSYTH|34 FOWLER","FORSYTH|34 FOWLER",0.312427,2944
"FORSYTH|35 JOHNS CREEK","FORSYTH|35 JOHNS CREEK",0.829611,10994
"FORSYTH|35 JOHNS CREEK","FORSYTH|39 MATHIS",0.170389,2258
"FORSYTH|36 NICHOLS","FORSYTH|36 NICHOLS",1,11887
"FORSYTH|37 SAWNEE","FORSYTH|40 WEST FORSYTH",0.512631,9010
"FORSYTH|37 SAWNEE","FORSYTH|45 MOUNTAINSIDE",0.270482,4754
"FORSYTH|37 SAWNEE","FORSYTH|49 CHEATAM CREEK",0.193901,3408
"FORSYTH|37 SAWNEE","FORSYTH|10 MIDWAY",0.019686,346
"FORSYTH|37 SAWNEE","FORSYTH|16 OTWELL",0.0033,58
"FRANKLIN|CANON","FRANKLIN|CANON",1,1823
"FRANKLIN|CARNESVILLE","FRANKLIN|CARNESVILLE",1,3528
"FRANKLIN|LAVONIA","FRANKLIN|LAVONIA",1,3913
"FRANKLIN|NORTHEAST FRANKLIN","FRANKLIN|NORTHEAST FRANKLIN",1,4149
"FRANKLIN|ROYSTON","FRANKLIN|ROYSTON",1,3918
"FRANKLIN|SOUTHWEST FRANKLIN","FRANKLIN|SOUTHWEST FRANKLIN",1,3503
"FRANKLIN|WEST FRANKLIN","FRANKLIN|WEST FRANKLIN",1,2578
"FULTON|01A","FULTON|01A",1,4519
"FULTON|01B","FULTON|01B",1,5191
"FULTON|01C","FULTON|01C",0.994786,1908
"FULTON|01C","FULTON|01S",0.005214,10
"FULTON|01D","FULTON|01D",1,1309
"FULTON|01E","FULTON|01E",1,3750
"FULTON|01F","FULTON|01F",1,1282
"FULTON|01G","FULTON|01G",1,2547
"FULTON|01H","FULTON|01H",1,1260
"FULTON|01J","FULTON|01J",1,3800
"FULTON|01P","FULTON|01P",1,1814
"FULTON|01R","FULTON|01R",1,1851
"FULTON|01S","FULTON|01S",1,2516
"FULTON|01T","FULTON|01T",1,4743
"FULTON|02A","FULTON|02A",1,3792
"FULTON|02A1","FULTON|02A1",1,3225
"FULTON|02B","FULTON|02B",1,2778
"FULTON|02C","FULTON|02C",1,2534
"FULTON|02D","FULTON|02D",1,6530
"FULTON|02E","FULTON|02E",1,2285
"FULTON|02F1","FULTON|02F1",1,3765
"FULTON|02F2","FULTON|02F2",1,1104
"FULTON|02G","FULTON|02G",1,4436
"FULTON|02J","FULTON|02J",1,2754
"FULTON|02K","FULTON|02K",1,1624
"FULTON|02L1","FULTON|02L1B",0.748608,4571
"FULTON|02L1","FULTON|02L1",0.251392,1535
"FULTON|02L1A","FULTON|02L1A",1,3336
"FULTON|02L2","FULTON|02L2",1,3493
"FULTON|02S","FULTON|02S",1,961
"FULTON|02W","FULTON|02W",1,1416
"FULTON|03A","FULTON|03A",1,2092
"FULTON|03B","FULTON|03B",1,867
"FULTON|03C","FULTON|03C",1,1925
"FULTON|03D","FULTON|03D",1,1100
"FULTON|03E","FULTON|03E",1,3050
"FULTON|03F","FULTON|03F",1,2872
"FULTON|03G","FULTON|03G",1,627
"FULTON|03H","FULTON|03H",1,1175
"FULTON|03I","FULTON|03I",1,8541
"FULTON|03L","FULTON|03L",1,713
"FULTON|03M","FULTON|03M",1,3500
"FULTON|03N","FULTON|03N",1,3184
"FULTON|03P1A","FULTON|03P1A",1,7395
"FULTON|03P2","FULTON|03P2",1,11
"FULTON|03S","FULTON|03S",1,987
"FULTON|03T","FULTON|03T",1,2025
"FULTON|04A","FULTON|04A",1,1756
"FULTON|04B","FULTON|04B",1,3122
"FULTON|04C","FULTON|04C",1,157
"FULTON|04D","FULTON|04D",1,1667
"FULTON|04F","FULTON|04F",1,4748
"FULTON|04G","FULTON|04G",1,955
"FULTON|04I","FULTON|04I",1,4117
"FULTON|04J","FULTON|04J",1,2129
"FULTON|04K","FULTON|04K",1,2741
"FULTON|04L","FULTON|04L",1,1921
"FULTON|04M","FULTON|04M",1,1050
"FULTON|04S","FULTON|04S",1,2460
"FULTON|04T","FULTON|04T",1,1146
"FULTON|04V","FULTON|04V",1,4130
"FULTON|04W","FULTON|04W",1,871
"FULTON|04X1","FULTON|04X1",1,2273
"FULTON|04X2","FULTON|04X2",1,894
"FULTON|05A1","FULTON|05A1",1,3321
"FULTON|05A2","FULTON|05A2",1,3736
"FULTON|05B","FULTON|05B",1,2439
"FULTON|05C","FULTON|05C",1,49
"FULTON|05D","FULTON|05D",1,278
"FULTON|05F","FULTON|05F",1,42
"FULTON|05J","FULTON|05J",1,683
"FULTON|05K","FULTON|05K",1,8213
"FULTON|06B","FULTON|06B",1,2120
"FULTON|06D","FULTON|06D",0.699316,4398
"FULTON|06D","FULTON|06D2",0.300684,1891
"FULTON|06D1","FULTON|06D1",1,4319
"FULTON|06D2","FULTON|06D2",1,2277
"FULTON|06E","FULTON|06E",1,2725
"FULTON|06F","FULTON|06F",0.96899,3531
"FULTON|06F","DEKALB|LIN-MARY LIN ELEM (ATL)",0.03101,113
"FULTON|06G","FULTON|06G",1,620
"FULTON|06I","FULTON|06I",1,6712
"FULTON|06J","FULTON|06J",1,3269
"FULTON|06L1","FULTON|06L1",1,1135
"FULTON|06L2","FULTON|06L2",1,824
"FULTON|06N","FULTON|06N",1,2042
"FULTON|06Q","FULTON|06Q",1,692
"FULTON|06R","FULTON|06R",0.968901,1807
"FULTON|06R","FULTON|06R1",0.031099,58
"FULTON|07A","FULTON|07A1",0.691851,6987
"FULTON|07A","FULTON|07A",0.308149,3112
"FULTON|07B","FULTON|07B",1,3837
"FULTON|07C","FULTON|07C",1,5979
"FULTON|07D","FULTON|07D",0.534313,3418
"FULTON|07D","FULTON|07D1",0.465687,2979
"FULTON|07E","FULTON|07E",1,2766
"FULTON|07F","FULTON|07F1",0.848125,4138
"FULTON|07F","FULTON|07F",0.151875,741
"FULTON|07H","FULTON|07H",1,2397
"FULTON|07J","FULTON|07J",1,4036
"FULTON|07M","FULTON|07M",1,3413
"FULTON|07N","FULTON|07N",1,2825
"FULTON|08A","FULTON|08A",1,3846
"FULTON|08B","FULTON|08B",1,4585
"FULTON|08C","FULTON|08C1",0.819796,1524
"FULTON|08C","FULTON|08C",0.180204,335
"FULTON|08D","FULTON|08D",1,1312
"FULTON|08E","FULTON|08E",1,3283
"FULTON|08F1","FULTON|08F1",1,2893
"FULTON|08G","FULTON|08G",1,3858
"FULTON|08H","FULTON|08H",1,3131
"FULTON|08J","FULTON|08J",1,4745
"FULTON|08K","FULTON|08K",1,847
"FULTON|08L","FULTON|08L",1,6091
"FULTON|08M","FULTON|08M",1,2931
"FULTON|08N1","FULTON|08N1",1,922
"FULTON|08N2","FULTON|08N2",1,2143
"FULTON|08P","FULTON|08P",0.514548,1344
"FULTON|08P","FULTON|08P1",0.485452,1268
"FULTON|09A","FULTON|09A",1,5564
"FULTON|09B","FULTON|09B",1,582
"FULTON|09C","FULTON|09C",1,3643
"FULTON|09D","FULTON|09D",1,2297
"FULTON|09E","FULTON|09E",0.826428,3052
"FULTON|09E","FULTON|09L",0.173572,641
"FULTON|09F","FULTON|09F",1,5154
"FULTON|09G","FULTON|09N",0.839969,4304
"FULTON|09G","FULTON|09G",0.160031,820
"FULTON|09H","FULTON|09H",1,1713
"FULTON|09I","FULTON|09I",1,1408
"FULTON|09K","FULTON|09K",1,3033
"FULTON|09K1","FULTON|09K1",1,4105
"FULTON|09M","FULTON|09M",1,3391
"FULTON|10A","FULTON|10A",1,3601
"FULTON|10B","FULTON|10B",0.744702,3057
"FULTON|10B","FULTON|10B1",0.255298,1048
"FULTON|10C","FULTON|10C",1,3313
"FULTON|10D","FULTON|10D1",0.439921,2669
"FULTON|10D","FULTON|10D",0.289435,1756
"FULTON|10D","FULTON|10D2",0.270644,1642
"FULTON|10E","FULTON|10E",1,1160
"FULTON|10F","FULTON|10F",1,1223
"FULTON|10G","FULTON|10G",1,1449
"FULTON|10H1","FULTON|10H1",1,528
"FULTON|10H2","FULTON|10H2",1,2921
"FULTON|10I","FULTON|10I",1,365
"FULTON|10J","FULTON|10J",1,1329
"FULTON|10K","FULTON|10K",1,1604
"FULTON|10M","FULTON|10M",1,2655
"FULTON|10P","FULTON|10P",1,1757
"FULTON|10R","FULTON|10R",1,1440
"FULTON|11B","FULTON|11B",0.958663,3270
"FULTON|11B","FULTON|11B2",0.041337,141
"FULTON|11B1","FULTON|11B1",0.538532,1754
"FULTON|11B1","FULTON|11B3",0.461468,1503
"FULTON|11C","FULTON|11C2",0.769187,2706
"FULTON|11C","FULTON|11C3",0.198977,700
"FULTON|11C","FULTON|11C",0.030131,106
"FULTON|11C","FULTON|SC30A",0.001706,6
"FULTON|11E1","FULTON|11E1",1,1783
"FULTON|11E2","FULTON|11E2",1,1267
"FULTON|11E3","FULTON|11E3",1,4607
"FULTON|11G","FULTON|11G",1,2813
"FULTON|11H","FULTON|11H",1,687
"FULTON|11J","FULTON|11J",1,2408
"FULTON|11K","FULTON|11K",1,2049
"FULTON|11M","FULTON|11M",1,1384
"FULTON|11M1","FULTON|11M1",1,3283
"FULTON|11N","FULTON|11N",1,2706
"FULTON|11P","FULTON|11P",1,2415
"FULTON|11R","FULTON|11R",1,3372
"FULTON|12A","FULTON|12A",0.571544,2113
"FULTON|12A","FULTON|12A1",0.428456,1584
"FULTON|12A1","FULTON|12A1",1,2034
"FULTON|12D","FULTON|12D",1,1681
"FULTON|12E1","FULTON|12E1",1,2347
"FULTON|12F","FULTON|12F",1,1224
"FULTON|12G","FULTON|12G",1,1027
"FULTON|12H1","FULTON|12H1",1,1533
"FULTON|12H2","FULTON|12H2",1,3499
"FULTON|12I","FULTON|12I",1,1204
"FULTON|12J","FULTON|12J",1,4435
"FULTON|12K","FULTON|12K",1,3745
"FULTON|12L","FULTON|12L",1,806
"FULTON|12M","FULTON|12M",1,3593
"FULTON|12N","FULTON|12N",1,1090
"FULTON|12S","FULTON|12S",1,2575
"FULTON|AP01A","FULTON|AP01A",0.991715,7302
"FULTON|AP01A","FULTON|AP14",0.008285,61
"FULTON|AP01B","FULTON|AP01B",1,1952
"FULTON|AP01C","FULTON|AP01C",1,3292
"FULTON|AP01D","FULTON|AP01D",1,1481
"FULTON|AP021","FULTON|AP021",1,4333
"FULTON|AP022","FULTON|AP022",0.743986,2505
"FULTON|AP022","FULTON|AP023",0.256014,862
"FULTON|AP02B","FULTON|AP02B",1,871
"FULTON|AP03","FULTON|AP03",1,1510
"FULTON|AP04A","FULTON|AP04A",1,2124
"FULTON|AP04B","FULTON|AP04B",1,758
"FULTON|AP05","FULTON|AP05",0.988093,5975
"FULTON|AP05","FULTON|AP09B",0.011907,72
"FULTON|AP06","FULTON|AP06",1,2488
"FULTON|AP07A","FULTON|AP07A",1,5728
"FULTON|AP07B","FULTON|AP07C",0.510572,1304
"FULTON|AP07B","FULTON|AP07B",0.489428,1250
"FULTON|AP09A","FULTON|AP09A",1,7259
"FULTON|AP09B","FULTON|AP09B",0.966906,1344
"FULTON|AP09B","FULTON|AP05",0.033094,46
"FULTON|AP10","FULTON|AP10",1,1222
"FULTON|AP12A","FULTON|AP12A",1,1913
"FULTON|AP12B","FULTON|AP12B",0.979958,2787
"FULTON|AP12B","FULTON|ML06A",0.020042,57
"FULTON|AP12C","FULTON|AP12C",1,3050
"FULTON|AP14","FULTON|AP14A",0.94918,4109
"FULTON|AP14","FULTON|AP14",0.05082,220
"FULTON|CH01","FULTON|CH01",1,455
"FULTON|CH02","FULTON|CH02",0.914226,437
"FULTON|CH02","FULTON|SC04",0.07113,34
"FULTON|CH02","FULTON|CH01A",0.014644,7
"FULTON|CH03","FULTON|CH03",0.585313,271
"FULTON|CH03","FULTON|CH01",0.218143,101
"FULTON|CH03","FULTON|CH02A",0.196544,91
"FULTON|CH04A","FULTON|CH04A",0.608476,603
"FULTON|CH04A","FULTON|CH05",0.357215,354
"FULTON|CH04A","FULTON|CH05A",0.034309,34
"FULTON|CH05","FULTON|CH03",0.609848,322
"FULTON|CH05","FULTON|CH05",0.390152,206
"FULTON|CP011","FULTON|CP011",1,1649
"FULTON|CP012","FULTON|CP012",1,1672
"FULTON|CP01B","FULTON|CP01B",1,527
"FULTON|CP02","FULTON|CP02",1,1565
"FULTON|CP04B","FULTON|CP04B",1,71
"FULTON|CP051","FULTON|CP05C",0.956038,1718
"FULTON|CP051","FULTON|CP051",0.043962,79
"FULTON|CP05B","FULTON|CP05B",1,188
"FULTON|CP06A","FULTON|CP06A",1,818
"FULTON|CP07B","FULTON|CP07B",1,32
"FULTON|CP07C","FULTON|CP07C",1,283
"FULTON|CP07D","FULTON|CP07F",0.984199,436
"FULTON|CP07D","FULTON|CP07D",0.015801,7
"FULTON|CP07E","FULTON|CP07E",1,57
"FULTON|CP07F","FULTON|CP07F",1,77
"FULTON|CP081","FULTON|CP081",1,666
"FULTON|CP083","FULTON|CP083",1,243
"FULTON|CP084","FULTON|SC08B",0.650794,41
"FULTON|CP084","FULTON|CP084",0.222222,14
"FULTON|CP084","FULTON|SC08J",0.126984,8
"FULTON|CP08A","FULTON|CP08A",1,914
"FULTON|EP01A","FULTON|EP01A",0.97214,3943
"FULTON|EP01A","FULTON|EP03C",0.02786,113
"FULTON|EP01B","FULTON|EP01B",0.538721,2393
"FULTON|EP01B","FULTON|EP01C",0.299865,1332
"FULTON|EP01B","FULTON|BOWDEN SENIOR CENTER",0.161414,717
"FULTON|EP02A","FULTON|EP02A",1,3610
"FULTON|EP02B","FULTON|EP02B",1,2009
"FULTON|EP02C","FULTON|EP02C",1,675
"FULTON|EP02D","FULTON|EP02D",1,621
"FULTON|EP02E","FULTON|EP02E",1,1954
"FULTON|EP03A","FULTON|EP03A",0.72513,4738
"FULTON|EP03A","FULTON|EP03C",0.262932,1718
"FULTON|EP03A","FULTON|EP03B",0.011938,78
"FULTON|EP03B","FULTON|EP03B",0.971215,1687
"FULTON|EP03B","FULTON|EP03D",0.028785,50
"FULTON|EP04A","FULTON|EP04A",1,5497
"FULTON|EP04B","FULTON|EP04B",1,3706
"FULTON|EP04C","FULTON|EP04D",0.862951,3035
"FULTON|EP04C","FULTON|EP04C",0.137049,482
"FULTON|FA01A","FULTON|FA01A",0.998972,5832
"FULTON|FA01A","FULTON|UC02G",0.001028,6
"FULTON|FA01B","FULTON|FA01B",1,8916
"FULTON|FA01C","FULTON|FA01C",0.983838,974
"FULTON|FA01C","FULTON|SC212",0.016162,16
"FULTON|FA01D","FULTON|FA01D",0.990551,629
"FULTON|FA01D","FULTON|SC07A",0.009449,6
"FULTON|FC02","FULTON|FC02",0.69657,264
"FULTON|FC02","FULTON|SC32",0.28496,108
"FULTON|FC02","FULTON|SC14A",0.01847,7
"FULTON|FC03","FULTON|SC33",1,13
"FULTON|HP01","FULTON|HP01",1,6553
"FULTON|JC01","FULTON|JC01",1,5163
"FULTON|JC01A","FULTON|JC01A",1,3441
"FULTON|JC02","FULTON|JC02",1,5057
"FULTON|JC03A","FULTON|JC03A",1,876
"FULTON|JC03B","FULTON|JC03B",1,2585
"FULTON|JC04A","FULTON|JC04A",1,4015
"FULTON|JC04B","FULTON|JC04B",1,591
"FULTON|JC04C","FULTON|JC04C",1,1762
"FULTON|JC05","FULTON|JC05",1,4042
"FULTON|JC06","FULTON|JC06",1,4418
"FULTON|JC07","FULTON|JC07",1,7181
"FULTON|JC08","FULTON|JC08",1,4288
"FULTON|JC09","FULTON|JC09",1,4805
"FULTON|JC10","FULTON|JC10",1,4079
"FULTON|JC11","FULTON|JC11",0.996899,5786
"FULTON|JC11","FULTON|JC07",0.003101,18
"FULTON|JC12","FULTON|JC12",1,3501
"FULTON|JC13A","FULTON|JC13A",1,2857
