"from_2020","to_2024","weight","pop"
"APPLING|1B","APPLING|1B",1,1856
"DEKALB|CLARKSTON COMMUNITY CENTER (CLA)","DEKALB|CLARKSTON COMMUNITY CENTER (CLA)",1,6046
"DEKALB|CLIFTON","DEKALB|CLIFTON",1,2265
"DEKALB|COAN RECREATION CENTER (ATL)","DEKALB|COAN RECREATION CENTER (ATL)",1,4981
"DEKALB|COLUMBIA DRIVE","DEKALB|COLUMBIA DRIVE",1,3150
"DEKALB|COLUMBIA ELEM","DEKALB|COLUMBIA ELEM",1,2150
"DEKALB|COLUMBIA MIDDLE","DEKALB|COLUMBIA MIDDLE",1,2579
"DEKALB|CORALWOOD","DEKALB|CORALWOOD",1,3954
"DEKALB|COVINGTON","DEKALB|COVINGTON",0.889212,2448
"DEKALB|COVINGTON","DEKALB|AVONDALE (AVO)",0.110788,305
"DEKALB|COVINGTON HWY","DEKALB|COVINGTON HWY",1,703
"DEKALB|CROSS KEYS HIGH (BHAVN)","DEKALB|CROSS KEYS HIGH (BHAVN)",0.854013,4054
"DEKALB|CROSS KEYS HIGH (BHAVN)","DEKALB|WOODWARD (BHAVN)",0.145987,693
"DEKALB|CROSSROADS","DEKALB|CROSSROADS",1,3365
"DEKALB|DECATUR (DEC)","DEKALB|DECATUR (DEC)",1,2838
"DEKALB|DORAVILLE NORTH (DOR)","DEKALB|DORAVILLE NORTH (DOR)",0.977706,7850
"DEKALB|DORAVILLE NORTH (DOR)","DEKALB|OAKCLIFF ELEM",0.017935,144
"DEKALB|DORAVILLE NORTH (DOR)","DEKALB|CHAMBLEE (CHA)",0.002989,24
"DEKALB|DORAVILLE NORTH (DOR)","DEKALB|NORTH PEACHTREE (DUN)",0.00137,11
"DEKALB|DORAVILLE SOUTH (DOR)","DEKALB|DORAVILLE SOUTH (DOR)",1,2561
"DEKALB|DRESDEN ELEM (CHA)","DEKALB|DRESDEN ELEM (CHA)",1,13079
"DEKALB|DRUID HILLS HIGH","DEKALB|DRUID HILLS HIGH",0.999606,5078
"DEKALB|DRUID HILLS HIGH","DEKALB|SCOTT",0.000394,2
"DEKALB|DUNAIRE ELEM","DEKALB|DUNAIRE ELEM",1,2974
"DEKALB|DUNWOODY (DUN)","DEKALB|DUNWOODY (DUN)",1,7350
"DEKALB|DUNWOODY 2 (DUN)","DEKALB|DUNWOODY 2 (DUN)",1,2780
"DEKALB|DUNWOODY LIBRARY (DUN)","DEKALB|DUNWOODY LIBRARY (DUN)",1,3279
"DEKALB|EAST LAKE (ATL)","DEKALB|EAST LAKE (ATL)",0.978372,4795
"DEKALB|EAST LAKE (ATL)","DEKALB|TERRY MILL",0.01163,57
"DEKALB|EAST LAKE (ATL)","DEKALB|MCNAIR ACADEMY",0.007958,39
"DEKALB|EAST LAKE (ATL)","DEKALB|MCNAIR",0.00204,10
"DEKALB|EMBRY HILLS","DEKALB|EMBRY HILLS",0.889851,2876
"DEKALB|EMBRY HILLS","DEKALB|TUCKER LIBRARY",0.110149,356
"DEKALB|EMORY ROAD","DEKALB|EMORY ROAD",1,4305
"DEKALB|EMORY SOUTH","DEKALB|EMORY SOUTH",0.91691,4083
"DEKALB|EMORY SOUTH","DEKALB|JOHNSON ESTATES (ATL)",0.08309,370
"DEKALB|EVANSDALE ELEM","DEKALB|EVANSDALE ELEM",1,5368
"DEKALB|FAIRINGTON ELEM","DEKALB|FAIRINGTON ELEM",1,7575
"DEKALB|FERNBANK ELEM","DEKALB|FERNBANK ELEM",0.98847,2572
"DEKALB|FERNBANK ELEM","DEKALB|CANDLER PARK (ATL)",0.006918,18
"DEKALB|FERNBANK ELEM","DEKALB|LIN-MARY LIN ELEM (ATL)",0.004612,12
"DEKALB|FLAKES MILL FIRE STATION","DEKALB|FLAKES MILL",1,2659
"DEKALB|FLAT ROCK ELEM","DEKALB|FLAT ROCK ELEM",1,4059
"DEKALB|FLAT SHOALS","DEKALB|FLAT SHOALS",1,3041
"DEKALB|FLAT SHOALS ELEM","DEKALB|FLAT SHOALS ELEM",1,3324
"DEKALB|FLAT SHOALS LIBRARY","DEKALB|FLAT SHOALS LIBRARY",1,3696
"DEKALB|FLAT SHOALS PARKWAY","DEKALB|FLAT SHOALS PARKWAY",1,4233
"DEKALB|FREEDOM MIDDLE","DEKALB|FREEDOM MIDDLE",1,4090
"DEKALB|GEORGETOWN SQ (DUN)","DEKALB|GEORGETOWN SQ (DUN)",0.982767,6102
"DEKALB|GEORGETOWN SQ (DUN)","DEKALB|DUNWOODY (DUN)",0.017233,107
"DEKALB|GLENHAVEN","DEKALB|GLENHAVEN",1,2431
"DEKALB|GLENNWOOD (DEC)","DEKALB|GLENNWOOD (DEC)",0.983748,3087
"DEKALB|GLENNWOOD (DEC)","DEKALB|AVONDALE HIGH",0.016252,51
"DEKALB|GLENWOOD ROAD","DEKALB|GLENWOOD ROAD",1,2762
"DEKALB|GRESHAM ROAD","DEKALB|GRESHAM ROAD",1,4168
"DEKALB|HAMBRICK ELEM","DEKALB|HAMBRICK ELEM",1,5955
"DEKALB|HARRIS-MARGARET HARRIS ED","DEKALB|HARRIS-MARGARET HARRIS ED",1,1718
"DEKALB|HAWTHORNE ELEM","DEKALB|HAWTHORNE ELEM",0.8488,5799
"DEKALB|HAWTHORNE ELEM","DEKALB|LAKESIDE HIGH",0.149737,1023
"DEKALB|HAWTHORNE ELEM","DEKALB|DRESDEN ELEM (CHA)",0.001464,10
"DEKALB|HENDERSON MILL","DEKALB|HENDERSON MILL",1,4400
"DEKALB|HUGH HOWELL","DEKALB|HUGH HOWELL",1,1998
"DEKALB|HUNTLEY HILLS ELEM (CHA)","DEKALB|HUNTLEY HILLS ELEM (CHA)",1,5436
"DEKALB|IDLEWOOD ELEM (TUC)","DEKALB|IDLEWOOD ELEM (TUC)",1,3662
"DEKALB|INDIAN CREEK","DEKALB|INDIAN CREEK",0.996393,6629
"DEKALB|INDIAN CREEK","DEKALB|CLARKSTON COMMUNITY CENTER (CLA)",0.003607,24
"DEKALB|JOHNSON ESTATES (ATL)","DEKALB|JOHNSON ESTATES (ATL)",0.995343,1710
"DEKALB|JOHNSON ESTATES (ATL)","DEKALB|EMORY SOUTH",0.004657,8
"DEKALB|JOLLY ELEM","DEKALB|JOLLY ELEM",1,6747
"DEKALB|KELLEY CHAPEL ROAD","DEKALB|KELLEY CHAPEL ROAD",1,1377
"DEKALB|KELLEY LAKE ELEM","DEKALB|KELLEY LAKE ELEM",1,3291
"DEKALB|KINGSLEY ELEM (DUN)","DEKALB|KINGSLEY ELEM (DUN)",1,2908
"DEKALB|KITTREDGE ELEM (BHAVN)","DEKALB|KITTREDGE ELEM (BHAVN)",1,2751
"DEKALB|KNOLLWOOD","DEKALB|KNOLLWOOD",1,2605
"DEKALB|LAKESIDE HIGH","DEKALB|LAKESIDE HIGH",1,3511
"DEKALB|LAVISTA","DEKALB|LAVISTA",0.997308,4816
"DEKALB|LAVISTA","DEKALB|WOODWARD (BHAVN)",0.002692,13
"DEKALB|LAVISTA ROAD","DEKALB|LAVISTA ROAD",0.99628,3214
"DEKALB|LAVISTA ROAD","DEKALB|EMORY ROAD",0.00372,12
"DEKALB|LIN-MARY LIN ELEM (ATL)","DEKALB|LIN-MARY LIN ELEM (ATL)",1,3572
"DEKALB|LITHONIA (LIT)","DEKALB|LITHONIA (LIT)",0.977703,2631
"DEKALB|LITHONIA (LIT)","DEKALB|STONEVIEW ELEM",0.017094,46
"DEKALB|LITHONIA (LIT)","DEKALB|ROCK CHAPEL ROAD",0.005203,14
"DEKALB|LITHONIA HIGH","DEKALB|LITHONIA HIGH",1,4641
"DEKALB|LIVSEY ELEM","DEKALB|LIVSEY ELEM",0.959083,1758
"DEKALB|LIVSEY ELEM","DEKALB|TUCKER LIBRARY",0.030551,56
"DEKALB|LIVSEY ELEM","DEKALB|MIDVALE ELEM",0.010366,19
"DEKALB|MARBUT ELEM","DEKALB|MARBUT ELEM",1,5631
"DEKALB|MATHIS-BOB MATHIS ELEM","DEKALB|MATHIS-BOB MATHIS ELEM",1,2961
"DEKALB|MCLENDON","DEKALB|MCLENDON",1,5603
"DEKALB|MCNAIR","DEKALB|MCNAIR",0.990404,2890
"DEKALB|MCNAIR","DEKALB|EAST LAKE (ATL)",0.009596,28
"DEKALB|MCNAIR ACADEMY","DEKALB|MCNAIR ACADEMY",0.973483,1909
"DEKALB|MCNAIR ACADEMY","DEKALB|EAST LAKE (ATL)",0.026517,52
"DEKALB|MCNAIR HIGH","DEKALB|MCNAIR HIGH",0.996532,4597
"DEKALB|MCNAIR HIGH","DEKALB|BURGESS ELEM (ATL)",0.003468,16
"DEKALB|MCWILLIAMS","DEKALB|MCWILLIAMS",1,3573
"DEKALB|MEADOWVIEW","DEKALB|MEADOWVIEW",1,4578
"DEKALB|MEDLOCK","DEKALB|MEDLOCK",1,2513
"DEKALB|MEMORIAL SOUTH","DEKALB|MEMORIAL SOUTH",1,4773
"DEKALB|METROPOLITAN (ATL)","DEKALB|METROPOLITAN (ATL)",1,3754
"DEKALB|MIDVALE ELEM","DEKALB|MIDVALE ELEM",1,3140
"DEKALB|MIDVALE ROAD","DEKALB|MIDVALE ROAD",0.999578,2366
"DEKALB|MIDVALE ROAD","DEKALB|TUCKER",0.000422,1
"DEKALB|MIDWAY","DEKALB|MIDWAY",1,3313
"DEKALB|MILLER GROVE","DEKALB|MILLER GROVE",1,6361
"DEKALB|MILLER GROVE HIGH","DEKALB|MILLER GROVE HIGH",1,5293
"DEKALB|MILLER GROVE ROAD","DEKALB|MILLER GROVE ROAD",1,2607
"DEKALB|MILLER-ELDRIDGE L MILLER ELEM","DEKALB|MILLER-ELDRIDGE L MILLER ELEM",1,4272
"DEKALB|MONTCLAIR ELEM","DEKALB|MONTCLAIR ELEM",1,5367
"DEKALB|MONTGOMERY ELEM  (BHAVN)","DEKALB|MONTGOMERY ELEM  (BHAVN)",1,3190
"DEKALB|MONTREAL","DEKALB|MONTREAL",1,3928
"DEKALB|MOUNT VERNON EAST (DUN)","DEKALB|MOUNT VERNON EAST (DUN)",1,3421
"DEKALB|MOUNT VERNON WEST (DUN)","DEKALB|MOUNT VERNON WEST (DUN)",1,4356
"DEKALB|NARVIE J HARRIS ELEM","DEKALB|NARVIE J HARRIS ELEM",0.998012,5021
"DEKALB|NARVIE J HARRIS ELEM","DEKALB|OAK VIEW ELEM",0.001988,10
"DEKALB|NORTH DECATUR","DEKALB|NORTH DECATUR",0.933109,3878
"DEKALB|NORTH DECATUR","DEKALB|MCLENDON",0.066891,278
"DEKALB|NORTH HAIRSTON","DEKALB|NORTH HAIRSTON",1,3175
"DEKALB|NORTH PEACHTREE (DUN)","DEKALB|NORTH PEACHTREE (DUN)",1,5403
"DEKALB|NORTHLAKE","DEKALB|NORTHLAKE",1,1875
"DEKALB|OAK GROVE ELEM","DEKALB|OAK GROVE ELEM",0.996915,3231
"DEKALB|OAK GROVE ELEM","DEKALB|LAKESIDE HIGH",0.003085,10
"DEKALB|OAK VIEW ELEM","DEKALB|OAK VIEW ELEM",1,6304
"DEKALB|OAKCLIFF ELEM","DEKALB|OAKCLIFF ELEM",0.982043,5250
"DEKALB|OAKCLIFF ELEM","DEKALB|DORAVILLE NORTH (DOR)",0.011036,59
"DEKALB|OAKCLIFF ELEM","DEKALB|DORAVILLE SOUTH (DOR)",0.006921,37
"DEKALB|OAKHURST (DEC)","DEKALB|OAKHURST (DEC)",1,3555
"DEKALB|PANOLA","DEKALB|PANOLA",1,1954
"DEKALB|PANOLA ROAD","DEKALB|PANOLA ROAD",1,3756
"DEKALB|PANOLA WAY ELEM","DEKALB|PANOLA WAY ELEM",1,3012
"DEKALB|PEACHCREST","DEKALB|PEACHCREST",1,2848
"DEKALB|PEACHTREE MIDDLE","DEKALB|PEACHTREE MIDDLE (DUN)",1,5036
"DEKALB|PINE LAKE","DEKALB|PINE LAKE (PIN)",1,752
"DEKALB|PINEY GROVE","DEKALB|PINEY GROVE",0.929344,2749
"DEKALB|PINEY GROVE","DEKALB|BURGESS ELEM (ATL)",0.042258,125
"DEKALB|PINEY GROVE","DEKALB|EAST LAKE (ATL)",0.028398,84
"DEKALB|PLEASANTDALE ROAD","DEKALB|PLEASANTDALE ROAD",1,9096
"DEKALB|PONCE DE LEON (DEC)","DEKALB|PONCE DE LEON (DEC)",0.976445,3565
"DEKALB|PONCE DE LEON (DEC)","DEKALB|FERNBANK ELEM",0.023555,86
"DEKALB|PRINCETON ELEM","DEKALB|PRINCETON ELEM",0.989984,3064
"DEKALB|PRINCETON ELEM","DEKALB|LITHONIA (LIT)",0.010016,31
"DEKALB|RAINBOW ELEM","DEKALB|RAINBOW ELEM",1,4581
"DEKALB|REDAN ELEM","DEKALB|REDAN ELEM",1,3539
"DEKALB|REDAN MIDDLE","DEKALB|REDAN MIDDLE",1,3052
"DEKALB|REDAN ROAD","DEKALB|REDAN ROAD",1,3510
"DEKALB|REDAN-TROTTI LIBRARY","DEKALB|REDAN-TROTTI LIBRARY",1,4954
"DEKALB|REHOBOTH","DEKALB|REHOBOTH",0.997366,2272
"DEKALB|REHOBOTH","DEKALB|MONTREAL",0.002634,6
"DEKALB|ROCK CHAPEL ELEM","DEKALB|ROCK CHAPEL ELEM",1,3681
"DEKALB|ROCK CHAPEL ROAD","DEKALB|ROCK CHAPEL ROAD",1,5418
"DEKALB|ROCKBRIDGE ELEM","DEKALB|ROCKBRIDGE ELEM",0.991819,5334
"DEKALB|ROCKBRIDGE ELEM","DEKALB|STONE MILL ELEM",0.007252,39
"DEKALB|ROCKBRIDGE ELEM","DEKALB|STONE MTN CHAMPION (STO)",0.00093,5
"DEKALB|ROCKBRIDGE ROAD","DEKALB|ROCKBRIDGE ROAD",1,4840
"DEKALB|ROWLAND ELEM","DEKALB|ROWLAND ELEM",1,6024
"DEKALB|ROWLAND ROAD","DEKALB|ROWLAND ROAD",1,2710
"DEKALB|SAGAMORE HILLS ELEM","DEKALB|SAGAMORE HILLS ELEM",1,3458
"DEKALB|SALEM MIDDLE","DEKALB|SALEM MIDDLE",1,4188
"DEKALB|SCOTT","DEKALB|SCOTT",0.990104,3902
"DEKALB|SCOTT","DEKALB|CLAIREMONT EAST (DEC)",0.005582,22
"DEKALB|SCOTT","DEKALB|CLAIREMONT WEST (DEC)",0.004314,17
"DEKALB|SHADOW ROCK ELEM","DEKALB|SHADOW ROCK ELEM",1,5484
"DEKALB|SHAMROCK","DEKALB|SHAMROCK",1,2254
"DEKALB|SHAW-ROBERT SHAW ELEM","DEKALB|SHAW-ROBERT SHAW ELEM",0.903496,3773
"DEKALB|SHAW-ROBERT SHAW ELEM","DEKALB|CLARKSTON COMMUNITY CENTER (CLA)",0.096504,403
"DEKALB|SILVER LAKE","DEKALB|SILVER LAKE (BHAVN)",1,6820
"DEKALB|SKYLAND","DEKALB|SKYLAND (BHAVN)",1,4045
"DEKALB|SMOKE RISE","DEKALB|SMOKE RISE",1,2347
"DEKALB|SNAPFINGER ELEM","DEKALB|SNAPFINGER ELEM",1,1944
"DEKALB|SNAPFINGER ROAD","DEKALB|SNAPFINGER ROAD",1,5937
"DEKALB|SNAPFINGER ROAD N","DEKALB|SNAPFINGER ROAD N",1,3158
"DEKALB|SNAPFINGER ROAD S","DEKALB|SNAPFINGER ROAD S",1,2191
"DEKALB|SOUTH DESHON","DEKALB|SOUTH DESHON",1,4382
"DEKALB|SOUTH HAIRSTON","DEKALB|SOUTH HAIRSTON",1,4691
"DEKALB|STEPHENSON HIGH","DEKALB|STEPHENSON HIGH",1,4509
"DEKALB|STEPHENSON MIDDLE","DEKALB|STEPHENSON MIDDLE",1,4570
"DEKALB|STONE MILL ELEM","DEKALB|STONE MILL ELEM",1,5940
"DEKALB|STONE MOUNTAIN ELEM","DEKALB|STONE MOUNTAIN ELEM",0.994959,2763
"DEKALB|STONE MOUNTAIN ELEM","DEKALB|STONE MTN   (STO)",0.005041,14
"DEKALB|STONE MTN","DEKALB|STONE MTN   (STO)",0.984114,2478
"DEKALB|STONE MTN","DEKALB|STONE MOUNTAIN ELEM",0.015886,40
"DEKALB|STONE MTN CHAMPION","DEKALB|STONE MTN CHAMPION (STO)",0.966836,4198
"DEKALB|STONE MTN CHAMPION","DEKALB|STONE MOUNTAIN ELEM",0.02948,128
"DEKALB|STONE MTN CHAMPION","DEKALB|ROCKBRIDGE ELEM",0.003685,16
"DEKALB|STONE MTN MIDDLE","DEKALB|STN MTN MIDDLE",1,4616
"DEKALB|STONECREST LIBRARY","DEKALB|STONECREST LIBRARY (STC)",1,5831
"DEKALB|STONEVIEW ELEM","DEKALB|STONEVIEW ELEM",1,3689
"DEKALB|TERRY MILL","DEKALB|TERRY MILL",1,2930
"DEKALB|TILLY MILL ROAD (DUN)","DEKALB|TILLY MILL ROAD (DUN)",1,2126
"DEKALB|TONEY ELEM","DEKALB|TONEY ELEM",1,1734
"DEKALB|TUCKER","DEKALB|TUCKER",1,4029
"DEKALB|TUCKER LIBRARY","DEKALB|TUCKER LIBRARY",1,4498
"DEKALB|VALLEY BROOK","DEKALB|VALLEY BROOK",1,1552
"DEKALB|WADSWORTH","DEKALB|WADSWORTH",1,3344
"DEKALB|WARREN TECH","DEKALB|WARREN TECH",1,2982
"DEKALB|WESLEY CHAPEL LIBRARY","DEKALB|WESLEY CHAPEL LIBRARY",1,3238
"DEKALB|WHITE OAK","DEKALB|WHITE OAK",1,3955
"DEKALB|WINNONA PARK","DEKALB|WINNONA PARK  (DEC)",0.977089,2900
"DEKALB|WINNONA PARK","DEKALB|GLENNWOOD (DEC)",0.015836,47
"DEKALB|WINNONA PARK","DEKALB|AVONDALE HIGH",0.007075,21
"DEKALB|WINTERS CHAPEL","DEKALB|WINTERS CHAPEL (DUN)",1,1823
"DEKALB|WOODRIDGE ELEM","DEKALB|WOODRIDGE ELEM",1,4616
"DEKALB|WOODROW ROAD","DEKALB|WOODROW ROAD",1,4576
"DEKALB|WOODWARD (BHAVN)","DEKALB|WOODWARD (BHAVN)",0.740659,4004
"DEKALB|WOODWARD (BHAVN)","DEKALB|CROSS KEYS HIGH (BHAVN)",0.130966,708
"DEKALB|WOODWARD (BHAVN)","DEKALB|HARRIS-MARGARET HARRIS ED",0.070107,379
"DEKALB|WOODWARD (BHAVN)","DEKALB|LAVISTA",0.058269,315
"DEKALB|WYNBROOKE ELEM","DEKALB|WYNBROOKE ELEM",1,4151
"DEKALB|YOUNG ROAD","DEKALB|YOUNG ROAD",1,2222
"DODGE|CHAUN","DODGE|CHAUN",1,638
"DODGE|CLARK","DODGE|CLARK",1,175
"DODGE|EDDIN","DODGE|EDDIN",1,1450
"DODGE|EMPIR","DODGE|EMPIR",1,729
"DODGE|JAYBI","DODGE|JAYBI",1,358
"DODGE|JONES","DODGE|JONES",1,712
"DODGE|LEE","DODGE|LEE",1,8498
"DODGE|MCCRA","DODGE|MCCRA",1,411
"DODGE|MILAN","DODGE|MILAN",1,484
"DODGE|MITCH","DODGE|MITCH",1,505
"DODGE|MULLI","DODGE|MULLI",1,1975
"DODGE|PLAIN","DODGE|PLAIN",1,663
"DODGE|PONDT","DODGE|PONDT",1,952
"DODGE|RAWLI","DODGE|RAWLI",1,1707
"DODGE|VILUL","DODGE|VILUL",1,182
"DODGE|YONKE","DODGE|YONKE",1,486
"DOOLY|BYROMVILLE","DOOLY|BYROMVILLE",1,995
"DOOLY|LILLY","DOOLY|LILLY",1,685
"DOOLY|PINEHURST","DOOLY|PINEHURST",1,766
"DOOLY|UNADILLA","DOOLY|UNADILLA",1,4085
"DOOLY|VIENNA","DOOLY|VIENNA",1,4677
"DOUGHERTY|1ST CHRISTIAN CHURCH","DOUGHERTY|WESTOVER HIGH SCHOOL",1,2075
"DOUGHERTY|2ND MT ZION CHURCH","DOUGHERTY|SECOND MT ZION CHURCH",1,1814
"DOUGHERTY|ALBANY MIDDLE SCHOOL","DOUGHERTY|ALBANY MIDDLE SCHOOL",1,3205
"DOUGHERTY|ALICE COACHMAN ELEM","DOUGHERTY|ALICE COACHMAN ELEMENTARY",1,912
"DOUGHERTY|BILL MILLER CENTER","DOUGHERTY|BILL MILLER COMMUNITY CENTER",1,3306
"DOUGHERTY|CARVER TEEN CENTER","DOUGHERTY|1ST MOUNT OLIVE",1,2121
"DOUGHERTY|CHRIST CHURCH","DOUGHERTY|CHRIST METHODIST CHURCH",1,2250
"DOUGHERTY|COVENANT CHURCH","DOUGHERTY|COVENANT CHURCH",1,3396
"DOUGHERTY|DARTON COLLEGE","DOUGHERTY|ASU WEST CAMPUS",1,6483
"DOUGHERTY|GREENBRIAR CHURCH","DOUGHERTY|GREENBRIAR CHURCH",0.997162,4919
"DOUGHERTY|GREENBRIAR CHURCH","LEE|#6 FIRST BAPTIST",0.002838,14
"DOUGHERTY|INTERNATIONAL STUDIE","DOUGHERTY|INTERNATIONAL STUDIES ELEMENTARY",1,1466
"DOUGHERTY|JACKSON HEIGHTS ELEM","DOUGHERTY|ROBERT H. HARVEY ELEMENTARY SCHOOL",1,3479
"DOUGHERTY|LAMAR REESE ELEM SCH","DOUGHERTY|LAMAR REESE ELEMENTARY",1,1191
"DOUGHERTY|LITMAN CATHEDRAL","DOUGHERTY|LITMAN CATHEDRAL",1,1906
"DOUGHERTY|LOVETT HALL","DOUGHERTY|ASU EAST CAMPUS-LOVETT HALL",1,2183
"DOUGHERTY|MERRY ACRES MIDDLE","DOUGHERTY|MERRY ACRES MIDDLE SCHOOL",1,3343
"DOUGHERTY|MT ZION CENTER","DOUGHERTY|MT ZION CENTER",1,5217
"DOUGHERTY|PALMYRA METH CHURCH","DOUGHERTY|ALBANY HIGH SCHOOL",1,3910
"DOUGHERTY|PHOEBE EAST","DOUGHERTY|TURNER ELEMENTARY",1,4758
"DOUGHERTY|PHOEBE HEALTHWORKS","DOUGHERTY|ALBANY HIGH SCHOOL",1,2707
"DOUGHERTY|PINE BLUFF BAPT CHUR","DOUGHERTY|PINE BLUFF BAPTIST CHURCH",0.954488,3020
"DOUGHERTY|PINE BLUFF BAPT CHUR","DOUGHERTY|TURNER ELEMENTARY",0.045512,144
"DOUGHERTY|PUTNEY 1ST BAPT CHUR","DOUGHERTY|PUTNEY 1ST BAPTIST CHURCH",1,3780
"DOUGHERTY|RADIUM MIDDLE SCHOOL","DOUGHERTY|RADIUM MIDDLE SCHOOL",1,941
"DOUGHERTY|SHERWOOD ELEM SCHOOL","DOUGHERTY|SHERWOOD ELEMENTARY SCHOOL",1,5046
"DOUGHERTY|SHILOH BAPTIST CHURC","DOUGHERTY|SHILOH BAPTIST CHURCH",1,1962
"DOUGHERTY|TURNER ELEM SCHOOL","DOUGHERTY|TURNER ELEMENTARY",1,1158
"DOUGHERTY|WESTOVER HIGH SCHOOL","DOUGHERTY|WESTOVER HIGH SCHOOL",1,4857
"DOUGHERTY|WESTTOWN ELEM SCHOOL","DOUGHERTY|WESTTOWN ELEMENTARY",1,4241
"DOUGLAS|ARBOR STATION","DOUGLAS|ARBOR STATION",1,4359
"DOUGLAS|ATLANTA WEST PENTECOSTAL","DOUGLAS|ATLANTA WEST PENTECOSTAL",1,6538
"DOUGLAS|BEULAH BAPTIST CHURCH","DOUGLAS|BEULAH BAPTIST CHURCH",1,4894
"DOUGLAS|BOUNDARY WATERS","DOUGLAS|BOUNDARY WATERS",1,5602
"DOUGLAS|BRIGHT STAR","DOUGLAS|ELIZABETH BAPTIST CHURCH",1,3762
"DOUGLAS|CHAPEL HILL","DOUGLAS|CHAPEL HILL",1,5407
"DOUGLAS|CHESTNUT LOG","DOUGLAS|CHESTNUT LOG",1,5628
"DOUGLAS|CHURCH AT CHAPEL HILL","DOUGLAS|CHAPEL HILL HIGH SCHOOL",1,8399
"DOUGLAS|DEER LICK","DOUGLAS|DEER LICK",1,4554
"DOUGLAS|DOG RIVER LIBRARY","DOUGLAS|DOG RIVER LIBRARY",1,6306
"DOUGLAS|DORSETT SHOALS","DOUGLAS|DORSETT SHOALS",1,5593
"DOUGLAS|EPHESUS BAPTIST CHUR","DOUGLAS|EPHESUS BAPTIST CHUR",1,6499
"DOUGLAS|FACTORY SHOALS","DOUGLAS|FACTORY SHOALS",1,5533
"DOUGLAS|FIRST BAPTIST DOUGLASVILLE","DOUGLAS|ST THERESA'S CATHOLIC CHURCH",1,3121
"DOUGLAS|FIRST BAPTIST LITHIA SPRINGS","DOUGLAS|FIRST BAPTIST LITHIA SPRINGS",1,3595
"DOUGLAS|GOLDEN METHODIST CH","DOUGLAS|GOLDEN METHODIST CH",1,8174
"DOUGLAS|LITHIA SPRINGS HIGH SCHOOL","DOUGLAS|LITHIA SPRINGS HIGH SCHOOL",1,9165
"DOUGLAS|LUTHERAN CHURCH - GS","DOUGLAS|LUTHERAN CHURCH - GS",1,5503
"DOUGLAS|MIRROR LAKE ELEMENTA","DOUGLAS|MIRROR LAKE ELEMENTA",1,8728
"DOUGLAS|OLD COURTHOUSE","DOUGLAS|OLD COURTHOUSE",1,8847
"DOUGLAS|PRAYS MILL GYM","DOUGLAS|PRAYS MILL GYM",1,7491
"DOUGLAS|ST JULIANS EPISCOPAL","DOUGLAS|ST JULIANS EPISCOPAL",1,3153
"DOUGLAS|STEWART","DOUGLAS|STEWART",1,4582
"DOUGLAS|TURNER","DOUGLAS|TURNER",1,6014
"DOUGLAS|WINSTON","DOUGLAS|WINSTON",1,2764
"EARLY|ARLINGTON","EARLY|ARLINGTON",1,1219
"EARLY|BLAKELY","EARLY|BLAKELY",1,5567
"EARLY|CEDAR SPRINGS","EARLY|CEDAR SPRINGS",1,1598
"EARLY|CUBA","EARLY|CUBA",1,1587
"EARLY|URQUHART","EARLY|URQUHART",1,883
"ECHOLS|STATENVILLE","ECHOLS|STATENVILLE",1,3697
"EFFINGHAM|1A","EFFINGHAM|1A",1,2820
"EFFINGHAM|1B","EFFINGHAM|1B",0.796132,3499
"EFFINGHAM|1B","EFFINGHAM|1C",0.161092,708
"EFFINGHAM|1B","EFFINGHAM|1A",0.042776,188
"EFFINGHAM|1C","EFFINGHAM|1C",1,2105
"EFFINGHAM|1D","EFFINGHAM|1D",1,2897
"EFFINGHAM|2A","EFFINGHAM|2A",0.698199,2908
"EFFINGHAM|2A","EFFINGHAM|2D",0.301801,1257
"EFFINGHAM|2B","EFFINGHAM|2C",0.520336,2290
"EFFINGHAM|2B","EFFINGHAM|2B",0.479664,2111
"EFFINGHAM|2C","EFFINGHAM|2D",0.413912,2880
"EFFINGHAM|2C","EFFINGHAM|4B",0.377695,2628
"EFFINGHAM|2C","EFFINGHAM|2C",0.208393,1450
"EFFINGHAM|3A","EFFINGHAM|3A",0.928315,1813
"EFFINGHAM|3A","EFFINGHAM|3C",0.071685,140
"EFFINGHAM|3B","EFFINGHAM|3B",1,2130
"EFFINGHAM|3C","EFFINGHAM|3C",0.498049,1659
"EFFINGHAM|3C","EFFINGHAM|3B",0.259382,864
"EFFINGHAM|3C","EFFINGHAM|4A",0.24257,808
"EFFINGHAM|3D","EFFINGHAM|3D",0.956835,4256
"EFFINGHAM|3D","EFFINGHAM|3C",0.043165,192
"EFFINGHAM|4A","EFFINGHAM|4A",0.886803,4912
"EFFINGHAM|4A","EFFINGHAM|5A",0.113197,627
"EFFINGHAM|4B","EFFINGHAM|4C",0.61665,1800
"EFFINGHAM|4B","EFFINGHAM|4B",0.328537,959
"EFFINGHAM|4B","EFFINGHAM|3C",0.054813,160
"EFFINGHAM|4C","EFFINGHAM|4C",0.451643,1924
"EFFINGHAM|4C","EFFINGHAM|3E",0.401408,1710
"EFFINGHAM|4C","EFFINGHAM|1A",0.128404,547
"EFFINGHAM|4C","EFFINGHAM|1B",0.018545,79
"EFFINGHAM|5A","EFFINGHAM|5A",0.850185,3439
"EFFINGHAM|5A","EFFINGHAM|5B",0.149815,606
