county,precinct,registered,ballots_cast,Donald J. Trump,Kamala D. Harris,Chase Oliver,Jill Stein,Claudia De la Cruz,Cornel West,total,dem_two_party_pct
Walton,Broken Arrow,,,2701,735,12,3,0,0,3451,21.39
Walton,Central Monroe,,,3299,2565,29,12,0,0,5905,43.74
Walton,Good Hope,,,1868,393,5,4,0,0,2270,17.38
Walton,Gratis,,,1060,160,7,2,0,0,1229,13.11
Walton,Jersey,,,1672,207,7,3,0,0,1889,11.02
Walton,Loganville Central,,,4256,2374,26,17,0,0,6673,35.81
Walton,Mountain,,,1357,282,8,3,0,0,1650,17.21
Walton,Social Circle,,,2765,1026,28,3,0,0,3822,27.06
Walton,South Monroe,,,2074,858,16,8,0,0,2956,29.26
Walton,Tara,,,1708,1641,8,19,0,0,3376,49.0
Walton,W Monroe,,,1464,371,9,0,0,0,1844,20.22
Walton,Walker Park,,,2889,587,8,3,0,0,3487,16.89
Walton,Walnut Grove,,,1708,480,9,5,0,0,2202,21.94
Walton,West Walton,,,2501,1004,11,3,0,0,3519,28.64
Walton,Whatley,,,1238,198,2,1,0,0,1439,13.79
Ware,100 - City Auditorium,,,657,1888,5,7,0,0,2557,74.18
Ware,200A - Memorial Stadium,,,1336,688,6,8,0,0,2038,33.99
Ware,200B - City Auditorium,,,287,188,0,0,0,0,475,39.58
Ware,200C- Second Baptist Church,,,1422,248,5,1,0,0,1676,14.85
Ware,300 - Ware BoE Transportation,,,1995,626,3,5,0,0,2629,23.88
Ware,304 - Emerson Park,,,570,74,1,0,0,0,645,11.49
Ware,400 - Second Baptist Church,,,544,55,0,0,0,0,599,9.18
Ware,404 - Bickley UM Church,,,295,26,1,0,0,0,322,8.1
Ware,405 - Haywood Baptist Church,,,458,35,1,0,0,0,494,7.1
Ware,406 - Jamestown Baptist Church,,,1131,117,2,0,0,0,1250,9.38
Ware,407 - Manor Commmunity Center,,,447,32,0,0,0,0,479,6.68
Ware,408 - Millwood Baptist Church,,,399,25,0,0,0,0,424,5.9
Ware,409 - Waresboro Church of God,,,738,66,0,0,0,0,804,8.21
Warren,Warrenton,,,1232,1354,5,1,0,0,2592,52.36
Washington,Davisboro,,,370,246,1,0,0,0,617,39.94
Washington,Deepstep,,,342,108,1,0,0,0,451,24.0
Washington,Harrison,,,499,257,2,3,0,0,761,33.99
Washington,Oconee,,,259,184,0,0,0,0,443,41.53
Washington,Riddleville,,,310,156,3,0,0,0,469,33.48
Washington,Sandersville,,,1974,2486,9,2,0,0,4471,55.74
Washington,Tennille,,,738,1003,0,1,0,0,1742,57.61
Washington,Warthen,,,332,203,1,3,0,0,539,37.94
Wayne,Altamaha,,,1532,394,3,4,0,0,1933,20.46
Wayne,Empire,,,791,75,2,1,0,0,869,8.66
Wayne,Gardi,,,861,95,0,1,0,0,957,9.94
Wayne,Madray Springs,,,949,60,1,5,0,0,1015,5.95
Wayne,Odum,,,1017,87,0,0,0,0,1104,7.88
Wayne,Oglethorpe,,,1191,172,1,4,0,0,1368,12.62
Wayne,Pine Street,,,436,306,6,1,0,0,749,41.24
Wayne,Rec Center,,,976,353,7,0,0,0,1336,26.56
Wayne,Red Hill,,,609,140,0,0,0,0,749,18.69
Wayne,Screven,,,1307,190,2,0,0,0,1499,12.69
Wayne,Unity,,,950,382,0,2,0,0,1334,28.68
Wayne,VFW,,,192,454,1,1,0,0,648,70.28
Webster,Preston 1,,,790,544,1,1,0,0,1336,40.78
Wheeler,Alamo,,,950,397,2,0,0,0,1349,29.47
Wheeler,Glenwood,,,698,225,3,1,0,0,927,24.38
White,Blue Creek,,,1646,371,7,2,0,0,2026,18.39
White,Blue Ridge,,,715,137,2,1,0,0,855,16.08
White,Mossy Creek,,,2299,294,12,0,0,0,2605,11.34
White,Mt Yonah,,,2991,592,14,7,0,0,3604,16.52
White,Nacoochee,,,891,322,3,0,0,0,1216,26.55
White,Robertstown-Helen,,,583,163,4,0,0,0,750,21.85
White,Shoal Creek,,,1728,244,6,5,0,0,1983,12.37
White,Tesnatee,,,857,152,5,3,0,0,1017,15.06
White,Town Creek,,,1121,214,2,2,0,0,1339,16.03
White,White Creek,,,1305,120,5,0,0,0,1430,8.42
Whitfield,1A,,,740,712,4,5,0,0,1461,49.04
Whitfield,2A,,,1475,686,15,17,0,0,2193,31.74
Whitfield,3A,,,1026,591,8,6,0,0,1631,36.55
Whitfield,4A,,,1258,685,8,6,0,0,1957,35.25
Whitfield,5A,,,450,690,2,0,0,0,1142,60.53
Whitfield,6A,,,328,529,2,1,0,0,860,61.73
Whitfield,AN,,,800,621,2,2,0,0,1425,43.7
Whitfield,CA,,,1135,273,3,1,0,0,1412,19.39
Whitfield,CO,,,996,197,4,2,0,0,1199,16.51
Whitfield,DG,,,1652,797,12,9,0,0,2470,32.54
Whitfield,ES,,,783,325,5,1,0,0,1114,29.33
Whitfield,FI,,,1041,400,5,1,0,0,1447,27.76
Whitfield,GL,,,1272,556,5,9,0,0,1842,30.42
Whitfield,LT,,,897,108,3,0,0,0,1008,10.75
Whitfield,MC,,,1192,190,3,1,0,0,1386,13.75
Whitfield,NI,,,1579,322,2,1,0,0,1904,16.94
Whitfield,PG,,,2549,950,6,7,0,0,3512,27.15
Whitfield,TH,,,2345,596,8,5,0,0,2954,20.27
Whitfield,TI,,,455,97,3,1,0,0,556,17.57
Whitfield,TR,,,1004,148,3,0,0,0,1155,12.85
Whitfield,UT,,,787,124,0,1,0,0,912,13.61
Whitfield,VA,,,3287,884,14,13,0,0,4198,21.19
Whitfield,WS,,,1604,472,11,3,0,0,2090,22.74
Wilcox,Abbeville North 2,,,174,98,2,0,0,0,274,36.03
Wilcox,Abbeville South 5,,,660,161,1,1,0,0,823,19.61
Wilcox,Pineview 2,,,277,192,0,0,0,0,469,40.94
Wilcox,Pitts 3,,,589,82,1,0,0,0,672,12.22
Wilcox,Rochelle North 1,,,88,203,1,0,0,0,292,69.76
Wilcox,Rochelle South 4,,,705,111,1,0,0,0,817,13.6
Wilkes,Courthouse,,,510,274,1,2,0,0,787,34.95
Wilkes,Edward B Pope Center,,,194,467,2,0,0,0,663,70.65
Wilkes,Metasville Fire Sta,,,370,126,0,0,0,0,496,25.4
Wilkes,Rayle City Hall,,,300,126,0,3,0,0,429,29.58
Wilkes,Senior Citizen Center,,,441,656,2,2,0,0,1101,59.8
Wilkes,Tignall Sch Lunch Rm,,,451,231,1,0,0,0,683,33.87
Wilkes,Young Famer's Bldg,,,705,232,2,0,0,0,939,24.76
Wilkinson,Bloodworth,,,350,39,0,0,0,0,389,10.03
Wilkinson,Griffin,,,121,25,0,0,0,0,146,17.12
Wilkinson,High Hill,,,124,29,0,0,0,0,153,18.95
Wilkinson,Irwinton,,,309,343,0,0,0,0,652,52.61
Wilkinson,Ivey,,,605,107,0,0,0,0,712,15.03
Wilkinson,Lord,,,347,219,0,1,0,0,567,38.69
Wilkinson,Midway,,,127,493,0,1,0,0,621,79.52
Wilkinson,Ramah,,,652,661,2,0,0,0,1315,50.34
Wilkinson,Turkey Creek,,,253,96,2,2,0,0,353,27.51
Worth,Bridgeboro,,,539,121,2,1,0,0,663,18.33
Worth,County Line,,,438,71,1,1,0,0,511,13.95
Worth,Doles,,,269,30,1,1,0,0,301,10.03
Worth,Isabella,,,629,87,1,0,0,0,717,12.15
Worth,Minton,,,740,75,0,0,0,0,815,9.2
Worth,Poulan,,,545,121,0,0,0,0,666,18.17
Worth,Red Rock,,,629,163,0,0,0,0,792,20.58
Worth,Scooterville,,,466,33,0,0,0,0,499,6.61
Worth,Sumner,,,549,115,1,1,0,0,666,17.32
Worth,Sylvester,,,738,1124,1,3,0,0,1866,60.37
Worth,Sylvester East,,,1019,211,2,1,0,0,1233,17.15
Worth,Warwick,,,430,149,0,1,0,0,580,25.73
