"fips","county","lon","lat","x","y","pop","dem_20","gop_20","tot_20","dem_24","gop_24","tot_24","margin_20","margin_24","swing","angle_deg","len_km","dx","dy","lw","capped_len","capped_angle","net_votes"
"13271","Telfair","-82.895","32.0193","47.6875","-75.4109","12477","1487","2825","4333","1274","2930","4214","31.0297","39.3911","8.36137",66.891,18.0496,16.6013,7.08413,"0.0891136","FALSE","FALSE",351.512
"13093","Dooly","-83.7807","32.1702","-35.8916","-58.7224","11208","1911","2159","4105","1921","2243","4177","6.09337","7.73295","1.63958",13.1166,12.5688,2.85228,12.2408,"0.0886886","FALSE","FALSE",68.2721
"13253","Seminole","-84.8667","30.9679","-140.092","-191.183","9147","1254","2611","3884","1191","2811","4007","35.11","40.4798","5.3698",42.9584,15.9122,10.8437,11.6453,"0.0869463","FALSE","FALSE",214.899
"13167","Johnson","-82.6845","32.6994","67.0537","0.162582","9189","1222","2850","4100","1066","2913","3984","39.9804","46.4187","6.43834",51.5067,16.6159,13.0049,10.3421,"0.0866961","FALSE","FALSE",256.182
"13269","Taylor","-84.2097","32.5591","-76.0049","-15.3479","7816","1387","2418","3839","1366","2600","3982","27.0959","31.1145","4.01855",32.1484,14.8485,7.90111,12.5719,"0.0865543","FALSE","FALSE",159.376
"13209","Montgomery","-82.5295","32.1733","82.0587","-58.1011","8610","979","2960","3966","927","3033","3973","50.292","53.1818","2.88987",23.119,13.8414,5.43472,12.7299,"0.0864889","FALSE","FALSE",114.439
"13287","Turner","-83.6383","31.7028","-22.5775","-110.615","9006","1410","2349","3792","1365","2457","3833","24.98","28.5714","3.59138",28.731,14.3737,6.90941,12.6041,"0.0849685","FALSE","FALSE",137.263
"13173","Lanier","-83.0976","31.0373","28.8591","-184.409","9877","1019","2509","3576","995","2726","3736","42.2336","46.5198","4.28619",34.2895,14.8509,8.36662,12.2698,"0.0838383","FALSE","FALSE",159.489
"13197","Marion","-84.5246","32.3826","-105.768","-34.6602","7498","1311","2275","3624","1253","2348","3621","26.8823","30.4082","3.5259",28.2072,14.1396,6.68323,12.4604,"0.0824753","FALSE","FALSE",126.968
"13165","Jenkins","-81.9472","32.7899","136.016","10.8981","8674","1266","2161","3455","1179","2217","3409","26.1161","30.5654","4.44923",35.5938,14.6748,8.54128,11.933,"0.0800933","FALSE","FALSE",151.096
"13263","Talbot","-84.583","32.7007","-110.863","0.69405","5733","2114","1392","3522","1888","1483","3379","-20.5933","-12.0142","8.57903",68.6322,17.1386,15.9605,6.24451,"0.079798","FALSE","FALSE",289.199
"13315","Wilcox","-83.4092","31.9755","-0.868564","-80.3806","8766","862","2403","3281","847","2493","3347","47.1975","49.2814","2.08389",16.6711,12.6106,3.6177,12.0806,"0.0794302","FALSE","FALSE",69.6019
"13283","Treutlen","-82.5892","32.3873","76.2456","-34.4085","6406","952","2101","3077","864","2250","3121","37.6351","44.5087","6.87356",54.9885,15.8969,13.0202,9.12072,"0.0766958","FALSE","FALSE",214.043
"13003","Atkinson","-82.8781","31.3175","49.6601","-153.255","8286","825","2300","3155","700","2350","3057","47.2","54.0984","6.89836",55.1869,15.8316,12.998,9.03827,"0.0759036","FALSE","FALSE",210.4
"13243","Randolph","-84.7581","31.7586","-128.602","-103.63","6425","1671","1391","3074","1601","1373","2990","-9.14435","-7.66644","1.47791",11.8233,11.7152,2.40038,11.4667,"0.074952","FALSE","FALSE",43.953
"13065","Clinch","-82.7444","31.0213","62.5849","-186.037","6749","747","2105","2864","702","2201","2908","47.6157","51.6362","4.02053",32.1642,13.8968,7.39793,11.764,"0.0740519","FALSE","FALSE",116.716
"13201","Miller","-84.7383","31.1604","-127.561","-169.995","6000","749","2066","2835","670","2045","2724","46.7851","50.6446","3.85949",30.8759,13.6004,6.97946,11.673,"0.0716139","FALSE","FALSE",104.785
"13301","Warren","-82.6616","33.4067","68.6612","78.6505","5215","1469","1166","2651","1354","1232","2592","-11.4991","-4.71771","6.78134",54.2507,15.1716,12.313,8.86387,"0.0698919","FALSE","FALSE",175.365
"13249","Schley","-84.3066","32.2418","-85.3984","-50.4734","4547","462","1800","2275","453","1970","2428","59.1512","62.6083","3.45714",27.6571,13.0338,6.05001,11.5446,"0.0676533","FALSE","FALSE",83.7665
"13309","Wheeler","-82.7562","32.1475","60.7087","-61.1166","7471","689","1583","2285","622","1648","2276","39.3486","45.1982","5.84965",46.7972,14.273,10.4041,9.77106,"0.0654825","FALSE","FALSE",132.787
"13037","Calhoun","-84.663","31.5261","-119.899","-129.524","5573","1260","923","2194","1153","900","2056","-15.4375","-12.3234","3.11404",24.9123,12.4292,5.23556,11.2727,"0.062274","FALSE","FALSE",63.9312
"13259","Stewart","-84.758","32.0686","-128.158","-69.2395","5314","1182","801","1990","1177","847","2028","-19.2133","-16.3043","2.90897",23.2718,12.2606,4.84408,11.2631,"0.0618326","FALSE","FALSE",58.8776
"13053","Chattahoochee","-84.8964","32.3428","-140.787","-38.6467","9565","667","880","1582","703","982","1694","13.7686","16.5579","2.78928",22.3142,11.8333,4.49294,10.9472,"0.0564173","FALSE","FALSE",46.9994
"13125","Glascock","-82.6097","33.2366","73.6268","59.8175","2884","155","1403","1566","133","1534","1670","80.1027","84.0432","3.9405",31.524,12.4862,6.5285,10.6435,"0.0561152","FALSE","FALSE",65.6881
"13007","Baker","-84.4336","31.311","-98.3583","-153.624","2876","652","897","1555","590","883","1476","15.8167","19.8914","4.07472",32.5978,12.2994,6.62613,10.3619,"0.052749","FALSE","FALSE",60.0206
"13061","Clay","-85.0146","31.635","-153.097","-117.005","2848","790","637","1434","771","663","1442","-10.7218","-7.53138","3.19041",25.5233,11.7854,5.07805,10.6352,"0.052046","FALSE","FALSE",45.7505
"13101","Echols","-83.0503","30.7123","33.4931","-220.437","3697","167","1256","1441","127","1307","1438","76.5285","82.2873","5.75885",46.0708,12.9998,9.36245,9.01889,"0.052046","FALSE","FALSE",82.5819
"13307","Webster","-84.5618","32.0524","-109.663","-71.2507","2348","639","748","1390","544","790","1336","7.85869","18.4408","10.5821",84.6568,14.4601,14.3973,1.34655,"0.0501985","FALSE","FALSE",141.165
"13239","Quitman","-85.0781","31.8596","-158.728","-91.9986","2235","497","604","1106","480","656","1140","9.71844","15.493","5.77452",46.1962,12.4833,9.0094,8.64087,"0.0463235","FALSE","FALSE",65.5985
"13265","Taliaferro","-82.8861","33.569","47.6968","96.5353","1559","561","360","928","507","375","884","-21.8241","-14.966","6.85812",54.865,12.3151,10.0713,7.08742,"0.0408175","FALSE","FALSE",60.4886
