"congress","year","chamber","state","district_code","bioname","party","dim1","dim2"
64,1915,"House","AL",9,"HUDDLESTON, George","Democrat",-0.076,0.997
64,1915,"House","IA",11,"STEELE, Thomas Jefferson","Democrat",-0.088,0.58
64,1915,"House","KS",4,"DOOLITTLE, Dudley","Democrat",-0.089,0.651
64,1915,"House","IN",6,"GRAY, Finly Hutchinson","Democrat",-0.094,0.456
64,1915,"House","SD",3,"GANDY, Harry Luther","Democrat",-0.095,0.509
64,1915,"House","MN",4,"VAN DYKE, Carl Chester","Democrat",-0.098,0.306
64,1915,"House","CA",11,"KETTNER, William","Democrat",-0.102,0.067
64,1915,"House","OH",9,"SHERWOOD, Isaac R.","Democrat",-0.103,0.282
64,1915,"House","IL",14,"TAVENNER, Clyde Howard","Democrat",-0.106,0.612
64,1915,"House","OK",5,"THOMPSON, Joseph Bryan","Democrat",-0.116,0.993
64,1915,"House","CO",4,"TAYLOR, Edward Thomas","Democrat",-0.119,0.651
64,1915,"House","CA",2,"RAKER, John Edward","Democrat",-0.121,0.281
64,1915,"House","IL",16,"STONE, Claudius Ulysses","Democrat",-0.121,-0.172
64,1915,"House","NJ",6,"HART, Archibald Chapman","Democrat",-0.121,-0.301
64,1915,"House","KS",5,"HELVERING, Guy Tresillian","Democrat",-0.123,0.623
64,1915,"House","NY",13,"LOFT, George William","Democrat",-0.127,-0.992
64,1915,"House","KS",7,"SHOUSE, Jouett","Democrat",-0.128,0.516
64,1915,"House","IL",7,"BUCHANAN, Frank","Democrat",-0.13,0.377
64,1915,"House","NE",2,"LOBECK, Charles Otto","Democrat",-0.147,-0.072
64,1915,"House","IN",8,"ADAIR, John Alfred","Democrat",-0.148,0.371
64,1915,"House","IN",5,"MOSS, Ralph Wilbur","Democrat",-0.148,0.418
64,1915,"House","MT",98,"EVANS, John Morgan","Democrat",-0.15,0.377
64,1915,"House","KS",6,"CONNELLY, John Robert","Democrat",-0.153,0.799
64,1915,"House","NC",8,"DOUGHTON, Robert Lee","Democrat",-0.153,0.787
64,1915,"House","OH",17,"ASHBROOK, William Albert","Democrat",-0.16,0.082
64,1915,"House","CA",7,"CHURCH, Denver Samuel","Democrat",-0.162,0.201
64,1915,"House","NY",23,"GOULDEN, Joseph Aloysius","Democrat",-0.165,-0.692
64,1915,"House","OK",7,"McCLINTIC, James Vernon","Democrat",-0.169,0.911
64,1915,"House","WV",2,"BROWN, William Gay, Jr.","Democrat",-0.169,0.086
64,1915,"House","MT",98,"STOUT, Tom","Democrat",-0.172,0.325
64,1915,"House","RI",1,"O'SHAUNESSY, George Francis","Democrat",-0.174,-0.722
64,1915,"House","MI",2,"BEAKES, Samuel Willard","Democrat",-0.176,-0.246
64,1915,"House","WI",2,"BURKE, Michael Edmund","Democrat",-0.177,-0.319
64,1915,"House","TX",5,"SUMNERS, Hatton William","Democrat",-0.184,0.815
64,1915,"House","WI",9,"KONOP, Thomas Frank","Democrat",-0.184,-0.356
64,1915,"House","OK",2,"HASTINGS, William Wirt","Democrat",-0.186,0.658
64,1915,"House","NY",3,"FLYNN, Joseph Vincent","Democrat",-0.188,-0.882
64,1915,"House","UT",2,"MAYS, James Henry","Democrat",-0.189,0.362
64,1915,"House","IN",9,"MORRISON, Martin Andrew","Democrat",-0.196,0.243
64,1915,"House","MO",15,"DECKER, Perl D.","Democrat",-0.197,0.516
64,1915,"House","IN",13,"BARNHART, Henry A.","Democrat",-0.199,0.166
64,1915,"House","KS",2,"TAGGART, Joseph","Democrat",-0.202,0.057
64,1915,"House","MA",7,"PHELAN, Michael Francis","Democrat",-0.202,-0.821
64,1915,"House","MO",16,"RUBEY, Thomas Lewis","Democrat",-0.203,0.676
64,1915,"House","TX",99,"DAVIS, James Harvey (Cyclone)","Democrat",-0.204,0.684
64,1915,"House","NY",16,"DOOLING, Peter Joseph","Democrat",-0.209,-0.978
64,1915,"House","TN",10,"MCKELLAR, Kenneth Douglas","Democrat",-0.209,0.312
64,1915,"House","GA",10,"VINSON, Carl","Democrat",-0.212,0.728
64,1915,"House","NY",22,"BRUCKNER, Henry","Democrat",-0.212,-0.915
64,1915,"House","NY",21,"HULBERT, George Murray","Democrat",-0.214,-0.977
64,1915,"House","NY",8,"GRIFFIN, Daniel Joseph","Democrat",-0.216,-0.976
64,1915,"House","WV",3,"LITTLEPAGE, Adam Brown","Democrat",-0.216,0.075
64,1915,"House","OH",12,"BRUMBAUGH, Clement Laird","Democrat",-0.218,0.022
64,1915,"House","AZ",1,"HAYDEN, Carl Trumbull","Democrat",-0.221,0.334
64,1915,"House","NE",3,"STEPHENS, Dan Voorhees","Democrat",-0.222,0.181
64,1915,"House","MA",12,"GALLIVAN, James Ambrose","Democrat",-0.223,-0.702
64,1915,"House","IN",11,"RAUCH, George Washington","Democrat",-0.224,0.343
64,1915,"House","WI",6,"REILLY, Michael Kieran","Democrat",-0.229,-0.019
64,1915,"House","KY",3,"THOMAS, Robert Young, Jr.","Democrat",-0.233,0.972
64,1915,"House","NY",4,"DALE, Harry Howard","Democrat",-0.233,-0.934
64,1915,"House","NY",41,"SMITH, Charles Bennett","Democrat",-0.236,-0.691
64,1915,"House","KY",4,"JOHNSON, Ben","Democrat",-0.24,0.523
64,1915,"House","NJ",3,"SCULLY, Thomas Joseph","Democrat",-0.24,-0.624
64,1915,"House","IN",3,"COX, William Elijah","Democrat",-0.247,0.525
64,1915,"House","AR",3,"TILLMAN, John Newton","Democrat",-0.248,0.763
64,1915,"House","IL",23,"FOSTER, Martin David","Democrat",-0.251,0.314
64,1915,"House","IN",2,"CULLOP, William Allen","Democrat",-0.252,0.289
64,1915,"House","OH",13,"OVERMYER, Arthur Warren","Democrat",-0.253,-0.062
64,1915,"House","KY",9,"FIELDS, William Jason","Democrat",-0.255,0.406
64,1915,"House","MO",3,"ALEXANDER, Joshua Willis","Democrat",-0.257,0.205
64,1915,"House","TX",12,"CALLAWAY, Oscar","Democrat",-0.257,0.966
64,1915,"House","OH",2,"ALLEN, Alfred Gaither","Democrat",-0.258,-0.19
64,1915,"House","VA",3,"MONTAGUE, Andrew Jackson","Democrat",-0.259,0.033
64,1915,"House","MO",6,"DICKINSON, Clement Cabell","Democrat",-0.262,0.572
64,1915,"House","NJ",12,"HAMILL, James Alphonsus","Democrat",-0.262,-0.772
64,1915,"House","VA",7,"HARRISON, Thomas Walter","Democrat",-0.262,0.227
64,1915,"House","IL",20,"RAINEY, Henry Thomas","Democrat",-0.264,0.363
64,1915,"House","MO",13,"HENSLEY, Walter Lewis","Democrat",-0.27,0.587
64,1915,"House","AR",4,"WINGO, Otis Theodore","Democrat",-0.271,0.75
64,1915,"House","TN",7,"PADGETT, Lemuel Phillips","Democrat",-0.271,0.145
64,1915,"House","OK",3,"CARTER, Charles David","Democrat",-0.272,0.408
64,1915,"House","NY",14,"FARLEY, Michael Francis","Democrat",-0.275,-0.961
64,1915,"House","IN",12,"CLINE, Cyrus","Democrat",-0.276,0.26
64,1915,"House","AL",8,"ALMON, Edward Berton","Democrat",-0.279,0.74
64,1915,"House","IL",8,"GALLAGHER, Thomas","Democrat",-0.279,-0.685
64,1915,"House","ME",2,"McGILLICUDDY, Daniel John","Democrat",-0.285,-0.394
64,1915,"House","NY",18,"PATTEN, Thomas Gedney","Democrat",-0.286,-0.958
64,1915,"House","IL",4,"McDERMOTT, James Thomas","Democrat",-0.287,-0.681
64,1915,"House","MD",6,"LEWIS, David John","Democrat",-0.292,0.076
64,1915,"House","OH",8,"KEY, John Alexander","Democrat",-0.292,-0.095
64,1915,"House","PA",11,"CASEY, John Joseph","Democrat",-0.292,-0.385
64,1915,"House","NY",5,"MAHER, James Paul","Democrat",-0.293,-0.956
64,1915,"House","MI",1,"DOREMUS, Frank Ellsworth","Democrat",-0.294,-0.351
64,1915,"House","NY",2,"CALDWELL, Charles Pope","Democrat",-0.298,-0.828
64,1915,"House","OK",1,"DAVENPORT, James Sanford","Democrat",-0.298,0.371
64,1915,"House","MD",2,"TALBOTT, Joshua Frederick Cockey","Democrat",-0.299,-0.478
64,1915,"House","LA",7,"LAZARO, Ladislas","Democrat",-0.301,-0.11
64,1915,"House","OK",6,"FERRIS, Scott","Democrat",-0.301,0.278
64,1915,"House","IL",99,"WILLIAMS, William Elza","Democrat",-0.302,0.019
64,1915,"House","OK",4,"MURRAY, William Henry David","Democrat",-0.304,0.241
64,1915,"House","VA",6,"GLASS, Carter","Democrat",-0.304,-0.349
64,1915,"House","MO",14,"RUSSELL, Joseph James","Democrat",-0.305,0.348
64,1915,"House","IN",4,"DIXON, Lincoln","Democrat",-0.307,0.223
64,1915,"House","MO",7,"HAMLIN, Courtney Walker","Democrat",-0.31,0.375
64,1915,"House","MO",8,"SHACKLEFORD, Dorsey William","Democrat",-0.31,0.619
64,1915,"House","NJ",11,"EAGAN, John Joseph","Democrat",-0.31,-0.744
64,1915,"House","OH",21,"CROSSER, Robert","Democrat",-0.311,-0.261
64,1915,"House","LA",5,"WILSON, Riley Joseph","Democrat",-0.312,0.353
64,1915,"House","PA",25,"LIEBEL, Michael, Jr.","Democrat",-0.314,-0.949
64,1915,"House","IL",6,"McANDREWS, James","Democrat",-0.317,-0.521
64,1915,"House","IN",1,"LIEB, Charles","Democrat",-0.317,-0.26
64,1915,"House","LA",1,"ESTOPINAL, Albert","Democrat",-0.319,-0.814
64,1915,"House","MD",4,"LINTHICUM, John Charles","Democrat",-0.32,-0.264
64,1915,"House","TN",3,"MOON, John Austin","Democrat",-0.32,0.205
64,1915,"House","MD",1,"PRICE, Jesse Dashiell","Democrat",-0.323,0.012
64,1915,"House","NY",24,"OGLESBY, Woodson Ratcliffe","Democrat",-0.324,-0.878
64,1915,"House","OH",3,"GARD, Warren","Democrat",-0.324,-0.177
64,1915,"House","PA",19,"BAILEY, Warren Worth","Democrat",-0.324,0.12
64,1915,"House","AL",6,"OLIVER, William Bacon","Democrat",-0.325,0.643
64,1915,"House","AL",3,"STEAGALL, Henry Bascom","Democrat",-0.326,0.945
64,1915,"House","MO",1,"LLOYD, James Tilghman","Democrat",-0.326,0.293
64,1915,"House","KY",7,"CANTRILL, James Campbell","Democrat",-0.33,-0.057
64,1915,"House","MO",11,"IGOE, William Leo","Democrat",-0.331,-0.478
64,1915,"House","VA",5,"SAUNDERS, Edward Watts","Democrat",-0.339,0.369
64,1915,"House","TX",1,"BLACK, Eugene","Democrat",-0.345,0.521
64,1915,"House","FL",4,"SEARS, William Joseph","Democrat",-0.346,0.371
64,1915,"House","WV",1,"NEELY, Matthew Mansfield","Democrat",-0.346,0.311
64,1915,"House","MD",3,"COADY, Charles Pearce","Democrat",-0.347,-0.938
64,1915,"House","AR",6,"TAYLOR, Samuel Mitchell","Democrat",-0.348,0.654
64,1915,"House","FL",2,"CLARK, Frank","Democrat",-0.352,-0.032
64,1915,"House","GA",3,"CRISP, Charles Robert","Democrat",-0.353,0.409
64,1915,"House","MS",7,"QUIN, Percy Edwards","Democrat",-0.354,0.878
64,1915,"House","MO",5,"BORLAND, William Patterson","Democrat",-0.356,-0.153
64,1915,"House","TN",6,"BYRNS, Joseph Wellington","Democrat",-0.358,0.383
64,1915,"House","PA",13,"DEWALT, Arthur Granville","Democrat",-0.359,-0.475
64,1915,"House","NC",5,"STEDMAN, Charles Manly","Democrat",-0.36,0.278
64,1915,"House","MA",10,"TAGUE, Peter Francis","Democrat",-0.362,-0.83
64,1915,"House","NY",11,"RIORDAN, Daniel Joseph","Democrat",-0.365,-0.931
64,1915,"House","MS",3,"HUMPHREYS, Benjamin Grubb","Democrat",-0.366,-0.11
64,1915,"House","NY",15,"CONRY, Michael Francis","Democrat",-0.366,-0.925
64,1915,"House","MO",2,"RUCKER, William Waller","Democrat",-0.367,0.483
64,1915,"House","NY",42,"DRISCOLL, Daniel Angelus","Democrat",-0.367,-0.808
64,1915,"House","AR",5,"JACOWAY, Henderson Madison","Democrat",-0.368,0.616
64,1915,"House","VA",2,"HOLLAND, Edward Everett","Democrat",-0.368,-0.063
64,1915,"House","PA",26,"STEELE, Henry Joseph","Democrat",-0.37,-0.537
64,1915,"House","AR",2,"OLDFIELD, William Allan","Democrat",-0.371,0.475
64,1915,"House","AR",7,"GOODWIN, William Shields","Democrat",-0.374,0.523
64,1915,"House","KY",1,"BARKLEY, Alben William","Democrat",-0.375,0.087
64,1915,"House","LA",6,"MORGAN, Lewis Lovering","Democrat",-0.375,-0.248
64,1915,"House","KY",2,"KINCHELOE, David Hayes","Democrat",-0.38,0.566
64,1915,"House","LA",2,"DUPRÉ, Henry Garland","Democrat",-0.383,-0.755
64,1915,"House","MO",4,"BOOHER, Charles Ferris","Democrat",-0.383,-0.196
64,1915,"House","PA",16,"LESHER, John Vandling","Democrat",-0.386,-0.144
64,1915,"House","NY",7,"FITZGERALD, John Joseph","Democrat",-0.387,-0.744
64,1915,"House","LA",4,"WATKINS, John Thomas","Democrat",-0.388,0.154
64,1915,"House","NY",17,"CAREW, John Francis","Democrat",-0.388,-0.82
64,1915,"House","NC",4,"POU, Edward William","Democrat",-0.389,0.032
64,1915,"House","NC",6,"GODWIN, Hannibal Lafayette","Democrat",-0.391,0.104
64,1915,"House","TX",99,"McLEMORE, Atkins Jefferson","Democrat",-0.391,-0.194
64,1915,"House","KY",5,"SHERLEY, Joseph Swagar","Democrat",-0.394,-0.435
64,1915,"House","TX",4,"RAYBURN, Samuel Taliaferro","Democrat",-0.395,0.515
64,1915,"House","NC",3,"HOOD, George Ezekial","Democrat",-0.397,0.168
64,1915,"House","SC",6,"RAGSDALE, James Willard","Democrat",-0.397,0.253
64,1915,"House","VA",7,"HAY, James","Democrat",-0.397,-0.17
64,1915,"House","AL",99,"ABERCROMBIE, John William","Democrat",-0.398,0.207
64,1915,"House","TX",14,"SLAYDEN, James Luther","Democrat",-0.398,0.018
64,1915,"House","VA",8,"CARLIN, Charles Creighton","Democrat",-0.398,-0.095
64,1915,"House","LA",8,"ASWELL, James Benjamin","Democrat",-0.399,0.268
64,1915,"House","NC",1,"SMALL, John Humphrey","Democrat",-0.403,-0.082
64,1915,"House","GA",7,"LEE, Gordon","Democrat",-0.405,0.119
64,1915,"House","VA",4,"WATSON, Walter Allen","Democrat",-0.405,0.04
64,1915,"House","KY",6,"ROUSE, Arthur Blythe","Democrat",-0.407,0.21
64,1915,"House","SC",4,"NICHOLLS, Samuel Jones","Democrat",-0.409,0.326
64,1915,"House","AL",7,"BURNETT, John Lawson","Democrat",-0.411,0.189
64,1915,"House","FL",1,"SPARKMAN, Stephen Milancthon","Democrat",-0.412,-0.251
64,1915,"House","GA",8,"RUCKER, Tinsley White","Democrat",-0.417,0.366
64,1915,"House","NC",2,"KITCHIN, Claude","Democrat",-0.418,0.317
64,1915,"House","TN",5,"HOUSTON, William Cannon","Democrat",-0.418,0.144
64,1915,"House","AL",1,"GRAY, Oscar Lee","Democrat",-0.419,0.17
64,1915,"House","VA",10,"FLOOD, Henry De La Warr","Democrat",-0.42,-0.002
64,1915,"House","TN",8,"SIMS, Thetus Willrette","Democrat",-0.422,0.248
64,1915,"House","TX",7,"GREGG, Alexander White","Democrat",-0.424,0.09
64,1915,"House","AR",1,"CARAWAY, Thaddeus Horatius","Democrat",-0.425,0.055
64,1915,"House","KY",8,"HELM, Harvey","Democrat",-0.425,0.471
64,1915,"House","MS",8,"COLLIER, James William","Democrat",-0.426,0.447
64,1915,"House","SC",5,"FINLEY, David Edward","Democrat",-0.432,0.176
64,1915,"House","SC",3,"AIKEN, Wyatt","Democrat",-0.434,0.025
64,1915,"House","TN",4,"HULL, Cordell","Democrat",-0.435,0.139
64,1915,"House","GA",9,"BELL, Thomas Montgomery","Democrat",-0.438,0.346
64,1915,"House","SC",7,"LEVER, Asbury Francis","Democrat",-0.44,0.108
64,1915,"House","VA",1,"JONES, William Atkinson","Democrat",-0.44,0.272
64,1915,"House","NC",7,"PAGE, Robert Newton","Democrat",-0.441,0.299
64,1915,"House","MO",9,"CLARK, James Beauchamp (Champ)","Democrat",-0.442,0.383
64,1915,"House","GA",2,"PARK, Frank","Democrat",-0.447,0.403
64,1915,"House","SC",1,"WHALEY, Richard Smith","Democrat",-0.447,0.019
64,1915,"House","AL",5,"HEFLIN, James Thomas","Democrat",-0.451,0.041
64,1915,"House","MS",4,"SISSON, Thomas Upton","Democrat",-0.453,0.891
64,1915,"House","TX",16,"SMITH, William Robert","Democrat",-0.454,0.306
64,1915,"House","GA",11,"WALKER, John Randall","Democrat",-0.459,0.225
64,1915,"House","GA",6,"WISE, James Walter","Democrat",-0.459,0.599
64,1915,"House","GA",12,"HUGHES, Dudley Mays","Democrat",-0.463,0.069
64,1915,"House","MS",5,"VENABLE, William Webb","Democrat",-0.463,0.293
64,1915,"House","TX",11,"HENRY, Robert Lee","Democrat",-0.464,0.094
64,1915,"House","TN",9,"GARRETT, Finis James","Democrat",-0.465,0.118
64,1915,"House","MS",1,"CANDLER, Ezekiel Samuel, Jr.","Democrat",-0.466,0.481
64,1915,"House","SC",4,"JOHNSON, Joseph Travis","Democrat",-0.466,0.244
64,1915,"House","TX",13,"STEPHENS, John Hall","Democrat",-0.466,0.356
64,1915,"House","SC",2,"BYRNES, James Francis","Democrat",-0.467,-0.028
64,1915,"House","GA",5,"HOWARD, William Schley","Democrat",-0.469,0.409
64,1915,"House","IL",5,"SABATH, Adolph Joachim","Democrat",-0.469,-0.361
64,1915,"House","TX",15,"GARNER, John Nance","Democrat",-0.471,0.341
64,1915,"House","NC",9,"WEBB, Edwin Yates","Democrat",-0.473,0.399
64,1915,"House","TX",3,"YOUNG, James","Democrat",-0.476,0.393
64,1915,"House","TX",10,"BUCHANAN, James Paul","Democrat",-0.481,0.048
64,1915,"House","TX",8,"EAGLE, Joe Henry","Democrat",-0.481,0.013
64,1915,"House","MS",6,"HARRISON, Byron Patton (Pat)","Democrat",-0.483,-0.187
64,1915,"House","TX",9,"BURGESS, George Farmer","Democrat",-0.496,-0.242
64,1915,"House","GA",4,"ADAMSON, William Charles","Democrat",-0.499,-0.095
64,1915,"House","FL",3,"WILSON, Emmett","Democrat",-0.501,-0.144
64,1915,"House","GA",1,"EDWARDS, Charles Gordon","Democrat",-0.509,0.255
64,1915,"House","TX",6,"HARDY, Rufus","Democrat",-0.514,-0.011
64,1915,"House","AL",4,"BLACKMON, Fred Leonard","Democrat",-0.543,-0.157
64,1915,"House","GA",8,"TRIBBLE, Samuel Joelah","Democrat",-0.552,0.415
64,1915,"House","MS",2,"STEPHENS, Hubert Durrett","Democrat",-0.558,-0.04
64,1915,"House","AL",2,"DENT, Stanley Hubert, Jr.","Democrat",-0.577,-0.18
64,1915,"House","TX",2,"DIES, Martin","Democrat",-0.582,0.353
64,1915,"House","OH",20,"GORDON, William","Democrat",-0.712,-0.433
64,1915,"House","MS",5,"WITHERSPOON, Samuel Andrew","Democrat",-0.778,0.629
64,1915,"Senate","IL",0,"SHERMAN, Lawrence Yates","Republican",0.807,0.133
64,1915,"Senate","CT",0,"BRANDEGEE, Frank Bosworth","Republican",0.778,-0.628
64,1915,"Senate","PA",0,"PENROSE, Boies","Republican",0.619,-0.359
64,1915,"Senate","NM",0,"CATRON, Thomas Benton","Republican",0.617,-0.341
64,1915,"Senate","RI",0,"LIPPITT, Henry Frederick","Republican",0.613,-0.598
64,1915,"Senate","VT",0,"DILLINGHAM, William Paul","Republican",0.602,-0.499
64,1915,"Senate","OH",0,"HARDING, Warren Gamaliel","Republican",0.595,-0.315
64,1915,"Senate","MA",0,"WEEKS, John Wingate","Republican",0.587,-0.518
64,1915,"Senate","PA",0,"OLIVER, George Tener","Republican",0.587,-0.809
64,1915,"Senate","ME",0,"FERNALD, Bert Manfred","Republican",0.577,-0.063
64,1915,"Senate","MA",0,"LODGE, Henry Cabot","Republican",0.568,-0.448
64,1915,"Senate","NH",0,"GALLINGER, Jacob Harold","Republican",0.553,-0.306
64,1915,"Senate","IN",0,"WATSON, James Eli","Republican",0.55,-0.044
64,1915,"Senate","DE",0,"du PONT, Henry Algernon","Republican",0.549,-0.559
64,1915,"Senate","UT",0,"SMOOT, Reed","Republican",0.514,-0.212
64,1915,"Senate","CT",0,"McLEAN, George Payne","Republican",0.496,-0.373
64,1915,"Senate","ME",0,"BURLEIGH, Edwin Chick","Republican",0.484,-0.38
64,1915,"Senate","WY",0,"WARREN, Francis Emroy","Republican",0.48,-0.29
64,1915,"Senate","UT",0,"SUTHERLAND, George","Republican",0.47,-0.128
64,1915,"Senate","NY",0,"WADSWORTH, James Wolcott, Jr.","Republican",0.434,-0.15
64,1915,"Senate","KS",0,"CURTIS, Charles","Republican",0.433,0.248
64,1915,"Senate","VT",0,"PAGE, Carroll Smalley","Republican",0.431,-0.055
64,1915,"Senate","WY",0,"CLARK, Clarence Don","Republican",0.427,0.016
64,1915,"Senate","RI",0,"COLT, LeBaron Bradford","Republican",0.426,-0.486
64,1915,"Senate","MI",0,"SMITH, William Alden","Republican",0.35,0.067
64,1915,"Senate","MI",0,"TOWNSEND, Charles Elroy","Republican",0.328,0.205
64,1915,"Senate","WV",0,"GOFF, Nathan","Republican",0.326,0.197
64,1915,"Senate","WA",0,"JONES, Wesley Livsey","Republican",0.319,0.391
64,1915,"Senate","ND",0,"MCCUMBER, Porter James","Republican",0.318,-0.069
64,1915,"Senate","SD",0,"STERLING, Thomas","Republican",0.289,0.123
64,1915,"Senate","ID",0,"BRADY, James Henry","Republican",0.282,0.497
64,1915,"Senate","NM",0,"FALL, Albert Bacon","Republican",0.272,0.033
64,1915,"Senate","MN",0,"NELSON, Knute","Republican",0.259,0.057
64,1915,"Senate","ND",0,"GRONNA, Asle Jorgenson","Republican",0.254,0.934
64,1915,"Senate","IA",0,"CUMMINS, Albert Baird","Republican",0.248,0.55
64,1915,"Senate","CA",0,"WORKS, John Downey","Republican",0.232,0.482
64,1915,"Senate","MN",0,"CLAPP, Moses Edwin","Republican",0.232,0.882
64,1915,"Senate","WA",0,"POINDEXTER, Miles","Republican",0.199,0.341
64,1915,"Senate","ID",0,"BORAH, William Edgar","Republican",0.191,0.704
64,1915,"Senate","IA",0,"KENYON, William Squire","Republican",0.182,0.827
64,1915,"Senate","NE",0,"NORRIS, George William","Republican",0.134,0.991
64,1915,"Senate","WI",0,"LA FOLLETTE, Robert Marion","Republican",0.098,0.995
64,1915,"Senate","OK",0,"GORE, Thomas Pryor","Democrat",-0.127,0.253
64,1915,"Senate","AR",0,"CLARKE, James Paul","Democrat",-0.132,-0.021
64,1915,"Senate","OR",0,"CHAMBERLAIN, George Earle","Democrat",-0.14,0.054
64,1915,"Senate","OR",0,"LANE, Harry","Democrat",-0.154,0.77
64,1915,"Senate","TN",0,"SHIELDS, John Knight","Democrat",-0.156,0.06
64,1915,"Senate","NJ",0,"MARTINE, James Edgar","Democrat",-0.164,0.289
64,1915,"Senate","ME",0,"JOHNSON, Charles Fletcher","Democrat",-0.168,-0.162
64,1915,"Senate","NY",0,"O'GORMAN, James Aloysius","Democrat",-0.173,-0.095
64,1915,"Senate","NV",0,"NEWLANDS, Francis Griffith","Democrat",-0.177,-0.067
64,1915,"Senate","NE",0,"HITCHCOCK, Gilbert Monell","Democrat",-0.179,0.052
64,1915,"Senate","CO",0,"THOMAS, Charles Spalding","Democrat",-0.185,0.214
64,1915,"Senate","MS",0,"VARDAMAN, James Kimble","Democrat",-0.188,0.344
64,1915,"Senate","MO",0,"REED, James Alexander","Democrat",-0.19,0.298
64,1915,"Senate","OH",0,"POMERENE, Atlee","Democrat",-0.191,-0.143
64,1915,"Senate","CO",0,"SHAFROTH, John Franklin","Democrat",-0.198,0.121
64,1915,"Senate","LA",0,"RANSDELL, Joseph Eugene","Democrat",-0.211,-0.543
64,1915,"Senate","MT",0,"MYERS, Henry Lee","Democrat",-0.223,-0.06
64,1915,"Senate","OK",0,"OWEN, Robert Latham","Democrat",-0.228,0.078
64,1915,"Senate","AZ",0,"ASHURST, Henry Fountain","Democrat",-0.231,0.211
64,1915,"Senate","GA",0,"SMITH, Hoke","Democrat",-0.234,-0.233
64,1915,"Senate","WV",0,"CHILTON, William Edwin","Democrat",-0.237,-0.188
64,1915,"Senate","GA",0,"HARDWICK, Thomas William","Democrat",-0.238,-0.024
64,1915,"Senate","KS",0,"THOMPSON, William Howard","Democrat",-0.244,0.229
64,1915,"Senate","IN",0,"TAGGART, Thomas","Democrat",-0.248,0.244
64,1915,"Senate","CA",0,"PHELAN, James Duval","Democrat",-0.258,-0.029
64,1915,"Senate","WI",0,"HUSTING, Paul Oscar","Democrat",-0.261,0.354
64,1915,"Senate","MT",0,"WALSH, Thomas James","Democrat",-0.267,0.13
64,1915,"Senate","NV",0,"PITTMAN, Key","Democrat",-0.269,-0.028
64,1915,"Senate","KY",0,"BECKHAM, John Crepps Wickliffe","Democrat",-0.286,-0.187
64,1915,"Senate","IN",0,"KERN, John Worth","Democrat",-0.287,0.072
64,1915,"Senate","IN",0,"SHIVELY, Benjamin Franklin","Democrat",-0.29,0.092
64,1915,"Senate","SC",0,"SMITH, Ellison DuRant","Democrat",-0.298,-0.137
64,1915,"Senate","MD",0,"LEE, Blair","Democrat",-0.309,0.016
64,1915,"Senate","NJ",0,"HUGHES, William","Democrat",-0.309,-0.141
64,1915,"Senate","MS",0,"WILLIAMS, John Sharp","Democrat",-0.313,-0.38
64,1915,"Senate","AR",0,"KIRBY, William Fosgate","Democrat",-0.327,0.253
64,1915,"Senate","LA",0,"BROUSSARD, Robert Foligny","Democrat",-0.327,-0.802
64,1915,"Senate","AZ",0,"SMITH, Marcus Aurelius","Democrat",-0.338,-0.297
64,1915,"Senate","MO",0,"STONE, William Joel","Democrat",-0.338,-0.183
64,1915,"Senate","NH",0,"HOLLIS, Henry French","Democrat",-0.344,0.131
64,1915,"Senate","SD",0,"JOHNSON, Edwin Stockton","Democrat",-0.349,0.214
64,1915,"Senate","TX",0,"SHEPPARD, Morris","Democrat",-0.355,0.176
64,1915,"Senate","VA",0,"MARTIN, Thomas Staples","Democrat",-0.357,-0.485
64,1915,"Senate","TN",0,"LEA, Luke","Democrat",-0.358,-0.042
64,1915,"Senate","SC",0,"TILLMAN, Benjamin Ryan","Democrat",-0.364,-0.144
64,1915,"Senate","FL",0,"FLETCHER, Duncan Upshaw","Democrat",-0.365,-0.37
64,1915,"Senate","DE",0,"SAULSBURY, Willard, Jr.","Democrat",-0.375,-0.807
64,1915,"Senate","IL",0,"LEWIS, James Hamilton","Democrat",-0.379,-0.141
64,1915,"Senate","AL",0,"BANKHEAD, John Hollis","Democrat",-0.38,-0.492
64,1915,"Senate","VA",0,"SWANSON, Claude Augustus","Democrat",-0.38,-0.36
64,1915,"Senate","FL",0,"BRYAN, Nathan Philemon","Democrat",-0.388,-0.557
64,1915,"Senate","NC",0,"SIMMONS, Furnifold McLendel","Democrat",-0.388,-0.38
64,1915,"Senate","AL",0,"UNDERWOOD, Oscar Wilder","Democrat",-0.396,-0.636
64,1915,"Senate","MD",0,"SMITH, John Walter","Democrat",-0.406,-0.914
64,1915,"Senate","NC",0,"OVERMAN, Lee Slater","Democrat",-0.411,-0.38
64,1915,"Senate","AR",0,"ROBINSON, Joseph Taylor","Democrat",-0.425,-0.275
64,1915,"Senate","TX",0,"CULBERSON, Charles Allen","Democrat",-0.453,-0.249
64,1915,"Senate","KY",0,"JAMES, Ollie Murray","Democrat",-0.546,-0.233
65,1917,"House","MI",2,"BACON, Mark Reeves","Republican",0.97,0.245
65,1917,"House","MA",16,"WALSH, Joseph","Republican",0.834,-0.551
65,1917,"House","MA",2,"GILLETT, Frederick Huntington","Republican",0.662,-0.379
65,1917,"House","PA",21,"ROWLAND, Charles Hedding","Republican",0.645,-0.34
65,1917,"House","NY",36,"GOULD, Norman Judd","Republican",0.639,-0.592
