"congress","year","chamber","state","district_code","bioname","party","dim1","dim2"
46,1879,"Senate","VA",0,"WITHERS, Robert Enoch","Democrat",-0.441,0.058
46,1879,"Senate","KY",0,"WILLIAMS, John Stuart","Democrat",-0.443,0.276
46,1879,"Senate","SC",0,"HAMPTON, Wade","Democrat",-0.476,-0.455
46,1879,"Senate","PA",0,"WALLACE, William Andrew","Democrat",-0.477,-0.307
46,1879,"Senate","TX",0,"MAXEY, Samuel Bell","Democrat",-0.479,0.301
46,1879,"Senate","KY",0,"BECK, James Burnie","Democrat",-0.484,-0.033
46,1879,"Senate","OR",0,"GROVER, La Fayette","Democrat",-0.486,0.404
46,1879,"Senate","OR",0,"SLATER, James Harvey","Democrat",-0.497,0.124
46,1879,"Senate","LA",0,"JONAS, Benjamin Franklin","Democrat",-0.506,0.028
46,1879,"Senate","MO",0,"COCKRELL, Francis Marion","Democrat",-0.513,0.289
46,1879,"Senate","WV",0,"HEREFORD, Frank","Democrat",-0.521,0.09
46,1879,"Senate","CA",0,"FARLEY, James Thompson","Democrat",-0.534,0.159
46,1879,"Senate","AR",0,"WALKER, James David","Democrat",-0.538,0.462
46,1879,"Senate","TN",0,"BAILEY, James Edmund","Democrat",-0.556,-0.097
46,1879,"Senate","NC",0,"VANCE, Zebulon Baird","Democrat",-0.558,0.142
46,1879,"Senate","AL",0,"PRYOR, Luke","Democrat",-0.573,-0.039
46,1879,"Senate","MO",0,"VEST, George Graham","Democrat",-0.583,0.21
46,1879,"Senate","TN",0,"HARRIS, Isham Green","Democrat",-0.586,-0.071
46,1879,"Senate","AL",0,"HOUSTON, George Smith","Democrat",-0.6,-0.141
46,1879,"Senate","DE",0,"SAULSBURY, Eli","Democrat",-0.645,-0.586
46,1879,"Senate","TX",0,"COKE, Richard","Democrat",-0.645,0.414
47,1881,"House","PA",14,"BARR, Samuel Fleming","Republican",0.598,-0.791
47,1881,"House","ME",1,"REED, Thomas Brackett","Republican",0.571,-0.404
47,1881,"House","RI",1,"SPOONER, Henry Joshua","Republican",0.54,-0.416
47,1881,"House","IA",5,"THOMPSON, William George","Republican",0.535,0.546
47,1881,"House","MI",8,"HORR, Roswell Gilbert","Republican",0.53,-0.478
47,1881,"House","VT",3,"GROUT, William Wallace","Republican",0.528,0.129
47,1881,"House","IA",8,"HEPBURN, William Peters","Republican",0.512,0.55
47,1881,"House","IN",9,"DOXEY, Charles Taylor","Republican",0.504,0.813
47,1881,"House","MA",7,"RUSSELL, William Augustus","Republican",0.502,-0.789
47,1881,"House","OH",8,"KEIFER, Joseph Warren","Republican",0.502,0.025
47,1881,"House","NY",20,"WEST, George","Republican",0.5,-0.262
47,1881,"House","NY",28,"DWIGHT, Jeremiah Wilbur","Republican",0.494,-0.225
47,1881,"House","WI",7,"HUMPHREY, Herman Leon","Republican",0.494,0.091
47,1881,"House","NY",18,"HAMMOND, John","Republican",0.487,-0.106
47,1881,"House","PA",6,"WARD, William","Republican",0.487,-0.594
47,1881,"House","PA",27,"WATSON, Lewis Findlay","Republican",0.487,-0.168
47,1881,"House","PA",1,"BINGHAM, Henry Harrison","Republican",0.485,-0.46
47,1881,"House","OH",19,"TAYLOR, Ezra Booth","Republican",0.484,0.125
47,1881,"House","NY",26,"CAMP, John Henry","Republican",0.479,-0.33
47,1881,"House","CT",4,"MILES, Frederick","Republican",0.477,-0.505
47,1881,"House","IL",7,"CULLEN, William","Republican",0.476,0.496
47,1881,"House","IA",4,"DEERING, Nathaniel Cobb","Republican",0.473,0.203
47,1881,"House","IN",1,"HEILMAN, William","Republican",0.471,-0.07
47,1881,"House","VT",1,"JOYCE, Charles Herbert","Republican",0.462,-0.316
47,1881,"House","IA",9,"CARPENTER, Cyrus Clay","Republican",0.461,-0.179
47,1881,"House","PA",22,"ERRETT, Russell","Republican",0.461,0.212
47,1881,"House","VT",2,"TYLER, James Manning","Republican",0.46,-0.454
47,1881,"House","PA",7,"GODSHALK, William","Republican",0.458,0.354
47,1881,"House","IL",1,"ALDRICH, William","Republican",0.457,0.09
47,1881,"House","TN",10,"MOORE, William Robert","Republican",0.456,-0.164
47,1881,"House","NH",2,"BRIGGS, James Frankland","Republican",0.455,-0.304
47,1881,"House","IL",5,"HITT, Robert Roberts","Republican",0.454,0.308
47,1881,"House","NH",3,"RAY, Ossian","Republican",0.451,-0.119
47,1881,"House","MA",5,"BOWMAN, Selwyn Zadock","Republican",0.449,-0.407
47,1881,"House","MI",4,"BURROWS, Julius Caesar","Republican",0.448,-0.129
47,1881,"House","NY",27,"LAPHAM, Elbridge Gerry","Republican",0.447,-0.285
47,1881,"House","WI",2,"CASWELL, Lucien Bonaparte","Republican",0.442,-0.027
47,1881,"House","IN",8,"PEIRCE, Robert Bruce Fraser","Republican",0.438,0.385
47,1881,"House","MS",6,"LYNCH, John Roy","Republican",0.438,-0.001
47,1881,"House","CT",3,"WAIT, John Turner","Republican",0.437,-0.494
47,1881,"House","ME",2,"DINGLEY, Nelson, Jr.","Republican",0.437,0.048
47,1881,"House","IN",11,"STEELE, George Washington","Republican",0.436,0.474
47,1881,"House","ME",3,"LINDSEY, Stephen Decatur","Republican",0.433,-0.453
47,1881,"House","NY",33,"VAN AERNAM, Henry","Republican",0.433,-0.021
47,1881,"House","OH",16,"UPDEGRAFF, Jonathan Taylor","Republican",0.429,0.108
47,1881,"House","IL",5,"HAWK, Robert Moffett Allison","Republican",0.426,0.192
47,1881,"House","NY",17,"WOOD, Walter Abbott","Republican",0.426,-0.241
47,1881,"House","OH",15,"DAWES, Rufus","Republican",0.426,0.489
47,1881,"House","OH",16,"TAYLOR, Joseph Danner","Republican",0.426,0.346
47,1881,"House","OH",11,"NEAL, Henry Safford","Republican",0.425,0.394
47,1881,"House","OH",20,"TOWNSEND, Amos","Republican",0.425,-0.228
47,1881,"House","NJ",6,"JONES, Phineas","Republican",0.424,-0.307
47,1881,"House","IN",7,"PEELLE, Stanton Judkins","Republican",0.423,0.554
47,1881,"House","NY",27,"WADSWORTH, James Wolcott","Republican",0.422,-0.574
47,1881,"House","MI",9,"HUBBELL, Jay Abel","Republican",0.42,0.057
47,1881,"House","MA",3,"RANNEY, Ambrose Arnold","Republican",0.418,-0.516
47,1881,"House","OH",2,"YOUNG, Thomas Lowry","Republican",0.417,-0.021
47,1881,"House","NY",21,"JACOBS, Ferris, Jr.","Republican",0.416,0.156
47,1881,"House","RI",2,"CHACE, Jonathan","Republican",0.414,-0.435
47,1881,"House","IL",2,"DAVIS, George Royal","Republican",0.412,-0.047
47,1881,"House","PA",18,"FISHER, Horatio Gates","Republican",0.411,-0.236
47,1881,"House","IL",14,"CANNON, Joseph Gurney","Republican",0.41,0.281
47,1881,"House","MA",2,"HARRIS, Benjamin Winslow","Republican",0.41,-0.601
47,1881,"House","MA",9,"RICE, William Whitney","Republican",0.407,-0.677
47,1881,"House","MI",3,"LACEY, Edward Samuel","Republican",0.406,0.369
47,1881,"House","OH",17,"McKINLEY, William, Jr.","Republican",0.405,-0.051
47,1881,"House","MI",1,"LORD, Henry William","Republican",0.401,0.137
47,1881,"House","NJ",1,"ROBESON, George Maxwell","Republican",0.401,-0.064
47,1881,"House","PA",24,"SHALLENBERGER, William Shadrack","Republican",0.401,0.024
47,1881,"House","RI",1,"ALDRICH, Nelson Wilmarth","Republican",0.401,-0.811
47,1881,"House","MA",1,"CRAPO, William Wallace","Republican",0.399,-0.67
47,1881,"House","NE",1,"VALENTINE, Edward Kimble","Republican",0.399,0.273
47,1881,"House","NJ",2,"BREWER, John Hart","Republican",0.399,-0.258
47,1881,"House","NY",25,"HISCOCK, Frank","Republican",0.399,-0.546
47,1881,"House","PA",12,"SCRANTON, Joseph Augustine","Republican",0.398,-0.076
47,1881,"House","WI",8,"POUND, Thaddeus Coleman","Republican",0.398,-0.009
47,1881,"House","PA",2,"O'NEILL, Charles","Republican",0.396,-0.147
47,1881,"House","MI",2,"WILLITS, Edwin","Republican",0.394,-0.09
47,1881,"House","NY",22,"SKINNER, Charles Rufus","Republican",0.394,-0.005
47,1881,"House","PA",4,"KELLEY, William Darrah","Republican",0.391,0.168
47,1881,"House","NY",31,"CROWLEY, Richard","Republican",0.39,-0.722
47,1881,"House","NY",29,"RICHARDSON, David Plunket","Republican",0.39,-0.019
47,1881,"House","MA",10,"NORCROSS, Amasa","Republican",0.389,-0.539
47,1881,"House","IL",18,"THOMAS, John Robert","Republican",0.388,0.3
47,1881,"House","IL",4,"SHERWIN, John Crocker","Republican",0.387,0.043
47,1881,"House","ME",2,"FRYE, William Pierce","Republican",0.387,-0.432
47,1881,"House","NY",19,"PARKER, Abraham X.","Republican",0.385,-0.191
47,1881,"House","MI",7,"RICH, John Tyler","Republican",0.384,0.043
47,1881,"House","NH",1,"HALL, Joshua Gilman","Republican",0.384,0.277
47,1881,"House","IN",6,"BROWNE, Thomas McLelland","Republican",0.383,0.592
47,1881,"House","SC",5,"SMALLS, Robert","Republican",0.382,-0.093
47,1881,"House","IA",1,"McCOID, Moses Ayers","Republican",0.381,0.32
47,1881,"House","MI",5,"WEBBER, George Washington","Republican",0.38,0.062
47,1881,"House","PA",15,"JADWIN, Cornelius Comegys","Republican",0.379,0.122
47,1881,"House","IL",10,"MARSH, Benjamin Franklin","Republican",0.377,0.778
47,1881,"House","IL",9,"LEWIS, John Henry","Republican",0.374,0.452
47,1881,"House","WI",1,"WILLIAMS, Charles Grandison","Republican",0.372,-0.156
47,1881,"House","CA",2,"PAGE, Horace Francis","Republican",0.371,-0.139
47,1881,"House","IA",6,"CUTTS, Marsena Edgar","Republican",0.366,0.623
47,1881,"House","KY",9,"WHITE, John Daugherty","Republican",0.361,0.452
47,1881,"House","NY",24,"MASON, Joseph","Republican",0.361,-0.617
47,1881,"House","WI",3,"HAZELTON, George Cochrane","Republican",0.358,-0.013
47,1881,"House","KS",3,"RYAN, Thomas","Republican",0.355,0.562
47,1881,"House","PA",5,"HARMER, Alfred Crout","Republican",0.355,-0.156
47,1881,"House","CA",4,"PACHECO, Romualdo","Republican",0.353,-0.092
47,1881,"House","OH",3,"MOREY, Henry Lee","Republican",0.352,0.194
47,1881,"House","IA",2,"FARWELL, Sewall Spaulding","Republican",0.349,0.085
47,1881,"House","MA",8,"CANDLER, John Wilson","Republican",0.348,-0.304
47,1881,"House","MO",8,"VAN HORN, Robert Thompson","Republican",0.348,0.185
47,1881,"House","VA",2,"DEZENDORF, John Frederick","Republican",0.347,-0.452
47,1881,"House","OH",4,"SHULTZ, Emanuel","Republican",0.346,-0.05
47,1881,"House","PA",17,"CAMPBELL, Jacob Miller","Republican",0.346,0.118
47,1881,"House","NY",23,"PRESCOTT, Cyrus Dan","Republican",0.345,0.122
47,1881,"House","NC",2,"HUBBS, Orlando","Republican",0.344,-0.408
47,1881,"House","IL",8,"PAYSON, Lewis Edwin","Republican",0.343,0.862
47,1881,"House","NY",22,"MILLER, Warner","Republican",0.342,-0.26
47,1881,"House","OH",9,"ROBINSON, James Sidney","Republican",0.34,0.112
47,1881,"House","IL",6,"HENDERSON, Thomas Jefferson","Republican",0.339,0.217
47,1881,"House","NY",8,"McCOOK, Anson George","Republican",0.336,-0.471
47,1881,"House","FL",2,"BISBEE, Horatio, Jr.","Republican",0.335,-0.459
47,1881,"House","MI",6,"SPAULDING, Oliver Lyman","Republican",0.335,-0.082
47,1881,"House","CT",1,"BUCK, John Ransom","Republican",0.334,-0.21
47,1881,"House","OH",1,"BUTTERWORTH, Benjamin","Republican",0.328,-0.151
47,1881,"House","NY",30,"VAN VOORHIS, John","Republican",0.325,-0.301
47,1881,"House","TN",2,"HOUK, Leonidas Campbell","Republican",0.325,0.048
47,1881,"House","IN",13,"CALKINS, William Henry","Republican",0.323,0.491
47,1881,"House","IN",10,"DE MOTTE, Mark Lindsey","Republican",0.322,0.115
47,1881,"House","KS",2,"HASKELL, Dudley Chase","Republican",0.32,0.469
47,1881,"House","OR",1,"GEORGE, Melvin Clark","Republican",0.319,-0.099
47,1881,"House","IA",3,"UPDEGRAFF, Thomas","Republican",0.315,0.345
47,1881,"House","TN",1,"PETTIBONE, Augustus Herman","Republican",0.314,0.093
47,1881,"House","MA",6,"STONE, Eben Francis","Republican",0.312,-0.481
47,1881,"House","MD",6,"URNER, Milton George","Republican",0.31,-0.018
47,1881,"House","MO",2,"McLEAN, James Henry","Republican",0.309,-0.494
47,1881,"House","PA",23,"BAYNE, Thomas McKee","Republican",0.309,0.022
47,1881,"House","PA",9,"SMITH, Abraham Herr","Republican",0.309,-0.369
47,1881,"House","MA",11,"ROBINSON, George Dexter","Republican",0.307,-0.531
47,1881,"House","KS",1,"ANDERSON, John Alexander","Republican",0.299,0.954
47,1881,"House","NY",13,"KETCHAM, John Henry","Republican",0.297,-0.083
47,1881,"House","IL",13,"SMITH, Dietrich Conrad","Republican",0.295,-0.181
47,1881,"House","MN",1,"DUNNELL, Mark Hill","Republican",0.295,0.169
47,1881,"House","WI",6,"GUENTHER, Richard William","Republican",0.293,0.141
47,1881,"House","MN",2,"STRAIT, Horace Burton","Republican",0.29,-0.012
47,1881,"House","LA",3,"DARRALL, Chester Bidwell","Republican",0.285,0.095
47,1881,"House","NY",11,"MORTON, Levi Parsons","Republican",0.281,-0.392
47,1881,"House","OH",6,"RITCHIE, James Monroe","Republican",0.281,0.206
47,1881,"House","IL",3,"FARWELL, Charles Benjamin","Republican",0.278,-0.023
47,1881,"House","NY",15,"CORNELL, Thomas","Republican",0.275,0.128
47,1881,"House","OH",18,"McCLURE, Addison S.","Republican",0.272,0.315
47,1881,"House","OH",10,"RICE, John Birchard","Republican",0.27,-0.11
47,1881,"House","PA",16,"WALKER, Robert Jarvis Cochran","Republican",0.264,-0.595
47,1881,"House","MN",3,"WASHBURN, William Drew","Republican",0.263,-0.26
47,1881,"House","NJ",5,"HILL, John","Republican",0.26,-0.106
47,1881,"House","IA",7,"KASSON, John Adam","Republican",0.251,-0.155
47,1881,"House","SC",2,"MACKEY, Edmund William McGregor","Republican",0.25,-0.565
47,1881,"House","VA",4,"JORGENSEN, Joseph","Republican",0.245,-0.19
47,1881,"House","IN",9,"ORTH, Godlove Stein","Republican",0.233,-0.59
47,1881,"House","PA",26,"MILLER, Samuel Henry","Republican",0.229,0.316
47,1881,"House","CO",1,"BELFORD, James Burns","Republican",0.178,0.237
47,1881,"House","IL",15,"MOULTON, Samuel Wheeler","Democrat",-0.001,-0.56
47,1881,"House","MA",4,"MORSE, Leopold","Democrat",-0.117,-0.993
47,1881,"House","NY",14,"BEACH, Lewis","Democrat",-0.12,0.058
47,1881,"House","NJ",7,"HARDENBERGH, Augustus Albert","Democrat",-0.189,-0.77
47,1881,"House","NY",5,"WOOD, Benjamin","Democrat",-0.195,0.981
47,1881,"House","GA",8,"STEPHENS, Alexander Hamilton","Democrat",-0.2,0.591
47,1881,"House","PA",19,"BELTZHOOVER, Frank Eckels","Democrat",-0.206,-0.541
47,1881,"House","CT",2,"PHELPS, James","Democrat",-0.208,-0.092
47,1881,"House","NY",4,"BLISS, Archibald Meserole","Democrat",-0.21,-0.978
47,1881,"House","NY",11,"FLOWER, Roswell Pettibone","Democrat",-0.212,-0.833
47,1881,"House","WI",4,"DEUSTER, Peter Victor","Democrat",-0.224,-0.288
47,1881,"House","PA",21,"WISE, Morgan Ringland","Democrat",-0.229,0.017
47,1881,"House","NY",32,"SCOVILLE, Jonathan","Democrat",-0.236,-0.487
47,1881,"House","PA",8,"ERMENTROUT, Daniel","Democrat",-0.243,-0.093
47,1881,"House","CA",1,"ROSECRANS, William Starke","Democrat",-0.245,-0.146
47,1881,"House","NY",10,"HEWITT, Abram Stevens","Democrat",-0.251,-0.963
47,1881,"House","OH",14,"GEDDES, George Washington","Democrat",-0.251,0.481
47,1881,"House","NV",1,"CASSIDY, George Williams","Democrat",-0.255,-0.122
47,1881,"House","PA",11,"KLOTZ, Robert","Democrat",-0.261,-0.181
47,1881,"House","NY",9,"HARDY, John","Democrat",-0.278,-0.194
47,1881,"House","NY",2,"ROBINSON, William Erigena","Democrat",-0.278,0.458
47,1881,"House","OH",5,"LE FEVRE, Benjamin","Democrat",-0.281,0.436
47,1881,"House","MD",4,"McLANE, Robert Milligan","Democrat",-0.286,0.014
47,1881,"House","IN",4,"HOLMAN, William Steele","Democrat",-0.287,-0.119
47,1881,"House","PA",20,"CURTIN, Andrew Gregg","Democrat",-0.289,-0.396
47,1881,"House","IL",19,"TOWNSHEND, Richard Wellington","Democrat",-0.294,0.622
47,1881,"House","WV",1,"WILSON, Benjamin","Democrat",-0.294,-0.033
47,1881,"House","SC",1,"RICHARDSON, John Smythe","Democrat",-0.297,0.051
47,1881,"House","MD",3,"HOBLITZELL, Fetter Schrier","Democrat",-0.298,-0.291
47,1881,"House","MD",2,"TALBOTT, Joshua Frederick Cockey","Democrat",-0.299,-0.478
47,1881,"House","PA",3,"RANDALL, Samuel Jackson","Democrat",-0.3,-0.051
47,1881,"House","OH",12,"CONVERSE, George Leroy","Democrat",-0.306,0.006
47,1881,"House","SC",3,"AIKEN, David Wyatt","Democrat",-0.308,-0.075
47,1881,"House","IA",6,"COOK, John Calhoun","Democrat",-0.316,0.949
47,1881,"House","MS",6,"CHALMERS, James Ronald","Democrat",-0.316,0.295
47,1881,"House","LA",5,"KING, John Floyd","Democrat",-0.318,-0.276
47,1881,"House","LA",2,"ELLIS, Ezekiel John","Democrat",-0.321,-0.368
47,1881,"House","MO",13,"BUCKNER, Aylett Hawes","Democrat",-0.324,-0.093
47,1881,"House","IL",12,"SPRINGER, William McKendree","Democrat",-0.325,0.186
47,1881,"House","TX",6,"UPSON, Christopher Columbus","Democrat",-0.327,-0.099
47,1881,"House","NY",6,"COX, Samuel Sullivan","Democrat",-0.332,-0.268
47,1881,"House","NY",16,"NOLAN, Michael Nicholas","Democrat",-0.334,-0.759
47,1881,"House","MD",5,"CHAPMAN, Andrew Grant","Democrat",-0.34,-0.403
47,1881,"House","LA",6,"ROBERTSON, Edward White","Democrat",-0.341,-0.084
47,1881,"House","SC",2,"DIBBLE, Samuel","Democrat",-0.343,-0.652
47,1881,"House","IL",11,"SINGLETON, James Washington","Democrat",-0.344,0.263
47,1881,"House","IN",12,"COLERICK, Walpole Gillespie","Democrat",-0.345,0.826
47,1881,"House","OH",13,"ATHERTON, Gibson","Democrat",-0.345,0.221
47,1881,"House","IN",5,"MATSON, Courtland Cushing","Democrat",-0.35,0.831
47,1881,"House","OH",7,"LEEDOM, John Peter","Democrat",-0.35,0.305
47,1881,"House","WI",5,"BRAGG, Edward Stuyvesant","Democrat",-0.352,-0.205
47,1881,"House","NJ",4,"HARRIS, Henry Schenck","Democrat",-0.353,-0.747
47,1881,"House","PA",10,"MUTCHLER, William","Democrat",-0.353,-0.691
47,1881,"House","NJ",3,"ROSS, Miles","Democrat",-0.361,-0.929
47,1881,"House","NY",1,"BELMONT, Perry","Democrat",-0.361,-0.676
47,1881,"House","CA",3,"BERRY, Campbell Polson","Democrat",-0.362,0.722
47,1881,"House","LA",1,"GIBSON, Randall Lee","Democrat",-0.363,-0.604
47,1881,"House","SC",2,"O'CONNOR, Michael Patrick","Democrat",-0.37,-0.09
47,1881,"House","NC",1,"LATHAM, Louis Charles","Democrat",-0.371,-0.111
47,1881,"House","MO",1,"CLARDY, Martin Linn","Democrat",-0.375,-0.031
47,1881,"House","NY",12,"HUTCHINS, Waldo","Democrat",-0.378,-0.428
47,1881,"House","IN",3,"STOCKSLAGER, Strother Madison","Democrat",-0.382,0.865
47,1881,"House","NY",7,"DUGRO, Philip Henry","Democrat",-0.385,-0.054
47,1881,"House","VA",8,"BARBOUR, John Strode, Jr.","Democrat",-0.385,-0.291
47,1881,"House","SC",5,"TILLMAN, George Dionysius","Democrat",-0.391,-0.261
47,1881,"House","WV",3,"KENNA, John Edward","Democrat",-0.392,-0.122
47,1881,"House","AR",4,"GUNTER, Thomas Montague","Democrat",-0.393,0.14
47,1881,"House","MO",12,"HATCH, William Henry","Democrat",-0.395,0.312
47,1881,"House","DE",1,"MARTIN, Edward Livingston","Democrat",-0.397,-0.637
47,1881,"House","MO",3,"FROST, Richard Graham","Democrat",-0.398,-0.14
47,1881,"House","WV",2,"HOGE, John Blair","Democrat",-0.398,-0.211
47,1881,"House","IL",17,"MORRISON, William Ralls","Democrat",-0.402,-0.426
47,1881,"House","MD",1,"COVINGTON, George Washington","Democrat",-0.402,-0.229
47,1881,"House","IN",2,"COBB, Thomas Reed","Democrat",-0.406,0.44
47,1881,"House","VA",6,"TUCKER, John Randolph","Democrat",-0.406,-0.328
47,1881,"House","VA",3,"WISE, George Douglas","Democrat",-0.407,-0.296
47,1881,"House","AL",4,"SHELLEY, Charles Miller","Democrat",-0.408,-0.333
47,1881,"House","NC",8,"VANCE, Robert Brank","Democrat",-0.408,0.221
47,1881,"House","SC",4,"EVINS, John Hamilton","Democrat",-0.412,-0.396
47,1881,"House","AL",8,"WHEELER, Joseph","Democrat",-0.421,-0.01
47,1881,"House","LA",4,"BLANCHARD, Newton Crain","Democrat",-0.423,-0.146
47,1881,"House","TX",2,"CULBERSON, David Browning","Democrat",-0.428,0.073
47,1881,"House","VA",1,"GARRISON, George Tankard","Democrat",-0.432,-0.704
47,1881,"House","KY",5,"WILLIS, Albert Shelby","Democrat",-0.435,0.027
47,1881,"House","MS",3,"MONEY, Hernando De Soto","Democrat",-0.435,-0.222
47,1881,"House","MS",4,"SINGLETON, Otho Robards","Democrat",-0.435,0.123
47,1881,"House","TN",6,"HOUSE, John Ford","Democrat",-0.435,0.295
47,1881,"House","AL",6,"HEWITT, Goldsmith Whitehouse","Democrat",-0.436,-0.173
47,1881,"House","MO",5,"BLAND, Richard Parks","Democrat",-0.439,0.203
47,1881,"House","KY",10,"PHISTER, Elijah Conner","Democrat",-0.441,0.079
47,1881,"House","AR",3,"CRAVENS, Jordan Edgar","Democrat",-0.442,-0.127
47,1881,"House","FL",2,"FINLEY, Jesse Johnson","Democrat",-0.447,0.153
47,1881,"House","MS",1,"MULDROW, Henry Lowndes","Democrat",-0.45,0.082
47,1881,"House","AR",1,"DUNN, Poindexter","Democrat",-0.454,-0.061
47,1881,"House","MS",5,"HOOKER, Charles Edward","Democrat",-0.457,-0.182
47,1881,"House","IL",16,"SPARKS, William Andrew Jackson","Democrat",-0.458,0.292
47,1881,"House","GA",6,"BLOUNT, James Henderson","Democrat",-0.459,-0.083
47,1881,"House","MS",2,"MANNING, Vannoy Hartrog (Van)","Democrat",-0.466,-0.003
47,1881,"House","AL",3,"OATES, William Calvin","Democrat",-0.468,-0.356
47,1881,"House","FL",1,"DAVIDSON, Robert Hamilton McWhorta","Democrat",-0.468,-0.196
47,1881,"House","TX",4,"MILLS, Roger Quarles","Democrat",-0.471,0
47,1881,"House","NC",6,"DOWD, Clement","Democrat",-0.472,-0.254
47,1881,"House","KY",8,"THOMPSON, Philip Burton, Jr.","Democrat",-0.483,0.158
47,1881,"House","MO",4,"DAVIS, Lowndes Henry","Democrat",-0.483,0.313
47,1881,"House","NC",4,"COX, William Ruffin","Democrat",-0.484,0.084
47,1881,"House","TN",7,"WHITTHORNE, Washington Curran","Democrat",-0.49,-0.014
47,1881,"House","KY",6,"CARLISLE, John Griffin","Democrat",-0.491,-0.456
