"county_fips","state_name","county_name","total_votes_20","total_votes_24","r20","r24","swing","flipped"
"13039","Georgia","Camden County",23686,26393,65.68,67.95,2.27,FALSE
"13043","Georgia","Candler County",4431,4568,71.17,73.78,2.61,FALSE
"13045","Georgia","Carroll County",54472,60494,69.77,70.69,0.92,FALSE
"13047","Georgia","Catoosa County",32593,35038,78.4,77.9,-0.5,FALSE
"13049","Georgia","Charlton County",4568,4628,75.57,78.18,2.61,FALSE
"13051","Georgia","Chatham County",133408,141109,40.49,40.93,0.44,FALSE
"13053","Georgia","Chattahoochee County",1582,1694,56.88,58.28,1.4,FALSE
"13055","Georgia","Chattooga County",10050,10706,81.31,82.22,0.91,FALSE
"13057","Georgia","Cherokee County",144815,162281,69.95,69.66,-0.29,FALSE
"13059","Georgia","Clarke County",51346,52887,28.61,30.66,2.05,FALSE
"13061","Georgia","Clay County",1435,1442,44.61,46.23,1.62,FALSE
"13063","Georgia","Clayton County",112330,111729,14.21,15.19,0.98,FALSE
"13065","Georgia","Clinch County",2861,2908,73.89,75.82,1.93,FALSE
"13067","Georgia","Cobb County",393728,401369,42.72,42.48,-0.24,FALSE
"13069","Georgia","Coffee County",15214,15715,70.1,72.61,2.51,FALSE
"13071","Georgia","Colquitt County",16086,16611,73.76,75.16,1.4,FALSE
"13073","Georgia","Columbia County",80575,85920,63.11,62.92,-0.19,FALSE
"13075","Georgia","Cook County",7035,7357,70.41,73.32,2.91,FALSE
"13077","Georgia","Coweta County",76799,85916,68.02,67.05,-0.97,FALSE
"13079","Georgia","Crawford County",6102,6340,73.27,74.98,1.71,FALSE
"13081","Georgia","Crisp County",8033,8116,62.57,63.01,0.44,FALSE
"13083","Georgia","Dade County",7434,8200,82.79,83.52,0.73,FALSE
"13085","Georgia","Dawson County",16081,19561,84.35,82.79,-1.56,FALSE
"13087","Georgia","Decatur County",11625,11549,58.55,62.02,3.47,FALSE
"13089","Georgia","DeKalb County",370746,366008,15.93,17.29,1.36,FALSE
"13091","Georgia","Dodge County",8071,8350,72.9,75.02,2.12,FALSE
"13093","Georgia","Dooly County",4105,4177,53.05,53.87,0.82,FALSE
"13095","Georgia","Dougherty County",35287,33850,29.82,29.36,-0.46,FALSE
"13097","Georgia","Douglas County",69106,70721,37.29,34.16,-3.13,FALSE
"13099","Georgia","Early County",5188,4879,52.52,55.74,3.22,FALSE
"13101","Georgia","Echols County",1441,1438,88.26,91.14,2.88,FALSE
"13103","Georgia","Effingham County",31571,36244,75.17,74.66,-0.51,FALSE
"13105","Georgia","Elbert County",9171,9589,68.38,71.76,3.38,FALSE
"13107","Georgia","Emanuel County",9505,9619,69.42,72.13,2.71,FALSE
"13109","Georgia","Evans County",4247,4244,68.57,71.27,2.7,FALSE
"13111","Georgia","Fannin County",14849,16096,82.56,82.5,-0.06,FALSE
"13113","Georgia","Fayette County",71994,74633,53.45,51.59,-1.86,FALSE
"13115","Georgia","Floyd County",41341,44738,70.81,71.09,0.28,FALSE
"13117","Georgia","Forsyth County",129311,138249,66.85,66.73,-0.12,FALSE
"13119","Georgia","Franklin County",10765,12140,85.06,86.4,1.34,FALSE
"13121","Georgia","Fulton County",523779,535238,26.52,27.32,0.8,FALSE
"13123","Georgia","Gilmer County",16525,18481,82.08,81.44,-0.64,FALSE
"13125","Georgia","Glascock County",1565,1670,90.04,92.02,1.98,FALSE
"13127","Georgia","Glynn County",41988,43912,61.73,63.06,1.33,FALSE
"13129","Georgia","Gordon County",24033,27606,81.57,81.87,0.3,FALSE
"13131","Georgia","Grady County",10707,10718,66.03,69.18,3.15,FALSE
"13133","Georgia","Greene County",11244,12786,63.36,64.54,1.18,FALSE
"13135","Georgia","Gwinnett County",414023,420681,40.74,41.64,0.9,FALSE
"13137","Georgia","Habersham County",20431,23280,82.37,82.59,0.22,FALSE
"13139","Georgia","Hall County",90537,101973,71.94,72.03,0.09,FALSE
"13141","Georgia","Hancock County",4153,4240,27.94,32.26,4.32,FALSE
"13143","Georgia","Haralson County",14246,16364,87.32,87.33,0.01,FALSE
"13145","Georgia","Harris County",19991,22353,72.41,73.15,0.74,FALSE
"13147","Georgia","Hart County",12728,14331,74.99,77.51,2.52,FALSE
"13149","Georgia","Heard County",5394,6210,84.58,86.13,1.55,FALSE
"13151","Georgia","Henry County",122998,129034,39.65,35.08,-4.57,FALSE
"13153","Georgia","Houston County",74838,81514,56.3,55.67,-0.63,FALSE
"13155","Georgia","Irwin County",4168,4342,75.66,77.21,1.55,FALSE
"13157","Georgia","Jackson County",37675,47243,79.43,77.7,-1.73,FALSE
"13159","Georgia","Jasper County",7644,9118,76.78,79.29,2.51,FALSE
"13161","Georgia","Jeff Davis County",5771,5872,82.04,84.23,2.19,FALSE
"13163","Georgia","Jefferson County",7639,7463,46.57,50.61,4.04,TRUE
"13165","Georgia","Jenkins County",3455,3409,63.06,65.28,2.22,FALSE
"13167","Georgia","Johnson County",4100,3984,69.99,73.21,3.22,FALSE
"13169","Georgia","Jones County",14934,16092,67.06,69.08,2.02,FALSE
"13171","Georgia","Lamar County",9045,10412,70.73,73.05,2.32,FALSE
"13173","Georgia","Lanier County",3576,3736,71.12,73.26,2.14,FALSE
"13175","Georgia","Laurens County",22731,23352,64.22,66.41,2.19,FALSE
"13177","Georgia","Lee County",16714,17683,72.48,71.85,-0.63,FALSE
"13179","Georgia","Liberty County",21394,23028,37.79,41.23,3.44,FALSE
"13181","Georgia","Lincoln County",4641,4931,68.9,72.48,3.58,FALSE
"13183","Georgia","Long County",5657,7056,63.41,64.79,1.38,FALSE
"13185","Georgia","Lowndes County",46355,47795,56.09,59.03,2.94,FALSE
"13187","Georgia","Lumpkin County",15531,17808,79.55,81.03,1.48,FALSE
"13189","Georgia","McDuffie County",10455,10537,59.68,62.5,2.82,FALSE
"13191","Georgia","McIntosh County",6696,7408,60.59,64.37,3.78,FALSE
"13193","Georgia","Macon County",4663,4686,38.42,41.02,2.6,FALSE
"13195","Georgia","Madison County",14937,16787,76.85,77.53,0.68,FALSE
"13197","Georgia","Marion County",3625,3621,63.42,65.2,1.78,FALSE
"13199","Georgia","Meriwether County",10877,11788,60.35,62.78,2.43,FALSE
"13201","Georgia","Miller County",2834,2724,73.42,75.32,1.9,FALSE
"13205","Georgia","Mitchell County",8962,8877,55.28,58.19,2.91,FALSE
"13207","Georgia","Monroe County",15590,17704,71.6,73.42,1.82,FALSE
"13209","Georgia","Montgomery County",3967,3973,75.13,76.59,1.46,FALSE
"13211","Georgia","Morgan County",11706,13181,71.05,73.08,2.03,FALSE
"13213","Georgia","Murray County",15389,17468,84.91,85.89,0.98,FALSE
"13215","Georgia","Muscogee County",80514,80491,37.85,38.26,0.41,FALSE
"13217","Georgia","Newton County",54234,59051,44.48,42.38,-2.1,FALSE
"13219","Georgia","Oconee County",25168,27287,67.03,68.13,1.1,FALSE
"13221","Georgia","Oglethorpe County",8133,8822,69.63,71.32,1.69,FALSE
"13223","Georgia","Paulding County",85372,95196,64.74,62.14,-2.6,FALSE
"13225","Georgia","Peach County",12553,13454,52.35,53.03,0.68,FALSE
"13227","Georgia","Pickens County",17167,20915,83.32,83.07,-0.25,FALSE
"13229","Georgia","Pierce County",9047,9761,87.78,88.82,1.04,FALSE
"13231","Georgia","Pike County",10720,12549,85.84,86.83,0.99,FALSE
"13233","Georgia","Polk County",17396,19171,78.79,80.37,1.58,FALSE
"13235","Georgia","Pulaski County",4081,4336,69.59,70.33,0.74,FALSE
"13237","Georgia","Putnam County",11855,12877,70.63,71.2,0.57,FALSE
"13239","Georgia","Quitman County",1106,1140,54.86,57.75,2.89,FALSE
"13241","Georgia","Rabun County",9568,10423,79.02,78.58,-0.44,FALSE
"13243","Georgia","Randolph County",3073,2990,45.41,46.17,0.76,FALSE
"13245","Georgia","Richmond County",87009,83578,31.18,31.84,0.66,FALSE
"13247","Georgia","Rockdale County",44681,45160,29.41,26.1,-3.31,FALSE
"13249","Georgia","Schley County",2275,2428,79.58,81.3,1.72,FALSE
"13251","Georgia","Screven County",6627,6920,59.53,62.63,3.1,FALSE
"13253","Georgia","Seminole County",3888,4007,67.54,70.24,2.7,FALSE
"13255","Georgia","Spalding County",30211,33038,60.48,58.38,-2.1,FALSE
"13257","Georgia","Stephens County",11885,13099,79.7,81.56,1.86,FALSE
"13259","Georgia","Stewart County",1990,2028,40.39,41.85,1.46,FALSE
"13261","Georgia","Sumter County",12148,12049,47.59,48.89,1.3,FALSE
"13263","Georgia","Talbot County",3522,3379,39.7,43.99,4.29,FALSE
"13265","Georgia","Taliaferro County",928,884,39.09,42.52,3.43,FALSE
"13267","Georgia","Tattnall County",8185,8512,74.59,76.81,2.22,FALSE
"13269","Georgia","Taylor County",3842,3982,63.55,65.56,2.01,FALSE
"13271","Georgia","Telfair County",4334,4214,65.5,69.7,4.2,FALSE
"13273","Georgia","Terrell County",4416,4341,45.75,47.94,2.19,FALSE
"13275","Georgia","Thomas County",21872,22080,59.83,62.09,2.26,FALSE
"13277","Georgia","Tift County",16279,16989,66.97,67.89,0.92,FALSE
"13279","Georgia","Toombs County",10914,10912,72.82,75.43,2.61,FALSE
"13281","Georgia","Towns County",7979,8838,80.46,81.27,0.81,FALSE
"13283","Georgia","Treutlen County",3077,3121,68.82,72.25,3.43,FALSE
"13285","Georgia","Troup County",30047,31304,61.05,62.26,1.21,FALSE
"13287","Georgia","Turner County",3791,3833,62.51,64.29,1.78,FALSE
"13289","Georgia","Twiggs County",4444,4456,53.69,57.36,3.67,FALSE
"13291","Georgia","Union County",15558,17880,81.88,81.4,-0.48,FALSE
"13293","Georgia","Upson County",12905,13662,67.19,69.93,2.74,FALSE
"13295","Georgia","Walker County",29354,32086,80.06,79.82,-0.24,FALSE
"13297","Georgia","Walton County",51093,58376,74.9,73.1,-1.8,FALSE
"13299","Georgia","Ware County",14189,14392,70.37,71.65,1.28,FALSE
"13301","Georgia","Warren County",2650,2592,44.27,47.64,3.37,FALSE
"13303","Georgia","Washington County",9477,9493,49.6,50.96,1.36,TRUE
"13305","Georgia","Wayne County",12779,13561,78.79,79.97,1.18,FALSE
"13307","Georgia","Webster County",1391,1336,53.89,59.22,5.33,FALSE
"13309","Georgia","Wheeler County",2285,2276,69.67,72.6,2.93,FALSE
"13311","Georgia","White County",14816,16825,83.52,84.42,0.9,FALSE
"13313","Georgia","Whitfield County",36766,39828,70.6,72.35,1.75,FALSE
"13315","Georgia","Wilcox County",3279,3347,73.61,74.64,1.03,FALSE
"13317","Georgia","Wilkes County",5030,5098,56.65,58.45,1.8,FALSE
"13319","Georgia","Wilkinson County",4770,4908,56.24,58.94,2.7,FALSE
"13321","Georgia","Worth County",9285,9309,74.04,75.24,1.2,FALSE
"15001","Hawaii","Hawaii County",87814,82823,31.41,35.53,4.12,FALSE
"15003","Hawaii","Honolulu County",382114,340921,36.32,38.98,2.66,FALSE
"15007","Hawaii","Kauai County",33497,30064,35.3,40.04,4.74,FALSE
"15009","Hawaii","Maui County",71044,62893,31.87,36.77,4.9,FALSE
"16001","Idaho","Ada County",259389,267340,52.02,55.32,3.3,FALSE
"16003","Idaho","Adams County",2586,2679,76.66,77.93,1.27,FALSE
"16005","Idaho","Bannock County",39553,39971,61.38,62.97,1.59,FALSE
"16007","Idaho","Bear Lake County",3315,3325,89.28,89.37,0.09,FALSE
"16009","Idaho","Benewah County",4973,5144,79.88,81.41,1.53,FALSE
"16011","Idaho","Bingham County",20094,20643,78.76,80.67,1.91,FALSE
"16013","Idaho","Blaine County",13288,13087,31.13,33.7,2.57,FALSE
"16015","Idaho","Boise County",4820,4910,74.32,77.78,3.46,FALSE
"16017","Idaho","Bonner County",27352,29698,68.85,73.62,4.77,FALSE
"16019","Idaho","Bonneville County",53995,56419,72.62,73.48,0.86,FALSE
"16021","Idaho","Boundary County",6313,7110,80.19,83.5,3.31,FALSE
"16023","Idaho","Butte County",1415,1494,86.47,87.27,0.8,FALSE
"16025","Idaho","Camas County",754,728,77.29,78.14,0.85,FALSE
"16027","Idaho","Canyon County",90438,101001,70.47,73.92,3.45,FALSE
"16029","Idaho","Caribou County",3416,3456,87.08,86.72,-0.36,FALSE
"16031","Idaho","Cassia County",9629,9557,84.38,85.42,1.04,FALSE
"16033","Idaho","Clark County",311,333,86.56,84.85,-1.71,FALSE
"16035","Idaho","Clearwater County",4419,4418,79.75,82.1,2.35,FALSE
"16037","Idaho","Custer County",2739,2650,77.6,77.32,-0.28,FALSE
"16039","Idaho","Elmore County",10205,10672,73.59,74.9,1.31,FALSE
"16041","Idaho","Franklin County",6664,7184,89.9,89.93,0.03,FALSE
"16043","Idaho","Fremont County",6719,6803,84.75,85.54,0.79,FALSE
"16045","Idaho","Gem County",9958,10620,81.52,83.67,2.15,FALSE
"16047","Idaho","Gooding County",6050,5918,78.77,80.96,2.19,FALSE
"16049","Idaho","Idaho County",9602,9858,83.37,84.8,1.43,FALSE
"16051","Idaho","Jefferson County",14173,15819,87.93,87.7,-0.23,FALSE
"16053","Idaho","Jerome County",7812,7945,75.18,77.53,2.35,FALSE
"16055","Idaho","Kootenai County",89878,96340,72.1,76.52,4.42,FALSE
"16057","Idaho","Latah County",20570,20440,48.06,54.14,6.08,TRUE
"16059","Idaho","Lemhi County",4738,4873,77.68,78.17,0.49,FALSE
"16061","Idaho","Lewis County",1870,1843,81.01,83.13,2.12,FALSE
"16063","Idaho","Lincoln County",1940,1917,78.01,78.9,0.89,FALSE
"16065","Idaho","Madison County",17112,17358,83.57,83.42,-0.15,FALSE
"16067","Idaho","Minidoka County",7993,7947,80.17,82.34,2.17,FALSE
"16069","Idaho","Nez Perce County",20967,20132,67.26,69.81,2.55,FALSE
"16071","Idaho","Oneida County",2451,2457,89.61,89.33,-0.28,FALSE
"16073","Idaho","Owyhee County",4742,4950,82.39,84.43,2.04,FALSE
"16075","Idaho","Payette County",11293,11760,80.4,82.09,1.69,FALSE
"16077","Idaho","Power County",3086,3019,70.98,73.22,2.24,FALSE
"16079","Idaho","Shoshone County",6049,6130,71.35,75.35,4,FALSE
"16081","Idaho","Teton County",6347,6698,46.28,46.46,0.18,FALSE
"16083","Idaho","Twin Falls County",36680,37373,73.39,75.08,1.69,FALSE
"16085","Idaho","Valley County",7063,7240,57.01,59.49,2.48,FALSE
"16087","Idaho","Washington County",5344,5553,79.47,81.43,1.96,FALSE
"17001","Illinois","Adams County",33527,31744,73.72,74.06,0.34,FALSE
"17003","Illinois","Alexander County",2625,2271,57.15,59.73,2.58,FALSE
"17005","Illinois","Bond County",8144,7981,71.09,72.89,1.8,FALSE
"17007","Illinois","Boone County",24979,24216,56.84,57.37,0.53,FALSE
"17009","Illinois","Brown County",2525,2455,79.89,80.58,0.69,FALSE
"17011","Illinois","Bureau County",17434,15992,60.95,62.38,1.43,FALSE
"17013","Illinois","Calhoun County",2773,2680,75.14,78.62,3.48,FALSE
"17015","Illinois","Carroll County",8024,7836,65.01,66.15,1.14,FALSE
"17017","Illinois","Cass County",5326,5241,69.18,72.08,2.9,FALSE
"17019","Illinois","Champaign County",95568,88627,38.21,37.77,-0.44,FALSE
"17021","Illinois","Christian County",16204,15534,72.73,73.69,0.96,FALSE
"17023","Illinois","Clark County",8355,8203,75.75,76.08,0.33,FALSE
"17025","Illinois","Clay County",6899,6766,83.29,84.18,0.89,FALSE
"17027","Illinois","Clinton County",19214,19215,76.1,76.41,0.31,FALSE
"17029","Illinois","Coles County",22606,21469,63.5,64.48,0.98,FALSE
"17031","Illinois","Cook County",2321399,2056800,24.44,28.74,4.3,FALSE
"17033","Illinois","Crawford County",9441,8927,76.18,76.66,0.48,FALSE
"17035","Illinois","Cumberland County",5850,5768,80.11,81.38,1.27,FALSE
"17037","Illinois","DeKalb County",47989,47186,47.06,48.99,1.93,FALSE
"17039","Illinois","De Witt County",8024,7736,71.99,72.87,0.88,FALSE
"17041","Illinois","Douglas County",8760,8404,72.73,73.43,0.7,FALSE
"17043","Illinois","DuPage County",485064,449660,40.77,43.23,2.46,FALSE
"17045","Illinois","Edgar County",8196,7906,76.65,76.63,-0.02,FALSE
"17047","Illinois","Edwards County",3368,3288,85.31,85.94,0.63,FALSE
"17049","Illinois","Effingham County",19083,19062,80.15,80.7,0.55,FALSE
"17051","Illinois","Fayette County",10076,9601,81.52,82.78,1.26,FALSE
"17053","Illinois","Ford County",6967,6547,74.21,74.41,0.2,FALSE
"17055","Illinois","Franklin County",18669,17685,74.11,75.61,1.5,FALSE
"17057","Illinois","Fulton County",16724,16137,60.27,62.17,1.9,FALSE
"17059","Illinois","Gallatin County",2675,2529,76.45,77.42,0.97,FALSE
"17061","Illinois","Greene County",6227,6054,77.95,79.46,1.51,FALSE
"17063","Illinois","Grundy County",26753,26539,63.19,65.02,1.83,FALSE
"17065","Illinois","Hamilton County",4323,4181,80.64,82.08,1.44,FALSE
"17067","Illinois","Hancock County",9383,9058,74.89,75.45,0.56,FALSE
"17069","Illinois","Hardin County",2162,1925,79.02,81.24,2.22,FALSE
"17071","Illinois","Henderson County",3656,3462,66.85,69.78,2.93,FALSE
"17073","Illinois","Henry County",25700,25062,60.96,62.47,1.51,FALSE
"17075","Illinois","Iroquois County",14044,13307,78.9,79.07,0.17,FALSE
"17077","Illinois","Jackson County",22716,22331,49.34,48.23,-1.11,FALSE
"17079","Illinois","Jasper County",5586,5421,81.69,82.99,1.3,FALSE
"17081","Illinois","Jefferson County",17436,16639,73.03,74.19,1.16,FALSE
"17083","Illinois","Jersey County",11960,11691,74.63,75.51,0.88,FALSE
"17085","Illinois","Jo Daviess County",12495,12385,58.38,58.55,0.17,FALSE
"17087","Illinois","Johnson County",6450,6103,79.79,79.45,-0.34,FALSE
"17089","Illinois","Kane County",231876,222364,42.64,45.25,2.61,FALSE
"17091","Illinois","Kankakee County",50039,47515,58.46,60.59,2.13,FALSE
"17093","Illinois","Kendall County",64205,65970,47.07,49.22,2.15,FALSE
"17095","Illinois","Knox County",23205,22175,52.88,54.78,1.9,FALSE
"17097","Illinois","Lake County",334156,309323,37.72,39.47,1.75,FALSE
"17099","Illinois","LaSalle County",53683,52432,57.3,59.36,2.06,FALSE
"17101","Illinois","Lawrence County",6422,6103,77.49,78.61,1.12,FALSE
"17103","Illinois","Lee County",16440,16091,60.05,61.32,1.27,FALSE
"17105","Illinois","Livingston County",17174,16538,72.57,73.52,0.95,FALSE
"17107","Illinois","Logan County",13294,12555,70.41,71.2,0.79,FALSE
"17109","Illinois","McDonough County",12285,11940,58.47,59.6,1.13,FALSE
"17111","Illinois","McHenry County",164578,161699,51.28,52.69,1.41,FALSE
"17113","Illinois","McLean County",87389,86168,47.97,47.52,-0.45,FALSE
"17115","Illinois","Macon County",49387,45224,59.02,59.59,0.57,FALSE
"17117","Illinois","Macoupin County",24070,23403,68.68,69.98,1.3,FALSE
"17119","Illinois","Madison County",137558,132599,56.8,56.75,-0.05,FALSE
"17121","Illinois","Marion County",17492,16756,73.7,75.09,1.39,FALSE
"17123","Illinois","Marshall County",6345,6127,67.67,68.29,0.62,FALSE
"17125","Illinois","Mason County",6766,6371,70.1,71.57,1.47,FALSE
"17127","Illinois","Massac County",6818,6676,74.34,74.58,0.24,FALSE
"17129","Illinois","Menard County",6954,6423,70.2,71.04,0.84,FALSE
"17131","Illinois","Mercer County",8914,8345,62.29,63.87,1.58,FALSE
"17133","Illinois","Monroe County",21206,20889,68.28,68.47,0.19,FALSE
"17135","Illinois","Montgomery County",13761,13187,70.96,72.41,1.45,FALSE
"17137","Illinois","Morgan County",15333,14649,66.22,66.46,0.24,FALSE
"17139","Illinois","Moultrie County",6744,6523,74.92,74.89,-0.03,FALSE
"17141","Illinois","Ogle County",26340,25749,63.28,64.94,1.66,FALSE
"17143","Illinois","Peoria County",83973,78731,46.75,47.63,0.88,FALSE
"17145","Illinois","Perry County",10071,9241,73.68,76.4,2.72,FALSE
"17147","Illinois","Piatt County",9851,9496,65.24,65.58,0.34,FALSE
"17149","Illinois","Pike County",7965,7506,81.01,82.38,1.37,FALSE
"17151","Illinois","Pope County",2175,2132,79.91,80.32,0.41,FALSE
"17153","Illinois","Pulaski County",2631,2377,65.6,67.3,1.7,FALSE
"17155","Illinois","Putnam County",3390,3331,59.83,61.63,1.8,FALSE
"17157","Illinois","Randolph County",14910,14332,75.51,75.43,-0.08,FALSE
"17159","Illinois","Richland County",8063,7743,76.89,77.12,0.23,FALSE
"17161","Illinois","Rock Island County",66817,63267,43.81,45.12,1.31,FALSE
"17163","Illinois","St. Clair County",128104,119655,45.55,45.99,0.44,FALSE
"17165","Illinois","Saline County",11089,10602,74.39,74.83,0.44,FALSE
"17167","Illinois","Sangamon County",104751,98845,52.23,52.53,0.3,FALSE
"17169","Illinois","Schuyler County",3918,3756,72.19,73.89,1.7,FALSE
"17171","Illinois","Scott County",2741,2587,78.7,80.93,2.23,FALSE
"17173","Illinois","Shelby County",12097,11664,79.01,80.53,1.52,FALSE
"17175","Illinois","Stark County",2886,2761,71.09,73.23,2.14,FALSE
"17177","Illinois","Stephenson County",22048,20965,58.03,59.86,1.83,FALSE
"17179","Illinois","Tazewell County",69051,67966,63.14,63.57,0.43,FALSE
