"fips","published","distinct","spread_pct"
"72059",4,4,5.02022
"53073",13,9,5.01667
"08077",13,9,5.0109
"21069",9,9,5.01045
"32029",9,9,5
"20123",9,9,4.9966
"20185",9,9,4.99269
"48437",9,9,4.98937
"20091",13,9,4.98535
"48351",9,9,4.97925
"38067",9,9,4.97685
"21051",9,9,4.97461
"08009",9,9,4.973
"30099",9,9,4.97229
"20165",9,9,4.97125
"30063",13,9,4.96628
"40143",13,9,4.9655
"48143",9,9,4.96224
"42051",13,9,4.96126
"37005",9,9,4.95688
"19121",9,9,4.95657
"48297",9,9,4.95529
"38069",9,9,4.95295
"29067",9,9,4.94247
"48109",9,8,4.94045
"72153",4,4,4.93027
"19067",9,9,4.9196
"06007",13,9,4.91638
"47103",9,9,4.91412
"29101",9,9,4.90736
"48077",9,9,4.90524
"13273",9,9,4.90002
"54065",9,9,4.89821
"05135",9,9,4.89244
"54089",9,9,4.89072
"31029",9,9,4.88761
"35013",13,9,4.88695
"27095",9,9,4.88596
"39087",9,9,4.88305
"06087",13,9,4.88208
"51760",13,9,4.8812
"51185",9,9,4.87505
"37187",9,9,4.87347
"38059",9,9,4.8698
"27021",9,9,4.8623
"22009",9,9,4.86209
"47075",9,9,4.85708
"48415",9,9,4.84545
"06093",9,9,4.84247
"08097",9,9,4.84231
"27115",9,9,4.84051
"01051",13,9,4.83855
"38027",9,9,4.836
"56029",9,9,4.83462
"17095",9,9,4.83334
"18173",12,9,4.83212
"38039",9,9,4.82906
"46087",9,9,4.82897
"01129",9,9,4.82856
"21081",9,9,4.82411
"17115",13,9,4.82215
"22041",9,9,4.81867
"53063",13,9,4.81191
"22019",13,9,4.80987
"40141",9,9,4.80497
"21103",9,9,4.80331
"48191",9,9,4.8
"55007",9,9,4.79273
"48409",13,9,4.79231
"05089",9,8,4.79168
"48145",9,9,4.79042
"21185",13,9,4.78968
"47061",9,9,4.78513
"08019",9,9,4.78509
"36015",13,9,4.78474
"12085",13,9,4.78072
"26139",13,9,4.78054
"46101",9,9,4.77986
"21071",9,9,4.77759
"13177",9,9,4.77486
"21097",9,9,4.77404
"27037",13,9,4.77311
"05099",9,9,4.77218
"37127",13,9,4.76727
"18109",13,9,4.7661
"56007",9,9,4.76417
"49017",9,9,4.76101
"27025",9,9,4.75804
"20205",9,9,4.75152
"06109",9,9,4.74825
"08087",9,9,4.74493
"20125",9,9,4.74131
"51540",9,9,4.74065
"55125",9,9,4.73944
"06081",13,9,4.73909
"13023",9,9,4.73341
"17075",9,9,4.73284
"53015",13,9,4.72472
"17145",9,9,4.71689
"51005",9,9,4.71636
"51133",9,9,4.7145
"48313",9,9,4.70969
"21141",9,9,4.70892
"26079",9,9,4.70764
"27035",13,9,4.70549
"46115",9,9,4.68165
"47129",9,9,4.67509
"51195",9,9,4.67274
"55065",9,9,4.66873
"51019",13,9,4.66656
"28075",13,9,4.66267
"34021",13,9,4.65853
"12063",9,9,4.65786
"13193",9,9,4.65531
"45079",13,9,4.65265
"37139",9,9,4.64681
"36071",13,9,4.64291
"41053",13,9,4.64058
"17149",9,9,4.63714
"18005",13,9,4.63087
"20153",9,9,4.62927
"47073",9,9,4.62734
"35053",9,9,4.61909
"40081",9,9,4.61477
"13285",13,9,4.61397
"05117",9,9,4.61112
"45043",11,9,4.60816
"31147",9,9,4.59901
"17171",9,9,4.59793
"17165",9,9,4.59592
"06005",9,9,4.59477
"31111",9,9,4.59233
"05027",9,9,4.58884
"21099",9,9,4.58816
"54069",9,9,4.58733
"11001",13,9,4.58526
"08023",9,9,4.58492
"21061",9,9,4.58075
"34017",13,9,4.58064
"19189",9,9,4.57973
"23007",9,9,4.57899
"36099",9,9,4.57522
"26001",9,9,4.57455
"53019",9,9,4.57378
"51017",9,9,4.57224
"29223",9,9,4.56718
"08031",13,9,4.56568
"31055",13,9,4.56568
"13025",9,9,4.56274
"48203",13,9,4.56112
"05061",9,9,4.56026
"51830",9,9,4.5602
"15001",13,9,4.55859
"17017",9,9,4.55659
"38051",9,9,4.55607
"24510",13,9,4.55446
"37135",13,9,4.55137
"29131",9,9,4.54739
"72033",4,4,4.54198
"30051",9,9,4.54097
"45067",9,9,4.53946
"08041",13,9,4.53133
"42123",9,9,4.51909
"26039",9,9,4.51829
"21075",9,9,4.51474
"01033",9,9,4.51458
"47071",9,9,4.50631
"54083",9,9,4.50444
"46093",9,9,4.50023
"05053",9,9,4.49989
"13037",9,9,4.49894
"51013",13,9,4.49553
"27131",13,9,4.49535
"12033",13,9,4.49505
"28047",13,9,4.49212
"20013",9,9,4.49014
"29215",9,9,4.48565
"41015",9,9,4.48423
"16039",9,9,4.48384
"41063",9,9,4.48267
"31037",9,9,4.48143
"53067",13,9,4.47609
"23011",13,9,4.47365
"29117",9,8,4.47304
"18103",9,9,4.46814
"37081",13,9,4.46807
"46079",9,8,4.46381
"21175",9,9,4.46063
"37191",13,9,4.45133
"51685",9,9,4.45015
"17057",9,9,4.44418
"30087",9,9,4.44234
"17185",9,9,4.44191
"47021",9,9,4.44154
"25007",9,9,4.43942
"53033",13,9,4.43777
"13163",9,9,4.43723
"42033",13,9,4.43428
"31169",9,9,4.43301
"40011",9,9,4.43232
"34005",13,9,4.43192
"48199",9,9,4.42586
"05037",9,8,4.42279
"13185",13,9,4.41941
"29129",9,9,4.40887
"05035",9,9,4.40233
"38061",9,9,4.39436
"51610",9,9,4.39343
"31173",9,9,4.39318
"30023",9,9,4.39303
"37021",13,9,4.37986
"21137",9,9,4.37818
"48129",9,9,4.37257
"06055",13,9,4.37192
"39089",13,9,4.37046
"21165",9,9,4.37014
"45081",9,9,4.36484
"35035",13,9,4.36278
"19115",9,9,4.3614
"53027",13,9,4.3599
"13257",9,9,4.35485
"45071",9,9,4.34519
"55037",9,9,4.33867
"51520",9,9,4.32743
"48279",9,9,4.32038
"21087",9,9,4.31982
"05101",9,8,4.31704
"26053",9,8,4.31417
"72123",4,4,4.30784
"46029",9,9,4.3062
"47091",9,9,4.30602
"12007",9,9,4.29923
"39025",13,9,4.29861
"08047",9,9,4.29771
"31179",9,9,4.29142
"26117",13,9,4.28781
"29009",9,9,4.28729
"19169",13,9,4.28496
"37045",13,9,4.28454
"31141",9,9,4.28062
"06027",9,9,4.28044
"41003",13,9,4.27911
"35033",9,9,4.27694
"21117",13,9,4.27525
"40007",9,9,4.27451
"01077",13,9,4.26658
"48089",9,9,4.26542
"17169",9,9,4.25716
"38099",9,9,4.25172
"41043",13,9,4.24787
"17103",9,9,4.24461
"48495",9,8,4.23384
"35009",9,9,4.23064
"48371",9,9,4.22313
"12013",9,9,4.21987
"51159",9,9,4.21777
"13213",9,9,4.21564
"22003",9,9,4.21486
"48401",9,9,4.21482
"29097",13,9,4.21336
"54081",13,9,4.20932
"23017",9,9,4.2074
"19111",9,9,4.20472
"39109",13,9,4.20388
"53007",13,9,4.1896
"23015",9,9,4.1809
"20109",9,9,4.17717
"39057",13,9,4.17561
"04019",13,9,4.17405
"08055",9,9,4.16549
"17187",9,9,4.15704
"31123",9,9,4.15669
"05021",9,9,4.15388
"53013",9,9,4.15359
"23021",9,9,4.15189
"13019",9,9,4.14642
"36077",9,9,4.1444
"37049",13,9,4.14282
"48353",9,9,4.14205
"19003",9,8,4.13849
"17159",9,9,4.13832
"54093",9,9,4.13369
"12079",9,9,4.12069
"40015",9,9,4.12065
"40037",13,9,4.11915
"72109",4,4,4.11558
"31109",13,9,4.11556
"42083",9,9,4.10312
"08113",9,9,4.09451
"48149",9,9,4.09212
"26137",9,9,4.09079
"48341",9,9,4.08844
"37163",9,9,4.08754
"31061",9,9,4.08373
"72037",4,4,4.0827
"55041",9,9,4.07353
"27027",13,9,4.07329
"39145",13,9,4.06899
"31131",9,9,4.06847
"53031",9,9,4.06241
"35025",13,9,4.0585
"38065",9,9,4.0569
"21189",9,9,4.05471
"17069",9,9,4.05405
"13121",13,9,4.05036
"21239",9,9,4.03472
"37145",9,9,4.02845
"37095",9,9,4.02385
"42095",13,9,4.02329
"19185",9,9,4.02196
"51149",9,9,4.01948
"20061",9,9,4.01764
"31065",9,9,4.01719
"31025",9,9,4.01707
"19025",9,9,4.01526
"29077",13,9,4.01279
"22051",13,9,4.01113
"17175",9,9,4.0103
"35047",9,9,4.00994
"02198",9,9,4.00951
"21047",13,9,4.00071
"45039",9,9,3.9932
"37055",9,9,3.99268
"22087",9,9,3.98975
"54055",9,9,3.98885
"16061",9,9,3.98618
"46027",9,9,3.98548
"13199",9,9,3.98308
"47023",9,9,3.9791
"39067",9,9,3.97319
"17045",9,9,3.97106
"13201",9,9,3.96056
"54017",9,9,3.96015
"21199",13,9,3.95791
"40075",9,9,3.95633
"05081",9,8,3.94911
"27145",13,9,3.9437
"01065",9,9,3.94235
"39013",13,9,3.94025
"47055",9,9,3.93217
"51171",9,9,3.93115
"42133",13,9,3.92902
"05111",9,9,3.929
"24047",9,9,3.92405
"06023",13,9,3.91712
"38023",9,9,3.91621
"51683",9,9,3.91591
"17025",9,9,3.90596
"48003",9,9,3.9053
"51073",9,9,3.90497
"32021",9,9,3.90318
"40027",13,9,3.90265
"49035",13,9,3.89748
"40073",9,9,3.89381
"39117",9,9,3.89203
"39105",9,9,3.8907
"17129",9,9,3.88884
"31145",9,9,3.88847
"13067",13,9,3.88797
"48035",9,9,3.88155
"72007",4,4,3.87919
"46043",9,7,3.87812
"29045",9,9,3.8747
"35019",9,9,3.87458
"17151",9,9,3.87435
"37151",13,9,3.86648
"29005",9,9,3.85919
"17177",9,9,3.85791
"48375",13,9,3.85575
"28113",9,9,3.84978
"21085",9,9,3.84952
"39111",9,9,3.84786
"47115",9,9,3.84564
"47027",9,9,3.84371
"40021",9,9,3.83974
"30101",9,9,3.83803
"22089",9,9,3.83698
"38041",9,9,3.83693
"19151",9,9,3.83585
"38089",9,9,3.83089
"42001",13,9,3.82897
"47025",9,9,3.82497
"48385",9,9,3.8192
"23023",9,9,3.81527
"45021",9,9,3.81467
"26123",9,9,3.81427
"53053",13,9,3.811
"37199",9,9,3.80947
"21187",9,9,3.8014
"42019",13,9,3.80079
"06113",13,9,3.79488
"47137",9,8,3.79383
"40109",13,9,3.79346
"28065",9,9,3.79001
"05015",9,9,3.78977
"42021",13,9,3.78969
"28061",9,9,3.7852
"34035",13,9,3.78133
"34015",13,9,3.77977
"28121",13,9,3.77911
"05049",9,9,3.7781
"31125",9,9,3.77581
"13293",9,9,3.77544
"48057",9,9,3.77081
"21011",9,9,3.76442
"29181",9,9,3.76178
"05145",13,9,3.75851
"21207",9,9,3.75645
"26097",9,9,3.75578
"27065",9,9,3.75271
"45033",9,9,3.74733
"72111",4,4,3.74303
"55083",9,9,3.74176
"56003",9,9,3.74048
"54053",9,9,3.74021
"17107",9,9,3.73964
"22021",9,9,3.73957
"18095",13,9,3.73904
"54073",9,9,3.73869
"51105",9,9,3.73632
"47083",9,9,3.73624
"22047",9,9,3.7356
"29171",9,9,3.73277
"06045",13,9,3.72758
"54067",9,9,3.72224
"05013",9,9,3.72064
"51036",9,9,3.71131
"40153",9,9,3.71036
"51510",13,9,3.70716
"50013",9,9,3.70616
"05085",13,9,3.70448
"17121",9,9,3.70292
"54027",9,9,3.69633
"30093",9,9,3.69362
"40125",13,9,3.68965
"20039",9,8,3.68911
"20073",9,8,3.68656
"34011",13,9,3.6857
"13127",13,9,3.68269
"05055",9,9,3.68269
"20135",9,8,3.68053
"21021",9,9,3.67666
"28023",9,9,3.67394
"13321",9,9,3.67365
"32001",9,9,3.67226
"38047",9,9,3.66437
"08073",9,9,3.65682
"20077",9,9,3.65611
"51113",9,9,3.65563
"37137",9,9,3.64477
"23019",13,9,3.6438
"29007",9,9,3.6435
"20089",9,9,3.64317
"19071",9,9,3.6407
"05033",9,9,3.63726
"53035",13,9,3.63548
"54011",13,9,3.63446
"48081",9,9,3.63423
"47039",9,9,3.62944
"20103",13,9,3.62466
"56005",9,9,3.62239
"40005",9,9,3.62106
"37143",9,9,3.61749
"51007",9,9,3.61621
"48475",9,9,3.61319
"47163",13,9,3.61263
"36073",9,8,3.60698
"27153",9,9,3.60322
"13175",9,9,3.60299
"37175",9,9,3.60118
"72043",4,4,3.601
"46053",9,9,3.60097
"27001",9,9,3.59963
"47151",9,8,3.59931
"51173",9,9,3.59813
"51089",9,9,3.59262
"29053",9,9,3.59257
"01069",13,9,3.59234
"46102",9,9,3.59234
"26023",9,9,3.58542
"37031",13,9,3.58314
"48327",9,8,3.58224
"42047",9,9,3.5796
"72127",8,8,3.57811
"46007",9,9,3.57666
"35015",9,9,3.57389
"37103",9,9,3.5718
"20009",9,9,3.57087
"53057",13,9,3.56984
"36017",9,9,3.56909
"01005",9,9,3.56705
"29205",9,9,3.56497
"25027",13,9,3.5615
"05005",9,9,3.55989
"06037",13,9,3.55592
"02185",9,9,3.5545
"41021",9,7,3.5538
"39093",13,9,3.55239
"08045",9,9,3.54948
"13071",9,9,3.53303
"13001",9,9,3.5288
"13295",13,9,3.5274
"29137",9,9,3.52718
"42105",9,9,3.52591
"34023",13,9,3.52189
"39049",13,9,3.52088
"25023",13,9,3.51609
"55089",13,9,3.51578
"48429",9,9,3.51451
"72149",4,4,3.51372
"22079",13,9,3.51221
"47085",9,9,3.51217
"24015",13,9,3.51066
"55035",13,9,3.50995
"40079",9,9,3.50626
"20017",9,8,3.50269
"19101",9,9,3.50246
"13299",9,9,3.50079
"36115",9,9,3.49733
"13111",9,9,3.49661
"21123",9,8,3.49605
"27167",9,9,3.495
"37157",13,9,3.49488
"17181",9,9,3.49383
"48501",9,9,3.49033
"33015",13,9,3.48868
"17131",9,9,3.48565
"41071",13,9,3.48286
"28043",9,9,3.48273
"27109",13,9,3.48046
"29071",13,9,3.47766
"20029",9,9,3.4746
"18045",9,9,3.47381
"29083",9,9,3.4714
"19133",9,9,3.47
"13105",9,9,3.46864
"42005",13,9,3.4684
"29031",13,9,3.4679
"21105",9,9,3.46655
"48001",9,9,3.45958
"13043",9,9,3.45898
"26019",9,9,3.45756
"22037",9,9,3.4562
"19063",9,9,3.45595
"10003",13,9,3.45592
"30021",9,9,3.4544
"37117",9,9,3.44843
"01061",9,9,3.44778
"08083",9,9,3.44622
"24045",13,9,3.43876
"29179",9,9,3.4376
"04012",9,9,3.43691
"27041",9,9,3.4347
"55015",9,9,3.43448
"16029",9,9,3.43354
"19119",9,9,3.43351
"05029",9,9,3.43105
"27101",9,9,3.42899
"34031",13,9,3.42893
"37195",13,9,3.42699
"05043",9,9,3.42642
"19059",9,9,3.42549
"27089",9,9,3.42436
"17039",9,9,3.41788
"01049",13,9,3.41635
"42077",13,9,3.41315
"13099",9,9,3.41256
"37169",9,9,3.41022
"13141",9,8,3.40896
"51053",9,9,3.40532
"06049",9,9,3.40479
"48189",9,9,3.40035
"28129",9,9,3.39709
"24019",9,9,3.39598
"48315",9,9,3.39531
"08105",9,9,3.38968
"46005",9,9,3.38871
"30003",9,9,3.38688
"17031",13,9,3.38675
"20181",9,9,3.38642
"36033",9,9,3.38153
"19109",9,9,3.37988
"21221",9,9,3.37935
"20097",9,8,3.3781
"09120",10,7,3.3761
"25025",13,9,3.37429
"72141",4,4,3.3724
"08051",9,9,3.37175
"54041",9,9,3.37145
"31181",9,8,3.37013
"18009",9,9,3.36931
"17051",9,9,3.36525
"38081",9,9,3.36025
"28029",9,9,3.35993
"17081",9,9,3.35903
"08029",9,9,3.35868
"30027",9,9,3.35525
"48487",9,9,3.35222
"27165",9,8,3.35108
"05141",9,9,3.35017
"51620",9,9,3.34985
"05105",9,9,3.34659
"22111",9,9,3.34242
"72031",8,8,3.34026
"08117",9,9,3.33788
"20173",13,9,3.33672
"26089",9,9,3.33637
"29197",9,9,3.33333
"37009",9,9,3.32921
"20195",9,9,3.32743
"21229",9,9,3.32309
"27107",9,9,3.32308
"49015",9,9,3.32121
"72119",4,4,3.31514
"18033",9,9,3.31425
"06041",13,9,3.31305
"18161",9,9,3.31079
"48267",9,9,3.30932
"25017",13,9,3.30765
"37073",9,9,3.30688
"29075",9,9,3.30514
"40091",9,9,3.30499
"41047",13,9,3.29982
"40151",9,9,3.29859
"08005",13,9,3.2945
"05137",9,9,3.29292
"33017",13,9,3.29154
"36039",9,9,3.29079
"45025",9,9,3.29012
"35017",9,9,3.28625
"28095",9,9,3.28031
"17023",9,9,3.27837
"31077",9,8,3.27795
"42061",9,9,3.27725
"19047",9,9,3.27394
"29119",9,9,3.27181
"02090",13,9,3.27023
"20179",9,9,3.26877
"48445",9,9,3.26715
"40135",9,9,3.26625
"51570",9,9,3.26075
"21115",9,9,3.25963
"27031",9,9,3.25858
"20197",9,9,3.24803
"29109",9,9,3.24357
"45023",9,9,3.24233
"28009",9,9,3.23924
"30107",9,9,3.2381
"17195",9,9,3.23786
"40093",9,9,3.23746
"13109",9,9,3.22815
"29175",9,9,3.22749
"38029",9,9,3.22678
"33013",13,9,3.22309
"21127",9,9,3.22284
"42091",13,9,3.21887
"21217",9,9,3.21161
"47155",13,9,3.21091
"05023",9,9,3.20972
"26063",9,9,3.20842
"28031",9,9,3.20697
"13003",9,9,3.20558
"55087",13,9,3.20275
"24003",13,9,3.2013
"29135",9,9,3.19914
"42039",13,9,3.19901
"51710",13,9,3.19673
"51550",13,9,3.19584
"48293",9,9,3.19489
"05047",9,9,3.19323
"01071",9,9,3.19265
"48083",9,9,3.19149
"29199",9,8,3.19016
"19083",9,9,3.1888
"34041",13,9,3.18628
"02066",9,8,3.17876
"20133",9,9,3.17719
"28077",9,9,3.1771
"46009",9,9,3.17504
"41037",9,9,3.17233
"44007",13,9,3.17129
"12073",13,9,3.16918
"17019",13,9,3.16894
"13313",13,9,3.16725
"51087",13,9,3.16563
"28059",13,9,3.16457
"35041",9,9,3.16288
"41009",9,9,3.16134
"06085",13,9,3.1613
"17137",9,9,3.16069
"40055",9,9,3.15429
"42055",13,9,3.14967
"19137",9,9,3.14709
"13319",9,9,3.14634
"40033",9,9,3.14117
"26015",9,9,3.14096
"05121",9,9,3.14076
"21163",9,8,3.14017
"27091",9,9,3.13901
"13115",13,9,3.1364
"35037",9,9,3.13545
"47097",9,9,3.13312
"17079",9,9,3.1317
"42111",13,9,3.13059
"40029",9,9,3.1273
"17063",9,9,3.12292
"31081",9,9,3.12048
"06019",13,9,3.11998
"42043",13,9,3.11981
"17029",9,9,3.11724
"20209",13,9,3.11612
"36093",13,9,3.11599
"13249",9,9,3.11553
"18043",13,9,3.11492
"19135",9,9,3.11432
"53075",9,9,3.11057
"40097",9,9,3.11015
"17117",9,9,3.1095
"18071",9,9,3.10418
"40147",9,9,3.10396
"41045",9,9,3.10073
"08103",9,8,3.09741
"20137",9,9,3.09694
"29099",13,9,3.09653
"09190",10,7,3.09392
"13301",9,9,3.09357
"21049",9,9,3.09333
"51580",9,8,3.09332
"19161",9,9,3.09289
"37047",9,9,3.087
"48061",13,9,3.0861
"46039",9,9,3.0853
"39081",9,9,3.0829
"20105",9,9,3.08266
"05009",9,9,3.08262
"19143",9,8,3.08042
"29021",13,9,3.07908
"46077",9,9,3.07896
"55129",9,9,3.07836
"36089",13,9,3.07619
"36013",13,9,3.07477
"13197",9,8,3.07452
"39017",13,9,3.07352
"23009",9,9,3.06799
"24027",13,9,3.0677
"30083",9,9,3.06759
"01057",9,9,3.06752
"37165",9,9,3.06609
"19167",9,9,3.06467
"01103",13,9,3.06365
"13161",9,9,3.06196
"55093",9,9,3.06073
"26005",13,9,3.06036
"13069",9,9,3.06033
"55009",13,9,3.05979
"72133",4,4,3.05407
"04001",13,9,3.05086
"17163",13,9,3.05069
"48277",9,9,3.05031
"48273",9,9,3.05014
"02180",9,9,3.04866
"18143",9,9,3.04554
"06001",13,9,3.04489
"17135",9,9,3.04403
"21001",9,9,3.04278
"13065",9,9,3.04177
"17035",9,9,3.03951
"48405",9,9,3.03867
"31121",9,9,3.03605
"04017",13,9,3.03513
"34027",13,9,3.03366
"56035",9,9,3.03267
"37011",9,9,3.03147
"39115",9,9,3.03117
"26003",9,9,3.02996
"20065",9,9,3.02782
"37153",9,9,3.02764
"17055",9,9,3.02616
"46059",9,8,3.02548
"27079",9,9,3.02465
"31013",9,9,3.0219
"54033",13,9,3.02165
"19037",9,9,3.01972
"20003",9,9,3.01821
"42085",13,9,3.01755
"29159",9,9,3.01668
"32013",9,9,3.01451
"37155",13,9,3.01231
"12059",9,9,3.01208
"17191",9,9,3.00923
"48265",9,9,3.00905
"05019",9,9,3.00895
"27013",13,9,3.00566
"37007",9,9,3.00464
"55091",9,9,3.00463
"26081",13,9,3.00252
"31135",9,9,3.00175
"02105",9,9,3.00172
"17005",9,9,3.00136
"29093",9,9,2.99813
"39043",13,9,2.99629
"13169",9,9,2.99613
"40137",9,9,2.99481
"19139",9,9,2.99455
"28025",9,9,2.99446
"13261",9,9,2.99427
"20015",13,9,2.99349
"48069",9,9,2.99329
"18115",9,9,2.99313
"13251",9,9,2.99139
"28115",9,9,2.99103
"51037",9,8,2.99009
"21041",9,9,2.98896
"21009",9,9,2.98854
"13303",9,9,2.98723
"19175",9,9,2.98532
"27117",9,9,2.98507
"24037",13,9,2.98478
"31051",9,8,2.98295
"22059",9,9,2.98271
"38063",9,9,2.9797
"08065",9,9,2.97934
"33011",13,9,2.9789
"42011",13,9,2.97792
"31043",9,9,2.97413
"36011",13,9,2.97349
"48307",9,9,2.9703
"21007",9,9,2.96903
"18157",13,9,2.96843
"27159",9,9,2.9646
"24011",9,9,2.96076
"25005",13,9,2.95971
"72011",4,4,2.95835
"37197",9,9,2.95629
"18087",9,9,2.95364
"21093",13,9,2.95025
"55029",9,9,2.94944
"39163",9,9,2.94873
"56021",13,9,2.94643
"27077",9,9,2.94498
"13047",13,9,2.94278
"48417",9,8,2.94209
"22001",9,9,2.93986
"01017",9,9,2.93104
"29149",9,9,2.92431
"36105",13,9,2.92358
"38045",9,8,2.92356
"27113",9,9,2.92256
"17173",9,9,2.9206
"36109",13,9,2.91846
"51680",13,9,2.91836
"42013",13,9,2.91638
"06107",13,9,2.91603
"40041",9,9,2.91577
"21067",13,9,2.91038
"21169",9,9,2.91033
"48457",9,9,2.90856
"48151",9,9,2.90323
"21111",13,9,2.90208
"42101",13,9,2.90087
"47053",9,9,2.89886
"12123",9,9,2.89795
"35027",9,9,2.89685
"26065",13,9,2.89642
"51081",9,9,2.89577
"19093",9,9,2.8944
"44005",13,9,2.89272
"31049",9,8,2.89169
"72035",4,4,2.8884
"39029",13,9,2.88671
"06067",13,9,2.88503
"21109",9,9,2.88217
"29049",9,9,2.882
"26141",9,9,2.88152
"42121",9,9,2.88132
"26103",13,9,2.88111
"13235",9,9,2.87819
"28087",9,9,2.87587
"29027",9,9,2.87556
"72147",4,4,2.87363
"08017",9,8,2.87191
"48079",9,9,2.86489
"48103",9,9,2.86325
"17077",9,9,2.85975
"27143",9,9,2.85882
"33001",11,9,2.85333
"19081",9,9,2.85134
"56037",9,9,2.84981
"18183",9,9,2.84769
"55133",13,9,2.84701
"27119",9,9,2.84637
"20107",9,9,2.84422
"27129",9,9,2.84399
"47017",9,9,2.84247
"51131",9,9,2.83821
"36031",9,9,2.83459
"48113",13,9,2.83111
"31177",9,9,2.83072
"40119",13,9,2.82901
"29105",9,9,2.82868
"36035",9,9,2.82713
"30077",9,9,2.82241
"51103",9,9,2.82047
"22085",9,9,2.81986
"36121",9,9,2.81964
"29057",9,9,2.81907
"72103",4,4,2.81595
"72095",4,4,2.81308
"26051",9,9,2.81091
"22053",9,9,2.81033
"38035",13,9,2.80265
"55078",9,9,2.80222
"24013",13,9,2.80055
"02130",9,9,2.79791
"19073",9,9,2.79697
"26101",9,8,2.79467
"18105",13,9,2.79256
"17033",9,9,2.78884
"72025",8,8,2.78822
"31053",9,9,2.7853
"48391",9,9,2.78511
"50011",9,9,2.78445
"42073",13,9,2.78064
"21155",9,9,2.77902
"21057",9,8,2.77824
"42065",9,9,2.77809
"28037",9,9,2.77742
"36019",13,9,2.7767
"40035",9,9,2.77586
"13307",9,9,2.77194
"01075",9,9,2.7712
"02220",9,9,2.7706
"18119",9,9,2.76889
"29035",9,9,2.76855
"40107",9,9,2.76832
"01037",9,9,2.76555
"19159",9,8,2.7643
"54061",13,9,2.76181
"48133",9,9,2.76107
"55137",9,9,2.75939
"46091",9,9,2.75644
"24039",9,9,2.75346
"16069",9,9,2.75323
"20019",9,8,2.75256
"05133",9,9,2.74978
"21121",9,9,2.7497
"24031",13,9,2.74903
"25021",13,9,2.74734
"28019",9,9,2.74685
"31185",9,9,2.7465
"72021",8,8,2.74499
"17053",9,9,2.74487
"48239",9,9,2.74151
"18133",9,9,2.74052
"05063",9,9,2.73817
"27105",9,9,2.73525
"28117",9,9,2.73451
"24025",13,9,2.73376
"19065",9,9,2.7321
"31047",9,9,2.72868
"34007",13,9,2.72584
"38003",9,9,2.72334
"26033",9,9,2.72303
"31167",9,9,2.72248
"27067",9,9,2.71914
"18027",9,9,2.71274
"01007",9,9,2.70944
"41023",9,9,2.70902
"30005",9,9,2.70884
"54107",13,9,2.70791
"20045",13,9,2.70434
"27039",9,9,2.70397
"18179",9,9,2.70055
"17143",13,9,2.70008
"72013",8,8,2.69948
"40105",9,9,2.69846
"28139",9,9,2.6969
"29095",13,9,2.69648
"19105",9,9,2.69609
"06009",9,9,2.69499
"27023",9,9,2.69406
"51690",9,9,2.69334
"47181",9,9,2.6925
"21043",9,9,2.69202
"22097",13,9,2.6916
"39167",9,9,2.68593
"17001",9,9,2.68527
"22057",13,9,2.68333
"05115",9,9,2.68099
"28093",9,9,2.68079
"18111",9,9,2.67832
"24001",13,9,2.67311
"25009",13,9,2.66799
"19039",9,9,2.66735
"17157",9,8,2.66715
"17073",9,9,2.66534
"39073",9,9,2.66501
"40117",9,9,2.66278
"42075",13,9,2.6602
"46123",9,8,2.65874
"21053",9,9,2.65685
"20099",9,9,2.65552
"08121",9,9,2.65377
"48241",9,9,2.65216
"26061",9,9,2.64452
"48123",9,9,2.64415
"23027",9,9,2.64173
"37087",9,9,2.64167
"05109",9,9,2.63826
"37065",9,9,2.63662
"26165",9,9,2.63494
"18001",9,9,2.63302
"30035",9,9,2.63253
"54091",9,9,2.63048
"46117",9,8,2.62898
"41041",9,9,2.62829
"22083",9,9,2.62556
"36091",13,9,2.62407
"40067",9,9,2.62247
"34003",13,9,2.62221
"36023",9,9,2.62217
"27075",9,9,2.62152
"18073",9,9,2.61993
"35049",13,9,2.61972
"72053",4,4,2.61937
"13277",9,9,2.6175
"19009",9,9,2.61623
"18075",9,9,2.61546
"17123",9,9,2.61438
"20007",9,9,2.6089
"41007",9,9,2.60703
"15003",13,9,2.60686
"36021",9,9,2.60611
"08043",9,9,2.60543
"31019",9,9,2.60299
"48369",9,9,2.6028
"06105",9,9,2.60274
"05149",9,8,2.6014
"31079",9,9,2.59928
"21125",9,9,2.59781
"55077",9,9,2.5868
"19145",9,9,2.58361
"55051",9,9,2.5822
"19023",9,9,2.57957
"19147",9,9,2.57892
"46129",9,9,2.57703
"08037",9,9,2.57685
"41025",9,8,2.57426
"35028",9,9,2.57179
"13279",9,9,2.57034
"48177",9,9,2.56957
"55017",13,9,2.56899
"37075",9,9,2.5641
"33009",13,9,2.56262
"29091",9,9,2.5614
"21173",9,9,2.56054
"40149",9,9,2.56038
"37041",9,8,2.55646
"17011",9,9,2.55564
"51183",9,9,2.55474
"20031",9,9,2.55108
"31101",9,9,2.55053
"21129",9,9,2.54999
"28111",9,9,2.54931
"22015",13,9,2.54726
"26133",9,9,2.5472
"32007",9,9,2.54492
"50017",9,9,2.54243
"19057",9,9,2.5391
"35005",9,9,2.53791
"46013",9,9,2.53698
"18107",9,9,2.53376
"21037",13,9,2.5335
"15009",13,13,2.5327
"17065",9,8,2.53086
"48255",9,8,2.53022
