"name","rank","count","pctwhite","pctblack","pctapi","pctaian","pct2prace","pcthispanic"
"TEWOLDE",45347,472,1.48,96.4,NA,0,1.27,NA
"TIETJE",45347,472,95.55,NA,NA,NA,NA,3.18
"NAPORA",45347,472,94.92,NA,NA,NA,2.54,1.06
"NOVICKI",45347,472,95.55,NA,NA,0,1.69,1.69
"OOLEY",45347,472,96.19,NA,NA,0,NA,1.69
"MUENCHOW",45347,472,94.28,NA,1.06,NA,1.27,3.18
"MOLLENHAUER",45347,472,96.4,0,1.06,NA,NA,NA
"PRUGH",45347,472,96.61,1.06,NA,NA,NA,1.06
"RECHT",45347,472,93.01,NA,NA,NA,1.48,2.97
"RENNAKER",45347,472,91.31,NA,NA,2.12,1.48,4.66
"PAVLICA",45347,472,97.25,NA,NA,0,NA,1.91
"PASH",45347,472,91.53,2.33,1.48,NA,NA,3.39
"PANKAU",45347,472,94.7,0,1.27,0,1.06,2.97
"PIQUETTE",45347,472,96.4,NA,NA,NA,1.06,1.69
"PIERINI",45347,472,89.62,NA,NA,NA,1.48,7.63
"LAGASCA",45347,472,6.14,NA,77.33,NA,9.96,6.36
"LAGROW",45347,472,96.82,NA,NA,0,1.27,1.27
"LEIPOLD",45347,472,95.76,1.48,NA,NA,NA,1.91
"LAWNICZAK",45347,472,96.82,1.27,NA,0,NA,1.27
"KAYNE",45347,472,93.43,NA,2.33,NA,1.27,1.69
"KLEMZ",45347,472,97.67,NA,0,0,NA,1.69
"KAHRE",45347,472,96.19,NA,NA,NA,1.06,1.69
"JIRAK",45347,472,97.25,0,0,0,1.06,1.69
"MAGAW",45347,472,94.92,NA,NA,0,3.39,1.06
"MACIA",45347,472,26.48,NA,1.06,NA,1.69,69.92
"MELLAND",45347,472,93.22,NA,NA,1.06,3.18,1.91
"MCEACHRON",45347,472,65.89,26.06,NA,NA,1.48,6.36
"HEBARD",45347,472,92.37,2.33,NA,NA,1.27,2.54
"GUIDERA",45347,472,91.1,NA,1.06,NA,1.69,5.3
"GUBA",45347,472,84.11,NA,12.08,NA,1.27,2.12
"GOODRICK",45347,472,94.07,1.69,0,0,1.06,3.18
"GISI",45347,472,95.55,NA,NA,0,NA,2.97
"GODSIL",45347,472,94.28,NA,1.06,NA,1.27,2.75
"BROE",45347,472,96.61,1.06,0,NA,NA,1.69
"BURRI",45347,472,88.35,NA,8.05,NA,NA,1.91
"BUROKER",45347,472,96.4,0,NA,NA,1.06,1.48
"DIMAMBRO",45347,472,95.97,NA,NA,NA,1.48,1.48
"DIXIE",45347,472,13.35,76.27,NA,NA,5.3,2.97
"DOTTAVIO",45347,472,94.7,0,NA,NA,1.91,2.75
"DROGE",45347,472,93.64,NA,1.48,NA,2.75,1.48
"DURETTE",45412,471,85.35,7.64,NA,NA,2.34,3.61
"DONNAY",45412,471,87.69,7.86,0,1.27,1.91,1.27
"EGGETT",45412,471,97.03,0,NA,NA,1.27,1.27
"ECHEMENDIA",45412,471,5.31,NA,NA,0,1.49,92.57
"DESCHLER",45412,471,92.78,NA,NA,NA,2.12,3.82
"DEROOS",45412,471,93.42,NA,NA,0,1.7,3.82
"DEPAULO",45412,471,94.69,1.27,NA,NA,1.27,1.91
"DEFINA",45412,471,91.08,NA,NA,0,1.06,7.22
"DECAPRIO",45412,471,95.12,0,NA,NA,1.06,2.76
"DAVIDOVICH",45412,471,93.42,NA,0,NA,NA,5.1
"DAWIT",45412,471,1.06,98.09,NA,0,NA,0
"CRISE",45412,471,94.27,0,NA,0,NA,4.25
"CRYSLER",45412,471,94.9,NA,NA,NA,1.7,2.34
"BURRES",45412,471,75.37,13.8,NA,NA,3.18,6.16
"CAPONI",45412,471,97.66,0,NA,0,NA,1.91
"COMPSTON",45412,471,95.54,NA,1.27,NA,1.27,1.49
"COCCARO",45412,471,93.42,NA,NA,0,1.49,4.46
"COLONE",45412,471,60.93,17.2,NA,NA,1.49,19.96
"GOFFREDO",45412,471,94.69,0,NA,0,NA,4.03
"GANSEN",45412,471,94.48,1.27,1.27,NA,NA,1.7
"FLYGARE",45412,471,94.9,NA,NA,1.06,1.7,1.7
"FOGELSON",45412,471,95.97,NA,1.27,NA,1.06,NA
"FALWELL",45412,471,76.86,13.59,NA,NA,6.16,2.76
"HEINZELMAN",45412,471,97.88,NA,0,0,1.06,NA
"HOWDESHELL",45412,471,92.99,NA,NA,2.76,2.55,NA
"HURRELL",45412,471,89.81,3.4,2.55,NA,2.12,NA
"HUNDERTMARK",45412,471,97.24,NA,0,0,NA,2.12
"MCMICHEN",45412,471,96.82,NA,NA,0,1.27,1.06
"MANAOIS",45412,471,10.62,0,75.37,0,9.13,4.88
"LINDAMAN",45412,471,96.39,NA,NA,0,NA,1.49
"LOTHAMER",45412,471,97.03,0,0,NA,NA,1.91
"KENNEBECK",45412,471,95.75,NA,NA,NA,2.34,1.06
"LEINBERGER",45412,471,88.75,NA,NA,2.55,1.06,7.01
"KRISKO",45412,471,96.82,0,NA,NA,NA,1.49
"KRUSEMARK",45412,471,95.54,NA,NA,NA,1.91,1.91
"KORBER",45412,471,94.69,1.27,NA,NA,1.06,2.55
"PERCIFIELD",45412,471,93.63,NA,NA,1.49,2.76,1.49
"PACIS",45412,471,2.55,0,92.14,0,3.18,2.12
"OWCZARZAK",45412,471,97.03,0,NA,0,NA,1.91
"OUTCALT",45412,471,84.08,7.22,NA,NA,1.06,6.37
"REDIKER",45412,471,96.82,NA,NA,NA,1.06,1.49
"RAMOZ",45412,471,7.43,NA,NA,1.06,0,90.45
"RAIS",45412,471,62.63,1.49,21.87,0,2.34,11.68
"QUINTINO",45412,471,12.74,NA,1.06,0,NA,85.99
"PIZZINO",45412,471,95.54,NA,NA,NA,1.27,1.91
"MIYOSHI",45412,471,9.34,NA,77.71,NA,11.04,1.27
"MUCKLEROY",45412,471,81.95,13.59,NA,NA,1.06,2.76
"MORTER",45412,471,89.6,1.7,1.27,0,1.06,6.37
"NUTALL",45412,471,5.73,86.62,0,0,4.25,3.4
"NASHED",45412,471,94.27,NA,NA,1.27,2.97,NA
"NEIN",45412,471,96.39,0,NA,NA,1.49,1.27
"NARLOCK",45412,471,94.9,0,NA,NA,3.82,NA
"THINNES",45412,471,95.97,NA,NA,0,1.06,2.34
"SULIK",45412,471,98.09,NA,NA,NA,NA,NA
"TEGTMEYER",45412,471,96.18,0,NA,NA,1.06,2.12
"TAVES",45412,471,92.99,NA,1.7,NA,1.27,2.12
"SIVELS",45412,471,6.79,85.35,NA,NA,5.1,2.34
"SKAINS",45412,471,95.12,NA,NA,NA,1.49,2.55
"SPATAFORA",45412,471,95.54,NA,0,NA,1.06,2.55
"RYTHER",45412,471,95.75,NA,0,1.06,NA,2.97
"SALZ",45412,471,92.36,NA,1.91,NA,1.49,3.4
"WESCH",45412,471,95.75,1.7,0,NA,NA,1.49
"WEARS",45412,471,94.9,1.49,NA,NA,1.7,1.49
"WENBERG",45412,471,95.97,NA,1.27,NA,1.06,1.27
"WEABER",45412,471,90.66,4.03,NA,NA,1.7,1.91
"WIRTHLIN",45412,471,95.54,NA,NA,0,1.49,2.12
"WOOLSON",45412,471,94.69,1.06,1.06,0,1.7,1.49
"UHDE",45412,471,91.3,NA,1.49,NA,3.61,3.18
"URUCHIMA",45412,471,3.61,NA,NA,0,0,96.18
"VITTETOE",45412,471,96.18,NA,0,NA,NA,2.76
"VAYDA",45412,471,90.45,NA,2.97,NA,1.49,4.67
"ADEYEMO",45412,471,1.27,95.12,NA,NA,1.7,1.27
"ANDRA",45412,471,78.98,5.1,11.46,NA,NA,3.82
"BELAIRE",45412,471,93.63,1.27,NA,NA,1.91,2.55
"BERGDOLL",45412,471,95.97,NA,1.27,NA,NA,1.49
"BOSSIO",45412,471,78.56,0,NA,NA,1.06,19.32
"BOBACK",45412,471,97.45,0,NA,NA,NA,NA
"BJORN",45412,471,94.06,2.55,NA,NA,1.27,1.49
"ARENSON",45412,471,95.75,NA,1.27,0,NA,2.12
"AZARIAN",45412,471,94.06,NA,NA,0,3.61,1.49
"AXON",45412,471,83.65,9.77,NA,0,NA,5.73
"BACHTELL",45412,471,94.69,NA,0,NA,1.91,3.18
"BEADNELL",45412,471,96.6,0,NA,NA,NA,2.76
"BASTEDO",45495,470,90.64,0,NA,NA,3.83,4.47
"BANAAG",45495,470,4.47,NA,85.32,NA,6.17,3.62
"ARRICK",45495,470,80.85,15.53,1.06,0,1.28,1.28
"ARAGONEZ",45495,470,4.47,NA,NA,0,0,95.11
"BERNICK",45495,470,97.45,NA,NA,0,0,1.28
"ALTIC",45495,470,94.47,0,0,1.28,2.55,1.7
"ADDAMS",45495,470,78.72,14.04,1.49,NA,NA,3.62
"ZYLKA",45495,470,97.87,NA,NA,NA,NA,NA
"TREBILCOCK",45495,470,92.34,1.28,NA,NA,1.28,4.47
"YEAGLE",45495,470,98.94,0,NA,0,NA,NA
"ROTHWEILER",45495,470,96.81,NA,0,0,NA,2.77
"ROSCHER",45495,470,91.7,2.34,NA,NA,2.55,3.19
"SARRAZIN",45495,470,85.32,8.94,NA,NA,1.28,4.04
"SHECKELLS",45495,470,94.26,NA,0,0,NA,4.68
"SGAMBATI",45495,470,92.98,NA,1.49,0,NA,4.89
"SILBERBERG",45495,470,86.17,NA,NA,0,1.49,10.85
"SKUTT",45495,470,95.11,NA,0,2.34,NA,1.7
"TARAN",45495,470,89.36,NA,3.19,0,NA,6.17
"TALIERCIO",45495,470,95.11,NA,NA,NA,NA,3.83
"SULA",45495,470,68.09,6.17,17.66,NA,NA,4.47
"THOMASSEN",45495,470,95.53,NA,NA,1.28,1.49,NA
"NOVAKOWSKI",45495,470,92.98,0,NA,NA,1.7,4.26
"MORGANO",45495,470,92.13,3.19,NA,1.7,2.13,NA
"MORCOM",45495,470,95.53,NA,NA,NA,1.7,1.49
"MORAVEK",45495,470,92.77,NA,1.28,NA,1.49,3.83
"MOLESKY",45495,470,93.83,NA,0,0,NA,5.53
"MOENING",45495,470,99.57,0,NA,0,NA,0
"MILICI",45495,470,95.32,NA,1.28,0,NA,2.34
"RAMLAL",45495,470,8.09,42.13,31.49,1.91,12.55,3.83
"REICHENBERG",45495,470,95.53,0,NA,NA,1.06,2.13
"OTTERNESS",45495,470,95.32,NA,NA,0,1.06,2.77
"PATMON",45495,470,17.02,78.72,NA,NA,3.4,NA
"PFAHL",45495,470,95.53,NA,NA,NA,1.06,1.49
"KOSTOPOULOS",45495,470,95.32,NA,NA,0,NA,3.62
"LANTING",45495,470,86.38,NA,10.85,0,NA,1.91
"KIRSHENBAUM",45495,470,97.66,1.06,0,0,0,1.28
"LORENTE",45495,470,22.98,NA,2.13,NA,1.28,73.19
"MAHFOUZ",45495,470,90,NA,1.7,NA,2.55,4.89
"MAJ",45495,470,90.85,1.28,3.19,NA,NA,3.4
"MCCOWIN",45495,470,38.72,58.3,NA,0,1.91,NA
"MANGAS",45495,470,81.28,NA,NA,2.13,1.91,14.04
"ILLES",45495,470,93.83,NA,NA,NA,NA,3.83
"HITZEMAN",45495,470,94.04,NA,NA,NA,3.4,1.06
"HEIMBERGER",45495,470,93.62,NA,1.28,0,NA,3.83
"HERSON",45495,470,89.79,4.47,NA,0,NA,4.04
"HIGGERSON",45495,470,94.26,1.28,NA,NA,1.28,2.34
"HEN",45495,470,48.3,6.81,36.6,NA,NA,5.32
"GUNIA",45495,470,96.6,NA,NA,0,NA,1.91
"GUGGISBERG",45495,470,96.17,NA,0,0,NA,2.77
"HAGHIGHI",45495,470,81.49,NA,2.34,NA,11.28,4.04
"HANNES",45495,470,91.28,3.19,1.91,NA,NA,2.77
"HANWAY",45495,470,77.87,NA,NA,10.64,2.77,8.3
"HAIK",45495,470,91.49,1.28,NA,NA,1.7,4.04
"HARDISTER",45495,470,75.96,17.87,NA,NA,3.4,2.34
"FAUTEUX",45495,470,95.32,NA,NA,NA,2.77,NA
"FRAZZINI",45495,470,93.62,NA,NA,0,NA,4.89
"GATLIFF",45495,470,92.98,2.55,NA,NA,1.28,2.55
"GASSERT",45495,470,93.19,NA,NA,1.06,1.49,4.04
"GIJON",45495,470,2.13,1.06,NA,0,NA,96.6
"GERSH",45495,470,98.09,NA,NA,0,NA,NA
"GOLEMAN",45495,470,89.36,1.91,NA,NA,3.19,4.26
"GINGLES",45495,470,63.19,30,NA,NA,2.55,2.98
"GRANDCHAMP",45495,470,83.62,2.98,0,7.66,3.83,1.91
"CHURA",45495,470,89.36,NA,1.49,NA,1.06,6.81
"CANTRES",45495,470,2.55,4.68,NA,0,NA,92.34
"CALZADILLAS",45495,470,5.74,NA,NA,0,0,93.62
"DEBLOCK",45495,470,96.38,NA,NA,NA,1.49,1.06
"DEMARTIN",45495,470,92.98,NA,NA,0,1.06,5.74
"DERDEN",45495,470,73.62,21.28,NA,NA,2.55,1.7
"DERLETH",45495,470,98.3,NA,0,0,NA,1.06
"ELLERTSON",45495,470,94.04,NA,NA,NA,2.13,2.98
"DILLAVOU",45495,470,95.96,NA,1.06,NA,1.28,1.28
"DOBIAS",45495,470,94.68,NA,1.28,NA,NA,2.55
"DULLEA",45495,470,95.96,NA,NA,0,1.91,1.06
"DUX",45569,469,92.96,NA,3.62,NA,1.28,1.28
"DESRUISSEAUX",45569,469,58.42,37.95,NA,NA,1.28,1.71
"DELASHMIT",45569,469,97.23,0,0,NA,NA,1.92
"CREELY",45569,469,97.23,NA,NA,0,1.49,NA
"CAMPTON",45569,469,94.67,NA,1.28,NA,1.71,1.07
"BREINHOLT",45569,469,95.52,0,1.07,0,1.49,1.92
"BRENSINGER",45569,469,96.38,NA,NA,0,NA,2.13
"CIVITELLO",45569,469,95.95,NA,0,0,NA,3.62
"CONVILLE",45569,469,94.88,1.07,1.07,NA,NA,1.71
"GOLEMBESKI",45569,469,94.67,0,NA,0,NA,4.05
"GIANOTTI",45569,469,92.11,0,NA,0,NA,6.18
"GAZZOLA",45569,469,91.9,NA,NA,0,1.07,6.4
"GAREAU",45569,469,97.87,0,NA,NA,NA,1.28
"GAVILAN",45569,469,6.61,1.07,4.26,NA,NA,87.42
"FUSSNER",45569,469,98.08,0,NA,0,NA,NA
"FLOOR",45569,469,90.83,NA,1.92,NA,2.35,2.77
"FASIG",45569,469,96.16,NA,0,NA,2.13,1.28
"FELPS",45569,469,90.62,6.82,0,NA,NA,1.71
"HALONEN",45569,469,96.8,NA,NA,NA,1.28,1.28
"HERSKOVITZ",45569,469,97.23,0,NA,0,NA,1.92
"HINGER",45569,469,93.82,1.49,0,NA,NA,4.05
"HIRANI",45569,469,4.26,1.49,88.7,1.92,2.35,1.28
"HEESCH",45569,469,95.52,NA,1.28,NA,1.49,1.07
"HOAGLUND",45569,469,96.16,0,NA,NA,NA,2.13
"HOFFERBER",45569,469,95.1,0,NA,NA,NA,2.99
"HYLE",45569,469,93.39,1.71,NA,1.71,1.71,NA
"JENTZ",45569,469,94.03,NA,1.28,1.28,NA,2.56
"MAUSOLF",45569,469,97.01,0,0,NA,1.92,NA
"MATUL",45569,469,6.61,NA,NA,0,0,92.54
"MAGSINO",45569,469,1.92,0,92.75,0,2.56,2.77
"LUKENBILL",45569,469,95.52,0,NA,1.07,NA,2.35
"LINSTROM",45569,469,95.1,NA,NA,0,1.28,2.99
"LEVINSKY",45569,469,96.38,0,NA,0,NA,2.13
"KARBER",45569,469,94.67,NA,NA,NA,1.28,2.13
"KADOW",45569,469,95.74,NA,NA,NA,1.28,1.92
"LACE",45569,469,86.78,4.05,NA,NA,1.71,5.54
"LEBEDA",45569,469,95.52,NA,NA,NA,1.92,1.28
"LATERZA",45569,469,93.6,NA,NA,NA,NA,4.69
"KOYLE",45569,469,97.23,NA,NA,NA,NA,NA
"PITERA",45569,469,95.95,NA,NA,NA,NA,2.35
"PETKO",45569,469,94.03,NA,NA,NA,1.49,2.77
"PARADEE",45569,469,95.52,NA,NA,0,1.71,1.92
"PAPAGEORGIOU",45569,469,95.1,0,NA,NA,NA,3.62
"PAGUADA",45569,469,3.2,NA,NA,0,0,95.95
"RASKE",45569,469,93.6,0,NA,NA,1.71,3.62
"REELS",45569,469,29.42,48.61,0,9.81,8.74,3.41
"REMSBURG",45569,469,95.95,NA,NA,0,1.71,1.71
"PONDEXTER",45569,469,4.48,92.11,NA,0,2.56,NA
"MONTEL",45569,469,55.65,6.61,NA,NA,1.71,34.75
"MORANDI",45569,469,91.04,NA,NA,0,NA,7.89
"OPIELA",45569,469,94.24,NA,NA,NA,NA,4.05
"NAVAREZ",45569,469,4.26,1.28,5.97,1.07,1.49,85.93
"TEZAK",45569,469,95.31,NA,NA,NA,1.71,1.71
"SURRELL",45569,469,52.03,37.31,0,3.2,4.9,2.56
"SUHRE",45569,469,97.23,NA,NA,0,NA,1.07
"SKIDGEL",45569,469,89.98,0,NA,NA,3.62,5.76
"SIGAFOOS",45569,469,97.65,0,NA,0,NA,NA
"SONTAY",45569,469,2.77,NA,NA,0,NA,96.16
"SPLAIN",45569,469,93.18,NA,NA,1.71,2.35,1.28
"SHAEFER",45569,469,93.6,NA,1.49,1.28,NA,1.92
"SCOTTEN",45569,469,95.52,NA,0,NA,1.92,1.49
"SCHREMP",45569,469,98.29,0,0,0,0,1.71
"SAESEE",45569,469,NA,NA,93.6,0,1.07,4.69
"WILLWERTH",45569,469,96.16,0,1.71,0,1.07,1.07
"WIDER",45569,469,49.47,47.12,NA,NA,NA,2.13
"WERST",45569,469,94.46,NA,NA,NA,2.13,1.92
"TUCKETT",45569,469,77.19,15.78,0,0,2.13,4.9
"VANDENBOOM",45569,469,97.23,0,NA,NA,NA,1.71
"VANENGEN",45569,469,97.01,NA,NA,NA,NA,1.28
"VENNING",45569,469,38.17,60.34,NA,0,NA,NA
"ZELEKE",45569,469,1.92,95.74,NA,0,1.71,NA
"ZEISS",45569,469,94.03,NA,NA,NA,1.49,3.62
"ZWAHLEN",45569,469,95.74,NA,NA,NA,NA,1.49
"AABERG",45569,469,95.1,0,NA,NA,2.56,1.28
"ABDULKARIM",45569,469,48.61,36.25,5.33,NA,5.54,NA
"ALBERTSEN",45569,469,96.38,0,0,NA,2.13,NA
"ANTHIS",45569,469,94.24,1.07,NA,NA,NA,2.56
"BINK",45569,469,97.44,NA,NA,0,1.07,1.07
"BERENGUER",45569,469,21.54,1.49,5.33,0,1.92,69.72
"BEAVIN",45569,469,97.01,NA,NA,NA,NA,1.28
"BEENKEN",45569,469,94.88,NA,NA,1.71,1.28,1.71
"BRAGANZA",45569,469,7.46,NA,80.6,NA,4.69,6.82
"BANWART",45569,469,95.52,NA,1.92,0,NA,1.71
"BAUNE",45569,469,96.38,0,0,NA,NA,2.35
"BATHGATE",45653,468,97.65,NA,NA,0,NA,NA
"BASGALL",45653,468,97.01,0,1.07,NA,NA,1.28
"APOLLON",45653,468,5.56,92.52,NA,0,1.28,NA
"AYTES",45653,468,87.82,7.91,NA,NA,2.14,1.5
"ATIYEH",45653,468,92.31,0,NA,NA,1.92,4.7
"BRANDA",45653,468,88.89,2.35,NA,NA,1.5,5.98
"BONSELL",45653,468,81.62,4.06,NA,NA,2.35,10.68
"BOCHNER",45653,468,97.44,NA,NA,0,1.5,NA
"BISCHEL",45653,468,97.65,NA,NA,0,NA,1.28
"BIRKEY",45653,468,98.93,NA,0,NA,NA,NA
"ALEJANDREZ",45653,468,1.28,0,0,NA,NA,98.29
"YOUKER",45653,468,92.09,NA,NA,2.56,2.99,1.71
"VANDEVOORT",45653,468,97.86,0,NA,0,1.28,NA
"TRUCKS",45653,468,92.52,NA,NA,NA,1.71,4.06
"WINSKI",45653,468,96.79,NA,0,1.5,1.07,NA
"RUMNEY",45653,468,93.8,NA,1.92,NA,2.35,1.07
"SCHAKE",45653,468,96.58,NA,1.5,0,1.28,NA
"SCATENA",45653,468,97.01,NA,0,0,NA,2.78
"SHACKETT",45653,468,93.59,NA,1.07,NA,1.71,2.14
"SHERRIFF",45653,468,84.83,8.55,2.14,NA,2.35,NA
"STANBRO",45653,468,93.16,NA,NA,1.92,3.63,1.07
"STECKMAN",45653,468,95.73,0,NA,NA,NA,2.99
"SIEBEL",45653,468,96.37,NA,0,NA,2.14,1.07
"SINDONI",45653,468,94.44,0,NA,0,NA,4.49
"SIELSKI",45653,468,92.95,0,NA,0,NA,6.41
"TALENT",45653,468,86.54,6.41,NA,NA,1.5,4.91
"NEUBURGER",45653,468,95.51,0,NA,NA,1.07,2.14
"NEWGARD",45653,468,93.8,0,1.07,0,3.85,1.28
"NEUZIL",45653,468,95.73,0,NA,NA,1.28,2.35
"MIDENCE",45653,468,8.97,0,0,0,1.28,89.74
"PRONOVOST",45653,468,94.66,NA,1.28,NA,1.92,1.5
"RASNIC",45653,468,95.3,0,NA,NA,1.71,2.14
"RAMCHANDANI",45653,468,3.85,1.71,87.61,0,4.49,2.35
"RACKLIFF",45653,468,88.68,0,1.5,6.41,1.71,1.71
"OTERI",45653,468,91.67,4.27,NA,NA,NA,3.21
"OSTOS",45653,468,7.05,NA,NA,NA,0,92.31
"KOTEK",45653,468,97.22,NA,NA,0,1.28,1.28
"LAUGHRIDGE",45653,468,92.31,0,NA,NA,3.63,3.21
"KYES",45653,468,91.45,1.28,NA,NA,1.07,4.49
"JUUL",45653,468,90.81,NA,NA,NA,3.21,3.63
"KALLHOFF",45653,468,98.29,NA,0,NA,NA,NA
"JUDA",45653,468,83.33,NA,12.39,NA,1.07,2.14
"KEARSLEY",45653,468,85.68,4.7,NA,NA,6.41,2.78
"KEITEL",45653,468,95.73,1.07,1.07,0,1.07,1.07
"KETCH",45653,468,91.24,2.14,2.35,NA,NA,1.71
"LOGE",45653,468,95.73,NA,NA,0,NA,2.78
"LOVECCHIO",45653,468,94.44,NA,1.28,0,NA,3.85
"LOZEAU",45653,468,80.56,NA,NA,12.39,5.34,NA
"MACDOUGAL",45653,468,94.44,2.99,NA,0,NA,1.5
"MATSEN",45653,468,91.88,1.28,NA,NA,2.56,3.85
"MARTINKA",45653,468,95.3,1.28,0,0,1.07,2.35
"MANIATIS",45653,468,96.37,NA,NA,0,1.5,1.28
"MCELHONE",45653,468,98.29,NA,NA,0,NA,NA
"MEDINGER",45653,468,95.3,1.71,NA,NA,1.5,1.07
"MEINDL",45653,468,92.31,NA,NA,0,2.99,3.85
"HORKY",45653,468,94.23,NA,NA,0,NA,4.49
"HERBISON",45653,468,89.74,4.91,NA,NA,1.92,2.78
"HARDGE",45653,468,1.28,92.09,NA,NA,4.49,1.92
"HARDIGREE",45653,468,97.65,NA,NA,0,1.07,NA
"GUINTHER",45653,468,96.15,NA,NA,0,1.92,1.07
"GRUENER",45653,468,94.66,0,NA,NA,NA,3.85
"GUERREO",45653,468,5.34,NA,1.71,NA,NA,91.24
"FEGGINS",45653,468,1.92,93.16,0,0,1.92,2.99
"FETSKO",45653,468,98.29,0,NA,0,NA,NA
"ESTEVA",45653,468,5.98,NA,8.55,NA,NA,83.55
"FLEEGLE",45653,468,97.44,NA,NA,0,1.07,1.07
"FRAIM",45653,468,91.03,1.07,NA,NA,3.63,3.21
"FRYLING",45653,468,95.3,NA,1.92,0,1.28,NA
"FREIERMUTH",45653,468,97.86,0,NA,0,NA,NA
"GAVIA",45653,468,7.05,1.92,5.56,NA,NA,84.62
"GAYOSSO",45653,468,1.5,0,NA,NA,0,97.22
"GORGAS",45653,468,83.33,NA,NA,NA,2.78,12.39
"COOPRIDER",45653,468,96.58,NA,NA,NA,NA,1.5
"COMPIAN",45653,468,6.2,NA,NA,0,NA,92.74
"COMBER",45653,468,87.18,6.2,NA,NA,1.71,4.27
"CARIDI",45653,468,92.95,0,NA,0,NA,6.41
"CARRIO",45653,468,29.7,NA,0,1.92,NA,67.52
"CASHMORE",45653,468,94.87,NA,NA,NA,1.71,1.71
"CARPENITO",45653,468,95.3,NA,NA,1.07,1.28,1.71
"CRANKSHAW",45653,468,98.29,0,NA,NA,NA,1.07
"CROWDEN",45653,468,83.12,13.68,NA,NA,NA,2.14
"CRUZRODRIGUEZ",45653,468,1.92,0,NA,0,NA,97.44
"CSASZAR",45653,468,93.8,NA,NA,NA,2.35,2.78
"DEBUHR",45653,468,96.79,NA,1.07,0,1.92,NA
"DELGIORNO",45653,468,92.74,NA,NA,0,1.92,4.27
"DZIK",45653,468,98.93,0,NA,0,NA,NA
"DUDZIAK",45653,468,95.51,0,NA,NA,NA,3.42
"DORER",45740,467,94.65,1.71,NA,NA,1.5,1.07
"DILS",45740,467,95.72,NA,NA,0,NA,1.71
"DOMAGALSKI",45740,467,93.79,0,NA,NA,NA,5.14
"ENERSON",45740,467,94.65,NA,1.07,1.5,1.93,NA
"DEJAYNES",45740,467,97.86,NA,0,NA,1.07,NA
"DELCARLO",45740,467,90.58,NA,1.07,NA,3,4.71
"DEFEE",45740,467,94.65,NA,NA,NA,1.28,2.36
"CRILL",45740,467,92.51,NA,NA,NA,3,3.21
"CARBARY",45740,467,93.36,NA,NA,NA,NA,4.07
"CHESHER",45740,467,94,NA,NA,0,2.14,3.64
"GRAUMANN",45740,467,95.93,NA,1.07,NA,NA,1.71
"GLOMB",45740,467,95.93,NA,1.5,0,NA,1.93
"GLADD",45740,467,86.94,1.71,0,5.78,4.07,1.5
"GERBIG",45740,467,95.29,0,1.5,NA,NA,1.71
"GHAZARYAN",45740,467,95.29,0,NA,0,4.28,NA
"FRAYNE",45740,467,91.22,NA,1.28,NA,2.14,4.28
"EUN",45740,467,1.93,NA,96.57,0,NA,NA
"GRONOWSKI",45740,467,97.22,0,NA,NA,NA,1.5
"HAINER",45740,467,95.93,NA,NA,NA,NA,1.71
"HILKE",45740,467,94.86,NA,1.28,NA,1.5,1.5
"HELDENBRAND",45740,467,95.93,NA,NA,NA,NA,1.93
"JAKUPOVIC",45740,467,98.93,0,0,0,NA,NA
"MCGRAIN",45740,467,94.65,NA,1.28,NA,2.36,1.5
"MASSONI",45740,467,92.08,NA,NA,0,NA,6.42
"MAJESKE",45740,467,98.72,NA,0,0,NA,NA
"LOPEZRIVERA",45740,467,1.93,NA,NA,0,0,97.86
"LINENBERGER",45740,467,94.22,0,NA,NA,NA,4.07
"KEYSOR",45740,467,95.72,NA,1.07,NA,1.93,NA
"KIMBLEY",45740,467,85.44,7.49,NA,NA,2.36,2.78
"LEISTNER",45740,467,94.65,NA,1.93,NA,1.93,NA
"KOPRIVA",45740,467,98.29,NA,NA,0,NA,NA
"KUHNER",45740,467,95.07,NA,2.36,0,NA,1.71
"PHILIPSON",45740,467,94.43,NA,NA,0,1.07,3.43
"PIGNATELLI",45740,467,93.79,NA,NA,0,NA,5.14
"RENALDO",45740,467,81.37,5.78,NA,1.5,NA,9.64
"RENSING",45740,467,98.07,NA,0,NA,0,1.07
"POLIMENI",45740,467,96.15,NA,NA,0,NA,2.36
"MILZ",45740,467,94,NA,1.07,0,NA,4.5
"MUGFORD",45740,467,94.65,1.93,NA,NA,1.71,1.28
"MULLINEAUX",45740,467,96.57,NA,NA,NA,1.07,1.28
"NEUVILLE",45740,467,95.93,1.71,NA,NA,NA,NA
"SIEGMANN",45740,467,94.43,0,1.5,1.07,1.07,1.93
"SMETHURST",45740,467,96.57,NA,NA,0,1.28,1.28
"STEFFLER",45740,467,91.65,NA,NA,NA,2.36,4.5
"SPIELER",45740,467,95.07,0,NA,NA,1.28,2.78
"SOROKIN",45740,467,97.86,NA,NA,0,1.07,NA
"SCHIRM",45740,467,97,0,NA,NA,1.28,1.07
"REPPUCCI",45740,467,98.07,NA,NA,0,NA,NA
"WITTENMYER",45740,467,97.43,NA,0,1.07,NA,NA
"YEAKLE",45740,467,97.86,NA,0,0,NA,1.28
"WELBY",45740,467,92.51,NA,NA,NA,NA,4.28
"URAN",45740,467,69.59,NA,NA,4.28,4.28,18.63
"ALTENHOFEN",45740,467,97.43,NA,NA,0,1.07,1.07
