"cand_name","ordering","axes","area"
"STEEL, MICHELLE",28,"indiv_contrib party_contrib pac_contrib trans_from_auth other self_funding",0.051787
"STEEL, MICHELLE",29,"indiv_contrib party_contrib pac_contrib other self_funding trans_from_auth",0.0498422
"STEEL, MICHELLE",30,"indiv_contrib party_contrib pac_contrib other trans_from_auth self_funding",0.0514411
"STEEL, MICHELLE",31,"indiv_contrib party_contrib self_funding pac_contrib trans_from_auth other",0.0354287
"STEEL, MICHELLE",32,"indiv_contrib party_contrib self_funding pac_contrib other trans_from_auth",0.0508628
"STEEL, MICHELLE",33,"indiv_contrib party_contrib self_funding trans_from_auth pac_contrib other",0.0344819
"STEEL, MICHELLE",34,"indiv_contrib party_contrib self_funding other pac_contrib trans_from_auth",0.0502618
"STEEL, MICHELLE",35,"indiv_contrib party_contrib trans_from_auth pac_contrib self_funding other",0.0355445
"STEEL, MICHELLE",36,"indiv_contrib party_contrib trans_from_auth pac_contrib other self_funding",0.0519765
"STEEL, MICHELLE",37,"indiv_contrib party_contrib trans_from_auth self_funding pac_contrib other",0.0351986
"STEEL, MICHELLE",38,"indiv_contrib party_contrib trans_from_auth other pac_contrib self_funding",0.0525774
"STEEL, MICHELLE",39,"indiv_contrib party_contrib other pac_contrib self_funding trans_from_auth",0.0617168
"STEEL, MICHELLE",40,"indiv_contrib party_contrib other pac_contrib trans_from_auth self_funding",0.0627147
"STEEL, MICHELLE",41,"indiv_contrib party_contrib other self_funding pac_contrib trans_from_auth",0.0620627
"STEEL, MICHELLE",42,"indiv_contrib party_contrib other trans_from_auth pac_contrib self_funding",0.0636616
"STEEL, MICHELLE",43,"indiv_contrib self_funding pac_contrib party_contrib trans_from_auth other",0.0558653
"STEEL, MICHELLE",44,"indiv_contrib self_funding pac_contrib party_contrib other trans_from_auth",0.0823836
"STEEL, MICHELLE",45,"indiv_contrib self_funding pac_contrib trans_from_auth party_contrib other",0.067139
"STEEL, MICHELLE",46,"indiv_contrib self_funding pac_contrib other party_contrib trans_from_auth",0.082573
"STEEL, MICHELLE",47,"indiv_contrib self_funding party_contrib pac_contrib trans_from_auth other",0.0551486
"STEEL, MICHELLE",48,"indiv_contrib self_funding party_contrib pac_contrib other trans_from_auth",0.0705827
"STEEL, MICHELLE",49,"indiv_contrib self_funding party_contrib trans_from_auth pac_contrib other",0.0553381
"STEEL, MICHELLE",50,"indiv_contrib self_funding party_contrib other pac_contrib trans_from_auth",0.0818563
"STEEL, MICHELLE",51,"indiv_contrib self_funding trans_from_auth pac_contrib party_contrib other",0.0660027
"STEEL, MICHELLE",52,"indiv_contrib self_funding trans_from_auth party_contrib pac_contrib other",0.0549185
"STEEL, MICHELLE",53,"indiv_contrib self_funding other pac_contrib party_contrib trans_from_auth",0.0706985
"STEEL, MICHELLE",54,"indiv_contrib self_funding other party_contrib pac_contrib trans_from_auth",0.0817826
"STEEL, MICHELLE",55,"indiv_contrib trans_from_auth pac_contrib party_contrib self_funding other",0.0535498
"STEEL, MICHELLE",56,"indiv_contrib trans_from_auth pac_contrib self_funding party_contrib other",0.0654243
"STEEL, MICHELLE",57,"indiv_contrib trans_from_auth party_contrib pac_contrib self_funding other",0.0542665
"STEEL, MICHELLE",58,"indiv_contrib trans_from_auth party_contrib self_funding pac_contrib other",0.0543402
"STEEL, MICHELLE",59,"indiv_contrib trans_from_auth self_funding pac_contrib party_contrib other",0.0650047
"STEEL, MICHELLE",60,"indiv_contrib trans_from_auth self_funding party_contrib pac_contrib other",0.0532039
