"first","last","state","district","senate","party_raw","party","party_side","faction_code","incumbent","open_seat","contested","prim_result","prim_share","experience","female","immigration","the Affordable Care Act","Benghazi","taxes","the minimum wage","gun control","abortion","climate change","the NSA","same-sex marriage","the debt and deficit","the Keystone pipeline","regulation","defense spending","silent_on"
"Donald","May","TX","19",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",23.6,FALSE,FALSE,2,2,2,4,4,4,4,2,4,4,2,4,2,4,8
"Chris","Winn","TX","19",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",12.1,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Neal","Marchbanks","TX","19",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,FALSE,FALSE,1,3,4,1,4,4,1,4,4,4,4,4,4,4,10
"Randy","Neugebauer","TX","19",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",64.4,TRUE,FALSE,2,2,4,2,4,2,2,4,4,2,2,1,2,4,5
"Ted","Poe","TX","2",FALSE,"R","R","Republican",22,TRUE,0,FALSE,"won",100,FALSE,FALSE,3,2,2,3,4,4,4,4,2,4,2,1,2,3,5
"Niko","Letsos","TX","2",FALSE,"D","D","Democrat",66,FALSE,0,FALSE,"won",100,FALSE,FALSE,1,4,4,3,4,1,1,1,4,1,4,4,3,1,6
"Joaquin","Castro","TX","20",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,3,4,4,4,4,4,4,3,4,4,4,10
"Lamar","Smith","TX","21",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",60.4,TRUE,FALSE,2,2,4,2,2,4,4,2,3,4,2,1,2,4,5
"Michael J.","Smith","TX","21",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",5.7,FALSE,FALSE,4,2,4,3,4,2,2,2,4,4,2,4,4,1,7
"Matt","McCall","TX","21",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",33.9,FALSE,FALSE,4,2,4,3,4,2,2,2,4,4,2,4,2,3,6
"Mark","Gibson","TX","22",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",46.8,FALSE,FALSE,4,3,4,1,1,4,4,4,4,4,4,4,4,1,10
"Frank","Briscoe","TX","22",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"won",53.2,FALSE,FALSE,4,4,4,4,4,4,4,1,4,4,4,4,4,4,13
"Pete","Olson","TX","22",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,FALSE,FALSE,2,2,4,2,4,2,2,4,1,2,2,1,2,4,4
"Robert","Lowry","TX","23",FALSE,"R","R","Republican",55,FALSE,0,TRUE,"lost",18.7,FALSE,FALSE,4,2,4,3,4,2,2,2,4,4,2,4,2,4,7
"Will","Hurd","TX","23",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"runoff",41,FALSE,FALSE,2,4,4,2,4,2,4,4,4,4,2,4,2,4,9
"Pete","Gallego","TX","23",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,3,4,1,4,4,4,4,4,4,3,1,3,4,8
"Francisco","Canseco","TX","23",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"runoff",40.3,TRUE,FALSE,1,2,4,2,4,4,4,2,4,4,2,1,2,3,6
"Kenny","Marchant","TX","24",FALSE,"R","R","Republican",22,TRUE,0,FALSE,"won",100,FALSE,FALSE,2,2,2,2,4,2,2,4,2,2,2,1,2,4,3
"Patrick","McGehearty","TX","24",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,FALSE,FALSE,1,4,4,1,1,4,1,4,4,1,4,4,4,4,9
"Marco","Montoya","TX","25",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",75,FALSE,FALSE,1,1,4,4,4,4,4,4,4,1,4,4,4,4,11
"Roger","Williams","TX","25",FALSE,"R","R","Republican",22,TRUE,0,FALSE,"won",100,FALSE,FALSE,2,2,2,3,4,2,2,2,4,2,2,4,2,2,3
"Stuart","Gourd","TX","25",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",25,FALSE,FALSE,1,3,4,1,1,4,1,4,2,1,4,4,4,4,7
"Divenchy","Watrous","TX","26",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",1.7,FALSE,FALSE,4,2,2,2,4,2,4,4,4,4,2,4,4,4,9
"Joel","Krause","TX","26",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",15.7,FALSE,FALSE,2,2,4,3,4,2,2,4,4,4,2,4,2,1,6
"Michael","Burgess","TX","26",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",82.6,TRUE,FALSE,2,2,4,2,4,4,4,2,4,4,2,4,2,2,7
"Blake","Farenthold","TX","27",FALSE,"R","R","Republican",22,TRUE,0,FALSE,"won",100,FALSE,FALSE,2,2,4,2,4,2,4,2,4,4,2,1,2,4,6
"Wesley","Reed","TX","27",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,FALSE,FALSE,1,3,4,1,1,4,4,1,4,4,4,4,3,3,7
"Henry","Cuellar","TX","28",FALSE,"D","D","Democrat",88,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,3,1,3,4,1,4,4,3,1,3,4,5
"Gene","Greene","TX","29",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,3,1,4,4,3,3,4,3,1,3,4,5
"Cami","Dean","TX","3",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"lost",6.3,TRUE,TRUE,4,4,4,2,4,2,4,4,4,4,2,4,2,4,10
"Sam","Johnson","TX","3",FALSE,"R","R","Republican",44,TRUE,0,TRUE,"won",80.5,TRUE,FALSE,2,2,4,2,4,2,2,2,4,2,2,4,2,2,4
"Harry","Pierce","TX","3",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",7.8,FALSE,FALSE,2,4,4,3,4,2,2,3,4,4,2,4,2,4,7
"Josh","Loveless","TX","3",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",5.4,FALSE,FALSE,4,2,4,3,4,2,2,4,2,4,2,1,2,4,6
"Barbara M.","Caraway","TX","30",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",30.1,TRUE,TRUE,1,1,3,1,1,4,1,4,4,4,4,4,4,4,8
"Eddie Bernice","Johnson","TX","30",FALSE,"D","D","Democrat",66,TRUE,0,TRUE,"won",69.9,TRUE,TRUE,1,1,3,4,4,1,1,1,4,1,4,4,4,4,7
"John","Carter","TX","31",FALSE,"R","R","Republican",22,TRUE,0,FALSE,"won",100,FALSE,FALSE,2,2,4,2,4,2,2,4,4,4,2,4,2,4,7
"Louie","Minor","TX","31",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,FALSE,FALSE,1,1,4,4,1,4,1,1,4,1,4,4,4,4,8
"Katrina","Pierson","TX","32",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",36.4,FALSE,TRUE,2,2,4,2,4,2,2,2,4,4,2,1,2,4,5
"Pete","Sessions","TX","32",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",63.6,TRUE,FALSE,3,2,4,2,4,2,4,2,4,4,2,1,2,3,5
"Frank","Perez","TX","32",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Tom","Sanchez","TX","33",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",26.5,FALSE,FALSE,1,3,4,1,4,4,4,4,4,4,4,4,4,4,11
"Marc","Veasey","TX","33",FALSE,"D","D","Democrat",100,TRUE,0,TRUE,"won",73.5,TRUE,FALSE,1,1,4,4,1,4,1,1,4,1,4,4,4,3,7
"Filemon","Vela","TX","34",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,4,4,4,4,4,4,4,4,4,4,4,4,4,13
"Larry","Smith","TX","34",FALSE,"R","R","Republican",44,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,2,4,4,4,4,2,4,4,4,4,4,2,4,11
"Lloyd","Doggett","TX","35",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,3,4,1,4,4,1,1,4,4,3,4,4,4,8
"Susan","Narvaiz","TX","35",FALSE,"R","R","Republican",44,FALSE,0,FALSE,"won",100,TRUE,TRUE,3,2,4,3,4,4,2,4,4,4,4,4,4,4,10
"John","Manlove","TX","36",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"lost",6.9,FALSE,FALSE,2,2,4,3,4,2,2,4,4,2,2,4,2,4,6
"Doug","Centilli","TX","36",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"lost",6.8,FALSE,FALSE,4,2,4,3,4,2,2,4,4,2,2,4,2,4,7
"Brian","Babin","TX","36",FALSE,"R","R","Republican",22,FALSE,1,TRUE,"runoff",33.4,FALSE,FALSE,2,2,4,2,4,2,2,4,4,4,2,4,2,3,6
"Phil","Fitzgerald","TX","36",FALSE,"R","R","Republican",100,FALSE,1,TRUE,"lost",6.6,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Patricia","Kasprzak","TX","36",FALSE,"R","R","Republican",22,FALSE,1,TRUE,"lost",2.2,FALSE,TRUE,1,2,4,2,4,4,4,2,4,4,4,1,2,4,8
"Kim","Morrell","TX","36",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"lost",2.8,FALSE,FALSE,3,4,4,2,4,2,2,4,2,2,2,1,2,3,4
"Dave","Norman","TX","36",FALSE,"R","R","Republican",22,FALSE,1,TRUE,"lost",4.5,TRUE,FALSE,2,4,4,2,4,2,4,4,4,4,2,1,2,4,8
"Michael","Cole","TX","36",FALSE,"D","D","Democrat",77,FALSE,1,FALSE,"won",100,FALSE,FALSE,1,4,4,1,1,4,1,4,4,4,4,4,4,4,10
"Ben","Streusand","TX","36",FALSE,"R","R","Republican",22,FALSE,1,TRUE,"runoff",23.3,FALSE,FALSE,4,2,4,4,4,2,2,4,4,4,4,4,4,4,11
"John","Amdur","TX","36",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"lost",2.9,TRUE,FALSE,2,2,4,4,4,4,4,4,4,4,2,4,2,3,9
"Jim","Engstrand","TX","36",FALSE,"R","R","Republican",22,FALSE,1,TRUE,"lost",2.5,FALSE,FALSE,2,4,4,2,4,4,2,2,4,2,2,1,2,2,5
"Chuck","Meyer","TX","36",FALSE,"R","R","Republican",22,FALSE,1,TRUE,"lost",3.1,FALSE,FALSE,4,4,4,3,4,2,4,4,2,4,2,4,2,4,9
"Robin","Riley","TX","36",FALSE,"R","R","Republican",22,FALSE,1,TRUE,"lost",5.1,TRUE,FALSE,2,2,2,2,4,2,2,2,4,2,4,1,2,4,4
"Ralph","Hall","TX","4",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"runoff",45.4,TRUE,FALSE,3,2,4,3,4,2,2,2,4,2,2,1,2,4,4
"John","Stacy","TX","4",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",4.3,TRUE,FALSE,2,2,4,3,4,2,2,2,2,4,2,4,2,4,5
"Brent","Lawson","TX","4",FALSE,"R","R","Republican",55,FALSE,0,TRUE,"lost",3.5,FALSE,FALSE,2,4,4,3,4,2,2,4,4,4,2,4,2,4,8
"Tony","Arterburn Jr.","TX","4",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",1.9,FALSE,FALSE,2,4,4,3,4,2,2,4,4,2,4,4,2,4,8
"John","Ratcliffe","TX","4",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"runoff",28.8,FALSE,FALSE,2,2,4,2,4,2,2,2,4,4,2,1,4,4,6
"Lou","Giliotti","TX","4",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",16.1,FALSE,FALSE,2,2,4,2,4,2,2,2,4,4,2,4,2,4,6
"Jeb","Hensarling","TX","5",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,FALSE,FALSE,3,2,2,2,4,2,2,4,4,2,2,1,2,4,4
"Joe","Barton","TX","6",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",72.7,TRUE,FALSE,4,2,4,2,4,2,4,2,4,4,2,4,2,4,8
"Frank","Kuchar","TX","6",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",27.3,FALSE,FALSE,2,4,4,3,4,2,2,3,4,4,2,4,2,4,7
"David E.","Cozad","TX","6",FALSE,"D","D","Democrat",66,FALSE,0,FALSE,"won",100,FALSE,FALSE,1,3,4,4,4,4,4,1,4,4,4,4,4,4,11
"John","Culberson","TX","7",FALSE,"R","R","Republican",22,TRUE,0,FALSE,"won",100,FALSE,FALSE,2,2,2,2,4,2,4,4,4,4,2,1,2,2,5
"James","Cargas","TX","7",FALSE,"D","D","Democrat",100,FALSE,0,TRUE,"won",62.2,FALSE,FALSE,1,1,4,1,4,4,4,1,4,4,1,4,4,4,9
"Lissa","Squiers","TX","7",FALSE,"D","D","Democrat",66,FALSE,0,TRUE,"lost",37.8,FALSE,TRUE,1,1,4,4,1,1,1,1,4,1,4,4,4,4,7
"Kevin","Brady","TX","8",FALSE,"R","R","Republican",44,TRUE,0,TRUE,"won",68,TRUE,FALSE,4,2,4,2,4,2,2,4,4,4,4,4,2,4,9
"Craig","McMichael","TX","8",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"lost",32,FALSE,FALSE,2,4,4,2,4,2,2,4,2,4,3,4,2,4,7
"Al","Green","TX","9",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,1,1,1,1,4,4,4,4,4,4,4,4,8
"Maxey M.","Scherr","TX","SEN",TRUE,"D","D","Democrat",77,FALSE,NA,TRUE,"lost",17.7,FALSE,TRUE,1,4,4,4,1,4,1,4,4,1,2,4,4,4,9
"Harry","Kim","TX","SEN",TRUE,"D","D","Democrat",100,FALSE,NA,TRUE,"lost",8.9,FALSE,FALSE,1,4,4,1,1,4,1,4,4,1,1,4,4,4,8
"Chris","Mapp","TX","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",1.8,FALSE,FALSE,2,2,2,2,2,2,4,4,4,4,2,1,2,2,4
"Steve","Stockman","TX","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",19.1,TRUE,FALSE,2,2,2,2,4,2,2,2,4,2,2,1,2,2,2
"Michael","Fjetland","TX","SEN",TRUE,"D","D","Democrat",88,FALSE,NA,TRUE,"lost",4.6,FALSE,FALSE,1,1,3,1,1,1,1,1,2,1,4,2,4,1,2
"Dwayne","Stovall","TX","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",10.7,FALSE,FALSE,2,2,4,2,4,2,3,4,2,3,2,4,2,4,5
"Linda","Vega","TX","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",3.8,FALSE,TRUE,3,2,4,2,4,2,2,4,4,3,4,4,2,4,7
"David M.","Alameel","TX","SEN",TRUE,"D","D","Democrat",77,FALSE,NA,TRUE,"runoff",47.1,FALSE,FALSE,1,1,4,1,1,4,1,4,3,1,1,4,1,1,4
"Curt","Cleaver","TX","SEN",TRUE,"R","R","Republican",33,FALSE,NA,TRUE,"lost",0.9,FALSE,FALSE,3,2,4,2,4,2,2,4,4,4,2,4,2,3,6
"Reid","Reasor","TX","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",1.6,FALSE,FALSE,2,2,4,2,4,2,2,2,2,4,2,4,2,4,5
"John","Cornyn","TX","SEN",TRUE,"R","R","Republican",44,TRUE,NA,TRUE,"won",59.4,TRUE,FALSE,3,2,2,2,2,2,2,2,4,2,2,1,2,2,1
"Ken","Cope","TX","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",2.6,FALSE,FALSE,3,2,4,3,4,2,2,4,4,4,2,1,2,4,6
"Kesha","Rogers","TX","SEN",TRUE,"D","D","Democrat",100,FALSE,NA,TRUE,"runoff",21.6,FALSE,TRUE,4,2,2,4,4,4,2,2,2,4,4,4,4,4,9
"Rob","Bishop","UT","1",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",100,TRUE,FALSE,2,2,2,2,4,2,2,2,4,2,2,1,4,2,3
"Donna","McAleer","UT","1",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",100,FALSE,TRUE,1,3,4,4,4,4,4,1,2,1,2,4,4,4,8
"Peter","Clemens","UT","1",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",NA,FALSE,FALSE,1,3,4,4,4,4,4,4,2,4,3,4,4,4,10
"David","Chiu","UT","1",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",NA,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Larry","Meyers","UT","2",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",NA,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Vaughn","Hatton","UT","2",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",NA,FALSE,FALSE,3,2,4,4,4,4,4,3,2,4,2,4,4,2,8
"Zachary","Hartman","UT","2",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"lost",NA,FALSE,FALSE,1,3,4,3,4,4,2,4,4,1,2,4,4,4,8
"Luz","Robles","UT","2",FALSE,"D","D","Democrat",77,FALSE,0,FALSE,"won",100,TRUE,TRUE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Chris","Stewart","UT","2",FALSE,"R","R","Republican",44,TRUE,0,TRUE,"won",100,TRUE,FALSE,3,2,4,2,4,2,4,2,2,2,2,1,4,2,4
"Mark","Hedengren","UT","3",FALSE,"R","R","Republican",100,FALSE,0,TRUE,"lost",NA,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Robert","Stevens","UT","3",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",NA,FALSE,FALSE,2,2,4,3,4,2,2,4,4,3,4,4,4,4,8
"Jason","Chaffetz","UT","3",FALSE,"R","R","Republican",22,TRUE,0,TRUE,"won",100,TRUE,FALSE,2,2,2,2,4,2,2,3,4,3,2,4,2,2,3
"Brian","Wonnacott","UT","3",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",100,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Doug","Owens","UT","4",FALSE,"D","D","Democrat",77,FALSE,1,TRUE,"won",100,FALSE,FALSE,3,3,4,4,4,4,4,4,4,4,2,4,2,4,10
"Mia","Love","UT","4",FALSE,"R","R","Republican",44,FALSE,1,TRUE,"won",100,TRUE,TRUE,3,3,4,2,4,2,4,4,4,4,2,1,2,4,7
"Bill","Peterson","UT","4",FALSE,"D","D","Democrat",100,FALSE,1,TRUE,"lost",NA,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Bob","Fuehr","UT","4",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"lost",NA,FALSE,FALSE,3,2,4,3,4,2,4,4,2,3,2,4,2,2,5
"Rob","Wittman","VA","1",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"won",76.2,TRUE,FALSE,2,2,2,2,4,2,4,3,2,1,2,1,2,2,2
"Anthony","Riedel","VA","1",FALSE,"R","R","Republican",55,FALSE,0,TRUE,"lost",23.8,FALSE,FALSE,2,4,4,3,4,2,2,4,2,3,2,4,2,4,6
"Marc","Savitt","VA","10",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"lost",NA,FALSE,FALSE,4,2,4,4,4,4,4,4,4,4,2,4,2,2,10
"John","Foust","VA","10",FALSE,"D","D","Democrat",77,FALSE,1,FALSE,"won",NA,TRUE,FALSE,1,1,4,4,4,1,1,4,4,1,2,4,4,4,8
"Rob","Wasinger","VA","10",FALSE,"R","R","Republican",100,FALSE,1,TRUE,"lost",NA,FALSE,FALSE,2,2,4,3,4,2,2,4,4,4,4,4,4,4,9
"Barbara","Comstock","VA","10",FALSE,"R","R","Republican",22,FALSE,1,TRUE,"won",NA,TRUE,TRUE,2,2,4,2,4,2,2,4,4,4,2,1,2,4,6
"Stephen","Hollingshead","VA","10",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"lost",NA,FALSE,FALSE,3,2,4,3,4,2,2,4,2,1,2,4,2,4,5
"Bob","Marshall","VA","10",FALSE,"R","R","Republican",22,FALSE,1,TRUE,"lost",NA,TRUE,FALSE,2,2,4,2,4,2,2,2,2,2,2,4,2,4,4
"Howie","Lind","VA","10",FALSE,"R","R","Republican",22,FALSE,1,TRUE,"lost",NA,FALSE,FALSE,2,2,2,3,4,2,4,4,2,4,2,4,4,2,6
"Gerald","Geddes","VA","11",FALSE,"R","R","Republican",11,FALSE,0,TRUE,"lost",NA,FALSE,FALSE,4,4,4,3,4,4,4,4,4,4,4,4,2,4,12
"Mike","Litzelman","VA","11",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",NA,FALSE,FALSE,4,2,2,2,4,4,4,2,2,4,4,4,2,4,8
"Suzanne","Scholte","VA","11",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"won",NA,FALSE,TRUE,4,2,4,3,4,2,3,4,4,4,2,4,4,2,8
"Gerry","Connolly","VA","11",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,1,1,2,4,3,1,1,3,1,2,4,4,4,5
"Suzanne","Patrick","VA","2",FALSE,"D","D","Democrat",88,FALSE,0,FALSE,"won",NA,FALSE,TRUE,4,4,1,1,1,4,4,4,4,4,2,4,4,2,9
"Scott","Rigell","VA","2",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,TRUE,FALSE,4,2,2,3,4,2,2,3,4,2,2,1,2,2,3
"Bobby","Scott","VA","3",FALSE,"D","D","Democrat",77,TRUE,0,FALSE,"won",100,TRUE,FALSE,1,1,4,1,1,1,4,1,2,1,2,4,4,2,4
"Randy","Forbes","VA","4",FALSE,"R","R","Republican",11,TRUE,0,FALSE,"won",100,TRUE,FALSE,2,2,2,3,2,2,2,2,2,2,2,1,2,2,0
"Robert","Hurt","VA","5",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,TRUE,FALSE,3,2,2,2,4,2,2,2,1,2,2,1,2,4,2
"Ben","Hudson","VA","5",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"lost",NA,FALSE,FALSE,4,3,4,3,4,4,4,2,4,4,2,4,4,4,10
"Lawrence","Gaughan","VA","5",FALSE,"D","D","Democrat",77,FALSE,0,TRUE,"won",NA,FALSE,FALSE,1,1,4,1,1,3,1,1,4,1,4,4,4,2,5
"Bob","Goodlatte","VA","6",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,TRUE,FALSE,2,2,2,2,4,2,2,2,2,2,2,1,2,2,1
"Jack","Trammell","VA","7",FALSE,"D","D","Democrat",100,FALSE,0,FALSE,"won",NA,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14
"Dave","Brat","VA","7",FALSE,"R","R","Republican",22,FALSE,0,TRUE,"won",55.5,FALSE,FALSE,2,2,2,2,4,2,2,4,2,2,2,4,2,2,3
"Eric","Cantor","VA","7",FALSE,"R","R","Republican",11,TRUE,0,TRUE,"lost",44.5,TRUE,FALSE,2,2,2,2,2,2,2,2,2,4,2,1,2,2,1
"Bruce","Shuttleworth","VA","8",FALSE,"D","D","Democrat",66,FALSE,1,TRUE,"lost",20,FALSE,FALSE,4,3,4,1,1,1,4,4,4,1,4,4,1,1,7
"Adam","Ebbin","VA","8",FALSE,"D","D","Democrat",66,FALSE,1,TRUE,"lost",13.5,TRUE,FALSE,1,3,4,4,1,1,1,1,2,1,2,4,4,4,5
"Dennis","Bartow","VA","8",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"lost",NA,FALSE,FALSE,4,2,4,2,2,4,2,4,4,4,2,4,2,4,8
"Patrick","Hope","VA","8",FALSE,"D","D","Democrat",66,FALSE,1,TRUE,"lost",18.3,TRUE,FALSE,1,3,4,1,1,1,1,1,4,1,4,4,4,4,6
"Mark","Levine","VA","8",FALSE,"D","D","Democrat",66,FALSE,1,TRUE,"lost",6.7,FALSE,FALSE,4,3,4,1,1,1,1,1,2,1,1,2,4,4,4
"Paul","Haring","VA","8",FALSE,"R","R","Republican",44,FALSE,1,TRUE,"lost",NA,FALSE,FALSE,4,2,4,4,4,2,2,4,4,2,2,4,4,2,8
"Lavern","Chatman","VA","8",FALSE,"D","D","Democrat",77,FALSE,1,TRUE,"lost",5.5,FALSE,TRUE,4,1,4,1,1,1,1,1,4,1,4,4,4,4,7
"Nancy","Najarian","VA","8",FALSE,"D","D","Democrat",77,FALSE,1,TRUE,"lost",0,FALSE,TRUE,4,4,4,4,4,4,1,4,4,4,4,4,4,4,13
"Micah","Edmond","VA","8",FALSE,"R","R","Republican",11,FALSE,1,TRUE,"won",NA,FALSE,FALSE,4,2,4,4,4,4,4,4,4,4,2,4,2,4,11
"Derek","Hyra","VA","8",FALSE,"D","D","Democrat",77,FALSE,1,TRUE,"lost",1.2,FALSE,FALSE,4,4,4,4,1,1,1,1,4,4,4,2,4,4,9
"Charniele","Herring","VA","8",FALSE,"D","D","Democrat",66,FALSE,1,TRUE,"lost",30,TRUE,FALSE,4,4,4,4,4,4,1,4,4,4,4,4,4,4,13
"Don","Beyer","VA","8",FALSE,"D","D","Democrat",66,FALSE,1,TRUE,"won",45.8,TRUE,FALSE,1,3,4,4,1,1,1,1,4,1,4,4,4,4,7
"Bill","Euille","VA","8",FALSE,"D","D","Democrat",77,FALSE,1,TRUE,"lost",8.4,TRUE,FALSE,4,1,4,4,1,1,1,1,4,1,4,4,4,4,8
"Morgan","Griffith","VA","9",FALSE,"R","R","Republican",44,TRUE,0,FALSE,"won",100,TRUE,FALSE,2,2,2,2,4,2,2,2,2,2,2,1,2,1,1
"Shak","Hill","VA","SEN",TRUE,"R","R","Republican",22,FALSE,NA,TRUE,"lost",NA,TRUE,FALSE,2,2,4,3,4,2,2,4,4,4,4,4,2,4,8
"Tony","DeTora","VA","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"lost",NA,FALSE,FALSE,2,2,4,4,4,2,2,2,2,4,2,4,4,2,6
"Ed","Gillespie","VA","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"won",NA,FALSE,FALSE,2,2,4,2,2,2,2,2,4,4,2,1,2,4,4
"Chuck","Moss","VA","SEN",TRUE,"R","R","Republican",44,FALSE,NA,TRUE,"lost",NA,FALSE,FALSE,4,4,4,4,4,4,4,4,4,4,2,4,3,4,12
"Mark","Warner","VA","SEN",TRUE,"D","D","Democrat",88,TRUE,NA,FALSE,"won",100,TRUE,FALSE,1,3,4,3,1,1,1,3,2,1,2,1,2,2,1
"Mark","Donka","VT","AL",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"won",33.7,FALSE,FALSE,2,2,4,2,4,2,2,2,4,4,2,1,2,4,5
"Peter","Welch","VT","AL",FALSE,"D","D","Democrat",66,TRUE,0,FALSE,"won",98.9,TRUE,FALSE,1,1,4,1,1,4,1,1,2,1,2,2,4,2,3
"Donald","Nolte","VT","AL",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",29.5,FALSE,FALSE,4,4,4,3,4,4,2,4,4,4,2,4,4,4,11
"Donald","Russell","VT","AL",FALSE,"R","R","Republican",44,FALSE,0,TRUE,"lost",31.2,FALSE,FALSE,2,2,4,3,4,2,2,2,4,4,2,4,4,2,6
