"key","stfips","geoid","state","cd","geoname","pop_total","pop_black_low","pop_black_high","pop_hisp","pop_total_moe","pop_black_low_moe","pop_hisp_moe","vap_total","vap_black_low","vap_black_high","vap_hisp","vap_total_moe","vap_black_low_moe","vap_hisp_moe","cvap_total","cvap_black_low","cvap_black_high","cvap_hisp","cvap_total_moe","cvap_black_low_moe","cvap_hisp_moe","r_white","r_black","r_api","r_aian","r_2prace","r_hisp","state_abb","bioguide","name","party","black","hisp","both","dem_pct","rep_pct","dpres","pop_black_low_pct","pop_black_high_pct","pop_hisp_pct","pop_black_low_pct_moe","pop_hisp_pct_moe","vap_black_low_pct","vap_black_high_pct","vap_hisp_pct","vap_black_low_pct_moe","vap_hisp_pct_moe","cvap_black_low_pct","cvap_black_high_pct","cvap_hisp_pct","cvap_black_low_pct_moe","cvap_hisp_pct_moe","minority_pct"
"CA-29","06","5001800US0629","California",29,"Congressional District 29 (118th Congress), California",737545,28965,35940,479260,7624,2125,6544,579090,24975,30385,357825,5498,1835,4823,442760,23935,28965,245265,5415,1851,4662,154740,28965,59495,1160,13935,479260,"CA","C001097","Tony Cárdenas","Democrat",FALSE,TRUE,FALSE,74.5,23.2,76.25,3.92722,4.87292,64.9804,0.285244,0.579707,4.3128,5.24703,61.7909,0.31422,0.591175,5.40586,6.54192,55.3946,0.412799,0.806042,66.1037
"CA-30","06","5001800US0630","California",30,"Congressional District 30 (118th Congress), California",744925,28650,40635,175010,5351,1986,4432,634495,26010,34940,140365,5058,1667,3612,545350,25230,33660,108230,5124,1665,3211,415180,28650,96310,1150,28625,175010,"CA","S001150","Adam B. Schiff","Democrat",FALSE,FALSE,FALSE,72.2,26,73.52,3.84602,5.45491,23.4936,0.265169,0.570523,4.09932,5.50674,22.1223,0.260688,0.541267,4.62639,6.17218,19.846,0.302198,0.558489,26.2216
"CA-31","06","5001800US0631","California",31,"Congressional District 31 (118th Congress), California",741055,19285,24840,450790,3217,1537,5193,584075,16775,20645,338120,3364,1244,4578,483405,16290,19790,267150,3805,1199,4455,107505,19285,148425,2230,12820,450790,"CA","N000179","Grace F. Napolitano","Democrat",FALSE,TRUE,FALSE,64.5,33.4,65.88,2.60237,3.35198,60.8308,0.207099,0.649097,2.87206,3.53465,57.8898,0.212343,0.709352,3.36985,4.09388,55.2642,0.24661,0.812465,60.7619
"CA-32","06","5001800US0632","California",32,"Congressional District 32 (118th Congress), California",763455,33110,45450,194795,8084,2511,5727,617875,27760,35215,147330,6204,2206,4197,542455,26490,33525,113315,5982,2122,3584,405030,33110,96505,1405,32610,194795,"CA","S000344","Brad Sherman","Democrat",FALSE,FALSE,FALSE,69.5,28.7,70.77,4.33686,5.9532,25.5149,0.325678,0.699801,4.49282,5.69937,23.8446,0.354169,0.63567,4.88335,6.18024,20.8893,0.38746,0.619241,28.3374
"CA-33","06","5001800US0633","California",33,"Congressional District 33 (118th Congress), California",759340,72760,84150,476880,5517,3305,6006,557255,57135,63595,333560,4465,2169,4425,474560,55965,62260,264820,5011,2185,4771,134890,72760,54695,1440,18680,476880,"CA","A000371","Pete Aguilar","Democrat",FALSE,TRUE,FALSE,61.5,36.2,62.95,9.58201,11.082,62.8019,0.429643,0.646067,10.2529,11.4122,59.8577,0.380461,0.632869,11.793,13.1195,55.8033,0.443267,0.814573,70.1106
"CA-34","06","5001800US0634","California",34,"Congressional District 34 (118th Congress), California",753345,31440,38010,489645,8038,1935,7182,606380,28455,33940,371855,6107,1627,5410,427815,27540,32835,234280,5466,1456,4231,86050,31440,130320,1615,14275,489645,"CA","G000585","Jimmy Gomez","Democrat",FALSE,TRUE,FALSE,81,16.7,82.91,4.17339,5.0455,64.9961,0.252965,0.654172,4.6926,5.59715,61.3238,0.264119,0.643853,6.43736,7.67505,54.762,0.330246,0.698958,66.0164
"CA-35","06","5001800US0635","California",35,"Congressional District 35 (118th Congress), California",762560,47590,55905,494080,4651,2683,6891,574265,38530,44180,355710,4722,2120,5165,473535,37245,42770,277100,5283,2075,4956,114500,47590,89910,1765,14715,494080,"CA","T000474","Norma J. Torres","Democrat",FALSE,TRUE,FALSE,62.7,35.1,64.11,6.24082,7.33123,64.7923,0.349776,0.812678,6.70945,7.69331,61.9418,0.365022,0.741299,7.86531,9.03207,58.5173,0.429318,0.818017,68.6512
"CA-36","06","5001800US0636","California",36,"Congressional District 36 (118th Congress), California",737415,28640,41945,119845,5704,2227,4213,608075,24010,32595,93775,5086,1645,3166,543910,22975,31080,79150,5038,1583,2801,407025,28640,139155,1230,41525,119845,"CA","L000582","Ted Lieu","Democrat",FALSE,FALSE,FALSE,71,26.9,72.52,3.88384,5.68811,16.252,0.300503,0.557318,3.94853,5.36036,15.4216,0.268502,0.504429,4.22404,5.71418,14.552,0.288399,0.497022,19.3701
"CA-37","06","5001800US0637","California",37,"Congressional District 37 (118th Congress), California",747050,170485,181540,409575,8096,5088,6551,584710,142115,150015,298175,6205,3794,5299,434235,137345,145040,173315,5827,3709,4150,98790,170485,49120,855,18225,409575,"CA","K000400","Sydney Kamlager-Dove","Democrat",TRUE,FALSE,FALSE,85.7,12.4,87.36,22.8211,24.3009,54.8256,0.634588,0.644944,24.3052,25.6563,50.9954,0.595402,0.726943,31.6292,33.4013,39.9127,0.74123,0.791526,75.3006
"CA-38","06","5001800US0638","California",38,"Congressional District 38 (118th Congress), California",744870,14990,20425,445340,4400,1684,5184,588600,12020,15510,337405,4284,1178,3837,507860,11650,15090,286685,4938,1153,3882,107375,14990,163070,1770,12320,445340,"CA","S001156","Linda T. Sánchez","Democrat",FALSE,TRUE,FALSE,64.1,33.9,65.41,2.01243,2.74209,59.7876,0.225767,0.599693,2.04213,2.63507,57.3233,0.199583,0.500886,2.29394,2.97129,56.4496,0.225933,0.532002,59.3654
"CA-39","06","5001800US0639","California",39,"Congressional District 39 (118th Congress), California",759640,67870,77565,472890,3752,3569,5728,566800,52655,58520,334280,4152,2533,3918,480885,51250,56865,261185,4509,2328,4096,151270,67870,50130,1165,16320,472890,"CA","T000472","Mark Takano","Democrat",FALSE,FALSE,FALSE,62,35.8,63.39,8.9345,10.2108,62.2519,0.467751,0.688505,9.28987,10.3246,58.9767,0.441683,0.539611,10.6574,11.8251,54.3134,0.473682,0.682749,68.2666
"CA-40","06","5001800US0640","California",40,"Congressional District 40 (118th Congress), California",754185,12980,20840,187215,4219,1575,4320,593735,10505,15515,134795,4226,1169,3418,535120,9955,14775,109180,4668,1110,3023,371405,12980,150715,845,31025,187215,"CA","K000397","Young Kim","Republican",FALSE,FALSE,FALSE,49.9,48,50.97,1.72106,2.76325,24.8235,0.208613,0.555716,1.76931,2.61312,22.7029,0.196486,0.552533,1.86033,2.76106,20.4029,0.206794,0.536151,24.4722
"CA-41","06","5001800US0641","California",41,"Congressional District 41 (118th Congress), California",781445,39370,51155,309090,5370,3098,6471,605755,31945,38235,216185,4775,2390,4099,553355,31200,37370,182925,4920,2301,3828,339630,39370,64395,2170,26790,309090,"CA","C000059","Ken Calvert","Republican",FALSE,FALSE,FALSE,48.6,49.7,49.44,5.0381,6.54621,39.5536,0.39493,0.782201,5.27358,6.31196,35.6885,0.392353,0.615425,5.63833,6.75335,33.0574,0.412794,0.626235,40.9621
"CA-42","06","5001800US0642","California",42,"Congressional District 42 (118th Congress), California",744570,43775,51470,487515,4628,2439,5069,579190,35800,40495,360560,3952,1785,3945,453875,34870,39420,249810,4158,1793,3624,139550,43775,57720,1360,14655,487515,"CA","G000598","Robert Garcia","Democrat",FALSE,TRUE,FALSE,71.7,25.9,73.46,5.87923,6.91271,65.476,0.325527,0.545758,6.18105,6.99166,62.2525,0.30529,0.532448,7.68273,8.68521,55.0394,0.388722,0.619108,68.4335
"CA-43","06","5001800US0643","California",43,"Congressional District 43 (118th Congress), California",734450,171285,181625,427965,5931,4006,7520,553895,136970,144140,304930,5016,3163,4937,428885,132300,139375,199920,5033,3160,4058,52825,171285,65240,1305,15830,427965,"CA","W000187","Maxine Waters","Democrat",TRUE,FALSE,FALSE,80.8,17,82.62,23.3215,24.7294,58.2701,0.511897,0.909362,24.7285,26.023,55.052,0.525306,0.73886,30.8474,32.4971,46.6139,0.641735,0.772022,79.7805
"CA-44","06","5001800US0644","California",44,"Congressional District 44 (118th Congress), California",748280,79085,90450,461240,6217,3504,6541,575615,63475,70425,338555,4633,2693,4723,464340,61965,68805,245135,4425,2565,4222,97580,79085,90330,870,19170,461240,"CA","B001300","Nanette Diaz Barragán","Democrat",FALSE,TRUE,FALSE,72.9,24.7,74.69,10.5689,12.0877,61.64,0.459967,0.708407,11.0273,12.2347,58.8162,0.459351,0.670176,13.3447,14.8178,52.7921,0.537559,0.757384,69.8436
"CA-45","06","5001800US0645","California",45,"Congressional District 45 (118th Congress), California",750565,16215,23880,230610,3359,1822,4940,588440,12440,17240,163985,3294,1309,3641,504650,11820,16395,124135,4565,1211,2894,197385,16215,282670,825,22855,230610,"CA","S001135","Michelle Steel","Republican",FALSE,FALSE,FALSE,52.1,46,53.11,2.16037,3.1816,30.7249,0.242558,0.643647,2.11406,2.92978,27.8678,0.222138,0.598767,2.34222,3.24879,24.5982,0.239031,0.528538,29.9818
"CA-46","06","5001800US0646","California",46,"Congressional District 46 (118th Congress), California",756570,12675,17320,495660,3598,1367,4868,582380,10425,13680,359265,3841,1099,3880,437890,9525,12610,236620,4997,894,3663,113080,12675,121255,1005,12890,495660,"CA","C001110","J. Luis Correa","Democrat",FALSE,TRUE,FALSE,64.1,33.7,65.54,1.67532,2.28928,65.5141,0.180508,0.562966,1.79007,2.34898,61.6891,0.188339,0.527569,2.1752,2.87972,54.0364,0.202646,0.565251,63.4792
"CA-47","06","5001800US0647","California",47,"Congressional District 47 (118th Congress), California",753480,11305,22910,128430,690,1114,3937,608275,9640,17020,95880,2944,953,3434,530185,9320,16135,77820,4042,949,2837,389350,11305,185900,1285,37205,128430,"CA","P000618","Katie Porter","Democrat",FALSE,FALSE,FALSE,54.5,43.4,55.67,1.50037,3.04056,17.0449,0.147841,0.522276,1.58481,2.79808,15.7626,0.156485,0.559369,1.75788,3.04328,14.6779,0.178492,0.523265,17.3474
"CA-48","06","5001800US0648","California",48,"Congressional District 48 (118th Congress), California",759865,22335,36535,228800,6046,2174,5875,578375,17920,26205,155500,5277,1788,4172,536565,17525,25555,127965,5993,1766,3813,418560,22335,52315,4385,33470,228800,"CA","I000056","Darrell Issa","Republican",FALSE,FALSE,FALSE,42.7,55,43.71,2.93934,4.80809,30.1106,0.285146,0.735108,3.09834,4.5308,26.8857,0.307847,0.678341,3.26615,4.7627,23.8489,0.327103,0.658819,29.984
"CA-49","06","5001800US0649","California",49,"Congressional District 49 (118th Congress), California",754910,18400,30810,209825,3320,1771,4857,589245,15495,22400,146975,3372,1402,3307,541815,14905,21420,117160,4103,1392,3085,436490,18400,54190,1415,34590,209825,"CA","L000593","Mike Levin","Democrat",FALSE,TRUE,FALSE,54.6,43.2,55.83,2.43738,4.08128,27.7947,0.234352,0.631669,2.62964,3.80147,24.9429,0.237455,0.542772,2.75094,3.95338,21.6236,0.256068,0.545328,27.5726
"CA-50","06","5001800US0650","California",50,"Congressional District 50 (118th Congress), California",746295,20200,32170,166030,6354,1366,5208,611890,18025,25760,124480,5505,1183,3704,548980,17325,24555,101300,5065,1211,3465,415780,20200,106960,1545,35780,166030,"CA","P000608","Scott H. Peters","Democrat",FALSE,FALSE,FALSE,65.4,32.2,67.01,2.7067,4.31063,22.2472,0.181581,0.67165,2.94579,4.20991,20.3435,0.19151,0.577006,3.15585,4.47284,18.4524,0.218661,0.607777,23.2893
"CA-51","06","5001800US0651","California",51,"Congressional District 51 (118th Congress), California",761280,44800,61620,193015,6815,2355,4606,605205,34810,44570,138110,6160,1659,2988,545710,33480,43120,117685,6025,1550,2770,358015,44800,125455,1155,38850,193015,"CA","J000305","Sara Jacobs","Democrat",FALSE,FALSE,FALSE,62.5,35.2,63.97,5.88483,8.09426,25.354,0.304829,0.560848,5.75177,7.36445,22.8204,0.267798,0.435666,6.13513,7.90163,21.5655,0.275839,0.448289,28.5721
"CA-52","06","5001800US0652","California",52,"Congressional District 52 (118th Congress), California",757410,58000,70255,450550,5408,2829,5870,579895,45920,53440,326660,4271,2052,4272,487895,44160,50935,254085,5017,1936,4427,110785,58000,112950,1095,24030,450550,"CA","V000130","Juan Vargas","Democrat",FALSE,TRUE,FALSE,67.4,30.5,68.85,7.65768,9.27569,59.4856,0.369486,0.64826,7.91867,9.21546,56.3309,0.349018,0.60875,9.05113,10.4397,52.0778,0.385737,0.732489,64.2496
"CO-01","08","5001800US0801","Colorado",1,"Congressional District 1 (118th Congress), Colorado",719745,62520,76055,200820,502,1556,344,588195,48340,57530,143540,445,1067,255,539250,45020,53895,110225,2209,1256,1816,401170,62520,26580,2090,26555,200820,"CO","D000197","Diana DeGette","Democrat",FALSE,FALSE,FALSE,79.5,18.2,81.37,8.68641,10.5669,27.9015,0.216103,0.0436535,8.21836,9.78077,24.4035,0.181296,0.0392252,8.34863,9.99444,20.4404,0.230392,0.326188,32.6218
"CO-02","08","5001800US0802","Colorado",2,"Congressional District 2 (118th Congress), Colorado",721105,6210,12870,101965,1886,530,1650,590970,5450,9910,71975,1785,500,1097,561425,5040,9190,58175,2546,519,1508,565370,6210,25270,1735,20560,101965,"CO","N000191","Joe Neguse","Democrat",TRUE,FALSE,FALSE,68.7,28.8,70.46,0.861178,1.78476,14.1401,0.0734638,0.225807,0.922213,1.6769,12.1791,0.0845608,0.181945,0.897716,1.63691,10.362,0.0923537,0.26446,13.1013
"CO-03","08","5001800US0803","Colorado",3,"Congressional District 3 (118th Congress), Colorado",726135,6310,11070,188060,812,477,818,574890,5320,8095,131875,831,447,709,553480,5050,7810,115065,1345,419,1264,500195,6310,6010,8680,16875,188060,"CO","B000825","Lauren Boebert","Republican",FALSE,FALSE,FALSE,44.7,52.9,45.8,0.868984,1.52451,25.8988,0.0656831,0.108865,0.925394,1.4081,22.9392,0.0777425,0.118787,0.912409,1.41107,20.7894,0.0756703,0.222715,23.8646
"CO-04","08","5001800US0804","Colorado",4,"Congressional District 4 (118th Congress), Colorado",741770,12560,21420,107760,2900,949,2389,565005,9630,14840,72710,2520,709,1687,543340,8860,13815,61890,3190,693,1728,571465,12560,26925,1915,21145,107760,"CO","B001297","Ken Buck","Republican",FALSE,FALSE,FALSE,39.5,58,40.51,1.69325,2.88769,14.5274,0.127766,0.31702,1.70441,2.62653,12.8689,0.125255,0.293013,1.63065,2.54261,11.3907,0.127185,0.310922,14.5733
"CO-05","08","5001800US0805","Colorado",5,"Congressional District 5 (118th Congress), Colorado",726910,41205,60955,134050,948,1419,305,556555,32750,42195,88810,748,949,170,537900,31535,40860,79165,1686,979,1137,490615,41205,22640,1745,36655,134050,"CO","L000564","Doug Lamborn","Republican",FALSE,FALSE,FALSE,43.1,53.2,44.76,5.66851,8.38549,18.4411,0.19507,0.0343818,5.88441,7.58146,15.9571,0.17033,0.0217501,5.86261,7.59621,14.7174,0.181074,0.206282,21.8415
"CO-06","08","5001800US0806","Colorado",6,"Congressional District 6 (118th Congress), Colorado",723970,72470,86905,161985,2106,1886,1851,557960,53990,62185,108820,1784,1350,1581,500920,47890,55920,74675,2987,1465,2106,417225,72470,42115,1925,28255,161985,"CO","C001121","Jason Crow","Democrat",FALSE,FALSE,FALSE,60.6,36.8,62.22,10.0101,12.004,22.3745,0.258875,0.24725,9.67632,11.1451,19.5032,0.239967,0.276407,9.56041,11.1635,14.9076,0.286852,0.410921,29.1795
"CO-07","08","5001800US0807","Colorado",7,"Congressional District 7 (118th Congress), Colorado",721625,8715,15650,111035,1723,713,869,590100,7440,11425,81205,1279,521,637,571085,7135,11075,71750,1935,517,1336,556895,8715,22030,2580,20365,111035,"CO","P000620","Brittany Pettersen","Democrat",FALSE,FALSE,FALSE,55.7,41.5,57.3,1.20769,2.16872,15.3868,0.0987627,0.114682,1.2608,1.93611,13.7612,0.0882478,0.103745,1.24938,1.93929,12.5638,0.0904304,0.230035,15.022
"CO-08","08","5001800US0808","Colorado",8,"Congressional District 8 (118th Congress), Colorado",729515,14000,21275,285410,1674,1498,2340,546215,10090,13945,191765,1639,979,1886,496025,9160,12850,149585,2781,938,2272,386785,14000,22585,1920,18815,285410,"CO","C001134","Yadira Caraveo","Democrat",FALSE,TRUE,FALSE,50.8,46.3,52.32,1.91908,2.91632,39.1233,0.205295,0.307942,1.84726,2.55302,35.108,0.179148,0.328822,1.84668,2.5906,30.1567,0.18882,0.425694,36.9552
"CT-01","09","5001800US0901","Connecticut",1,"Congressional District 1 (118th Congress), Connecticut",717480,105630,117420,130360,1606,2491,2429,573080,82275,89385,91965,2138,1751,1807,531955,73430,80340,81705,2598,2014,2149,421260,105630,42400,410,17425,130360,"CT","L000557","John B. Larson","Democrat",FALSE,FALSE,FALSE,63.3,35.2,64.26,14.7224,16.3656,18.1691,0.34562,0.336094,14.3566,15.5973,16.0475,0.300811,0.309578,13.8038,15.1028,15.3594,0.372553,0.396956,30.4041
"CT-02","09","5001800US0902","Connecticut",2,"Congressional District 2 (118th Congress), Connecticut",716835,24790,36550,70595,863,1097,1665,581290,20260,26465,47260,1486,797,1130,560350,18295,24220,40045,1962,928,1253,572505,24790,25600,1515,21830,70595,"CT","C001069","Joe Courtney","Democrat",FALSE,FALSE,FALSE,54.7,43.3,55.82,3.45826,5.0988,9.84815,0.152977,0.231968,3.48535,4.5528,8.13019,0.136819,0.193281,3.26492,4.3223,7.14643,0.165216,0.222206,11.6155
"CT-03","09","5001800US0903","Connecticut",3,"Congressional District 3 (118th Congress), Connecticut",718780,94840,107390,125940,2168,2185,2249,580550,73495,80440,86420,2401,1732,1782,539655,68455,75215,69610,3278,1714,1897,447555,94840,30800,385,19260,125940,"CT","D000216","Rosa L. DeLauro","Democrat",FALSE,FALSE,FALSE,59.2,39.5,59.98,13.1946,14.9406,17.5214,0.301371,0.308396,12.6595,13.8558,14.8859,0.293708,0.300713,12.685,13.9376,12.899,0.308122,0.342678,27.5454
"CT-04","09","5001800US0904","Connecticut",4,"Congressional District 4 (118th Congress), Connecticut",722755,80520,89080,161850,1161,1965,2395,559310,63635,68905,115325,1991,1450,1701,484910,55535,60025,78460,3494,1828,2322,420620,80520,43985,650,15130,161850,"CT","H001047","James A. Himes","Democrat",FALSE,FALSE,FALSE,64.8,33.8,65.72,11.1407,12.3251,22.3935,0.271287,0.329413,11.3774,12.3196,20.6192,0.256065,0.295135,11.4526,12.3786,16.1803,0.367834,0.464442,31.9966
"CT-05","09","5001800US0905","Connecticut",5,"Congressional District 5 (118th Congress), Connecticut",722495,59025,73450,151920,2084,2994,3569,570120,46865,53365,104130,3045,2110,2727,524715,42135,48365,84440,3560,2151,2448,458605,59025,30485,440,22020,151920,"CT","H001081","Jahana Hayes","Democrat",TRUE,FALSE,FALSE,54.6,43.9,55.43,8.16961,10.1662,21.0271,0.413727,0.490245,8.2202,9.36031,18.2646,0.367484,0.468267,8.03007,9.21738,16.0925,0.4063,0.453583,26.4848
"DE-00","10","5001800US1000","Delaware",0,"Congressional District (at Large) (118th Congress), Delaware",1005870,217245,241840,107830,0,2235,0,795475,165620,178530,69490,42,1353,0,751520,158675,170890,49015,1940,1883,1325,603150,217245,41700,1535,34415,107830,"DE","B001303","Lisa Blunt Rochester","Democrat",TRUE,FALSE,FALSE,58.8,39.8,59.63,21.5977,24.0429,10.7201,0.222196,0,20.8203,22.4432,8.73566,0.170084,0.000461231,21.1139,22.7392,6.52212,0.244559,0.175504,29.5559
"FL-01","12","5001800US1201","Florida",1,"Congressional District 1 (118th Congress), Florida",781770,100305,120895,61955,1331,1881,527,612280,75905,86210,43185,1073,1179,348,591510,74390,84525,33925,1928,1198,942,557695,100305,22010,1430,38370,61955,"FL","G000578","Matt Gaetz","Republican",FALSE,FALSE,FALSE,33,65.3,33.57,12.8305,15.4643,7.92497,0.239614,0.066047,12.3971,14.0802,7.05315,0.191329,0.0554764,12.5763,14.2897,5.73532,0.198341,0.158152,19.4503
"FL-02","12","5001800US1202","Florida",2,"Congressional District 2 (118th Congress), Florida",781280,178660,192505,56875,1345,1344,526,628790,140830,147805,42235,1208,936,444,608690,137970,144715,32825,1494,1109,816,503330,178660,15590,1715,25110,56875,"FL","D000628","Neal P. Dunn","Republican",FALSE,FALSE,FALSE,44,55,44.44,22.8676,24.6397,7.27972,0.16746,0.0661487,22.397,23.5063,6.71687,0.142503,0.0694227,22.6667,23.7748,5.39273,0.173493,0.133403,29.1139
"FL-03","12","5001800US1203","Florida",3,"Congressional District 3 (118th Congress), Florida",779880,124640,138215,92420,3120,2147,1910,631480,95310,102495,70480,2268,1319,1407,604980,92990,99935,58700,3097,1512,1792,515615,124640,23185,1000,23015,92420,"FL","C001039","Kat Cammack","Republican",FALSE,FALSE,FALSE,42.4,56.5,42.87,15.9819,17.7226,11.8505,0.267771,0.240277,15.0931,16.2309,11.1611,0.201718,0.219174,15.3708,16.5187,9.7028,0.237216,0.292014,26.2542
"FL-04","12","5001800US1204","Florida",4,"Congressional District 4 (118th Congress), Florida",785430,241090,258500,73625,4910,3869,2520,602160,176340,184380,51205,4116,2700,2036,584575,173250,181170,43235,4247,2757,1996,421735,241090,21535,905,26535,73625,"FL","B001314","Aaron Bean","Republican",FALSE,FALSE,FALSE,46,52.7,46.61,30.6953,32.9119,9.37385,0.453686,0.315447,29.2846,30.6198,8.50355,0.401225,0.333083,29.6369,30.9917,7.39597,0.419606,0.33719,37.7881
"FL-05","12","5001800US1205","Florida",5,"Congressional District 5 (118th Congress), Florida",791830,94330,110260,96570,5571,3575,2797,620880,72735,80400,70290,4604,2638,2187,582240,69115,76590,56330,4729,2507,2249,525490,94330,45640,660,29140,96570,"FL","R000609","John H. Rutherford","Republican",FALSE,FALSE,FALSE,41.5,57.3,42,11.9129,13.9247,12.1958,0.443638,0.342652,11.7148,12.9494,11.321,0.415906,0.342092,11.8705,13.1544,9.6747,0.419645,0.37819,23.0359
"FL-06","12","5001800US1206","Florida",6,"Congressional District 6 (118th Congress), Florida",796745,88310,100090,98990,5362,2566,3259,654005,66670,72535,70230,4261,1620,2508,630810,64635,70365,58735,4543,1681,2352,574655,88310,12775,1020,20995,98990,"FL","W000823","Michael Waltz","Republican",FALSE,FALSE,FALSE,37.7,61.4,38.04,11.0838,12.5624,12.4243,0.313303,0.400402,10.1941,11.0909,10.7385,0.238634,0.377047,10.2463,11.1547,9.31104,0.256062,0.366774,20.9326
"FL-07","12","5001800US1207","Florida",7,"Congressional District 7 (118th Congress), Florida",780070,74005,85120,165480,2010,1913,1862,627070,56295,61985,125690,1970,1349,1358,595110,53365,58835,110540,2783,1510,2027,490525,74005,30085,790,19185,165480,"FL","M001216","Cory Mills","Republican",FALSE,FALSE,FALSE,46.7,52.2,47.22,9.48697,10.9118,21.2135,0.244013,0.232354,8.97747,9.88486,20.044,0.213271,0.207206,8.96725,9.88641,18.5747,0.250245,0.329347,29.0215
"FL-08","12","5001800US1208","Florida",8,"Congressional District 8 (118th Congress), Florida",786240,72845,88020,94800,505,1471,135,648170,56370,64230,70115,437,940,132,625940,53165,60790,61390,1746,1181,1220,574440,72845,17985,1015,25160,94800,"FL","P000599","Bill Posey","Republican",FALSE,FALSE,FALSE,40.6,58.3,41.05,9.26498,11.1951,12.0574,0.186998,0.0153246,8.69679,9.90944,10.8174,0.144905,0.0190143,8.49363,9.71179,9.80765,0.187183,0.192977,19.5142
