"BD","R","sigma","p"
0.45,0.115,0.05,0.567295
0.3,0.12,0.05,0.000731768
0.35,0.12,0.05,0.020405
0.4,0.12,0.05,0.181651
0.45,0.12,0.05,0.589894
0.3,0.125,0.05,0.000836537
0.35,0.125,0.05,0.0227501
0.4,0.125,0.05,0.195683
0.45,0.125,0.05,0.612452
0.3,0.13,0.05,0.000956398
0.35,0.13,0.05,0.0253492
0.4,0.13,0.05,0.210526
0.45,0.13,0.05,0.634888
0.3,0.135,0.05,0.00109351
0.35,0.135,0.05,0.028227
0.4,0.135,0.05,0.226192
0.45,0.135,0.05,0.657123
0.3,0.14,0.05,0.00125035
0.35,0.14,0.05,0.0314099
0.4,0.14,0.05,0.24269
0.45,0.14,0.05,0.679076
0.3,0.145,0.05,0.00142973
0.35,0.145,0.05,0.0349263
0.4,0.145,0.05,0.260023
0.45,0.145,0.05,0.700666
0.3,0.15,0.05,0.00163484
0.35,0.15,0.05,0.0388066
0.4,0.15,0.05,0.278187
0.45,0.15,0.05,0.721813
0.3,0.155,0.05,0.00186934
0.35,0.155,0.05,0.0430832
0.4,0.155,0.05,0.297175
0.45,0.155,0.05,0.74244
0.3,0.16,0.05,0.00213737
0.35,0.16,0.05,0.0477904
0.4,0.16,0.05,0.316969
0.45,0.16,0.05,0.762475
0.3,0.165,0.05,0.00244364
0.35,0.165,0.05,0.0529644
0.4,0.165,0.05,0.337549
0.45,0.165,0.05,0.781846
0.3,0.17,0.05,0.0027935
0.35,0.17,0.05,0.0586433
0.4,0.17,0.05,0.358883
0.45,0.17,0.05,0.80049
0.3,0.175,0.05,0.00319301
0.35,0.175,0.05,0.064867
0.4,0.175,0.05,0.380933
0.45,0.175,0.05,0.818349
0.3,0.18,0.05,0.00364905
0.35,0.18,0.05,0.071677
0.4,0.18,0.05,0.403653
0.45,0.18,0.05,0.835371
0.3,0.185,0.05,0.00416938
0.35,0.185,0.05,0.079116
0.4,0.185,0.05,0.426987
0.45,0.185,0.05,0.851513
0.3,0.19,0.05,0.00476278
0.35,0.19,0.05,0.0872279
0.4,0.19,0.05,0.450873
0.45,0.19,0.05,0.86674
0.3,0.195,0.05,0.00543915
0.35,0.195,0.05,0.0960575
0.4,0.195,0.05,0.475237
0.45,0.195,0.05,0.881025
0.3,0.2,0.05,0.00620967
0.35,0.2,0.05,0.10565
0.4,0.2,0.05,0.5
0.45,0.2,0.05,0.89435
0.3,0.205,0.05,0.00708686
0.35,0.205,0.05,0.11605
0.4,0.205,0.05,0.525074
0.45,0.205,0.05,0.906708
0.3,0.21,0.05,0.00808483
0.35,0.21,0.05,0.127301
0.4,0.21,0.05,0.550364
0.45,0.21,0.05,0.9181
0.3,0.215,0.05,0.00921937
0.35,0.215,0.05,0.139448
0.4,0.215,0.05,0.57577
0.45,0.215,0.05,0.928535
0.3,0.22,0.05,0.0105081
0.35,0.22,0.05,0.15253
0.4,0.22,0.05,0.601183
0.45,0.22,0.05,0.938032
0.3,0.225,0.05,0.0119708
0.35,0.225,0.05,0.166587
0.4,0.225,0.05,0.626494
0.45,0.225,0.05,0.946617
0.3,0.23,0.05,0.0136294
0.35,0.23,0.05,0.181651
0.4,0.23,0.05,0.651588
0.45,0.23,0.05,0.954324
0.3,0.235,0.05,0.0155082
0.35,0.235,0.05,0.197753
0.4,0.235,0.05,0.67635
0.45,0.235,0.05,0.961193
0.3,0.24,0.05,0.0176342
0.35,0.24,0.05,0.214918
0.4,0.24,0.05,0.700666
0.45,0.24,0.05,0.96727
0.3,0.245,0.05,0.0200372
0.35,0.245,0.05,0.233161
0.4,0.245,0.05,0.724421
0.45,0.245,0.05,0.972604
0.3,0.25,0.05,0.0227501
0.35,0.25,0.05,0.252492
0.4,0.25,0.05,0.747507
0.45,0.25,0.05,0.97725
0.3,0.255,0.05,0.0258088
0.35,0.255,0.05,0.272913
0.4,0.255,0.05,0.76982
0.45,0.255,0.05,0.981261
0.3,0.26,0.05,0.0292527
0.35,0.26,0.05,0.294412
0.4,0.26,0.05,0.791262
0.45,0.26,0.05,0.984696
0.3,0.265,0.05,0.0331245
0.35,0.265,0.05,0.316969
0.4,0.265,0.05,0.811746
0.45,0.265,0.05,0.987611
0.3,0.27,0.05,0.0374707
0.35,0.27,0.05,0.340551
0.4,0.27,0.05,0.831195
0.45,0.27,0.05,0.990062
0.3,0.275,0.05,0.0423413
0.35,0.275,0.05,0.365111
0.4,0.275,0.05,0.849542
0.45,0.275,0.05,0.992103
0.3,0.28,0.05,0.0477901
0.35,0.28,0.05,0.390589
0.4,0.28,0.05,0.866735
0.45,0.28,0.05,0.993785
0.3,0.285,0.05,0.0538743
0.35,0.285,0.05,0.416912
0.4,0.285,0.05,0.882735
0.45,0.285,0.05,0.995157
0.3,0.29,0.05,0.0606545
0.35,0.29,0.05,0.44399
0.4,0.29,0.05,0.897519
0.45,0.29,0.05,0.996262
0.3,0.295,0.05,0.0681947
0.35,0.295,0.05,0.47172
0.4,0.295,0.05,0.911074
0.45,0.295,0.05,0.997142
0.3,0.3,0.05,0.0765613
0.35,0.3,0.05,0.499984
0.4,0.3,0.05,0.923407
0.45,0.3,0.05,0.997831
0.3,0.305,0.05,0.0858232
0.35,0.305,0.05,0.528651
0.4,0.305,0.05,0.934534
0.45,0.305,0.05,0.998361
0.3,0.31,0.05,0.0960506
0.35,0.31,0.05,0.557576
0.4,0.31,0.05,0.944486
0.45,0.31,0.05,0.998758
0.3,0.315,0.05,0.107314
0.35,0.315,0.05,0.586603
0.4,0.315,0.05,0.953305
0.45,0.315,0.05,0.999044
0.3,0.32,0.05,0.119684
0.35,0.32,0.05,0.615568
0.4,0.32,0.05,0.96104
0.45,0.32,0.05,0.999233
0.3,0.325,0.05,0.133229
0.35,0.325,0.05,0.644297
0.4,0.325,0.05,0.967751
0.45,0.325,0.05,0.999338
0.3,0.33,0.05,0.148013
0.35,0.33,0.05,0.672611
0.4,0.33,0.05,0.9735
0.45,0.33,0.05,0.999365
0.3,0.335,0.05,0.164095
0.35,0.335,0.05,0.700327
0.4,0.335,0.05,0.978352
0.45,0.335,0.05,0.999312
0.3,0.34,0.05,0.181526
0.35,0.34,0.05,0.727263
0.4,0.34,0.05,0.982373
0.45,0.34,0.05,0.999175
0.3,0.345,0.05,0.200346
0.35,0.345,0.05,0.753236
0.4,0.345,0.05,0.985622
0.45,0.345,0.05,0.998941
0.3,0.35,0.05,0.22058
0.35,0.35,0.05,0.77807
0.4,0.35,0.05,0.988156
0.45,0.35,0.05,0.99859
0.3,0.355,0.05,0.242238
0.35,0.355,0.05,0.801592
0.4,0.355,0.05,0.990021
0.45,0.355,0.05,0.998096
0.3,0.36,0.05,0.265306
0.35,0.36,0.05,0.823639
0.4,0.36,0.05,0.991251
0.45,0.36,0.05,0.997421
0.3,0.365,0.05,0.289747
0.35,0.365,0.05,0.844057
0.4,0.365,0.05,0.991867
0.45,0.365,0.05,0.996518
0.3,0.37,0.05,0.315492
0.35,0.37,0.05,0.8627
0.4,0.37,0.05,0.991871
0.45,0.37,0.05,0.99533
0.3,0.375,0.05,0.342439
0.35,0.375,0.05,0.879435
0.4,0.375,0.05,0.991251
0.45,0.375,0.05,0.993785
0.3,0.38,0.05,0.370445
0.35,0.38,0.05,0.89414
0.4,0.38,0.05,0.989971
0.45,0.38,0.05,0.991799
0.3,0.385,0.05,0.399324
0.35,0.385,0.05,0.906703
0.4,0.385,0.05,0.987976
0.45,0.385,0.05,0.989274
0.3,0.39,0.05,0.428845
0.35,0.39,0.05,0.917019
0.4,0.39,0.05,0.985189
0.45,0.39,0.05,0.986096
0.3,0.395,0.05,0.458723
0.35,0.395,0.05,0.924996
0.4,0.395,0.05,0.981513
0.45,0.395,0.05,0.982135
0.3,0.4,0.05,0.488625
0.35,0.4,0.05,0.930547
0.4,0.4,0.05,0.976831
0.45,0.4,0.05,0.97725
0.3,0.405,0.05,0.518165
0.35,0.405,0.05,0.933591
0.4,0.405,0.05,0.971006
0.45,0.405,0.05,0.971283
0.3,0.41,0.05,0.546912
0.35,0.41,0.05,0.934056
0.4,0.41,0.05,0.96389
0.45,0.41,0.05,0.96407
0.3,0.415,0.05,0.574391
0.35,0.415,0.05,0.931873
0.4,0.415,0.05,0.955321
0.45,0.415,0.05,0.955435
0.3,0.42,0.05,0.600097
0.35,0.42,0.05,0.926982
0.4,0.42,0.05,0.94513
0.45,0.42,0.05,0.945201
0.3,0.425,0.05,0.623503
0.35,0.425,0.05,0.919329
0.4,0.425,0.05,0.93315
0.45,0.425,0.05,0.933193
0.3,0.43,0.05,0.644082
0.35,0.43,0.05,0.908871
0.4,0.43,0.05,0.919218
0.45,0.43,0.05,0.919243
0.3,0.435,0.05,0.661319
0.35,0.435,0.05,0.895578
0.4,0.435,0.05,0.903185
0.45,0.435,0.05,0.9032
0.3,0.44,0.05,0.674737
0.35,0.44,0.05,0.879435
0.4,0.44,0.05,0.884922
0.45,0.44,0.05,0.88493
0.3,0.445,0.05,0.683915
0.35,0.445,0.05,0.860451
0.4,0.445,0.05,0.86433
0.45,0.445,0.05,0.864334
0.3,0.45,0.05,0.688514
0.35,0.45,0.05,0.838658
0.4,0.45,0.05,0.841342
0.45,0.45,0.05,0.841345
0.3,0.455,0.05,0.68829
0.35,0.455,0.05,0.814123
0.4,0.455,0.05,0.815939
0.45,0.455,0.05,0.81594
0.3,0.46,0.05,0.683116
0.35,0.46,0.05,0.786944
0.4,0.46,0.05,0.788144
0.45,0.46,0.05,0.788145
0.3,0.465,0.05,0.672991
0.35,0.465,0.05,0.757263
0.4,0.465,0.05,0.758036
0.45,0.465,0.05,0.758036
0.3,0.47,0.05,0.658041
0.35,0.47,0.05,0.725261
0.4,0.47,0.05,0.725747
0.45,0.47,0.05,0.725747
0.3,0.475,0.05,0.638522
0.35,0.475,0.05,0.691166
0.4,0.475,0.05,0.691462
0.45,0.475,0.05,0.691462
0.3,0.48,0.05,0.614807
0.35,0.48,0.05,0.655246
0.4,0.48,0.05,0.655422
0.45,0.48,0.05,0.655422
0.3,0.485,0.05,0.587373
0.35,0.485,0.05,0.61781
0.4,0.485,0.05,0.617911
0.45,0.485,0.05,0.617911
0.3,0.49,0.05,0.556781
0.35,0.49,0.05,0.579203
0.4,0.49,0.05,0.57926
0.45,0.49,0.05,0.57926
0.3,0.495,0.05,0.523647
0.35,0.495,0.05,0.539797
0.4,0.495,0.05,0.539828
0.45,0.495,0.05,0.539828
0.3,0.5,0.05,0.488625
0.35,0.5,0.05,0.499984
0.4,0.5,0.05,0.5
0.45,0.5,0.05,0.5
0.3,0.505,0.05,0.452371
0.35,0.505,0.05,0.460164
0.4,0.505,0.05,0.460172
0.45,0.505,0.05,0.460172
0.3,0.51,0.05,0.415528
0.35,0.51,0.05,0.420736
0.4,0.51,0.05,0.42074
0.45,0.51,0.05,0.42074
0.3,0.515,0.05,0.378701
0.35,0.515,0.05,0.382087
0.4,0.515,0.05,0.382089
0.45,0.515,0.05,0.382089
0.3,0.52,0.05,0.342439
0.35,0.52,0.05,0.344577
0.4,0.52,0.05,0.344578
0.45,0.52,0.05,0.344578
0.3,0.525,0.05,0.307226
0.35,0.525,0.05,0.308537
0.4,0.525,0.05,0.308538
0.45,0.525,0.05,0.308538
0.3,0.53,0.05,0.273475
0.35,0.53,0.05,0.274253
0.4,0.53,0.05,0.274253
0.45,0.53,0.05,0.274253
0.3,0.535,0.05,0.241517
0.35,0.535,0.05,0.241964
0.4,0.535,0.05,0.241964
0.45,0.535,0.05,0.241964
0.3,0.54,0.05,0.211608
0.35,0.54,0.05,0.211855
0.4,0.54,0.05,0.211855
0.45,0.54,0.05,0.211855
0.3,0.545,0.05,0.183928
0.35,0.545,0.05,0.18406
0.4,0.545,0.05,0.18406
0.45,0.545,0.05,0.18406
0.3,0.55,0.05,0.158587
0.35,0.55,0.05,0.158655
0.4,0.55,0.05,0.158655
0.45,0.55,0.05,0.158655
0.3,0.555,0.05,0.135632
0.35,0.555,0.05,0.135666
0.4,0.555,0.05,0.135666
0.3,0.56,0.05,0.115054
0.35,0.56,0.05,0.11507
0.4,0.56,0.05,0.11507
0.3,0.565,0.05,0.0967933
0.35,0.565,0.05,0.0968005
0.4,0.565,0.05,0.0968005
0.3,0.57,0.05,0.0807535
0.35,0.57,0.05,0.0807567
0.4,0.57,0.05,0.0807567
0.3,0.575,0.05,0.0668059
0.35,0.575,0.05,0.0668072
0.4,0.575,0.05,0.0668072
0.3,0.58,0.05,0.0547988
0.35,0.58,0.05,0.0547993
0.4,0.58,0.05,0.0547993
0.3,0.585,0.05,0.0445653
0.35,0.585,0.05,0.0445655
0.4,0.585,0.05,0.0445655
0.3,0.59,0.05,0.0359303
0.35,0.59,0.05,0.0359303
0.4,0.59,0.05,0.0359303
0.3,0.595,0.05,0.0287165
0.35,0.595,0.05,0.0287166
0.4,0.595,0.05,0.0287166
0.3,0.6,0.05,0.0227501
0.35,0.6,0.05,0.0227501
0.4,0.6,0.05,0.0227501
0.3,0,0.08,0.00620967
0.35,0,0.08,0.0303964
0.4,0,0.08,0.10565
0.45,0,0.08,0.265986
0.3,0.005,0.08,0.00654786
0.35,0.005,0.08,0.0319401
0.4,0.005,0.08,0.110311
0.45,0.005,0.08,0.275343
0.3,0.01,0.08,0.0069059
0.35,0.01,0.08,0.0335646
0.4,0.01,0.08,0.115168
0.45,0.01,0.08,0.284956
0.3,0.015,0.08,0.00728502
0.35,0.015,0.08,0.035274
0.4,0.015,0.08,0.120226
0.45,0.015,0.08,0.294826
0.3,0.02,0.08,0.00768652
0.35,0.02,0.08,0.0370728
0.4,0.02,0.08,0.125493
0.45,0.02,0.08,0.304954
0.3,0.025,0.08,0.0081118
0.35,0.025,0.08,0.0389654
0.4,0.025,0.08,0.130975
0.45,0.025,0.08,0.31534
0.3,0.03,0.08,0.00856232
0.35,0.03,0.08,0.0409567
0.4,0.03,0.08,0.136679
0.45,0.03,0.08,0.325984
0.3,0.035,0.08,0.00903966
0.35,0.035,0.08,0.0430516
0.4,0.035,0.08,0.142613
0.45,0.035,0.08,0.336883
0.3,0.04,0.08,0.00954548
0.35,0.04,0.08,0.0452555
0.4,0.04,0.08,0.148783
0.45,0.04,0.08,0.348037
0.3,0.045,0.08,0.0100816
0.35,0.045,0.08,0.0475737
0.4,0.045,0.08,0.155196
0.45,0.045,0.08,0.359443
0.3,0.05,0.08,0.0106498
0.35,0.05,0.08,0.050012
0.4,0.05,0.08,0.16186
0.45,0.05,0.08,0.371098
0.3,0.055,0.08,0.0112522
0.35,0.055,0.08,0.0525764
0.4,0.055,0.08,0.168781
0.45,0.055,0.08,0.382997
0.3,0.06,0.08,0.0118908
0.35,0.06,0.08,0.0552729
0.4,0.06,0.08,0.175965
0.45,0.06,0.08,0.395136
0.3,0.065,0.08,0.012568
0.35,0.065,0.08,0.0581081
0.4,0.065,0.08,0.183421
0.45,0.065,0.08,0.407509
0.3,0.07,0.08,0.0132862
0.35,0.07,0.08,0.0610886
0.4,0.07,0.08,0.191153
0.45,0.07,0.08,0.42011
0.3,0.075,0.08,0.0140479
0.35,0.075,0.08,0.0642215
0.4,0.075,0.08,0.199169
0.45,0.075,0.08,0.43293
0.3,0.08,0.08,0.0148558
0.35,0.08,0.08,0.067514
0.4,0.08,0.08,0.207474
0.45,0.08,0.08,0.445962
0.3,0.085,0.08,0.0157129
0.35,0.085,0.08,0.0709735
0.4,0.085,0.08,0.216075
0.45,0.085,0.08,0.459196
0.3,0.09,0.08,0.0166221
0.35,0.09,0.08,0.0746078
0.4,0.09,0.08,0.224976
0.45,0.09,0.08,0.472622
0.3,0.095,0.08,0.0175868
0.35,0.095,0.08,0.0784249
0.4,0.095,0.08,0.234184
0.45,0.095,0.08,0.486227
0.3,0.1,0.08,0.0186104
0.35,0.1,0.08,0.0824332
0.4,0.1,0.08,0.243702
0.45,0.1,0.08,0.5
0.3,0.105,0.08,0.0196966
0.35,0.105,0.08,0.0866412
0.4,0.105,0.08,0.253535
0.45,0.105,0.08,0.513927
0.3,0.11,0.08,0.0208492
0.35,0.11,0.08,0.0910577
0.4,0.11,0.08,0.263686
0.45,0.11,0.08,0.527992
0.3,0.115,0.08,0.0220725
0.35,0.115,0.08,0.0956917
0.4,0.115,0.08,0.274159
0.45,0.115,0.08,0.542182
0.3,0.12,0.08,0.0233707
0.35,0.12,0.08,0.100553
0.4,0.12,0.08,0.284955
0.45,0.12,0.08,0.556477
0.3,0.125,0.08,0.0247484
0.35,0.125,0.08,0.10565
0.4,0.125,0.08,0.296078
0.45,0.125,0.08,0.570862
0.3,0.13,0.08,0.0262108
0.35,0.13,0.08,0.110993
0.4,0.13,0.08,0.307526
0.45,0.13,0.08,0.585317
0.3,0.135,0.08,0.0277628
0.35,0.135,0.08,0.116592
0.4,0.135,0.08,0.319301
0.45,0.135,0.08,0.599822
0.3,0.14,0.08,0.02941
0.35,0.14,0.08,0.122457
0.4,0.14,0.08,0.3314
0.45,0.14,0.08,0.614357
0.3,0.145,0.08,0.0311582
0.35,0.145,0.08,0.128598
0.4,0.145,0.08,0.343823
0.45,0.145,0.08,0.628899
0.3,0.15,0.08,0.0330137
0.35,0.15,0.08,0.135026
0.4,0.15,0.08,0.356566
0.45,0.15,0.08,0.643428
0.3,0.155,0.08,0.0349828
0.35,0.155,0.08,0.14175
0.4,0.155,0.08,0.369624
0.45,0.155,0.08,0.657919
0.3,0.16,0.08,0.0370724
0.35,0.16,0.08,0.148782
0.4,0.16,0.08,0.382993
0.45,0.16,0.08,0.672349
0.3,0.165,0.08,0.0392897
0.35,0.165,0.08,0.156131
0.4,0.165,0.08,0.396664
0.45,0.165,0.08,0.686694
0.3,0.17,0.08,0.0416424
0.35,0.17,0.08,0.163808
0.4,0.17,0.08,0.410631
0.45,0.17,0.08,0.700928
0.3,0.175,0.08,0.0441385
0.35,0.175,0.08,0.171823
0.4,0.175,0.08,0.424882
0.45,0.175,0.08,0.715027
0.3,0.18,0.08,0.0467865
0.35,0.18,0.08,0.180186
0.4,0.18,0.08,0.439406
0.45,0.18,0.08,0.728965
0.3,0.185,0.08,0.049595
0.35,0.185,0.08,0.188907
0.4,0.185,0.08,0.454192
0.45,0.185,0.08,0.742717
0.3,0.19,0.08,0.0525736
0.35,0.19,0.08,0.197995
0.4,0.19,0.08,0.469223
0.45,0.19,0.08,0.756258
0.3,0.195,0.08,0.0557318
0.35,0.195,0.08,0.20746
0.4,0.195,0.08,0.484484
0.45,0.195,0.08,0.769561
0.3,0.2,0.08,0.0590799
0.35,0.2,0.08,0.217309
0.4,0.2,0.08,0.499956
0.45,0.2,0.08,0.782603
0.3,0.205,0.08,0.0626285
0.35,0.205,0.08,0.22755
0.4,0.205,0.08,0.515619
0.45,0.205,0.08,0.795358
0.3,0.21,0.08,0.0663887
0.35,0.21,0.08,0.23819
0.4,0.21,0.08,0.531452
0.45,0.21,0.08,0.807802
0.3,0.215,0.08,0.070372
0.35,0.215,0.08,0.249236
0.4,0.215,0.08,0.547431
0.45,0.215,0.08,0.819912
0.3,0.22,0.08,0.0745904
0.35,0.22,0.08,0.260692
0.4,0.22,0.08,0.563529
0.45,0.22,0.08,0.831666
0.3,0.225,0.08,0.0790563
0.35,0.225,0.08,0.272563
0.4,0.225,0.08,0.57972
0.45,0.225,0.08,0.843041
0.3,0.23,0.08,0.0837824
0.35,0.23,0.08,0.284851
0.4,0.23,0.08,0.595973
0.45,0.23,0.08,0.854017
0.3,0.235,0.08,0.0887818
0.35,0.235,0.08,0.297556
0.4,0.235,0.08,0.612258
0.45,0.235,0.08,0.864574
0.3,0.24,0.08,0.094068
0.35,0.24,0.08,0.310678
0.4,0.24,0.08,0.628539
0.45,0.24,0.08,0.874694
0.3,0.245,0.08,0.0996548
0.35,0.245,0.08,0.324215
0.4,0.245,0.08,0.644783
0.45,0.245,0.08,0.88436
0.3,0.25,0.08,0.105556
0.35,0.25,0.08,0.33816
0.4,0.25,0.08,0.660951
0.45,0.25,0.08,0.893555
0.3,0.255,0.08,0.111785
0.35,0.255,0.08,0.352508
0.4,0.255,0.08,0.677004
0.45,0.255,0.08,0.902266
0.3,0.26,0.08,0.118357
0.35,0.26,0.08,0.367246
0.4,0.26,0.08,0.692901
0.45,0.26,0.08,0.910478
0.3,0.265,0.08,0.125285
0.35,0.265,0.08,0.382363
0.4,0.265,0.08,0.708599
0.45,0.265,0.08,0.918179
0.3,0.27,0.08,0.132583
0.35,0.27,0.08,0.397842
0.4,0.27,0.08,0.724053
0.45,0.27,0.08,0.925359
0.3,0.275,0.08,0.140264
0.35,0.275,0.08,0.413663
0.4,0.275,0.08,0.739218
0.45,0.275,0.08,0.932006
0.3,0.28,0.08,0.14834
0.35,0.28,0.08,0.429801
0.4,0.28,0.08,0.754045
0.45,0.28,0.08,0.938111
0.3,0.285,0.08,0.156823
0.35,0.285,0.08,0.446229
0.4,0.285,0.08,0.768485
0.45,0.285,0.08,0.943666
0.3,0.29,0.08,0.165724
0.35,0.29,0.08,0.462913
0.4,0.29,0.08,0.782489
0.45,0.29,0.08,0.948663
0.3,0.295,0.08,0.175051
0.35,0.295,0.08,0.479816
0.4,0.295,0.08,0.796004
0.45,0.295,0.08,0.953092
0.3,0.3,0.08,0.184812
0.35,0.3,0.08,0.496895
0.4,0.3,0.08,0.808978
0.45,0.3,0.08,0.956948
0.3,0.305,0.08,0.195012
0.35,0.305,0.08,0.514102
0.4,0.305,0.08,0.821359
0.45,0.305,0.08,0.96022
0.3,0.31,0.08,0.205653
0.35,0.31,0.08,0.531383
0.4,0.31,0.08,0.833092
0.45,0.31,0.08,0.962902
0.3,0.315,0.08,0.216736
0.35,0.315,0.08,0.548678
0.4,0.315,0.08,0.844123
0.45,0.315,0.08,0.964983
0.3,0.32,0.08,0.228255
0.35,0.32,0.08,0.56592
0.4,0.32,0.08,0.8544
0.45,0.32,0.08,0.966454
0.3,0.325,0.08,0.240204
0.35,0.325,0.08,0.583039
0.4,0.325,0.08,0.863867
0.45,0.325,0.08,0.967304
0.3,0.33,0.08,0.252569
0.35,0.33,0.08,0.599957
0.4,0.33,0.08,0.872473
0.45,0.33,0.08,0.967519
0.3,0.335,0.08,0.265333
0.35,0.335,0.08,0.616588
0.4,0.335,0.08,0.880165
0.45,0.335,0.08,0.967087
0.3,0.34,0.08,0.278473
0.35,0.34,0.08,0.632845
0.4,0.34,0.08,0.886893
0.45,0.34,0.08,0.965991
0.3,0.345,0.08,0.291959
0.35,0.345,0.08,0.648631
0.4,0.345,0.08,0.892608
0.45,0.345,0.08,0.964214
0.3,0.35,0.08,0.305755
0.35,0.35,0.08,0.663849
0.4,0.35,0.08,0.897264
0.45,0.35,0.08,0.961738
0.3,0.355,0.08,0.319818
0.35,0.355,0.08,0.678393
0.4,0.355,0.08,0.900815
0.45,0.355,0.08,0.958543
0.3,0.36,0.08,0.334095
0.35,0.36,0.08,0.692157
0.4,0.36,0.08,0.903223
0.45,0.36,0.08,0.954606
0.3,0.365,0.08,0.348529
0.35,0.365,0.08,0.705032
0.4,0.365,0.08,0.904448
0.45,0.365,0.08,0.949904
0.3,0.37,0.08,0.36305
0.35,0.37,0.08,0.716909
0.4,0.37,0.08,0.904458
0.45,0.37,0.08,0.944414
0.3,0.375,0.08,0.377583
0.35,0.375,0.08,0.727678
0.4,0.375,0.08,0.903223
0.45,0.375,0.08,0.938111
0.3,0.38,0.08,0.392043
0.35,0.38,0.08,0.73723
0.4,0.38,0.08,0.900718
0.45,0.38,0.08,0.93097
0.3,0.385,0.08,0.406337
0.35,0.385,0.08,0.745463
0.4,0.385,0.08,0.896926
0.45,0.385,0.08,0.922966
0.3,0.39,0.08,0.420364
0.35,0.39,0.08,0.752276
0.4,0.39,0.08,0.891831
0.45,0.39,0.08,0.914077
0.3,0.395,0.08,0.434015
0.35,0.395,0.08,0.757578
0.4,0.395,0.08,0.885425
0.45,0.395,0.08,0.90428
0.3,0.4,0.08,0.447175
0.35,0.4,0.08,0.761286
0.4,0.4,0.08,0.877706
0.45,0.4,0.08,0.893555
0.3,0.405,0.08,0.459724
0.35,0.405,0.08,0.763326
0.4,0.405,0.08,0.868678
0.45,0.405,0.08,0.881886
0.3,0.41,0.08,0.471539
0.35,0.41,0.08,0.763638
0.4,0.41,0.08,0.858352
0.45,0.41,0.08,0.86926
0.3,0.415,0.08,0.482491
0.35,0.415,0.08,0.762174
0.4,0.415,0.08,0.846743
0.45,0.415,0.08,0.855668
0.3,0.42,0.08,0.492454
0.35,0.42,0.08,0.758903
0.4,0.42,0.08,0.833876
0.45,0.42,0.08,0.841107
0.3,0.425,0.08,0.501303
0.35,0.425,0.08,0.753809
0.4,0.425,0.08,0.81978
0.45,0.425,0.08,0.825579
0.3,0.43,0.08,0.508916
0.35,0.43,0.08,0.746891
0.4,0.43,0.08,0.804491
0.45,0.43,0.08,0.809093
0.3,0.435,0.08,0.515178
0.35,0.435,0.08,0.738169
0.4,0.435,0.08,0.788052
0.45,0.435,0.08,0.791664
0.3,0.44,0.08,0.519982
0.35,0.44,0.08,0.727678
0.4,0.44,0.08,0.770514
0.45,0.44,0.08,0.773315
0.3,0.445,0.08,0.523234
0.35,0.445,0.08,0.71547
0.4,0.445,0.08,0.75193
0.45,0.445,0.08,0.754078
0.3,0.45,0.08,0.524853
0.35,0.45,0.08,0.701615
0.4,0.45,0.08,0.732363
0.45,0.45,0.08,0.733989
0.3,0.455,0.08,0.524774
0.35,0.455,0.08,0.686199
0.4,0.455,0.08,0.711881
0.45,0.455,0.08,0.713096
0.3,0.46,0.08,0.522952
0.35,0.46,0.08,0.669319
0.4,0.46,0.08,0.690557
0.45,0.46,0.08,0.691452
0.3,0.465,0.08,0.51936
0.35,0.465,0.08,0.65109
0.4,0.465,0.08,0.668469
0.45,0.465,0.08,0.669119
0.3,0.47,0.08,0.513994
0.35,0.47,0.08,0.631633
0.4,0.47,0.08,0.6457
0.45,0.47,0.08,0.646166
0.3,0.475,0.08,0.506874
0.35,0.475,0.08,0.611082
0.4,0.475,0.08,0.622339
0.45,0.475,0.08,0.622667
0.3,0.48,0.08,0.498039
0.35,0.48,0.08,0.589574
0.4,0.48,0.08,0.598478
0.45,0.48,0.08,0.598705
0.3,0.485,0.08,0.487556
0.35,0.485,0.08,0.567255
0.4,0.485,0.08,0.57421
0.45,0.485,0.08,0.574365
0.3,0.49,0.08,0.475509
0.35,0.49,0.08,0.544271
0.4,0.49,0.08,0.549634
0.45,0.49,0.08,0.549738
0.3,0.495,0.08,0.462007
0.35,0.495,0.08,0.520769
0.4,0.495,0.08,0.524849
0.45,0.495,0.08,0.524917
0.3,0.5,0.08,0.447175
0.35,0.5,0.08,0.496895
0.4,0.5,0.08,0.499956
0.45,0.5,0.08,0.5
0.3,0.505,0.08,0.431156
0.35,0.505,0.08,0.472792
0.4,0.505,0.08,0.475054
0.45,0.505,0.08,0.475082
0.3,0.51,0.08,0.414106
0.35,0.51,0.08,0.448597
0.4,0.51,0.08,0.450244
0.45,0.51,0.08,0.450262
0.3,0.515,0.08,0.396191
0.35,0.515,0.08,0.424444
0.4,0.515,0.08,0.425624
0.45,0.515,0.08,0.425634
0.3,0.52,0.08,0.377583
0.35,0.52,0.08,0.400456
0.4,0.52,0.08,0.401287
0.45,0.52,0.08,0.401294
0.3,0.525,0.08,0.358459
0.35,0.525,0.08,0.376751
0.4,0.525,0.08,0.377327
0.45,0.525,0.08,0.37733
0.3,0.53,0.08,0.338994
0.35,0.53,0.08,0.353437
0.4,0.53,0.08,0.353828
0.45,0.53,0.08,0.35383
0.3,0.535,0.08,0.31936
0.35,0.535,0.08,0.330612
0.4,0.535,0.08,0.330873
0.45,0.535,0.08,0.330874
0.3,0.54,0.08,0.299721
0.35,0.54,0.08,0.308366
0.4,0.54,0.08,0.308537
0.45,0.54,0.08,0.308538
