"bioguide","name","last","state","cd","black","hisp","count","pctwhite","pctblack","pctapi","pctaian","pct2prace","pcthispanic","matched"
"R000606","Jamie Raskin","Raskin","MD",8,FALSE,FALSE,1898,92.7819,1.05374,1.36986,0.052687,2.79241,1.94942,TRUE
"P000597","Chellie Pingree","Pingree","ME",1,FALSE,FALSE,988,89.9798,0.303644,1.21457,1.31579,3.4413,3.74494,TRUE
"G000592","Jared F. Golden","Golden","ME",2,FALSE,FALSE,47533,72.0152,19.113,0.759472,0.732123,4.07717,3.30297,TRUE
"B001301","Jack Bergman","Bergman","MI",1,FALSE,FALSE,17517,91.4711,1.18742,0.782097,0.508078,3.03705,3.01421,TRUE
"M001194","John R. Moolenaar","Moolenaar","MI",2,FALSE,FALSE,121,50.4132,30.5785,0.826446,0.826446,9.91736,7.43802,TRUE
"S001221","Hillary J. Scholten","Scholten","MI",3,FALSE,FALSE,2582,94.0744,0.542215,0.580945,0.154919,2.20759,2.43997,TRUE
"H001058","Bill Huizenga","Huizenga","MI",4,FALSE,FALSE,2090,94.7368,0.526316,0.62201,0,1.86603,2.2488,TRUE
"W000798","Tim Walberg","Walberg","MI",5,FALSE,FALSE,1079,90.2688,0.278035,1.48285,1.11214,3.24374,3.61446,TRUE
"D000624","Debbie Dingell","Dingell","MI",6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"S001208","Elissa Slotkin","Slotkin","MI",7,FALSE,FALSE,237,92.827,0.843882,0.421941,0,3.79747,2.1097,TRUE
"K000380","Daniel T. Kildee","Kildee","MI",8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"M001136","Lisa C. McClain","McClain","MI",9,FALSE,FALSE,45911,59.2734,31.6112,0.437804,0.483544,4.85505,3.33907,TRUE
"J000307","John James","James","MI",10,TRUE,FALSE,243502,48.4111,38.3447,1.79834,2.36672,4.84226,4.23693,TRUE
"S001215","Haley M. Stevens","Stevens","MI",11,FALSE,FALSE,177585,78.5765,11.4463,0.805248,1.20506,4.1749,3.79199,TRUE
"T000481","Rashida Tlaib","Tlaib","MI",12,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"T000488","Shri Thanedar","Thanedar","MI",13,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"F000475","Brad Finstad","Finstad","MN",1,FALSE,FALSE,856,92.757,0.584112,0.700935,0.700935,2.45327,2.80374,TRUE
"C001119","Angie Craig","Craig","MN",2,FALSE,FALSE,87675,75.9532,14.9187,0.773311,0.755061,4.25549,3.34417,TRUE
"P000616","Dean Phillips","Phillips","MN",3,FALSE,FALSE,343656,73.5459,16.7959,0.726599,0.959972,4.50974,3.46189,TRUE
"M001143","Betty McCollum","McCollum","MN",4,FALSE,FALSE,19037,74.4445,17.3189,0.635604,0.43074,4.1183,3.05195,TRUE
"O000173","Ilhan Omar","Omar","MN",5,TRUE,FALSE,11435,28.2991,54.3857,8.44775,0.332313,4.87976,3.65544,TRUE
"E000294","Tom Emmer","Emmer","MN",6,FALSE,FALSE,1021,92.8501,0.29383,0.685602,0,2.44858,3.72184,TRUE
"F000470","Michelle Fischbach","Fischbach","MN",7,FALSE,FALSE,1855,91.6981,0,0.916442,0,2.64151,4.74394,TRUE
"S001212","Pete Stauber","Stauber","MN",8,FALSE,FALSE,1676,94.5107,0.536993,1.19332,0,1.67064,2.08831,TRUE
"B001224","Cori Bush","Bush","MO",1,TRUE,FALSE,80122,69.2394,21.7481,0.715159,0.743866,4.31217,3.24131,TRUE
"W000812","Ann Wagner","Wagner","MO",2,FALSE,FALSE,149267,89.5442,2.64894,0.738944,0.475658,3.1581,3.43411,TRUE
"L000569","Blaine Luetkemeyer","Luetkemeyer","MO",3,FALSE,FALSE,472,92.161,0.211864,0.423729,0.211864,4.23729,2.75424,TRUE
"A000379","Mark Alford","Alford","MO",4,FALSE,FALSE,29646,61.8566,29.7679,0.465493,0.731971,4.06126,3.11678,TRUE
"C001061","Emanuel Cleaver","Cleaver","MO",5,TRUE,FALSE,4413,80.8067,9.81192,1.0877,0.861092,3.9429,3.48969,TRUE
"G000546","Sam Graves","Graves","MO",6,FALSE,FALSE,80533,67.2445,23.0763,0.560019,0.72641,4.71608,3.67675,TRUE
"B001316","Eric Burlison","Burlison","MO",7,FALSE,FALSE,1727,90.5617,1.15808,0.405327,0.984366,3.93746,2.9531,TRUE
"S001195","Jason Smith","Smith","MO",8,FALSE,FALSE,2369644,67.9949,22.618,0.681073,0.833205,4.37243,3.5004,TRUE
"K000388","Trent Kelly","Kelly","MS",1,FALSE,FALSE,255516,75.636,15.7646,0.763944,0.511514,3.60838,3.71562,TRUE
"T000193","Bennie G. Thompson","Thompson","MS",2,TRUE,FALSE,640099,67.1385,22.9483,0.712702,1.13108,4.59819,3.47118,TRUE
"G000591","Michael Guest","Guest","MS",3,FALSE,FALSE,9197,74.7853,15.9617,0.771991,0.619767,4.34924,3.51201,TRUE
"E000235","Mike Ezell","Ezell","MS",4,FALSE,FALSE,10617,65.8755,26.2409,0.376754,0.480362,4.67175,2.35471,TRUE
"Z000018","Ryan K. Zinke","Zinke","MT",1,FALSE,FALSE,1047,91.3085,0.477555,0.859599,0.286533,2.67431,4.39351,TRUE
"R000103","Matthew M. Rosendale, Sr.","Rosendale","MT",2,FALSE,FALSE,697,92.8264,0.143472,0.71736,0.430416,2.43902,3.44333,TRUE
"D000230","Donald G. Davis","Davis","NC",1,TRUE,FALSE,1074448,59.6162,30.8005,0.628043,0.776492,4.73564,3.44316,TRUE
"R000305","Deborah K. Ross","Ross","NC",2,FALSE,FALSE,224952,66.0096,23.9909,0.753939,0.841513,4.55208,3.85193,TRUE
"M001210","Gregory F. Murphy","Murphy","NC",3,FALSE,FALSE,298047,80.5269,11.163,0.724047,0.583465,3.5538,3.44878,TRUE
"F000477","Valerie P. Foushee","Foushee","NC",4,TRUE,FALSE,1296,66.5123,25.9259,0.385802,0.385802,4.78395,2.00617,TRUE
"F000450","Virginia Foxx","Foxx","NC",5,FALSE,FALSE,3172,42.7175,45.0189,0.882724,1.19798,6.39975,3.7831,TRUE
"M001135","Kathy E. Manning","Manning","NC",6,FALSE,FALSE,71809,70.9688,19.8889,0.733891,0.761743,4.25573,3.39094,TRUE
"R000603","David Rouzer","Rouzer","NC",7,FALSE,FALSE,415,76.3855,15.6627,2.40964,0.481928,3.61446,1.44578,TRUE
"B001311","Dan Bishop","Bishop","NC",8,FALSE,FALSE,112014,81.3059,9.96572,0.746335,0.488332,4.06913,3.42457,TRUE
"H001067","Richard Hudson","Hudson","NC",9,FALSE,FALSE,129935,64.0636,26.7711,0.647247,0.803479,4.55997,3.15465,TRUE
"M001156","Patrick T. McHenry","McHenry","NC",10,FALSE,FALSE,11099,74.0697,16.4429,0.729795,0.964051,4.47788,3.31561,TRUE
"E000246","Chuck Edwards","Edwards","NC",11,FALSE,FALSE,320927,59.4733,30.8612,0.66121,0.713246,4.79548,3.4955,TRUE
"A000370","Alma S. Adams","Adams","NC",12,TRUE,FALSE,413470,71.1067,19.488,0.713957,0.745157,4.34155,3.60461,TRUE
"N000194","Wiley Nickel","Nickel","NC",13,FALSE,FALSE,7681,92.8265,0.429632,0.781148,0.416612,2.96836,2.57779,TRUE
"J000308","Jeff Jackson","Jackson","NC",14,FALSE,FALSE,686937,38.2994,51.2494,0.532072,0.968648,5.4564,3.49406,TRUE
"A000377","Kelly Armstrong","Armstrong","ND",0,FALSE,FALSE,129826,69.6555,20.4335,0.690925,0.881179,4.50064,3.83821,TRUE
"F000474","Mike Flood","Flood","NE",1,FALSE,FALSE,16576,76.6409,13.9117,0.838562,1.01351,3.82481,3.77051,TRUE
"B001298","Don Bacon","Bacon","NE",2,FALSE,FALSE,28803,72.6279,17.519,0.930459,1.28459,4.4787,3.15939,TRUE
"S001172","Adrian Smith","Smith","NE",3,FALSE,FALSE,2369644,67.9949,22.618,0.681073,0.833205,4.37243,3.5004,TRUE
"P000614","Chris Pappas","Pappas","NH",1,FALSE,FALSE,15199,91.6573,0.618462,0.684256,0.171064,2.25673,4.61215,TRUE
"K000382","Ann M. Kuster","Kuster","NH",2,FALSE,FALSE,1834,90.9487,0.654308,0.708833,0.218103,3.27154,4.19847,TRUE
"N000188","Donald Norcross","Norcross","NJ",1,FALSE,FALSE,2884,89.4938,0.312067,0.9362,2.9473,3.19001,3.12067,TRUE
"V000133","Jefferson Van Drew","Van Drew","NJ",2,FALSE,FALSE,22649,73.0584,17.5372,0.785907,0.591638,4.36664,3.66021,TRUE
"K000394","Andy Kim","Kim","NJ",3,FALSE,FALSE,274068,2.45596,0.332764,93.8369,0.0153247,2.45487,0.904155,TRUE
"S000522","Christopher H. Smith","Smith","NJ",4,FALSE,FALSE,2369644,67.9949,22.618,0.681073,0.833205,4.37243,3.5004,TRUE
"G000583","Josh Gottheimer","Gottheimer","NJ",5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"P000034","Frank Pallone, Jr.","Pallone","NJ",6,FALSE,FALSE,772,92.6166,0.777202,0.518135,0.259067,1.81347,4.01554,TRUE
"K000398","Thomas H. Kean, Jr.","Kean","NJ",7,FALSE,FALSE,3860,88.601,1.73575,3.00518,0.414508,2.92746,3.31606,TRUE
"M001226","Robert Menendez","Menendez","NJ",8,FALSE,TRUE,11548,10.4607,0.995843,0.372359,0.0952546,0.381018,87.6948,TRUE
"P000096","Bill Pascrell, Jr.","Pascrell","NJ",9,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"P000604","Donald M. Payne, Jr.","Payne","NJ",10,TRUE,FALSE,137217,69.006,21.7393,0.580103,0.53419,4.72828,3.41211,TRUE
"S001207","Mikie Sherrill","Sherrill","NJ",11,FALSE,FALSE,12696,79.8913,11.2161,0.511972,0.78765,4.7259,2.86704,TRUE
"W000822","Bonnie Watson Coleman","Watson Coleman","NJ",12,TRUE,FALSE,211259,47.6439,43.1087,0.511221,0.461992,5.01564,3.25856,TRUE
"S001218","Melanie A. Stansbury","Stansbury","NM",1,FALSE,FALSE,4788,78.3417,12.3225,0.75188,0.438596,4.46951,3.67586,TRUE
"V000136","Gabe Vasquez","Vasquez","NM",2,FALSE,TRUE,201992,5.45863,0.623787,0.8936,0.340608,0.347043,92.3363,TRUE
"L000273","Teresa Leger Fernandez","Leger Fernandez","NM",3,FALSE,TRUE,185352,7.90766,1.19502,5.88826,0.190448,1.04396,83.7747,TRUE
"T000468","Dina Titus","Titus","NV",1,FALSE,FALSE,15137,75.9001,12.3803,2.88697,1.32787,3.78543,3.71936,TRUE
"A000369","Mark E. Amodei","Amodei","NV",2,FALSE,FALSE,445,94.8315,0,0.224719,0,0.898876,4.04494,TRUE
"L000590","Susie Lee","Lee","NV",3,FALSE,FALSE,695657,33.2401,15.2613,43.8986,0.902169,4.16398,2.53386,TRUE
"H001066","Steven Horsford","Horsford","NV",4,TRUE,FALSE,618,26.699,61.4887,0.323625,0.323625,3.8835,7.28155,TRUE
"L000598","Nick LaLota","LaLota","NY",1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"G000597","Andrew R. Garbarino","Garbarino","NY",2,FALSE,FALSE,1414,92.0792,0.353607,0.990099,0,1.76803,4.80905,TRUE
"S001222","George Santos","Santos","NY",3,FALSE,TRUE,144026,19.4215,2.61133,14.1176,0.274256,2.22182,61.3535,TRUE
"D000632","Anthony D’Esposito","D'Esposito","NY",4,FALSE,TRUE,783,90.0383,0,0.766284,0,2.68199,6.51341,TRUE
"M001137","Gregory W. Meeks","Meeks","NY",5,TRUE,FALSE,28638,70.7417,20.1934,0.464418,0.953279,4.61624,3.03094,TRUE
"M001188","Grace Meng","Meng","NY",6,FALSE,FALSE,7390,23.8295,0.338295,71.8539,0.284168,1.4479,2.24628,TRUE
"V000081","Nydia M. Velázquez","Velázquez","NY",7,FALSE,TRUE,65353,3.69685,0.514131,0.221872,0.140774,0.231053,95.1953,TRUE
"J000294","Hakeem S. Jeffries","Jeffries","NY",8,TRUE,FALSE,22137,61.8828,28.2197,0.627908,0.862809,5.15427,3.25247,TRUE
"C001067","Yvette D. Clarke","Clarke","NY",9,TRUE,FALSE,70011,56.7754,32.9591,0.885575,0.33709,4.27076,4.77211,TRUE
"G000599","Daniel S. Goldman","Goldman","NY",10,FALSE,FALSE,22740,89.1909,4.20405,0.822339,0.224274,2.37467,3.18382,TRUE
"M000317","Nicole Malliotakis","Malliotakis","NY",11,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE
"N000002","Jerrold Nadler","Nadler","NY",12,FALSE,FALSE,2705,93.2717,0.51756,0.702403,0.110906,2.10721,3.2902,TRUE
"E000297","Adriano Espaillat","Espaillat","NY",13,TRUE,TRUE,1249,6.56525,0.720576,0.320256,0.0800641,0.160128,92.1537,TRUE
"O000172","Alexandria Ocasio-Cortez","Ocasio-Cortez","NY",14,FALSE,TRUE,95625,6.55895,0.686013,3.2983,0.317908,0.611765,88.5271,TRUE
"T000486","Ritchie Torres","Torres","NY",15,TRUE,TRUE,435998,5.6186,0.67615,1.62891,0.238533,0.40436,91.4334,TRUE
"B001223","Jamaal Bowman","Bowman","NY",16,TRUE,FALSE,100205,78.1189,13.159,0.640687,0.799361,4.12255,3.15952,TRUE
"L000599","Michael Lawler","Lawler","NY",17,FALSE,FALSE,14051,86.5134,5.15266,0.81133,0.355847,3.40189,3.76486,TRUE
"R000579","Patrick Ryan","Ryan","NY",18,FALSE,FALSE,137599,88.8524,2.95642,0.995647,0.395352,3.14392,3.65628,TRUE
"M001221","Marcus J. Molinaro","Molinaro","NY",19,FALSE,FALSE,2732,91.9839,0.549048,0.439239,0.0732064,2.37921,4.5754,TRUE
"T000469","Paul Tonko","Tonko","NY",20,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"S001196","Elise M. Stefanik","Stefanik","NY",21,FALSE,FALSE,1372,94.8251,0.0728863,0.291545,0,1.89504,2.91545,TRUE
"W000828","Brandon Williams","Williams","NY",22,FALSE,FALSE,1561395,43.8243,46.2204,0.589793,0.781673,5.08475,3.49905,TRUE
"L000600","Nicholas A. Langworthy","Langworthy","NY",23,FALSE,FALSE,1785,88.8515,2.01681,1.28852,0.560224,4.48179,2.80112,TRUE
"T000478","Claudia Tenney","Tenney","NY",24,FALSE,FALSE,6977,91.7873,1.63394,0.644976,0.243658,3.11022,2.57991,TRUE
"M001206","Joseph D. Morelle","Morelle","NY",25,FALSE,FALSE,171,79.5322,7.60234,2.92398,0,1.16959,8.77193,TRUE
"H001038","Brian Higgins","Higgins","NY",26,FALSE,FALSE,75781,81.2724,10.4116,0.683549,0.467136,3.78459,3.38079,TRUE
"L000601","Greg Landsman","Landsman","OH",1,FALSE,FALSE,1200,92.6667,1.58333,0.416667,0.333333,1.66667,3.33333,TRUE
"W000815","Brad R. Wenstrup","Wenstrup","OH",2,FALSE,FALSE,243,92.1811,0,0,0.411523,6.58436,0.823045,TRUE
"B001281","Joyce Beatty","Beatty","OH",3,TRUE,FALSE,24371,78.1174,13.3314,0.619589,0.730376,4.03759,3.1636,TRUE
"J000289","Jim Jordan","Jordan","OH",4,FALSE,FALSE,200984,58.4803,30.2487,0.6707,0.707021,4.60932,5.284,TRUE
"L000566","Robert E. Latta","Latta","OH",5,FALSE,FALSE,5372,80.417,9.67982,0.744602,0.819062,5.11914,3.2204,TRUE
"J000292","Bill Johnson","Johnson","OH",6,FALSE,FALSE,1858234,56.7854,33.5641,0.707984,0.880675,4.72432,3.33752,TRUE
"M001222","Max L. Miller","Miller","OH",7,FALSE,FALSE,1129186,81.4662,10.4606,0.681553,0.620358,3.67707,3.09418,TRUE
"D000626","Warren Davidson","Davidson","OH",8,FALSE,FALSE,100706,80.8542,10.0103,0.869859,0.608703,4.0941,3.56285,TRUE
"K000009","Marcy Kaptur","Kaptur","OH",9,FALSE,FALSE,221,92.7602,0,2.26244,0,3.61991,1.35747,TRUE
"T000463","Michael R. Turner","Turner","OH",10,FALSE,FALSE,333512,61.9291,29.0247,0.553203,0.549905,4.72187,3.22117,TRUE
"B001313","Shontel M. Brown","Brown","OH",11,TRUE,FALSE,1386083,55.4319,34.684,0.660855,0.846847,4.82929,3.54712,TRUE
"B001306","Troy Balderson","Balderson","OH",12,FALSE,FALSE,1295,93.668,0.15444,0.849421,0.46332,3.16602,1.69884,TRUE
"S001223","Emilia Strong Sykes","Sykes","OH",13,TRUE,FALSE,26650,51.6098,39.5797,0.566604,0.311445,4.54784,3.38462,TRUE
"J000295","David P. Joyce","Joyce","OH",14,FALSE,FALSE,32875,85.0951,7.41597,0.906464,0.264639,3.1635,3.15437,TRUE
"C001126","Mike Carey","Carey","OH",15,FALSE,FALSE,53736,77.8138,13.1532,0.770433,0.647611,4.0792,3.5358,TRUE
"H001082","Kevin Hern","Hern","OK",1,FALSE,FALSE,2385,76.7296,3.43816,1.04822,0.922432,5.53459,12.327,TRUE
"B001317","Josh Brecheen","Brecheen","OK",2,FALSE,FALSE,396,85.8586,0.252525,0,1.26263,7.32323,5.30303,TRUE
"L000491","Frank D. Lucas","Lucas","OK",3,FALSE,FALSE,102949,65.8375,18.1381,1.81158,0.542016,4.03501,9.63584,TRUE
"C001053","Tom Cole","Cole","OK",4,FALSE,FALSE,187989,71.742,19.0479,0.704297,0.678763,4.48962,3.33743,TRUE
"B000740","Stephanie I. Bice","Bice","OK",5,FALSE,FALSE,6641,90.4532,1.41545,0.677609,0.587261,4.18612,2.68032,TRUE
"B001278","Suzanne Bonamici","Bonamici","OR",1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"B000668","Cliff Bentz","Bentz","OR",2,FALSE,FALSE,5455,92.2456,0.513291,0.91659,0.421632,2.93309,2.96975,TRUE
"B000574","Earl Blumenauer","Blumenauer","OR",3,FALSE,FALSE,228,88.5965,0.877193,0.438596,2.63158,5.26316,2.19298,TRUE
"H001094","Val T. Hoyle","Hoyle","OR",4,FALSE,FALSE,8727,77.7587,13.7963,0.607311,0.572935,3.48344,3.78137,TRUE
"C001135","Lori Chavez-DeRemer","Chavez-DeRemer","OR",5,FALSE,TRUE,1161,93.5401,0.430663,0.344531,0,2.32558,3.35917,TRUE
"S001226","Andrea Salinas","Salinas","OR",6,FALSE,TRUE,80378,5.78268,0.276195,1.09732,0.264998,0.400607,92.1782,TRUE
"F000466","Brian K. Fitzpatrick","Fitzpatrick","PA",1,FALSE,FALSE,39241,82.4979,9.39324,0.795087,0.453607,3.35618,3.50399,TRUE
"B001296","Brendan F. Boyle","Boyle","PA",2,FALSE,FALSE,38028,91.1171,1.84338,0.699485,0.213001,2.72431,3.40276,TRUE
"E000296","Dwight Evans","Evans","PA",3,TRUE,FALSE,343493,65.6508,25.0124,0.638441,0.678616,4.59223,3.42744,TRUE
"D000631","Madeleine Dean","Dean","PA",4,FALSE,FALSE,109762,73.6093,16.4073,1.21445,0.649587,4.49882,3.62056,TRUE
"S001205","Mary Gay Scanlon","Scanlon","PA",5,FALSE,FALSE,11271,92.006,0.505723,1.05581,0.204064,2.84802,3.38036,TRUE
"H001085","Chrissy Houlahan","Houlahan","PA",6,FALSE,FALSE,328,93.9024,0.609756,0,0,0.609756,4.87805,TRUE
"W000826","Susan Wild","Wild","PA",7,FALSE,FALSE,8181,90.698,0.476714,0.990099,0.464491,3.63036,3.74037,TRUE
"C001090","Matt Cartwright","Cartwright","PA",8,FALSE,FALSE,21099,73.7523,16.6406,0.734632,0.748851,4.82013,3.30347,TRUE
"M001204","Daniel Meuser","Meuser","PA",9,FALSE,FALSE,580,90.5172,0.344828,1.03448,0.172414,4.13793,3.7931,TRUE
"P000605","Scott Perry","Perry","PA",10,FALSE,FALSE,211657,65.5754,24.5312,0.733734,0.772949,4.5706,3.81608,TRUE
"S001199","Lloyd Smucker","Smucker","PA",11,FALSE,FALSE,2382,97.3552,0.377834,0.167926,0,0.923594,1.17548,TRUE
"L000602","Summer L. Lee","Lee","PA",12,TRUE,FALSE,695657,33.2401,15.2613,43.8986,0.902169,4.16398,2.53386,TRUE
"J000302","John Joyce","Joyce","PA",13,FALSE,FALSE,32875,85.0951,7.41597,0.906464,0.264639,3.1635,3.15437,TRUE
"R000610","Guy Reschenthaler","Reschenthaler","PA",14,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"T000467","Glenn Thompson","Thompson","PA",15,FALSE,FALSE,640099,67.1385,22.9483,0.712702,1.13108,4.59819,3.47118,TRUE
"K000376","Mike Kelly","Kelly","PA",16,FALSE,FALSE,255516,75.636,15.7646,0.763944,0.511514,3.60838,3.71562,TRUE
"D000530","Christopher R. Deluzio","Deluzio","PA",17,FALSE,FALSE,194,94.3299,1.03093,0.515464,0,0.515464,3.60825,TRUE
"C001084","David N. Cicilline","Cicilline","RI",1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"M001223","Seth Magaziner","Magaziner","RI",2,FALSE,FALSE,143,95.8042,0,0,0,0.699301,3.4965,TRUE
"M000194","Nancy Mace","Mace","SC",1,FALSE,FALSE,11737,86.3679,3.70623,0.426003,1.29505,4.54119,3.66363,TRUE
"W000795","Joe Wilson","Wilson","SC",2,FALSE,FALSE,777275,64.4584,25.5484,0.762021,0.979962,4.6582,3.59307,TRUE
"D000615","Jeff Duncan","Duncan","SC",3,FALSE,FALSE,129708,72.9477,17.3251,0.627563,0.959077,4.56795,3.57264,TRUE
"T000480","William R. Timmons IV","Timmons","SC",4,FALSE,FALSE,19778,65.4566,26.1857,0.551117,0.444939,4.10052,3.2612,TRUE
"N000190","Ralph Norman","Norman","SC",5,FALSE,FALSE,63944,66.5848,24.3463,0.735018,0.562993,4.42106,3.34981,TRUE
"C000537","James E. Clyburn","Clyburn","SC",6,TRUE,FALSE,3033,36.3007,54.5664,0.725354,0.296736,5.24233,2.86845,TRUE
"F000478","Russell Fry","Fry","SC",7,FALSE,FALSE,36696,88.571,2.8995,0.662198,0.904731,3.69795,3.26466,TRUE
"J000301","Dusty Johnson","Johnson","SD",0,FALSE,FALSE,1858234,56.7854,33.5641,0.707984,0.880675,4.72432,3.33752,TRUE
"H001086","Diana Harshbarger","Harshbarger","TN",1,FALSE,FALSE,3065,93.7357,0.326264,0.685155,0.130506,2.74062,2.38173,TRUE
"B001309","Tim Burchett","Burchett","TN",2,FALSE,FALSE,7631,86.1879,5.97563,0.5897,0.70764,3.85271,2.68641,TRUE
"F000459","Charles J. ""Chuck"" Fleischmann","Fleischmann","TN",3,FALSE,FALSE,2149,92.3685,0.511866,0.977199,0.232666,2.97813,2.9316,TRUE
"D000616","Scott DesJarlais","DesJarlais","TN",4,FALSE,FALSE,1227,67.5632,0.570497,0.977995,19.2339,7.41646,4.23798,TRUE
"O000175","Andrew Ogles","Ogles","TN",5,FALSE,FALSE,1076,85.7807,6.41264,0.27881,0.185874,3.62454,3.71747,TRUE
"R000612","John W. Rose","Rose","TN",6,FALSE,FALSE,149763,78.3705,11.6798,0.961519,0.610298,4.20731,4.17059,TRUE
"G000590","Mark E. Green","Green","TN",7,FALSE,FALSE,415664,54.5308,35.79,0.568969,0.599523,4.74205,3.76867,TRUE
"K000392","David Kustoff","Kustoff","TN",8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"C001068","Steve Cohen","Cohen","TN",9,FALSE,FALSE,86401,86.146,5.8622,0.921286,0.0983785,2.22683,4.74532,TRUE
"M001224","Nathaniel Moran","Moran","TX",1,FALSE,FALSE,85840,61.0356,2.22973,0.823625,0.746738,2.33574,32.8285,TRUE
"C001120","Dan Crenshaw","Crenshaw","TX",2,FALSE,FALSE,17257,49.916,40.6154,0.457785,0.411427,5.16892,3.43049,TRUE
"S001224","Keith Self","Self","TX",3,FALSE,FALSE,21783,84.4374,5.77974,0.541707,1.17064,4.61369,3.45682,TRUE
"F000246","Pat Fallon","Fallon","TX",4,FALSE,FALSE,11367,91.1234,1.48676,0.87974,0.246327,2.34011,3.92364,TRUE
"G000589","Lance Gooden","Gooden","TX",5,FALSE,FALSE,10926,28.5283,62.0538,0.375252,0.924401,4.55794,3.56031,TRUE
"E000071","Jake Ellzey","Ellzey","TX",6,FALSE,FALSE,1652,68.0387,24.3341,0.605327,0.121065,3.75303,3.1477,TRUE
"F000468","Lizzie Fletcher","Fletcher","TX",7,FALSE,FALSE,79835,69.7927,20.739,0.703952,0.725246,4.40909,3.62999,TRUE
"L000603","Morgan Luttrell","Luttrell","TX",8,FALSE,FALSE,8802,88.9002,2.7721,0.590775,0.658941,4.13542,2.94251,TRUE
"G000553","Al Green","Green","TX",9,TRUE,FALSE,415664,54.5308,35.79,0.568969,0.599523,4.74205,3.76867,TRUE
"M001157","Michael T. McCaul","McCaul","TX",10,FALSE,FALSE,953,90.5561,2.20357,0.524659,0.839454,3.25289,2.62329,TRUE
"P000048","August Pfluger","Pfluger","TX",11,FALSE,FALSE,717,92.7476,0.55788,0.55788,0.69735,3.20781,2.23152,TRUE
"G000377","Kay Granger","Granger","TX",12,FALSE,FALSE,16684,74.958,16.1832,0.611364,0.671302,3.62023,3.95589,TRUE
"J000304","Ronny Jackson","Jackson","TX",13,FALSE,FALSE,686937,38.2994,51.2494,0.532072,0.968648,5.4564,3.49406,TRUE
"W000814","Randy K. Weber, Sr.","Weber","TX",14,FALSE,FALSE,106260,91.3552,1.42763,0.799925,0.337851,2.85526,3.22417,TRUE
"D000594","Monica De La Cruz","De La Cruz","TX",15,FALSE,TRUE,342580,5.63693,0.933505,5.80419,0.294822,0.893514,86.437,TRUE
"E000299","Veronica Escobar","Escobar","TX",16,FALSE,TRUE,68460,5.29068,0.502483,1.50307,0.184049,0.324277,92.1954,TRUE
"S000250","Pete Sessions","Sessions","TX",17,FALSE,FALSE,7504,77.7186,13.5794,0.839552,0.573028,3.69136,3.59808,TRUE
"J000032","Sheila Jackson Lee","Jackson Lee","TX",18,TRUE,FALSE,695657,33.2401,15.2613,43.8986,0.902169,4.16398,2.53386,TRUE
"A000375","Jodey C. Arrington","Arrington","TX",19,FALSE,FALSE,21150,48.3972,42.9314,0.382979,0.458629,4.87943,2.95035,TRUE
"C001091","Joaquin Castro","Castro","TX",20,FALSE,TRUE,187649,7.2124,0.741278,4.22917,0.256863,0.751936,86.8083,TRUE
"R000614","Chip Roy","Roy","TX",21,FALSE,FALSE,54089,68.6313,8.14398,14.5852,1.43097,3.864,3.34449,TRUE
"N000026","Troy E. Nehls","Nehls","TX",22,FALSE,FALSE,1465,93.4471,0.409556,0.955631,0,2.79863,2.38908,TRUE
"G000594","Tony Gonzales","Gonzales","TX",23,FALSE,TRUE,207620,9.96291,1.04325,4.59686,0.839514,0.92862,82.6288,TRUE
"V000134","Beth Van Duyne","Van Duyne","TX",24,FALSE,FALSE,12022,15.8709,5.27366,73.7731,0.332723,2.69506,2.05457,TRUE
"W000816","Roger Williams","Williams","TX",25,FALSE,FALSE,1561395,43.8243,46.2204,0.589793,0.781673,5.08475,3.49905,TRUE
"B001248","Michael C. Burgess","Burgess","TX",26,FALSE,FALSE,70718,72.5855,18.0223,0.770667,0.903589,4.43451,3.28346,TRUE
"C001115","Michael Cloud","Cloud","TX",27,FALSE,FALSE,14021,65.5802,16.6893,0.691819,6.4974,6.39755,4.14378,TRUE
"C001063","Henry Cuellar","Cuellar","TX",28,FALSE,TRUE,22319,7.15086,0.430127,0.430127,0.295712,0.403244,91.2899,TRUE
"G000587","Sylvia R. Garcia","Garcia","TX",29,FALSE,TRUE,1149510,5.70147,0.545015,1.64061,0.490209,0.42566,91.197,TRUE
"C001130","Jasmine Crockett","Crockett","TX",30,TRUE,FALSE,23014,59.1683,31.6112,0.560528,0.451899,4.84488,3.36317,TRUE
