GEOID,state,city,grade,total,white,black,pct_black
06037221304,CA,Los Angeles,C,3032,276,502,16.56
06037221401,CA,Los Angeles,C,3362,391,1254,37.3
06037221402,CA,Los Angeles,C,2700,401,519,19.22
06037221500,CA,Los Angeles,C,3864,368,769,19.9
06037221601,CA,Los Angeles,C,3175,380,280,8.82
06037221602,CA,Los Angeles,D,2693,306,112,4.16
06037221710,CA,Los Angeles,D,2596,403,156,6.01
06037221810,CA,Los Angeles,C,2746,539,219,7.98
06037221820,CA,Los Angeles,C,2797,964,296,10.58
06037221900,CA,Los Angeles,C,4917,1712,577,11.73
06037222001,CA,Los Angeles,D,3218,453,676,21.01
06037222002,CA,Los Angeles,D,4648,479,1048,22.55
06037222100,CA,Los Angeles,C,3712,392,722,19.45
06037222200,CA,Los Angeles,C,3878,564,741,19.11
06037222500,CA,Los Angeles,D,4702,487,853,18.14
06037222600,CA,Los Angeles,D,5141,713,909,17.68
06037224020,CA,Los Angeles,D,3231,682,379,11.73
06037224200,CA,Los Angeles,C,2385,273,110,4.61
06037224310,CA,Los Angeles,C,2090,333,99,4.74
06037224320,CA,Los Angeles,C,2962,349,173,5.84
06037224410,CA,Los Angeles,C,2906,641,216,7.43
06037224420,CA,Los Angeles,C,2068,335,166,8.03
06037224600,CA,Los Angeles,D,3501,590,381,10.88
06037224701,CA,Los Angeles,C,2077,626,146,7.03
06037224702,CA,Los Angeles,C,3287,1257,161,4.9
06037226410,CA,Los Angeles,D,3456,397,88,2.55
06037226420,CA,Los Angeles,D,5026,481,352,7.0
06037226701,CA,Los Angeles,D,2969,372,106,3.57
06037226702,CA,Los Angeles,D,2884,311,174,6.03
06037227010,CA,Los Angeles,D,4506,439,364,8.08
06037227020,CA,Los Angeles,D,3508,245,168,4.79
06037228100,CA,Los Angeles,D,4796,515,358,7.46
06037228210,CA,Los Angeles,D,3770,406,315,8.36
06037228220,CA,Los Angeles,D,4458,348,425,9.53
06037228310,CA,Los Angeles,D,4491,412,358,7.97
06037228320,CA,Los Angeles,D,3023,296,220,7.28
06037228410,CA,Los Angeles,D,3129,200,138,4.41
06037228420,CA,Los Angeles,D,3041,268,219,7.2
06037228500,CA,Los Angeles,D,5376,509,433,8.05
06037228600,CA,Los Angeles,D,4882,401,409,8.38
06037228710,CA,Los Angeles,D,4245,478,389,9.16
06037228720,CA,Los Angeles,D,4394,488,372,8.47
06037229100,CA,Los Angeles,D,4523,560,337,7.45
06037229200,CA,Los Angeles,D,4636,504,608,13.11
06037229300,CA,Los Angeles,D,5642,535,636,11.27
06037229410,CA,Los Angeles,D,3471,350,392,11.29
06037229420,CA,Los Angeles,D,4681,490,501,10.7
06037231100,CA,Los Angeles,D,3148,339,396,12.58
06037231210,CA,Los Angeles,C,3793,337,779,20.54
06037231301,CA,Los Angeles,C,2797,228,565,20.2
06037231302,CA,Los Angeles,C,2733,269,719,26.31
06037231400,CA,Los Angeles,C,4590,441,1200,26.14
06037231500,CA,Los Angeles,C,4725,463,1463,30.96
06037231601,CA,Los Angeles,C,2254,197,652,28.93
06037231602,CA,Los Angeles,C,2148,225,466,21.69
06037231603,CA,Los Angeles,C,2737,184,472,17.25
06037231710,CA,Los Angeles,C,4311,358,572,13.27
06037231720,CA,Los Angeles,C,5060,385,790,15.61
06037231800,CA,Los Angeles,C,5253,554,600,11.42
06037231901,CA,Los Angeles,C,2741,218,385,14.05
06037231902,CA,Los Angeles,C,3166,301,486,15.35
06037232110,CA,Los Angeles,C,3336,338,539,16.16
06037232120,CA,Los Angeles,C,5019,438,823,16.4
06037232200,CA,Los Angeles,C,3204,326,841,26.25
06037232300,CA,Los Angeles,C,4376,339,1108,25.32
06037232401,CA,Los Angeles,C,3702,286,1011,27.31
06037232402,CA,Los Angeles,C,3163,250,973,30.76
06037232500,CA,Los Angeles,C,5066,386,1625,32.08
06037232601,CA,Los Angeles,C,2052,170,476,23.2
06037232602,CA,Los Angeles,C,4540,400,836,18.41
06037232701,CA,Los Angeles,C,2228,173,401,18.0
06037232702,CA,Los Angeles,C,3932,370,896,22.79
06037232800,CA,Los Angeles,C,4034,381,557,13.81
06037234001,CA,Los Angeles,A,2361,257,1574,66.67
06037234002,CA,Los Angeles,B,2977,251,1135,38.13
06037234301,CA,Los Angeles,B,1918,156,1435,74.82
06037234302,CA,Los Angeles,B,2597,113,2032,78.24
06037234501,CA,Los Angeles,B,3062,289,1484,48.47
06037234502,CA,Los Angeles,B,2912,223,1429,49.07
06037234600,CA,Los Angeles,B,5106,407,2582,50.57
06037234800,CA,Los Angeles,D,3561,285,1504,42.24
06037234901,CA,Los Angeles,C,3103,218,1486,47.89
06037234902,CA,Los Angeles,C,4238,353,1945,45.89
06037235100,CA,Los Angeles,B,4690,626,2764,58.93
06037235201,CA,Los Angeles,C,2921,253,1510,51.69
06037235202,CA,Los Angeles,B,4765,231,2718,57.04
06037237101,CA,Los Angeles,C,4144,287,920,22.2
06037237102,CA,Los Angeles,C,3625,224,754,20.8
06037237201,CA,Los Angeles,C,3546,304,715,20.16
06037237300,CA,Los Angeles,C,5531,441,2614,47.26
06037237401,CA,Los Angeles,C,3765,320,1001,26.59
06037237402,CA,Los Angeles,C,3640,213,1109,30.47
06037237500,CA,Los Angeles,C,2856,222,531,18.59
06037237600,CA,Los Angeles,C,4112,329,742,18.04
06037237710,CA,Los Angeles,C,3992,295,948,23.75
06037237720,CA,Los Angeles,C,3470,199,703,20.26
06037237800,CA,Los Angeles,C,4335,268,1887,43.53
06037237900,CA,Los Angeles,B,3726,200,2321,62.29
06037238100,CA,Los Angeles,B,4683,222,3028,64.66
06037238200,CA,Los Angeles,C,5848,211,3666,62.69
06037238310,CA,Los Angeles,C,5087,274,1267,24.91
06037238320,CA,Los Angeles,C,3975,313,1136,28.58
06037238400,CA,Los Angeles,B,4632,205,3118,67.31
06037239201,CA,Los Angeles,C,3819,336,497,13.01
06037239310,CA,Los Angeles,C,4031,390,578,14.34
06037239320,CA,Los Angeles,C,3441,247,404,11.74
06037239501,CA,Los Angeles,C,3835,397,710,18.51
06037239502,CA,Los Angeles,C,3697,356,659,17.83
06037239601,CA,Los Angeles,C,3631,381,640,17.63
06037239602,CA,Los Angeles,C,3487,300,606,17.38
06037239701,CA,Los Angeles,C,4415,366,871,19.73
06037239702,CA,Los Angeles,C,4224,383,1069,25.31
06037239801,CA,Los Angeles,C,3873,292,815,21.04
06037239802,CA,Los Angeles,C,5103,425,1084,21.24
06037240010,CA,Los Angeles,C,3818,318,801,20.98
06037240020,CA,Los Angeles,C,5294,451,1022,19.3
06037240200,CA,Los Angeles,C,5910,469,1332,22.54
06037240301,CA,Los Angeles,C,2831,159,736,26.0
06037240302,CA,Los Angeles,C,3114,253,655,21.03
06037240401,CA,Los Angeles,C,5493,379,1289,23.47
06037240402,CA,Los Angeles,C,3856,253,1290,33.45
06037240500,CA,Los Angeles,C,6505,488,1885,28.98
06037240600,CA,Los Angeles,C,5457,446,1398,25.62
06037240700,CA,Los Angeles,C,6573,471,1578,24.01
06037240800,CA,Los Angeles,C,4438,341,1174,26.45
06037240901,CA,Los Angeles,C,2697,238,493,18.28
06037240902,CA,Los Angeles,C,3304,261,631,19.1
06037241001,CA,Los Angeles,C,4525,367,1320,29.17
06037241002,CA,Los Angeles,D,3941,304,1316,33.39
06037241110,CA,Los Angeles,C,3295,218,871,26.43
06037241120,CA,Los Angeles,C,4902,475,1181,24.09
06037241201,CA,Los Angeles,B,3105,190,1111,35.78
06037241202,CA,Los Angeles,B,5148,398,1860,36.13
06037241400,CA,Los Angeles,C,3612,273,1043,28.88
06037242000,CA,Los Angeles,D,4459,386,1173,26.31
06037242201,CA,Los Angeles,D,3696,387,428,11.58
06037242202,CA,Los Angeles,D,3387,260,1209,35.7
06037242300,CA,Los Angeles,D,4958,411,1192,24.04
06037242600,CA,Los Angeles,D,4794,391,1557,32.48
06037243001,CA,Los Angeles,D,3304,286,526,15.92
06037243002,CA,Los Angeles,D,3527,315,358,10.15
06037243100,CA,Los Angeles,D,5692,484,1555,27.32
06037262303,CA,Los Angeles,A,3157,2624,49,1.55
06037262501,CA,Los Angeles,B,3741,3184,24,0.64
06037262704,CA,Los Angeles,B,3651,2917,47,1.29
06037264000,CA,Los Angeles,B,3284,2777,14,0.43
06037264103,CA,Los Angeles,D,2605,1957,43,1.65
06037264303,CA,Los Angeles,D,2733,2067,39,1.43
06037264304,CA,Los Angeles,D,2616,1877,71,2.71
06037264306,CA,Los Angeles,C,2228,1600,70,3.14
06037265201,CA,Los Angeles,A,2108,1571,32,1.52
06037265203,CA,Los Angeles,A,2228,1589,26,1.17
06037265303,CA,Los Angeles,C,4012,1542,110,2.74
06037265304,CA,Los Angeles,C,3855,1649,170,4.41
06037265306,CA,Los Angeles,C,2081,998,99,4.76
06037265410,CA,Los Angeles,C,1592,1237,22,1.38
06037265420,CA,Los Angeles,A,1887,1391,44,2.33
06037265521,CA,Los Angeles,C,1948,901,47,2.41
06037265522,CA,Los Angeles,C,2090,1044,55,2.63
06037265523,CA,Los Angeles,C,1884,1251,24,1.27
06037265524,CA,Los Angeles,C,2751,1816,93,3.38
06037265601,CA,Los Angeles,A,3140,2270,37,1.18
06037265602,CA,Los Angeles,A,3318,2537,38,1.15
06037265701,CA,Los Angeles,A,2047,1529,40,1.95
06037265702,CA,Los Angeles,A,2879,2293,50,1.74
06037267101,CA,Los Angeles,B,3142,2137,70,2.23
06037267102,CA,Los Angeles,A,3163,2226,66,2.09
06037267201,CA,Los Angeles,B,2865,1752,88,3.07
06037267202,CA,Los Angeles,B,3470,2220,63,1.82
06037267300,CA,Los Angeles,D,4408,2092,232,5.26
06037267403,CA,Los Angeles,D,3093,1946,82,2.65
06037267404,CA,Los Angeles,D,3403,2146,124,3.64
06037267405,CA,Los Angeles,C,2838,1856,79,2.78
06037267406,CA,Los Angeles,C,2180,1383,59,2.71
06037267502,CA,Los Angeles,D,3217,1686,71,2.21
06037267503,CA,Los Angeles,D,2112,1020,48,2.27
06037267504,CA,Los Angeles,D,3482,1591,70,2.01
06037267700,CA,Los Angeles,D,3834,1627,109,2.84
06037267800,CA,Los Angeles,B,3034,1890,54,1.78
06037267902,CA,Los Angeles,B,4002,2782,123,3.07
06037269000,CA,Los Angeles,A,5492,4127,141,2.57
06037269100,CA,Los Angeles,C,4752,3960,70,1.47
06037269601,CA,Los Angeles,C,3122,759,419,13.42
06037269602,CA,Los Angeles,C,2964,933,271,9.14
06037269700,CA,Los Angeles,C,4025,1844,359,8.92
06037269800,CA,Los Angeles,B,3386,1609,277,8.18
06037269903,CA,Los Angeles,D,3815,1584,233,6.11
06037269905,CA,Los Angeles,C,2661,1240,206,7.74
06037269906,CA,Los Angeles,C,3037,1409,222,7.31
06037269907,CA,Los Angeles,C,2671,1235,223,8.35
06037269909,CA,Los Angeles,C,2243,1007,203,9.05
06037270101,CA,Los Angeles,C,2002,980,171,8.54
06037270102,CA,Los Angeles,C,2186,1029,166,7.59
06037270200,CA,Los Angeles,C,3487,1082,273,7.83
06037271200,CA,Los Angeles,B,2592,1096,102,3.94
06037271300,CA,Los Angeles,B,4779,2588,122,2.55
06037271803,CA,Los Angeles,D,3039,1310,219,7.21
06037271804,CA,Los Angeles,D,2565,1190,116,4.52
06037271901,CA,Los Angeles,C,2861,1389,135,4.72
06037271902,CA,Los Angeles,C,4044,2328,129,3.19
06037272100,CA,Los Angeles,C,4332,2731,68,1.57
06037272201,CA,Los Angeles,C,2394,1178,94,3.93
06037272202,CA,Los Angeles,C,3159,1665,86,2.72
06037272301,CA,Los Angeles,C,3000,1613,144,4.8
06037272302,CA,Los Angeles,C,3897,1783,157,4.03
06037273200,CA,Los Angeles,D,3596,1997,343,9.54
06037273300,CA,Los Angeles,D,3477,1891,403,11.59
06037273600,CA,Los Angeles,D,2189,1639,37,1.69
06037273700,CA,Los Angeles,C,2748,1903,50,1.82
06037273902,CA,Los Angeles,D,4278,3269,106,2.48
06037274100,CA,Los Angeles,D,4824,3250,278,5.76
06037275101,CA,Los Angeles,C,1186,597,59,4.97
06037275102,CA,Los Angeles,C,3816,1193,100,2.62
06037275200,CA,Los Angeles,C,3850,1642,219,5.69
06037275311,CA,Los Angeles,C,4955,2411,151,3.05
06037275400,CA,Los Angeles,C,4625,2820,188,4.06
06037275500,CA,Los Angeles,C,5307,1305,473,8.91
06037275603,CA,Los Angeles,C,2731,1196,74,2.71
06037293304,CA,Los Angeles,D,4150,913,302,7.28
06037293307,CA,Los Angeles,D,2460,419,422,17.15
06037294110,CA,Los Angeles,D,3876,768,79,2.04
06037294200,CA,Los Angeles,D,4658,869,67,1.44
06037294421,CA,Los Angeles,D,2794,500,257,9.2
06037294510,CA,Los Angeles,D,4057,644,81,2.0
06037294520,CA,Los Angeles,D,3459,543,48,1.39
06037294610,CA,Los Angeles,D,4025,664,84,2.09
06037294810,CA,Los Angeles,D,3729,482,140,3.75
06037294830,CA,Los Angeles,D,3838,596,150,3.91
06037294900,CA,Los Angeles,D,3871,602,268,6.92
06037296210,CA,Los Angeles,D,2976,626,227,7.63
06037296220,CA,Los Angeles,D,4449,974,691,15.53
06037296402,CA,Los Angeles,D,2971,1353,102,3.43
06037296600,CA,Los Angeles,D,5305,1290,410,7.73
06037296901,CA,Los Angeles,D,4148,1309,271,6.53
06037296902,CA,Los Angeles,D,3987,1537,298,7.47
06037297002,CA,Los Angeles,C,3657,2080,180,4.92
06037297110,CA,Los Angeles,D,4298,1236,403,9.38
06037297120,CA,Los Angeles,D,3425,996,255,7.45
06037297201,CA,Los Angeles,D,3879,1288,325,8.38
06037297202,CA,Los Angeles,C,3546,1806,163,4.6
06037297602,CA,Los Angeles,D,3579,1913,196,5.48
06037300200,CA,Los Angeles,C,5492,2819,26,0.47
06037300400,CA,Los Angeles,C,5948,3381,70,1.18
06037300501,CA,Los Angeles,C,3124,1617,17,0.54
06037300503,CA,Los Angeles,C,5321,3000,77,1.45
06037300601,CA,Los Angeles,C,5346,2696,45,0.84
06037300602,CA,Los Angeles,C,3580,2520,45,1.26
06037301100,CA,Los Angeles,B,6571,4870,89,1.35
06037301203,CA,Los Angeles,C,4417,3214,72,1.63
06037301204,CA,Los Angeles,C,4934,3268,190,3.85
06037301205,CA,Los Angeles,B,2211,1655,18,0.81
06037301300,CA,Los Angeles,A,2070,1659,12,0.58
06037301400,CA,Los Angeles,B,3936,3272,19,0.48
06037301501,CA,Los Angeles,B,1861,1543,5,0.27
06037301502,CA,Los Angeles,C,6718,5373,104,1.55
06037301602,CA,Los Angeles,C,3904,1896,110,2.82
06037301701,CA,Los Angeles,B,2852,1762,37,1.3
06037301702,CA,Los Angeles,C,5639,3766,116,2.06
06037301801,CA,Los Angeles,C,6139,3562,269,4.38
06037301802,CA,Los Angeles,C,5424,3215,215,3.96
06037301901,CA,Los Angeles,C,4857,3392,124,2.55
06037302002,CA,Los Angeles,C,3998,2709,76,1.9
06037302003,CA,Los Angeles,C,3496,2566,66,1.89
06037302004,CA,Los Angeles,C,4175,2725,66,1.58
06037302102,CA,Los Angeles,C,6221,3799,86,1.38
06037302202,CA,Los Angeles,C,4933,3201,67,1.36
06037302301,CA,Los Angeles,C,3804,2074,117,3.08
06037302302,CA,Los Angeles,C,5417,2603,250,4.62
06037302401,CA,Los Angeles,C,6484,3426,165,2.54
06037302503,CA,Los Angeles,C,4011,2620,42,1.05
06037302504,CA,Los Angeles,C,3927,2300,32,0.81
06037310201,CA,Los Angeles,B,5521,3889,109,1.97
06037310202,CA,Los Angeles,B,4945,3701,104,2.1
06037310400,CA,Los Angeles,C,3555,2320,47,1.32
06037310501,CA,Los Angeles,C,3788,1478,155,4.09
06037310601,CA,Los Angeles,C,6085,2964,291,4.78
06037310703,CA,Los Angeles,C,5126,3454,159,3.1
06037310704,CA,Los Angeles,C,4989,3223,254,5.09
06037310800,CA,Los Angeles,B,5098,2947,169,3.32
06037310900,CA,Los Angeles,C,6999,3769,124,1.77
06037311000,CA,Los Angeles,C,3872,2109,85,2.2
06037311100,CA,Los Angeles,C,4010,1986,69,1.72
06037311200,CA,Los Angeles,C,3270,1968,77,2.35
06037311300,CA,Los Angeles,C,3874,2393,68,1.76
06037311602,CA,Los Angeles,A,5254,3304,296,5.63
06037311700,CA,Los Angeles,B,6227,4071,166,2.67
06037311801,CA,Los Angeles,C,3066,1543,122,3.98
06037311802,CA,Los Angeles,C,3881,1498,187,4.82
06037320201,CA,Los Angeles,C,3818,731,67,1.75
06037320202,CA,Los Angeles,B,5693,1242,60,1.05
06037320300,CA,Los Angeles,D,7230,1321,123,1.7
06037400602,CA,Los Angeles,C,4817,1384,124,2.57
06037401002,CA,Los Angeles,C,4164,2624,83,1.99
06037401311,CA,Los Angeles,C,6909,3379,320,4.63
06037401901,CA,Los Angeles,C,5428,2686,388,7.15
06037402303,CA,Los Angeles,B,3986,908,213,5.34
06037402501,CA,Los Angeles,C,5362,916,194,3.62
06037402503,CA,Los Angeles,D,3984,530,151,3.79
06037402504,CA,Los Angeles,D,2902,409,81,2.79
06037402601,CA,Los Angeles,B,3545,709,185,5.22
06037402602,CA,Los Angeles,B,4079,1260,161,3.95
06037402801,CA,Los Angeles,C,4911,693,89,1.81
06037402803,CA,Los Angeles,C,3273,400,53,1.62
06037403000,CA,Los Angeles,C,6757,1139,319,4.72
06037404301,CA,Los Angeles,D,5460,1112,132,2.42
06037404401,CA,Los Angeles,C,3838,871,59,1.54
06037404701,CA,Los Angeles,D,5620,905,30,0.53
06037404804,CA,Los Angeles,D,4404,788,47,1.07
06037404805,CA,Los Angeles,D,2706,415,20,0.74
06037404806,CA,Los Angeles,D,5937,1034,117,1.97
06037405002,CA,Los Angeles,D,2971,476,18,0.61
06037405101,CA,Los Angeles,D,5057,915,38,0.75
06037405102,CA,Los Angeles,D,4793,736,47,0.98
06037406101,CA,Los Angeles,C,3583,1235,93,2.6
06037430302,CA,Los Angeles,B,5831,3448,173,2.97
06037430502,CA,Los Angeles,C,7114,4697,133,1.87
06037430723,CA,Los Angeles,C,4643,821,144,3.1
06037430724,CA,Los Angeles,C,5252,969,133,2.53
06037430801,CA,Los Angeles,C,6778,1004,141,2.08
06037430802,CA,Los Angeles,C,4248,764,59,1.39
06037430901,CA,Los Angeles,C,4459,1415,335,7.51
06037431004,CA,Los Angeles,C,3414,1330,143,4.19
06037431701,CA,Los Angeles,B,6763,971,64,0.95
06037431800,CA,Los Angeles,C,5246,1141,86,1.64
06037431900,CA,Los Angeles,B,3652,718,33,0.9
06037432201,CA,Los Angeles,C,4235,455,34,0.8
06037432401,CA,Los Angeles,C,3544,476,20,0.56
06037432402,CA,Los Angeles,C,6040,725,55,0.91
06037432501,CA,Los Angeles,C,4746,780,70,1.47
06037432601,CA,Los Angeles,C,6374,673,52,0.82
06037432602,CA,Los Angeles,C,4504,472,23,0.51
06037432801,CA,Los Angeles,C,2620,263,32,1.22
06037432802,CA,Los Angeles,C,5540,858,81,1.46
06037432901,CA,Los Angeles,C,4202,307,36,0.86
06037432902,CA,Los Angeles,C,3358,379,18,0.54
06037433200,CA,Los Angeles,C,6088,842,65,1.07
06037433302,CA,Los Angeles,C,1701,243,27,1.59
06037433304,CA,Los Angeles,C,4595,538,64,1.39
06037433305,CA,Los Angeles,C,4622,539,40,0.87
06037433306,CA,Los Angeles,C,3111,346,47,1.51
06037433402,CA,Los Angeles,C,4184,583,29,0.69
06037433403,CA,Los Angeles,C,4783,625,41,0.86
06037433901,CA,Los Angeles,C,5097,648,32,0.63
06037460101,CA,Los Angeles,A,5846,3667,625,10.69
06037460200,CA,Los Angeles,C,5561,2415,1440,25.89
06037460302,CA,Los Angeles,C,4273,1311,1099,25.72
06037460502,CA,Los Angeles,B,4495,2338,28,0.62
06037460700,CA,Los Angeles,A,5035,2998,33,0.66
06037461000,CA,Los Angeles,C,5817,1226,1350,23.21
06037461100,CA,Los Angeles,C,4894,1820,907,18.53
06037461300,CA,Los Angeles,B,6533,4082,387,5.92
06037461400,CA,Los Angeles,B,2939,1711,212,7.21
06037461501,CA,Los Angeles,C,3508,1185,391,11.15
06037461502,CA,Los Angeles,C,5748,1444,883,15.36
06037461600,CA,Los Angeles,D,5435,1065,875,16.1
06037461901,CA,Los Angeles,C,4609,1115,447,9.7
06037462001,CA,Los Angeles,C,3501,773,374,10.68
06037462002,CA,Los Angeles,C,3801,620,541,14.23
06037462100,CA,Los Angeles,C,4877,1468,539,11.05
06037462201,CA,Los Angeles,C,3711,1291,323,8.7
06037462301,CA,Los Angeles,C,4407,1473,375,8.51
06037462302,CA,Los Angeles,C,3314,1244,284,8.57
06037462400,CA,Los Angeles,C,4040,2111,200,4.95
06037462500,CA,Los Angeles,B,6157,3674,257,4.17
06037462600,CA,Los Angeles,B,2293,1332,83,3.62
06037462700,CA,Los Angeles,C,5727,2129,331,5.78
06037462800,CA,Los Angeles,C,2939,1186,205,6.98
06037462900,CA,Los Angeles,B,3775,1827,133,3.52
06037463103,CA,Los Angeles,A,6074,1822,176,2.9
06037463200,CA,Los Angeles,B,3478,1436,156,4.49
06037463300,CA,Los Angeles,B,2101,1089,73,3.47
06037463400,CA,Los Angeles,C,5918,2660,343,5.8
06037463500,CA,Los Angeles,B,5523,2614,252,4.56
06037463601,CA,Los Angeles,C,6231,3000,312,5.01
06037463602,CA,Los Angeles,C,5728,2712,377,6.58
06037463700,CA,Los Angeles,C,3912,2124,242,6.19
06037463800,CA,Los Angeles,A,3953,2469,115,2.91
06037463900,CA,Los Angeles,C,3418,2115,142,4.15
06037464000,CA,Los Angeles,B,5832,3038,199,3.41
06037464102,CA,Los Angeles,A,3989,1413,39,0.98
06037480011,CA,Los Angeles,B,5238,1006,86,1.64
06037480012,CA,Los Angeles,C,4917,929,68,1.38
06037480101,CA,Los Angeles,C,4107,620,31,0.75
06037480102,CA,Los Angeles,C,4325,768,78,1.8
06037480201,CA,Los Angeles,A,3923,1352,24,0.61
06037480202,CA,Los Angeles,A,2518,673,6,0.24
06037480302,CA,Los Angeles,C,4380,991,121,2.76
06037480303,CA,Los Angeles,C,3806,616,123,3.23
06037480304,CA,Los Angeles,C,4263,498,130,3.05
06037480400,CA,Los Angeles,C,5698,1293,128,2.25
06037480500,CA,Los Angeles,B,5543,2667,76,1.37
06037480602,CA,Los Angeles,B,4183,1949,131,3.13
06037480703,CA,Los Angeles,B,3410,1351,46,1.35
06037480704,CA,Los Angeles,B,4843,1613,122,2.52
06037480802,CA,Los Angeles,D,3079,512,44,1.43
06037480803,CA,Los Angeles,B,3418,719,42,1.23
06037480804,CA,Los Angeles,B,4866,701,110,2.26
06037480901,CA,Los Angeles,C,4611,548,99,2.15
06037480902,CA,Los Angeles,B,4024,440,52,1.29
06037481001,CA,Los Angeles,C,4271,549,43,1.01
06037481002,CA,Los Angeles,C,5878,848,160,2.72
06037481102,CA,Los Angeles,C,4083,473,118,2.89
06037481103,CA,Los Angeles,D,5340,468,31,0.58
06037481203,CA,Los Angeles,C,6375,789,66,1.04
06037481300,CA,Los Angeles,C,2938,243,3,0.1
06037481401,CA,Los Angeles,C,5725,360,28,0.49
06037481403,CA,Los Angeles,C,2933,251,20,0.68
06037481404,CA,Los Angeles,C,3934,264,24,0.61
06037481603,CA,Los Angeles,C,3737,358,71,1.9
06037481604,CA,Los Angeles,B,3863,454,57,1.48
06037481605,CA,Los Angeles,C,3178,396,22,0.69
06037481606,CA,Los Angeles,C,4824,395,58,1.2
06037481711,CA,Los Angeles,C,4606,201,31,0.67
06037481712,CA,Los Angeles,C,5076,239,12,0.24
06037481713,CA,Los Angeles,C,2731,138,13,0.48
06037481714,CA,Los Angeles,C,2485,89,14,0.56
06037481901,CA,Los Angeles,B,5721,1037,93,1.63
06037481902,CA,Los Angeles,A,3297,518,90,2.73
06037482101,CA,Los Angeles,A,4771,356,31,0.65
06037482201,CA,Los Angeles,C,3808,236,33,0.87
06037482202,CA,Los Angeles,C,5184,271,32,0.62
06037482301,CA,Los Angeles,C,4989,244,39,0.78
06037482303,CA,Los Angeles,C,5482,328,29,0.53
06037482304,CA,Los Angeles,C,3409,228,10,0.29
06037482401,CA,Los Angeles,C,3535,197,8,0.23
06037482502,CA,Los Angeles,C,3213,164,15,0.47
06037482503,CA,Los Angeles,C,3957,183,19,0.48
06037482521,CA,Los Angeles,D,5577,555,74,1.33
06037500402,CA,Los Angeles,C,4566,791,34,0.74
06037501002,CA,Los Angeles,B,4882,1290,45,0.92
06037501503,CA,Los Angeles,C,5215,1688,100,1.92
06037501802,CA,Los Angeles,C,3438,1332,48,1.4
06037501803,CA,Los Angeles,D,4687,1098,91,1.94
06037501804,CA,Los Angeles,C,2247,645,40,1.78
06037502004,CA,Los Angeles,D,4088,1111,53,1.3
06037530101,CA,Los Angeles,B,5333,1294,75,1.41
06037530102,CA,Los Angeles,B,4994,1374,30,0.6
06037530301,CA,Los Angeles,C,2308,479,17,0.74
06037530302,CA,Los Angeles,B,6375,1141,28,0.44
06037530500,CA,Los Angeles,D,4270,585,10,0.23
06037530603,CA,Los Angeles,D,4440,882,62,1.4
06037530700,CA,Los Angeles,D,2175,374,28,1.29
06037530801,CA,Los Angeles,D,5511,906,62,1.13
06037530802,CA,Los Angeles,D,3240,602,28,0.86
06037530901,CA,Los Angeles,D,3674,410,25,0.68
06037530902,CA,Los Angeles,D,3820,665,30,0.79
06037531000,CA,Los Angeles,D,5109,841,16,0.31
