"city","GEOID","in_csv","centre_grade","modal_grade","dom_share","own_share","graded","pA","pB","pC","pD","pU"
"Cleveland","39035117500",1,"D","D",100,100,51.65,0,0,0,51.65,48.35
"Cleveland","39035118900",1,"D","D",100,100,98.89,0,0,0,98.89,1.11
"Cleveland","39035197200",1,"D","D",100,100,88.78,0,0,0,88.78,11.22
"Cleveland","39035197800",1,"D","D",100,100,36.5,0,0,0,36.5,63.5
"Cleveland","39035197900",1,"D","D",100,100,68.83,0,0,0,68.83,31.17
"Cleveland","39035198000",1,"D","D",100,100,65.85,0,0,0,65.85,34.15
"Cleveland","39035198500",1,"D","D",100,100,71.2,0,0,0,71.2,28.8
"Cleveland","39035198700",1,"D","D",100,100,100,0,0,0,100,0
"Cleveland","39035117300",1,"D","D",99.96,99.96,70.47,0,0,0.03,70.43,29.53
"Cleveland","39035198800",1,"D","D",99.92,99.92,100,0,0,0.08,99.92,0
"Cleveland","39035116500",1,"D","D",99.85,99.85,100,0,0,0.15,99.85,0
"Cleveland","39035111401",1,"D","D",99.52,99.52,60.91,0,0.02,0.27,60.62,39.09
"Cleveland","39035120400",1,"D","D",98.78,98.78,97.45,0,0,1.19,96.26,2.55
"Cleveland","39035117102",1,"D","D",98.44,98.44,61.4,0,0.96,0,60.44,38.6
"Cleveland","39035117800",1,"D","D",95.97,95.97,42.39,0,0,1.71,40.68,57.61
"Cleveland","39035199200",1,"D","D",95.1,95.1,90.23,0,0,4.42,85.81,9.77
"Cleveland","39035198900",1,"D","D",94.87,94.87,100,0,0,5.13,94.87,0
"Cleveland","39035118800",1,"D","D",91.3,91.3,69.29,0,0,6.03,63.26,30.71
"Cleveland","39035116400",1,"D","D",90,90,99.32,0,0,9.93,89.39,0.68
"Cleveland","39035119800",1,"D","D",88.74,88.74,99.74,0,0,11.23,88.52,0.26
"Cleveland","39035118200",1,"D","D",86.03,86.03,100,0,0,13.97,86.03,0
"Cleveland","39035112100",1,"D","D",84.75,84.75,100,0,0,15.25,84.75,0
"Cleveland","39035124600",1,"D","D",80.56,80.56,45.94,0,0,8.93,37.01,54.06
"Cleveland","39035120802",1,"D","D",74.5,74.5,100,0,0,25.5,74.5,0
"Cleveland","39035120701",1,"D","D",72.38,72.38,100,0,0,27.62,72.38,0
"Cleveland","39035197600",1,"D","D",69.88,69.88,100,0,0,30.12,69.88,0
"Cleveland","39035102401",1,"D","D",68.41,68.41,72.14,0,0,22.79,49.35,27.86
"Cleveland","39035196400",1,"D","D",68.17,68.17,72.26,0,0,23,49.26,27.74
"Cleveland","39035127501",1,"D","D",68.12,68.12,62.77,0,0,20.01,42.76,37.23
"Cleveland","39035118301",1,"D","D",66.2,66.2,81,0,0,27.38,53.62,19
"Cleveland","39035118101",1,"D","D",60.55,60.55,84.75,0,0,33.44,51.32,15.25
"Cleveland","39035198600",1,"D","C",51.29,48.68,88.91,0,0.03,45.6,43.28,11.09
"Cleveland","39035118602",1,"D","C",58.26,41.74,75.69,0,0,44.1,31.59,24.31
"Cleveland","39035119900",1,"D","C",63.02,34.53,100,1.11,1.34,63.01,34.53,0
"Cleveland","39035152502",1,"D","C",91.38,8.62,40.63,0,0,37.12,3.5,59.37
"Philadelphia","42017100103",0,"","C",100,NA,0.27,0,0,0.27,0,99.73
"Philadelphia","42017101401",0,"","",0,NA,0,0,0,0,0,100
"Philadelphia","42045402100",0,"","",0,NA,0,0,0,0,0,100
"Philadelphia","42045402700",0,"","D",100,NA,7.46,0,0,0,7.46,92.54
"Philadelphia","42045402900",0,"","D",100,NA,1.95,0,0,0,1.95,98.05
"Philadelphia","42045410500",0,"","D",100,NA,0.11,0,0,0,0.11,99.89
"Philadelphia","42091200307",0,"","C",100,NA,6.19,0,0,6.19,0,93.81
"Philadelphia","42091200310",0,"","B",100,NA,1.15,0,1.15,0,0,98.85
"Philadelphia","42091201406",0,"","C",100,NA,0.25,0,0,0.25,0,99.75
"Philadelphia","42091201407",0,"","D",52.62,NA,30.32,0,10.3,4.07,15.96,69.68
"Philadelphia","42091201501",0,"","B",100,NA,0.07,0,0.07,0,0,99.93
"Philadelphia","42091201502",0,"","A",100,NA,12.51,12.51,0,0,0,87.49
"Philadelphia","42091201603",0,"","C",82.35,NA,61.53,0,0,50.67,10.86,38.47
"Philadelphia","42091201604",0,"","C",62.37,NA,42.28,0,15.91,26.37,0,57.72
"Philadelphia","42091201605",0,"","C",56.55,NA,75.74,0,32.91,42.84,0,24.26
"Philadelphia","42091201606",0,"","B",56.7,NA,77.6,0,44,0,33.6,22.4
"Philadelphia","42091201703",0,"","C",95.31,NA,46.3,0,2.17,44.13,0,53.7
"Philadelphia","42091201706",0,"","B",99.98,NA,46.47,0,46.46,0.01,0,53.53
"Philadelphia","42091201901",0,"","B",99.55,NA,24.65,0.11,24.54,0,0,75.35
"Philadelphia","42091201902",0,"","B",51.02,NA,35.65,3.17,18.19,14.29,0,64.35
"Philadelphia","42091202604",0,"","C",42.74,NA,18.32,0,4.59,7.83,5.9,81.68
"Philadelphia","42091204600",0,"","A",98.36,NA,40.21,39.55,0.66,0,0,59.79
"Philadelphia","42091204702",0,"","A",100,NA,7.24,7.24,0,0,0,92.76
"Philadelphia","42091205401",0,"","A",87.15,NA,1.79,1.56,0.23,0,0,98.21
"Philadelphia","42091205402",0,"","A",87.11,NA,3.89,3.38,0.5,0,0,96.11
"Philadelphia","42091205503",0,"","B",55.41,NA,0.74,0.33,0.41,0,0,99.26
"Philadelphia","42091210200",0,"","D",78.26,NA,0.47,0,0,0.1,0.36,99.53
"Philadelphia","42091210300",0,"","B",57.14,NA,0.21,0.09,0.12,0,0,99.79
"Philadelphia","42091210400",0,"","A",99.76,NA,8.38,8.36,0.02,0,0,91.62
"Philadelphia","42101001302",0,"","D",100,NA,65.2,0,0,0,65.2,34.8
"Philadelphia","42101009200",1,"","D",100,NA,44.48,0,0,0,44.48,55.52
"Philadelphia","42101011100",0,"","D",82.69,NA,48.94,0,0,8.47,40.47,51.06
"Philadelphia","42101012100",0,"","B",98.46,NA,39.68,0.61,39.07,0,0,60.32
"Philadelphia","42101012204",0,"","B",100,NA,2,0,2,0,0,98
"Philadelphia","42101014202",0,"","D",100,NA,41.22,0,0,0,41.22,58.78
"Philadelphia","42101014300",0,"","D",100,NA,43.53,0,0,0,43.53,56.47
"Philadelphia","42101016800",0,"","D",87.53,NA,66.95,0,0,8.35,58.6,33.05
"Philadelphia","42101020500",0,"","D",79.63,NA,51.78,0,0,10.55,41.23,48.22
"Philadelphia","42101020702",0,"","A",73.42,NA,39.6,29.08,0.19,10.34,0,60.4
"Philadelphia","42101021100",0,"","C",96.74,NA,16.89,0,0.55,16.34,0,83.11
"Philadelphia","42101023900",0,"","B",93.83,NA,58.98,1.78,55.34,1.86,0,41.02
"Philadelphia","42101026500",0,"","B",100,NA,86.34,0,86.34,0,0,13.66
"Philadelphia","42101027902",0,"","C",88.45,NA,33.24,0,3.38,29.4,0.46,66.76
"Philadelphia","42101028901",0,"","B",100,NA,49.27,0,49.27,0,0,50.73
"Philadelphia","42101029100",0,"","C",96.19,NA,39.08,0,1.49,37.59,0,60.92
"Philadelphia","42101029200",0,"","B",94.07,NA,16.7,0,15.7,0.99,0,83.3
"Philadelphia","42101029900",0,"","C",61.84,NA,71.15,0,0,44,27.15,28.85
"Philadelphia","42101034200",0,"","B",100,NA,10,0,10,0,0,90
"Philadelphia","42101034502",0,"","B",100,NA,33.13,0,33.13,0,0,66.87
"Philadelphia","42101034600",0,"","B",100,NA,0.99,0,0.99,0,0,99.01
"Philadelphia","42101034801",0,"","C",100,NA,17.44,0,0,17.44,0,82.56
"Philadelphia","42101034802",0,"","C",100,NA,0.69,0,0,0.69,0,99.31
"Philadelphia","42101035100",0,"","C",100,NA,22.07,0,0,22.07,0,77.93
"Philadelphia","42101035301",0,"","C",100,NA,0.11,0,0,0.11,0,99.89
"Philadelphia","42101035500",0,"","B",100,NA,26.49,0,26.49,0,0,73.51
"Philadelphia","42101035900",0,"","B",100,NA,0.04,0,0.04,0,0,99.96
"Philadelphia","42101036502",0,"","B",100,NA,32.16,0,32.16,0,0,67.84
"Philadelphia","42101036600",0,"","D",100,NA,1.58,0,0,0,1.58,98.42
"Philadelphia","42101036901",0,"","C",100,NA,0.04,0,0,0.04,0,99.96
"Philadelphia","42101037600",0,"","D",100,NA,14.32,0,0,0,14.32,85.68
"Philadelphia","42101038100",0,"","C",100,NA,11.13,0,0,11.13,0,88.87
"Philadelphia","42101038301",0,"","C",99.2,NA,51.55,0,0.41,51.14,0,48.45
"Philadelphia","42101039002",0,"","C",77.51,NA,47.72,0,10.73,36.99,0,52.28
"Philadelphia","42101039100",0,"","D",100,NA,7.11,0,0,0,7.11,92.89
"Philadelphia","42101980001",0,"","D",100,NA,1.07,0,0,0,1.07,98.93
"Philadelphia","42101980002",0,"","D",100,NA,0.88,0,0,0,0.88,99.12
"Philadelphia","42101980003",0,"","",0,NA,0,0,0,0,0,100
"Philadelphia","42101980100",0,"","B",73.04,NA,13.55,3.57,9.89,0.08,0,86.45
"Philadelphia","42101980200",0,"","B",97.15,NA,5.27,0,5.11,0.15,0,94.73
"Philadelphia","42101980300",0,"","B",100,NA,0.19,0,0.19,0,0,99.81
"Philadelphia","42101980400",0,"","D",100,NA,7.8,0,0,0,7.8,92.2
"Philadelphia","42101980500",0,"","C",93.25,NA,24.74,0,1.67,23.07,0,75.26
"Philadelphia","42101980702",0,"","D",100,NA,0.02,0,0,0,0.02,99.98
"Philadelphia","42101980800",0,"","D",43.8,NA,13.32,4.86,0.13,2.49,5.83,86.68
"Philadelphia","42101980901",0,"","D",100,NA,24.31,0,0,0,24.31,75.69
"Philadelphia","42101980902",0,"","D",100,NA,7.66,0,0,0,7.66,92.34
"Philadelphia","42101980903",0,"","D",100,NA,36.05,0,0,0,36.05,63.95
"Philadelphia","42101980904",0,"","D",100,NA,9.78,0,0,0,9.78,90.22
"Philadelphia","42101980906",0,"","D",100,NA,0.1,0,0,0,0.1,99.9
"Philadelphia","42101989100",0,"","C",100,NA,0.57,0,0,0.57,0,99.43
"Philadelphia","42101989300",0,"","B",53.79,NA,6.86,0,3.69,3.17,0,93.14
"Philadelphia","42091204400",1,"A","A",100,100,61.16,61.16,0,0,0,38.84
"Philadelphia","42101023500",1,"A","A",100,100,94.1,94.1,0,0,0,5.9
"Philadelphia","42091204300",1,"A","A",99.98,99.98,85.53,85.51,0.02,0,0,14.47
"Philadelphia","42101037500",1,"A","A",99.97,99.97,97.15,97.12,0.03,0,0,2.85
"Philadelphia","42101027000",1,"A","A",99.8,99.8,100,99.8,0.2,0,0,0
"Philadelphia","42091202302",1,"A","A",99.32,99.32,100,99.32,0.68,0,0,0
"Philadelphia","42101020800",1,"A","A",99.04,99.04,82.09,81.29,0.4,0.39,0,17.91
"Philadelphia","42091202500",1,"A","A",97.89,97.89,56.33,55.14,1.19,0,0,43.67
"Philadelphia","42101038600",1,"A","A",96.75,96.75,78.23,75.69,2.54,0,0,21.77
"Philadelphia","42091202401",1,"A","A",96.07,96.07,100,96.06,2.97,0,0.96,0
"Philadelphia","42091201800",1,"A","A",89.73,89.73,87.06,78.12,8.94,0,0,12.94
"Philadelphia","42101027300",1,"A","A",83.24,83.24,89.6,74.58,15.02,0,0,10.4
"Philadelphia","42091204500",1,"A","A",80.63,80.63,99.55,80.28,19.28,0,0,0.45
"Philadelphia","42101025600",1,"A","A",79.79,79.79,100,79.79,20.21,0,0,0
"Philadelphia","42101025500",1,"A","A",76.1,76.1,100,76.1,23.83,0.07,0,0
"Philadelphia","42101027500",1,"A","A",75.53,75.53,100,75.53,24.47,0,0,0
"Philadelphia","42101027402",1,"A","A",73.96,73.96,100,73.96,26.04,0,0,0
"Philadelphia","42101027401",1,"A","A",69.29,69.29,100,69.29,30.71,0,0,0
"Philadelphia","42101038500",1,"A","A",67.75,67.75,93.38,63.27,26.9,3.22,0,6.62
"Philadelphia","42091201608",1,"A","A",62.92,62.92,57.12,35.94,21.18,0,0,42.88
"Philadelphia","42101026900",1,"A","A",62.03,62.03,100,62.03,37.97,0,0,0
"Philadelphia","42101011700",1,"A","A",60.67,60.67,100,60.67,39.33,0,0,0
"Philadelphia","42091210500",1,"A","A",58.92,58.92,52.14,30.72,21.42,0,0,47.86
"Philadelphia","42091202602",1,"A","A",58.82,58.82,99.27,58.39,40.88,0,0,0.73
"Philadelphia","42101026800",1,"A","A",57.74,57.74,99.8,57.63,42.18,0,0,0.2
"Philadelphia","42091202402",1,"A","A",53.21,53.21,99.64,53.02,40.28,0,6.34,0.36
"Philadelphia","42101023100",1,"A","A",51.57,51.57,93.33,48.13,42.61,2.59,0,6.67
"Philadelphia","42101025400",1,"A","B",64.35,35.65,100,35.65,64.35,0,0,0
"Philadelphia","42091200309",1,"B","B",100,100,78.15,0,78.15,0,0,21.85
"Philadelphia","42091202000",1,"B","B",100,100,91.62,0,91.62,0,0,8.38
"Philadelphia","42091202201",1,"B","B",100,100,99.69,0,99.69,0,0,0.31
"Philadelphia","42091202202",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42091205600",1,"B","B",100,100,96.29,0,96.29,0,0,3.71
"Philadelphia","42101021600",1,"B","B",100,100,54.7,0,54.7,0,0,45.3
"Philadelphia","42101021800",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101021900",1,"B","B",100,100,86,0,86,0,0,14
"Philadelphia","42101022000",1,"B","B",100,100,82.72,0,82.72,0,0,17.28
"Philadelphia","42101025900",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101026000",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101026100",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101026200",1,"B","B",100,100,96.6,0,96.6,0,0,3.4
"Philadelphia","42101026301",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101026302",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101026400",1,"B","B",100,100,79.07,0,79.07,0,0,20.93
"Philadelphia","42101026600",1,"B","B",100,100,65,0,65,0,0,35
"Philadelphia","42101026700",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101027800",1,"B","B",100,100,75.9,0,75.89,0,0,24.1
"Philadelphia","42101028100",1,"B","B",100,100,85.72,0,85.72,0,0,14.28
"Philadelphia","42101028300",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101028400",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101028500",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101028600",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101028700",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101028800",1,"B","B",100,100,98.54,0,98.54,0,0,1.46
"Philadelphia","42101028902",1,"B","B",100,100,55.54,0,55.54,0,0,44.46
"Philadelphia","42101029000",1,"B","B",100,100,76.78,0,76.78,0,0,23.22
"Philadelphia","42101030502",1,"B","B",100,100,97.89,0,97.89,0,0,2.11
"Philadelphia","42101030600",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101030700",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101030800",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101030900",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101031000",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101031101",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101031200",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101031300",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101031401",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101031402",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101031501",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101031502",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101031600",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101031700",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101033101",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101033200",1,"B","B",100,100,98.78,0,98.78,0,0,1.22
"Philadelphia","42101033300",1,"B","B",100,100,99.55,0,99.55,0,0,0.45
"Philadelphia","42101033400",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101033500",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101033600",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101033701",1,"B","B",100,100,98.26,0,98.26,0,0,1.74
"Philadelphia","42101033702",1,"B","B",100,100,92.86,0,92.86,0,0,7.14
"Philadelphia","42101033800",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101033900",1,"B","B",100,100,76.07,0,76.07,0,0,23.93
"Philadelphia","42101034000",1,"B","B",100,100,99.27,0,99.27,0,0,0.73
"Philadelphia","42101034100",1,"B","B",100,100,100,0,100,0,0,0
"Philadelphia","42101036501",1,"B","B",100,100,86.69,0,86.69,0,0,13.31
"Philadelphia","42101038400",1,"B","B",100,100,99.53,0,99.53,0,0,0.47
"Philadelphia","42101031800",1,"B","B",99.91,99.91,100,0,99.91,0.09,0,0
"Philadelphia","42101021200",1,"B","B",99.81,99.81,98.39,0,98.2,0.19,0,1.61
"Philadelphia","42101028200",1,"B","B",99.76,99.76,84.83,0.2,84.64,0,0,15.17
"Philadelphia","42101021700",1,"B","B",99.51,99.51,99.42,0,98.94,0.49,0,0.58
"Philadelphia","42101011800",1,"B","B",99.39,99.39,65.92,0,65.52,0.39,0.01,34.08
"Philadelphia","42101027600",1,"B","B",99.35,99.35,100,0.65,99.35,0,0,0
"Philadelphia","42091201705",1,"B","B",99.24,99.24,86.64,0,85.98,0.66,0,13.36
"Philadelphia","42101025800",1,"B","B",98.74,98.74,100,1.26,98.74,0,0,0
"Philadelphia","42101038900",1,"B","B",97.96,97.96,63.23,0,61.94,1.29,0,36.77
"Philadelphia","42101012000",1,"B","B",96.53,96.53,94.26,3.27,90.99,0,0,5.74
"Philadelphia","42101031102",1,"B","B",96.45,96.45,100,0,96.45,3.55,0,0
"Philadelphia","42091201607",1,"B","B",94.71,94.71,93.92,0,88.95,1.62,3.35,6.08
"Philadelphia","42101027700",1,"B","B",94.12,94.12,100,0.61,94.13,5.27,0,0
"Philadelphia","42101011400",1,"B","B",91.3,91.3,84.49,7.29,77.14,0.06,0,15.51
"Philadelphia","42101008601",1,"B","B",87.35,87.35,100,0,87.35,12.65,0,0
"Philadelphia","42101027200",1,"B","B",87.11,87.11,93.03,11.99,81.04,0,0,6.97
"Philadelphia","42101011500",1,"B","B",84.88,84.88,100,2.03,84.88,13.09,0,0
"Philadelphia","42091202100",1,"B","B",84.76,84.76,99.36,15.14,84.22,0,0,0.64
"Philadelphia","42101019000",1,"B","B",83.88,83.88,98.94,0,82.99,14.7,1.25,1.06
"Philadelphia","42101027100",1,"B","B",80.38,80.38,100,19.62,80.38,0,0,0
"Philadelphia","42101030501",1,"B","B",79.87,79.87,100,0,79.87,20.13,0,0
"Philadelphia","42101025700",1,"B","B",79.27,79.27,100,0,79.27,20.73,0,0
"Philadelphia","42101019100",1,"B","B",79.14,79.14,42.81,0,33.87,8.75,0.18,57.19
"Philadelphia","42101011900",1,"B","B",79,79,75.62,0,59.74,0,15.88,24.38
"Philadelphia","42101033102",1,"B","B",72.94,72.94,98.37,0,71.75,26.23,0.39,1.63
"Philadelphia","42101031900",1,"B","B",72.93,72.93,100,0,72.93,27.07,0,0
"Philadelphia","42101024900",1,"B","B",72.58,72.58,98.35,0,71.38,26.97,0,1.65
"Philadelphia","42101007900",1,"B","B",71.91,71.91,100,0,71.91,28.09,0,0
"Philadelphia","42101023600",1,"B","B",67.82,67.82,99.82,31.98,67.7,0.14,0,0.18
"Philadelphia","42101032600",1,"B","B",67.7,67.7,97.35,0,65.9,31.44,0,2.65
"Philadelphia","42101033000",1,"B","B",66.92,66.92,93.55,0,62.6,30.95,0,6.45
"Philadelphia","42101023700",1,"B","B",64.33,64.33,100,0,64.33,28.45,7.22,0
"Philadelphia","42091202301",1,"B","B",64.25,64.25,99.6,35.04,63.99,0.57,0,0.4
"Philadelphia","42091202603",1,"B","B",60.7,60.7,99.89,28.54,60.63,10.72,0,0.11
"Philadelphia","42101039001",1,"B","B",60.6,60.6,100,0,60.6,39.4,0,0
"Philadelphia","42101032000",1,"B","B",59.02,59.02,100,0,59.02,40.98,0,0
"Philadelphia","42101008200",1,"B","B",57.23,57.23,82.53,0,47.24,35.3,0,17.47
"Philadelphia","42101038800",1,"B","B",57.01,57.01,76.17,25.26,43.43,7.49,0,23.83
"Philadelphia","42101006400",1,"B","B",55.34,55.34,84.66,0,46.85,13.07,24.74,15.34
"Philadelphia","42101008301",1,"B","C",55.41,44.2,76.91,0,33.99,42.61,0.3,23.09
"Philadelphia","42101024800",1,"B","C",57.87,42.13,100,0,42.13,57.87,0,0
"Philadelphia","42101028000",1,"B","B",38.79,38.79,91.6,0,35.53,34.66,21.41,8.4
"Philadelphia","42101020600",1,"B","A",59.28,38.46,62.89,37.28,24.19,1.42,0,37.11
"Philadelphia","42101038700",1,"B","A",56.86,37.02,90.7,51.57,33.58,5.55,0,9.3
"Philadelphia","42101000803",1,"C","C",100,100,51.52,0,0,51.52,0,48.48
"Philadelphia","42101007000",1,"C","C",100,100,89.91,0,0,89.91,0,10.09
"Philadelphia","42101007101",1,"C","C",100,100,100,0,0,100,0,0
"Philadelphia","42101007300",1,"C","C",100,100,100,0,0,100,0,0
"Philadelphia","42101008102",1,"C","C",100,100,100,0,0,100,0,0
"Philadelphia","42101017201",1,"C","C",100,100,99.97,0,0,99.97,0,0.03
"Philadelphia","42101018400",1,"C","C",100,100,44.12,0,0,44.12,0,55.88
"Philadelphia","42101019502",1,"C","C",100,100,99.55,0,0,99.55,0,0.45
"Philadelphia","42101019800",1,"C","C",100,100,99.16,0,0,99.16,0,0.84
"Philadelphia","42101019900",1,"C","C",100,100,98.78,0,0,98.78,0,1.22
"Philadelphia","42101020000",1,"C","C",100,100,67.26,0,0,67.26,0,32.74
"Philadelphia","42101020101",1,"C","C",100,100,88.79,0,0,88.79,0,11.21
"Philadelphia","42101025200",1,"C","C",100,100,100,0,0,100,0,0
"Philadelphia","42101032100",1,"C","C",100,100,100,0,0,100,0,0
"Philadelphia","42101032300",1,"C","C",100,100,80.25,0,0,80.25,0,19.75
"Philadelphia","42101034803",1,"C","C",100,100,69.43,0,0,69.43,0,30.57
"Philadelphia","42101034900",1,"C","C",100,100,78.31,0,0,78.31,0,21.69
"Philadelphia","42101035200",1,"C","C",100,100,86.33,0,0,86.33,0,13.67
"Philadelphia","42101008101",1,"C","C",99.98,99.98,100,0,0.02,99.98,0,0
"Philadelphia","42101019501",1,"C","C",99.93,99.93,100,0,0,99.93,0.07,0
"Philadelphia","42101017202",1,"C","C",99.68,99.68,100,0,0,99.68,0.32,0
"Philadelphia","42101007102",1,"C","C",99.58,99.58,100,0,0.42,99.58,0,0
"Philadelphia","42101017300",1,"C","C",99.48,99.48,56.09,0,0,55.8,0.29,43.91
"Philadelphia","42101007800",1,"C","C",99.41,99.41,100,0,0,99.41,0.59,0
"Philadelphia","42101017000",1,"C","C",99.39,99.39,62.35,0,0.31,61.97,0.07,37.65
"Philadelphia","42101006200",1,"C","C",99.38,99.38,73.79,0,0,73.33,0.46,26.21
"Philadelphia","42101038000",1,"C","C",99.06,99.06,84.67,0,0,83.87,0.8,15.33
"Philadelphia","42101018300",1,"C","C",99.05,99.05,88.53,0,0,87.69,0.84,11.47
"Philadelphia","42101000805",1,"C","C",99.01,99.01,54.83,0,0,54.28,0.54,45.17
"Philadelphia","42101024400",1,"C","C",98.95,98.95,100,0,0,98.95,1.05,0
"Philadelphia","42101019200",1,"C","C",98.81,98.81,97.17,0,0,96.01,1.16,2.83
"Philadelphia","42101017100",1,"C","C",98.33,98.33,49.24,0,0,48.42,0.82,50.76
"Philadelphia","42101007200",1,"C","C",97.74,97.74,100,0,2.26,97.74,0,0
"Philadelphia","42101019700",1,"C","C",96.86,96.86,100,0,3.14,96.86,0,0
"Philadelphia","42101008302",1,"C","C",96.13,96.13,100,0,3.82,96.13,0.05,0
"Philadelphia","42101021300",1,"C","C",95.47,95.47,100,0,0.83,95.48,3.7,0
"Philadelphia","42101024300",1,"C","C",92.37,92.37,100,0,0,92.37,7.63,0
"Philadelphia","42101024700",1,"C","C",86.53,86.53,100,0,0.44,86.53,13.03,0
"Philadelphia","42091201704",1,"C","C",85.96,85.96,100,0,1.18,85.97,12.86,0
"Philadelphia","42101008400",1,"C","C",84.06,84.06,100,0,0,84.06,15.94,0
"Philadelphia","42101008802",1,"C","C",84.01,84.01,98,0,0,82.33,15.67,2
"Philadelphia","42091210100",1,"C","C",81.38,81.38,14.02,0,2.56,11.41,0.05,85.98
"Philadelphia","42101020200",1,"C","C",79.48,79.48,97.64,0,0,77.6,20.04,2.36
"Philadelphia","42101032500",1,"C","C",77.56,77.56,93.27,0,20.93,72.35,0,6.73
"Philadelphia","42101024200",1,"C","C",77.38,77.38,100,0,0,77.38,22.62,0
"Philadelphia","42101009802",1,"C","C",77.17,77.17,96.36,0,22,74.36,0,3.64
"Philadelphia","42091200308",1,"C","C",76.9,76.9,52.42,0,12.11,40.31,0,47.58
"Philadelphia","42101020400",1,"C","C",76.87,76.87,99.26,0,0.37,76.31,22.59,0.74
"Philadelphia","42101010000",1,"C","C",75.96,75.96,99.62,0,0.69,75.67,23.26,0.38
"Philadelphia","42101029800",1,"C","C",75.05,75.05,100,0,24.95,75.05,0,0
"Philadelphia","42101008801",1,"C","C",74.02,74.02,100,0,0,74.02,25.98,0
"Philadelphia","42101030100",1,"C","C",73.32,73.32,98.91,0,26.3,72.52,0.09,1.09
"Philadelphia","42101020300",1,"C","C",72.59,72.59,82.66,0,0,60,22.66,17.34
"Philadelphia","42101008000",1,"C","C",72.29,72.29,100,0,27.71,72.29,0,0
"Philadelphia","42101008702",1,"C","C",71.79,71.79,100,0,9.13,71.8,19.08,0
"Philadelphia","42101007700",1,"C","C",68.94,68.94,73.18,0,0,50.45,22.73,26.82
"Philadelphia","42101001203",1,"C","C",67.33,67.33,100,0,0,67.33,32.67,0
"Philadelphia","42101030200",1,"C","C",66.51,66.51,100,0,33.49,66.51,0,0
"Philadelphia","42101030000",1,"C","C",65.36,65.36,99.34,0,16.11,64.94,18.3,0.66
"Philadelphia","42101020900",1,"C","C",64.04,64.04,67.8,0,0,43.41,24.38,32.2
"Philadelphia","42101008500",1,"C","C",61.61,61.61,100,0,18.12,61.61,20.27,0
"Philadelphia","42101008602",1,"C","C",60.03,60.03,100,0,4.98,60.03,34.99,0
"Philadelphia","42101008701",1,"C","C",58.55,58.55,100,0,26.34,58.55,15.11,0
"Philadelphia","42101024000",1,"C","C",56.46,56.46,100,0,17.42,56.46,26.12,0
"Philadelphia","42101011200",1,"C","C",51.99,51.99,100,0,0,51.99,48.01,0
"Philadelphia","42101020701",1,"C","C",51.92,51.92,90.19,0.7,42.66,46.83,0,9.81
"Philadelphia","42101011300",1,"C","C",51.29,51.29,99.3,0,48.37,50.93,0,0.7
"Philadelphia","42101023800",1,"C","C",51.28,51.28,100,0,33.32,51.28,15.4,0
"Philadelphia","42101025300",1,"C","C",49.89,49.89,100,0,32.15,49.89,17.96,0
"Philadelphia","42101024500",1,"C","D",50.59,49.41,99.91,0,0,49.37,50.54,0.09
"Philadelphia","42101009801",1,"C","C",47.95,47.95,100,29.86,22.19,47.95,0,0
"Philadelphia","42101010100",1,"C","C",45.87,45.87,100,0,30.66,45.87,23.47,0
"Philadelphia","42101024100",1,"C","D",55.63,44.37,100,0,0,44.37,55.63,0
