"icpsr","bioname","chamber","party","state_abbrev","first","last","tenure","span","gap","ongoing"
9947,"WELLS, William Hill","Senate","Other","DE",5,14,6,10,TRUE,FALSE
10176,"WILLIAMS, Robert","House","Other","NC",5,7,3,3,FALSE,FALSE
148,"ALSTON, Willis","House","Other","NC",6,21,11,16,TRUE,FALSE
233,"ARMSTRONG, John, Jr.","Senate","Other","NY",6,8,3,3,FALSE,FALSE
379,"BALDWIN, Abraham","Senate","Other","GA",6,9,4,4,FALSE,FALSE
722,"BIRD, John","House","Other","NY",6,6,1,1,FALSE,FALSE
733,"BISHOP, Phanuel","House","Other","MA",6,9,4,4,FALSE,FALSE
1116,"BROWN, John","House","Other","RI",6,6,1,1,FALSE,FALSE
1974,"CONDIT, John","House","Other","NJ",6,16,3,11,TRUE,FALSE
2351,"DAVENPORT, Franklin","House","Other","NJ",6,6,1,1,FALSE,FALSE
2357,"DAVENPORT, John","House","Other","CT",6,14,9,9,FALSE,FALSE
2440,"DAYTON, Jonathan","Senate","Other","NJ",6,8,3,3,FALSE,FALSE
2550,"DEXTER, Samuel","Senate","Other","MA",6,6,1,1,FALSE,FALSE
2581,"DICKSON, Joseph","House","Other","NC",6,6,1,1,FALSE,FALSE
3303,"FOSTER, Dwight","Senate","Other","MA",6,7,2,2,FALSE,FALSE
3342,"FRANKLIN, Jesse","Senate","Other","NC",6,12,6,7,TRUE,FALSE
3668,"GOODE, Samuel","House","Other","VA",6,6,1,1,FALSE,FALSE
3679,"GOODRICH, Elizur","House","Other","CT",6,6,1,1,FALSE,FALSE
3763,"GRAY, Edwin","House","Other","VA",6,12,7,7,FALSE,FALSE
4303,"HENDERSON, Archibald","House","Other","NC",6,7,2,2,FALSE,FALSE
4426,"HILL, William Henry","House","Other","NC",6,7,2,2,FALSE,FALSE
4441,"HINDMAN, William","Senate","Other","MD",6,7,2,2,FALSE,FALSE
4694,"HUGER, Benjamin","House","Other","SC",6,14,4,9,TRUE,FALSE
5038,"JONES, James","House","Other","GA",6,6,1,1,FALSE,FALSE
5559,"LEE, Henry","House","Other","VA",6,6,1,1,FALSE,FALSE
5568,"LEE, Silas","House","Other","MA",6,7,2,2,FALSE,FALSE
5594,"LEIB, Michael","House","Other","PA",6,9,4,4,FALSE,FALSE
5668,"LINCOLN, Levi","House","Other","MA",6,7,2,2,FALSE,FALSE
5687,"LINN, James","House","Other","NJ",6,6,1,1,FALSE,FALSE
6003,"MARSHALL, John","House","Other","VA",6,6,1,1,FALSE,FALSE
6058,"MASON, Jonathan","Senate","Other","MA",6,7,2,2,FALSE,FALSE
6089,"MATTOON, Ebenezer","House","Other","MA",6,7,2,2,FALSE,FALSE
6703,"MORRIS, Gouverneur","Senate","Other","NY",6,7,2,2,FALSE,FALSE
6913,"NICHOLAS, Wilson Cary","Senate","Other","VA",6,8,3,3,FALSE,FALSE
6925,"NICHOLSON, Joseph Hopper","House","Other","MD",6,9,4,4,FALSE,FALSE
6979,"NOTT, Abraham","House","Other","SC",6,6,1,1,FALSE,FALSE
7029,"OGDEN, Aaron","Senate","Other","NJ",6,7,2,2,FALSE,FALSE
7159,"PAGE, Robert","House","Other","VA",6,6,1,1,FALSE,FALSE
7481,"PLATT, Jonas","House","Other","NY",6,6,1,1,FALSE,FALSE
7573,"POWELL, Leven","House","Other","VA",6,6,1,1,FALSE,FALSE
7723,"RANDOLPH, John","House","Other","VA",6,20,12,15,TRUE,FALSE
7764,"READ, Nathan","House","Other","MA",6,7,2,2,FALSE,FALSE
8278,"SCHUREMAN, James","Senate","Other","NJ",6,6,1,1,FALSE,FALSE
8423,"SHEAFE, James","House","Other","NH",6,6,1,1,FALSE,FALSE
8647,"SMITH, John","House","Other","NY",6,8,3,3,FALSE,FALSE
8651,"SMITH, John Cotton","House","Other","CT",6,9,4,4,FALSE,FALSE
8938,"STEWART, John","House","Other","PA",6,8,3,3,FALSE,FALSE
8977,"STONE, David","House","Other","NC",6,6,1,1,FALSE,FALSE
9165,"TALIAFERRO, Benjamin","House","Other","GA",6,7,2,2,FALSE,FALSE
9239,"TAZEWELL, Littleton Waller","House","Other","VA",6,6,1,1,FALSE,FALSE
9257,"TENNEY, Samuel","House","Other","NH",6,9,4,4,FALSE,FALSE
9299,"THOMAS, John Chew","House","Other","MD",6,6,1,1,FALSE,FALSE
9328,"THOMPSON, John","House","Other","NY",6,11,3,6,TRUE,FALSE
10169,"WILLIAMS, Lemuel","House","Other","MA",6,8,3,3,FALSE,FALSE
10352,"WOODS, Henry","House","Other","PA",6,7,2,2,FALSE,FALSE
222,"ARCHER, John","House","Other","MD",7,9,3,3,FALSE,FALSE
325,"BACON, John","House","Other","MA",7,7,1,1,FALSE,FALSE
877,"BOUDE, Thomas","House","Other","PA",7,7,1,1,FALSE,FALSE
911,"BOWIE, Walter","House","Other","MD",7,8,2,2,FALSE,FALSE
994,"BRECKINRIDGE, John","Senate","Other","KY",7,8,2,2,FALSE,FALSE
1354,"BUTLER, William","House","Other","SC",7,12,6,6,FALSE,FALSE
1455,"CAMPBELL, John","House","Other","MD",7,11,5,5,FALSE,FALSE
1847,"CLINTON, De Witt","Senate","Other","NY",7,8,2,2,FALSE,FALSE
1939,"COLHOUN, John Ewing","Senate","Other","SC",7,7,1,1,FALSE,FALSE
2287,"CUTLER, Manasseh","House","Other","MA",7,8,2,2,FALSE,FALSE
2294,"CUTTS, Richard","House","Other","MA",7,12,6,6,FALSE,FALSE
2583,"DICKSON, William","House","Other","TN",7,9,3,3,FALSE,FALSE
2819,"EARLY, Peter","House","Other","GA",7,9,3,3,FALSE,FALSE
2903,"ELLERY, Christopher","Senate","Other","RI",7,8,2,2,FALSE,FALSE
2942,"ELMER, Ebenezer","House","Other","NJ",7,9,3,3,FALSE,FALSE
3001,"EUSTIS, William","House","Other","MA",7,17,4,11,TRUE,FALSE
3639,"GODDARD, Calvin","House","Other","CT",7,8,2,2,FALSE,FALSE
4181,"HASTINGS, Seth","House","Other","MA",7,9,3,3,FALSE,FALSE
4293,"HELMS, William","House","Other","NJ",7,11,5,5,FALSE,FALSE
4298,"HEMPHILL, Joseph","House","Other","PA",7,21,6,15,TRUE,FALSE
4502,"HOGE, William","House","Other","PA",7,10,3,4,TRUE,FALSE
4748,"HUNT, Samuel","House","Other","NH",7,8,2,2,FALSE,FALSE
4946,"JOHNSON, Charles","House","Other","NC",7,7,1,1,FALSE,FALSE
5066,"JONES, William","House","Other","PA",7,7,1,1,FALSE,FALSE
5744,"LOGAN, George","Senate","Other","PA",7,9,3,3,FALSE,FALSE
5814,"LOWNDES, Thomas","House","Other","SC",7,8,2,2,FALSE,FALSE
6422,"MERIWETHER, David","House","Other","GA",7,9,3,3,FALSE,FALSE
6577,"MITCHILL, Samuel Latham","House","Other","NY",7,12,4,6,TRUE,FALSE
6653,"MOORE, Thomas","House","Other","SC",7,14,7,8,TRUE,FALSE
6715,"MORRIS, Thomas","House","Other","NY",7,7,1,1,FALSE,FALSE
6760,"MOTT, James","House","Other","NJ",7,8,2,2,FALSE,FALSE
6905,"NEWTON, Thomas, Jr.","House","Other","VA",7,22,16,16,FALSE,FALSE
7048,"OLCOTT, Simeon","Senate","Other","NH",7,8,2,2,FALSE,FALSE
7308,"PEIRCE, Joseph","House","Other","NH",7,7,1,1,FALSE,FALSE
7344,"PERKINS, Elias","House","Other","CT",7,7,1,1,FALSE,FALSE
7478,"PLATER, Thomas","House","Other","MD",7,8,2,2,FALSE,FALSE
7493,"PLUMER, William","Senate","Other","NH",7,9,3,3,FALSE,FALSE
8423,"SHEAFE, James","Senate","Other","NH",7,7,1,1,FALSE,FALSE
8646,"SMITH, John","House","Other","VA",7,13,7,7,FALSE,FALSE
8662,"SMITH, Josiah","House","Other","MA",7,7,1,1,FALSE,FALSE
8748,"SOUTHARD, Henry","House","Other","NJ",7,16,8,10,TRUE,FALSE
8842,"STANLY, John","House","Other","NC",7,11,2,5,TRUE,FALSE
8845,"STANTON, Joseph, Jr.","House","Other","RI",7,9,3,3,FALSE,FALSE
8977,"STONE, David","Senate","Other","NC",7,13,4,7,TRUE,FALSE
9014,"STRATTON, John","House","Other","VA",7,7,1,1,FALSE,FALSE
9088,"SUMTER, Thomas","Senate","Other","SC",7,11,5,5,FALSE,FALSE
9167,"TALIAFERRO, John","House","Other","VA",7,27,10,21,TRUE,FALSE
9169,"TALLMADGE, Benjamin","House","Other","CT",7,14,8,8,FALSE,FALSE
9271,"THATCHER, Samuel","House","Other","MA",7,8,2,2,FALSE,FALSE
9290,"THOMAS, David","House","Other","NY",7,10,4,4,FALSE,FALSE
9335,"THOMPSON, Philip Rootes","House","Other","VA",7,9,3,3,FALSE,FALSE
9567,"UPHAM, George Baxter","House","Other","NH",7,7,1,1,FALSE,FALSE
9621,"VAN HORNE, Isaac","House","Other","PA",7,8,2,2,FALSE,FALSE
9625,"VAN NESS, John Peter","House","Other","NY",7,7,1,1,FALSE,FALSE
9630,"VAN RENSSELAER, Killian Killian","House","Other","NY",7,11,5,5,FALSE,FALSE
9735,"WALKER, Benjamin","House","Other","NY",7,7,1,1,FALSE,FALSE
10043,"WHITE, Samuel","Senate","Other","DE",7,11,5,5,FALSE,FALSE
10396,"WRIGHT, Robert","Senate","Other","MD",7,9,3,3,FALSE,FALSE
10407,"WYNNS, Thomas","House","Other","NC",7,9,3,3,FALSE,FALSE
34,"ADAMS, John Quincy","Senate","Other","MA",8,10,3,3,FALSE,FALSE
88,"ALEXANDER, Nathaniel","House","Other","NC",8,8,1,1,FALSE,FALSE
169,"ANDERSON, Isaac","House","Other","PA",8,9,2,2,FALSE,FALSE
351,"BAILEY, Theodorus","Senate","Other","NY",8,8,1,1,FALSE,FALSE
392,"BALDWIN, Simeon","House","Other","CT",8,8,1,1,FALSE,FALSE
524,"BAYARD, James Asheton, Sr.","Senate","Other","DE",8,12,5,5,FALSE,FALSE
571,"BEDINGER, George Michael","House","Other","KY",8,9,2,2,FALSE,FALSE
679,"BETTON, Silas","House","Other","NH",8,9,2,2,FALSE,FALSE
754,"BLACKLEDGE, William","House","Other","NC",8,12,4,5,TRUE,FALSE
927,"BOYD, Adam","House","Other","NJ",8,12,4,5,TRUE,FALSE
941,"BOYLE, John","House","Other","KY",8,10,3,3,FALSE,FALSE
1156,"BRUCE, Phineas","House","Other","MA",8,8,1,1,FALSE,FALSE
1174,"BRYAN, Joseph","House","Other","GA",8,9,2,2,FALSE,FALSE
1448,"CAMPBELL, George Washington","House","Other","TN",8,10,3,3,FALSE,FALSE
1575,"CASEY, Levi","House","Other","SC",8,9,2,2,FALSE,FALSE
1625,"CHAMBERLAIN, William","House","Other","VT",8,11,2,4,TRUE,FALSE
1708,"CHITTENDEN, Martin","House","Other","VT",8,12,5,5,FALSE,FALSE
1732,"CLAGETT, Clifton","House","Other","NH",8,16,3,9,TRUE,FALSE
1756,"CLARK, Christopher Henderson","House","Other","VA",8,9,2,2,FALSE,FALSE
1814,"CLAY, Joseph","House","Other","PA",8,10,3,3,FALSE,FALSE
1849,"CLINTON, George","House","Other","NY",8,10,3,3,FALSE,FALSE
1974,"CONDIT, John","Senate","Other","NJ",8,14,7,7,FALSE,FALSE
2005,"CONRAD, Frederick","House","Other","PA",8,9,2,2,FALSE,FALSE
2214,"CROWNINSHIELD, Jacob","House","Other","MA",8,10,3,3,FALSE,FALSE
2801,"DWIGHT, Thomas","House","Other","MA",8,8,1,1,FALSE,FALSE
2814,"EARLE, John Baylis","House","Other","SC",8,8,1,1,FALSE,FALSE
2911,"ELLIOT, James","House","Other","VT",8,10,3,3,FALSE,FALSE
2977,"EPPES, John Wayles","House","Other","VA",8,13,5,6,TRUE,FALSE
3423,"GAILLARD, John","Senate","Other","SC",8,19,12,12,FALSE,FALSE
3582,"GILES, William Branch","Senate","Other","VA",8,13,6,6,FALSE,FALSE
3691,"GOODWYN, Peterson","House","Other","VA",8,15,8,8,FALSE,FALSE
3826,"GRIFFIN, Thomas","House","Other","VA",8,8,1,1,FALSE,FALSE
3840,"GRISWOLD, Gaylord","House","Other","NY",8,8,1,1,FALSE,FALSE
4012,"HAMMOND, Samuel","House","Other","GA",8,8,1,1,FALSE,FALSE
4169,"HASBROUCK, Josiah","House","Other","NY",8,15,2,8,TRUE,FALSE
4498,"HOGE, John","House","Other","PA",8,8,1,1,FALSE,FALSE
4600,"HOUGH, David","House","Other","NH",8,9,2,2,FALSE,FALSE
4656,"HOWLAND, Benjamin","Senate","Other","RI",8,10,3,3,FALSE,FALSE
4858,"JACKSON, John George","House","Other","VA",8,14,6,7,TRUE,FALSE
5186,"KENNEDY, William","House","Other","NC",8,13,4,6,TRUE,FALSE
5338,"KNIGHT, Nehemiah","House","Other","RI",8,10,3,3,FALSE,FALSE
5477,"LARNED, Simon","House","Other","MA",8,8,1,1,FALSE,FALSE
5645,"LEWIS, Joseph, Jr.","House","Other","VA",8,14,7,7,FALSE,FALSE
5649,"LEWIS, Thomas","House","Other","VA",8,8,1,1,FALSE,FALSE
5716,"LIVINGSTON, Henry Walter","House","Other","NY",8,9,2,2,FALSE,FALSE
5822,"LUCAS, John Baptiste Charles","House","Other","PA",8,8,1,1,FALSE,FALSE
5890,"MACLAY, Samuel","Senate","Other","PA",8,10,3,3,FALSE,FALSE
6172,"McCORD, Andrew","House","Other","NY",8,8,1,1,FALSE,FALSE
6198,"McCREERY, William","House","Other","MD",8,10,3,3,FALSE,FALSE
6571,"MITCHELL, Nahum","House","Other","MA",8,8,1,1,FALSE,FALSE
6577,"MITCHILL, Samuel Latham","Senate","Other","NY",8,10,3,3,FALSE,FALSE
6625,"MOORE, Andrew","Senate","Other","VA",8,10,3,3,FALSE,FALSE
6643,"MOORE, Nicholas Ruxton","House","Other","MD",8,13,5,6,TRUE,FALSE
6728,"MORROW, Jeremiah","House","Other","OH",8,27,7,20,TRUE,FALSE
6871,"NELSON, Roger","House","Other","MD",8,11,4,4,FALSE,FALSE
7055,"OLIN, Gideon","House","Other","VT",8,9,2,2,FALSE,FALSE
7173,"PALMER, Beriah","House","Other","NY",8,8,1,1,FALSE,FALSE
7230,"PATERSON, John","House","Other","NY",8,8,1,1,FALSE,FALSE
7403,"PHELPS, Oliver","House","Other","NY",8,8,1,1,FALSE,FALSE
7428,"PICKERING, Timothy","Senate","Other","MA",8,11,4,4,FALSE,FALSE
7559,"POTTER, Samuel John","Senate","Other","RI",8,8,1,1,FALSE,FALSE
7658,"PURVIANCE, Samuel Dinsmore","House","Other","NC",8,8,1,1,FALSE,FALSE
7727,"RANDOLPH, Thomas Mann","House","Other","VA",8,9,2,2,FALSE,FALSE
7760,"REA, John","House","Other","PA",8,13,5,6,TRUE,FALSE
7838,"RHEA, John","House","Other","TN",8,17,9,10,TRUE,FALSE
7867,"RICHARDS, Jacob","House","Other","PA",8,10,3,3,FALSE,FALSE
7907,"RIKER, Samuel","House","Other","NY",8,10,2,3,TRUE,FALSE
8013,"RODNEY, Caesar Augustus","House","Other","DE",8,17,2,10,TRUE,FALSE
8056,"ROOT, Erastus","House","Other","NY",8,22,4,15,TRUE,FALSE
8187,"SAMMONS, Thomas","House","Other","NY",8,12,4,5,TRUE,FALSE
8203,"SANDFORD, Thomas","House","Other","KY",8,9,2,2,FALSE,FALSE
8206,"SANDS, Joshua","House","Other","NY",8,19,2,12,TRUE,FALSE
8338,"SEAVER, Ebenezer","House","Other","MA",8,12,5,5,FALSE,FALSE
8581,"SLOAN, James","House","Other","NJ",8,10,3,3,FALSE,FALSE
8639,"SMITH, Israel","Senate","Other","VT",8,9,2,2,FALSE,FALSE
8645,"SMITH, John","Senate","Other","OH",8,10,3,3,FALSE,FALSE
8647,"SMITH, John","Senate","Other","NY",8,12,5,5,FALSE,FALSE
8678,"SMITH, Samuel","Senate","Other","MD",8,22,12,15,TRUE,FALSE
8865,"STEDMAN, William","House","Other","MA",8,11,4,4,FALSE,FALSE
8894,"STEPHENSON, James","House","Other","VA",8,18,4,11,TRUE,FALSE
9154,"TAGGART, Samuel","House","Other","MA",8,14,7,7,FALSE,FALSE
9376,"TIBBITS, George","House","Other","NY",8,8,1,1,FALSE,FALSE
9658,"VENABLE, Abraham Bedford","Senate","Other","VA",8,8,1,1,FALSE,FALSE
9662,"VERPLANCK, Daniel Crommelin","House","Other","NY",8,10,3,3,FALSE,FALSE
9798,"WALTON, Matthew","House","Other","KY",8,9,2,2,FALSE,FALSE
10054,"WHITEHILL, John","House","Other","PA",8,9,2,2,FALSE,FALSE
10171,"WILLIAMS, Marmaduke","House","Other","NC",8,10,3,3,FALSE,FALSE
10210,"WILSON, Alexander","House","Other","VA",8,10,3,3,FALSE,FALSE
10379,"WORTHINGTON, Thomas","Senate","Other","OH",8,13,5,6,TRUE,FALSE
20,"ADAIR, John","Senate","Other","KY",9,9,1,1,FALSE,FALSE
80,"ALEXANDER, Evan Shelby","House","Other","NC",9,10,2,2,FALSE,FALSE
436,"BARKER, Joseph","House","Other","MA",9,10,2,2,FALSE,FALSE
505,"BASSETT, Burwell","House","Other","VA",9,20,10,12,TRUE,FALSE
686,"BIBB, William Wyatt","House","Other","GA",9,13,5,5,FALSE,FALSE
697,"BIDWELL, Barnabas","House","Other","MA",9,9,1,1,FALSE,FALSE
773,"BLAKE, John, Jr.","House","Other","NY",9,10,2,2,FALSE,FALSE
1085,"BROOM, James Madison","House","Other","DE",9,9,1,1,FALSE,FALSE
1323,"BURWELL, William Armisted","House","Other","VA",9,16,8,8,FALSE,FALSE
1635,"CHANDLER, John","House","Other","MA",9,10,2,2,FALSE,FALSE
1736,"CLAIBORNE, John","House","Other","VA",9,10,2,2,FALSE,FALSE
1810,"CLAY, Henry","Senate","Other","KY",9,32,10,24,TRUE,FALSE
2021,"COOK, Orchard","House","Other","MA",9,11,3,3,FALSE,FALSE
2099,"COVINGTON, Leonard","House","Other","MD",9,9,1,1,FALSE,FALSE
2332,"DARBY, Ezra","House","Other","NJ",9,10,2,2,FALSE,FALSE
2800,"DWIGHT, Theodore","House","Other","CT",9,9,1,1,FALSE,FALSE
2813,"EARLE, Elias","House","Other","SC",9,16,5,8,TRUE,FALSE
2919,"ELLIS, Caleb","House","Other","NH",9,9,1,1,FALSE,FALSE
2956,"ELY, William","House","Other","MA",9,13,5,5,FALSE,FALSE
3104,"FENNER, James","Senate","Other","RI",9,10,2,2,FALSE,FALSE
3173,"FISK, James","House","Other","VT",9,13,4,5,TRUE,FALSE
3483,"GARNETT, James Mercer","House","Other","VA",9,10,2,2,FALSE,FALSE
3610,"GILMAN, Nicholas","Senate","Other","NH",9,13,5,5,FALSE,FALSE
3652,"GOLDSBOROUGH, Charles","House","Other","MD",9,14,6,6,FALSE,FALSE
3779,"GREEN, Isaiah Lewis","House","Other","MA",9,12,3,4,TRUE,FALSE
3972,"HALSEY, Silas","House","Other","NY",9,9,1,1,FALSE,FALSE
3992,"HAMILTON, John","House","Other","PA",9,9,1,1,FALSE,FALSE
5151,"KELLY, James","House","Other","PA",9,10,2,2,FALSE,FALSE
5163,"KENAN, Thomas","House","Other","NC",9,11,3,3,FALSE,FALSE
5303,"KITCHELL, Aaron","Senate","Other","NJ",9,10,2,2,FALSE,FALSE
5421,"LAMBERT, John","House","Other","NJ",9,10,2,2,FALSE,FALSE
5724,"LLOYD, Edward","House","Other","MD",9,10,2,2,FALSE,FALSE
5812,"LOWER, Christian","House","Other","PA",9,9,1,1,FALSE,FALSE
5917,"MAGRUDER, Patrick","House","Other","MD",9,9,1,1,FALSE,FALSE
5981,"MARION, Robert","House","Other","SC",9,11,3,3,FALSE,FALSE
6069,"MASTERS, Josiah","House","Other","NY",9,10,2,2,FALSE,FALSE
6241,"McFARLAN, Duncan","House","Other","NC",9,9,1,1,FALSE,FALSE
6393,"MEAD, Cowles","House","Other","GA",9,9,1,1,FALSE,FALSE
6472,"MILLEDGE, John","Senate","Other","GA",9,11,3,3,FALSE,FALSE
6729,"MORROW, John","House","Other","VA",9,10,2,2,FALSE,FALSE
6746,"MOSELEY, Jonathan Ogden","House","Other","CT",9,16,8,8,FALSE,FALSE
6794,"MUMFORD, Gurdon Saltonstall","House","Other","NY",9,11,3,3,FALSE,FALSE
6866,"NELSON, Jeremiah","House","Other","MA",9,22,7,14,TRUE,FALSE
7469,"PITKIN, Timothy","House","Other","CT",9,15,7,7,FALSE,FALSE
7537,"PORTER, John","House","Other","PA",9,11,3,3,FALSE,FALSE
7645,"PUGH, John","House","Other","PA",9,10,2,2,FALSE,FALSE
7675,"QUINCY, Josiah","House","Other","MA",9,12,4,4,FALSE,FALSE
7792,"REED, Philip","Senate","Other","MD",9,12,4,4,FALSE,FALSE
8131,"RUSSELL, John","House","Other","NY",9,10,2,2,FALSE,FALSE
8175,"SAILLY, Peter","House","Other","NY",9,9,1,1,FALSE,FALSE
8277,"SCHUNEMAN, Martin Gerretsen","House","Other","NY",9,9,1,1,FALSE,FALSE
8595,"SMELT, Dennis","House","Other","GA",9,11,3,3,FALSE,FALSE
8673,"SMITH, O'Brien","House","Other","SC",9,9,1,1,FALSE,FALSE
8679,"SMITH, Samuel","House","Other","PA",9,11,3,3,FALSE,FALSE
8761,"SPALDING, Thomas","House","Other","GA",9,9,1,1,FALSE,FALSE
9063,"STURGES, Lewis Burr","House","Other","CT",9,14,6,6,FALSE,FALSE
9341,"THOMPSON, Thomas Weston","House","Other","NH",9,9,1,1,FALSE,FALSE
9366,"THRUSTON, Buckner","Senate","Other","KY",9,11,3,3,FALSE,FALSE
9451,"TRACY, Uri","House","Other","NY",9,12,3,4,TRUE,FALSE
9517,"TURNER, James","Senate","Other","NC",9,14,6,6,FALSE,FALSE
10055,"WHITEHILL, Robert","House","Other","PA",9,12,4,4,FALSE,FALSE
10086,"WICKES, Eliphalet","House","Other","NY",9,9,1,1,FALSE,FALSE
10140,"WILLIAMS, David Rogerson","House","Other","SC",9,12,3,4,TRUE,FALSE
10173,"WILLIAMS, Nathan","House","Other","NY",9,9,1,1,FALSE,FALSE
146,"ALSTON, Lemuel James","House","Other","SC",10,11,2,2,FALSE,FALSE
323,"BACON, Ezekiel","House","Other","MA",10,12,3,3,FALSE,FALSE
1419,"CALHOUN, Joseph","House","Other","SC",10,11,2,2,FALSE,FALSE
1505,"CARLETON, Peter","House","Other","NH",10,10,1,1,FALSE,FALSE
1632,"CHAMPION, Epaphroditus","House","Other","CT",10,14,5,5,FALSE,FALSE
1868,"COBB, Howell","House","Other","GA",10,12,3,3,FALSE,FALSE
2165,"CRAWFORD, William Harris","Senate","Other","GA",10,12,3,3,FALSE,FALSE
2242,"CULPEPPER, John","House","Other","NC",10,20,6,11,TRUE,FALSE
2446,"DEAN, Josiah","House","Other","MA",10,10,1,1,FALSE,FALSE
2527,"DESHA, Joseph","House","Other","KY",10,15,6,6,FALSE,FALSE
2786,"DURELL, Daniel Meserve","House","Other","NH",10,10,1,1,FALSE,FALSE
3344,"FRANKLIN, Meshack","House","Other","NC",10,13,4,4,FALSE,FALSE
3460,"GARDENIER, Barent","House","Other","NY",10,11,2,2,FALSE,FALSE
3465,"GARDNER, Francis","House","Other","NH",10,10,1,1,FALSE,FALSE
3552,"GHOLSON, Thomas, Jr.","House","Other","VA",10,14,5,5,FALSE,FALSE
3678,"GOODRICH, Chauncey","Senate","Other","CT",10,12,3,3,FALSE,FALSE
3805,"GREGG, Andrew","Senate","Other","PA",10,12,3,3,FALSE,FALSE
4106,"HARRIS, John","House","Other","NY",10,10,1,1,FALSE,FALSE
4393,"HIESTER, John","House","Other","PA",10,10,1,1,FALSE,FALSE
4622,"HOWARD, Benjamin","House","Other","KY",10,11,2,2,FALSE,FALSE
4731,"HUMPHREY, Reuben","House","Other","NY",10,10,1,1,FALSE,FALSE
4798,"ILSLEY, Daniel","House","Other","MA",10,10,1,1,FALSE,FALSE
4862,"JACKSON, Richard, Jr.","House","Other","RI",10,13,4,4,FALSE,FALSE
4916,"JENKINS, Robert","House","Other","PA",10,11,2,2,FALSE,FALSE
4988,"JOHNSON, Richard Mentor","House","Other","KY",10,24,10,15,TRUE,FALSE
5031,"JONES, George","Senate","Other","GA",10,10,1,1,FALSE,FALSE
5225,"KEY, Philip Barton","House","Other","MD",10,12,3,3,FALSE,FALSE
5296,"KIRKPATRICK, William","House","Other","NY",10,10,1,1,FALSE,FALSE
5594,"LEIB, Michael","Senate","Other","PA",10,13,4,4,FALSE,FALSE
5712,"LIVERMORE, Edward St. Loe","House","Other","MA",10,11,2,2,FALSE,FALSE
5726,"LLOYD, James","Senate","Other","MA",10,19,6,10,TRUE,FALSE
5792,"LOVE, John","House","Other","VA",10,11,2,2,FALSE,FALSE
6076,"MATHEWSON, Elisha","Senate","Other","RI",10,11,2,2,FALSE,FALSE
6408,"MEIGS, Return Jonathan, Jr.","Senate","Other","OH",10,11,2,2,FALSE,FALSE
6539,"MILNOR, William","House","Other","PA",10,17,4,8,TRUE,FALSE
6601,"MONTGOMERY, Daniel, Jr.","House","Other","PA",10,10,1,1,FALSE,FALSE
6603,"MONTGOMERY, John","House","Other","MD",10,11,2,2,FALSE,FALSE
6892,"NEWBOLD, Thomas","House","Other","NJ",10,12,3,3,FALSE,FALSE
6913,"NICHOLAS, Wilson Cary","House","Other","VA",10,11,2,2,FALSE,FALSE
7200,"PARKER, Nahum","Senate","Other","NH",10,11,2,2,FALSE,FALSE
7525,"POPE, John","Senate","Other","KY",10,12,3,3,FALSE,FALSE
7873,"RICHARDS, Matthias","House","Other","PA",10,11,2,2,FALSE,FALSE
7985,"ROBINSON, Jonathan","Senate","Other","VT",10,13,4,4,FALSE,FALSE
8087,"ROWAN, John","House","Other","KY",10,10,1,1,FALSE,FALSE
8237,"SAWYER, Lemuel","House","Other","NC",10,20,8,11,TRUE,FALSE
8243,"SAY, Benjamin","House","Other","PA",10,11,2,2,FALSE,FALSE
8421,"SHAW, Samuel","House","Other","VT",10,12,3,3,FALSE,FALSE
8643,"SMITH, Jedediah Kilburn","House","Other","NH",10,10,1,1,FALSE,FALSE
8993,"STORER, Clement","House","Other","NH",10,10,1,1,FALSE,FALSE
8999,"STORY, Joseph","House","Other","MA",10,10,1,1,FALSE,FALSE
9108,"SWART, Peter","House","Other","NY",10,10,1,1,FALSE,FALSE
9216,"TAYLOR, John","House","Other","SC",10,11,2,2,FALSE,FALSE
9380,"TIFFIN, Edward","Senate","Other","OH",10,10,1,1,FALSE,FALSE
9482,"TROUP, George Michael","House","Other","GA",10,13,4,4,FALSE,FALSE
9568,"UPHAM, Jabez","House","Other","MA",10,11,2,2,FALSE,FALSE
9590,"VAN ALEN, James Isaac","House","Other","NY",10,10,1,1,FALSE,FALSE
9613,"VAN DYKE, Nicholas","House","Other","DE",10,11,2,2,FALSE,FALSE
9619,"VAN HORNE, Archibald","House","Other","MD",10,11,2,2,FALSE,FALSE
9979,"WHARTON, Jesse","House","Other","TN",10,10,1,1,FALSE,FALSE
10099,"WILBOUR, Isaac","House","Other","RI",10,10,1,1,FALSE,FALSE
10246,"WILSON, Nathan","House","Other","NY",10,10,1,1,FALSE,FALSE
10293,"WITHERELL, James","House","Other","VT",10,10,1,1,FALSE,FALSE
119,"ALLEN, Joseph","House","Other","MA",11,11,1,1,FALSE,FALSE
184,"ANDERSON, William","House","Other","PA",11,15,4,5,TRUE,FALSE
478,"BARRY, William Taylor","House","Other","KY",11,11,1,1,FALSE,FALSE
531,"BAYLIES, William","House","Other","MA",11,23,4,13,TRUE,FALSE
703,"BIGELOW, Abijah","House","Other","MA",11,13,3,3,FALSE,FALSE
771,"BLAISDELL, Daniel","House","Other","NH",11,11,1,1,FALSE,FALSE
992,"BRECKINRIDGE, James","House","Other","VA",11,14,4,4,FALSE,FALSE
1007,"BRENT, Richard","Senate","Other","VA",11,13,3,3,FALSE,FALSE
1117,"BROWN, John","House","Other","MD",11,11,1,1,FALSE,FALSE
