geoid,total,hispanic,nh_white,nh_black,nh_aian,nh_asian,nh_nhpi,nh_sor,nh_two,largest,largest_pct
261635373003,1012,28,10,930,0,0,1,4,39,Black,91.8972
261635375001,942,3,9,897,0,0,3,3,27,Black,95.2229
261635375002,609,5,15,568,0,0,1,3,17,Black,93.2677
261635375003,1163,5,13,1102,5,0,0,14,24,Black,94.7549
261635376001,1169,26,46,1058,0,5,0,8,26,Black,90.5047
261635376002,1026,20,11,970,0,1,0,0,24,Black,94.5419
261635376003,1170,12,5,1109,0,4,0,8,32,Black,94.7863
261635377001,1008,5,14,954,1,1,0,2,31,Black,94.6429
261635377002,796,17,9,735,4,0,0,5,26,Black,92.3367
261635377003,1070,16,11,1007,2,0,0,2,32,Black,94.1121
261635378001,948,3,21,902,3,0,0,6,13,Black,95.1477
261635378002,597,7,4,563,1,0,0,1,21,Black,94.3049
261635381001,1069,18,117,896,0,3,2,4,29,Black,83.8167
261635381002,1067,23,249,726,0,8,4,10,47,Black,68.0412
261635382001,1105,25,171,858,5,7,1,3,35,Black,77.6471
261635382002,867,28,183,604,3,12,0,7,30,Black,69.6655
261635383001,1002,20,43,862,2,7,11,9,48,Black,86.0279
261635383002,1160,9,111,1008,0,3,1,3,25,Black,86.8966
261635384001,1553,40,244,1182,0,7,0,4,76,Black,76.1108
261635384002,1777,42,338,1275,1,17,0,12,92,Black,71.7501
261635385001,1415,6,55,1289,5,6,0,14,40,Black,91.0954
261635385002,1147,15,44,1013,4,2,0,7,62,Black,88.3173
261635385003,1447,34,51,1301,3,5,0,22,31,Black,89.9102
261635385004,1175,28,19,1087,1,1,0,6,33,Black,92.5106
261635386001,1235,16,22,1154,0,2,0,5,36,Black,93.4413
261635386002,1091,13,41,994,4,1,0,12,26,Black,91.1091
261635386003,1111,9,17,1047,0,0,0,9,29,Black,94.2394
261635386004,1321,19,44,1193,3,2,0,16,44,Black,90.3104
261635387001,1953,30,27,1834,0,0,0,7,55,Black,93.9068
261635387002,1870,20,24,1797,1,1,0,5,22,Black,96.0963
261635388001,1549,8,24,1478,1,0,0,5,33,Black,95.4164
261635389001,1806,22,26,1711,0,0,0,9,38,Black,94.7398
261635389002,1659,22,55,1538,0,3,0,2,39,Black,92.7064
261635390001,1600,14,22,1511,3,3,0,3,44,Black,94.4375
261635390002,1169,9,33,1077,4,4,0,11,31,Black,92.13
261635391001,1788,20,32,1666,6,1,0,6,57,Black,93.1767
261635392001,2152,23,26,2047,2,3,0,14,37,Black,95.1208
261635392002,794,14,19,709,0,1,0,9,42,Black,89.2947
261635392003,1917,18,28,1812,0,7,0,2,50,Black,94.5227
261635393001,2025,26,26,1900,7,1,0,8,57,Black,93.8272
261635393002,1768,13,13,1677,5,2,0,29,29,Black,94.8529
261635394001,1240,9,22,1179,4,1,0,11,14,Black,95.0806
261635394002,1042,20,9,983,1,0,1,6,22,Black,94.3378
261635394003,1425,22,15,1325,7,0,0,3,53,Black,92.9825
261635395001,674,6,7,634,2,3,0,2,20,Black,94.0653
261635395002,1359,8,15,1302,2,3,0,10,19,Black,95.8057
261635395003,888,9,9,860,1,0,0,0,9,Black,96.8468
261635396001,1368,13,16,1301,2,0,0,1,35,Black,95.1023
261635396002,1829,18,23,1716,9,2,0,11,50,Black,93.8218
261635397001,2072,31,29,1943,6,0,0,4,59,Black,93.7741
261635401001,994,10,14,936,6,0,0,0,28,Black,94.165
261635401002,1186,9,14,1128,2,1,0,9,23,Black,95.1096
261635401003,1021,8,11,962,2,0,0,3,35,Black,94.2214
261635402001,939,7,3,903,1,0,0,0,25,Black,96.1661
261635402002,747,12,8,694,0,1,0,5,27,Black,92.905
261635402003,1497,13,10,1423,2,0,0,17,32,Black,95.0568
261635403001,1332,2,20,1259,6,2,0,6,37,Black,94.5195
261635403002,1120,7,0,1074,0,5,0,11,23,Black,95.8929
261635403003,1294,20,7,1208,5,4,0,4,46,Black,93.3539
261635404001,1400,20,29,1312,6,2,0,5,26,Black,93.7143
261635404002,1232,9,23,1146,3,3,0,4,44,Black,93.0195
261635405001,1397,12,25,1308,3,4,0,13,32,Black,93.6292
261635405002,1002,12,5,943,0,0,0,5,37,Black,94.1118
261635405003,1067,6,10,1014,0,0,0,4,33,Black,95.0328
261635406001,1396,20,20,1303,3,0,0,16,34,Black,93.3381
261635406002,1878,29,46,1732,5,0,0,18,48,Black,92.2258
261635407001,949,8,16,870,3,7,0,6,39,Black,91.6754
261635407002,1087,7,27,1025,0,6,0,2,20,Black,94.2962
261635407003,1157,15,31,1079,0,1,0,4,27,Black,93.2584
261635408001,1040,8,16,964,3,2,2,6,39,Black,92.6923
261635408002,1070,9,12,1001,1,1,0,10,36,Black,93.5514
261635409001,993,4,6,961,2,0,0,5,15,Black,96.7774
261635409002,1453,5,25,1387,3,3,0,2,28,Black,95.4577
261635409003,974,13,2,928,2,3,0,3,23,Black,95.2772
261635410001,1127,10,11,1064,4,0,0,7,31,Black,94.4099
261635410002,1081,16,16,1020,0,1,1,0,27,Black,94.3571
261635410003,1567,25,21,1464,0,1,0,10,46,Black,93.4269
261635411001,1520,22,28,1417,3,4,0,6,40,Black,93.2237
261635411002,1401,16,26,1282,8,2,0,17,50,Black,91.5061
261635412001,1156,16,58,1041,1,0,0,8,32,Black,90.0519
261635412002,890,22,40,791,3,4,0,1,29,Black,88.8764
261635413001,1331,23,197,1046,4,2,0,17,42,Black,78.5875
261635413002,1333,43,188,1038,6,3,0,2,53,Black,77.8695
261635414001,538,10,81,420,2,0,0,1,24,Black,78.0669
261635414002,1058,24,103,867,3,5,0,7,49,Black,81.9471
261635414003,1046,21,91,868,2,6,0,5,53,Black,82.9828
261635415001,1682,16,39,1572,6,1,0,8,40,Black,93.4602
261635415002,1943,17,51,1804,10,0,0,3,58,Black,92.8461
261635417001,1087,13,9,1028,5,0,0,5,27,Black,94.5722
261635417002,843,15,18,786,1,0,0,0,23,Black,93.2384
261635417003,608,8,20,564,0,0,0,3,13,Black,92.7632
261635418001,1326,44,148,1037,6,9,0,22,60,Black,78.2051
261635418002,1207,29,132,960,5,22,0,6,53,Black,79.536
261635421001,2388,12,17,2297,2,4,0,2,54,Black,96.1893
261635421002,2159,18,36,2024,4,1,0,6,70,Black,93.7471
261635422001,1998,5,31,1902,2,2,0,11,45,Black,95.1952
261635422002,1646,8,40,1538,8,1,0,6,45,Black,93.4386
261635423001,858,10,11,806,1,0,0,10,20,Black,93.9394
261635423002,1397,22,29,1290,2,2,0,11,41,Black,92.3407
261635424001,938,7,18,878,9,0,0,9,17,Black,93.6034
261635424002,1713,20,27,1609,13,1,2,1,40,Black,93.9288
261635425001,1106,19,45,995,1,1,0,6,39,Black,89.9638
261635425002,1369,27,35,1241,5,4,2,22,33,Black,90.6501
261635426001,1601,16,12,1534,2,4,0,5,28,Black,95.8151
261635426002,1567,25,10,1489,0,1,0,4,38,Black,95.0223
261635429001,658,12,54,562,2,3,0,5,20,Black,85.4103
261635429002,1322,22,91,1159,5,6,0,12,27,Black,87.6702
261635429003,1339,18,120,1158,6,3,0,3,31,Black,86.4824
261635430001,914,13,67,799,1,0,0,6,28,Black,87.4179
261635430002,864,10,89,739,1,0,0,8,17,Black,85.5324
261635431001,1348,11,68,1204,0,11,0,10,44,Black,89.3175
261635431002,1107,13,106,943,4,5,0,10,26,Black,85.1852
261635432001,1165,25,31,1067,1,1,0,15,25,Black,91.588
261635432002,836,13,18,790,0,2,0,0,13,Black,94.4976
261635432003,1007,9,27,927,5,0,0,7,32,Black,92.0556
261635433001,1029,16,26,958,3,0,0,7,19,Black,93.1001
261635433002,779,2,18,748,0,0,0,2,9,Black,96.0205
261635433003,719,11,16,677,0,0,0,5,10,Black,94.1586
261635433004,788,16,29,729,0,0,0,3,11,Black,92.5127
261635434001,1367,15,15,1315,1,0,0,3,18,Black,96.196
261635434002,819,11,44,743,1,0,0,5,15,Black,90.7204
261635434003,946,20,12,887,1,1,0,5,20,Black,93.7632
261635435001,1210,60,85,1005,4,6,1,4,45,Black,83.0579
261635437001,632,18,32,529,11,0,0,1,41,Black,83.7025
261635437002,1153,44,55,994,6,0,0,14,40,Black,86.2099
261635439001,785,24,89,638,5,0,0,5,24,Black,81.2739
261635440001,2534,19,132,2289,4,12,0,7,71,Black,90.3315
261635441001,868,17,51,774,0,0,0,1,25,Black,89.1705
261635441002,1354,18,54,1220,4,4,1,6,47,Black,90.1034
261635442001,801,31,73,643,1,0,0,6,47,Black,80.2747
261635442002,1204,26,112,993,4,0,0,1,68,Black,82.4751
261635443001,1363,27,308,956,0,9,0,9,54,Black,70.1394
261635443002,1065,15,160,844,3,3,0,2,38,Black,79.2488
261635448001,746,17,72,609,7,5,0,5,31,Black,81.6354
261635448002,1029,46,123,782,3,4,0,11,60,Black,75.9961
261635451001,522,2,13,478,0,0,0,0,29,Black,91.5709
261635451002,504,6,9,478,0,0,0,2,9,Black,94.8413
261635452001,659,9,10,612,0,0,0,5,23,Black,92.868
261635452002,854,18,10,804,0,0,0,6,16,Black,94.1452
261635452003,371,4,8,347,0,0,0,3,9,Black,93.531
261635452004,757,5,16,704,2,0,0,5,25,Black,92.9987
261635455001,1245,98,315,754,3,2,0,3,70,Black,60.5622
261635455002,1218,67,160,892,2,18,1,6,72,Black,73.2348
261635455003,1415,65,593,665,11,8,0,5,68,Black,46.9965
261635456001,2218,293,1325,504,1,10,0,15,70,White,59.7385
261635456002,1585,171,899,433,2,6,0,6,68,White,56.7192
261635456003,1516,173,987,231,3,22,0,12,88,White,65.1055
261635457001,1609,331,561,642,8,10,0,5,52,Black,39.9006
261635457002,1316,286,373,582,6,0,0,5,64,Black,44.2249
261635458001,2487,477,795,1070,7,11,0,29,98,Black,43.0237
261635458002,1756,406,395,865,3,10,0,23,54,Black,49.2597
261635458003,1275,232,420,559,10,6,0,6,42,Black,43.8431
261635459001,1861,222,215,1343,5,3,0,4,69,Black,72.1655
261635459002,1897,152,181,1474,8,0,0,29,53,Black,77.7016
261635460001,1649,96,90,1385,0,8,0,9,61,Black,83.9903
261635460002,1276,72,61,1082,10,2,0,3,46,Black,84.7962
261635461001,1960,92,93,1681,5,8,0,14,67,Black,85.7653
261635461002,1992,62,196,1671,1,5,0,7,50,Black,83.8855
261635462011,2145,97,490,1453,5,16,1,13,70,Black,67.7389
261635462012,922,34,132,721,1,1,1,5,27,Black,78.1996
261635463011,1792,42,126,1544,6,12,1,8,53,Black,86.1607
261635466001,853,15,21,750,4,0,1,7,55,Black,87.925
261635466002,1143,20,22,1056,2,0,0,3,40,Black,92.3885
261635467001,1725,31,66,1574,3,2,0,1,48,Black,91.2464
261635467002,1091,16,5,1029,0,2,0,0,39,Black,94.3171
261635470001,1144,22,14,1059,5,5,1,8,30,Black,92.5699
261635470002,1357,17,13,1310,2,0,0,0,15,Black,96.5365
261635470003,1011,8,31,946,0,0,0,2,24,Black,93.5707
261635471001,0,0,0,0,0,0,0,0,0,White,0
261635471002,1107,14,12,1039,2,3,0,7,30,Black,93.8573
261635471003,3045,28,40,2868,10,0,0,14,85,Black,94.1872
261635471004,562,7,32,496,0,0,0,4,23,Black,88.2562
261635472001,737,8,21,686,0,0,0,0,22,Black,93.0801
261635472002,677,17,19,616,2,0,0,1,22,Black,90.9897
261635472003,595,22,22,536,0,1,0,3,11,Black,90.084
261635472004,1973,74,37,1789,6,3,0,6,58,Black,90.6741
261635501001,1447,42,1210,86,0,41,0,3,65,White,83.6213
261635501002,871,27,744,45,1,21,0,7,26,White,85.4191
261635501003,1627,28,1272,208,5,49,0,9,56,White,78.1807
261635502001,2348,112,1783,227,8,70,0,19,129,White,75.937
261635502002,1761,61,1444,128,5,38,0,7,78,White,81.9989
261635503001,1777,70,1563,57,0,42,0,0,45,White,87.9572
261635503002,1764,49,1578,36,5,22,0,1,73,White,89.4558
261635504001,1648,47,1424,83,4,43,0,0,47,White,86.4078
261635505001,1070,32,946,44,2,17,0,0,29,White,88.4112
261635505002,1420,25,1322,35,0,1,0,0,37,White,93.0986
261635505003,1540,52,1395,18,7,25,0,2,41,White,90.5844
261635506001,1600,40,1455,20,2,29,0,4,50,White,90.9375
261635506002,1096,21,1022,2,2,21,0,3,25,White,93.2482
261635507001,1664,38,1551,2,1,19,0,8,45,White,93.2091
261635507002,1133,41,1046,21,0,13,1,2,9,White,92.3213
261635507003,1363,46,1187,50,1,20,1,11,47,White,87.0873
261635507004,1657,37,1474,47,3,27,1,14,54,White,88.9559
261635508001,1635,50,1408,66,4,49,0,0,58,White,86.1162
261635509001,1610,42,1440,13,2,80,0,4,29,White,89.441
261635509002,960,17,849,15,0,44,0,1,34,White,88.4375
261635511001,1690,54,1467,87,1,42,0,3,36,White,86.8047
261635511002,1827,36,1622,81,0,26,0,2,60,White,88.7794
261635511003,1830,39,1649,42,3,32,0,3,62,White,90.1093
261635512001,1151,49,832,190,3,20,0,12,45,White,72.285
261635512002,1480,44,1135,198,0,24,0,5,74,White,76.6892
261635512003,1351,42,1028,191,3,20,0,1,66,White,76.0918
261635513001,1334,35,615,598,3,14,0,4,65,White,46.1019
261635513002,1302,41,696,494,5,20,0,6,40,White,53.4562
261635513003,1747,22,458,1165,0,39,0,10,53,Black,66.6857
261635514001,1115,19,284,769,0,8,0,0,35,Black,68.9686
261635514002,1935,64,609,1131,4,26,0,10,91,Black,58.4496
261635514003,1381,21,206,1111,0,6,0,6,31,Black,80.449
261635515001,988,12,258,675,4,13,0,6,20,Black,68.3198
261635515002,1453,32,403,933,2,7,0,3,73,Black,64.212
261635516001,1735,17,263,1389,10,3,0,6,47,Black,80.0576
261635516002,2502,37,409,1934,12,5,0,10,95,Black,77.2982
261635517001,1090,27,931,36,0,44,0,13,39,White,85.4128
261635517002,1409,41,1277,41,0,13,0,0,37,White,90.6317
261635517003,900,37,762,39,0,36,2,6,18,White,84.6667
261635518001,1111,41,921,69,0,44,2,0,34,White,82.8983
261635518002,1601,33,1398,78,2,28,1,9,52,White,87.3204
261635518003,1047,47,742,180,0,26,0,5,47,White,70.8691
261635520001,2234,18,838,123,2,1158,0,10,85,Asian,51.8353
261635520002,1467,12,572,65,9,763,0,4,42,Asian,52.0109
261635521001,1269,7,605,75,1,504,0,5,72,White,47.6753
261635521002,1161,5,90,980,1,22,0,1,62,Black,84.41
261635521003,1551,7,809,201,5,420,0,13,96,White,52.1599
261635521004,1779,31,769,111,2,739,1,11,115,White,43.2265
261635522001,2464,38,1752,133,4,399,3,13,122,White,71.1039
261635522002,2221,22,1337,144,0,586,0,22,110,White,60.1981
261635523001,1881,29,739,95,0,908,0,3,107,Asian,48.2722
261635523002,1326,26,841,25,1,397,0,4,32,White,63.4238
261635523003,1449,8,990,61,6,294,0,13,77,White,68.323
261635524001,1268,10,812,154,1,138,0,6,147,White,64.0379
261635524002,2256,22,1001,260,1,828,1,16,127,White,44.3706
261635528011,2977,41,2221,307,2,170,1,19,216,White,74.6053
261635528012,3125,42,2451,80,1,301,1,50,199,White,78.432
261635530001,918,6,45,814,6,8,0,13,26,Black,88.671
261635531001,1295,22,75,1125,1,9,0,9,54,Black,86.8726
261635532001,572,2,23,516,0,1,0,4,26,Black,90.2098
261635536011,1045,37,78,876,11,2,0,3,38,Black,83.8278
261635536012,886,11,70,771,2,2,1,1,28,Black,87.0203
261635538001,386,21,74,264,2,20,1,0,4,Black,68.3938
261635538002,450,7,9,415,0,0,0,1,18,Black,92.2222
261635538003,534,15,33,475,0,1,1,0,9,Black,88.9513
261635541001,2300,120,1153,831,17,16,2,8,153,White,50.1304
261635541002,1947,56,767,983,12,7,0,14,108,Black,50.4879
261635542001,1777,99,1176,372,6,10,0,7,107,White,66.179
261635542002,1383,52,621,569,4,10,0,15,112,White,44.9024
261635543001,914,53,512,308,0,0,0,0,41,White,56.0175
261635543002,1055,36,616,329,0,10,0,5,59,White,58.3886
261635543003,1559,58,796,580,5,16,0,13,91,White,51.0584
261635543004,1629,71,973,452,4,15,0,4,110,White,59.7299
261635544001,1714,66,573,989,2,11,1,9,63,Black,57.7013
261635544002,1690,90,679,749,12,24,1,9,126,Black,44.3195
261635545001,1203,49,688,369,5,11,0,9,72,White,57.1904
261635545002,1563,61,626,753,9,10,0,13,91,Black,48.1766
261635546001,2001,81,1138,660,1,5,2,17,97,White,56.8716
261635546002,1755,65,1126,414,9,7,0,17,117,White,64.1595
261635547001,1045,51,571,346,1,18,1,8,49,White,54.6411
261635547002,2252,82,924,1140,6,19,0,8,73,Black,50.6217
261635548001,1737,34,373,1255,0,12,0,13,50,Black,72.251
261635548002,816,25,364,375,1,6,0,0,45,Black,45.9559
261635548003,1058,41,415,545,1,9,0,9,38,Black,51.5123
261635549001,1765,36,420,1187,3,24,0,10,85,Black,67.2521
261635549002,1587,76,741,671,1,23,0,1,74,White,46.6919
261635551001,1674,68,909,579,4,18,0,4,92,White,54.3011
261635551002,1585,81,750,631,3,21,0,4,95,White,47.3186
261635551003,1438,49,827,438,4,16,0,0,104,White,57.5104
261635553001,1886,66,425,1272,1,27,0,12,83,Black,67.4443
261635553002,72,9,33,20,0,1,0,2,7,White,45.8333
261635553003,1444,46,458,836,8,16,0,5,75,Black,57.8947
261635554011,1228,38,151,981,0,18,2,5,33,Black,79.886
261635554012,1690,37,229,1368,4,5,2,11,34,Black,80.9467
261635555001,1462,57,425,912,6,15,0,4,43,Black,62.3803
261635555002,1588,30,479,1011,0,4,1,4,59,Black,63.665
261635556001,1211,46,561,556,2,3,0,8,35,White,46.3254
261635556002,1476,49,668,682,0,15,1,10,51,Black,46.206
261635561001,1106,77,803,107,4,38,0,17,60,White,72.604
261635561002,1175,48,879,156,1,26,0,4,61,White,74.8085
261635561003,1079,53,805,112,3,41,0,7,58,White,74.6061
261635562001,1300,36,995,189,3,28,0,4,45,White,76.5385
261635562002,1483,72,1072,181,2,100,0,5,51,White,72.2859
261635563001,1487,58,1121,115,2,125,0,3,63,White,75.3867
261635563002,1776,37,1501,76,4,104,0,11,43,White,84.5158
261635564001,2449,45,2029,76,3,227,0,8,61,White,82.8501
261635564002,2059,58,1699,119,0,91,2,4,86,White,82.5158
261635565001,2172,47,1813,118,0,121,0,5,68,White,83.4715
261635566001,1379,46,1193,25,2,59,0,9,45,White,86.512
261635566002,2048,46,1861,27,0,58,0,1,55,White,90.8691
261635567001,1088,52,926,52,0,18,1,1,38,White,85.1103
261635567002,1592,59,1371,15,0,103,0,5,39,White,86.1181
261635568001,1810,58,1615,21,1,48,0,7,60,White,89.2265
261635569001,1258,51,1000,78,5,70,0,1,53,White,79.4913
261635569002,1413,74,1155,64,2,70,0,8,40,White,81.741
261635569003,1015,34,800,41,0,71,0,16,53,White,78.8177
261635570001,1855,98,1482,98,4,73,0,11,89,White,79.8922
261635570002,1219,48,724,285,3,91,0,1,67,White,59.3929
261635571001,1185,66,762,227,4,77,0,0,49,White,64.3038
261635571002,1441,65,1185,68,6,43,0,9,65,White,82.2346
261635572001,2081,65,1826,59,3,30,0,10,88,White,87.7463
261635573001,2220,63,1933,79,4,38,0,8,95,White,87.0721
261635574001,1388,56,1251,12,0,11,0,1,57,White,90.1297
261635574002,1975,77,1734,20,4,36,1,5,98,White,87.7975
261635575001,2044,64,1811,26,5,58,0,2,78,White,88.6008
261635575002,1878,58,1693,25,3,34,0,5,60,White,90.1491
261635576001,1250,40,1156,15,1,19,0,5,14,White,92.48
261635576002,1054,39,926,30,8,10,0,5,36,White,87.8558
261635576003,735,29,646,5,4,23,0,1,27,White,87.8912
261635577001,1396,61,1239,15,1,15,0,5,60,White,88.7536
261635577002,1052,34,958,12,1,18,0,6,23,White,91.0646
261635577003,1810,40,1633,33,2,30,0,3,69,White,90.221
261635579011,2143,59,1917,57,4,45,0,0,61,White,89.454
261635579012,1197,48,1057,26,3,18,1,0,44,White,88.3041
261635579013,1091,24,1023,14,1,10,0,0,19,White,93.7672
261635580001,997,49,875,12,0,18,0,2,41,White,87.7633
261635580002,1426,64,1239,41,2,18,0,3,59,White,86.8864
261635580003,1103,45,976,19,2,9,0,6,46,White,88.4859
261635580004,770,35,681,26,1,11,0,6,10,White,88.4416
261635581001,1324,37,1142,35,2,27,0,1,80,White,86.2538
261635581002,2127,93,1774,112,1,51,0,8,88,White,83.4039
261635582001,2152,95,1674,194,5,82,0,20,82,White,77.7881
261635582002,2309,98,1765,285,2,85,0,7,67,White,76.44
261635583011,30,11,8,6,0,0,0,0,5,Hispanic,36.6667
261635583012,891,15,779,42,2,16,0,2,35,White,87.4299
261635583013,985,61,707,137,5,25,0,1,49,White,71.7766
261635584001,1423,46,1143,69,1,88,0,13,63,White,80.3233
261635584002,1359,45,1087,105,3,61,0,3,55,White,79.9853
261635584003,1121,26,1005,15,2,31,1,1,40,White,89.6521
261635585001,1410,34,1230,38,5,35,0,2,66,White,87.234
261635585002,1829,68,1611,42,1,37,0,4,66,White,88.0809
261635585003,624,15,556,25,7,5,0,1,15,White,89.1026
261635586001,692,17,616,20,0,19,0,0,20,White,89.0173
261635586002,1234,57,1013,25,3,54,0,0,82,White,82.0908
261635587001,1525,41,1366,14,5,21,0,3,75,White,89.5738
261635587002,1204,22,1076,24,7,17,0,8,50,White,89.3688
261635588001,1405,66,1230,29,7,23,0,5,45,White,87.5445
261635588002,1338,60,1178,10,2,36,0,0,52,White,88.0419
261635589001,871,32,733,47,2,10,0,4,43,White,84.1561
261635589002,995,37,861,35,7,21,0,0,34,White,86.5327
261635590001,1585,71,1328,60,7,34,0,4,81,White,83.7855
261635590002,1125,40,993,39,0,14,2,1,36,White,88.2667
261635591001,1672,71,1308,138,6,34,0,8,107,White,78.2297
261635591002,954,46,766,60,3,7,0,7,65,White,80.2935
261635592001,1238,58,1018,47,3,22,1,5,84,White,82.2294
261635592002,858,40,693,36,3,17,0,4,65,White,80.7692
261635598001,970,31,38,835,6,2,0,7,51,Black,86.0825
261635598002,1249,16,33,1162,2,0,0,6,30,Black,93.0344
261635598003,672,7,6,623,4,2,0,2,28,Black,92.7083
261635601001,1032,24,938,8,0,43,1,0,18,White,90.8915
261635601002,1084,12,1008,1,1,21,3,8,30,White,92.9889
261635601003,677,15,615,6,0,16,0,2,23,White,90.8419
261635602011,799,42,621,32,4,56,0,11,33,White,77.7222
261635602012,1235,100,776,123,0,186,0,4,46,White,62.834
261635602021,1013,51,742,27,0,121,0,11,61,White,73.2478
261635602022,1167,24,961,35,0,128,0,8,11,White,82.3479
261635602023,1382,61,934,88,0,267,0,5,27,White,67.5832
261635603001,1328,41,971,29,2,203,0,6,76,White,73.1175
261635603002,1570,70,1020,112,0,296,0,3,69,White,64.9682
261635603003,700,18,643,2,0,21,0,2,14,White,91.8571
261635604001,1405,41,1241,9,0,66,0,6,42,White,88.3274
261635604002,1464,37,1280,48,0,52,0,6,41,White,87.4317
261635604003,656,21,567,13,0,31,0,0,24,White,86.4329
261635604004,1315,55,1030,18,2,162,0,2,46,White,78.327
261635604005,1631,53,1469,5,3,52,0,6,43,White,90.0674
261635612001,1595,49,815,26,2,649,1,6,47,White,51.0972
261635612002,2216,104,985,72,1,990,0,4,60,Asian,44.6751
261635612003,1714,37,949,70,3,572,1,7,75,White,55.3676
261635612004,2163,58,1395,54,1,614,0,1,40,White,64.4938
261635613011,1255,46,780,26,2,361,0,10,30,White,62.1514
261635613012,1727,56,1318,35,0,242,0,5,71,White,76.3173
261635613013,1368,44,1209,10,1,51,0,9,44,White,88.3772
261635613021,2137,56,1574,63,0,370,0,4,70,White,73.6547
261635613022,1248,22,923,26,0,212,0,9,56,White,73.9583
261635613023,670,27,477,29,0,120,0,0,17,White,71.194
261635616001,1611,57,1376,35,2,70,0,1,70,White,85.4128
261635616002,1083,37,985,7,2,19,0,4,29,White,90.9511
261635616003,1362,55,1229,11,2,14,0,12,39,White,90.2349
261635617001,9,4,0,4,0,0,0,0,1,Black,44.4444
261635617002,2357,122,1909,82,7,101,1,3,132,White,80.9928
261635619001,1412,45,1229,12,0,75,0,0,51,White,87.0397
261635619002,1267,72,914,42,1,195,0,1,42,White,72.1389
261635619003,1831,66,1543,33,1,114,0,2,72,White,84.2709
261635619004,1414,46,1134,42,2,148,0,8,34,White,80.198
261635619005,1193,24,1074,10,1,37,0,9,38,White,90.0251
261635623001,1161,36,964,46,2,74,0,8,31,White,83.0319
261635623002,1012,24,944,3,1,22,0,0,18,White,93.2806
261635624001,1501,65,1351,4,4,22,0,11,44,White,90.0067
261635624002,1040,15,935,26,2,24,0,5,33,White,89.9038
261635624003,1595,48,1431,14,1,49,0,0,52,White,89.7179
261635624004,1303,34,1119,14,3,82,0,4,47,White,85.8787
261635625001,792,27,683,9,1,27,0,4,41,White,86.2374
261635625002,1183,22,1040,50,1,36,0,0,34,White,87.9121
261635626001,1847,59,1646,18,1,46,0,5,72,White,89.1175
261635626002,1917,61,1722,9,0,37,0,4,84,White,89.8279
261635627001,2088,60,1904,16,1,34,0,6,67,White,91.1877
261635627002,1543,49,1356,18,6,31,0,8,75,White,87.8808
261635628001,823,26,741,10,1,26,0,1,18,White,90.0365
261635628002,1033,45,921,13,0,30,0,4,20,White,89.1578
261635628003,1605,65,1342,45,1,80,1,8,63,White,83.6137
261635629001,1085,38,946,16,2,19,0,2,62,White,87.1889
261635629002,1078,44,927,32,2,33,0,4,36,White,85.9926
261635629003,1163,18,1049,25,3,21,0,4,43,White,90.1978
261635632001,1617,62,1127,155,1,160,3,3,106,White,69.697
261635632002,1405,52,589,545,5,144,0,2,68,White,41.9217
261635633001,1144,36,546,190,2,333,0,3,34,White,47.7273
261635633002,1879,78,1400,175,6,127,0,6,87,White,74.5077
261635634001,1264,48,842,196,0,58,0,6,114,White,66.6139
261635634002,1502,46,1248,53,4,66,0,4,81,White,83.0892
261635634003,1463,32,1171,44,1,147,0,1,67,White,80.041
261635634004,790,45,634,31,1,53,0,0,26,White,80.2532
261635635001,2249,91,1708,72,2,251,0,15,110,White,75.9449
261635635002,1292,43,968,59,1,142,0,5,74,White,74.9226
261635635003,740,24,550,29,0,116,0,3,18,White,74.3243
261635635004,1742,79,1436,53,6,75,0,9,84,White,82.434
261635636001,2078,98,1547,96,7,262,0,1,67,White,74.4466
261635637001,1928,79,1158,187,1,414,0,15,74,White,60.0622
261635638001,1307,64,989,51,4,101,0,11,87,White,75.6695
261635638002,1647,64,1238,188,5,91,0,2,59,White,75.167
261635639001,2650,71,1711,275,1,469,0,13,110,White,64.566
261635640001,926,29,408,336,0,110,0,12,31,White,44.0605
261635640002,1118,59,681,145,3,166,0,10,54,White,60.9123
261635641001,1140,49,795,82,0,148,0,8,58,White,69.7368
261635641002,1531,58,1005,129,6,235,0,4,94,White,65.6434
261635641003,1870,33,565,311,10,859,0,24,68,Asian,45.9358
261635642001,1317,48,1037,74,3,86,1,6,62,White,78.7396
261635642002,1263,45,896,146,4,112,1,2,57,White,70.9422
261635642003,0,0,0,0,0,0,0,0,0,Some Other Race,0
261635642004,1364,29,867,166,1,246,0,2,53,White,63.563
261635643001,1911,94,1295,184,2,250,0,16,70,White,67.7656
261635643002,778,28,567,39,2,105,0,4,33,White,72.8792
261635644011,2125,78,1250,89,2,629,0,8,69,White,58.8235
261635644012,1644,43,1165,72,0,289,0,5,70,White,70.8637
261635644013,1126,21,845,50,2,174,0,2,32,White,75.0444
261635644014,1236,33,813,85,1,254,0,9,41,White,65.7767
261635644021,1102,29,466,71,1,487,0,6,42,Asian,44.1924
261635644022,1669,89,711,229,0,566,0,2,72,White,42.6004
261635644023,1191,51,626,119,0,338,0,0,57,White,52.5609
261635644024,1077,61,459,83,2,424,0,1,47,White,42.6184
261635644025,1413,33,708,54,0,571,0,3,44,White,50.1062
261635645011,2497,83,1412,216,8,677,0,9,92,White,56.5479
261635645012,3625,148,2602,155,2,530,0,18,170,White,71.7793
261635645021,1694,37,1113,160,0,323,0,0,61,White,65.7025
