"year","state_abbrev","democrat","republican","other","winner","party_win"
1904,"WI",28.01,63.21,NA,"Theodore Roosevelt","republican"
1904,"WV",42.03,55.26,NA,"Theodore Roosevelt","republican"
1904,"WY",29.17,66.93,3.22,"Theodore Roosevelt","republican"
1908,"AL",70.75,24.31,NA,"William Jennings Bryan","democrat"
1908,"AR",57.31,37.33,3.85,"William Jennings Bryan","democrat"
1908,"CA",32.98,55.46,NA,"William Howard Taft","republican"
1908,"CO",48,46.88,NA,"William Jennings Bryan","democrat"
1908,"CT",35.92,59.43,NA,"William Howard Taft","republican"
1908,"DE",45.94,52.1,NA,"William Howard Taft","republican"
1908,"FL",63.01,21.58,7.59,"William Jennings Bryan","democrat"
1908,"GA",54.6,31.21,NA,"William Jennings Bryan","democrat"
1908,"IA",40.58,55.62,NA,"William Howard Taft","republican"
1908,"ID",37.17,54.09,NA,"William Howard Taft","republican"
1908,"IL",39.02,54.53,NA,"William Howard Taft","republican"
1908,"IN",46.91,48.4,NA,"William Howard Taft","republican"
1908,"KS",42.88,52.46,NA,"William Howard Taft","republican"
1908,"KY",49.74,48.03,NA,"William Jennings Bryan","democrat"
1908,"LA",84.63,11.93,NA,"William Jennings Bryan","democrat"
1908,"MA",34.04,58.21,NA,"William Howard Taft","republican"
1908,"MD",48.59,48.85,NA,"William Howard Taft","republican"
1908,"ME",33.29,63,NA,"William Howard Taft","republican"
1908,"MI",32.44,61.93,NA,"William Howard Taft","republican"
1908,"MN",33.02,59.11,NA,"William Howard Taft","republican"
1908,"MO",48.41,48.5,NA,"William Howard Taft","republican"
1908,"MS",90.11,6.52,NA,"William Jennings Bryan","democrat"
1908,"MT",42.61,46.98,NA,"William Howard Taft","republican"
1908,"NC",54.22,45.49,NA,"William Jennings Bryan","democrat"
1908,"ND",34.79,61.02,NA,"William Howard Taft","republican"
1908,"NE",49.14,47.6,NA,"William Jennings Bryan","democrat"
1908,"NH",37.56,59.32,NA,"William Howard Taft","republican"
1908,"NJ",39.07,56.8,NA,"William Howard Taft","republican"
1908,"NV",45.71,43.93,NA,"William Jennings Bryan","democrat"
1908,"NY",40.74,53.11,NA,"William Howard Taft","republican"
1908,"OH",44.82,51.03,NA,"William Howard Taft","republican"
1908,"OK",47.99,NA,43.33,"William Jennings Bryan","democrat"
1908,"OR",34.31,56.39,NA,"William Howard Taft","republican"
1908,"PA",35.41,58.84,NA,"William Howard Taft","republican"
1908,"RI",34.16,60.76,NA,"William Howard Taft","republican"
1908,"SC",93.84,5.94,NA,"William Jennings Bryan","democrat"
1908,"SD",35.08,58.84,NA,"William Howard Taft","republican"
1908,"TN",52.73,45.87,NA,"William Jennings Bryan","democrat"
1908,"TX",73.97,22.35,NA,"William Jennings Bryan","democrat"
1908,"UT",39.18,56.24,4.5,"William Howard Taft","republican"
1908,"VA",60.52,38.36,NA,"William Jennings Bryan","democrat"
1908,"VT",21.82,75.08,NA,"William Howard Taft","republican"
1908,"WA",31.9,57.7,NA,"William Howard Taft","republican"
1908,"WI",36.67,54.52,NA,"William Howard Taft","republican"
1908,"WV",43.17,53.42,NA,"William Howard Taft","republican"
1908,"WY",39.67,55.43,4.56,"William Howard Taft","republican"
1912,"AL",69.89,8.31,19.23,"Woodrow Wilson","democrat"
1912,"AR",55.01,20.45,17.3,"Woodrow Wilson","democrat"
1912,"AZ",43.6,NA,29.3,"Woodrow Wilson","democrat"
1912,"CA",41.81,NA,41.83,"Theodore Roosevelt","other"
1912,"CO",42.8,21.88,27.09,"Woodrow Wilson","democrat"
1912,"CT",39.16,35.88,NA,"Woodrow Wilson","democrat"
1912,"DE",46.48,32.85,18.25,"Woodrow Wilson","democrat"
1912,"FL",69.52,NA,9.45,"Woodrow Wilson","democrat"
1912,"GA",76.63,4.27,18.1,"Woodrow Wilson","democrat"
1912,"IA",37.64,24.33,32.87,"Woodrow Wilson","democrat"
1912,"ID",32.08,31.02,24.14,"Woodrow Wilson","democrat"
1912,"IL",35.34,22.13,33.72,"Woodrow Wilson","democrat"
1912,"IN",43.07,23.11,24.75,"Woodrow Wilson","democrat"
1912,"KS",39.3,20.47,32.88,"Woodrow Wilson","democrat"
1912,"KY",48.48,25.52,22.48,"Woodrow Wilson","democrat"
1912,"LA",76.81,4.84,11.71,"Woodrow Wilson","democrat"
1912,"MA",35.53,31.95,29.14,"Woodrow Wilson","democrat"
1912,"MD",48.57,23.69,24.91,"Woodrow Wilson","democrat"
1912,"ME",39.43,20.48,37.41,"Woodrow Wilson","democrat"
1912,"MI",27.36,27.63,38.95,"Theodore Roosevelt","other"
1912,"MN",31.84,19.25,37.66,"Theodore Roosevelt","other"
1912,"MO",47.35,29.75,17.8,"Woodrow Wilson","democrat"
1912,"MS",88.9,2.42,5.5,"Woodrow Wilson","democrat"
1912,"MT",35,23.19,28.13,"Woodrow Wilson","democrat"
1912,"NC",59.24,11.95,28.36,"Woodrow Wilson","democrat"
1912,"ND",34.14,26.67,29.71,"Woodrow Wilson","democrat"
1912,"NE",44.77,NA,29.85,"Woodrow Wilson","democrat"
1912,"NH",39.48,37.43,20.23,"Woodrow Wilson","democrat"
1912,"NJ",41.2,20.53,33.6,"Woodrow Wilson","democrat"
1912,"NM",41.87,35.17,17.1,"Woodrow Wilson","democrat"
1912,"NV",39.7,15.89,27.94,"Woodrow Wilson","democrat"
1912,"NY",41.27,28.68,NA,"Woodrow Wilson","democrat"
1912,"OH",40.96,26.82,22.16,"Woodrow Wilson","democrat"
1912,"OK",46.95,NA,35.77,"Woodrow Wilson","democrat"
1912,"OR",34.34,25.3,27.44,"Woodrow Wilson","democrat"
1912,"PA",32.49,22.45,36.53,"Theodore Roosevelt","other"
1912,"RI",39.04,35.56,21.67,"Woodrow Wilson","democrat"
1912,"SC",95.94,1.06,2.57,"Woodrow Wilson","democrat"
1912,"SD",42.07,NA,50.56,"Theodore Roosevelt","other"
1912,"TN",52.8,24,21.45,"Woodrow Wilson","democrat"
1912,"TX",72.62,8.77,9.46,"Woodrow Wilson","democrat"
1912,"UT",32.58,37.42,21.53,"William Howard Taft","republican"
1912,"VA",65.95,17,15.9,"Woodrow Wilson","democrat"
1912,"VT",24.43,37.13,35.22,"William Howard Taft","republican"
1912,"WA",26.9,NA,35.2,"Theodore Roosevelt","other"
1912,"WI",41.06,32.65,NA,"Woodrow Wilson","democrat"
1912,"WV",42.11,21.11,29.43,"Woodrow Wilson","democrat"
1912,"WY",36.2,34.42,21.83,"Woodrow Wilson","democrat"
1916,"AL",76.04,21.92,NA,"Woodrow Wilson","democrat"
1916,"AR",66.65,29.03,4.16,"Woodrow Wilson","democrat"
1916,"AZ",57.2,35.4,5.5,"Woodrow Wilson","democrat"
1916,"CA",46.65,46.27,NA,"Woodrow Wilson","democrat"
1916,"CO",60.74,34.75,NA,"Woodrow Wilson","democrat"
1916,"CT",46.66,49.8,NA,"Charles Evans Hughes","republican"
1916,"DE",47.78,50.2,NA,"Charles Evans Hughes","republican"
1916,"FL",69.34,18.1,6.63,"Woodrow Wilson","democrat"
1916,"GA",79.51,7.03,NA,"Woodrow Wilson","democrat"
1916,"IA",42.55,54.57,NA,"Charles Evans Hughes","republican"
1916,"ID",52.04,41.13,NA,"Woodrow Wilson","democrat"
1916,"IL",43.34,52.56,NA,"Charles Evans Hughes","republican"
1916,"IN",46.47,47.44,NA,"Charles Evans Hughes","republican"
1916,"KS",49.95,44.09,NA,"Woodrow Wilson","democrat"
1916,"KY",51.91,46.5,NA,"Woodrow Wilson","democrat"
1916,"LA",85.9,6.95,NA,"Woodrow Wilson","democrat"
1916,"MA",46.61,50.54,NA,"Charles Evans Hughes","republican"
1916,"MD",52.8,44.78,NA,"Woodrow Wilson","democrat"
1916,"ME",46.97,50.99,NA,"Charles Evans Hughes","republican"
1916,"MI",44.05,52.09,NA,"Charles Evans Hughes","republican"
1916,"MN",46.25,46.35,NA,"Charles Evans Hughes","republican"
1916,"MO",50.59,46.94,NA,"Woodrow Wilson","democrat"
1916,"MS",92.78,4.91,NA,"Woodrow Wilson","democrat"
1916,"MT",56.88,37.57,NA,"Woodrow Wilson","democrat"
1916,"NC",58.1,41.71,NA,"Woodrow Wilson","democrat"
1916,"ND",47.84,46.34,NA,"Woodrow Wilson","democrat"
1916,"NE",55.28,40.84,NA,"Woodrow Wilson","democrat"
1916,"NH",49.12,49.06,NA,"Woodrow Wilson","democrat"
1916,"NJ",42.68,54.4,NA,"Charles Evans Hughes","republican"
1916,"NM",50.38,46.5,2.96,"Woodrow Wilson","democrat"
1916,"NV",53.36,36.4,NA,"Woodrow Wilson","democrat"
1916,"NY",44.51,51.53,NA,"Charles Evans Hughes","republican"
1916,"OH",51.86,44.18,NA,"Woodrow Wilson","democrat"
1916,"OK",50.65,33.25,NA,"Woodrow Wilson","democrat"
1916,"OR",45.9,48.47,NA,"Charles Evans Hughes","republican"
1916,"PA",40.22,54.26,NA,"Charles Evans Hughes","republican"
1916,"RI",46,51.08,NA,"Charles Evans Hughes","republican"
1916,"SC",96.71,2.42,NA,"Woodrow Wilson","democrat"
1916,"SD",45.91,49.8,NA,"Charles Evans Hughes","republican"
1916,"TN",56.31,42.7,NA,"Woodrow Wilson","democrat"
1916,"TX",76.92,17.45,NA,"Woodrow Wilson","democrat"
1916,"UT",58.78,37.82,3.12,"Woodrow Wilson","democrat"
1916,"VA",66.99,31.83,NA,"Woodrow Wilson","democrat"
1916,"VT",35.22,62.43,NA,"Charles Evans Hughes","republican"
1916,"WA",48.1,43.9,NA,"Woodrow Wilson","democrat"
1916,"WI",42.8,49.39,NA,"Charles Evans Hughes","republican"
1916,"WV",48.44,49.38,NA,"Charles Evans Hughes","republican"
1916,"WY",54.62,41.86,2.8,"Woodrow Wilson","democrat"
1920,"AL",67.31,31.37,NA,"James M. Cox","democrat"
1920,"AR",58.49,38.73,2.78,"James M. Cox","democrat"
1920,"AZ",44.2,55.4,0.3,"Warren G. Harding","republican"
1920,"CA",24.28,66.2,NA,"Warren G. Harding","republican"
1920,"CO",35.93,59.32,1.03,"Warren G. Harding","republican"
1920,"CT",33.03,62.72,NA,"Warren G. Harding","republican"
1920,"DE",42.07,55.71,0.1,"Warren G. Harding","republican"
1920,"FL",62.13,30.79,3.56,"James M. Cox","democrat"
1920,"GA",72.28,27.72,NA,"James M. Cox","democrat"
1920,"IA",25.46,70.91,1.15,"Warren G. Harding","republican"
1920,"ID",34.34,65.6,NA,"Warren G. Harding","republican"
1920,"IL",25.51,67.81,2.37,"Warren G. Harding","republican"
1920,"IN",40.49,55.14,1.31,"Warren G. Harding","republican"
1920,"KS",32.52,64.75,NA,"Warren G. Harding","republican"
1920,"KY",49.69,49.25,NA,"James M. Cox","democrat"
1920,"LA",69.24,30.49,NA,"James M. Cox","democrat"
1920,"MA",27.84,68.55,NA,"Warren G. Harding","republican"
1920,"MD",42.16,55.11,0.38,"Warren G. Harding","republican"
1920,"ME",29.8,68.92,NA,"Warren G. Harding","republican"
1920,"MI",22.27,72.76,1,"Warren G. Harding","republican"
1920,"MN",19.43,70.59,NA,"Warren G. Harding","republican"
1920,"MO",43.13,54.56,0.25,"Warren G. Harding","republican"
1920,"MS",83.98,14.03,NA,"James M. Cox","democrat"
1920,"MT",32.05,61.13,6.82,"Warren G. Harding","republican"
1920,"NC",56.7,43.22,NA,"James M. Cox","democrat"
1920,"ND",18.19,77.79,NA,"Warren G. Harding","republican"
1920,"NE",31.25,64.66,NA,"Warren G. Harding","republican"
1920,"NH",39.39,59.84,NA,"Warren G. Harding","republican"
1920,"NJ",28.42,67.65,0.24,"Warren G. Harding","republican"
1920,"NM",44.27,54.67,1.05,"Warren G. Harding","republican"
1920,"NV",36.22,56.92,NA,"Warren G. Harding","republican"
1920,"NY",26.95,64.56,NA,"Warren G. Harding","republican"
1920,"OH",38.58,58.47,NA,"Warren G. Harding","republican"
1920,"OK",44.61,50.11,NA,"Warren G. Harding","republican"
1920,"OR",33.55,60.2,NA,"Warren G. Harding","republican"
1920,"PA",27.2,65.76,NA,"Warren G. Harding","republican"
1920,"RI",32.78,63.97,NA,"Warren G. Harding","republican"
1920,"SC",96.05,3.91,NA,"James M. Cox","democrat"
1920,"SD",19.72,60.74,19.04,"Warren G. Harding","republican"
1920,"TN",48.19,51.29,NA,"Warren G. Harding","republican"
1920,"TX",59.34,23.54,NA,"James M. Cox","democrat"
1920,"UT",38.84,55.93,3.07,"Warren G. Harding","republican"
1920,"VA",61.32,37.85,0.11,"James M. Cox","democrat"
1920,"VT",23.25,75.82,NA,"Warren G. Harding","republican"
1920,"WA",21.1,56,NA,"Warren G. Harding","republican"
1920,"WI",16.17,71.1,NA,"Warren G. Harding","republican"
1920,"WV",43.3,55.3,NA,"Warren G. Harding","republican"
1920,"WY",31.86,64.15,3.99,"Warren G. Harding","republican"
1924,"AL",67.81,27.01,4.85,"John W. Davis","democrat"
1924,"AR",61.2,29.29,9.5,"John W. Davis","democrat"
1924,"AZ",35.5,41.3,23.3,"Calvin Coolidge","republican"
1924,"CA",NA,57.2,33.13,"Calvin Coolidge","republican"
1924,"CO",21.98,57.02,20.44,"Calvin Coolidge","republican"
1924,"CT",27.53,61.54,NA,"Calvin Coolidge","republican"
1924,"DE",36.8,57.7,5.48,"Calvin Coolidge","republican"
1924,"FL",56.88,28.06,7.9,"John W. Davis","democrat"
1924,"GA",73.96,18.19,7.62,"John W. Davis","democrat"
1924,"IA",16.64,55.03,27.87,"Calvin Coolidge","republican"
1924,"ID",16.36,47.12,36.52,"Calvin Coolidge","republican"
1924,"IL",23.36,58.84,17.49,"Calvin Coolidge","republican"
1924,"IN",38.69,55.25,5.64,"Calvin Coolidge","republican"
1924,"KS",23.6,61.54,14.86,"Calvin Coolidge","republican"
1924,"KY",45.98,48.93,4.72,"Calvin Coolidge","republican"
1924,"LA",76.44,20.23,NA,"John W. Davis","democrat"
1924,"MA",24.86,62.26,12.5,"Calvin Coolidge","republican"
1924,"MD",41.29,45.29,13.15,"Calvin Coolidge","republican"
1924,"ME",21.83,72.03,5.92,"Calvin Coolidge","republican"
1924,"MI",13.13,75.37,10.51,"Calvin Coolidge","republican"
1924,"MN",6.8,51.18,41.26,"Calvin Coolidge","republican"
1924,"MO",43.79,49.58,6.43,"Calvin Coolidge","republican"
1924,"MS",89.34,7.55,3.11,"John W. Davis","democrat"
1924,"MT",19.38,42.5,37.91,"Calvin Coolidge","republican"
1924,"NC",58.89,39.73,1.38,"John W. Davis","democrat"
1924,"ND",6.96,47.68,45.17,"Calvin Coolidge","republican"
1924,"NE",29.58,47.09,NA,"Calvin Coolidge","republican"
1924,"NH",34.72,59.83,5.46,"Calvin Coolidge","republican"
1924,"NJ",27.41,62.17,10.03,"Calvin Coolidge","republican"
1924,"NM",43.02,48.52,8.46,"Calvin Coolidge","republican"
1924,"NV",21.95,41.76,36.29,"Calvin Coolidge","republican"
1924,"NY",29.13,55.76,NA,"Calvin Coolidge","republican"
1924,"OH",23.7,58.33,17.75,"Calvin Coolidge","republican"
1924,"OK",48.41,42.82,NA,"John W. Davis","democrat"
1924,"OR",24.18,51.01,24.47,"Calvin Coolidge","republican"
1924,"PA",19.08,65.34,14.34,"Calvin Coolidge","republican"
1924,"RI",36.46,59.63,3.63,"Calvin Coolidge","republican"
1924,"SC",96.56,2.21,1.22,"John W. Davis","democrat"
1924,"SD",13.35,49.69,36.96,"Calvin Coolidge","republican"
1924,"TN",52.8,43.59,3.55,"John W. Davis","democrat"
1924,"TX",73.7,19.78,6.52,"John W. Davis","democrat"
1924,"UT",29.94,49.26,20.81,"Calvin Coolidge","republican"
1924,"VA",62.48,32.79,4.64,"John W. Davis","democrat"
1924,"VT",15.67,78.22,5.79,"Calvin Coolidge","republican"
1924,"WA",NA,52.2,35.8,"Calvin Coolidge","republican"
1924,"WI",NA,37.06,53.96,"Robert M. La Follette","other"
1924,"WV",44.07,49.45,6.29,"Calvin Coolidge","republican"
1924,"WY",16.11,52.39,31.51,"Calvin Coolidge","republican"
1928,"AL",51.33,48.49,NA,"Al Smith","democrat"
1928,"AR",60.28,39.34,0.22,"Al Smith","democrat"
1928,"AZ",42.2,57.6,0.2,"Herbert Hoover","republican"
1928,"CA",34.19,64.69,NA,"Herbert Hoover","republican"
1928,"CO",33.94,64.72,NA,"Herbert Hoover","republican"
1928,"CT",45.57,53.63,NA,"Herbert Hoover","republican"
1928,"DE",34.6,65.03,NA,"Herbert Hoover","republican"
1928,"FL",40.12,56.83,1.59,"Herbert Hoover","republican"
1928,"GA",56.56,43.36,NA,"Al Smith","democrat"
1928,"IA",37.57,61.77,NA,"Herbert Hoover","republican"
1928,"ID",34.93,64.22,NA,"Herbert Hoover","republican"
1928,"IL",42.28,56.93,NA,"Herbert Hoover","republican"
1928,"IN",39.59,59.68,NA,"Herbert Hoover","republican"
1928,"KS",27.06,72.02,NA,"Herbert Hoover","republican"
1928,"KY",40.51,59.33,NA,"Herbert Hoover","republican"
1928,"LA",76.29,23.7,NA,"Al Smith","democrat"
1928,"MA",50.24,49.15,NA,"Al Smith","democrat"
1928,"MD",42.33,57.06,NA,"Herbert Hoover","republican"
1928,"ME",30.96,68.63,NA,"Herbert Hoover","republican"
1928,"MI",28.92,70.36,NA,"Herbert Hoover","republican"
1928,"MN",40.83,57.77,NA,"Herbert Hoover","republican"
1928,"MO",44.15,55.58,NA,"Herbert Hoover","republican"
1928,"MS",82.1,17.9,NA,"Al Smith","democrat"
1928,"MT",40.48,58.37,NA,"Herbert Hoover","republican"
1928,"NC",45.06,54.94,NA,"Herbert Hoover","republican"
1928,"ND",44.46,54.8,NA,"Herbert Hoover","republican"
1928,"NE",36.18,63.19,NA,"Herbert Hoover","republican"
1928,"NH",41.02,58.65,NA,"Herbert Hoover","republican"
1928,"NJ",39.8,59.77,NA,"Herbert Hoover","republican"
1928,"NM",40.83,59.04,0.13,"Herbert Hoover","republican"
1928,"NV",43.46,56.54,NA,"Herbert Hoover","republican"
1928,"NY",47.44,49.79,NA,"Herbert Hoover","republican"
1928,"OH",34.45,64.89,NA,"Herbert Hoover","republican"
1928,"OK",35.44,63.72,NA,"Herbert Hoover","republican"
1928,"OR",34.14,64.18,NA,"Herbert Hoover","republican"
1928,"PA",33.89,65.24,NA,"Herbert Hoover","republican"
1928,"RI",50.16,49.55,NA,"Al Smith","democrat"
1928,"SC",91.39,8.54,NA,"Al Smith","democrat"
1928,"SD",39.2,60.18,NA,"Herbert Hoover","republican"
1928,"TN",46.04,53.76,NA,"Herbert Hoover","republican"
1928,"TX",48.1,51.77,NA,"Herbert Hoover","republican"
1928,"UT",45.86,53.58,0.54,"Herbert Hoover","republican"
1928,"VA",45.9,53.91,NA,"Herbert Hoover","republican"
1928,"VT",32.87,66.87,NA,"Herbert Hoover","republican"
1928,"WA",31.3,67.1,NA,"Herbert Hoover","republican"
1928,"WI",44.28,53.52,NA,"Herbert Hoover","republican"
1928,"WV",41.04,58.43,NA,"Herbert Hoover","republican"
1928,"WY",35.37,63.68,0.95,"Herbert Hoover","republican"
1932,"AL",84.74,14.13,NA,"Franklin D. Roosevelt","democrat"
1932,"AR",86.27,12.68,0.59,"Franklin D. Roosevelt","democrat"
1932,"AZ",67,30.5,2.2,"Franklin D. Roosevelt","democrat"
1932,"CA",58.39,37.39,NA,"Franklin D. Roosevelt","democrat"
1932,"CO",54.81,41.43,NA,"Franklin D. Roosevelt","democrat"
1932,"CT",47.4,48.54,NA,"Herbert Hoover","republican"
1932,"DE",48.11,50.55,NA,"Herbert Hoover","republican"
1932,"FL",74.49,24.98,0.28,"Franklin D. Roosevelt","democrat"
1932,"GA",91.6,7.77,NA,"Franklin D. Roosevelt","democrat"
1932,"IA",57.69,39.98,NA,"Franklin D. Roosevelt","democrat"
1932,"ID",58.66,38.27,NA,"Franklin D. Roosevelt","democrat"
1932,"IL",55.23,42.04,NA,"Franklin D. Roosevelt","democrat"
1932,"IN",54.67,42.94,NA,"Franklin D. Roosevelt","democrat"
1932,"KS",53.56,44.13,NA,"Franklin D. Roosevelt","democrat"
1932,"KY",59.06,40.15,NA,"Franklin D. Roosevelt","democrat"
1932,"LA",92.79,7.01,NA,"Franklin D. Roosevelt","democrat"
1932,"MA",50.64,46.64,NA,"Franklin D. Roosevelt","democrat"
1932,"MD",61.5,36.04,NA,"Franklin D. Roosevelt","democrat"
1932,"ME",43.19,55.83,NA,"Herbert Hoover","republican"
1932,"MI",52.36,44.44,NA,"Franklin D. Roosevelt","democrat"
1932,"MN",59.91,36.29,NA,"Franklin D. Roosevelt","democrat"
1932,"MO",63.69,35.08,NA,"Franklin D. Roosevelt","democrat"
1932,"MS",95.98,3.55,NA,"Franklin D. Roosevelt","democrat"
1932,"MT",58.8,36.07,NA,"Franklin D. Roosevelt","democrat"
1932,"NC",69.93,29.28,NA,"Franklin D. Roosevelt","democrat"
1932,"ND",69.59,28,NA,"Franklin D. Roosevelt","democrat"
1932,"NE",62.98,35.29,NA,"Franklin D. Roosevelt","democrat"
1932,"NH",48.99,50.42,NA,"Herbert Hoover","republican"
1932,"NJ",49.49,47.59,NA,"Franklin D. Roosevelt","democrat"
1932,"NM",62.72,35.76,1.17,"Franklin D. Roosevelt","democrat"
1932,"NV",69.41,30.59,NA,"Franklin D. Roosevelt","democrat"
1932,"NY",54.07,41.33,NA,"Franklin D. Roosevelt","democrat"
1932,"OH",49.88,47.03,NA,"Franklin D. Roosevelt","democrat"
1932,"OK",73.3,26.7,NA,"Franklin D. Roosevelt","democrat"
1932,"OR",57.99,36.88,NA,"Franklin D. Roosevelt","democrat"
1932,"PA",45.33,50.84,NA,"Herbert Hoover","republican"
1932,"RI",55.08,43.31,NA,"Franklin D. Roosevelt","democrat"
1932,"SC",98.03,1.89,NA,"Franklin D. Roosevelt","democrat"
1932,"SD",63.62,34.4,NA,"Franklin D. Roosevelt","democrat"
1932,"TN",66.49,32.48,NA,"Franklin D. Roosevelt","democrat"
1932,"TX",88.06,11.35,NA,"Franklin D. Roosevelt","democrat"
1932,"UT",56.52,41.05,1.98,"Franklin D. Roosevelt","democrat"
1932,"VA",68.46,30.09,NA,"Franklin D. Roosevelt","democrat"
1932,"VT",41.08,57.66,NA,"Herbert Hoover","republican"
1932,"WA",57.5,33.9,NA,"Franklin D. Roosevelt","democrat"
1932,"WI",63.46,31.19,NA,"Franklin D. Roosevelt","democrat"
1932,"WV",54.47,44.47,NA,"Franklin D. Roosevelt","democrat"
1932,"WY",56.07,40.82,2.92,"Franklin D. Roosevelt","democrat"
1936,"AL",86.38,12.82,NA,"Franklin D. Roosevelt","democrat"
1936,"AR",81.79,17.86,0.25,"Franklin D. Roosevelt","democrat"
1936,"AZ",69.8,26.9,2.7,"Franklin D. Roosevelt","democrat"
1936,"CA",66.95,31.7,NA,"Franklin D. Roosevelt","democrat"
1936,"CO",60.37,37.09,NA,"Franklin D. Roosevelt","democrat"
1936,"CT",55.32,40.35,NA,"Franklin D. Roosevelt","democrat"
1936,"DE",54.62,44.85,NA,"Franklin D. Roosevelt","democrat"
1936,"FL",76.08,23.9,NA,"Franklin D. Roosevelt","democrat"
1936,"GA",87.1,12.6,NA,"Franklin D. Roosevelt","democrat"
1936,"IA",54.41,42.7,NA,"Franklin D. Roosevelt","democrat"
1936,"ID",62.96,33.19,NA,"Franklin D. Roosevelt","democrat"
1936,"IL",57.7,39.69,NA,"Franklin D. Roosevelt","democrat"
1936,"IN",56.63,41.89,NA,"Franklin D. Roosevelt","democrat"
1936,"KS",53.67,45.95,NA,"Franklin D. Roosevelt","democrat"
1936,"KY",58.51,39.92,NA,"Franklin D. Roosevelt","democrat"
1936,"LA",88.82,11.16,NA,"Franklin D. Roosevelt","democrat"
1936,"MA",51.22,41.76,NA,"Franklin D. Roosevelt","democrat"
1936,"MD",62.35,37.04,NA,"Franklin D. Roosevelt","democrat"
1936,"ME",41.52,55.49,NA,"Alf Landon","republican"
1936,"MI",56.33,38.76,NA,"Franklin D. Roosevelt","democrat"
1936,"MN",61.84,31.01,NA,"Franklin D. Roosevelt","democrat"
1936,"MO",60.76,38.16,NA,"Franklin D. Roosevelt","democrat"
1936,"MS",97.06,2.74,NA,"Franklin D. Roosevelt","democrat"
1936,"MT",69.28,27.59,NA,"Franklin D. Roosevelt","democrat"
1936,"NC",73.4,26.6,NA,"Franklin D. Roosevelt","democrat"
1936,"ND",59.6,26.58,NA,"Franklin D. Roosevelt","democrat"
1936,"NE",57.14,40.74,NA,"Franklin D. Roosevelt","democrat"
1936,"NH",49.73,47.98,NA,"Franklin D. Roosevelt","democrat"
1936,"NJ",59.54,39.57,NA,"Franklin D. Roosevelt","democrat"
1936,"NM",62.69,36.5,0.55,"Franklin D. Roosevelt","democrat"
1936,"NV",72.81,27.19,NA,"Franklin D. Roosevelt","democrat"
1936,"NY",58.85,38.97,NA,"Franklin D. Roosevelt","democrat"
1936,"OH",57.99,37.44,NA,"Franklin D. Roosevelt","democrat"
1936,"OK",66.83,32.69,NA,"Franklin D. Roosevelt","democrat"
1936,"OR",64.42,29.64,NA,"Franklin D. Roosevelt","democrat"
1936,"PA",56.88,40.84,NA,"Franklin D. Roosevelt","democrat"
1936,"RI",53.1,40.18,NA,"Franklin D. Roosevelt","democrat"
1936,"SC",98.57,1.43,NA,"Franklin D. Roosevelt","democrat"
1936,"SD",54.02,42.49,NA,"Franklin D. Roosevelt","democrat"
1936,"TN",68.85,30.75,NA,"Franklin D. Roosevelt","democrat"
1936,"TX",87.08,12.31,NA,"Franklin D. Roosevelt","democrat"
1936,"UT",69.34,29.79,0.52,"Franklin D. Roosevelt","democrat"
1936,"VA",70.23,29.39,NA,"Franklin D. Roosevelt","democrat"
1936,"VT",43.24,56.39,NA,"Alf Landon","republican"
1936,"WA",66.4,29.9,NA,"Franklin D. Roosevelt","democrat"
1936,"WI",63.8,30.26,NA,"Franklin D. Roosevelt","democrat"
1936,"WV",60.56,39.2,NA,"Franklin D. Roosevelt","democrat"
1936,"WY",64.59,39.95,1.7,"Franklin D. Roosevelt","democrat"
1940,"AL",85.22,14.34,NA,"Franklin D. Roosevelt","democrat"
1940,"AR",78.44,21.02,0.4,"Franklin D. Roosevelt","democrat"
1940,"AZ",63.5,36,0.5,"Franklin D. Roosevelt","democrat"
1940,"CA",57.44,41.34,NA,"Franklin D. Roosevelt","democrat"
1940,"CO",48.37,50.92,NA,"Wendell Willkie","republican"
1940,"CT",53.44,46.3,NA,"Franklin D. Roosevelt","democrat"
1940,"DE",54.7,45.05,NA,"Franklin D. Roosevelt","democrat"
1940,"FL",73.99,25.98,0.03,"Franklin D. Roosevelt","democrat"
1940,"GA",84.85,14.83,NA,"Franklin D. Roosevelt","democrat"
1940,"IA",47.62,52.03,NA,"Wendell Willkie","republican"
1940,"ID",54.36,45.31,NA,"Franklin D. Roosevelt","democrat"
1940,"IL",50.97,48.54,NA,"Franklin D. Roosevelt","democrat"
1940,"IN",49.03,50.45,NA,"Wendell Willkie","republican"
1940,"KS",42.4,56.86,NA,"Wendell Willkie","republican"
1940,"KY",57.44,42.3,NA,"Franklin D. Roosevelt","democrat"
1940,"LA",85.88,14.09,NA,"Franklin D. Roosevelt","democrat"
1940,"MA",53.11,46.36,NA,"Franklin D. Roosevelt","democrat"
1940,"MD",58.25,40.83,NA,"Franklin D. Roosevelt","democrat"
1940,"ME",48.77,51.1,NA,"Wendell Willkie","republican"
1940,"MI",49.52,49.85,NA,"Wendell Willkie","republican"
1940,"MN",51.49,47.66,NA,"Franklin D. Roosevelt","democrat"
1940,"MO",52.27,47.5,NA,"Franklin D. Roosevelt","democrat"
1940,"MS",95.7,4.19,NA,"Franklin D. Roosevelt","democrat"
1940,"MT",58.78,40.17,NA,"Franklin D. Roosevelt","democrat"
1940,"NC",74.03,25.97,NA,"Franklin D. Roosevelt","democrat"
