lab	file	path	bytes	rows	cols	sha256	schema
ga-precinct-returns	ga-sos-elections.tsv	labs/ga-precinct-returns/data/ga-sos-elections.tsv	1709	16	1	3fef0f3ac2741914	# Georgia Secretary of State — statewide election results archives
ga-precinct-returns	ga2020_counties.csv	labs/ga-precinct-returns/data/ga2020_counties.csv	5891	159	7	116138c3ef0d8d7e	county|precincts|Joseph R. Biden|Donald J. Trump|Jo Jorgensen|total|dem_two_party_pct
ga-precinct-returns	ga2020_precincts.csv	labs/ga-precinct-returns/data/ga2020_precincts.csv	134223	2656	9	daca8c12177e1118	county|precinct|registered|ballots_cast|Joseph R. Biden|Donald J. Trump|Jo Jorgensen|total|dem_two_party_pct
ga-precinct-returns	ga2020_structure.csv	labs/ga-precinct-returns/data/ga2020_structure.csv	273	7	2	e62b41d9cee230ab	item|value
ga-precinct-returns	ga2020_vote_methods.csv	labs/ga-precinct-returns/data/ga2020_vote_methods.csv	3015088	31872	7	80ca557163a04d19	county|precinct|contest|candidate|party|method|votes
ga-precinct-returns	ga2020rc_counties.csv	labs/ga-precinct-returns/data/ga2020rc_counties.csv	41863	477	7	3871e1a1e75b0900	county|contest|candidate|party|votes|registered|ballots_cast
ga-precinct-returns	ga2020rc_precincts.csv	labs/ga-precinct-returns/data/ga2020rc_precincts.csv	161	1	9	2cc0fff84bb8ebf4	county|precinct|registered|ballots_cast|Donald J. Trump|Joseph R. Biden|Jo Jorgensen|total|dem_two_party_pct
ga-precinct-returns	ga2020rc_structure.csv	labs/ga-precinct-returns/data/ga2020rc_structure.csv	264	7	2	6d4518f1119113cc	item|value
ga-precinct-returns	ga2020rc_vote_methods.csv	labs/ga-precinct-returns/data/ga2020rc_vote_methods.csv	1144	12	7	1510c7edeeb86614	county|precinct|contest|candidate|party|method|votes
ga-precinct-returns	ga2024_counties.csv	labs/ga-precinct-returns/data/ga2024_counties.csv	6932	159	10	5d2a5c787add1204	county|precincts|Donald J. Trump|Kamala D. Harris|Chase Oliver|Jill Stein|Claudia De la Cruz|Cornel West|total|dem_two_party_pct
ga-precinct-returns	ga2024_precincts.csv	labs/ga-precinct-returns/data/ga2024_precincts.csv	130757	2701	12	3ece23ace9cbd969	county|precinct|registered|ballots_cast|Donald J. Trump|Kamala D. Harris|Chase Oliver|Jill Stein|Claudia De la Cruz|Cornel West|total|dem_two_party_pct
ga-precinct-returns	ga2024_structure.csv	labs/ga-precinct-returns/data/ga2024_structure.csv	255	7	2	a02911f3736c22aa	item|value
ga-precinct-returns	ga2024_vote_methods.csv	labs/ga-precinct-returns/data/ga2024_vote_methods.csv	1965209	26436	7	80cd4c526b5e08c6	county|precinct|contest|candidate|party|method|votes
ga-precinct-returns	precincts.csv	labs/ga-precinct-returns/data/precincts.csv	142112	2656	9	301bb266f20d671e	county|precinct|registered|ballots_cast|Joseph R. Biden|Donald J. Trump|Jo Jorgensen|total|dem_two_party_pct
ga-precinct-returns	precincts_2024_est.csv	labs/ga-precinct-returns/data/precincts_2024_est.csv	172547	2696	12	c305d58ec48535c3	to_2024|TRUMP20|BIDEN20|JORGENSON2|PURDUE20|OSSOFF20|HAZEL20|LOEFFLER20|COLLINS20|WARNOCK20|REG20|VOTED20
ga-precinct-returns	precincts_2024_pop.csv	labs/ga-precinct-returns/data/precincts_2024_pop.csv	136855	2692	8	d4436a2c041c2487	to_2024|TRUMP20|BIDEN20|PURDUE20|OSSOFF20|WARNOCK20|REG20|VOTED20
ga-precinct-returns	recount.csv	labs/ga-precinct-returns/data/recount.csv	14298	318	6	ee270006bbac265e	county|candidate|original|recount|change|pct_change
ga-precinct-returns	structure.csv	labs/ga-precinct-returns/data/structure.csv	297	7	2	8846f17eb99d5b45	item|value
gotv	gotv_tactics.csv	labs/gotv/data/gotv_tactics.csv	395	8	5	f98216806f3fc82b	tactic|contacts_per_vote|cost_per_vote|effective|cost_per_contact
gss-confidence	confidence.csv	labs/gss-confidence/data/confidence.csv	22588	427	7	e6aa417d5e9f91b3	institution|variable|year|n|great_deal|only_some|hardly_any
gss-confidence	institutions.csv	labs/gss-confidence/data/institutions.csv	549	13	5	4e515f8360f4204f	institution|first_year|last_year|survey_years|change
historical-campaigns	pres_national.csv	labs/historical-campaigns/data/pres_national.csv	5839	101	7	ae9bd9410c7123ea	year|candidate|party|ec_votes|ec_total|pop_votes|pop_per
historical-campaigns	pres_states_1864_2024.csv	labs/historical-campaigns/data/pres_states_1864_2024.csv	106349	1913	7	890a9e28403c3180	year|state_abbrev|democrat|republican|other|winner|party_win
house-competition	by_year.csv	labs/house-competition/data/by_year.csv	1759	40	9	eeeada0c5a3d13fe	year|races|pct_uncontested|pct_competitive|pct_landslide|pct_uncontested_south|pct_uncontested_non_south|pct_split|split_coverage
house-competition	clerk_house.csv	labs/house-competition/data/clerk_house.csv	265164	4785	14	7f872339118f288a	year|state|state_num|district|stcd|dem_votes|rep_votes|n_dem|n_rep|dv|uncontested|top_two|la_primary|runoff_mixed
house-competition	pres_by_cd.csv	labs/house-competition/data/pres_by_cd.csv	143090	2909	9	515251f08e88d9c4	lines|pres_year|district|state_abb|cd|stcd|dem_pct|rep_pct|dpres
house-competition	races.csv	labs/house-competition/data/races.csv	1795243	17403	15	4c033f22ce0c068e	year|state|stcd|south|midterm|dv|dvp|dpres|incwin|uncontested|margin|competitive|landslide|split_district|source
ideology	collapse.csv	labs/ideology/data/collapse.csv	1081	25	3	4c010662d369ed13	seven_point|three_category|respondents
ideology	middles.csv	labs/ideology/data/middles.csv	424	8	4	cef34d2f261105ea	measure|moderate|not_placed|unit
ideology	placement.csv	labs/ideology/data/placement.csv	702	22	6	7a533726dd1c6b9f	year|n|liberal|moderate|conservative|not_placed
independent-expenditures	ie_candidates.csv	labs/independent-expenditures/data/ie_candidates.csv	2409	30	7	991e721b0b5b5cad	candidate|office|party|supporting|opposing|total|pct_against
independent-expenditures	ie_committees.csv	labs/independent-expenditures/data/ie_committees.csv	1309	25	4	1dff0f16c5a7d5c6	spender|amount|against|pct_against
independent-expenditures	ie_outliers.csv	labs/independent-expenditures/data/ie_outliers.csv	1430	16	6	422a04440101379f	spender|cand_name|amount|pur|file_num|sup_opp
independent-expenditures	ie_summary.csv	labs/independent-expenditures/data/ie_summary.csv	181	4	4	72369aaeb91fd9fb	version|side|dollars|pct
jury-selection	flowers.csv	labs/jury-selection/data/flowers.csv	416	6	8	c220a6648e2c1357	trial|black_eligible|black_struck|white_eligible|white_struck|unknown_eligible|batson_claim|verdict
jury-selection	strikes.csv	labs/jury-selection/data/strikes.csv	143	4	5	d665d9e643b978ff	side|race|eligible|struck|pct
jury-selection	trials.csv	labs/jury-selection/data/trials.csv	7703	211	5	e673f0146285a9d4	trial|black_eligible|black_struck|white_eligible|white_struck
levels-of-aggregation	consistency.csv	labs/levels-of-aggregation/data/consistency.csv	725	5	7	0eb1d67a1bbd18c0	comparison|from|value_from|against|value_against|difference|pct_difference
levels-of-aggregation	cvr_facts.csv	labs/levels-of-aggregation/data/cvr_facts.csv	515	11	2	3b5b305059d3581f	quantity|value
levels-of-aggregation	cvr_second.csv	labs/levels-of-aggregation/data/cvr_second.csv	1498	42	3	38f9b04c4eb84086	first|second|ballots
levels-of-aggregation	decision.csv	labs/levels-of-aggregation/data/decision.csv	2071	10	4	1a584fa666e9c6c1	question|right_rung|why|the_trap
levels-of-aggregation	eco_county.csv	labs/levels-of-aggregation/data/eco_county.csv	9394	159	6	33181d19664f338f	county|votes|dem|mail|mail_pct|dem_pct
levels-of-aggregation	eco_estimates.csv	labs/levels-of-aggregation/data/eco_estimates.csv	254	2	10	76ef710e70ff99bd	level|units|correlation|est_by_mail|est_not_by_mail|bound_lower|bound_upper|truth_by_mail|truth_not_by_mail|error_by_mail
levels-of-aggregation	eco_precinct.csv	labs/levels-of-aggregation/data/eco_precinct.csv	201959	2653	7	56ac36bdeadcaa59	unit|county|votes|dem|mail|mail_pct|dem_pct
levels-of-aggregation	ga_levels.csv	labs/levels-of-aggregation/data/ga_levels.csv	171939	2858	6	98e5de43062a8d0a	level|unit|dem|rep|two_party_votes|dem_share
levels-of-aggregation	ladder.csv	labs/levels-of-aggregation/data/ladder.csv	688	7	7	a05b02d93a7f7e0b	rung|level|units_nationally|units_in_georgia|a_row_is|published_for|share_of_voters_pct
levels-of-aggregation	level_stats.csv	labs/levels-of-aggregation/data/level_stats.csv	264	4	7	13cc505a38e90db1	level|units|mean_dem_share|sd_dem_share|min_dem_share|max_dem_share|variance_retained_pct
levels-of-aggregation	maup_draws.csv	labs/levels-of-aggregation/data/maup_draws.csv	5363	500	2	2a4b37d60a771653	draw|correlation
levels-of-aggregation	maup_null.csv	labs/levels-of-aggregation/data/maup_null.csv	319	3	4	1d03145144dc1189	grouping|units|correlation|note
levels-of-aggregation	method_truth.csv	labs/levels-of-aggregation/data/method_truth.csv	213	3	5	3051f5a1002ea897	candidate|by_mail|not_by_mail|total|pct_of_this_candidates_votes_by_mail
levels-of-aggregation	not_counties.csv	labs/levels-of-aggregation/data/not_counties.csv	173	2	3	f386c7814e739507	state|rows_that_are_not_counties|what_the_row_actually_is
levels-of-aggregation	rpv_check.csv	labs/levels-of-aggregation/data/rpv_check.csv	267	5	2	256ee200a3e5fcc2	quantity|value
levels-of-aggregation	seat_vote.csv	labs/levels-of-aggregation/data/seat_vote.csv	439	8	2	e8bc68b31960340d	measure|value
levels-of-aggregation	suitability.csv	labs/levels-of-aggregation/data/suitability.csv	2908	56	4	67bf55ae1ba9d6e5	question|level|fit|label
lobbying	entities.csv	labs/lobbying/data/entities.csv	1469	40	2	450f45509952e4ab	entity|mentions
lobbying	filings.csv	labs/lobbying/data/filings.csv	104102	1500	6	cc44a799b296a115	client|registrant|client_state|amount|n_issues|n_lobbyists
lobbying	issues.csv	labs/lobbying/data/issues.csv	1878	76	2	6b0b936be637ffb6	issue|mentions
lobbying	lobbyists.csv	labs/lobbying/data/lobbyists.csv	27917	773	2	8fb3cfcd13c3b187	name|former_government_position
mapping	counties.csv	labs/mapping/data/counties.csv	508567	3109	20	b5262f8dca8fb0b2	fips|name|state|votes_dem|votes_gop|votes_tot|two|winner|margin|aland_km2|density|pop|cx|cy|gcol|grow|gx|gy|r|grid_shift_km
mapping	county_rings.csv	labs/mapping/data/county_rings.csv	1339494	63959	4	4b3d6647139a5307	id|part|x|y
mapping	dorling.csv	labs/mapping/data/dorling.csv	75434	3109	5	d3d55dc6c57665ee	fips|x|y|r|winner
mapping	excluded.csv	labs/mapping/data/excluded.csv	6269	51	5	fca6733c436f0ad4	fips|name|state|votes|reason
mapping	facts.csv	labs/mapping/data/facts.csv	3816	124	2	3fd2d7e89caf4de2	key|value
mapping	grid_cells.csv	labs/mapping/data/grid_cells.csv	84479	3109	6	2cd6e1377e375989	fips|gcol|grow|gx|gy|winner
mapping	lorenz.csv	labs/mapping/data/lorenz.csv	98376	3109	5	457f56907f104ac9	rank|cum_land|cum_votes|cum_counties|winner
mapping	parity.csv	labs/mapping/data/parity.csv	378	7	4	6bb32065fd928d6d	quantity|before_simplification|after_simplification|difference
mapping	state_rings.csv	labs/mapping/data/state_rings.csv	27724	1722	4	7c144c93f7199ddb	id|part|x|y
media-attention	campaign_events_2024.csv	labs/media-attention/data/campaign_events_2024.csv	451	9	2	92d354e07bce4c70	date|event
media-attention	wiki_attention_2024.csv	labs/media-attention/data/wiki_attention_2024.csv	153653	4391	3	e63979df076b4200	date|article|views
midterm-loss	house_midterms.csv	labs/midterm-loss/data/house_midterms.csv	3207	84	9	81cb20ebc1154aa5	election_year|congress|seats|dem|rep|pres_party|midterm|pres_party_seats|pres_party_change
migration	arcs.csv	labs/migration/data/arcs.csv	11748	147	12	b6bbfc4c2d108a05	hub|dir|other|est|moe|sig|x0|y0|cx|cy|x1|y1
migration	county_focus.csv	labs/migration/data/county_focus.csv	2179	40	7	71522d6b3d3ba2d6	state_a|county_a|into_b|into_b_moe|sig_in|out_of_b|out_of_b_moe
migration	flows.csv	labs/migration/data/flows.csv	126338	2652	8	59e450f52ae53ba5	from_state|to_state|est|moe|lo|hi|sig|flag
migration	map_insets.csv	labs/migration/data/map_insets.csv	126	3	6	74930a1da08d1e67	piece|label|x0|x1|y0|y1
migration	map_states.csv	labs/migration/data/map_states.csv	52195	132	3	a586e41079716c7f	fips|piece|pts
migration	meta.csv	labs/migration/data/meta.csv	912	36	2	8102c9ec1657847f	key|value
migration	mobility.csv	labs/migration/data/mobility.csv	2835	65	7	47ceac286e9e1159	year|period|movers|same_county|same_state_diff_county|diff_state|abroad
migration	states.csv	labs/migration/data/states.csv	19294	52	38	43017192a46a6a6f	state|fips|piece|is_state|pop1|pop_total|in_est|in_moe|out_est|out_moe|net|net_moe|net_sig|in_per1k|out_per1k|net_per1k|sig_in_n|sig_out_n|within_est|abroad_est|abroad_moe|abroad_per1k|foreignorigin_est|born_state_est|born_state_moe|born_state_pct|born_otherstate_est|born_otherstate_pct|born_foreign_est|born_foreign_moe|born_foreign_pct|born_pr_est|born_pr_pct|born_island_est|lat|lon|mx|my
models-markets	polymarket_resolved.csv	labs/models-markets/data/polymarket_resolved.csv	64538	746	6	e0d2e4dc227d33de	question|p7|p30|outcome|volume|end_date
officeholder-age	PROVENANCE.tsv	labs/officeholder-age/data/PROVENANCE.tsv	544	3	6	ecc48af2125e3425	url|first_seen|last_seen|bytes|sha256|rows
officeholder-age	age_by_congress.csv	labs/officeholder-age/data/age_by_congress.csv	48830	357	18	cf0736d46f5bb37e	congress|year|chamber|n|n_age|median_age|mean_age|p25_age|p75_age|min_age|max_age|pct_65plus|pct_70plus|pct_80plus|mean_entry_age|mean_years_since_entry|median_entry_age|median_years_since_entry
officeholder-age	checks.csv	labs/officeholder-age/data/checks.csv	727	17	2	4339e572024de757	check|value
officeholder-age	entry_tenure.csv	labs/officeholder-age/data/entry_tenure.csv	979447	13320	13	f34496b7fe7fedb5	icpsr|chamber|bioname|born|entry_congress|last_congress|n_congresses|entry_year|entry_age|years_served|span_years|still_serving|prior_house
officeholder-age	life_expectancy.csv	labs/officeholder-age/data/life_expectancy.csv	2423	119	5	010127c69b8d0e59	year|e0_annual|e0_hus|e65|e75
officeholder-age	members.csv	labs/officeholder-age/data/members.csv	4056476	51062	14	25c2289f8b6bdbfa	congress|year|chamber|icpsr|bioname|state_abbrev|party_code|born|died|age|entry_congress|entry_year|entry_age|years_since_entry
officeholder-age	presidents.csv	labs/officeholder-age/data/presidents.csv	2386	47	7	b2bf7e7683067b26	bioname|icpsr|congress|year|born|died|age_at_term_start
party-id	collapse.csv	labs/party-id/data/collapse.csv	356	7	4	a5de5b01a589a49e	seven_point|file_puts_it_in|respondents|share
party-id	independents.csv	labs/party-id/data/independents.csv	988	32	6	dbb61a60393cf664	year|n|pure_only|with_leaners|leaners_and_weak|spread
party-id	leaners.csv	labs/party-id/data/leaners.csv	308	7	4	77f42111a0cea791	category|respondents|pct_voted_democratic|loyalty
party-id	sevenpoint.csv	labs/party-id/data/sevenpoint.csv	1430	32	9	3e80cdd98dbd1c7e	year|n|strong_dem|weak_dem|lean_dem|pure_ind|lean_rep|weak_rep|strong_rep
policing	PROVENANCE.tsv	labs/policing/data/PROVENANCE.tsv	5891	22	6	65675260566c6087	url|first_seen|last_seen|bytes|sha256|rows
policing	acs_denominators.csv	labs/policing/data/acs_denominators.csv	862	13	6	e29067508ee9c18c	denominator|race|count|source|state|county
policing	by_race.csv	labs/policing/data/by_race.csv	212	5	5	24508d6a72a1fe07	race|stops|searched|contraband_found|arrests
policing	by_year.csv	labs/policing/data/by_year.csv	1541	50	5	afaf35ce4803c4ef	year|race|stops|searched|contraband_found
poll-simulation	pres2024_states.csv	labs/poll-simulation/data/pres2024_states.csv	2713	51	10	1511f657f52d1c1a	state|abbrev|ev|harris|trump|other|winner|col|row|margin
precinct-geography	fig_houston.csv	labs/precinct-geography/fig_houston.csv	116179	4011	5	c17bc0391517b98c	yr|name|part|x|y
precinct-geography	fig_houston_lab.csv	labs/precinct-geography/fig_houston_lab.csv	1772	33	8	13bf90951e892d94	yr|name|code|x|y|status|focus|split
precinct-geography	fig_rozr_blocks.csv	labs/precinct-geography/fig_rozr_blocks.csv	213343	7180	6	30f666052f4916ca	id|part|x|y|tgt|pop
precinct-geography	fig_rozr_meta.csv	labs/precinct-geography/fig_rozr_meta.csv	169	2	7	32b43c2477218f82	target|w_area|w_pop|pop|ballots_area|ballots_pop|ballots_total
precinct-geography	fig_rozr_outline.csv	labs/precinct-geography/fig_rozr_outline.csv	16506	654	5	7a9bdbee95e0c87d	tgt|id|part|x|y
precinct-geography	fig_rozr_pts.csv	labs/precinct-geography/fig_rozr_pts.csv	15494	561	5	db2b882fae09f2c0	id|tgt|pop|x|y
precinct-geography	fig_twosource.csv	labs/precinct-geography/fig_twosource.csv	112	2	5	f5bb27a7fc862792	scope|matched|identical|differing|shapefile_precincts
primary-defeats	by_year.csv	labs/primary-defeats/data/by_year.csv	1325	10	14	ec9a55ed15845bcd	year|incumbents|ran_primary|unopposed|contested|denied|denied_np|pct_denied|pct_unopposed|pct_contested|median_share|min_share|under60|under55
primary-defeats	checks.csv	labs/primary-defeats/data/checks.csv	1325	26	2	319864efaa1d3bfd	check|value
primary-defeats	compare.csv	labs/primary-defeats/data/compare.csv	343	10	8	43f03761bf2d291d	year|fec_derived|brookings|retired_brookings|seeking_brookings|giroux|gap_brookings|gap_giroux
primary-defeats	denied.csv	labs/primary-defeats/data/denied.csv	3992	58	9	69120e8b112d16cf	year|stab|dnum|last|first|party|nonpartisan|prim_votes|prim_share
primary-defeats	giroux.csv	labs/primary-defeats/data/giroux.csv	1689	32	7	34986ac8850e797d	year|house|senate|house_dem|house_rep|n_lines|summary_line
primary-defeats	incumbents.csv	labs/primary-defeats/data/incumbents.csv	577141	3936	22	397c86c7af85d098	year|fecid|stab|dnum|last|first|party|nonpartisan|ran_prim|unopposed|prim_votes|won_nom|rivals|on_gen|ge_win|fec_flag|pid|how|denied|contested|prim_total|prim_share
primary-defeats	vsoc.csv	labs/primary-defeats/data/vsoc.csv	2942	40	9	ba9e6cd1f0d78fdf	year|retired|seeking|lost_primary|lost_general|reelected|pct_reelected|pct_lost_primary|pct_retired
redistricting	pres_by_cd_2024.csv	labs/redistricting/data/pres_by_cd_2024.csv	33463	434	9	7aa5ac8cdc33f8b1	state|cd|district|democrat|republican|dem_share|pres_party|house_rep|house_rep_party
redlining	cities.csv	labs/redlining/data/cities.csv	1410	33	8	77f75c2e4e40199b	city|a_tracts|d_tracts|a_pop|d_pop|a_pct_black|d_pct_black|gap
redlining	fig_holc_attr.csv	labs/redlining/data/fig_holc_attr.csv	10045	190	8	70d08783a6f14b6e	city|id|label|grade|fill|area_km2|lx|ly
redlining	fig_holc_meta.csv	labs/redlining/data/fig_holc_meta.csv	534	8	9	ecf6b5e26bb838e0	grade|city|n|area_km2|pct_area|km_out|total|black|pct_black
redlining	fig_holc_rings.csv	labs/redlining/data/fig_holc_rings.csv	180324	6224	5	09501bdcd89be410	id|part|x|y|city
redlining	fig_mix.csv	labs/redlining/data/fig_mix.csv	54693	773	13	25ec3fc5eddebed0	city|GEOID|in_csv|centre_grade|modal_grade|dom_share|own_share|graded|pA|pB|pC|pD|pU
redlining	fig_quote.csv	labs/redlining/data/fig_quote.csv	966	1	10	8e71e86804f300a3	city|key|label|grade|neighborhood|dated|infiltration|negro|nationalities|remarks
redlining	fig_source.csv	labs/redlining/data/fig_source.csv	280	1	9	21ced27ddf0d9741	source|url|fetched|bytes|features|graded|city_surveys|sheet_key|sheet_label
redlining	fig_zoom_attr.csv	labs/redlining/data/fig_zoom_attr.csv	4151	47	16	b931512d0176f40b	city|id|GEOID|centre_grade|modal_grade|dom_share|own_share|graded|pA|pB|pC|pD|pU|focus|cx|cy
redlining	fig_zoom_holc.csv	labs/redlining/data/fig_zoom_holc.csv	10890	322	6	77548f75dc3e0c36	city|grade|id|part|x|y
redlining	fig_zoom_tracts.csv	labs/redlining/data/fig_zoom_tracts.csv	53443	1753	5	faba72ebfdb0e3b5	id|part|x|y|city
redlining	fig_zoom_win.csv	labs/redlining/data/fig_zoom_win.csv	62	1	5	cad1ff99e594c54b	city|x0|x1|y0|y1
redlining	tracts.csv	labs/redlining/data/tracts.csv	211456	4489	8	4d85c72bad4620fc	GEOID|state|city|grade|total|white|black|pct_black
regional-shift	apportionment_raw.csv	labs/regional-shift/data/apportionment_raw.csv	39917	684	10	d9be9c833ad936ee	Name|Geography Type|Year|Resident Population|Percent Change in Resident Population|Resident Population Density|Resident Population Density Rank|Number of Representatives|Change in Number of Representatives|Average Apportionment Population Per Representative
regional-shift	nation.csv	labs/regional-shift/data/nation.csv	406	12	5	98d12937eef85450	year|pop|reps|pop_per_rep|pctchg
regional-shift	regions.csv	labs/regional-shift/data/regions.csv	2959	48	6	e925e3bd6a82bfc3	region|year|pop|reps|share|seat_share
regional-shift	seatchange.csv	labs/regional-shift/data/seatchange.csv	5130	50	14	c8d3e37478975660	name|region|division|reps_1960|pop_1960|south_census|south_confed|sunbelt|reps_2020|pop_2020|change|rank_1960|rank_2020|pop_growth
regional-shift	southdefs.csv	labs/regional-shift/data/southdefs.csv	3818	60	5	99270302fb6b314c	definition|year|pop|share|n_states
regional-shift	states.csv	labs/regional-shift/data/states.csv	50148	612	12	d2011ec30bbec34f	name|year|pop|pctchg|reps|repchg|region|division|south_census|south_confed|sunbelt|border_south
residual-votes	anomalies.csv	labs/residual-votes/data/anomalies.csv	6157	103	7	b4bffc92d6a05534	state_name|county_name|fips|ballots|total_votes|residual|residual_rate
residual-votes	counties.csv	labs/residual-votes/data/counties.csv	178395	2890	8	2c40d15cf8259e16	state_name|county_name|fips|ballots|total_votes|residual|residual_rate|state_usable
residual-votes	fig_map_absent.csv	labs/residual-votes/data/fig_map_absent.csv	43	3	1	7c75919896145958	state
residual-votes	fig_map_attr.csv	labs/residual-votes/data/fig_map_attr.csv	120893	3143	5	3c4b5d1c807a2876	fips|name|class|bin|rate
residual-votes	fig_map_counties.csv	labs/residual-votes/data/fig_map_counties.csv	217455	3185	3	d4a234f460b54529	fips|part|pts
residual-votes	fig_map_frame.csv	labs/residual-votes/data/fig_map_frame.csv	139	2	6	5d9b4d8f66a142c7	piece|x|y|w|h|note
residual-votes	fig_map_meta.csv	labs/residual-votes/data/fig_map_meta.csv	307	14	2	b6de010204e6a316	key|value
residual-votes	fig_map_state_lines.csv	labs/residual-votes/data/fig_map_state_lines.csv	24375	74	3	9a5daee60039397c	st|part|pts
residual-votes	fig_map_states.csv	labs/residual-votes/data/fig_map_states.csv	863	51	2	6b58a087b4cd69cb	st|state
residual-votes	states.csv	labs/residual-votes/data/states.csv	1784	48	5	02b8115ea6a02471	state|counties|ballots|pres_votes|residual_rate
residual-votes	unusable_states.csv	labs/residual-votes/data/unusable_states.csv	167	3	3	7ef141fd21d99307	state|median_rate|reason
retirements	PROVENANCE.tsv	labs/retirements/data/PROVENANCE.tsv	2255	13	6	58f8d8377aaab888	url|first_seen|last_seen|bytes|sha256|rows
retirements	checks.csv	labs/retirements/data/checks.csv	1325	26	2	319864efaa1d3bfd	check|value
retirements	compare.csv	labs/retirements/data/compare.csv	343	10	8	43f03761bf2d291d	year|fec_derived|brookings|retired_brookings|seeking_brookings|giroux|gap_brookings|gap_giroux
retirements	departures.csv	labs/retirements/data/departures.csv	7728	118	16	2c44f683b0f0170a	congress|year|members|seats|mid_congress|left|left_house|died|to_senate|seat_held|seat_flipped|dem|rep|dem_left|rep_left|pct_left
retirements	dropped.csv	labs/retirements/data/dropped.csv	478	7	5	51ffd6ce939eaea5	year|state|district|name|reason
retirements	exits.csv	labs/retirements/data/exits.csv	596498	4443	21	f448c658209a90ed	congress|year|pid|icpsr|bioname|state_abbrev|district_code|party_code|born|died|returns_cong|returns_house|died_in_office|election_year|on_house_ballot|ran_primary|denied|ge_win|on_general|ran_senate|outcome
retirements	exits_by_year.csv	labs/retirements/data/exits_by_year.csv	796	10	12	d3667fbd8f441cfd	year|congress|members|reelected|lost_general|denied|senate_run|died|not_running|left|pct_not_running|pct_denied
retirements	recovered.csv	labs/retirements/data/recovered.csv	278	6	5	2fbb941dac01be27	year|state|district|name|denied
retirements	unmatched.csv	labs/retirements/data/unmatched.csv	309	7	5	adef35d3b163ee04	year|state|district|name|denied
retirements	vsoc.csv	labs/retirements/data/vsoc.csv	2942	40	9	ba9e6cd1f0d78fdf	year|retired|seeking|lost_primary|lost_general|reelected|pct_reelected|pct_lost_primary|pct_retired
retirements	vsoc_party.csv	labs/retirements/data/vsoc_party.csv	685	48	4	a6a18bc65c441d01	year|dem|rep|total
returns-source	ecological.csv	labs/returns-source/data/ecological.csv	203	2	7	35e913e6534a2df7	computed_from|estimate_mail|estimate_not_mail|truth_mail|truth_not_mail|error|impossible
returns-source	ladder.csv	labs/returns-source/data/ladder.csv	631	7	6	7badd4a48682d967	rung|level|units_nationally|units_in_georgia|a_row_is|published_for
returns-source	national.csv	labs/returns-source/data/national.csv	646	5	7	c215d3ffa3019538	comparison|one_source|its_total|other_source|their_total|difference|pct
returns-source	sources.csv	labs/returns-source/data/sources.csv	942	5	5	15fe20762aed8392	publisher|what_it_publishes|finest_grain|obliged_to|correction_path
rollcalls-source	content.csv	labs/rollcalls-source/data/content.csv	229	6	4	e5deb9e3e1acd422	era|years|roll_calls|question_recorded_pct
rollcalls-source	margins.csv	labs/rollcalls-source/data/margins.csv	216	5	3	d82171bede48e138	band|roll_calls|pct
rollcalls-source	questions.csv	labs/rollcalls-source/data/questions.csv	477	10	4	004130c6969495e9	question|roll_calls|pct_of_recorded|pct_of_all
rollcalls-source	volume.csv	labs/rollcalls-source/data/volume.csv	1885	119	4	2a031f8bb9f8ed64	congress|house|senate|total
rpv	houston_primary.csv	labs/rpv/data/houston_primary.csv	685	17	8	eb0fbf002a9eae93	precinct|voters|black|white|dem|rep|black_dem|white_dem
rpv	join_counts.csv	labs/rpv/data/join_counts.csv	271	5	2	e03cc19aa7c098ed	step|rows
rpv	join_peek.csv	labs/rpv/data/join_peek.csv	189	4	4	61abd096cf2f72e2	voter|Party|race_self|precinct
scdb	agreement.csv	labs/scdb/data/agreement.csv	1625	45	5	25d130892fb2271f	a|b|agree|cases|pct
scdb	by_term.csv	labs/scdb/data/by_term.csv	1072	78	3	6e1db7afc6acc471	term|cases|pct_conservative
scdb	close_cases.csv	labs/scdb/data/close_cases.csv	2786	30	5	26201f2fec45857e	term|caseName|majVotes|minVotes|majority_bloc
scdb	justices.csv	labs/scdb/data/justices.csv	304	10	4	bb11e99d8c49aa53	justice|cases|pct_conservative|pct_in_majority
section-203	sect203_counties.csv	labs/section-203/data/sect203_counties.csv	3205331	23054	23	1aa057aa8c2c5c22	SUMLVL|LEVEL|S203_GEOID|ST|CNTY|NAMELSAD|LANGUAGE|VACIT|MVACIT|VACLEP|MVACLEP|ILLIT|MILLIT|LEPPCT|MLEPPCT|ILLRAT|MILLRAT|FLAG10|FLAG5|FLAG_EDU|FLAG_AIAN|FLAG_ANRC|FLAG_COV
section-203	sect203_determined.csv	labs/section-203/data/sect203_determined.csv	170314	1181	23	52898b4b5ec5c1e4	SUMLVL|LEVEL|S203_GEOID|ST|CNTY|NAMELSAD|LANGUAGE|VACIT|MVACIT|VACLEP|MVACLEP|ILLIT|MILLIT|LEPPCT|MLEPPCT|ILLRAT|MILLRAT|FLAG10|FLAG5|FLAG_EDU|FLAG_AIAN|FLAG_ANRC|FLAG_COV
surnames	census_surnames.csv	labs/surnames/data/census_surnames.csv	7049877	162254	9	520d8eadaaa50611	name|rank|count|pctwhite|pctblack|pctapi|pctaian|pct2prace|pcthispanic
