"stcd","district_id","state","district","dv","dpres","base","imputed","no_totals","uncontested","top_two","party_2024"
2306,"MN-06","Minnesota",6,37.47,39.8,37.47,FALSE,FALSE,0,0,"R"
4338,"TX-38","Texas",38,37.25,39.8,37.25,FALSE,FALSE,0,0,"R"
3508,"OH-08","Ohio",8,37.19,38.38,37.19,FALSE,FALSE,0,0,"R"
4402,"UT-02","Utah",2,37.11,39.8,37.11,FALSE,FALSE,0,0,"R"
3811,"PA-11","Pennsylvania",11,37.1,39.39,37.1,FALSE,FALSE,0,0,"R"
1706,"KY-06","Kentucky",6,36.96,42.42,36.96,FALSE,FALSE,0,0,"R"
1010,"GA-10","Georgia",10,36.95,39.39,36.95,FALSE,FALSE,0,0,"R"
905,"FL-05","Florida",5,36.92,39.39,36.92,FALSE,FALSE,0,0,"R"
4321,"TX-21","Texas",21,36.83,38.38,36.83,FALSE,FALSE,0,0,"R"
3514,"OH-14","Ohio",14,36.58,41,36.58,FALSE,FALSE,0,0,"R"
4312,"TX-12","Texas",12,36.55,38.38,36.55,FALSE,FALSE,0,0,"R"
2503,"MO-03","Missouri",3,36.54,36.36,36.54,FALSE,FALSE,0,0,"R"
4326,"TX-26","Texas",26,36.5,38.38,36.5,FALSE,FALSE,0,0,"R"
4005,"SC-05","South Carolina",5,36.39,38.38,36.39,FALSE,FALSE,0,0,"R"
4907,"WI-07","Wisconsin",7,36.39,38.38,36.39,FALSE,FALSE,0,0,"R"
3601,"OK-01","Oklahoma",1,36.36,38.78,36.36,FALSE,FALSE,0,0,"R"
3816,"PA-16","Pennsylvania",16,36.35,38.38,36.35,FALSE,FALSE,0,0,"R"
917,"FL-17","Florida",17,36.1,38,36.1,FALSE,FALSE,0,0,"R"
4305,"TX-05","Texas",5,35.92,36.36,35.92,FALSE,FALSE,0,0,"R"
3211,"NY-11","New York",11,35.9,37.76,35.9,FALSE,FALSE,0,0,"R"
1014,"GA-14","Georgia",14,35.63,31.31,35.63,FALSE,FALSE,0,0,"R"
4331,"TX-31","Texas",31,35.57,38.38,35.57,FALSE,FALSE,0,0,"R"
1402,"IN-02","Indiana",2,35.55,36.73,35.55,FALSE,FALSE,0,0,"R"
4606,"VA-06","Virginia",6,35.53,37.76,35.53,FALSE,FALSE,0,0,"R"
4905,"WI-05","Wisconsin",5,35.53,38.78,35.53,FALSE,FALSE,0,0,"R"
928,"FL-28","Florida",28,35.43,37.37,35.43,FALSE,FALSE,0,0,"R"
1007,"GA-07","Georgia",7,35.15,38.78,35.15,FALSE,FALSE,0,0,"R"
4007,"SC-07","South Carolina",7,35.02,36.36,35.02,FALSE,FALSE,0,0,"R"
1604,"KS-04","Kansas",4,34.95,37.76,34.95,FALSE,FALSE,0,0,"R"
4310,"TX-10","Texas",10,34.84,37.37,34.84,FALSE,FALSE,0,0,"R"
309,"AZ-09","Arizona",9,34.7,34.34,34.7,FALSE,FALSE,0,0,"R"
918,"FL-18","Florida",18,34.7,35.35,34.7,FALSE,FALSE,0,0,"R"
501,"CA-01","California",1,34.66,37.11,34.66,FALSE,FALSE,0,0,"R"
4302,"TX-02","Texas",2,34.34,38.38,34.34,FALSE,FALSE,0,0,"R"
3224,"NY-24","New York",24,34.33,38.38,34.33,FALSE,FALSE,0,0,"R"
4306,"TX-06","Texas",6,34.32,35.35,34.32,FALSE,FALSE,0,0,"R"
105,"AL-05","Alabama",5,NA,35.35,34.2496,TRUE,FALSE,1,0,"R"
2403,"MS-03","Mississippi",3,NA,35.35,34.2496,TRUE,FALSE,1,0,"R"
3223,"NY-23","New York",23,34.21,39.39,34.21,FALSE,FALSE,0,0,"R"
2602,"MT-02","Montana",2,34.01,35.05,34.01,FALSE,FALSE,0,0,"R"
901,"FL-01","Florida",1,33.96,31.31,33.96,FALSE,FALSE,0,0,"R"
4327,"TX-27","Texas",27,33.96,35.35,33.96,FALSE,FALSE,0,0,"R"
3702,"OR-02","Oregon",2,33.93,36.08,33.93,FALSE,FALSE,0,0,"R"
1409,"IN-09","Indiana",9,33.72,34.69,33.72,FALSE,FALSE,0,0,"R"
1003,"GA-03","Georgia",3,33.69,35,33.69,FALSE,FALSE,0,0,"R"
919,"FL-19","Florida",19,33.68,35.35,33.68,FALSE,FALSE,0,0,"R"
4401,"UT-01","Utah",1,33.68,39.18,33.68,FALSE,FALSE,0,0,"R"
4317,"TX-17","Texas",17,33.65,35.35,33.65,FALSE,FALSE,0,0,"R"
4403,"UT-03","Utah",3,33.61,40.21,33.61,FALSE,FALSE,0,0,"R"
520,"CA-20","California",20,NA,34.69,33.545,TRUE,FALSE,0,1,"R"
1202,"ID-02","Idaho",2,33.54,36.08,33.54,FALSE,FALSE,0,0,"R"
906,"FL-06","Florida",6,33.46,35,33.46,FALSE,FALSE,0,0,"R"
3814,"PA-14","Pennsylvania",14,33.43,33.33,33.43,FALSE,FALSE,0,0,"R"
2205,"MI-05","Michigan",5,33.28,36.36,33.28,FALSE,FALSE,0,0,"R"
3506,"OH-06","Ohio",6,33.26,33.33,33.26,FALSE,FALSE,0,0,"R"
403,"AR-03","Arkansas",3,33.24,37.11,33.24,FALSE,FALSE,0,0,"R"
1406,"IN-06","Indiana",6,33.15,33.67,33.15,FALSE,FALSE,0,0,"R"
1504,"IA-04","Iowa",4,32.78,34.34,32.78,FALSE,FALSE,0,0,"R"
2202,"MI-02","Michigan",2,32.73,34.69,32.73,FALSE,FALSE,0,0,"R"
1011,"GA-11","Georgia",11,32.69,38.38,32.69,FALSE,FALSE,0,0,"R"
1403,"IN-03","Indiana",3,32.57,34.34,32.57,FALSE,FALSE,0,0,"R"
3505,"OH-05","Ohio",5,32.49,35.35,32.49,FALSE,FALSE,0,0,"R"
1404,"IN-04","Indiana",4,32.3,34.69,32.3,FALSE,FALSE,0,0,"R"
4404,"UT-04","Utah",4,32.26,36.08,32.26,FALSE,FALSE,0,0,"R"
4206,"TN-06","Tennessee",6,32,32.32,32,FALSE,FALSE,0,0,"R"
3004,"NJ-04","New Jersey",4,31.96,34.69,31.96,FALSE,FALSE,0,0,"R"
4308,"TX-08","Texas",8,31.78,32.65,31.78,FALSE,FALSE,0,0,"R"
4304,"TX-04","Texas",4,31.62,33.33,31.62,FALSE,FALSE,0,0,"R"
3504,"OH-04","Ohio",4,31.54,31.31,31.54,FALSE,FALSE,0,0,"R"
3512,"OH-12","Ohio",12,31.49,33.33,31.49,FALSE,FALSE,0,0,"R"
4314,"TX-14","Texas",14,31.31,32.32,31.31,FALSE,FALSE,0,0,"R"
1008,"GA-08","Georgia",8,31.08,34.34,31.08,FALSE,FALSE,0,0,"R"
1009,"GA-09","Georgia",9,31,33,31,FALSE,FALSE,0,0,"R"
1601,"KS-01","Kansas",1,30.86,33.67,30.86,FALSE,FALSE,0,0,"R"
4202,"TN-02","Tennessee",2,30.74,32.65,30.74,FALSE,FALSE,0,0,"R"
2209,"MI-09","Michigan",9,30.65,33.67,30.65,FALSE,FALSE,0,0,"R"
4336,"TX-36","Texas",36,30.64,31.31,30.64,FALSE,FALSE,0,0,"R"
3401,"ND-AL","North Dakota",1,30.48,31.31,30.48,FALSE,FALSE,0,0,"R"
4203,"TN-03","Tennessee",3,30.3,31.63,30.3,FALSE,FALSE,0,0,"R"
1704,"KY-04","Kentucky",4,NA,31.63,30.2784,TRUE,FALSE,1,0,"R"
1408,"IN-08","Indiana",8,30.23,31.63,30.23,FALSE,FALSE,0,0,"R"
3604,"OK-04","Oklahoma",4,30.23,32.65,30.23,FALSE,FALSE,0,0,"R"
2401,"MS-01","Mississippi",1,30.19,31.31,30.19,FALSE,FALSE,0,0,"R"
4325,"TX-25","Texas",25,NA,31.31,29.9368,TRUE,FALSE,1,0,"R"
106,"AL-06","Alabama",6,29.6,30.3,29.6,FALSE,FALSE,0,0,"R"
3809,"PA-09","Pennsylvania",9,29.49,31,29.49,FALSE,FALSE,0,0,"R"
2307,"MN-07","Minnesota",7,29.48,31.63,29.48,FALSE,FALSE,0,0,"R"
4802,"WV-02","West Virginia",2,29.23,29.59,29.23,FALSE,FALSE,0,0,"R"
926,"FL-26","Florida",26,29.08,32.32,29.08,FALSE,FALSE,0,0,"R"
912,"FL-12","Florida",12,28.96,32.32,28.96,FALSE,FALSE,0,0,"R"
3815,"PA-15","Pennsylvania",15,28.53,31,28.53,FALSE,FALSE,0,0,"R"
4801,"WV-01","West Virginia",1,28.27,27.55,28.27,FALSE,FALSE,0,0,"R"
1315,"IL-15","Illinois",15,NA,29.59,28.1007,TRUE,FALSE,1,0,"R"
4101,"SD-AL","South Dakota",1,27.96,35.05,27.96,FALSE,FALSE,0,0,"R"
4204,"TN-04","Tennessee",4,27.67,28.28,27.67,FALSE,FALSE,0,0,"R"
2506,"MO-06","Missouri",6,27.58,30.3,27.58,FALSE,FALSE,0,0,"R"
4609,"VA-09","Virginia",9,27.38,28,27.38,FALSE,FALSE,0,0,"R"
404,"AR-04","Arkansas",4,27.09,29.59,27.09,FALSE,FALSE,0,0,"R"
2504,"MO-04","Missouri",4,27.09,28.28,27.09,FALSE,FALSE,0,0,"R"
1702,"KY-02","Kentucky",2,26.9,29.29,26.9,FALSE,FALSE,0,0,"R"
2507,"MO-07","Missouri",7,26.86,28.28,26.86,FALSE,FALSE,0,0,"R"
3502,"OH-02","Ohio",2,26.44,26.26,26.44,FALSE,FALSE,0,0,"R"
1201,"ID-01","Idaho",1,26.39,26.8,26.39,FALSE,FALSE,0,0,"R"
4208,"TN-08","Tennessee",8,26.13,29.29,26.13,FALSE,FALSE,0,0,"R"
4003,"SC-03","South Carolina",3,26.1,28.28,26.1,FALSE,FALSE,0,0,"R"
2404,"MS-04","Mississippi",4,26.05,28.28,26.05,FALSE,FALSE,0,0,"R"
1805,"LA-05","Louisiana",5,25.94,31.63,25.94,FALSE,FALSE,0,0,"R"
1312,"IL-12","Illinois",12,25.81,28.28,25.81,FALSE,FALSE,0,0,"R"
3813,"PA-13","Pennsylvania",13,25.8,27.27,25.8,FALSE,FALSE,0,0,"R"
4311,"TX-11","Texas",11,NA,27.27,25.624,TRUE,FALSE,1,0,"R"
1803,"LA-03","Louisiana",3,25.31,27.27,25.31,FALSE,FALSE,0,0,"R"
1701,"KY-01","Kentucky",1,25.28,26.26,25.28,FALSE,FALSE,0,0,"R"
3603,"OK-03","Oklahoma",3,NA,26.53,24.834,TRUE,TRUE,1,0,"R"
401,"AR-01","Arkansas",1,24.77,26.53,24.77,FALSE,FALSE,0,0,"R"
5001,"WY-AL","Wyoming",1,24.76,26.53,24.76,FALSE,FALSE,0,0,"R"
103,"AL-03","Alabama",3,NA,26.26,24.5458,TRUE,FALSE,1,0,"R"
4313,"TX-13","Texas",13,NA,26.26,24.5458,TRUE,FALSE,1,0,"R"
1801,"LA-01","Louisiana",1,24.48,30.61,24.48,FALSE,FALSE,0,0,"R"
3602,"OK-02","Oklahoma",2,22.43,21.43,22.43,FALSE,FALSE,0,0,"R"
4301,"TX-01","Texas",1,NA,24.24,22.3894,TRUE,FALSE,1,0,"R"
4319,"TX-19","Texas",19,NA,24.24,22.3894,TRUE,FALSE,1,0,"R"
2508,"MO-08","Missouri",8,22.26,22.22,22.26,FALSE,FALSE,0,0,"R"
1804,"LA-04","Louisiana",4,NA,23.47,21.5674,TRUE,FALSE,0,1,"R"
101,"AL-01","Alabama",1,21.52,22.22,21.52,FALSE,FALSE,0,0,"R"
4201,"TN-01","Tennessee",1,19.89,21.21,19.89,FALSE,FALSE,0,0,"R"
2703,"NE-03","Nebraska",3,19.58,23.23,19.58,FALSE,FALSE,0,0,"R"
1705,"KY-05","Kentucky",5,NA,17.35,15.0342,TRUE,FALSE,1,0,"R"
104,"AL-04","Alabama",4,NA,16.16,13.7639,TRUE,FALSE,1,0,"R"
