"icpsr","chamber","bioname","born","entry_congress","last_congress","n_congresses","entry_year","entry_age","years_served","span_years","still_serving","prior_house"
2179,"House","CRIST, Henry",1764,11,11,1,1809,45,2,2,FALSE,FALSE
2292,"Senate","CUTTS, Charles",1769,11,13,3,1809,40,6,6,FALSE,FALSE
2316,"Senate","DANA, Samuel Whittlesey",1760,11,16,6,1809,49,12,12,FALSE,TRUE
2961,"House","EMOTT, James",1771,11,12,2,1809,38,4,4,FALSE,FALSE
3174,"House","FISK, Jonathan",1778,11,13,2,1809,31,4,6,FALSE,FALSE
3452,"House","GANNETT, Barzillai",1764,11,11,1,1809,45,2,2,FALSE,FALSE
3467,"House","GARDNER, Gideon",1759,11,11,1,1809,50,2,2,FALSE,FALSE
3476,"House","GARLAND, David Shepherd",1769,11,11,1,1809,40,2,2,FALSE,FALSE
3539,"Senate","GERMAN, Obadiah",1766,11,13,3,1809,43,6,6,FALSE,FALSE
3648,"House","GOLD, Thomas Ruggles",1764,11,14,3,1809,45,6,8,FALSE,FALSE
3847,"Senate","GRISWOLD, Stanley",1763,11,11,1,1809,46,2,2,FALSE,FALSE
3927,"House","HALE, William",1765,11,14,3,1809,44,6,8,FALSE,FALSE
4199,"House","HAVEN, Nathaniel Appleton",1762,11,11,1,1809,47,2,2,FALSE,FALSE
4391,"House","HIESTER, Daniel",1774,11,11,1,1809,35,2,2,FALSE,FALSE
4586,"Senate","HORSEY, Outerbridge",1777,11,16,6,1809,32,12,12,FALSE,FALSE
4670,"House","HUBBARD, Jonathan Hatch",1768,11,11,1,1809,41,2,2,FALSE,FALSE
4693,"House","HUFTY, Jacob",1750,11,13,3,1809,59,6,6,FALSE,FALSE
4767,"House","HUNTINGTON, Ebenezer",1754,11,15,2,1809,55,4,10,FALSE,FALSE
5334,"House","KNICKERBOCKER, Herman",1779,11,11,1,1809,30,2,2,FALSE,FALSE
5421,"Senate","LAMBERT, John",1746,11,13,3,1809,63,6,6,FALSE,TRUE
5719,"House","LIVINGSTON, Robert Le Roy",1778,11,12,2,1809,31,4,4,FALSE,FALSE
5846,"House","LYLE, Aaron",1759,11,14,4,1809,50,8,8,FALSE,FALSE
5935,"Senate","MALBONE, Francis",1759,11,11,1,1809,50,2,2,FALSE,TRUE
6075,"House","MATHEWS, Vincent",1766,11,11,1,1809,43,2,2,FALSE,FALSE
6128,"House","McBRYDE, Archibald",1766,11,12,2,1809,43,4,4,FALSE,FALSE
6290,"House","MCKEE, Samuel",1774,11,14,4,1809,35,8,8,FALSE,FALSE
6306,"House","MCKIM, Alexander",1748,11,13,3,1809,61,6,6,FALSE,FALSE
6311,"House","MCKINLEY, William",NA,11,11,1,1809,NA,2,2,FALSE,FALSE
6504,"House","MILLER, Pleasant Moorman",NA,11,11,1,1809,NA,2,2,FALSE,FALSE
6923,"House","NICHOLSON, John",1765,11,11,1,1809,44,2,2,FALSE,FALSE
7288,"House","PEARSON, Joseph",1776,11,13,3,1809,33,6,6,FALSE,FALSE
7432,"House","PICKMAN, Benjamin, Jr.",1763,11,11,1,1809,46,2,2,FALSE,FALSE
7539,"House","PORTER, Peter Buell",1773,11,14,3,1809,36,6,8,FALSE,FALSE
7910,"House","RINGGOLD, Samuel",1770,11,16,5,1809,39,10,12,FALSE,FALSE
7935,"House","ROANE, John",1766,11,24,6,1809,43,12,28,FALSE,FALSE
8071,"House","ROSS, John",1770,11,15,3,1809,39,6,10,FALSE,FALSE
8173,"House","SAGE, Ebenezer",1755,11,13,3,1809,54,6,6,FALSE,FALSE
8324,"House","SCUDDER, John Anderson",1759,11,11,1,1809,50,2,2,FALSE,FALSE
8381,"House","SEYBERT, Adam",1773,11,15,4,1809,36,8,10,FALSE,FALSE
8428,"House","SHEFFEY, Daniel",1770,11,14,4,1809,39,8,8,FALSE,FALSE
8620,"House","SMITH, George",NA,11,12,2,1809,NA,4,4,FALSE,FALSE
9132,"House","SWOOPE, Jacob",NA,11,11,1,1809,NA,2,2,FALSE,FALSE
9157,"Senate","TAIT, Charles",1768,11,15,5,1809,41,10,10,FALSE,FALSE
9216,"Senate","TAYLOR, John",1770,11,14,4,1809,39,8,8,FALSE,TRUE
9510,"House","TURNER, Charles, Jr.",1760,11,12,2,1809,49,4,4,FALSE,FALSE
9889,"House","WEAKLEY, Robert",1764,11,11,1,1809,45,2,2,FALSE,FALSE
9983,"House","WHEATON, Laban",1754,11,14,4,1809,55,8,8,FALSE,FALSE
10061,"Senate","WHITESIDE, Jenkin",1772,11,11,1,1809,37,2,2,FALSE,FALSE
10069,"House","WHITMAN, Ezekiel",1776,11,17,4,1809,33,8,14,FALSE,FALSE
10228,"House","WILSON, James",1766,11,11,1,1809,43,2,2,FALSE,FALSE
10297,"House","WITHERSPOON, Robert",1767,11,11,1,1809,42,2,2,FALSE,FALSE
10396,"House","WRIGHT, Robert",1752,11,17,5,1809,57,10,14,FALSE,FALSE
223,"House","ARCHER, Stevenson",1786,12,16,4,1811,25,8,10,FALSE,FALSE
299,"House","AVERY, Daniel",1766,12,14,3,1811,45,6,6,FALSE,FALSE
367,"House","BAKER, John",NA,12,12,1,1811,NA,2,2,FALSE,FALSE
450,"House","BARNETT, William",1761,12,13,2,1811,50,4,4,FALSE,FALSE
491,"House","BARTLETT, Josiah, Jr.",1768,12,12,1,1811,43,2,2,FALSE,FALSE
685,"Senate","BIBB, George Mortimer",1776,12,23,5,1811,35,10,24,FALSE,FALSE
793,"House","BLEECKER, Harmanus",1779,12,12,1,1811,32,2,2,FALSE,FALSE
1036,"House","BRIGHAM, Elijah",1751,12,14,3,1811,60,6,6,FALSE,FALSE
1111,"Senate","BROWN, James",1766,12,18,6,1811,45,12,14,FALSE,FALSE
1418,"House","CALHOUN, John Caldwell",1782,12,14,3,1811,29,6,6,FALSE,FALSE
1448,"Senate","CAMPBELL, George Washington",1769,12,15,4,1811,42,8,8,FALSE,TRUE
1527,"House","CARR, Francis",1751,12,12,1,1811,60,2,2,FALSE,FALSE
1810,"House","CLAY, Henry",1777,12,18,6,1811,34,12,14,FALSE,FALSE
1972,"House","CONDICT, Lewis",1772,12,22,9,1811,39,18,22,FALSE,FALSE
2031,"House","COOKE, Thomas Burrage",1778,12,12,1,1811,33,2,2,FALSE,FALSE
2409,"House","DAVIS, Roger",1762,12,13,2,1811,49,4,4,FALSE,FALSE
2607,"House","DINSMOOR, Samuel",1766,12,12,1,1811,45,2,2,FALSE,FALSE
3175,"House","FITCH, Asa",1765,12,12,1,1811,46,2,2,FALSE,FALSE
3856,"House","GROSVENOR, Thomas Peabody",1778,12,14,3,1811,33,6,6,FALSE,FALSE
3865,"House","GRUNDY, Felix",1777,12,13,2,1811,34,4,4,FALSE,FALSE
3933,"House","HALL, Bolling",1767,12,14,3,1811,44,6,6,FALSE,FALSE
3950,"House","HALL, Obed",1757,12,12,1,1811,54,2,2,FALSE,FALSE
4088,"House","HARPER, John Adams",1779,12,12,1,1811,32,2,2,FALSE,FALSE
4206,"House","HAWES, Aylett",1768,12,14,3,1811,43,6,6,FALSE,FALSE
4651,"Senate","HOWELL, Jeremiah Brown",1771,12,14,3,1811,40,6,6,FALSE,FALSE
4740,"House","HUNGERFORD, John Pratt",1761,12,14,3,1811,50,6,6,FALSE,FALSE
4762,"Senate","HUNTER, William",1774,12,16,5,1811,37,10,10,FALSE,FALSE
4789,"House","HYNEMAN, John M.",1771,12,13,2,1811,40,4,4,FALSE,FALSE
5194,"House","KENT, Joseph",1779,12,19,6,1811,32,12,16,FALSE,FALSE
5275,"House","KING, William Rufus de Vane",1786,12,14,3,1811,25,6,6,FALSE,FALSE
5392,"House","LACOCK, Abner",1770,12,12,1,1811,41,2,2,FALSE,FALSE
5503,"House","LAW, Lyman",1770,12,14,3,1811,41,6,6,FALSE,FALSE
5577,"House","LEFEVER, Joseph",1760,12,12,1,1811,51,2,2,FALSE,FALSE
5704,"House","LITTLE, Peter",1775,12,20,8,1811,36,16,18,FALSE,FALSE
5815,"House","LOWNDES, William",1782,12,17,6,1811,29,12,12,FALSE,FALSE
5916,"Senate","MAGRUDER, Allan Bowie",1775,12,12,1,1811,36,2,2,FALSE,FALSE
6095,"House","MAXWELL, George Clifford",1771,12,12,1,1811,40,2,2,FALSE,FALSE
6189,"House","McCOY, William",NA,12,22,11,1811,NA,22,22,FALSE,FALSE
6440,"House","METCALF, Arunah",1771,12,12,1,1811,40,2,2,FALSE,FALSE
6538,"House","MILNOR, James",1773,12,12,1,1811,38,2,2,FALSE,FALSE
6679,"House","MORGAN, James",1756,12,12,1,1811,55,2,2,FALSE,FALSE
6865,"House","NELSON, Hugh",1768,12,17,6,1811,43,12,12,FALSE,FALSE
7083,"House","ORMSBY, Stephen",1759,12,14,3,1811,52,6,6,FALSE,FALSE
7269,"House","PAULDING, William, Jr.",1770,12,12,1,1811,41,2,2,FALSE,FALSE
7427,"House","PICKENS, Israel",1780,12,14,3,1811,31,6,6,FALSE,FALSE
7464,"House","PIPER, William",1774,12,14,3,1811,37,6,6,FALSE,FALSE
7486,"House","PLEASANTS, James",1769,12,16,5,1811,42,10,10,FALSE,FALSE
7520,"House","POND, Benjamin",1768,12,12,1,1811,43,2,2,FALSE,FALSE
7543,"Senate","POSEY, Thomas",1750,12,12,1,1811,61,2,2,FALSE,FALSE
7797,"House","REED, William",1776,12,13,2,1811,35,4,4,FALSE,FALSE
7885,"House","RICHARDSON, William Merchant",1774,12,13,2,1811,37,4,4,FALSE,FALSE
7897,"House","RIDGELY, Henry Moore",1779,12,13,2,1811,32,4,4,FALSE,FALSE
7953,"House","ROBERTS, Jonathan",1771,12,13,2,1811,40,4,4,FALSE,FALSE
7966,"House","ROBERTSON, Thomas Bolling",1779,12,15,4,1811,32,8,8,FALSE,FALSE
8011,"House","RODMAN, William",1757,12,12,1,1811,54,2,2,FALSE,FALSE
9005,"House","STOW, Silas",1773,12,12,1,1811,38,2,2,FALSE,FALSE
9040,"House","STRONG, William",1763,12,16,3,1811,48,6,10,FALSE,FALSE
9055,"House","STUART, Philip",1760,12,15,4,1811,51,8,8,FALSE,FALSE
9067,"House","SULLIVAN, George",1771,12,12,1,1811,40,2,2,FALSE,FALSE
9173,"House","TALLMAN, Peleg",1764,12,12,1,1811,47,2,2,FALSE,FALSE
9603,"House","VAN CORTLANDT, Pierre, Jr.",1762,12,12,1,1811,49,2,2,FALSE,FALSE
9650,"Senate","VARNUM, Joseph Bradley",1750,12,14,3,1811,61,6,6,FALSE,TRUE
10038,"House","WHITE, Leonard",1767,12,12,1,1811,44,2,2,FALSE,FALSE
10090,"House","WIDGERY, William",1753,12,12,1,1811,58,2,2,FALSE,FALSE
10253,"House","WILSON, Thomas",1765,12,12,1,1811,46,2,2,FALSE,FALSE
84,"House","ALEXANDER, John",1777,13,14,2,1813,36,4,4,FALSE,FALSE
420,"Senate","BARBOUR, James",1775,13,18,6,1813,38,12,12,FALSE,FALSE
424,"House","BARBOUR, Philip Pendleton",1783,13,21,8,1813,30,16,18,FALSE,FALSE
478,"Senate","BARRY, William Taylor",1784,13,14,2,1813,29,4,4,FALSE,TRUE
535,"House","BAYLY, Thomas Monteagle",1775,13,13,1,1813,38,2,2,FALSE,FALSE
547,"House","BEALL, Reasin",1769,13,13,1,1813,44,2,2,FALSE,FALSE
686,"Senate","BIBB, William Wyatt",1781,13,14,2,1813,32,4,4,FALSE,TRUE
714,"House","BINES, Thomas",NA,13,13,1,1813,NA,2,2,FALSE,FALSE
792,"Senate","BLEDSOE, Jesse",1776,13,13,1,1813,37,2,2,FALSE,FALSE
898,"House","BOWEN, John H.",1780,13,13,1,1813,33,2,2,FALSE,FALSE
905,"House","BOWERS, John Myer",1772,13,13,1,1813,41,2,2,FALSE,FALSE
928,"House","BOYD, Alexander",1764,13,13,1,1813,49,2,2,FALSE,FALSE
945,"House","BRADBURY, George",1770,13,14,2,1813,43,4,4,FALSE,FALSE
959,"House","BRADLEY, William Czar",1782,13,19,3,1813,31,6,14,FALSE,FALSE
1230,"Senate","BULLOCH, William Bellinger",1777,13,13,1,1813,36,2,2,FALSE,FALSE
1337,"House","BUTLER, Ezra",1763,13,13,1,1813,50,2,2,FALSE,FALSE
1407,"House","CALDWELL, James",1770,13,14,2,1813,43,4,4,FALSE,FALSE
1485,"House","CANNON, Newton",1781,13,17,4,1813,32,8,10,FALSE,FALSE
1492,"House","CAPERTON, Hugh",1781,13,13,1,1813,32,2,2,FALSE,FALSE
1662,"House","CHAPPELL, John Joel",1782,13,14,2,1813,31,4,4,FALSE,FALSE
1665,"Senate","CHASE, Dudley",1771,13,21,5,1813,42,10,18,FALSE,FALSE
1727,"House","CILLEY, Bradbury",1760,13,14,2,1813,53,4,4,FALSE,FALSE
1768,"House","CLARK, James",1779,13,21,5,1813,34,10,18,FALSE,FALSE
1835,"House","CLENDENIN, David",1779,13,14,2,1813,34,4,4,FALSE,FALSE
1969,"House","COMSTOCK, Oliver Cromwell",1780,13,15,3,1813,33,6,6,FALSE,FALSE
1971,"House","CONARD, John",1773,13,13,1,1813,40,2,2,FALSE,FALSE
2056,"House","COOPER, Thomas",1764,13,14,2,1813,49,4,4,FALSE,FALSE
2122,"House","COXE, William, Jr.",1762,13,13,1,1813,51,2,2,FALSE,FALSE
2172,"House","CREIGHTON, William, Jr.",1778,13,22,5,1813,35,10,20,FALSE,FALSE
2201,"House","CROUCH, Edward",1764,13,13,1,1813,49,2,2,FALSE,FALSE
2284,"House","CUTHBERT, Alfred",1785,13,19,5,1813,28,10,14,FALSE,FALSE
2296,"Senate","DAGGETT, David",1764,13,15,3,1813,49,6,6,FALSE,FALSE
2315,"House","DANA, Samuel",1767,13,13,1,1813,46,2,2,FALSE,FALSE
2410,"House","DAVIS, Samuel",1774,13,13,1,1813,39,2,2,FALSE,FALSE
2510,"House","DENOYELLES, Peter",1766,13,13,1,1813,47,2,2,FALSE,FALSE
2542,"House","DEWEY, Daniel",1766,13,13,1,1813,47,2,2,FALSE,FALSE
2795,"House","DUVAL, William Pope",1784,13,13,1,1813,29,2,2,FALSE,FALSE
3006,"House","EVANS, David Reid",1769,13,13,1,1813,44,2,2,FALSE,FALSE
3074,"House","FARROW, Samuel",1759,13,13,1,1813,54,2,2,FALSE,FALSE
3282,"House","FORNEY, Peter",1756,13,13,1,1813,57,2,2,FALSE,FALSE
3287,"House","FORSYTH, John",1780,13,20,6,1813,33,12,16,FALSE,FALSE
3377,"Senate","FROMENTIN, Eligius",NA,13,15,3,1813,NA,6,6,FALSE,FALSE
3504,"House","GASTON, William",1778,13,14,2,1813,35,4,4,FALSE,FALSE
3523,"House","GEDDES, James",1763,13,13,1,1813,50,2,2,FALSE,FALSE
3624,"House","GLASGOW, Hugh",1769,13,14,2,1813,44,4,4,FALSE,FALSE
3632,"House","GLONINGER, John",1758,13,13,1,1813,55,2,2,FALSE,FALSE
3655,"Senate","GOLDSBOROUGH, Robert Henry",1779,13,24,5,1813,34,10,24,FALSE,FALSE
3705,"Senate","GORE, Christopher",1758,13,14,2,1813,55,4,4,FALSE,FALSE
3726,"House","GOURDIN, Theodore",1764,13,13,1,1813,49,2,2,FALSE,FALSE
3820,"House","GRIFFIN, Isaac",1756,13,14,2,1813,57,4,4,FALSE,FALSE
4044,"House","HANSON, Alexander Contee",1786,13,14,2,1813,27,4,4,FALSE,FALSE
4115,"House","HARRIS, Thomas K.",NA,13,13,1,1813,NA,2,2,FALSE,FALSE
4168,"House","HASBROUCK, Abraham Joseph",1773,13,13,1,1813,40,2,2,FALSE,FALSE
4216,"House","HAWKINS, Joseph H.",NA,13,13,1,1813,NA,2,2,FALSE,FALSE
4314,"House","HENDERSON, Samuel",1764,13,13,1,1813,49,2,2,FALSE,FALSE
4571,"House","HOPKINS, Samuel",1753,13,13,1,1813,60,2,2,FALSE,FALSE
4573,"House","HOPKINS, Samuel Miles",1772,13,13,1,1813,41,2,2,FALSE,FALSE
4653,"House","HOWELL, Nathaniel Woodhull",1770,13,13,1,1813,43,2,2,FALSE,FALSE
4671,"House","HUBBARD, Levi",1762,13,13,1,1813,51,2,2,FALSE,FALSE
4712,"House","HULBERT, John Whitefield",1770,13,14,2,1813,43,4,4,FALSE,FALSE
4736,"House","HUMPHREYS, Parry Wayne",1778,13,13,1,1813,35,2,2,FALSE,FALSE
4811,"House","INGHAM, Samuel Delucenna",1779,13,20,7,1813,34,14,16,FALSE,FALSE
4823,"House","IRVING, William",1766,13,15,3,1813,47,6,6,FALSE,FALSE
4827,"House","IRWIN, Jared",1768,13,14,2,1813,45,4,4,FALSE,FALSE
4964,"House","JOHNSON, James",NA,13,16,4,1813,NA,8,8,FALSE,FALSE
5195,"House","KENT, Moss",1766,13,14,2,1813,47,4,4,FALSE,FALSE
5205,"House","KERR, John",1782,13,14,2,1813,31,4,4,FALSE,FALSE
5210,"Senate","KERR, Joseph",1765,13,13,1,1813,48,2,2,FALSE,FALSE
5216,"House","KERSHAW, John",1765,13,13,1,1813,48,2,2,FALSE,FALSE
5234,"House","KILBOURNE, James",1770,13,14,2,1813,43,4,4,FALSE,FALSE
5256,"House","KING, Cyrus",1772,13,14,2,1813,41,4,4,FALSE,FALSE
5392,"Senate","LACOCK, Abner",1770,13,15,3,1813,43,6,6,FALSE,TRUE
5581,"House","LEFFERTS, John",1785,13,13,1,1813,28,2,2,FALSE,FALSE
5801,"House","LOVETT, John",1761,13,14,2,1813,52,4,4,FALSE,FALSE
5983,"House","MARKELL, Jacob",1770,13,13,1,1813,43,2,2,FALSE,FALSE
6054,"Senate","MASON, Jeremiah",1768,13,14,2,1813,45,4,4,FALSE,FALSE
6337,"House","McLEAN, John",1785,13,14,2,1813,28,4,4,FALSE,FALSE
6501,"House","MILLER, Morris Smith",1779,13,13,1,1813,34,2,2,FALSE,FALSE
6582,"House","MOFFITT, Hosea",1757,13,14,2,1813,56,4,4,FALSE,FALSE
6607,"House","MONTGOMERY, Thomas",1779,13,17,3,1813,34,6,10,FALSE,FALSE
6728,"Senate","MORROW, Jeremiah",1771,13,15,3,1813,42,6,6,FALSE,TRUE
6802,"House","MURFREE, William Hardy",1781,13,14,2,1813,32,4,4,FALSE,FALSE
6994,"House","OAKLEY, Thomas Jackson",1783,13,20,2,1813,30,4,16,FALSE,FALSE
7194,"House","PARKER, James",1768,13,16,2,1813,45,4,8,FALSE,FALSE
7428,"House","PICKERING, Timothy",1745,13,14,2,1813,68,4,4,FALSE,FALSE
7546,"House","POST, Jotham, Jr.",1771,13,13,1,1813,42,2,2,FALSE,FALSE
7789,"House","REED, John",1781,13,26,12,1813,32,24,28,FALSE,FALSE
7862,"House","RICH, Charles",1771,13,18,5,1813,42,10,12,FALSE,FALSE
7953,"Senate","ROBERTS, Jonathan",1771,13,16,4,1813,42,8,8,FALSE,TRUE
8110,"House","RUGGLES, Nathaniel",1761,13,15,3,1813,52,6,6,FALSE,FALSE
8407,"House","SHARP, Solomon P.",1780,13,14,2,1813,33,4,4,FALSE,FALSE
8464,"House","SHERWOOD, Samuel",1779,13,13,1,1813,34,2,2,FALSE,FALSE
8473,"House","SHIPHERD, Zebulon Rudd",1768,13,13,1,1813,45,2,2,FALSE,FALSE
8561,"House","SKINNER, Richard",1778,13,13,1,1813,35,2,2,FALSE,FALSE
8571,"House","SLAYMAKER, Amos",1755,13,13,1,1813,58,2,2,FALSE,FALSE
8638,"House","SMITH, Isaac",1761,13,13,1,1813,52,2,2,FALSE,FALSE
8680,"House","SMITH, Samuel",1765,13,13,1,1813,48,2,2,FALSE,FALSE
8707,"House","SMITH, William Stephens",1755,13,13,1,1813,58,2,2,FALSE,FALSE
8964,"House","STOCKTON, Richard",1764,13,13,1,1813,49,2,2,FALSE,FALSE
9159,"Senate","TALBOT, Isham",1773,13,18,6,1813,40,12,12,FALSE,FALSE
9175,"House","TANNEHILL, Adamson",1750,13,13,1,1813,63,2,2,FALSE,FALSE
9222,"House","TAYLOR, John W.",1784,13,22,10,1813,29,20,20,FALSE,FALSE
9245,"House","TELFAIR, Thomas",1780,13,14,2,1813,33,4,4,FALSE,FALSE
9327,"House","THOMPSON, Joel",1760,13,13,1,1813,53,2,2,FALSE,FALSE
9341,"Senate","THOMPSON, Thomas Weston",1766,13,14,2,1813,47,4,4,FALSE,TRUE
9550,"House","UDREE, Daniel",1751,13,18,4,1813,62,8,12,FALSE,FALSE
9689,"House","VOSE, Roger",1763,13,14,2,1813,50,4,4,FALSE,FALSE
9741,"Senate","WALKER, George",1763,13,13,1,1813,50,2,2,FALSE,FALSE
9809,"House","WARD, Artemas, Jr.",1762,13,14,2,1813,51,4,4,FALSE,FALSE
9821,"House","WARD, Thomas",1759,13,14,2,1813,54,4,4,FALSE,FALSE
9903,"House","WEBSTER, Daniel",1782,13,19,4,1813,31,8,14,FALSE,FALSE
9979,"Senate","WHARTON, Jesse",1782,13,13,1,1813,31,2,2,FALSE,TRUE
10020,"House","WHITE, Francis",NA,13,13,1,1813,NA,2,2,FALSE,FALSE
10053,"House","WHITEHILL, James",1762,13,13,1,1813,51,2,2,FALSE,FALSE
10101,"House","WILCOX, Jeduthun",1768,13,14,2,1813,45,4,4,FALSE,FALSE
10150,"House","WILLIAMS, Isaac, Jr.",1777,13,18,3,1813,36,6,12,FALSE,FALSE
10238,"House","WILSON, John",1777,13,15,2,1813,36,4,6,FALSE,FALSE
10254,"House","WILSON, Thomas",1772,13,14,2,1813,41,4,4,FALSE,FALSE
10282,"House","WINTER, Elisha I.",1781,13,13,1,1813,32,2,2,FALSE,FALSE
10317,"House","WOOD, Abiel",1772,13,13,1,1813,41,2,2,FALSE,FALSE
10409,"House","YANCEY, Bartlett",1785,13,14,2,1813,28,4,4,FALSE,FALSE
94804,"House","INGERSOLL, Charles Jared",1782,13,13,1,1813,31,2,2,FALSE,FALSE
24,"House","ADAMS, Benjamin",1764,14,16,3,1815,51,6,6,FALSE,FALSE
32,"House","ADAMS, John",1778,14,23,2,1815,37,4,20,FALSE,FALSE
47,"House","ADGATE, Asa",1767,14,14,1,1815,48,2,2,FALSE,FALSE
271,"Senate","ASHMUN, Eli Porter",1770,14,15,2,1815,45,4,4,FALSE,FALSE
279,"House","ATHERTON, Charles Humphrey",1773,14,14,1,1815,42,2,2,FALSE,FALSE
362,"House","BAKER, Ezra",1765,14,14,1,1815,50,2,2,FALSE,FALSE
509,"House","BATEMAN, Ephraim",1780,14,17,4,1815,35,8,8,FALSE,FALSE
630,"House","BENNET, Benjamin",1764,14,15,2,1815,51,4,4,FALSE,FALSE
681,"House","BETTS, Samuel Rossiter",1787,14,14,1,1815,28,2,2,FALSE,FALSE
727,"House","BIRDSALL, James",1783,14,14,1,1815,32,2,2,FALSE,FALSE
729,"House","BIRDSEYE, Victory",1782,14,27,2,1815,33,4,28,FALSE,FALSE
807,"House","BLOUNT, William Grainger",1784,14,15,2,1815,31,4,4,FALSE,FALSE
870,"House","BOSS, John Linscom, Jr.",1780,14,15,2,1815,35,4,4,FALSE,FALSE
1080,"House","BROOKS, Micah",1775,14,14,1,1815,40,2,2,FALSE,FALSE
1099,"House","BROWN, Benjamin",1756,14,14,1,1815,59,2,2,FALSE,FALSE
1175,"House","BRYAN, Joseph Hunter",1782,14,15,2,1815,33,4,4,FALSE,FALSE
1301,"House","BURNSIDE, Thomas",1782,14,14,1,1815,33,2,2,FALSE,FALSE
1389,"House","CADY, Daniel",1773,14,14,1,1815,42,2,2,FALSE,FALSE
1528,"House","CARR, James",1777,14,14,1,1815,38,2,2,FALSE,FALSE
1703,"House","CHIPMAN, Daniel",1765,14,14,1,1815,50,2,2,FALSE,FALSE
1770,"House","CLARK, James West",1779,14,14,1,1815,36,2,2,FALSE,FALSE
1787,"House","CLARKE, Archibald Smith",1788,14,14,1,1815,27,2,2,FALSE,FALSE
1825,"House","CLAYTON, Thomas",1777,14,14,1,1815,38,2,2,FALSE,FALSE
1994,"House","CONNER, Samuel Shepard",1783,14,14,1,1815,32,2,2,FALSE,FALSE
2026,"House","COOK, Zadock",1769,14,15,2,1815,46,4,4,FALSE,FALSE
2183,"House","CROCHERON, Henry",1772,14,14,1,1815,43,2,2,FALSE,FALSE
2343,"House","DARLINGTON, William",1782,14,17,3,1815,33,6,8,FALSE,FALSE
2559,"House","DICKENS, Samuel",NA,14,14,1,1815,NA,2,2,FALSE,FALSE
2876,"House","EDWARDS, Weldon Nathaniel",1788,14,19,6,1815,27,12,12,FALSE,FALSE
3220,"House","FLETCHER, Thomas",1779,14,14,1,1815,36,2,2,FALSE,FALSE
3281,"House","FORNEY, Daniel Munroe",1784,14,15,2,1815,31,4,4,FALSE,FALSE
3906,"House","HAHN, John",1776,14,14,1,1815,39,2,2,FALSE,FALSE
4006,"House","HAMMOND, Jabez Delano",1778,14,14,1,1815,37,2,2,FALSE,FALSE
4044,"Senate","HANSON, Alexander Contee",1786,14,15,2,1815,29,4,4,FALSE,TRUE
4052,"House","HARDIN, Benjamin",1784,14,24,5,1815,31,10,22,FALSE,FALSE
4054,"Senate","HARDIN, Martin D.",1780,14,14,1,1815,35,2,2,FALSE,FALSE
4090,"Senate","HARPER, Robert Goodloe",1765,14,14,1,1815,50,2,2,FALSE,TRUE
4138,"House","HARRISON, William Henry",1773,14,15,2,1815,42,4,4,FALSE,FALSE
4304,"House","HENDERSON, Bennett H.",1782,14,14,1,1815,33,2,2,FALSE,FALSE
4320,"House","HENDRICKS, William",1782,14,17,4,1815,33,8,8,FALSE,FALSE
4350,"House","HERBERT, John Carlyle",1775,14,15,2,1815,40,4,4,FALSE,FALSE
4556,"House","HOOKS, Charles",1768,14,18,4,1815,47,8,10,FALSE,FALSE
4577,"House","HOPKINSON, Joseph",1770,14,15,2,1815,45,4,4,FALSE,FALSE
4934,"House","JEWETT, Luther",1772,14,14,1,1815,43,2,2,FALSE,FALSE
5448,"House","LANGDON, Chauncey",1763,14,14,1,1815,52,2,2,FALSE,FALSE
5795,"House","LOVE, William Carter",1784,14,14,1,1815,31,2,2,FALSE,FALSE
5837,"House","LUMPKIN, Wilson",1783,14,22,4,1815,32,8,18,FALSE,FALSE
5861,"House","LYON, Asa",1763,14,14,1,1815,52,2,2,FALSE,FALSE
5892,"House","MACLAY, William",1765,14,15,2,1815,50,4,4,FALSE,FALSE
5894,"House","MACLAY, William Plunkett",1774,14,16,3,1815,41,6,6,FALSE,FALSE
5895,"Senate","MACON, Nathaniel",1757,14,20,7,1815,58,14,14,FALSE,TRUE
5993,"House","MARSH, Charles",1765,14,14,1,1815,50,2,2,FALSE,FALSE
6050,"Senate","MASON, Armistead Thomson",1787,14,14,1,1815,28,2,2,FALSE,FALSE
6052,"House","MASON, James Brown",1775,14,15,2,1815,40,4,4,FALSE,FALSE
6115,"House","MAYRANT, William",NA,14,14,1,1815,NA,2,2,FALSE,FALSE
6332,"House","McLEAN, Alney",1779,14,16,2,1815,36,4,6,FALSE,FALSE
6462,"House","MIDDLETON, Henry",1770,14,15,2,1815,45,4,4,FALSE,FALSE
6509,"House","MILLER, Stephen Decatur",1787,14,15,2,1815,28,4,4,FALSE,FALSE
6528,"House","MILLS, Elijah Hunt",1776,14,15,2,1815,39,4,4,FALSE,FALSE
6874,"House","NELSON, Thomas Maduit",1782,14,15,2,1815,33,4,4,FALSE,FALSE
6941,"Senate","NOBLE, James",1785,14,21,8,1815,30,16,16,FALSE,FALSE
6981,"House","NOYES, John",1764,14,14,1,1815,51,2,2,FALSE,FALSE
7212,"House","PARRIS, Albion Keith",1788,14,15,2,1815,27,4,4,FALSE,FALSE
7363,"House","PETER, George",1779,14,19,3,1815,36,6,12,FALSE,FALSE
7575,"House","POWELL, Samuel",1776,14,14,1,1815,39,2,2,FALSE,FALSE
7831,"House","REYNOLDS, James B.",1779,14,18,2,1815,36,4,10,FALSE,FALSE
