"fips","name","class","bin","rate"
"30055","McCone County","ok",3,1.187
"19019","Buchanan County","ok",3,1.308
"17043","DuPage County","ok",5,3.166
"46047","Fall River County","ok",3,1.019
"27069","Kittson County","ok",2,0.913
"13219","Oconee County","ok",3,1.37
"48493","Wilson County","ok",3,1.085
"31059","Fillmore County","ok",4,2.239
"12079","Madison County","ok",2,0.855
"18153","Sullivan County","ok",3,1.191
"04012","La Paz County","ok",2,0.987
"13027","Brooks County","ok",2,0.565
"02016","Aleutians West Census Area","nodata",NA,NA
"02150","Kodiak Island Borough","nodata",NA,NA
"20185","Stafford County","ok",4,1.547
"13271","Telfair County","ok",1,0.425
"26115","Monroe County","ok",2,0.643
"18181","White County","ok",2,0.659
"18113","Noble County","ok",4,1.736
"21139","Livingston County","ok",2,0.739
"13201","Miller County","ok",2,0.801
"47103","Lincoln County","ok",2,0.555
"21211","Shelby County","ok",3,1.002
"31185","York County","ok",4,2.363
"42001","Adams County","ok",2,0.548
"45005","Allendale County","ok",2,0.918
"47037","Davidson County","ok",3,1.183
"49047","Uintah County","ok",3,1.272
"49049","Utah County","ok",5,3.573
"18021","Clay County","ok",2,0.929
"36047","Kings County","ok",5,3.163
"29141","Morgan County","ok",2,0.775
"39075","Holmes County","ok",4,2.328
"19143","Osceola County","ok",2,0.801
"18079","Jennings County","ok",3,1.477
"16083","Twin Falls County","ok",3,1.359
"17165","Saline County","ok",3,1.045
"26077","Kalamazoo County","ok",2,0.7
"45061","Lee County","ok",2,0.53
"56019","Johnson County","ok",4,2.099
"18027","Daviess County","ok",2,0.961
"26055","Grand Traverse County","ok",2,0.729
"22003","Allen Parish","ok",2,0.602
"46065","Hughes County","ok",4,2.203
"46069","Hyde County","ok",4,1.975
"45027","Clarendon County","ok",2,0.857
"30095","Stillwater County","ok",3,1.402
"47007","Bledsoe County","ok",1,0.418
"21219","Todd County","ok",2,0.93
"47183","Weakley County","ok",2,0.748
"29077","Greene County","ok",3,1.312
"42077","Lehigh County","ok",2,0.646
"31159","Seward County","ok",4,2.069
"36015","Chemung County","ok",3,1.393
"36121","Wyoming County","impossible",NA,-4.289
"06099","Stanislaus County","ok",3,1.354
"42095","Northampton County","ok",2,0.755
"01103","Morgan County","ok",2,0.655
"21027","Breckinridge County","ok",2,0.819
"28043","Grenada County","setaside",NA,0
"21213","Simpson County","ok",2,0.567
"50013","Grand Isle County","impossible",NA,-17.285
"39029","Columbiana County","ok",1,0.415
"51125","Nelson County","ok",3,1.169
"12097","Osceola County","ok",2,0.928
"05053","Grant County","ok",1,0.493
"13175","Laurens County","ok",1,0.494
"36061","New York County","ok",5,2.825
"05007","Benton County","ok",2,0.733
"12083","Marion County","ok",2,0.787
"51135","Nottoway County","impossible",NA,-1.331
"34041","Warren County","ok",2,0.788
"36021","Columbia County","ok",4,2.092
"51690","Martinsville city","nodata",NA,NA
"40023","Choctaw County","ok",1,0.265
"20041","Dickinson County","ok",2,0.76
"48427","Starr County","ok",5,3.876
"13103","Effingham County","ok",1,0.379
"40129","Roger Mills County","ok",1,0.402
"55103","Richland County","nodata",NA,NA
"35025","Lea County","ok",1,0.352
"01075","Lamar County","ok",2,0.693
"47117","Marshall County","ok",1,0.48
"51011","Appomattox County","impossible",NA,-104.236
"05087","Madison County","ok",2,0.596
"56033","Sheridan County","ok",4,2.16
"42041","Cumberland County","ok",2,0.892
"42055","Franklin County","ok",2,0.512
"42079","Luzerne County","impossible",NA,-0.602
"26039","Crawford County","ok",2,0.738
"01113","Russell County","ok",2,0.553
"39019","Carroll County","ok",2,0.818
"51065","Fluvanna County","impossible",NA,-0.609
"17097","Lake County","ok",4,1.994
"13195","Madison County","ok",2,0.61
"05039","Dallas County","ok",1,0.386
"08057","Jackson County","ok",3,1.302
"08063","Kit Carson County","ok",3,1.097
"16073","Owyhee County","ok",2,0.562
"55141","Wood County","nodata",NA,NA
"36013","Chautauqua County","ok",4,1.855
"13067","Cobb County","ok",3,1.203
"47091","Johnson County","ok",1,0.491
"39013","Belmont County","ok",3,1.178
"51195","Wise County","ok",1,0.451
"29035","Carter County","ok",6,21.048
"40013","Bryan County","ok",1,0.269
"31035","Clay County","ok",4,2.042
"24017","Charles County","impossible",NA,-11.944
"19033","Cerro Gordo County","ok",2,0.907
"19073","Greene County","ok",4,1.892
"21205","Rowan County","ok",2,0.824
"49055","Wayne County","ok",3,1.374
"29031","Cape Girardeau County","ok",3,1.292
"53071","Walla Walla County","ok",4,1.897
"29133","Mississippi County","ok",6,15.354
"05025","Cleveland County","ok",1,0.354
"48113","Dallas County","ok",3,1.119
"18033","DeKalb County","ok",3,1.425
"22073","Ouachita Parish","ok",2,0.6
"22095","St. John the Baptist Parish","ok",2,0.507
"22091","St. Helena Parish","ok",3,1.272
"29197","Schuyler County","ok",2,0.917
"01059","Franklin County","ok",2,0.674
"21041","Carroll County","ok",2,0.838
"08019","Clear Creek County","ok",3,1.294
"48267","Kimble County","ok",3,1.03
"26097","Mackinac County","ok",2,0.822
"48307","McCulloch County","ok",1,0.482
"28141","Tishomingo County","setaside",NA,0
"48105","Crockett County","ok",3,1.185
"48217","Hill County","ok",1,0.376
"08075","Logan County","ok",3,1.09
"20055","Finney County","ok",2,0.974
"20125","Montgomery County","impossible",NA,-3.416
"45039","Fairfield County","ok",2,0.875
"31033","Cheyenne County","ok",4,1.714
"27091","Martin County","ok",2,0.756
"47155","Sevier County","ok",2,0.561
"47139","Polk County","ok",2,0.672
"48263","Kent County","ok",4,2.412
"30099","Teton County","ok",4,1.87
"31069","Garden County","ok",4,1.673
"17117","Macoupin County","ok",3,1.032
"39141","Ross County","ok",3,1.07
"17195","Whiteside County","ok",3,1.104
"48141","El Paso County","ok",6,5.459
"48301","Loving County","ok",6,14.912
"40077","Latimer County","ok",1,0.147
"39167","Washington County","ok",3,1.198
"29091","Howell County","ok",6,21.66
"20047","Edwards County","ok",3,1.322
"21111","Jefferson County","impossible",NA,-0.874
"17107","Logan County","impossible",NA,-17.216
"55139","Winnebago County","nodata",NA,NA
"21075","Fulton County","ok",3,1.061
"20079","Harvey County","ok",3,1.149
"30021","Dawson County","ok",3,1.214
"54091","Taylor County","ok",2,0.981
"26111","Midland County","ok",2,0.789
"28119","Quitman County","setaside",NA,0
"21093","Hardin County","ok",2,0.746
"17081","Jefferson County","ok",2,0.947
"46057","Hamlin County","impossible",NA,-0.155
"55069","Lincoln County","nodata",NA,NA
"36033","Franklin County","ok",3,1.428
"51630","Fredericksburg city","nodata",NA,NA
"54081","Raleigh County","ok",2,0.937
"35005","Chaves County","ok",1,0.337
"35049","Santa Fe County","ok",1,0.182
"06059","Orange County","ok",4,1.857
"04023","Santa Cruz County","ok",4,1.58
"37053","Currituck County","ok",2,0.848
"17101","Lawrence County","ok",2,0.909
"18067","Howard County","ok",1,0.044
"18125","Pike County","ok",2,0.792
"21047","Christian County","ok",2,0.601
"26045","Eaton County","ok",2,0.758
"19179","Wapello County","ok",2,0.857
"06025","Imperial County","impossible",NA,-0.178
"26027","Cass County","ok",2,0.659
"28157","Wilkinson County","setaside",NA,0
"02282","Yakutat City and Borough","nodata",NA,NA
"20179","Sheridan County","ok",2,0.938
"28079","Leake County","setaside",NA,0
"28025","Clay County","setaside",NA,0
"28037","Franklin County","setaside",NA,0
"28099","Neshoba County","setaside",NA,0
"46045","Edmunds County","ok",4,1.646
"01035","Conecuh County","ok",3,1.016
"18029","Dearborn County","ok",4,1.588
"18071","Jackson County","ok",1,0.406
"28081","Lee County","setaside",NA,0
"22125","West Feliciana Parish","ok",2,0.513
"05035","Crittenden County","ok",2,0.784
"12063","Jackson County","ok",2,0.665
"48125","Dickens County","ok",1,0.301
"51115","Mathews County","ok",2,0.919
"38075","Renville County","ok",4,1.876
"48283","La Salle County","ok",6,6.609
"36067","Onondaga County","ok",5,2.536
"19087","Henry County","ok",3,1.023
"31083","Harlan County","ok",4,2.065
"30075","Powder River County","ok",4,1.514
"55091","Pepin County","nodata",NA,NA
"04001","Apache County","ok",4,2.038
"29121","Macon County","ok",2,0.609
"48279","Lamb County","ok",2,0.575
"20097","Kiowa County","ok",3,1.161
"48015","Austin County","ok",2,0.934
"29061","Daviess County","ok",6,18.127
"13253","Seminole County","ok",1,0.472
"26101","Manistee County","ok",2,0.74
"19119","Lyon County","ok",2,0.88
"48233","Hutchinson County","ok",1,0.459
"40139","Texas County","ok",1,0.364
"40153","Woodward County","ok",1,0.177
"19003","Adams County","ok",3,1.022
"06101","Sutter County","ok",3,1.332
"42105","Potter County","ok",2,0.808
"48465","Val Verde County","ok",2,0.81
"20077","Harper County","ok",3,1.161
"19133","Monona County","ok",3,1.135
"49023","Juab County","ok",3,1.481
"40137","Stephens County","ok",1,0.316
"36017","Chenango County","ok",4,1.564
"17143","Peoria County","ok",4,1.993
"19091","Humboldt County","ok",3,1.324
"31177","Washington County","ok",4,1.939
"55049","Iowa County","nodata",NA,NA
"27097","Morrison County","ok",2,0.803
"42003","Allegheny County","ok",1,0.241
"29205","Shelby County","ok",2,0.881
"39097","Madison County","ok",4,1.506
"20201","Washington County","ok",3,1.171
"17019","Champaign County","ok",5,2.648
"16087","Washington County","ok",3,1.139
"17045","Edgar County","ok",3,1.064
"08121","Washington County","ok",3,1.128
"39065","Hardin County","ok",3,1.097
"26113","Missaukee County","ok",1,0.468
"38093","Stutsman County","ok",4,1.842
"29203","Shannon County","ok",6,18.186
"48423","Smith County","ok",2,0.7
"40143","Tulsa County","ok",2,0.593
"40091","McIntosh County","ok",1,0.342
"48395","Robertson County","ok",1,0.488
"48171","Gillespie County","ok",2,0.878
"26125","Oakland County","ok",2,0.765
"38033","Golden Valley County","ok",3,1.403
"56027","Niobrara County","ok",3,1.125
"27117","Pipestone County","ok",3,1.045
"51099","King George County","ok",1,0.402
"53025","Grant County","ok",3,1.454
"27129","Renville County","ok",2,0.924
"12001","Alachua County","ok",3,1.24
"31091","Hooker County","ok",3,1.386
"51147","Prince Edward County","ok",2,0.685
"49007","Carbon County","ok",4,1.717
"42017","Bucks County","ok",2,0.673
"46059","Hand County","ok",4,1.672
"42081","Lycoming County","ok",1,0.434
"16057","Latah County","ok",4,1.882
"13237","Putnam County","ok",2,0.64
"51640","Galax city","nodata",NA,NA
"35037","Quay County","ok",2,0.564
"48269","King County","ok",1,0
"05073","Lafayette County","ok",2,0.895
"48451","Tom Green County","ok",2,0.834
"12049","Hardee County","ok",4,2.116
"39025","Clermont County","ok",3,1.136
"48501","Yoakum County","ok",2,0.54
"41071","Yamhill County","ok",4,1.96
"19115","Louisa County","ok",2,0.811
"20049","Elk County","ok",3,1.327
"39121","Noble County","ok",3,1.408
"39137","Putnam County","ok",3,1.092
"48425","Somervell County","ok",3,1.011
"42075","Lebanon County","ok",2,0.948
"30035","Glacier County","ok",4,2.177
"32027","Pershing County","ok",1,0.345
"27087","Mahnomen County","ok",3,1.449
"34031","Passaic County","ok",3,1.36
"30047","Lake County","ok",4,1.526
"48261","Kenedy County","ok",4,1.863
"48033","Borden County","ok",2,0.514
"29157","Perry County","ok",2,0.517
"48411","San Saba County","ok",2,0.625
"40073","Kingfisher County","ok",1,0.398
"48051","Burleson County","ok",1,0.436
"36035","Fulton County","ok",2,0.772
"28133","Sunflower County","setaside",NA,0
"27053","Hennepin County","ok",3,1.052
"42027","Centre County","ok",2,0.719
"48025","Bee County","ok",1,0.43
"47077","Henderson County","ok",1,0.397
"19171","Tama County","ok",3,1.048
"20175","Seward County","ok",2,0.718
"19135","Monroe County","ok",2,0.932
"31147","Richardson County","ok",4,1.598
"17021","Christian County","impossible",NA,-44.274
"12089","Nassau County","ok",2,0.945
"12133","Washington County","ok",2,0.608
"13007","Baker County","ok",2,0.673
"13275","Thomas County","ok",2,0.657
"21005","Anderson County","ok",2,0.818
"21185","Oldham County","ok",3,1.144
"13057","Cherokee County","ok",2,0.713
"38065","Oliver County","ok",3,1.185
"26133","Osceola County","ok",2,0.588
"47109","McNairy County","ok",2,0.512
"53001","Adams County","ok",3,1.329
"29057","Dade County","ok",6,17.893
"22101","St. Mary Parish","ok",2,0.906
"50007","Chittenden County","impossible",NA,-12.01
"15009","Maui County","ok",3,1.07
"22057","Lafourche Parish","ok",2,0.532
"19139","Muscatine County","ok",2,0.896
"12113","Santa Rosa County","ok",2,0.838
"18101","Martin County","ok",4,1.676
"21203","Rockcastle County","ok",2,0.885
"21223","Trimble County","ok",2,0.747
"13055","Chattooga County","ok",1,0.483
"45033","Dillon County","ok",2,0.67
"37103","Jones County","ok",2,0.782
"29199","Scotland County","ok",2,0.622
"20131","Nemaha County","ok",3,1.438
"20137","Norton County","ok",3,1.132
"31065","Furnas County","ok",3,1.43
"13087","Decatur County","ok",2,0.585
"18177","Wayne County","ok",2,0.546
"21009","Barren County","ok",2,0.871
"31093","Howard County","ok",4,1.58
"38025","Dunn County","ok",4,1.545
"06005","Amador County","ok",3,1.482
"47049","Fentress County","ok",1,0.458
"20031","Coffey County","ok",2,0.995
"26023","Branch County","ok",2,0.716
"51031","Campbell County","impossible",NA,-1.663
"39105","Meigs County","ok",3,1.347
"54067","Nicholas County","ok",4,1.646
"40053","Grant County","ok",1,0.188
"46115","Spink County","ok",4,1.937
"50027","Windsor County","impossible",NA,-15.249
"48455","Trinity County","ok",3,1.06
"35001","Bernalillo County","ok",2,0.632
"13205","Mitchell County","ok",2,0.571
"15001","Hawaii County","ok",3,1.031
"21147","McCreary County","ok",2,0.624
"21191","Pendleton County","ok",1,0.347
"21215","Spencer County","ok",2,0.804
"30041","Hill County","ok",3,1.248
"31175","Valley County","ok",4,1.5
"48069","Castro County","ok",5,3.255
"24043","Washington County","ok",1,0.209
"21133","Letcher County","ok",3,1.161
"34033","Salem County","ok",2,0.813
"51680","Lynchburg city","nodata",NA,NA
"05125","Saline County","nodata",NA,NA
"54053","Mason County","ok",3,1.347
"54021","Gilmer County","ok",1,0.085
"28063","Jefferson County","setaside",NA,0
"38079","Rolette County","ok",3,1.48
"30103","Treasure County","ok",4,1.996
"21049","Clark County","ok",2,0.953
"26005","Allegan County","ok",2,0.752
"47005","Benton County","ok",1,0.357
"27015","Brown County","ok",3,1.177
"47137","Pickett County","ok",3,1.171
"51109","Louisa County","ok",2,0.541
"18145","Shelby County","ok",4,1.545
"39049","Franklin County","ok",4,1.857
"49021","Iron County","ok",4,2.035
"32009","Esmeralda County","impossible",NA,-1.096
"26083","Keweenaw County","ok",3,1.105
"49039","Sanpete County","ok",4,2.14
"20093","Kearny County","ok",3,1.065
"12009","Brevard County","ok",3,1.148
"18105","Monroe County","ok",4,1.845
"19117","Lucas County","ok",2,0.791
"21239","Woodford County","ok",3,1.239
"45053","Jasper County","ok",2,0.843
"48043","Brewster County","ok",3,1.166
"45065","McCormick County","ok",3,1.093
"45087","Union County","ok",1,0.494
"27103","Nicollet County","ok",2,0.789
"55075","Marinette County","nodata",NA,NA
"53011","Clark County","ok",3,1.483
"55099","Price County","nodata",NA,NA
"18103","Miami County","ok",3,1.466
"20053","Ellsworth County","ok",3,1.359
"22123","West Carroll Parish","ok",2,0.776
"12077","Liberty County","ok",2,0.711
"20083","Hodgeman County","ok",1,0.31
"20119","Meade County","ok",3,1.109
"21149","McLean County","ok",2,0.792
"28001","Adams County","setaside",NA,0
"28057","Itawamba County","setaside",NA,0
"21073","Franklin County","ok",3,1.053
"23009","Hancock County","ok",3,1.18
"23013","Knox County","ok",3,1.24
"13217","Newton County","ok",2,0.906
"46049","Faulk County","ok",5,2.586
"26061","Houghton County","ok",2,0.753
"30061","Mineral County","ok",4,1.904
"47051","Franklin County","ok",2,0.57
"22029","Concordia Parish","ok",2,0.945
"22063","Livingston Parish","ok",2,0.53
"25009","Essex County","ok",4,1.62
"46019","Butte County","ok",3,1.109
"08035","Douglas County","ok",4,1.731
"45079","Richland County","ok",2,0.777
"18095","Madison County","ok",4,1.586
"40099","Murray County","ok",1,0.17
"54009","Brooke County","ok",2,0.932
"54013","Calhoun County","impossible",NA,-14.064
"51021","Bland County","ok",2,0.672
"30111","Yellowstone County","ok",3,1.434
"54043","Lincoln County","ok",3,1.169
"06033","Lake County","ok",3,1.284
"13131","Grady County","ok",1,0.464
"08021","Conejos County","ok",4,2.193
"49037","San Juan County","ok",4,1.754
"18133","Putnam County","ok",2,0.9
"16047","Gooding County","ok",2,0.971
"47167","Tipton County","ok",2,0.591
"22121","West Baton Rouge Parish","ok",2,0.71
"29171","Putnam County","ok",6,20.161
"56039","Teton County","ok",5,2.585
"55043","Grant County","nodata",NA,NA
"38059","Morton County","ok",4,1.738
"37041","Chowan County","ok",2,0.895
"37021","Buncombe County","ok",4,1.646
"06063","Plumas County","ok",3,1.168
"51730","Petersburg city","nodata",NA,NA
"50023","Washington County","setaside",NA,0.641
"46093","Meade County","ok",4,1.656
"18097","Marion County","ok",4,2.332
"05017","Chicot County","ok",2,0.909
"13021","Bibb County","ok",2,0.898
"05115","Pope County","ok",1,0.494
"51175","Southampton County","ok",2,0.627
"48183","Gregg County","ok",2,0.613
"36087","Rockland County","ok",1,0.353
"05089","Marion County","ok",2,0.871
"51800","Suffolk city","nodata",NA,NA
"08041","El Paso County","ok",4,1.724
"29187","St. Francois County","ok",6,22.337
"48475","Ward County","ok",4,1.903
"08061","Kiowa County","ok",2,0.576
"48487","Wilbarger County","ok",2,0.69
"41015","Curry County","ok",4,2.095
"08119","Teller County","ok",4,1.52
"29049","Clinton County","ok",2,0.988
"49051","Wasatch County","ok",5,3.293
"16029","Caribou County","ok",4,1.79
"37157","Rockingham County","ok",2,0.722
"05117","Prairie County","ok",1,0.498
"05011","Bradley County","ok",1,0.496
"48193","Hamilton County","ok",3,1.064
"24011","Caroline County","impossible",NA,-0.345
"27041","Douglas County","ok",2,0.828
"30043","Jefferson County","ok",4,1.649
"51059","Fairfax County","ok",3,1.421
"30023","Deer Lodge County","ok",4,1.933
"47001","Anderson County","ok",2,0.795
"39077","Huron County","ok",3,1
"13005","Bacon County","ok",1,0.473
"10001","Kent County","ok",2,0.519
"39173","Wood County","ok",3,1.287
"13157","Jackson County","ok",2,0.625
"20003","Anderson County","ok",3,1.353
"17095","Knox County","impossible",NA,-106.452
"30107","Wheatland County","ok",2,0.822
"47015","Cannon County","ok",2,0.707
"23007","Franklin County","ok",4,1.562
"21165","Menifee County","ok",4,1.584
"46089","McPherson County","ok",4,2.477
"08051","Gunnison County","ok",4,1.681
"26029","Charlevoix County","ok",2,0.591
"27151","Swift County","ok",2,0.709
"39147","Seneca County","ok",4,1.52
"13267","Tattnall County","ok",2,0.596
"48429","Stephens County","ok",1,0.027
"37117","Martin County","ok",2,0.587
"30081","Ravalli County","ok",3,1.343
"13317","Wilkes County","ok",2,0.759
"53043","Lincoln County","ok",3,1.154
"06081","San Mateo County","ok",4,1.903
"39171","Williams County","ok",1,0.344
"08009","Baca County","ok",3,1.475
"16021","Boundary County","ok",4,2.066
"16007","Bear Lake County","ok",4,1.86
"39159","Union County","ok",4,1.56
"39035","Cuyahoga County","ok",4,1.94
"48285","Lavaca County","ok",1,0.446
"40105","Nowata County","ok",1,0.241
"13125","Glascock County","ok",2,0.713
"41059","Umatilla County","ok",4,2.235
"46102","Oglala Lakota County","impossible",NA,-0.823
"20117","Marshall County","ok",3,1.075
"22065","Madison Parish","ok",3,1.017
"30105","Valley County","ok",4,1.663
"13313","Whitfield County","ok",2,0.738
"20203","Wichita County","ok",2,0.922
"46023","Charles Mix County","ok",4,1.633
"31027","Cedar County","ok",4,2.249
"53035","Kitsap County","ok",2,0.539
"17111","McHenry County","ok",3,1.355
"30069","Petroleum County","ok",4,2.41
"29033","Carroll County","ok",2,0.745
"53075","Whitman County","ok",3,1.298
"27147","Steele County","ok",2,0.858
"31169","Thayer County","ok",4,2.429
"47033","Crockett County","ok",2,0.571
"19079","Hamilton County","ok",2,0.916
"39165","Warren County","ok",4,1.759
"13255","Spalding County","ok",2,0.751
"34019","Hunterdon County","ok",3,1.119
"29217","Vernon County","ok",3,1.178
"18121","Parke County","ok",3,1.218
"19069","Franklin County","ok",3,1.253
"13035","Butts County","ok",2,0.679
"08039","Elbert County","ok",3,1.167
"44001","Bristol County","ok",4,1.922
"48035","Bosque County","ok",2,0.509
"44005","Newport County","ok",4,1.885
"39045","Fairfield County","ok",3,1.452
"38069","Pierce County","ok",5,2.542
"17015","Carroll County","ok",3,1.086
"27125","Red Lake County","ok",3,1.448
"41031","Jefferson County","ok",4,1.737
"47021","Cheatham County","ok",2,0.632
"46127","Union County","ok",4,1.662
"01051","Elmore County","ok",2,0.57
"13187","Lumpkin County","ok",2,0.547
"39083","Knox County","ok",3,1.24
"19017","Bremer County","ok",2,0.797
"48175","Goliad County","ok",1,0.325
"37089","Henderson County","ok",3,1.393
"12061","Indian River County","ok",3,1.148
"48393","Roberts County","ok",2,0.697
"31049","Deuel County","ok",3,1.172
"36051","Livingston County","ok",4,1.884
"19141","O'Brien County","ok",2,0.898
"48059","Callahan County","ok",1,0.385
"48379","Rains County","impossible",NA,-0.214
"20067","Grant County","ok",3,1.114
"51105","Lee County","ok",3,1.028
"35051","Sierra County","ok",1,0.402
"05043","Drew County","ok",1,0.298
"31123","Morrill County","ok",4,1.622
"29015","Benton County","ok",3,1.093
"05109","Pike County","ok",1,0.297
"08077","Mesa County","ok",3,1.422
"29065","Dent County","ok",6,26.976
"51185","Tazewell County","ok",2,0.64
"42103","Pike County","ok",1,0.447
"42115","Susquehanna County","ok",1,0.475
"48343","Morris County","ok",2,0.858
"42125","Washington County","ok",2,0.652
"50001","Addison County","setaside",NA,4.613
"20103","Leavenworth County","ok",3,1.002
"26121","Muskegon County","ok",2,0.62
"02066","Copper River Census Area","nodata",NA,NA
"02063","Chugach Census Area","nodata",NA,NA
"28049","Hinds County","setaside",NA,0
"48281","Lampasas County","ok",1,0.458
"51107","Loudoun County","ok",3,1.344
"29185","St. Clair County","ok",3,1.248
"36025","Delaware County","ok",4,1.917
"30071","Phillips County","ok",4,1.97
"29129","Mercer County","ok",6,15.031
"53045","Mason County","ok",3,1.325
"37127","Nash County","ok",2,0.649
"51199","York County","ok",1,0.275
"29159","Pettis County","ok",2,0.919
"30063","Missoula County","ok",4,1.534
"20019","Chautauqua County","ok",3,1.037
"48459","Upshur County","ok",1,0.431
"51047","Culpeper County","ok",2,0.878
"40061","Haskell County","ok",1,0.222
"54069","Ohio County","ok",3,1.048
"54065","Morgan County","ok",1,0.438
"51165","Rockingham County","impossible",NA,-4.453
"18183","Whitley County","ok",3,1.127
"06093","Siskiyou County","ok",3,1.44
"46037","Day County","ok",4,1.808
"22071","Orleans Parish","ok",2,0.96
"01073","Jefferson County","ok",3,1.039
"01127","Walker County","ok",1,0.472
"29063","DeKalb County","ok",6,17.653
"12039","Gadsden County","ok",2,0.812
"13083","Dade County","ok",2,0.702
"28033","DeSoto County","setaside",NA,0
"51187","Warren County","ok",2,0.887
"17047","Edwards County","ok",2,0.665
"47113","Madison County","ok",2,0.89
"01111","Randolph County","ok",1,0.476
"37009","Ashe County","ok",4,1.569
"08033","Dolores County","ok",2,0.7
"39089","Licking County","ok",3,1.387
"51683","Manassas city","ok",3,1.336
"05139","Union County","ok",1,0.49
"17071","Henderson County","ok",2,0.916
"01101","Montgomery County","ok",2,0.989
"08005","Arapahoe County","ok",4,1.67
"21155","Marion County","ok",2,0.612
"53057","Skagit County","ok",2,0.866
"28067","Jones County","setaside",NA,0
"55021","Columbia County","nodata",NA,NA
"37019","Brunswick County","ok",3,1.051
"27029","Clearwater County","ok",6,6.645
"51131","Northampton County","ok",3,1.286
"20163","Rooks County","impossible",NA,-1.685
"18041","Fayette County","ok",3,1.136
"31079","Hall County","ok",4,2.355
"31081","Hamilton County","ok",4,2.204
"31115","Loup County","ok",4,2.059
"30091","Sheridan County","ok",3,1.443
"31063","Frontier County","ok",2,0.844
"01007","Bibb County","ok",1,0.399
"28075","Lauderdale County","setaside",NA,0
"27011","Big Stone County","ok",3,1.262
"27013","Blue Earth County","ok",2,0.825
"51091","Highland County","ok",3,1.1
"51177","Spotsylvania County","ok",2,0.792
"33017","Strafford County","ok",2,0.637
"13153","Houston County","ok",2,0.739
"26041","Delta County","ok",2,0.568
"05131","Sebastian County","ok",2,0.517
"06087","Santa Cruz County","ok",4,1.736
"13191","McIntosh County","ok",2,0.617
"13207","Monroe County","ok",1,0.483
"29069","Dunklin County","ok",2,0.672
"48483","Wheeler County","ok",1,0.438
"13117","Forsyth County","ok",2,0.732
"48409","San Patricio County","ok",2,0.63
"28147","Walthall County","setaside",NA,0
"29137","Monroe County","ok",6,17.403
"26073","Isabella County","ok",2,0.805
"48341","Moore County","ok",2,0.594
"45017","Calhoun County","ok",3,1.001
"56035","Sublette County","ok",4,1.75
"21069","Fleming County","ok",3,1.228
"55019","Clark County","nodata",NA,NA
"45091","York County","ok",2,0.631
"18001","Adams County","ok",2,0.556
"22005","Ascension Parish","ok",2,0.603
"42119","Union County","impossible",NA,-0.465
"51041","Chesterfield County","ok",2,0.731
"22001","Acadia Parish","ok",2,0.503
"42039","Crawford County","ok",2,0.626
"46123","Tripp County","ok",2,0.822
"19077","Guthrie County","ok",3,1.393
"19183","Washington County","ok",3,1.045
"46111","Sanborn County","impossible",NA,-0.748
"40051","Grady County","ok",1,0.225
"54039","Kanawha County","ok",1,0.21
"55109","St. Croix County","nodata",NA,NA
"42121","Venango County","ok",1,0.295
"39153","Summit County","ok",4,1.57
"13127","Glynn County","ok",2,0.694
"48479","Webb County","ok",5,4.326
"37123","Montgomery County","ok",2,0.835
"23003","Aroostook County","ok",3,1.17
"28065","Jefferson Davis County","setaside",NA,0
"18175","Washington County","ok",3,1.065
"48031","Blanco County","ok",2,0.676
"51025","Brunswick County","impossible",NA,-0.467
"47045","Dyer County","ok",1,0.325
"47053","Gibson County","ok",2,0.62
"51149","Prince George County","ok",2,0.548
"05075","Lawrence County","ok",2,0.923
"38027","Eddy County","ok",5,2.516
"53053","Pierce County","ok",2,0.872
"16063","Lincoln County","ok",3,1.135
"42071","Lancaster County","ok",2,0.863
"55057","Juneau County","nodata",NA,NA
"47151","Scott County","ok",2,0.652
"46031","Corson County","ok",4,1.635
"46053","Gregory County","ok",4,1.861
"37181","Vance County","ok",2,0.614
"21033","Caldwell County","ok",2,0.658
"45011","Barnwell County","ok",2,0.548
"47039","Decatur County","ok",1,0.31
"18009","Blackford County","ok",3,1.25
"01055","Etowah County","ok",2,0.557
"16025","Camas County","ok",2,0.817
"20155","Reno County","ok",2,0.876
"47119","Maury County","ok",2,0.76
"56015","Goshen County","ok",3,1.287
"55107","Rusk County","nodata",NA,NA
"55133","Waukesha County","nodata",NA,NA
"21079","Garrard County","ok",2,0.746
"25021","Norfolk County","ok",4,2.072
"18063","Hendricks County","ok",4,2.344
"17077","Jackson County","ok",4,1.595
"45043","Georgetown County","ok",2,0.958
"38041","Hettinger County","ok",4,1.821
"49019","Grand County","ok",3,1.322
"49045","Tooele County","ok",4,1.916
"51650","Hampton city","nodata",NA,NA
"55011","Buffalo County","nodata",NA,NA
"51069","Frederick County","impossible",NA,-0.572
"54041","Lewis County","ok",4,1.729
"27119","Polk County","ok",2,0.965
"27127","Redwood County","ok",3,1.026
"47047","Fayette County","ok",2,0.637
"22089","St. Charles Parish","ok",2,0.503
"05111","Poinsett County","ok",2,0.52
"12045","Gulf County","ok",3,1.047
"47063","Hamblen County","ok",2,0.62
"01021","Chilton County","ok",1,0.484
"48351","Newton County","ok",5,2.97
"48219","Hockley County","impossible",NA,-0.948
"13009","Baldwin County","ok",2,0.743
"37175","Transylvania County","ok",4,1.788
"37171","Surry County","ok",2,0.874
"01031","Coffee County","ok",1,0.434
"39149","Shelby County","ok",2,0.812
"16027","Canyon County","ok",3,1.397
"30019","Daniels County","ok",4,1.553
