"fips","part","pts"
"26009",1,"1063 740 1 -9 -11 -2 -1 -2 -4 2 1 4 -2 5 0 3 6 1 1 -3 9 1"
"45069",1,"1253 384 7 1 8 -5 -3 -13 -1 0 -1 4 -5 4 0 3 -5 6"
"16009",1,"254 859 1 4 10 -2 1 1 6 -1 -3 -14 -3 1 -9 2 -4 5 1 4"
"17103",1,"948 611 8 0 11 1 1 -10 -7 0 1 -2 -13 -1 -1 12"
"31127",1,"774 554 10 0 2 -6 2 -3 -12 0 -2 0 0 9"
"37031",1,"1346 408 10 11 8 -2 2 -3 -5 -8 -3 -5 -2 -7 -4 2 -7 0 -8 -4 0 3 -3 4 3 1 10 4 -1 4"
"20149",1,"760 519 9 0 6 0 0 -13 0 -3 -2 2 -4 1 -4 -1 -4 0 -5 8 4 6"
"26075",1,"1078 642 4 1 12 1 2 -13 -7 0 -9 -2 -2 13"
"48091",1,"692 160 7 6 4 4 8 -7 1 -4 -3 -2 -7 -3 -2 4 -5 2 -3 0"
"25019",1,"1464 675 4 5 2 1 6 3 3 -3 1 -3 -5 -3 -7 1 -4 -1"
"45009",1,"1223 328 9 -3 5 -4 -8 -7 -4 3 -1 1 -1 10"
"48007",1,"750 107 -1 -8 0 -3 -4 -5 -1 -3 -5 4 -4 6 4 1 4 3 -3 3 10 2"
"13019",1,"1166 243 3 5 6 1 0 -2 4 -5 0 -4 -3 -1 -1 -5 -3 0 -2 7 -4 4"
"18165",1,"1011 551 3 0 0 -7 2 -2 1 -10 -5 -1 -1 10 0 10"
"26143",1,"1078 719 2 -12 -6 -1 -7 -1 -1 13 12 1"
"37005",1,"1201 442 13 1 -1 -6 -4 1 -4 -3 -4 7"
"06035",1,"91 671 35 -10 -7 -29 -6 -23 -4 1 1 1 2 7 -2 3 0 2 -3 2 -5 8 -4 3 -4 -2 -5 2 2 6 -7 2 4 16 3 11"
"51610",1,"1304 547 1 -1 -1 0 0 1"
"12081",1,"1229 115 1 -11 1 -4 -7 -1 0 6 -20 -2 -3 4 5 2 7 4 16 2"
"39119",1,"1158 569 13 1 1 -8 1 -3 1 -3 -11 -1 -5 5 1 1 -1 8"
"08015",1,"478 515 0 2 11 -1 2 -5 2 0 3 -5 -2 -4 2 -4 -1 -3 -3 -2 -7 0 -2 3 -2 6 1 6 -1 3 -3 4"
"08025",1,"563 489 -1 -9 0 -4 -3 -2 -7 1 -6 2 1 13 16 -1"
"08043",1,"523 497 -1 -5 -1 -9 -3 0 -21 3 -5 7 3 2 1 3 -2 4 18 -2 2 -2 9 -1"
"28109",1,"984 212 0 -4 1 -9 -6 -1 0 -5 -4 -2 -3 2 -3 5 3 13 2 0 6 0 4 1"
"28111",1,"995 228 3 0 2 -15 -1 -4 -8 0 -2 19 6 0"
"31041",1,"676 601 12 0 1 0 -1 -13 0 -13 -6 0 -22 1 0 13 0 13 16 -1"
"12013",1,"1123 210 -2 -7 0 -5 -2 -3 -9 -1 -1 13 7 1 0 1 7 1"
"21117",1,"1096 520 3 1 3 -4 1 -6 -4 -1 -2 0 0 3 -1 7"
"19037",1,"867 655 13 0 0 -4 0 -7 -12 0 -1 11"
"17037",1,"966 621 6 1 4 0 1 -16 0 -3 -9 -1 -1 10 -1 9"
"19081",1,"830 655 12 1 1 -13 -13 0 0 12"
"38089",1,"622 797 1 -1 -1 -10 0 -3 -21 2 -8 0 1 13 5 0 13 -1 0 1 10 -1"
"26095",1,"1029 816 16 -7 4 -29 -16 -2 -1 9 -3 29"
"40019",1,"729 325 0 8 6 0 0 -5 10 0 3 -1 0 -6 -1 -4 -18 0 0 8"
"37139",1,"1343 460 -2 5 8 -4 6 -4 2 -4 -3 -2 -11 9"
"35055",1,"486 440 9 -1 14 -2 0 -3 -1 -7 -4 -1 0 -6 -1 -9 -3 -5 -4 -4 -5 4 -3 5 -6 3 3 2 1 4 0 6 1 10 -1 4"
"28011",1,"937 318 1 -13 -4 -1 1 -3 -14 0 -1 1 1 3 5 10 -2 3 6 1 -2 4 8 0 1 -5"
"32023",1,"201 567 19 -4 21 -23 -4 -23 -25 6 -10 -44 -5 -24 2 0 -2 -8 -30 45 9 37 -11 20 -10 19 0 3 10 1 3 0 13 -1 20 -4"
"47073",1,"1158 436 7 1 -1 -6 -1 -1 -4 -2 -6 -6 -3 3 -2 -2 -2 4 4 5 5 2 3 2"
"38011",1,"572 774 26 -2 -1 -12 -26 2 1 12"
"42057",1,"1269 588 8 -3 -2 -9 -2 -4 -7 -1 -1 -1 2 5 0 9 2 4"
"22055",1,"893 175 5 6 4 3 2 -3 -1 -4 1 -4 0 -1 -8 3 -3 0"
"48237",1,"702 293 0 3 14 -1 2 -1 -1 -16 -4 0 -11 1 0 14"
"17175",1,"940 583 4 0 0 3 6 0 0 -3 0 -6 -9 -1 -1 7"
"40055",1,"660 354 3 0 0 3 12 0 2 -4 0 -6 2 -1 -5 0 0 -3 -8 0 -1 2 0 6 -5 0 0 3"
"48211",1,"643 393 15 -1 0 -6 0 -10 -16 1 1 16"
"16069",1,"263 834 -1 -5 2 -2 -1 -4 -9 1 -2 -12 -3 -4 -2 6 -1 4 2 2 -1 10 1 4 8 -2 3 3 4 -1"
"46129",1,"666 730 0 5 -2 4 -3 2 1 2 18 -1 1 0 -1 -12 -14 0"
"06055",1,"40 596 2 -2 2 -13 -2 -2 1 -5 -4 1 -1 -6 -6 2 2 2 -2 12 -2 4 1 2 5 0 4 3 0 2"
"40033",1,"696 330 5 2 6 0 2 2 3 0 0 -8 -1 -6 0 -1 -6 2 -2 -3 -2 -1 -4 4 1 7 -2 2"
"29221",1,"916 473 9 0 4 -4 0 -13 -13 -1 0 18"
"36011",1,"1286 698 0 2 -6 22 1 1 2 0 4 -16 4 0 3 -14 3 1 3 -2 1 -6 -11 -2 -2 4 -2 8 0 2"
"48417",1,"681 261 -1 0 -15 1 1 16 4 0 11 -1 0 -16"
"48407",1,"797 199 4 -1 2 -4 4 -2 1 -3 4 -3 -10 -6 -4 3 -2 3 1 13"
"19061",1,"906 636 6 1 5 -1 3 -5 4 -4 -5 0 0 -3 -6 -1 -6 0 -1 13"
"51075",1,"1285 500 1 6 9 -5 5 0 0 -5 -7 3 -2 -2 -3 0 -3 3"
"20181",1,"607 525 17 -1 1 -1 -1 -15 -2 0 -16 1 1 16"
"39139",1,"1139 597 8 1 1 -6 3 -3 1 -6 -8 -2 -1 6 -3 0 -1 10"
"17001",1,"900 545 17 1 0 -3 0 -10 1 -3 -13 -1 -2 3 0 4 -2 3 -1 6"
"39021",1,"1107 566 13 0 2 -4 0 -4 -14 -1 -1 6 0 3"
"33019",1,"1395 745 11 0 -2 -8 3 -5 0 -2 -4 1 -7 -2 -1 2 -1 13 1 1"
"17075",1,"991 581 17 2 1 -10 1 -9 -12 -2 -5 0 -2 19"
"19157",1,"863 605 13 1 1 -13 -3 0 -10 -1 -1 13"
"39169",1,"1169 598 1 -9 -13 -1 -2 11 12 2 2 -3"
"13113",1,"1125 319 2 -3 1 -4 -3 -4 -4 5 0 4 4 2"
"13141",1,"1165 317 4 5 5 -1 4 -6 0 -1 -4 -4 -5 -3 -1 3 -6 0 3 7"
"48259",1,"683 174 11 0 5 -8 -7 -6 -4 -1 -5 2 0 13"
"36039",1,"1351 687 4 2 0 1 12 5 2 -7 -2 -6 -3 2 -1 -4 -7 -1 -4 2 -2 0 1 6"
"51137",1,"1283 521 4 3 6 1 -5 -10 -4 0 -3 -1 -5 1 1 3 3 -1 3 4"
"40089",1,"808 333 14 0 0 -11 0 -10 0 -11 -8 3 -4 1 -4 4 -5 3 0 8 0 3 3 0 0 10 4 0"
"13277",1,"1159 250 4 1 6 -3 -3 -5 -2 -1 -4 -1 -1 9"
"31025",1,"779 574 2 -6 -1 -4 -17 0 0 9 4 1 3 -2 4 2 5 0"
"46077",1,"728 703 9 -1 9 0 0 -12 -6 0 -13 0 1 13"
"56009",1,"506 639 4 39 1 0 25 -3 5 0 -3 -33 -11 1 0 -6 -3 -5 -7 1 2 4 -13 2"
"36043",1,"1323 728 -5 17 3 -1 5 2 7 -20 -1 -6 4 -1 1 -4 0 -5 1 -6 -3 -3 -6 2 -2 -1 -2 6 2 7 -4 13"
"38047",1,"689 780 10 0 0 -13 -22 1 -1 0 1 12 12 0"
"26053",1,"920 789 4 9 2 -2 1 -8 3 0 1 -6 3 0 0 -3 10 1 0 -7 10 1 0 -9 -3 2 -21 4 -5 1 -3 6 -5 2 3 9"
"27005",1,"771 797 3 0 13 0 10 0 0 -12 0 -3 -26 -1 0 16"
"01095",1,"1058 348 4 -2 3 3 0 2 5 0 0 -2 3 -2 -1 -2 1 -8 -6 -4 -5 5 -4 1 0 9"
"47173",1,"1126 420 2 6 4 -1 3 -1 -1 -7 -6 0 -2 3"
"54057",1,"1259 562 -3 -4 -1 -4 -3 -4 -5 2 -4 0 5 6 3 -1 3 7 5 -2"
"55003",1,"904 803 2 1 3 3 18 0 -3 -9 -4 -9 -4 -1 -2 -7 0 -13 3 0 1 -3 3 0 0 -6 -9 -1 -7 0 0 6 -1 16 2 3 0 3 2 5 -4 12"
"17053",1,"988 580 3 1 2 -19 5 0 1 -3 -15 -1 0 8 6 1 -2 13"
"38029",1,"660 774 1 4 -3 3 15 0 4 -1 -1 -12 1 0 0 -13 -16 1 -3 7 2 4 0 7"
"06089",1,"60 679 28 -8 3 0 -3 -11 -4 -16 -5 2 -5 1 -7 1 -1 1 -9 0 -5 2 -4 -1 -3 2 -9 0 0 1 5 3 7 3 1 5 3 2 3 7 3 0 2 6"
"22113",1,"893 175 3 0 8 -3 -1 -3 1 -5 0 -6 -2 -6 -3 1 -5 -2 -10 1 -1 19 -4 0 4 2 2 1 4 -2 4 3"
"05121",1,"910 409 8 1 10 0 1 -8 -1 0 0 -5 -8 0 -5 4 -1 4 -4 4"
"55085",1,"929 744 -1 12 25 2 1 -16 -9 0 -1 3 -15 -1"
"22035",1,"920 281 3 0 -1 -3 2 -2 0 -4 3 -1 -3 -3 4 -2 -1 -1 -2 -1 -10 0 1 2 2 6 0 4 2 5"
"22037",1,"927 208 3 0 8 1 -1 -3 1 -8 -13 -1 -1 -2 -1 0 2 5 2 8"
"22087",1,"977 180 4 1 6 1 4 1 3 -1 7 -1 3 -4 1 -4 -1 -6 -2 -4 -5 0 -14 -2 -5 2 -3 2 -5 2 -1 2 -3 4 4 0 2 3 4 1 1 3"
"48481",1,"770 154 3 -1 1 -4 3 -5 4 -3 -1 -1 -3 -3 -11 -7 -11 10 10 6 1 4 4 4"
"48153",1,"609 331 3 -1 13 0 -1 -18 -16 1 1 18"
"21151",1,"1104 473 2 3 3 2 7 -1 0 -7 1 -3 -2 -2 -5 0 -6 8"
"47009",1,"1134 407 3 -6 2 -5 -3 -1 -5 -5 0 1 -5 3 -2 1 1 1 -2 6 6 4 5 1"
"30031",1,"373 781 4 1 7 5 3 7 7 -1 7 -1 -3 -22 -4 -2 -1 -6 -3 0 -2 -12 -2 -12 -1 -7 -2 1 -2 5 -3 5 4 22 2 10 -5 1 -2 4 -4 2"
"45031",1,"1258 375 5 -4 1 -4 -2 0 -9 -10 -3 7 -5 2 0 1 6 5 5 1 2 2"
"01053",1,"1037 225 6 1 21 2 2 -3 1 -7 -3 0 -12 -1 -14 -1 -1 9"
"13143",1,"1106 330 0 -4 0 -3 -8 -3 -3 8 11 2"
"20001",1,"790 463 12 0 0 -11 -13 0 1 11"
"17041",1,"1000 540 0 -7 -3 -1 -11 -1 0 5 0 3 14 1"
"51079",1,"1267 517 3 2 1 4 1 2 1 -4 4 -3 -1 -3 -9 2"
"55137",1,"943 697 10 0 9 1 1 -9 -8 -1 -11 -1 -1 10"
"05065",1,"887 395 1 5 14 0 1 -9 -1 -3 -4 -2 -4 2 -3 1 -1 3 -3 3"
"06053",1,"28 521 7 -1 4 2 2 -2 3 -9 3 -3 -1 -2 6 -10 5 -3 2 -4 3 2 1 -3 -2 -3 8 -10 1 -5 -34 10 -2 6 -2 3 -2 6 -4 6 1 12 1 2 0 6"
"35017",1,"378 297 2 15 31 -4 4 -1 0 -7 2 -2 1 -7 -1 -5 4 -1 -10 1 0 -3 -10 1 -2 -16 0 -8 -10 1 1 8 2 16 -3 1 0 3 -6 1 1 6 -6 1"
"29131",1,"872 479 3 0 3 -3 6 0 0 -2 1 -10 -6 0 -5 2 -2 5 -2 0 0 5 2 3"
"37193",1,"1205 435 4 3 4 -1 3 -2 1 -3 1 -7 -5 -1 -4 -1 -4 -2 -7 3 1 5 3 5 3 1"
"29165",1,"805 514 -4 4 14 0 0 -3 0 -11 -5 2 -3 3 -2 5"
"29021",1,"807 529 8 0 0 -3 0 -8 -14 0 1 3 5 8"
"01083",1,"1037 363 11 1 2 0 1 -16 -4 1 -6 3 -5 2 1 2 0 7"
"18065",1,"1065 554 10 1 1 -3 0 -8 -2 0 -8 -1 -1 6 0 5"
"31143",1,"732 585 7 2 -1 -13 -12 0 0 5 6 6"
"39123",1,"1117 617 7 1 3 9 8 -4 -1 -5 2 -3 -6 -2 -10 -1 -2 1 -1 4"
"27107",1,"755 810 19 0 0 -13 -3 0 -16 0 0 3 0 10"
"19165",1,"800 604 1 -10 1 -3 -3 0 -9 0 -2 3 0 10 12 0"
"24013",1,"1297 576 6 2 6 1 -1 -10 1 -4 -8 -1 1 5 -4 2 -3 1 2 4"
"19011",1,"875 622 7 0 6 0 1 -16 -13 0 -1 16"
"21159",1,"1164 484 3 -4 -3 -3 -4 0 -2 1 0 6 3 3 3 -3"
"27025",1,"849 747 8 0 -1 -3 6 -8 -2 -5 -7 0 0 4 -1 5 -3 0 0 7"
"21189",1,"1132 467 2 -7 1 -2 -4 2 -4 0 -3 6 4 0 4 1"
"42015",1,"1288 660 10 2 11 3 3 -13 -2 0 0 -4 -16 -2 -1 0 -5 14"
"54029",1,"1197 591 4 2 1 -6 0 -2 -3 -1 1 3 -3 4"
"29051",1,"878 491 1 -3 4 -1 3 -3 3 1 0 -3 -3 -1 -2 -5 -6 0 -3 3 3 12"
"26021",1,"1040 625 1 -11 -8 -1 -12 -1 -7 -1 1 14 1 4 23 2 1 -6"
"42061",1,"1265 609 5 -1 3 2 4 0 0 -2 -3 -5 1 -2 -2 -4 5 0 2 -4 -3 -8 -8 3 -3 1 -2 3 3 7 -3 3 -1 4 2 3"
"31045",1,"576 653 13 -1 6 0 0 -8 -1 -13 -18 2 -1 0 1 12 0 8"
"51141",1,"1231 458 5 -1 1 -1 -1 -1 3 -8 -12 -2 -5 0 4 6 2 3 3 4"
"26119",1,"1075 744 3 1 10 1 1 -12 -12 -2 -2 12"
"26135",1,"1089 734 2 -13 -13 -2 -1 13 12 2"
"35007",1,"544 434 -2 -28 -13 1 -12 1 0 1 -14 2 1 9 0 6 4 1 1 7 0 3 2 0 33 -3"
"17163",1,"941 491 13 0 1 -8 0 -8 -5 0 -1 3 -3 1 -7 7 2 5"
"17189",1,"955 483 3 2 12 2 0 -1 1 -10 -13 0 -3 -1 0 8"
"42009",1,"1254 588 0 3 6 0 4 -1 0 2 2 -3 3 -1 -2 -4 0 -9 -2 -5 -12 -2 1 4 -2 9 2 7"
"05127",1,"831 355 2 -2 11 0 0 -11 -5 -1 -1 -2 -3 1 -9 0 -4 1 0 8 7 1 0 4 2 1"
"20099",1,"790 439 12 0 1 -2 0 -12 -10 0 -3 0 0 14"
"42073",1,"1198 611 7 1 5 -1 -2 -3 1 -5 -10 -2 0 2 -1 8"
"39067",1,"1181 583 9 1 3 0 1 -10 -10 -1 -3 1 1 4 -1 5"
"37003",1,"1205 421 4 2 4 1 2 -3 -2 -7 -2 2 -5 -2 -1 7"
"34009",1,"1376 577 -4 -7 -1 -6 -4 -4 -2 -4 -5 7 -2 1 6 6 1 6 3 0 8 1"
"33005",1,"1396 729 7 2 4 -1 1 -7 1 1 4 -8 -9 -2 -5 -1 -2 2 -2 6 2 1 -1 7"
"27089",1,"747 848 19 0 20 0 0 -14 -23 0 -15 1 0 3 -1 10"
"51101",1,"1307 506 4 5 5 -6 4 0 5 -4 0 -2 -10 2 -8 5"
"08055",1,"504 459 1 7 0 5 2 0 7 4 3 -4 1 -2 11 0 8 -4 -3 -2 -4 -6 -6 -6 -7 0 -5 -3 0 11 -3 3 -5 -3"
"48255",1,"721 140 3 -4 -4 -4 5 -7 -6 -5 -5 2 -3 -1 -3 3 -3 4 16 12"
"47023",1,"994 381 6 -3 2 -3 0 -1 -8 -1 -2 -5 -2 0 -3 7 5 2 2 4"
"17171",1,"926 532 7 -1 2 -5 0 -4 -7 0 -3 6 1 4"
"49027",1,"328 548 -1 -10 -7 -6 -1 -5 -3 -1 -4 1 -2 -4 -43 8 1 4 6 31 6 -1 25 -4 19 -4 -1 -8 5 -1"
"49029",1,"344 613 0 2 5 -1 5 1 3 4 3 -1 1 -6 -1 -1 -7 -2 -1 -4 0 -3 -1 -3 -3 1 -3 3 -1 3 0 7"
"48257",1,"760 271 7 1 6 0 1 -18 -12 0 0 2 -2 5 0 10"
"04011",1,"369 330 5 4 9 -1 -3 -21 -2 -15 -2 -13 -2 0 -3 4 1 4 -1 4 -5 14 3 20"
"04013",1,"311 352 2 -7 0 -2 3 -6 3 2 2 -8 -16 2 -2 -9 -15 2 -3 4 -5 -28 -34 6 6 31 4 23 18 -3 13 -7 4 5 13 -4 7 -1"
"26129",1,"1091 721 2 -13 -8 -1 -5 0 -2 12 13 2"
"47087",1,"1072 419 0 3 4 1 6 -3 0 -4 -3 -4 -5 1 -2 1 0 5"
"17159",1,"1003 502 1 0 1 -10 -1 0 -6 0 -3 0 -1 10 9 0"
"01009",1,"1062 338 5 -5 0 -6 -2 -4 -5 -3 -5 2 -6 -2 -1 2 1 2 5 3 2 4 2 2 2 5 2 0"
"30051",1,"418 892 -4 -28 -3 -3 -14 3 1 3 3 -1 5 28 12 -2"
"48131",1,"685 98 15 0 3 0 0 -29 -10 0 -1 4 -8 0 1 25"
"29173",1,"896 525 0 1 11 1 4 -3 -8 -6 1 -5 -8 0 0 12"
"48251",1,"742 261 0 -10 -12 -3 -4 1 0 4 0 9 2 0 14 -1"
"13061",1,"1112 251 0 1 5 1 2 -6 3 0 1 -4 -7 -1 0 1 -1 3 -3 5"
"41023",1,"169 795 13 -4 16 -4 7 -3 0 -3 -3 -1 0 -3 -6 0 4 -5 -4 -5 0 -2 -3 -4 6 -2 -1 -7 -15 3 -1 -3 -22 6 4 12 4 18 1 7"
"41011",1,"39 778 11 -3 -1 -3 2 -4 -2 -6 1 -1 -1 -6 -4 -2 -2 -7 -3 0 -3 -2 -4 0 2 8 -2 3 -7 2 5 8 1 5 3 2 4 6"
"48159",1,"797 291 5 1 1 -13 -1 -1 -1 -2 -4 0 0 15"
"36113",1,"1349 739 16 6 0 -6 -2 -6 2 -7 -5 -3 -3 5 -7 -3 -5 13 4 1"
"51113",1,"1274 531 3 -3 5 -4 1 -3 -3 -4 -3 1 -4 3 -1 4 2 6"
"40005",1,"773 339 6 0 0 -3 7 0 0 -3 -4 0 0 -13 -6 0 -12 0 0 10 7 0 2 3 0 6"
"17129",1,"943 544 0 1 10 1 1 -6 -3 0 -2 -3 -6 0 0 7"
"13015",1,"1105 348 10 2 2 -13 -3 0 -5 0 -4 0 0 11"
"12069",1,"1225 163 9 1 0 4 -1 8 4 -3 1 -3 6 -3 0 -4 -1 -4 -8 -1 3 -16 -10 -1 -3 22"
"40111",1,"775 382 6 0 2 0 1 -4 0 -7 -3 0 -1 -6 -4 0 -3 0 0 6 -3 0 0 3 0 8 5 0"
"38083",1,"662 825 10 0 3 0 1 -7 -1 -12 -2 0 -14 1 1 12 2 0 0 6"
"18049",1,"1051 588 0 -2 -6 0 0 -3 -8 -1 -1 9 11 1 0 -3 4 -1"
"20091",1,"815 493 0 -4 -12 0 -1 9 5 0 1 3 7 -1 0 -7"
"24009",1,"1319 544 6 0 2 -4 5 -9 -3 -1 -8 5 0 2 -2 7"
"55129",1,"876 763 13 1 1 -19 -12 -1 -2 19"
"53031",1,"122 934 2 0 -1 -4 3 -7 0 -4 -1 -4 -4 -2 -2 -4 -5 -1 -13 4 -1 -3 -13 4 -9 3 0 4 -3 10 29 -8 13 -5 5 17"
"27169",1,"879 688 0 3 5 1 8 -6 4 -2 4 -4 -12 -1 -9 0 0 9"
"28149",1,"927 265 1 1 2 0 1 -5 3 0 0 5 4 2 5 -4 -4 -6 -1 -4 -1 -3 -5 -3 -3 1 -1 0 -2 3 4 1 2 4 -2 1 -4 5 1 2"
"29003",1,"815 540 0 -3 0 -8 -8 0 -3 2 -2 9 13 0"
"29139",1,"899 503 0 4 6 0 4 0 0 -6 1 -5 -5 0 1 -5 -4 -2 -3 1 0 13"
"20021",1,"803 437 13 0 0 -10 0 -2 -11 0 -2 0 0 12"
"37083",1,"1301 456 7 1 3 -2 1 -4 3 2 2 -4 4 -1 -1 -4 -2 -3 -4 3 -5 1 -5 -2 -4 2 1 7 0 4"
"35043",1,"444 379 -3 3 4 25 -10 2 1 8 22 -3 -1 -8 18 -2 0 -1 -4 0 -1 -6 4 -2 -2 -20 -28 4"
"21051",1,"1123 456 4 4 4 0 4 -2 1 -1 -1 -3 2 -8 -2 0 -9 3 -3 4 0 3"
"42035",1,"1265 624 -2 2 1 6 0 4 10 2 3 -4 6 -4 6 -4 0 -1 -9 -5 -4 4 -3 0 -2 2 -6 -2"
"41043",1,"80 809 0 1 3 -4 6 3 13 -6 5 -4 6 -1 -4 -10 0 -5 -13 3 -5 1 -6 4 -3 0 -2 -2 -6 1 0 4 -1 2 3 5 -1 3 3 2 2 3"
"55065",1,"925 643 15 1 1 -11 -2 0 -14 -1 0 11"
"40147",1,"776 425 1 0 5 0 -1 -3 0 -12 0 -7 -5 0 0 22"
"54077",1,"1227 563 8 2 3 -19 -6 2 -3 -3 -3 3 -1 4 0 2 2 6 0 3"
"55135",1,"952 713 16 1 0 -3 -3 0 1 -13 -4 0 -9 -1 -1 16"
"48137",1,"646 181 11 0 0 -8 -7 0 -2 -10 -1 -4 1 -2 -3 0 -19 1 1 24 19 -1"
"41037",1,"114 757 37 -10 -4 -16 -1 1 -4 -16 15 -3 -7 -27 -16 4 -23 6 7 27 -12 3 6 22 2 9"
"29153",1,"889 419 0 -11 -1 0 -11 0 -7 0 0 11 19 0"
"48473",1,"782 177 0 -6 -5 3 4 -14 -6 -2 -2 3 -1 4 1 3 -2 2 -1 3 3 3 9 1"
"01099",1,"1039 246 18 2 0 -3 -6 -4 -1 -5 -7 -10 -6 -1 -5 1 2 4 3 1 1 2 -1 8 2 5"
"50009",1,"1393 798 10 3 1 -4 -2 -7 3 -3 0 -6 -3 -4 -1 -2 -4 2 -1 8 1 3 -3 1 1 4 -2 5"
"51111",1,"1287 477 2 -2 5 0 1 -9 -6 0 -8 1 0 7 6 3"
"38097",1,"739 816 15 0 1 -6 0 -10 -15 1 -1 3 0 12"
"13139",1,"1139 356 5 1 2 -3 -1 -2 2 -3 -6 -7 -1 -1 -6 2 3 4 -1 2 -1 3 4 4"
"13283",1,"1185 288 4 1 4 -2 0 -3 -8 -3 -2 0 2 7"
"13037",1,"1122 247 9 1 3 1 1 -7 -6 -1 -5 0 -1 2 -1 4"
"55125",1,"930 771 21 -4 3 -2 2 0 0 -4 -3 0 0 -3 -25 -2 0 3 3 1 -1 11"
"27007",1,"786 848 6 0 3 0 0 -7 19 1 1 -19 0 -15 -6 -1 -13 0 0 17 -2 1 1 4 -9 0 0 5 0 14"
"24019",1,"1340 546 3 2 4 -2 0 -3 -2 -3 0 -5 -2 -6 -2 -6 -4 -1 -5 9 -5 9 5 4 6 -2 2 4"
"42037",1,"1306 637 4 2 0 -4 5 -9 -3 -7 -5 3 0 3 -4 3 -1 3 4 6"
"39023",1,"1108 557 14 1 -1 -9 -1 0 -6 1 -6 0 0 2 0 5"
"48323",1,"626 138 18 -1 -1 -16 0 -16 -3 0 -3 3 -1 6 -5 8 -1 6 -3 3 -1 7"
"04019",1,"334 293 -1 -3 -4 -25 -22 3 -1 -7 -6 1 -1 -4 -51 30 -5 3 3 17 34 -6 32 -6 22 -3"
"35006",1,"426 357 -39 5 2 14 17 -2 1 12 34 -4 3 -3 3 -10 -4 0 -2 -14 -15 2"
"34005",1,"1362 606 3 1 2 -2 7 -10 1 -8 -2 0 -5 1 -3 3 -5 1 -2 4 -4 3 2 2 6 5"
"50021",1,"1367 744 4 1 -1 3 7 1 4 0 0 -3 4 0 -1 -8 2 -4 -2 -3 -10 -2 -2 7 -2 4 -4 -1 1 5"
"13099",1,"1129 241 0 -6 -8 -1 0 -7 -3 0 -2 3 -1 5 1 8 0 -1 7 1 1 -2 5 0"
"25007",1,"1448 676 7 7 7 0 6 -3 2 1 -2 -1 -4 -5 -5 -1 -2 -4 -2 0 -2 5 -5 1"
"38049",1,"652 848 0 3 0 3 16 -1 0 -3 3 0 1 -6 -1 -13 1 -6 -10 0 -9 1 -1 6 1 13 -1 3"
"31179",1,"739 622 9 0 0 -3 6 0 0 -7 -6 0 -9 0 0 10"
"38045",1,"699 780 15 -1 10 0 0 -13 -24 1 -1 0 0 13"
"16023",1,"325 732 8 -2 -1 -9 7 -1 -2 -13 -1 -3 -3 0 0 -3 -3 1 -2 -6 -1 0 -9 2 0 3 -7 1 1 5 -1 3 -3 0 1 2 7 2 5 3 -1 4 2 11 3 0"
"33007",1,"1403 801 1 7 1 4 5 -1 1 3 7 -22 4 -14 0 -2 -6 -1 0 -4 -4 2 -4 0 -6 4 3 4 0 6 -3 3 2 7 -1 4"
"38043",1,"673 806 2 0 14 -1 -1 -12 1 0 0 -13 -12 0 -4 1 0 12 -1 0 1 13"
"48273",1,"713 82 3 -3 22 1 -4 -11 -8 0 -10 0 -5 -2 -3 2 1 13 4 0"
"18127",1,"1014 611 7 1 2 -20 -5 2 -2 -2 -2 19"
"28101",1,"981 269 12 1 1 -13 -12 -1 -1 13"
"37163",1,"1289 407 1 3 4 -2 3 2 5 -3 3 -10 -1 -6 3 0 -3 -7 -5 6 -4 4 -6 4 -1 3 1 6"
"47127",1,"1064 381 0 -3 -1 -8 -3 4 -4 4 3 -1 5 4"
"12103",1,"1195 130 12 2 1 -9 2 0 2 -5 -1 -4 -3 -2 -7 -1 -5 9 0 3 -1 7"
"17065",1,"984 474 0 5 9 1 1 -13 -10 -1 0 8"
"05105",1,"878 357 1 -6 -6 -2 0 -2 -10 0 0 -3 -6 0 -1 4 8 7 10 0 4 2"
"20023",1,"608 541 17 -2 -1 -15 -17 1 1 16"
"08029",1,"453 526 -2 -20 -25 3 1 6 7 2 5 5 3 0 3 -2 8 6"
"19185",1,"843 569 13 0 0 -11 -8 -1 -5 0 0 12"
"48165",1,"575 283 11 -1 -1 -16 -26 2 1 16 15 -1"
"01093",1,"1010 327 1 9 16 1 1 -12 0 -3 -10 0 -1 4 -7 0 0 1"
"37189",1,"1186 429 5 4 8 -4 -1 -5 -8 -1 -4 6"
"51770",1,"1235 473 0 2 3 1 0 -4 -3 1"
"48317",1,"600 249 -2 0 -14 1 1 16 16 -1 -1 -16"
"48037",1,"835 298 0 -10 -5 1 -5 -2 -3 2 -5 -1 -3 2 0 14 8 -3 3 -3 7 1 3 -1"
"49057",1,"345 624 4 -3 2 2 4 -1 2 -3 -3 -4 -5 -1 -5 1 0 -2 -9 2 -9 -1 9 8 5 -1 5 3"
"29127",1,"892 536 11 0 0 -4 2 -3 2 -2 -11 -1 0 -1 -4 0 0 11"
"36045",1,"1298 752 12 -4 -2 -5 2 0 -5 -9 1 -7 -7 -2 -16 -2 -2 0 4 15 6 8 7 6"
"19097",1,"924 627 3 -6 2 -1 4 -2 1 -3 -20 -1 -1 9 6 1 0 3 5 0"
"38063",1,"719 836 10 0 0 -7 0 -12 -2 0 -13 0 -1 6 0 3 0 4 3 0 0 6 3 0"
